DATE,GLOBAL_CURNCY_BRL
2020-11-09,5.3813
2020-11-10,5.412
2020-11-11,5.4001
2020-11-12,5.4584
2020-11-13,5.4625
2020-11-16,5.4303
2020-11-17,5.3244
2020-11-18,5.3632
2020-11-19,5.3091
2020-11-20,5.3892
2020-11-23,5.4341
2020-11-24,5.375
2020-11-25,5.3169
2020-11-26,5.3323
2020-11-27,5.3369
2020-11-30,5.3583
2020-12-01,5.2184
2020-12-02,5.2315
2020-12-03,5.1585
2020-12-04,5.1298
2020-12-07,5.1075
2020-12-08,5.1193
2020-12-09,5.1684
2020-12-10,5.019
2020-12-11,5.061
2020-12-14,5.1164
2020-12-15,5.0828
2020-12-16,5.0858
2020-12-17,5.0659
2020-12-18,5.0838
2020-12-21,5.1269
2020-12-22,5.1628
2020-12-23,5.2058
2020-12-24,5.2166
2020-12-28,5.2466
2020-12-29,5.2046
2020-12-30,5.1926
2020-12-31,5.1935
2021-01-04,5.2719
2021-01-05,5.2766
2021-01-06,5.3023
2021-01-07,5.4014
2021-01-08,5.4205
2021-01-11,5.5048
2021-01-12,5.3208
2021-01-13,5.3075
2021-01-14,5.2039
2021-01-15,5.2992
2021-01-18,5.2969
2021-01-19,5.3534
2021-01-20,5.308
2021-01-21,5.3598
2021-01-22,5.4705
2021-01-25,5.4672
2021-01-26,5.3523
2021-01-27,5.4112
2021-01-28,5.4406
2021-01-29,5.4715
2021-02-01,5.4454
2021-02-02,5.3593
2021-02-03,5.378
2021-02-04,5.432
2021-02-05,5.3778
2021-02-08,5.3575
2021-02-09,5.3825
2021-02-10,5.3842
2021-02-11,5.3852
2021-02-12,5.3779
2021-02-17,5.4129
2021-02-18,5.4317
2021-02-19,5.3872
2021-02-22,5.4591
2021-02-23,5.4411
2021-02-24,5.4156
2021-02-25,5.5197
2021-02-26,5.6023
2021-03-01,5.6347
2021-03-02,5.6645
2021-03-03,5.6232
2021-03-04,5.6688
2021-03-05,5.6838
2021-03-08,5.8169
2021-03-09,5.8053
2021-03-10,5.6721
2021-03-11,5.5396
2021-03-12,5.5552
2021-03-15,5.6174
2021-03-16,5.625
2021-03-17,5.5879
2021-03-18,5.5617
2021-03-19,5.491
2021-03-22,5.5044
2021-03-23,5.5213
2021-03-24,5.6227
2021-03-25,5.6476
2021-03-26,5.7565
2021-03-29,5.7829
2021-03-30,5.7751
2021-03-31,5.6344
2021-04-01,5.7102
2021-04-05,5.6663
2021-04-06,5.5923
2021-04-07,5.6161
2021-04-08,5.5714
2021-04-09,5.6821
2021-04-12,5.7344
2021-04-13,5.7174
2021-04-14,5.6533
2021-04-15,5.6156
2021-04-16,5.588
2021-04-19,5.549
2021-04-20,5.5675
2021-04-21,5.5698
2021-04-22,5.4469
2021-04-23,5.4764
2021-04-26,5.4358
2021-04-27,5.4514
2021-04-28,5.3444
2021-04-29,5.3393
2021-04-30,5.4381
2021-05-03,5.4423
2021-05-04,5.4428
2021-05-05,5.3551
2021-05-06,5.2761000000000005
2021-05-07,5.2369
2021-05-10,5.2283
2021-05-11,5.2213
2021-05-12,5.307
2021-05-13,5.3087
2021-05-14,5.2728
2021-05-17,5.2751
2021-05-18,5.2613
2021-05-19,5.3105
2021-05-20,5.2846
2021-05-21,5.3662
2021-05-24,5.3185
2021-05-25,5.332
2021-05-26,5.312
2021-05-27,5.2387
2021-05-28,5.2255
2021-05-31,5.2191
2021-06-01,5.1512
2021-06-02,5.0762
2021-06-04,5.0492
2021-06-07,5.0459
2021-06-08,5.0346
2021-06-09,5.0629
2021-06-10,5.0571
2021-06-11,5.1181
2021-06-14,5.0623
2021-06-15,5.0463
2021-06-16,5.0559
2021-06-17,5.009
2021-06-18,5.0901
2021-06-21,5.0147
2021-06-22,4.9586
2021-06-23,4.9667
2021-06-24,4.9143
2021-06-25,4.9341
2021-06-28,4.9266
2021-06-29,4.9566
2021-06-30,4.969
2021-07-01,5.0493
2021-07-02,5.0589
2021-07-05,5.0953
2021-07-06,5.1997
2021-07-07,5.232
2021-07-08,5.2599
2021-07-09,5.2598
2021-07-12,5.1734
2021-07-13,5.1634
2021-07-14,5.0727
2021-07-15,5.1116
2021-07-16,5.1152
2021-07-19,5.2519
2021-07-20,5.2217
2021-07-21,5.188
2021-07-22,5.2017
2021-07-23,5.2001
2021-07-26,5.1778
2021-07-27,5.1713000000000005
2021-07-28,5.117
2021-07-29,5.0811
2021-07-30,5.2115
2021-08-02,5.1738
2021-08-03,5.1976
2021-08-04,5.1694
2021-08-05,5.2487
2021-08-06,5.2327
2021-08-09,5.2352
2021-08-10,5.1903
2021-08-11,5.2205
2021-08-12,5.2532
2021-08-13,5.2486
2021-08-16,5.2602
2021-08-17,5.2957
2021-08-18,5.3878
2021-08-19,5.415
2021-08-20,5.3807
2021-08-23,5.3806
2021-08-24,5.2476
2021-08-25,5.2149
2021-08-26,5.2572
2021-08-27,5.2046
2021-08-30,5.1848
2021-08-31,5.1512
2021-09-01,5.1867
2021-09-02,5.1842
2021-09-03,5.1926
2021-09-06,5.1701
2021-09-08,5.3205
2021-09-09,5.2045
2021-09-10,5.2468
2021-09-13,5.2157
2021-09-14,5.2402
2021-09-15,5.2229
2021-09-16,5.259
2021-09-17,5.2893
2021-09-20,5.3245000000000005
2021-09-21,5.2726
2021-09-22,5.2899
2021-09-23,5.3033
2021-09-24,5.3355
2021-09-27,5.3911
2021-09-28,5.43
2021-09-29,5.4146
2021-09-30,5.443
2021-10-01,5.3645
2021-10-04,5.4553
2021-10-05,5.4757
2021-10-06,5.4934
2021-10-07,5.5188
2021-10-08,5.5086
2021-10-11,5.5385
2021-10-13,5.5166
2021-10-14,5.5126
2021-10-15,5.4608
2021-10-18,5.5127
2021-10-19,5.5847
2021-10-20,5.5978
2021-10-21,5.6612
2021-10-22,5.6497
2021-10-25,5.5568
2021-10-26,5.5668
2021-10-27,5.5384
2021-10-28,5.6465
2021-10-29,5.6365
2021-11-01,5.6849
2021-11-03,5.5537
2021-11-04,5.603
2021-11-05,5.5424
2021-11-08,5.5422
2021-11-09,5.4852
2021-11-10,5.498
2021-11-11,5.4045
2021-11-12,5.4565
2021-11-16,5.4976
2021-11-17,5.5241
2021-11-18,5.5663
2021-11-19,5.6102
2021-11-22,5.5969
2021-11-23,5.5909
2021-11-24,5.6013
2021-11-25,5.5633
2021-11-26,5.6029
2021-11-29,5.6081
2021-11-30,5.6227
2021-12-01,5.6796
2021-12-02,5.6393
2021-12-03,5.653
2021-12-06,5.686
2021-12-07,5.6101
2021-12-08,5.5301
2021-12-09,5.5802
2021-12-10,5.6092
2021-12-13,5.6762
2021-12-14,5.6897
2021-12-15,5.6852
2021-12-16,5.6876
2021-12-17,5.6858
2021-12-20,5.7374
2021-12-21,5.7449
2021-12-22,5.6603
2021-12-23,5.6769
2021-12-24,5.6745
2021-12-27,5.6318
2021-12-28,5.6274
2021-12-29,5.6937
2021-12-30,5.5699
2021-12-31,5.5714
2022-01-03,5.6754
2022-01-04,5.6846
2022-01-05,5.7163
2022-01-06,5.6855
2022-01-07,5.6342
2022-01-10,5.6704
2022-01-11,5.5735
2022-01-12,5.5204
2022-01-13,5.5303
2022-01-14,5.5289
2022-01-17,5.523
2022-01-18,5.5684000000000005
2022-01-19,5.4455
2022-01-20,5.4366
2022-01-21,5.4512
2022-01-24,5.4914
2022-01-25,5.4409
2022-01-26,5.4418
2022-01-27,5.4103
2022-01-28,5.3811
2022-01-31,5.3102
2022-02-01,5.2687
2022-02-02,5.2659
2022-02-03,5.2879
2022-02-04,5.3261
2022-02-07,5.2559
2022-02-08,5.2596
2022-02-09,5.234
2022-02-10,5.2496
2022-02-11,5.2481
2022-02-14,5.2191
2022-02-15,5.1696
2022-02-16,5.129
2022-02-17,5.1696
2022-02-18,5.1382
2022-02-21,5.1066
2022-02-22,5.0603
2022-02-23,5.0063
2022-02-24,5.1179
2022-02-25,5.1525
2022-03-02,5.1021
2022-03-03,5.0272
2022-03-04,5.066
2022-03-07,5.0981
2022-03-08,5.064
2022-03-09,5.0119
2022-03-10,5.0189
2022-03-11,5.0746
2022-03-14,5.1201
2022-03-15,5.1637
2022-03-16,5.0768
2022-03-17,5.0396
2022-03-18,5.0224
2022-03-21,4.9366
2022-03-22,4.9107
2022-03-23,4.8266
2022-03-24,4.8268
2022-03-25,4.7421
2022-03-28,4.7649
2022-03-29,4.7579
2022-03-30,4.7716
2022-03-31,4.7411
2022-04-01,4.6591000000000005
2022-04-04,4.5941
2022-04-05,4.6512
2022-04-06,4.7165
2022-04-07,4.7525
2022-04-08,4.6989
2022-04-11,4.695
2022-04-12,4.6754
2022-04-13,4.6911
2022-04-14,4.7014000000000005
2022-04-18,4.6534
2022-04-19,4.6683
2022-04-20,4.622
2022-04-22,4.7961
2022-04-25,4.8776
2022-04-26,4.9998000000000005
2022-04-27,4.9687
2022-04-28,4.9423
2022-04-29,4.9721
2022-05-02,5.0855
2022-05-03,4.962
2022-05-04,4.9199
2022-05-05,5.0271
2022-05-06,5.0802
2022-05-09,5.1609
2022-05-10,5.1339
2022-05-11,5.1384
2022-05-12,5.1348
2022-05-13,5.0604
2022-05-16,5.0604
2022-05-17,4.9397
2022-05-18,4.9714
2022-05-19,4.932
2022-05-20,4.8804
2022-05-23,4.813
2022-05-24,4.8194
2022-05-25,4.8269
2022-05-26,4.768
2022-05-27,4.7318
2022-05-30,4.7532
2022-05-31,4.7349
2022-06-01,4.8158
2022-06-02,4.7968
2022-06-03,4.775
2022-06-06,4.7943
2022-06-07,4.8713
2022-06-08,4.8993
2022-06-09,4.9069
2022-06-10,4.9869
2022-06-13,5.1168
2022-06-14,5.1168
2022-06-15,5.0568
2022-06-17,5.1531
2022-06-20,5.1906
2022-06-21,5.1274
2022-06-22,5.1947
2022-06-23,5.2398
2022-06-24,5.2428
2022-06-27,5.2382
2022-06-28,5.2695
2022-06-29,5.1826
2022-06-30,5.2559
2022-07-01,5.3327
2022-07-04,5.3295
2022-07-05,5.3883
2022-07-06,5.429
2022-07-07,5.3408
2022-07-08,5.2559
2022-07-11,5.3777
2022-07-12,5.4388
2022-07-13,5.3924
2022-07-14,5.4248
2022-07-15,5.4079
2022-07-18,5.4367
2022-07-19,5.4127
2022-07-20,5.4704
2022-07-21,5.4988
2022-07-22,5.4976
2022-07-25,5.3589
2022-07-26,5.3497
2022-07-27,5.2436
2022-07-28,5.1838
2022-07-29,5.1729
2022-08-01,5.186
2022-08-02,5.2797
2022-08-03,5.2831
2022-08-04,5.2149
2022-08-05,5.165
2022-08-08,5.1124
2022-08-09,5.1258
2022-08-10,5.0924
2022-08-11,5.1566
2022-08-12,5.0753
2022-08-15,5.0965
2022-08-16,5.1473
2022-08-17,5.1662
2022-08-18,5.1694
2022-08-19,5.1695
2022-08-22,5.1584
2022-08-23,5.1059
2022-08-24,5.1107
2022-08-25,5.1095
2022-08-26,5.064
2022-08-29,5.0293
2022-08-30,5.1222
2022-08-31,5.1848
2022-09-01,5.2428
2022-09-02,5.1709
2022-09-05,5.1542
2022-09-06,5.2512
2022-09-08,5.2154
2022-09-09,5.1487
2022-09-12,5.0942
2022-09-13,5.1919
2022-09-14,5.1646
2022-09-15,5.2455
2022-09-16,5.2535
2022-09-19,5.1694
2022-09-20,5.143
2022-09-21,5.1728
2022-09-22,5.1163
2022-09-23,5.263
2022-09-26,5.3915
2022-09-27,5.38
2022-09-28,5.375
2022-09-29,5.4009
2022-09-30,5.4138
2022-10-03,5.1711
2022-10-04,5.1771
2022-10-05,5.1975
2022-10-06,5.2232
2022-10-07,5.2046
2022-10-10,5.1903
2022-10-11,5.3039
2022-10-13,5.2676
2022-10-14,5.326
2022-10-17,5.2822000000000005
2022-10-18,5.2413
2022-10-19,5.2716
2022-10-20,5.2157
2022-10-21,5.1635
2022-10-24,5.3036
2022-10-25,5.3162
2022-10-26,5.3818
2022-10-27,5.3432
2022-10-28,5.2966
2022-10-31,5.1796
2022-11-01,5.1465
2022-11-03,5.1164
2022-11-04,5.0607
2022-11-07,5.1628
2022-11-08,5.1484
2022-11-09,5.1967
2022-11-10,5.3807
2022-11-11,5.3265
2022-11-14,5.326
2022-11-16,5.3932
2022-11-17,5.4058
2022-11-18,5.3765
2022-11-21,5.3087
2022-11-22,5.3643
2022-11-23,5.351
2022-11-24,5.3123
2022-11-25,5.3985
2022-11-28,5.3656
2022-11-29,5.2836
2022-11-30,5.1907
2022-12-01,5.1918
2022-12-02,5.2194
2022-12-05,5.2835
2022-12-06,5.2378
2022-12-07,5.2161
2022-12-08,5.2167
2022-12-09,5.247
2022-12-12,5.2931
2022-12-13,5.3046
2022-12-14,5.2896
2022-12-15,5.3134
2022-12-16,5.3068
2022-12-19,5.2989
2022-12-20,5.2032
2022-12-21,5.2012
2022-12-22,5.1729
2022-12-23,5.1612
2022-12-26,5.2192
2022-12-27,5.2931
2022-12-28,5.2634
2022-12-29,5.2785
2022-12-30,5.286
2023-01-02,5.3597
2023-01-03,5.4627
2023-01-04,5.4313
2023-01-05,5.3523
2023-01-06,5.2256
2023-01-09,5.258
2023-01-10,5.2042
2023-01-11,5.1646
2023-01-12,5.1007
2023-01-13,5.1023
2023-01-16,5.1522
2023-01-17,5.1042
2023-01-18,5.1816
2023-01-19,5.1765
2023-01-20,5.2071
2023-01-23,5.1957
2023-01-24,5.1424
2023-01-25,5.0768
2023-01-26,5.0696
2023-01-27,5.1091
2023-01-30,5.1211
2023-01-31,5.0758
2023-02-01,5.0518
2023-02-02,5.0437
2023-02-03,5.1333
2023-02-06,5.1504
2023-02-07,5.2049
2023-02-08,5.2009
2023-02-09,5.2756
2023-02-10,5.2143
2023-02-13,5.1706
2023-02-14,5.1885
2023-02-15,5.2172
2023-02-16,5.2196
2023-02-17,5.1623
2023-02-22,5.1598
2023-02-23,5.1318
2023-02-24,5.2006
2023-02-27,5.2012
2023-02-28,5.2364
2023-03-01,5.1808
2023-03-02,5.2108
2023-03-03,5.1981
2023-03-06,5.1584
2023-03-07,5.1917
2023-03-08,5.1428
2023-03-09,5.1659
2023-03-10,5.214
2023-03-13,5.2473
2023-03-14,5.2538
2023-03-15,5.2884
2023-03-16,5.2321
2023-03-17,5.279
2023-03-20,5.2369
2023-03-21,5.2427
2023-03-22,5.2371
2023-03-23,5.2985
2023-03-24,5.2463
2023-03-27,5.1987
2023-03-28,5.1667
2023-03-29,5.1353
2023-03-30,5.0943
2023-03-31,5.064
2023-04-03,5.0649
2023-04-04,5.0726
2023-04-05,5.0346
2023-04-06,5.0568
2023-04-10,5.0669
2023-04-11,5.0062
2023-04-12,4.919
2023-04-13,4.9273
2023-04-14,4.9082
2023-04-17,4.9433
2023-04-18,4.9855
2023-04-19,5.0747
2023-04-20,5.0504
2023-04-24,5.0366
2023-04-25,5.0533
2023-04-26,5.045
2023-04-27,4.9778
2023-04-28,4.9878
2023-05-02,5.0382
2023-05-03,4.9948
2023-05-04,4.9837
2023-05-05,4.9514000000000005
2023-05-08,5.01
2023-05-09,4.9858
2023-05-10,4.9444
2023-05-11,4.9324
2023-05-12,4.9218
2023-05-15,4.8909
2023-05-16,4.941
2023-05-17,4.9373000000000005
2023-05-18,4.965
2023-05-19,4.9986
2023-05-22,4.9678
2023-05-23,4.972
2023-05-24,4.9598
2023-05-25,5.0421
2023-05-26,4.9955
2023-05-29,5.0173
2023-05-30,5.0376
2023-05-31,5.0555
2023-06-01,5.0138
2023-06-02,4.9587
2023-06-05,4.9327
2023-06-06,4.9111
2023-06-07,4.9262
2023-06-09,4.8811
2023-06-12,4.8645
2023-06-13,4.8634
2023-06-14,4.8115
2023-06-15,4.8134
2023-06-16,4.8239
2023-06-19,4.7778
2023-06-20,4.7882
2023-06-21,4.7635
2023-06-22,4.7697
2023-06-23,4.7842
2023-06-26,4.7683
2023-06-27,4.8123000000000005
2023-06-28,4.85
2023-06-29,4.8555
2023-06-30,4.7875
2023-07-03,4.8099
2023-07-04,4.8405000000000005
2023-07-05,4.85
2023-07-06,4.918
2023-07-07,4.8712
2023-07-10,4.8988
2023-07-11,4.8543
2023-07-12,4.8206
2023-07-13,4.8014
2023-07-14,4.7916
2023-07-17,4.8086
2023-07-18,4.8134
2023-07-19,4.7916
2023-07-20,4.7979
2023-07-21,4.7808
2023-07-24,4.7299
2023-07-25,4.7526
2023-07-26,4.7378
2023-07-27,4.7439
2023-07-28,4.7311
2023-07-31,4.7269
2023-08-01,4.7921000000000005
2023-08-02,4.8105
2023-08-03,4.9156
2023-08-04,4.8746
2023-08-07,4.8989
2023-08-08,4.898
2023-08-09,4.9046
2023-08-10,4.893
2023-08-11,4.9077
2023-08-14,4.9635
2023-08-15,4.9837
2023-08-16,4.991
2023-08-17,4.9771
2023-08-18,4.9698
2023-08-21,4.979
2023-08-22,4.937
2023-08-23,4.8572
2023-08-24,4.8834
2023-08-25,4.874
2023-08-28,4.8734
2023-08-29,4.8551
2023-08-30,4.8885
2023-08-31,4.9553
2023-09-01,4.9487
2023-09-04,4.9377
2023-09-05,4.9712
2023-09-06,4.9774
2023-09-08,4.985
2023-09-11,4.93
2023-09-12,4.9491
2023-09-13,4.9158
2023-09-14,4.8706000000000005
2023-09-15,4.8647
2023-09-18,4.8542
2023-09-19,4.8674
2023-09-20,4.88
2023-09-21,4.9349
2023-09-22,4.9363
2023-09-25,4.9636000000000005
2023-09-26,4.9905
2023-09-27,5.045
2023-09-28,5.0334
2023-09-29,5.0325
2023-10-02,5.0611
2023-10-03,5.1679
2023-10-04,5.1579
2023-10-05,5.1671
2023-10-06,5.1486
2023-10-09,5.1362
2023-10-10,5.0544
2023-10-11,5.0507
2023-10-13,5.0784
2023-10-16,5.0401
2023-10-17,5.0388
2023-10-18,5.0571
2023-10-19,5.0633
2023-10-20,5.0352
2023-10-23,5.0131
2023-10-24,4.9928
2023-10-25,4.9956000000000005
2023-10-26,4.9877
2023-10-27,5.0148
2023-10-30,5.0436
2023-10-31,5.0378
2023-11-01,4.9564
2023-11-03,4.903
2023-11-06,4.8874
2023-11-07,4.8793
2023-11-08,4.9099
2023-11-09,4.9394
2023-11-10,4.9097
2023-11-13,4.9103
2023-11-14,4.8637
2023-11-16,4.8685
2023-11-17,4.9094
2023-11-20,4.8539
2023-11-21,4.8994
2023-11-22,4.9079
2023-11-23,4.9044
2023-11-24,4.9021
2023-11-27,4.899
2023-11-28,4.8717
2023-11-29,4.9054
2023-11-30,4.92
2023-12-01,4.8824
2023-12-04,4.9446
2023-12-05,4.9289
2023-12-06,4.9028
2023-12-07,4.9058
2023-12-08,4.9311
2023-12-11,4.9381
2023-12-12,4.9662
2023-12-13,4.919
2023-12-14,4.9109
2023-12-15,4.9434000000000005
2023-12-18,4.9033
2023-12-19,4.8647
2023-12-20,4.9139
2023-12-21,4.8813
2023-12-22,4.8611
2023-12-26,4.821
2023-12-27,4.8329
2023-12-28,4.8568
2023-12-29,4.8525
2024-01-02,4.9171000000000005
2024-01-03,4.9191
2024-01-04,4.9007
2024-01-05,4.8756
2024-01-08,4.8745
2024-01-09,4.907
2024-01-10,4.893
2024-01-11,4.8714
2024-01-12,4.8546000000000005
2024-01-15,4.8653
2024-01-16,4.9269
2024-01-17,4.9316
2024-01-18,4.93
2024-01-19,4.9289
2024-01-22,4.9849
2024-01-23,4.951
2024-01-24,4.9321
2024-01-25,4.9172
2024-01-26,4.9107
2024-01-29,4.9472000000000005
2024-01-30,4.9502
2024-01-31,4.9554
2024-02-01,4.9125
2024-02-02,4.9692
2024-02-05,4.9822
2024-02-06,4.9594000000000005
2024-02-07,4.9711
2024-02-08,4.9964
2024-02-09,4.9552
2024-02-14,4.9739
2024-02-15,4.9741
2024-02-16,4.9664
2024-02-19,4.9605
2024-02-20,4.9274
2024-02-21,4.9379
2024-02-22,4.9642
2024-02-23,4.9942
2024-02-26,4.9805
2024-02-27,4.9342
2024-02-28,4.971
2024-02-29,4.9703
2024-03-01,4.9547
2024-03-04,4.9476
2024-03-05,4.9583
2024-03-06,4.9457
2024-03-07,4.935
2024-03-08,4.9838000000000005
2024-03-11,4.9782
2024-03-12,4.9721
2024-03-13,4.9717
2024-03-14,4.9899
2024-03-15,4.9959
2024-03-18,5.0253
2024-03-19,5.0308
2024-03-20,4.9684
2024-03-21,4.9794
2024-03-22,5.0012
2024-03-25,4.9754000000000005
2024-03-26,4.9816
2024-03-27,4.9852
2024-03-28,5.0145
2024-04-01,5.0548
2024-04-02,5.0584
2024-04-03,5.0385
2024-04-04,5.0553
2024-04-05,5.0665
2024-04-08,5.0299
2024-04-09,5.0091
2024-04-10,5.0747
2024-04-11,5.092
2024-04-12,5.1184
2024-04-15,5.1853
2024-04-16,5.2819
2024-04-17,5.2424
2024-04-18,5.249
2024-04-19,5.2017
2024-04-22,5.1666
2024-04-23,5.1262
2024-04-24,5.148
2024-04-25,5.1593
2024-04-26,5.1161
2024-04-29,5.1199
2024-04-30,5.1936
2024-05-02,5.1117
2024-05-03,5.0724
2024-05-06,5.0765
2024-05-07,5.0714
2024-05-08,5.0907
2024-05-09,5.1413
2024-05-10,5.1571
2024-05-13,5.1516
2024-05-14,5.1293
2024-05-15,5.1367
2024-05-16,5.1299
2024-05-17,5.1041
2024-05-20,5.1041
2024-05-21,5.1233
2024-05-22,5.1512
2024-05-23,5.145
2024-05-24,5.1682
2024-05-27,5.1714
2024-05-28,5.1607
2024-05-29,5.2046
2024-05-31,5.2459
2024-06-03,5.2444
2024-06-04,5.2877
2024-06-05,5.2983
2024-06-06,5.2547
2024-06-07,5.3446
2024-06-10,5.3549
2024-06-11,5.366
2024-06-12,5.414
2024-06-13,5.364
2024-06-14,5.3767
2024-06-17,5.4213000000000005
2024-06-18,5.4351
2024-06-19,5.4346
2024-06-20,5.4499
2024-06-21,5.4322
2024-06-24,5.391
2024-06-25,5.4513
2024-06-26,5.521
2024-06-27,5.5001
2024-06-28,5.5941
2024-07-01,5.6595
2024-07-02,5.6768
2024-07-03,5.5539
2024-07-04,5.4857000000000005
2024-07-05,5.4604
2024-07-08,5.4704
2024-07-09,5.4213000000000005
2024-07-10,5.4163
2024-07-11,5.4398
2024-07-12,5.4292
2024-07-15,5.4447
2024-07-16,5.429
2024-07-17,5.4827
2024-07-18,5.5456
2024-07-19,5.5977
2024-07-22,5.5761
2024-07-23,5.5858
2024-07-24,5.6546
2024-07-25,5.6446
2024-07-26,5.6563
2024-07-29,5.616
2024-07-30,5.6139
2024-07-31,5.6505
2024-08-01,5.7463
2024-08-02,5.7275
2024-08-05,5.7228
2024-08-06,5.6628
2024-08-07,5.633
2024-08-08,5.547
2024-08-09,5.5084
2024-08-12,5.4963
2024-08-13,5.4553
2024-08-14,5.4734
2024-08-15,5.4838000000000005
2024-08-16,5.4726
2024-08-19,5.412
2024-08-20,5.4769
2024-08-21,5.489
2024-08-22,5.5848
2024-08-23,5.4875
2024-08-26,5.4956
2024-08-27,5.5091
2024-08-28,5.5673
2024-08-29,5.6272
2024-08-30,5.6075
2024-09-02,5.6176
2024-09-03,5.6448
2024-09-04,5.6416
2024-09-05,5.5735
2024-09-06,5.599
2024-09-09,5.5848
2024-09-10,5.6602
2024-09-11,5.6618
2024-09-12,5.6262
2024-09-13,5.5659
2024-09-16,5.5111
2024-09-17,5.4834
2024-09-18,5.4608
2024-09-19,5.4253
2024-09-20,5.5111
2024-09-23,5.5375
2024-09-24,5.4556
2024-09-25,5.4748
2024-09-26,5.4377
2024-09-27,5.434
2024-09-30,5.45
2024-10-01,5.4405
2024-10-02,5.4425
2024-10-03,5.4774
2024-10-04,5.4561
2024-10-07,5.4894
2024-10-08,5.5344
2024-10-09,5.5931
2024-10-10,5.5834
2024-10-11,5.6112
2024-10-14,5.5938
2024-10-15,5.6528
2024-10-16,5.6644
2024-10-17,5.6551
2024-10-18,5.6932
2024-10-21,5.6953000000000005
2024-10-22,5.6907
2024-10-23,5.6883
2024-10-24,5.6649
2024-10-25,5.7077
2024-10-28,5.7089
2024-10-29,5.7618
2024-10-30,5.7631
2024-10-31,5.7874
2024-11-01,5.8703
2024-11-04,5.7843
2024-11-05,5.7463
2024-11-06,5.6778
2024-11-07,5.6924
2024-11-08,5.7352
2024-11-11,5.7573
2024-11-12,5.7572
2024-11-13,5.7976
2024-11-14,5.7966
2024-11-18,5.7526
2024-11-19,5.7732
2024-11-21,5.8142000000000005
2024-11-22,5.8068
2024-11-25,5.8111
2024-11-26,5.8123000000000005
2024-11-27,5.934
2024-11-28,6.011
2024-11-29,5.971
2024-12-02,6.0681
2024-12-03,6.0505
2024-12-04,6.0398
2024-12-05,6.007
2024-12-06,6.0866
2024-12-09,6.0837
2024-12-10,6.051
2024-12-11,5.9647
2024-12-12,5.9976
2024-12-13,6.057
2024-12-16,6.1351
2024-12-17,6.111
2024-12-18,6.2935
2024-12-19,6.1398
2024-12-20,6.0842
2024-12-23,6.1916
2024-12-24,6.193
2024-12-26,6.1814
2024-12-27,6.1918
2024-12-30,6.1775
2024-12-31,6.1736
2025-01-02,6.1512
2025-01-03,6.1852
2025-01-06,6.1157
2025-01-07,6.102
2025-01-08,6.1099
2025-01-09,6.0365
2025-01-10,6.1077
2025-01-13,6.0972
2025-01-14,6.0542
2025-01-15,6.0133
2025-01-16,6.0546
2025-01-17,6.0793
2025-01-20,6.0335
2025-01-21,6.0259
2025-01-22,5.9423
2025-01-23,5.9237
2025-01-24,5.9137
2025-01-27,5.9042
2025-01-28,5.8656
2025-01-29,5.8652
2025-01-30,5.8752
2025-01-31,5.8443
2025-02-03,5.8084
2025-02-04,5.7587
2025-02-05,5.8043000000000005
2025-02-06,5.7626
2025-02-07,5.809
2025-02-10,5.7877
2025-02-11,5.7659
2025-02-12,5.7601
2025-02-13,5.7677
2025-02-14,5.6985
2025-02-17,5.7123
2025-02-18,5.6848
2025-02-19,5.722
2025-02-20,5.7032
2025-02-21,5.7307
2025-02-24,5.7729
2025-02-25,5.752
2025-02-26,5.8126
2025-02-27,5.8316
2025-02-28,5.8846
2025-03-05,5.7558
2025-03-06,5.7631
2025-03-07,5.7896
2025-03-10,5.8552
2025-03-11,5.8105
2025-03-12,5.7996
2025-03-13,5.7997
2025-03-14,5.7425
2025-03-17,5.6837
2025-03-18,5.6712
2025-03-19,5.648
2025-03-20,5.6801
2025-03-21,5.7282
2025-03-24,5.7644
2025-03-25,5.6998
2025-03-26,5.7353
2025-03-27,5.7453
2025-03-28,5.7612
2025-03-31,5.7058
2025-04-01,5.6823
2025-04-02,5.659
2025-04-03,5.6302
2025-04-04,5.8424000000000005
2025-04-07,5.9145
2025-04-08,6.0117
2025-04-09,6.0171
