Year,Month,Heads,Heads Unit,Weight,Weight Unit,Volume,Volume Unit,Date,Avg_Weight,Month_Num,Heads_YoY_Growth,Volume_YoY_Growth,Weight_LTM_Avg
1979,NOV,297892000,HEAD,4.02,"LB / HEAD, LIVE BASIS",4.02,"HEAD × LB / HEAD, LIVE BASIS",1979-11-01,1.3494823627354879e-08,11,3.346447131963659,2.030456852791862,1.1874073485721014e-08
1979,DEC,291915000,HEAD,4.05,"LB / HEAD, LIVE BASIS",4.05,"HEAD × LB / HEAD, LIVE BASIS",1979-12-01,1.387390164945275e-08,12,2.478453950255388,2.2727272727272707,1.1871747815454522e-08
1980,JAN,353812000,HEAD,4.03,"LB / HEAD, LIVE BASIS",4.03,"HEAD × LB / HEAD, LIVE BASIS",1980-01-01,1.1390229839575821e-08,1,5.431410819911497,2.0253164556962133,1.1840059440605144e-08
1980,FEB,326710000,HEAD,3.96,"LB / HEAD, LIVE BASIS",3.96,"HEAD × LB / HEAD, LIVE BASIS",1980-02-01,1.2120841112913593e-08,2,14.809517617995049,1.538461538461533,1.1708043486828142e-08
1980,MAR,340863000,HEAD,3.98,"LB / HEAD, LIVE BASIS",3.9800000000000004,"HEAD × LB / HEAD, LIVE BASIS",1980-03-01,1.1676245295030556e-08,3,0.1483731835302926,1.5306122448979664,1.1721290199633975e-08
1980,APR,369272000,HEAD,4.02,"LB / HEAD, LIVE BASIS",4.02,"HEAD × LB / HEAD, LIVE BASIS",1980-04-01,1.0886284364912584e-08,4,10.237687251103056,2.2900763358778553,1.1650804417480542e-08
1980,MAY,365365000,HEAD,3.99,"LB / HEAD, LIVE BASIS",3.99,"HEAD × LB / HEAD, LIVE BASIS",1980-05-01,1.0920586263052017e-08,5,-3.09982946694497,1.7857142857143016,1.1694485237825548e-08
1980,JUN,355800000,HEAD,3.97,"LB / HEAD, LIVE BASIS",3.97,"HEAD × LB / HEAD, LIVE BASIS",1980-06-01,1.1157953906689151e-08,6,1.7752020915690725,1.0178117048346147,1.1687513755204538e-08
1980,JUL,352519000,HEAD,3.79,"LB / HEAD, LIVE BASIS",3.7900000000000005,"HEAD × LB / HEAD, LIVE BASIS",1980-07-01,1.0751193552687941e-08,7,-1.7970861074741662,-3.069053708439884,1.1675756957888233e-08
1980,AUG,342374000,HEAD,3.82,"LB / HEAD, LIVE BASIS",3.82,"HEAD × LB / HEAD, LIVE BASIS",1980-08-01,1.115738928773797e-08,8,-10.888372964644155,-2.3017902813299296,1.1757474461485077e-08
1980,SEP,341476000,HEAD,3.98,"LB / HEAD, LIVE BASIS",3.98,"HEAD × LB / HEAD, LIVE BASIS",1980-09-01,1.1655284705220865e-08,9,8.756552923415995,-1.4851485148514865,1.1656499883938873e-08
1980,OCT,357674000,HEAD,4.05,"LB / HEAD, LIVE BASIS",4.05,"HEAD × LB / HEAD, LIVE BASIS",1980-10-01,1.1323160196156277e-08,10,-4.679746504847637,0.0,1.1700657816732033e-08
1980,NOV,288720000,HEAD,4.0,"LB / HEAD, LIVE BASIS",4.0,"HEAD × LB / HEAD, LIVE BASIS",1980-11-01,1.3854253255749516e-08,11,-3.0789682166691312,-0.4975124378109319,1.1730610285764919e-08
1980,DEC,337579000,HEAD,4.04,"LB / HEAD, LIVE BASIS",4.04,"HEAD × LB / HEAD, LIVE BASIS",1980-12-01,1.1967569072720756e-08,12,15.642909751126188,-0.24691358024691024,1.1571749237703922e-08
1981,JAN,353986000,HEAD,4.05,"LB / HEAD, LIVE BASIS",4.05,"HEAD × LB / HEAD, LIVE BASIS",1981-01-01,1.1441130440186899e-08,1,0.04917865985325509,0.4962779156327368,1.157599095442151e-08
1981,FEB,316234000,HEAD,4.01,"LB / HEAD, LIVE BASIS",4.01,"HEAD × LB / HEAD, LIVE BASIS",1981-02-01,1.268048343947836e-08,2,-3.2065134216889613,1.262626262626254,1.1622627814968576e-08
1981,MAR,367557000,HEAD,4.04,"LB / HEAD, LIVE BASIS",4.04,"HEAD × LB / HEAD, LIVE BASIS",1981-03-01,1.099149247599692e-08,3,7.83129879159663,1.5075376884422065,1.1565565080049105e-08
1981,APR,373678000,HEAD,4.02,"LB / HEAD, LIVE BASIS",4.02,"HEAD × LB / HEAD, LIVE BASIS",1981-04-01,1.0757925272560866e-08,4,1.1931584306419163,0.0,1.1554868489019797e-08
1981,MAY,366381000,HEAD,4.05,"LB / HEAD, LIVE BASIS",4.05,"HEAD × LB / HEAD, LIVE BASIS",1981-05-01,1.1054066668304306e-08,5,0.27807808629727315,1.5037593984962294,1.1565991856124153e-08
1981,JUN,382884000,HEAD,3.94,"LB / HEAD, LIVE BASIS",3.94,"HEAD × LB / HEAD, LIVE BASIS",1981-06-01,1.0290322917646075e-08,6,7.612141652613835,-0.7556675062972307,1.1493689273703896e-08
1981,JUL,379462000,HEAD,3.9,"LB / HEAD, LIVE BASIS",3.9,"HEAD × LB / HEAD, LIVE BASIS",1981-07-01,1.0277708966905777e-08,7,7.642992292614026,2.902374670184682,1.1454232224888716e-08
1981,AUG,360620000,HEAD,3.99,"LB / HEAD, LIVE BASIS",3.99,"HEAD × LB / HEAD, LIVE BASIS",1981-08-01,1.1064278187565859e-08,8,5.329259815289711,4.450261780104725,1.144647296654104e-08
1981,SEP,364773000,HEAD,4.1,"LB / HEAD, LIVE BASIS",4.1,"HEAD × LB / HEAD, LIVE BASIS",1981-09-01,1.123986698576923e-08,9,6.8224414014455,3.015075376884413,1.1411854823253405e-08
1981,OCT,364465000,HEAD,4.06,"LB / HEAD, LIVE BASIS",4.06,"HEAD × LB / HEAD, LIVE BASIS",1981-10-01,1.1139615600949336e-08,10,1.8986563183233995,0.24691358024691024,1.1396559440319491e-08
1981,NOV,303358000,HEAD,4.11,"LB / HEAD, LIVE BASIS",4.11,"HEAD × LB / HEAD, LIVE BASIS",1981-11-01,1.3548348815590821e-08,11,5.069963978941527,2.750000000000008,1.1371067403639601e-08
1981,DEC,344486000,HEAD,4.09,"LB / HEAD, LIVE BASIS",4.09,"HEAD × LB / HEAD, LIVE BASIS",1981-12-01,1.1872761157202323e-08,12,2.046039593695115,1.2376237623762387,1.1363166744013064e-08
1982,JAN,332717000,HEAD,4.07,"LB / HEAD, LIVE BASIS",4.07,"HEAD × LB / HEAD, LIVE BASIS",1982-01-01,1.223261811088703e-08,1,-6.008429711909513,0.4938271604938427,1.1429124049904742e-08
1982,FEB,325655000,HEAD,4.02,"LB / HEAD, LIVE BASIS",4.02,"HEAD × LB / HEAD, LIVE BASIS",1982-02-01,1.2344352151817106e-08,2,2.9791230544470304,0.24937655860348684,1.1401113109266303e-08
1982,MAR,376336000,HEAD,4.04,"LB / HEAD, LIVE BASIS",4.04,"HEAD × LB / HEAD, LIVE BASIS",1982-03-01,1.0735087793886314e-08,3,2.3884730803657606,0.0,1.1379746052423753e-08
1982,APR,361139000,HEAD,4.08,"LB / HEAD, LIVE BASIS",4.08,"HEAD × LB / HEAD, LIVE BASIS",1982-04-01,1.1297589016971305e-08,4,-3.3555628107622026,1.4925373134328401,1.1424718031124624e-08
1982,MAY,354902000,HEAD,4.07,"LB / HEAD, LIVE BASIS",4.07,"HEAD × LB / HEAD, LIVE BASIS",1982-05-01,1.1467954533927677e-08,5,-3.1330773156905023,0.4938271604938427,1.1459208686593238e-08
1982,JUN,385404000,HEAD,4.05,"LB / HEAD, LIVE BASIS",4.05,"HEAD × LB / HEAD, LIVE BASIS",1982-06-01,1.050845346701124e-08,6,0.6581627855956285,2.7918781725888353,1.147738623237367e-08
1982,JUL,366833000,HEAD,4.0,"LB / HEAD, LIVE BASIS",4.0,"HEAD × LB / HEAD, LIVE BASIS",1982-07-01,1.0904144392680048e-08,7,-3.3281329882834165,2.564102564102577,1.1529589184521523e-08
1982,AUG,377448000,HEAD,4.01,"LB / HEAD, LIVE BASIS",4.01,"HEAD × LB / HEAD, LIVE BASIS",1982-08-01,1.062397999194591e-08,8,4.666407853141807,0.5012531328320691,1.1492897668219863e-08
1982,SEP,367446000,HEAD,4.07,"LB / HEAD, LIVE BASIS",4.07,"HEAD × LB / HEAD, LIVE BASIS",1982-09-01,1.1076457493073813e-08,9,0.732784498852701,-0.7317073170731603,1.1479280210495243e-08
1982,OCT,351176000,HEAD,4.12,"LB / HEAD, LIVE BASIS",4.12,"HEAD × LB / HEAD, LIVE BASIS",1982-10-01,1.1732009021117617e-08,10,-3.646166298547182,1.4778325123152802,1.15286463288426e-08
1982,NOV,327442000,HEAD,4.11,"LB / HEAD, LIVE BASIS",4.11,"HEAD × LB / HEAD, LIVE BASIS",1982-11-01,1.2551841242113108e-08,11,7.939134619822119,0.0,1.1445604031052792e-08
1982,DEC,343449000,HEAD,4.11,"LB / HEAD, LIVE BASIS",4.11,"HEAD × LB / HEAD, LIVE BASIS",1982-12-01,1.1966842238585643e-08,12,-0.3010281985334706,0.4889975550122383,1.1453444121168069e-08
1983,JAN,359215000,HEAD,4.12,"LB / HEAD, LIVE BASIS",4.12,"HEAD × LB / HEAD, LIVE BASIS",1983-01-01,1.1469454226577398e-08,1,7.9641256683608,1.228501228501222,1.1389847130808932e-08
1983,FEB,328555000,HEAD,4.09,"LB / HEAD, LIVE BASIS",4.09,"HEAD × LB / HEAD, LIVE BASIS",1983-02-01,1.244844850938199e-08,2,0.8905129661758604,1.7412935323383172,1.1398521827272672e-08
1983,MAR,387320000,HEAD,4.11,"LB / HEAD, LIVE BASIS",4.11,"HEAD × LB / HEAD, LIVE BASIS",1983-03-01,1.061138077042239e-08,3,2.918668423961557,1.7326732673267342,1.1388212908650679e-08
1983,APR,363238000,HEAD,4.16,"LB / HEAD, LIVE BASIS",4.16,"HEAD × LB / HEAD, LIVE BASIS",1983-04-01,1.1452546264432687e-08,4,0.5812166506525163,1.9607843137254832,1.1401126012605792e-08
1983,MAY,377794000,HEAD,4.15,"LB / HEAD, LIVE BASIS",4.15,"HEAD × LB / HEAD, LIVE BASIS",1983-05-01,1.0984822416449176e-08,5,6.450231331466161,1.9656019656019597,1.1360865002815918e-08
1983,JUN,388530000,HEAD,4.12,"LB / HEAD, LIVE BASIS",4.12,"HEAD × LB / HEAD, LIVE BASIS",1983-06-01,1.0604071757650632e-08,6,0.8110969268611656,1.7283950617283939,1.1368833193702534e-08
1983,JUL,345548000,HEAD,4.01,"LB / HEAD, LIVE BASIS",4.01,"HEAD × LB / HEAD, LIVE BASIS",1983-07-01,1.1604755345132948e-08,7,-5.802367834954869,0.24999999999999467,1.1427217439740278e-08
1983,AUG,394950000,HEAD,3.99,"LB / HEAD, LIVE BASIS",3.9899999999999998,"HEAD × LB / HEAD, LIVE BASIS",1983-08-01,1.0102544625902013e-08,8,4.6369301201754975,-0.4987531172069848,1.1383764492569952e-08
1983,SEP,364266000,HEAD,4.06,"LB / HEAD, LIVE BASIS",4.06,"HEAD × LB / HEAD, LIVE BASIS",1983-09-01,1.1145701218340442e-08,9,-0.8654332881566251,-0.24570024570026439,1.1389534803008837e-08
1983,OCT,354796000,HEAD,4.15,"LB / HEAD, LIVE BASIS",4.15,"HEAD × LB / HEAD, LIVE BASIS",1983-10-01,1.1696862422349746e-08,10,1.0308221518554816,0.728155339805836,1.1386605919778181e-08
1983,NOV,321036000,HEAD,4.13,"LB / HEAD, LIVE BASIS",4.13,"HEAD × LB / HEAD, LIVE BASIS",1983-11-01,1.2864600854732802e-08,11,-1.956377007225707,0.48661800486617945,1.1412669220829822e-08
1983,DEC,325435000,HEAD,4.14,"LB / HEAD, LIVE BASIS",4.14,"HEAD × LB / HEAD, LIVE BASIS",1983-12-01,1.272143438781938e-08,12,-5.245029101846265,0.7299270072992581,1.1475551899932634e-08
1984,JAN,353287000,HEAD,4.15,"LB / HEAD, LIVE BASIS",4.15,"HEAD × LB / HEAD, LIVE BASIS",1984-01-01,1.1746823404201117e-08,1,-1.6502651615327824,0.728155339805836,1.1498665998067945e-08
1984,FEB,336445000,HEAD,4.19,"LB / HEAD, LIVE BASIS",4.19,"HEAD × LB / HEAD, LIVE BASIS",1984-02-01,1.2453744296987621e-08,2,2.401424419047049,2.444987775061147,1.1499107313701748e-08
1984,MAR,365542000,HEAD,4.17,"LB / HEAD, LIVE BASIS",4.17,"HEAD × LB / HEAD, LIVE BASIS",1984-03-01,1.1407717854583058e-08,3,-5.622740886089018,1.4598540145985384,1.1565468737381802e-08
1984,APR,357410000,HEAD,4.2,"LB / HEAD, LIVE BASIS",4.2,"HEAD × LB / HEAD, LIVE BASIS",1984-04-01,1.1751210094849053e-08,4,-1.6044576833921576,0.9615384615384581,1.15903573899165e-08
1984,MAY,404512000,HEAD,4.18,"LB / HEAD, LIVE BASIS",4.18,"HEAD × LB / HEAD, LIVE BASIS",1984-05-01,1.033343881022071e-08,5,7.072108080064798,0.7228915662650381,1.1536075422730795e-08
1984,JUN,384855000,HEAD,4.14,"LB / HEAD, LIVE BASIS",4.14,"HEAD × LB / HEAD, LIVE BASIS",1984-06-01,1.0757298203219394e-08,6,-0.9458729055671355,0.4854368932038833,1.1548844293194858e-08
1984,JUL,381555000,HEAD,4.13,"LB / HEAD, LIVE BASIS",4.13,"HEAD × LB / HEAD, LIVE BASIS",1984-07-01,1.0824127583179358e-08,7,10.420259992822988,2.9925187032419087,1.1483791979698723e-08
1984,AUG,420196000,HEAD,4.12,"LB / HEAD, LIVE BASIS",4.12,"HEAD × LB / HEAD, LIVE BASIS",1984-08-01,9.804948167045855e-09,8,6.39220154449931,3.2581453634085378,1.1458992274794044e-08
1984,SEP,353126000,HEAD,4.17,"LB / HEAD, LIVE BASIS",4.17,"HEAD × LB / HEAD, LIVE BASIS",1984-09-01,1.1808816116626927e-08,9,-3.0582047185298666,2.7093596059113434,1.151425184965125e-08
1984,OCT,413327000,HEAD,4.21,"LB / HEAD, LIVE BASIS",4.21,"HEAD × LB / HEAD, LIVE BASIS",1984-10-01,1.0185639941257164e-08,10,16.497085649218146,1.4457831325301207,1.1388316642893537e-08
1984,NOV,346725000,HEAD,4.22,"LB / HEAD, LIVE BASIS",4.22,"HEAD × LB / HEAD, LIVE BASIS",1984-11-01,1.2171028913403993e-08,11,8.001906328262255,2.1791767554479424,1.1330518981116136e-08
1984,DEC,342020000,HEAD,4.21,"LB / HEAD, LIVE BASIS",4.21,"HEAD × LB / HEAD, LIVE BASIS",1984-12-01,1.2309221682942517e-08,12,5.096255780724257,1.6908212560386549,1.1296167922376397e-08
1985,JAN,397231000,HEAD,4.22,"LB / HEAD, LIVE BASIS",4.22,"HEAD × LB / HEAD, LIVE BASIS",1985-01-01,1.0623541465796979e-08,1,12.438612233113577,1.6867469879517927,1.1202561094176053e-08
1985,FEB,341860000,HEAD,4.2,"LB / HEAD, LIVE BASIS",4.2,"HEAD × LB / HEAD, LIVE BASIS",1985-02-01,1.228573100099456e-08,2,1.609475545780148,0.23866348448686736,1.118855998617663e-08
1985,MAR,371603000,HEAD,4.2,"LB / HEAD, LIVE BASIS",4.2,"HEAD × LB / HEAD, LIVE BASIS",1985-03-01,1.1302384534032288e-08,3,1.658085801357978,0.7194244604316502,1.1179782209464068e-08
1985,APR,405097000,HEAD,4.25,"LB / HEAD, LIVE BASIS",4.25,"HEAD × LB / HEAD, LIVE BASIS",1985-04-01,1.0491314425927618e-08,4,13.342379899834933,1.1904761904761862,1.1074790903720613e-08
1985,MAY,412148000,HEAD,4.22,"LB / HEAD, LIVE BASIS",4.22,"HEAD × LB / HEAD, LIVE BASIS",1985-05-01,1.0239040344730532e-08,5,1.8877066687762012,0.9569377990430672,1.1066924364929765e-08
1985,JUN,373324000,HEAD,4.17,"LB / HEAD, LIVE BASIS",4.17,"HEAD × LB / HEAD, LIVE BASIS",1985-06-01,1.1169922105195487e-08,6,-2.996193371529532,0.7246376811594235,1.110130969009444e-08
1985,JUL,412382000,HEAD,4.14,"LB / HEAD, LIVE BASIS",4.14,"HEAD × LB / HEAD, LIVE BASIS",1985-07-01,1.0039235466145467e-08,7,8.07930704616635,0.2421307506053294,1.103590201367495e-08
1985,AUG,411905000,HEAD,4.12,"LB / HEAD, LIVE BASIS",4.12,"HEAD × LB / HEAD, LIVE BASIS",1985-08-01,1.0002306357048348e-08,8,-1.9731268265285706,0.0,1.105234852950849e-08
1985,SEP,367026000,HEAD,4.19,"LB / HEAD, LIVE BASIS",4.19,"HEAD × LB / HEAD, LIVE BASIS",1985-09-01,1.1416084964008e-08,9,3.9362720388756323,0.4796163069544557,1.1019620933456912e-08
1985,OCT,419103000,HEAD,4.23,"LB / HEAD, LIVE BASIS",4.23,"HEAD × LB / HEAD, LIVE BASIS",1985-10-01,1.0092984302188246e-08,10,1.3974407672375566,0.47505938242280443,1.1011899630201167e-08
1985,NOV,337171000,HEAD,4.2,"LB / HEAD, LIVE BASIS",4.2,"HEAD × LB / HEAD, LIVE BASIS",1985-11-01,1.2456587310296557e-08,11,-2.7554978729540713,-0.4739336492890933,1.103569616327555e-08
1985,DEC,368420000,HEAD,4.29,"LB / HEAD, LIVE BASIS",4.29,"HEAD × LB / HEAD, LIVE BASIS",1985-12-01,1.1644318983768525e-08,12,7.718846851061345,1.9002375296912177,1.098028760501105e-08
1986,JAN,406541000,HEAD,4.3,"LB / HEAD, LIVE BASIS",4.3,"HEAD × LB / HEAD, LIVE BASIS",1986-01-01,1.0577038970239163e-08,1,2.3437244323831763,1.8957345971563955,1.0976412397047898e-08
1986,FEB,364433000,HEAD,4.3,"LB / HEAD, LIVE BASIS",4.3,"HEAD × LB / HEAD, LIVE BASIS",1986-02-01,1.1799151009925006e-08,2,6.602995378224996,2.3809523809523725,1.0935864064458771e-08
1986,MAR,377615000,HEAD,4.3,"LB / HEAD, LIVE BASIS",4.3,"HEAD × LB / HEAD, LIVE BASIS",1986-03-01,1.138725951034784e-08,3,1.617855614728625,2.3809523809523725,1.094293697915173e-08
1986,APR,416846000,HEAD,4.31,"LB / HEAD, LIVE BASIS",4.31,"HEAD × LB / HEAD, LIVE BASIS",1986-04-01,1.0339549857741228e-08,4,2.9002930162405516,1.4117647058823346,1.0930289931802867e-08
1986,MAY,415299000,HEAD,4.24,"LB / HEAD, LIVE BASIS",4.24,"HEAD × LB / HEAD, LIVE BASIS",1986-05-01,1.0209511701208046e-08,5,0.7645311878257344,0.4739336492891155,1.0927829211509325e-08
1986,JUN,409847000,HEAD,4.18,"LB / HEAD, LIVE BASIS",4.18,"HEAD × LB / HEAD, LIVE BASIS",1986-06-01,1.0198927892603825e-08,6,9.783191008346638,0.23980815347721673,1.0846913027126688e-08
1986,JUL,417331000,HEAD,4.11,"LB / HEAD, LIVE BASIS",4.11,"HEAD × LB / HEAD, LIVE BASIS",1986-07-01,9.848297873869903e-09,7,1.2001008773418809,-0.7246376811594013,1.0831001561103723e-08
1986,AUG,408127000,HEAD,4.13,"LB / HEAD, LIVE BASIS",4.13,"HEAD × LB / HEAD, LIVE BASIS",1986-08-01,1.01193991086108e-08,8,-0.917201781964283,0.24271844660193054,1.0840759290400596e-08
1986,SEP,414575000,HEAD,4.3,"LB / HEAD, LIVE BASIS",4.3,"HEAD × LB / HEAD, LIVE BASIS",1986-09-01,1.037206778025689e-08,9,12.95521298218656,2.6252983293555854,1.0753757858421335e-08
1986,OCT,424203000,HEAD,4.24,"LB / HEAD, LIVE BASIS",4.24,"HEAD × LB / HEAD, LIVE BASIS",1986-10-01,9.99521455529546e-09,10,1.2168846321787274,0.23640661938533203,1.0745610379513604e-08
1986,NOV,353172000,HEAD,4.27,"LB / HEAD, LIVE BASIS",4.27,"HEAD × LB / HEAD, LIVE BASIS",1986-11-01,1.2090426194602062e-08,11,4.745663179810844,1.6666666666666607,1.0715096953205728e-08
1986,DEC,425666000,HEAD,4.25,"LB / HEAD, LIVE BASIS",4.25,"HEAD × LB / HEAD, LIVE BASIS",1986-12-01,9.984353930076633e-09,12,15.538244394983991,-0.9324009324009341,1.057676653206474e-08
1987,JAN,420330000,HEAD,4.35,"LB / HEAD, LIVE BASIS",4.35,"HEAD × LB / HEAD, LIVE BASIS",1987-01-01,1.0349011490971379e-08,1,3.3917858223401876,1.1627906976744207,1.0557764242125756e-08
1987,FEB,387451000,HEAD,4.3,"LB / HEAD, LIVE BASIS",4.3,"HEAD × LB / HEAD, LIVE BASIS",1987-02-01,1.109817757600316e-08,2,6.316112975498922,0.0,1.0499349789298934e-08
1987,MAR,430219000,HEAD,4.33,"LB / HEAD, LIVE BASIS",4.33,"HEAD × LB / HEAD, LIVE BASIS",1987-03-01,1.0064641496540134e-08,3,13.930590680984611,0.6976744186046657,1.0389131621481626e-08
1987,APR,424594000,HEAD,4.31,"LB / HEAD, LIVE BASIS",4.31,"HEAD × LB / HEAD, LIVE BASIS",1987-04-01,1.0150873540370329e-08,4,1.8587200069090315,0.0,1.0373408595034053e-08
1987,MAY,419327000,HEAD,4.3,"LB / HEAD, LIVE BASIS",4.3,"HEAD × LB / HEAD, LIVE BASIS",1987-05-01,1.025452689667014e-08,5,0.9699036116147752,1.4150943396226356,1.037715986132256e-08
1987,JUN,460744000,HEAD,4.27,"LB / HEAD, LIVE BASIS",4.27,"HEAD × LB / HEAD, LIVE BASIS",1987-06-01,9.267619328737866e-09,6,12.41853667344155,2.1531100478468845,1.029955081433373e-08
1987,JUL,456471000,HEAD,4.18,"LB / HEAD, LIVE BASIS",4.18,"HEAD × LB / HEAD, LIVE BASIS",1987-07-01,9.157208234477107e-09,7,9.378646685724279,1.703163017031617,1.0241960011050996e-08
1987,AUG,435234000,HEAD,4.18,"LB / HEAD, LIVE BASIS",4.18,"HEAD × LB / HEAD, LIVE BASIS",1987-08-01,9.604029096991503e-09,8,6.641805124385303,1.2106537530266248,1.0199012510082721e-08
1987,SEP,455727000,HEAD,4.27,"LB / HEAD, LIVE BASIS",4.27,"HEAD × LB / HEAD, LIVE BASIS",1987-09-01,9.369644545967212e-09,9,9.926310076584443,-0.6976744186046546,1.0115477240558584e-08
1987,OCT,451050000,HEAD,4.37,"LB / HEAD, LIVE BASIS",4.37,"HEAD × LB / HEAD, LIVE BASIS",1987-10-01,9.688504600376899e-09,10,6.328809555802284,3.0660377358490587,1.0089918077648701e-08
1987,NOV,390568000,HEAD,4.3,"LB / HEAD, LIVE BASIS",4.3,"HEAD × LB / HEAD, LIVE BASIS",1987-11-01,1.1009606521783658e-08,11,10.588608383450548,0.7025761124121788,9.999849771580501e-09
1987,DEC,438622000,HEAD,4.38,"LB / HEAD, LIVE BASIS",4.38,"HEAD × LB / HEAD, LIVE BASIS",1987-12-01,9.985819224753889e-09,12,3.043700929837012,3.0588235294117583,9.999971879470272e-09
1988,JAN,427668000,HEAD,4.4,"LB / HEAD, LIVE BASIS",4.4,"HEAD × LB / HEAD, LIVE BASIS",1988-01-01,1.0288354517990592e-08,1,1.7457711797873143,1.1494252873563315,9.994917131721875e-09
1988,FEB,429130000,HEAD,4.34,"LB / HEAD, LIVE BASIS",4.34,"HEAD × LB / HEAD, LIVE BASIS",1988-02-01,1.011348542399739e-08,2,10.757231236982223,0.9302325581395321,9.912859452388059e-09
1988,MAR,465226000,HEAD,4.32,"LB / HEAD, LIVE BASIS",4.32,"HEAD × LB / HEAD, LIVE BASIS",1988-03-01,9.285809477544248e-09,3,8.137018588207411,-0.2309468822170868,9.847956784138402e-09
1988,APR,434926000,HEAD,4.33,"LB / HEAD, LIVE BASIS",4.33,"HEAD × LB / HEAD, LIVE BASIS",1988-04-01,9.955716604663782e-09,4,2.433383420396895,0.46403712296985145,9.831693706162858e-09
1988,MAY,455463000,HEAD,4.31,"LB / HEAD, LIVE BASIS",4.31,"HEAD × LB / HEAD, LIVE BASIS",1988-05-01,9.462898193706184e-09,5,8.617618231117952,0.23255813953488857,9.765724647582529e-09
1988,JUN,466886000,HEAD,4.29,"LB / HEAD, LIVE BASIS",4.29,"HEAD × LB / HEAD, LIVE BASIS",1988-06-01,9.188538529748162e-09,6,1.3330613095341448,0.4683840749414525,9.759134581000052e-09
1988,JUL,416778000,HEAD,4.19,"LB / HEAD, LIVE BASIS",4.19,"HEAD × LB / HEAD, LIVE BASIS",1988-07-01,1.0053313754564782e-08,7,-8.695623599308611,0.23923444976077235,9.833810041007358e-09
1988,AUG,484336000,HEAD,4.15,"LB / HEAD, LIVE BASIS",4.15,"HEAD × LB / HEAD, LIVE BASIS",1988-08-01,8.568431832446897e-09,8,11.281747289963562,-0.7177033492822837,9.747510268961975e-09
1988,SEP,453974000,HEAD,4.29,"LB / HEAD, LIVE BASIS",4.29,"HEAD × LB / HEAD, LIVE BASIS",1988-09-01,9.449880389625838e-09,9,-0.3846601144983697,0.4683840749414525,9.754196589266859e-09
1988,OCT,447822000,HEAD,4.38,"LB / HEAD, LIVE BASIS",4.38,"HEAD × LB / HEAD, LIVE BASIS",1988-10-01,9.780671784771628e-09,10,-0.7156634519454586,0.22883295194506825,9.76187718796642e-09
1988,NOV,429782000,HEAD,4.35,"LB / HEAD, LIVE BASIS",4.35,"HEAD × LB / HEAD, LIVE BASIS",1988-11-01,1.0121410389453257e-08,11,10.040249073144757,1.1627906976744207,9.687860843605555e-09
1988,DEC,439038000,HEAD,4.37,"LB / HEAD, LIVE BASIS",4.37,"HEAD × LB / HEAD, LIVE BASIS",1988-12-01,9.953580327898724e-09,12,0.09484248396114392,-0.22831050228310223,9.685174268867623e-09
1989,JAN,455921000,HEAD,4.37,"LB / HEAD, LIVE BASIS",4.37,"HEAD × LB / HEAD, LIVE BASIS",1989-01-01,9.584993891485586e-09,1,6.606292731745178,-0.6818181818181834,9.626560883325539e-09
1989,FEB,420154000,HEAD,4.34,"LB / HEAD, LIVE BASIS",4.34,"HEAD × LB / HEAD, LIVE BASIS",1989-02-01,1.0329545833194495e-08,2,-2.091673851746556,0.0,9.644565917425298e-09
1989,MAR,483125000,HEAD,4.36,"LB / HEAD, LIVE BASIS",4.36,"HEAD × LB / HEAD, LIVE BASIS",1989-03-01,9.02457956015524e-09,3,3.847377403670471,0.92592592592593,9.622796757642881e-09
1989,APR,436221000,HEAD,4.37,"LB / HEAD, LIVE BASIS",4.37,"HEAD × LB / HEAD, LIVE BASIS",1989-04-01,1.0017857920641143e-08,4,0.2977518014558811,0.9237875288683695,9.627975200640994e-09
1989,MAY,502815000,HEAD,4.35,"LB / HEAD, LIVE BASIS",4.35,"HEAD × LB / HEAD, LIVE BASIS",1989-05-01,8.651293219176038e-09,5,10.39645371852378,0.9280742459396807,9.560341452763481e-09
1989,JUN,500344000,HEAD,4.31,"LB / HEAD, LIVE BASIS",4.31,"HEAD × LB / HEAD, LIVE BASIS",1989-06-01,8.614073517420014e-09,6,7.166203313014319,0.4662004662004504,9.512469368402804e-09
1989,JUL,455947000,HEAD,4.28,"LB / HEAD, LIVE BASIS",4.28,"HEAD × LB / HEAD, LIVE BASIS",1989-07-01,9.387055951678595e-09,7,9.398048841349581,2.1479713603818507,9.456947884828955e-09
1989,AUG,532389000,HEAD,4.28,"LB / HEAD, LIVE BASIS",4.28,"HEAD × LB / HEAD, LIVE BASIS",1989-08-01,8.039234469532617e-09,8,9.921418189025811,3.1325301204819356,9.412848104586099e-09
1989,SEP,467789000,HEAD,4.35,"LB / HEAD, LIVE BASIS",4.35,"HEAD × LB / HEAD, LIVE BASIS",1989-09-01,9.299064321734798e-09,9,3.043125817778103,1.3986013986013957,9.400280098928511e-09
1989,OCT,483401000,HEAD,4.41,"LB / HEAD, LIVE BASIS",4.41,"HEAD × LB / HEAD, LIVE BASIS",1989-10-01,9.122860730532208e-09,10,7.944897749552271,0.6849315068493178,9.345462511075228e-09
1989,NOV,460350000,HEAD,4.43,"LB / HEAD, LIVE BASIS",4.43,"HEAD × LB / HEAD, LIVE BASIS",1989-11-01,9.6231128489193e-09,11,7.112443052524298,1.839080459770126,9.303937716030729e-09
