Year,Month,Heads,Heads Unit,Weight,Weight Unit,Volume,Volume Unit,Date,Avg_Weight,Month_Num,Heads_YoY_Growth,Volume_YoY_Growth,Weight_LTM_Avg
1969,DEC,221486000,HEAD,3.76,"LB / HEAD, LIVE BASIS",3.7600000000000002,"HEAD × LB / HEAD, LIVE BASIS",1969-12-01,1.697624229070912e-08,12,15.046307117739023,1.0752688172043001,1.6596789973472988e-08
1970,JAN,235400000,HEAD,3.74,"LB / HEAD, LIVE BASIS",3.7400000000000007,"HEAD × LB / HEAD, LIVE BASIS",1970-01-01,1.5887850467289722e-08,1,5.506602006149319,1.0810810810810922,1.6538823294689525e-08
1970,FEB,217730000,HEAD,3.66,"LB / HEAD, LIVE BASIS",3.66,"HEAD × LB / HEAD, LIVE BASIS",1970-02-01,1.6809810315528407e-08,2,15.813829787234045,0.5494505494505475,1.6326165643678594e-08
1970,MAR,239879000,HEAD,3.66,"LB / HEAD, LIVE BASIS",3.66,"HEAD × LB / HEAD, LIVE BASIS",1970-03-01,1.525769241992838e-08,3,18.02106754702313,0.5494505494505475,1.6105232430575443e-08
1970,APR,259961000,HEAD,3.69,"LB / HEAD, LIVE BASIS",3.69,"HEAD × LB / HEAD, LIVE BASIS",1970-04-01,1.4194436857836367e-08,4,16.77342556823287,1.0958904109589218,1.592179785345282e-08
1970,MAY,250027000,HEAD,3.66,"LB / HEAD, LIVE BASIS",3.66,"HEAD × LB / HEAD, LIVE BASIS",1970-05-01,1.4638419050742521e-08,5,6.5213871847307425,0.5494505494505475,1.584934618039211e-08
1970,JUN,274477000,HEAD,3.67,"LB / HEAD, LIVE BASIS",3.67,"HEAD × LB / HEAD, LIVE BASIS",1970-06-01,1.3370883534868131e-08,6,15.310482160036631,1.6620498614958512,1.569975610970698e-08
1970,JUL,271390000,HEAD,3.62,"LB / HEAD, LIVE BASIS",3.62,"HEAD × LB / HEAD, LIVE BASIS",1970-07-01,1.3338737610081433e-08,7,14.316162811758915,2.259887005649741,1.5568704804839364e-08
1970,AUG,254865000,HEAD,3.62,"LB / HEAD, LIVE BASIS",3.62,"HEAD × LB / HEAD, LIVE BASIS",1970-08-01,1.4203597983246033e-08,8,8.114127184107712,0.5555555555555536,1.5479733330193346e-08
1970,SEP,251185000,HEAD,3.68,"LB / HEAD, LIVE BASIS",3.68,"HEAD × LB / HEAD, LIVE BASIS",1970-09-01,1.4650556362840138e-08,9,8.3829183153044,-1.3404825737265313,1.5359409381324035e-08
1970,OCT,254469000,HEAD,3.79,"LB / HEAD, LIVE BASIS",3.79,"HEAD × LB / HEAD, LIVE BASIS",1970-10-01,1.4893759161233785e-08,10,2.808280609895042,1.8817204301075252,1.5348121811689457e-08
1970,NOV,208552000,HEAD,3.78,"LB / HEAD, LIVE BASIS",3.78,"HEAD × LB / HEAD, LIVE BASIS",1970-11-01,1.8124976025163986e-08,11,11.875117345707164,1.6129032258064502,1.5195580173289002e-08
1970,DEC,228357000,HEAD,3.8,"LB / HEAD, LIVE BASIS",3.8,"HEAD × LB / HEAD, LIVE BASIS",1970-12-01,1.6640610973169204e-08,12,3.1022276803048587,1.0638297872340274,1.516761089682734e-08
1971,JAN,231684000,HEAD,3.76,"LB / HEAD, LIVE BASIS",3.7599999999999993,"HEAD × LB / HEAD, LIVE BASIS",1971-01-01,1.622900157110547e-08,1,-1.5785896346643957,0.5347593582887278,1.5196040155478657e-08
1971,FEB,222029000,HEAD,3.71,"LB / HEAD, LIVE BASIS",3.71,"HEAD × LB / HEAD, LIVE BASIS",1971-02-01,1.6709528935409338e-08,2,1.9744637854223202,1.3661202185792254,1.5187683373802067e-08
1971,MAR,255537000,HEAD,3.72,"LB / HEAD, LIVE BASIS",3.72,"HEAD × LB / HEAD, LIVE BASIS",1971-03-01,1.4557578745935032e-08,3,6.527457593203234,1.6393442622950838,1.5129340567635952e-08
1971,APR,246743000,HEAD,3.73,"LB / HEAD, LIVE BASIS",3.73,"HEAD × LB / HEAD, LIVE BASIS",1971-04-01,1.5116943540444916e-08,4,-5.084608845172934,1.084010840108407,1.520621612452e-08
1971,MAY,241221000,HEAD,3.7,"LB / HEAD, LIVE BASIS",3.7,"HEAD × LB / HEAD, LIVE BASIS",1971-05-01,1.5338631379523343e-08,5,-3.522019621880834,1.0928961748633892,1.5264567151918402e-08
1971,JUN,268666000,HEAD,3.68,"LB / HEAD, LIVE BASIS",3.68,"HEAD × LB / HEAD, LIVE BASIS",1971-06-01,1.3697304459812556e-08,6,-2.117117281229397,0.2724795640327127,1.529176889566377e-08
1971,JUL,254339000,HEAD,3.64,"LB / HEAD, LIVE BASIS",3.64,"HEAD × LB / HEAD, LIVE BASIS",1971-07-01,1.43116077361317e-08,7,-6.282840193080075,0.5524861878453136,1.537284140616796e-08
1971,AUG,270000000,HEAD,3.7,"LB / HEAD, LIVE BASIS",3.7,"HEAD × LB / HEAD, LIVE BASIS",1971-08-01,1.3703703703703704e-08,8,5.938437996586421,2.20994475138121,1.533118354953943e-08
1971,SEP,255424000,HEAD,3.73,"LB / HEAD, LIVE BASIS",3.73,"HEAD × LB / HEAD, LIVE BASIS",1971-09-01,1.460316963167126e-08,9,1.687600772339115,1.3586956521739024,1.532723465527536e-08
1971,OCT,249296000,HEAD,3.76,"LB / HEAD, LIVE BASIS",3.7600000000000002,"HEAD × LB / HEAD, LIVE BASIS",1971-10-01,1.5082472241833002e-08,10,-2.032860584196894,-0.79155672823219,1.5342960745325292e-08
1971,NOV,229208000,HEAD,3.82,"LB / HEAD, LIVE BASIS",3.82,"HEAD × LB / HEAD, LIVE BASIS",1971-11-01,1.6666084953404766e-08,11,9.904484253327706,1.0582010582010692,1.5221386489345358e-08
1971,DEC,238018000,HEAD,3.83,"LB / HEAD, LIVE BASIS",3.8300000000000005,"HEAD × LB / HEAD, LIVE BASIS",1971-12-01,1.609121999176533e-08,12,4.230656384520737,0.7894736842105399,1.5175603907561702e-08
1972,JAN,249411000,HEAD,3.79,"LB / HEAD, LIVE BASIS",3.7899999999999996,"HEAD × LB / HEAD, LIVE BASIS",1972-01-01,1.5195801307881367e-08,1,7.651369969441135,0.7978723404255428,1.5089503885626358e-08
1972,FEB,244427000,HEAD,3.75,"LB / HEAD, LIVE BASIS",3.75,"HEAD × LB / HEAD, LIVE BASIS",1972-02-01,1.5342003952100218e-08,2,10.087871404185943,1.0781671159029615,1.49755434703506e-08
1972,MAR,265748000,HEAD,3.73,"LB / HEAD, LIVE BASIS",3.73,"HEAD × LB / HEAD, LIVE BASIS",1972-03-01,1.4035853515360417e-08,3,3.9958988326543654,0.26881720430107503,1.4932066367802715e-08
1972,APR,251800000,HEAD,3.76,"LB / HEAD, LIVE BASIS",3.76,"HEAD × LB / HEAD, LIVE BASIS",1972-04-01,1.4932486100079428e-08,4,2.049500897695178,0.8042895442359255,1.4916694914438925e-08
1972,MAY,282058000,HEAD,3.78,"LB / HEAD, LIVE BASIS",3.78,"HEAD × LB / HEAD, LIVE BASIS",1972-05-01,1.340149898247878e-08,5,16.9292889093404,2.1621621621621623,1.475526721468521e-08
1972,JUN,283941000,HEAD,3.76,"LB / HEAD, LIVE BASIS",3.76,"HEAD × LB / HEAD, LIVE BASIS",1972-06-01,1.3242187637572594e-08,6,5.6854979789031646,2.1739130434782483,1.471734081283188e-08
1972,JUL,251753000,HEAD,3.75,"LB / HEAD, LIVE BASIS",3.75,"HEAD × LB / HEAD, LIVE BASIS",1972-07-01,1.4895552386664706e-08,7,-1.0167532309240834,3.0219780219780112,1.4766002867042964e-08
1972,AUG,294016000,HEAD,3.74,"LB / HEAD, LIVE BASIS",3.74,"HEAD × LB / HEAD, LIVE BASIS",1972-08-01,1.2720396168915978e-08,8,8.894814814814822,1.0810810810810922,1.4684060572477321e-08
1972,SEP,252028000,HEAD,3.77,"LB / HEAD, LIVE BASIS",3.77,"HEAD × LB / HEAD, LIVE BASIS",1972-09-01,1.4958655387496627e-08,9,-1.3295539964921055,1.072386058981234,1.4713684385462766e-08
1972,OCT,270921000,HEAD,3.85,"LB / HEAD, LIVE BASIS",3.85,"HEAD × LB / HEAD, LIVE BASIS",1972-10-01,1.4210784693692996e-08,10,8.674427186958479,2.393617021276584,1.46410437564511e-08
1972,NOV,244851000,HEAD,3.83,"LB / HEAD, LIVE BASIS",3.83,"HEAD × LB / HEAD, LIVE BASIS",1972-11-01,1.564216605200714e-08,11,6.824805416913904,0.2617801047120505,1.4555717181334634e-08
1972,DEC,231019000,HEAD,3.8,"LB / HEAD, LIVE BASIS",3.8,"HEAD × LB / HEAD, LIVE BASIS",1972-12-01,1.6448863513390673e-08,12,-2.9405339092001492,-0.783289817232391,1.4585520808136744e-08
1973,JAN,265287000,HEAD,3.78,"LB / HEAD, LIVE BASIS",3.78,"HEAD × LB / HEAD, LIVE BASIS",1973-01-01,1.424871931153807e-08,1,6.365396875037588,-0.26385224274405594,1.450659730844147e-08
1973,FEB,233748000,HEAD,3.72,"LB / HEAD, LIVE BASIS",3.72,"HEAD × LB / HEAD, LIVE BASIS",1973-02-01,1.5914574670157606e-08,2,-4.368993605452753,-0.7999999999999896,1.4554311534946253e-08
1973,MAR,253141000,HEAD,3.72,"LB / HEAD, LIVE BASIS",3.72,"HEAD × LB / HEAD, LIVE BASIS",1973-03-01,1.4695367403936938e-08,3,-4.74396796965546,-0.2680965147452974,1.4609271025660961e-08
1973,APR,242359000,HEAD,3.73,"LB / HEAD, LIVE BASIS",3.7300000000000004,"HEAD × LB / HEAD, LIVE BASIS",1973-04-01,1.5390391939230647e-08,4,-3.749404289118352,-0.7978723404255095,1.464742984559023e-08
1973,MAY,282300000,HEAD,3.77,"LB / HEAD, LIVE BASIS",3.77,"HEAD × LB / HEAD, LIVE BASIS",1973-05-01,1.3354587318455545e-08,5,0.08579795644867438,-0.2645502645502562,1.4643520540254961e-08
1973,JUN,273113000,HEAD,3.75,"LB / HEAD, LIVE BASIS",3.75,"HEAD × LB / HEAD, LIVE BASIS",1973-06-01,1.3730580382479047e-08,6,-3.8134682909477635,-0.26595744680850686,1.4684219935663831e-08
1973,JUL,270713000,HEAD,3.7,"LB / HEAD, LIVE BASIS",3.7,"HEAD × LB / HEAD, LIVE BASIS",1973-07-01,1.3667611086279566e-08,7,7.5311912866976805,-1.3333333333333308,1.4581891493965069e-08
1973,AUG,277454000,HEAD,3.73,"LB / HEAD, LIVE BASIS",3.73,"HEAD × LB / HEAD, LIVE BASIS",1973-08-01,1.3443669941684027e-08,8,-5.633026774053118,-0.2673796791443861,1.4642164308362408e-08
1973,SEP,238343000,HEAD,3.81,"LB / HEAD, LIVE BASIS",3.81,"HEAD × LB / HEAD, LIVE BASIS",1973-09-01,1.5985365628526956e-08,9,-5.429952227530277,1.0610079575596787,1.4727723495114935e-08
1973,OCT,284969000,HEAD,3.86,"LB / HEAD, LIVE BASIS",3.86,"HEAD × LB / HEAD, LIVE BASIS",1973-10-01,1.3545333001133456e-08,10,5.1852754123896005,0.2597402597402487,1.4672269187401641e-08
1973,NOV,247764000,HEAD,3.88,"LB / HEAD, LIVE BASIS",3.8800000000000003,"HEAD × LB / HEAD, LIVE BASIS",1973-11-01,1.5660063608918165e-08,11,1.1897031255743373,1.3054830287206443,1.4673760650477556e-08
1973,DEC,228042000,HEAD,3.86,"LB / HEAD, LIVE BASIS",3.8600000000000003,"HEAD × LB / HEAD, LIVE BASIS",1973-12-01,1.692670648389332e-08,12,-1.2886385968253644,1.5789473684210575,1.4713580898019446e-08
1974,JAN,278858000,HEAD,3.86,"LB / HEAD, LIVE BASIS",3.86,"HEAD × LB / HEAD, LIVE BASIS",1974-01-01,1.3842170567098667e-08,1,5.1155917930392425,2.1164021164021163,1.4679701835982825e-08
1974,FEB,239819000,HEAD,3.8,"LB / HEAD, LIVE BASIS",3.7999999999999994,"HEAD × LB / HEAD, LIVE BASIS",1974-02-01,1.5845283317835533e-08,2,2.5972414737238436,2.150537634408578,1.4673927556622655e-08
1974,MAR,258615000,HEAD,3.77,"LB / HEAD, LIVE BASIS",3.77,"HEAD × LB / HEAD, LIVE BASIS",1974-03-01,1.4577654041722251e-08,3,2.1624312142244806,1.3440860215053752,1.4664118109771431e-08
1974,APR,265201000,HEAD,3.83,"LB / HEAD, LIVE BASIS",3.83,"HEAD × LB / HEAD, LIVE BASIS",1974-04-01,1.4441876161854594e-08,4,9.424861465842005,2.6809651474530627,1.4585075128323427e-08
1974,MAY,291476000,HEAD,3.84,"LB / HEAD, LIVE BASIS",3.84,"HEAD × LB / HEAD, LIVE BASIS",1974-05-01,1.3174326531172377e-08,5,3.2504427913567113,1.8567639257294433,1.4570053396049828e-08
1974,JUN,266983000,HEAD,3.84,"LB / HEAD, LIVE BASIS",3.84,"HEAD × LB / HEAD, LIVE BASIS",1974-06-01,1.4382938239513376e-08,6,-2.2444922065225748,2.400000000000002,1.462441655080269e-08
1974,JUL,280835000,HEAD,3.79,"LB / HEAD, LIVE BASIS",3.79,"HEAD × LB / HEAD, LIVE BASIS",1974-07-01,1.3495468869620952e-08,7,3.7390151193330112,2.43243243243243,1.4610071366081139e-08
1974,AUG,280640000,HEAD,3.79,"LB / HEAD, LIVE BASIS",3.79,"HEAD × LB / HEAD, LIVE BASIS",1974-08-01,1.350484606613455e-08,8,1.1482984566811183,1.608579088471851,1.4615169376452016e-08
1974,SEP,236961000,HEAD,3.86,"LB / HEAD, LIVE BASIS",3.8599999999999994,"HEAD × LB / HEAD, LIVE BASIS",1974-09-01,1.628960039837779e-08,9,-0.5798366220111317,1.3123359580052396,1.4640522273939586e-08
1974,OCT,262444000,HEAD,3.87,"LB / HEAD, LIVE BASIS",3.87,"HEAD × LB / HEAD, LIVE BASIS",1974-10-01,1.4746002956821266e-08,10,-7.904368545350549,0.2590673575129543,1.4740578103580235e-08
1974,NOV,205610000,HEAD,3.84,"LB / HEAD, LIVE BASIS",3.8399999999999994,"HEAD × LB / HEAD, LIVE BASIS",1974-11-01,1.8676134429259275e-08,11,-17.013771169338565,-1.030927835051565,1.4991917338608663e-08
1974,DEC,226311000,HEAD,3.88,"LB / HEAD, LIVE BASIS",3.8800000000000003,"HEAD × LB / HEAD, LIVE BASIS",1974-12-01,1.7144548873011035e-08,12,-0.7590706975030947,0.5181347150259086,1.501007087103514e-08
1975,JAN,254346000,HEAD,3.81,"LB / HEAD, LIVE BASIS",3.8100000000000005,"HEAD × LB / HEAD, LIVE BASIS",1975-01-01,1.4979594725295465e-08,1,-8.790136915562762,-1.2953367875647492,1.510485621755154e-08
1975,FEB,224600000,HEAD,3.78,"LB / HEAD, LIVE BASIS",3.7799999999999994,"HEAD × LB / HEAD, LIVE BASIS",1975-02-01,1.6829919857524486e-08,2,-6.346035968793129,-0.5263157894736858,1.518690926252562e-08
1975,MAR,241569000,HEAD,3.81,"LB / HEAD, LIVE BASIS",3.81,"HEAD × LB / HEAD, LIVE BASIS",1975-03-01,1.5771891260881984e-08,3,-6.591265007830172,1.0610079575596787,1.528642903078893e-08
1975,APR,266799000,HEAD,3.83,"LB / HEAD, LIVE BASIS",3.83,"HEAD × LB / HEAD, LIVE BASIS",1975-04-01,1.4355376144588249e-08,4,0.6025618304606795,0.0,1.5279220696016735e-08
1975,MAY,266738000,HEAD,3.78,"LB / HEAD, LIVE BASIS",3.78,"HEAD × LB / HEAD, LIVE BASIS",1975-05-01,1.4171209201538588e-08,5,-8.4871481700037,-1.5625,1.5362294251880586e-08
1975,JUN,266460000,HEAD,3.75,"LB / HEAD, LIVE BASIS",3.75,"HEAD × LB / HEAD, LIVE BASIS",1975-06-01,1.4073406890340013e-08,6,-0.19589262237670324,-2.34375,1.5336499972782803e-08
1975,JUL,279433000,HEAD,3.71,"LB / HEAD, LIVE BASIS",3.71,"HEAD × LB / HEAD, LIVE BASIS",1975-07-01,1.3276885693529397e-08,7,-0.4992255238841281,-2.110817941952503,1.531828470810851e-08
1975,AUG,267004000,HEAD,3.71,"LB / HEAD, LIVE BASIS",3.71,"HEAD × LB / HEAD, LIVE BASIS",1975-08-01,1.3894922922503033e-08,8,-4.858893956670462,-2.110817941952503,1.5350791112805882e-08
1975,SEP,266238000,HEAD,3.77,"LB / HEAD, LIVE BASIS",3.77,"HEAD × LB / HEAD, LIVE BASIS",1975-09-01,1.416026262216513e-08,9,12.355197690759233,-2.3316062176165664,1.5173346298121492e-08
1975,OCT,284921000,HEAD,3.82,"LB / HEAD, LIVE BASIS",3.82,"HEAD × LB / HEAD, LIVE BASIS",1975-10-01,1.3407225160658568e-08,10,8.564493758668522,-1.2919896640826933,1.50617814817746e-08
1975,NOV,215823000,HEAD,3.82,"LB / HEAD, LIVE BASIS",3.82,"HEAD × LB / HEAD, LIVE BASIS",1975-11-01,1.7699689097084183e-08,11,4.967170857448577,-0.5208333333333259,1.4980411037426678e-08
1975,DEC,263499000,HEAD,3.87,"LB / HEAD, LIVE BASIS",3.87,"HEAD × LB / HEAD, LIVE BASIS",1975-12-01,1.468696275887195e-08,12,16.43225472911172,-0.2577319587628968,1.4775612194581753e-08
1976,JAN,273418000,HEAD,3.86,"LB / HEAD, LIVE BASIS",3.86,"HEAD × LB / HEAD, LIVE BASIS",1976-01-01,1.4117578213577745e-08,1,7.498446997397257,1.3123359580052396,1.4703777485271942e-08
1976,FEB,245846000,HEAD,3.83,"LB / HEAD, LIVE BASIS",3.83,"HEAD × LB / HEAD, LIVE BASIS",1976-02-01,1.5578858309673536e-08,2,9.45948352626893,1.3227513227513477,1.4599522356284363e-08
1976,MAR,295365000,HEAD,3.85,"LB / HEAD, LIVE BASIS",3.85,"HEAD × LB / HEAD, LIVE BASIS",1976-03-01,1.30347197535253e-08,3,22.26941370788471,1.049868766404205,1.4371424730671306e-08
1976,APR,289509000,HEAD,3.81,"LB / HEAD, LIVE BASIS",3.81,"HEAD × LB / HEAD, LIVE BASIS",1976-04-01,1.3160212635876605e-08,4,8.512025907143572,-0.5221932114882533,1.4271827771612005e-08
1976,MAY,282934000,HEAD,3.82,"LB / HEAD, LIVE BASIS",3.82,"HEAD × LB / HEAD, LIVE BASIS",1976-05-01,1.3501381947733393e-08,5,6.0718757732306505,1.0582010582010692,1.4216008833794903e-08
1976,JUN,316196000,HEAD,3.81,"LB / HEAD, LIVE BASIS",3.81,"HEAD × LB / HEAD, LIVE BASIS",1976-06-01,1.2049488292072006e-08,6,18.665465735945364,1.6000000000000014,1.4047348950605904e-08
1976,JUL,297205000,HEAD,3.77,"LB / HEAD, LIVE BASIS",3.77,"HEAD × LB / HEAD, LIVE BASIS",1976-07-01,1.2684847159368112e-08,7,6.3600219014933845,1.6172506738544534,1.3998012406092463e-08
1976,AUG,308406000,HEAD,3.8,"LB / HEAD, LIVE BASIS",3.7999999999999994,"HEAD × LB / HEAD, LIVE BASIS",1976-08-01,1.2321420465230896e-08,8,15.506134739554467,2.425876010781658,1.3866887201319786e-08
1976,SEP,301673000,HEAD,3.89,"LB / HEAD, LIVE BASIS",3.89,"HEAD × LB / HEAD, LIVE BASIS",1976-09-01,1.2894756905656125e-08,9,13.30952005348598,3.1830238726790583,1.37614283916107e-08
1976,OCT,288436000,HEAD,3.9,"LB / HEAD, LIVE BASIS",3.9,"HEAD × LB / HEAD, LIVE BASIS",1976-10-01,1.3521197076647852e-08,10,1.2336752994689837,2.0942408376963373,1.3770926051276475e-08
1976,NOV,262966000,HEAD,3.89,"LB / HEAD, LIVE BASIS",3.89,"HEAD × LB / HEAD, LIVE BASIS",1976-11-01,1.4792786900207633e-08,11,21.843362384917263,1.832460732984309,1.3528684201536761e-08
1976,DEC,270929000,HEAD,3.9,"LB / HEAD, LIVE BASIS",3.9,"HEAD × LB / HEAD, LIVE BASIS",1976-12-01,1.4394915273005105e-08,12,2.8197450464707563,0.7751937984496138,1.3504346911047858e-08
1977,JAN,272419000,HEAD,3.89,"LB / HEAD, LIVE BASIS",3.89,"HEAD × LB / HEAD, LIVE BASIS",1977-01-01,1.4279473898663457e-08,1,-0.36537462785917185,0.7772020725388629,1.3517838218138336e-08
1977,FEB,258186000,HEAD,3.8,"LB / HEAD, LIVE BASIS",3.8,"HEAD × LB / HEAD, LIVE BASIS",1977-02-01,1.4718071467856505e-08,2,5.019402390114136,-0.7832898172323799,1.3446105981320251e-08
1977,MAR,304377000,HEAD,3.83,"LB / HEAD, LIVE BASIS",3.83,"HEAD × LB / HEAD, LIVE BASIS",1977-03-01,1.2583079536233027e-08,3,3.051140114773254,-0.5194805194805197,1.3408469296545895e-08
1977,APR,287406000,HEAD,3.85,"LB / HEAD, LIVE BASIS",3.85,"HEAD × LB / HEAD, LIVE BASIS",1977-04-01,1.3395684154123435e-08,4,-0.7264022880117738,1.049868766404205,1.3428091923066461e-08
1977,MAY,308594000,HEAD,3.85,"LB / HEAD, LIVE BASIS",3.85,"HEAD × LB / HEAD, LIVE BASIS",1977-05-01,1.2475939259998574e-08,5,9.069252899969605,0.7853403141361293,1.3342638365755227e-08
1977,JUN,326573000,HEAD,3.8,"LB / HEAD, LIVE BASIS",3.8,"HEAD × LB / HEAD, LIVE BASIS",1977-06-01,1.1635989503112627e-08,6,3.2818251970296863,-0.2624671916010568,1.3308180133341945e-08
1977,JUL,288936000,HEAD,3.73,"LB / HEAD, LIVE BASIS",3.73,"HEAD × LB / HEAD, LIVE BASIS",1977-07-01,1.2909433230888501e-08,7,-2.782254672700657,-1.0610079575596787,1.3326895639301977e-08
1977,AUG,332549000,HEAD,3.79,"LB / HEAD, LIVE BASIS",3.79,"HEAD × LB / HEAD, LIVE BASIS",1977-08-01,1.1396816709717967e-08,8,7.828317218212355,-0.2631578947368207,1.3249845326342567e-08
1977,SEP,304084000,HEAD,3.88,"LB / HEAD, LIVE BASIS",3.88,"HEAD × LB / HEAD, LIVE BASIS",1977-09-01,1.2759632206890201e-08,9,0.7992097403479947,-0.25706940874036244,1.3238584934778741e-08
1977,OCT,288426000,HEAD,3.93,"LB / HEAD, LIVE BASIS",3.9300000000000006,"HEAD × LB / HEAD, LIVE BASIS",1977-10-01,1.3625678683613823e-08,10,-0.0034669736094006254,0.7692307692307887,1.3247291735359238e-08
1977,NOV,272637000,HEAD,3.88,"LB / HEAD, LIVE BASIS",3.88,"HEAD × LB / HEAD, LIVE BASIS",1977-11-01,1.4231377252537256e-08,11,3.6776617509487908,-0.25706940874036244,1.3200507598053375e-08
1977,DEC,282760000,HEAD,3.95,"LB / HEAD, LIVE BASIS",3.95,"HEAD × LB / HEAD, LIVE BASIS",1977-12-01,1.3969444051492432e-08,12,4.366826733203166,1.2820512820512997,1.3165051662927317e-08
1978,JAN,294674000,HEAD,3.93,"LB / HEAD, LIVE BASIS",3.93,"HEAD × LB / HEAD, LIVE BASIS",1978-01-01,1.333677216177878e-08,1,8.169400812718642,1.0282776349614497,1.3086493184853594e-08
1978,FEB,275099000,HEAD,3.88,"LB / HEAD, LIVE BASIS",3.88,"HEAD × LB / HEAD, LIVE BASIS",1978-02-01,1.410401346424378e-08,2,6.550703756206766,2.1052631578947434,1.3035321684552535e-08
1978,MAR,317402000,HEAD,3.88,"LB / HEAD, LIVE BASIS",3.88,"HEAD × LB / HEAD, LIVE BASIS",1978-03-01,1.2224245593915602e-08,3,4.279232662126242,1.305483028720622,1.300541885602608e-08
1978,APR,286537000,HEAD,3.94,"LB / HEAD, LIVE BASIS",3.94,"HEAD × LB / HEAD, LIVE BASIS",1978-04-01,1.3750405706767362e-08,4,-0.3023597280502166,2.3376623376623273,1.3034978985413074e-08
1978,MAY,335605000,HEAD,3.91,"LB / HEAD, LIVE BASIS",3.9099999999999997,"HEAD × LB / HEAD, LIVE BASIS",1978-05-01,1.1650601153141341e-08,5,8.752924554592756,1.558441558441559,1.2966200809841639e-08
1978,JUN,335835000,HEAD,3.83,"LB / HEAD, LIVE BASIS",3.8299999999999996,"HEAD × LB / HEAD, LIVE BASIS",1978-06-01,1.1404409903672934e-08,6,2.836119336258669,0.7894736842105177,1.2946902509888331e-08
1978,JUL,306358000,HEAD,3.8,"LB / HEAD, LIVE BASIS",3.8,"HEAD × LB / HEAD, LIVE BASIS",1978-07-01,1.240378903113351e-08,7,6.029709001301331,1.8766756032171594,1.2904765493242083e-08
1978,AUG,348928000,HEAD,3.86,"LB / HEAD, LIVE BASIS",3.86,"HEAD × LB / HEAD, LIVE BASIS",1978-08-01,1.106245414526779e-08,8,4.925289205500549,1.846965699208436,1.2876901946204567e-08
1978,SEP,307500000,HEAD,3.93,"LB / HEAD, LIVE BASIS",3.93,"HEAD × LB / HEAD, LIVE BASIS",1978-09-01,1.2780487804878049e-08,9,1.123373804606631,1.2886597938144506,1.2878639912703555e-08
1978,OCT,326239000,HEAD,4.0,"LB / HEAD, LIVE BASIS",4.0,"HEAD × LB / HEAD, LIVE BASIS",1978-10-01,1.2260949794475828e-08,10,13.110121833676569,1.7811704834605369,1.276491250527539e-08
1978,NOV,288246000,HEAD,3.94,"LB / HEAD, LIVE BASIS",3.94,"HEAD × LB / HEAD, LIVE BASIS",1978-11-01,1.3668880053842898e-08,11,5.725195039558084,1.546391752577314,1.2718037738717526e-08
1978,DEC,284855000,HEAD,3.96,"LB / HEAD, LIVE BASIS",3.96,"HEAD × LB / HEAD, LIVE BASIS",1978-12-01,1.3901809692650647e-08,12,0.7409110199462443,0.25316455696202667,1.2712401542147377e-08
1979,JAN,335585000,HEAD,3.95,"LB / HEAD, LIVE BASIS",3.95,"HEAD × LB / HEAD, LIVE BASIS",1979-01-01,1.1770490337768375e-08,1,13.883478012990636,0.5089058524172962,1.2581878056813175e-08
1979,FEB,284567000,HEAD,3.9,"LB / HEAD, LIVE BASIS",3.9,"HEAD × LB / HEAD, LIVE BASIS",1979-02-01,1.3705032558237603e-08,2,3.441670089676818,0.5154639175257714,1.2548629647979329e-08
1979,MAR,340358000,HEAD,3.92,"LB / HEAD, LIVE BASIS",3.92,"HEAD × LB / HEAD, LIVE BASIS",1979-03-01,1.1517284741360567e-08,3,7.232468604482634,1.0309278350515427,1.2489716243599742e-08
1979,APR,334978000,HEAD,3.93,"LB / HEAD, LIVE BASIS",3.93,"HEAD × LB / HEAD, LIVE BASIS",1979-04-01,1.1732113750753781e-08,4,16.905670122881155,-0.25380710659898,1.2321525247265277e-08
1979,MAY,377053000,HEAD,3.92,"LB / HEAD, LIVE BASIS",3.9199999999999995,"HEAD × LB / HEAD, LIVE BASIS",1979-05-01,1.039641641891193e-08,5,12.35023316100774,0.2557544757033181,1.221700985274616e-08
1979,JUN,349594000,HEAD,3.93,"LB / HEAD, LIVE BASIS",3.93,"HEAD × LB / HEAD, LIVE BASIS",1979-06-01,1.1241611698141273e-08,6,4.0969523724448065,2.6109660574412663,1.220344333561852e-08
1979,JUL,358970000,HEAD,3.91,"LB / HEAD, LIVE BASIS",3.91,"HEAD × LB / HEAD, LIVE BASIS",1979-07-01,1.0892275120483607e-08,7,17.173372329105163,2.894736842105261,1.2077483843064363e-08
1979,AUG,384208000,HEAD,3.91,"LB / HEAD, LIVE BASIS",3.91,"HEAD × LB / HEAD, LIVE BASIS",1979-08-01,1.0176779244575855e-08,8,10.110968451944235,1.2953367875647714,1.2003677601340035e-08
1979,SEP,313982000,HEAD,4.04,"LB / HEAD, LIVE BASIS",4.04,"HEAD × LB / HEAD, LIVE BASIS",1979-09-01,1.2866979635775299e-08,9,2.1079674796747883,2.7989821882951516,1.2010885253914804e-08
1979,OCT,375234000,HEAD,4.05,"LB / HEAD, LIVE BASIS",4.05,"HEAD × LB / HEAD, LIVE BASIS",1979-10-01,1.0793265002638353e-08,10,15.018130879508584,1.2499999999999956,1.1888578187928349e-08
