DATE,BR_CAML3_PRICE
2022-11-07,10.69
2022-11-08,10.65
2022-11-09,10.78
2022-11-10,9.81
2022-11-11,9.86
2022-11-14,9.84
2022-11-16,9.55
2022-11-17,9.48
2022-11-18,9.52
2022-11-21,9.78
2022-11-22,9.27
2022-11-23,9.27
2022-11-24,9.44
2022-11-25,9.2
2022-11-28,9.33
2022-11-29,9.31
2022-11-30,9.1
2022-12-01,8.88
2022-12-02,9.0
2022-12-05,8.73
2022-12-06,8.76
2022-12-07,8.78
2022-12-08,8.55
2022-12-09,8.42
2022-12-12,8.32
2022-12-13,8.05
2022-12-14,8.28
2022-12-15,8.18
2022-12-16,8.17
2022-12-19,8.25
2022-12-20,8.45
2022-12-21,8.4
2022-12-22,8.32
2022-12-23,8.46
2022-12-26,8.25
2022-12-27,8.17
2022-12-28,8.44
2022-12-29,8.28
2023-01-02,7.95
2023-01-03,7.29
2023-01-04,7.36
2023-01-05,7.44
2023-01-06,7.46
2023-01-09,7.53
2023-01-10,7.69
2023-01-11,7.67
2023-01-12,7.56
2023-01-13,7.2
2023-01-16,7.35
2023-01-17,7.53
2023-01-18,9.09
2023-01-19,8.57
2023-01-20,8.81
2023-01-23,8.37
2023-01-24,8.64
2023-01-25,8.46
2023-01-26,8.68
2023-01-27,8.16
2023-01-30,7.89
2023-01-31,8.29
2023-02-01,8.29
2023-02-02,8.13
2023-02-03,7.86
2023-02-06,7.85
2023-02-07,7.68
2023-02-08,7.71
2023-02-09,7.47
2023-02-10,7.42
2023-02-13,7.68
2023-02-14,7.45
2023-02-15,7.74
2023-02-16,7.79
2023-02-17,7.74
2023-02-22,7.66
2023-02-23,7.61
2023-02-24,7.8
2023-02-27,7.96
2023-02-28,8.03
2023-03-01,7.78
2023-03-02,7.63
2023-03-03,7.5
2023-03-06,7.72
2023-03-07,7.51
2023-03-08,7.83
2023-03-09,7.72
2023-03-10,7.57
2023-03-13,7.51
2023-03-14,7.35
2023-03-15,7.32
2023-03-16,7.42
2023-03-17,7.4
2023-03-20,7.15
2023-03-21,6.9
2023-03-22,6.69
2023-03-23,6.59
2023-03-24,6.69
2023-03-27,6.66
2023-03-28,6.9
2023-03-29,6.95
2023-03-30,7.07
2023-03-31,6.8
2023-04-03,6.81
2023-04-04,7.16
2023-04-05,6.94
2023-04-06,6.89
2023-04-10,7.07
2023-04-11,7.5
2023-04-12,7.43
2023-04-13,7.48
2023-04-14,7.21
2023-04-17,7.38
2023-04-18,7.03
2023-04-19,6.81
2023-04-20,6.85
2023-04-24,6.87
2023-04-25,6.86
2023-04-26,6.91
2023-04-27,7.05
2023-04-28,7.2
2023-05-02,7.08
2023-05-03,7.23
2023-05-04,7.2
2023-05-05,7.41
2023-05-08,7.44
2023-05-09,7.4
2023-05-10,7.19
2023-05-11,6.92
2023-05-12,6.83
2023-05-15,7.01
2023-05-16,6.82
2023-05-17,6.85
2023-05-18,7.13
2023-05-19,7.24
2023-05-22,7.33
2023-05-23,7.12
2023-05-24,6.94
2023-05-25,7.02
2023-05-26,7.07
2023-05-29,7.13
2023-05-30,6.94
2023-05-31,6.99
2023-06-01,7.04
2023-06-02,7.28
2023-06-05,7.16
2023-06-06,7.39
2023-06-07,7.41
2023-06-09,7.48
2023-06-12,7.58
2023-06-13,7.76
2023-06-14,7.86
2023-06-15,7.83
2023-06-16,7.71
2023-06-19,7.86
2023-06-20,7.92
2023-06-21,7.87
2023-06-22,7.71
2023-06-23,7.97
2023-06-26,7.09
2023-06-27,6.84
2023-06-28,6.82
2023-06-29,6.95
2023-06-30,7.06
2023-07-03,7.13
2023-07-04,7.1
2023-07-05,7.22
2023-07-06,7.12
2023-07-07,7.27
2023-07-10,7.19
2023-07-11,7.14
2023-07-12,7.24
2023-07-13,7.09
2023-07-14,6.93
2023-07-17,6.93
2023-07-18,7.04
2023-07-19,6.97
2023-07-20,7.04
2023-07-21,7.02
2023-07-24,7.2
2023-07-25,7.15
2023-07-26,7.3
2023-07-27,7.22
2023-07-28,7.28
2023-07-31,7.28
2023-08-01,7.22
2023-08-02,7.5
2023-08-03,7.41
2023-08-04,7.55
2023-08-07,7.62
2023-08-08,7.6
2023-08-09,7.62
2023-08-10,7.58
2023-08-11,7.5
2023-08-14,7.55
2023-08-15,7.51
2023-08-16,7.85
2023-08-17,7.67
2023-08-18,7.8
2023-08-21,7.86
2023-08-22,8.02
2023-08-23,8.41
2023-08-24,7.82
2023-08-25,8.09
2023-08-28,8.24
2023-08-29,8.6
2023-08-30,9.1
2023-08-31,8.5
2023-09-01,8.34
2023-09-04,8.39
2023-09-05,8.44
2023-09-06,8.35
2023-09-08,8.23
2023-09-11,8.33
2023-09-12,8.42
2023-09-13,8.4
2023-09-14,8.48
2023-09-15,8.33
2023-09-18,8.27
2023-09-19,8.18
2023-09-20,8.24
2023-09-21,8.11
2023-09-22,8.08
2023-09-25,8.0
2023-09-26,7.71
2023-09-27,7.59
2023-09-28,7.6
2023-09-29,7.69
2023-10-02,7.9
2023-10-03,7.77
2023-10-04,7.94
2023-10-05,7.66
2023-10-06,7.71
2023-10-09,7.71
2023-10-10,7.86
2023-10-11,7.54
2023-10-13,7.61
2023-10-16,7.61
2023-10-17,7.27
2023-10-18,7.26
2023-10-19,7.05
2023-10-20,7.03
2023-10-23,7.09
2023-10-24,7.17
2023-10-25,7.07
2023-10-26,7.18
2023-10-27,6.96
2023-10-30,6.83
2023-10-31,6.89
2023-11-01,6.99
2023-11-03,7.28
2023-11-06,7.3
2023-11-07,7.38
2023-11-08,7.34
2023-11-09,7.22
2023-11-10,7.29
2023-11-13,7.31
2023-11-14,7.57
2023-11-16,7.72
2023-11-17,7.62
2023-11-20,7.62
2023-11-21,7.41
2023-11-22,7.54
2023-11-23,7.61
2023-11-24,7.54
2023-11-27,7.86
2023-11-28,7.62
2023-11-29,7.64
2023-11-30,7.52
2023-12-01,7.71
2023-12-04,7.83
2023-12-05,7.81
2023-12-06,7.85
2023-12-07,8.0
2023-12-08,8.0
2023-12-11,7.91
2023-12-12,7.8
2023-12-13,8.07
2023-12-14,8.06
2023-12-15,8.0
2023-12-18,8.0
2023-12-19,8.13
2023-12-20,8.25
2023-12-21,8.24
2023-12-22,8.21
2023-12-26,8.43
2023-12-27,8.42
2023-12-28,8.45
2024-01-02,7.88
2024-01-03,7.83
2024-01-04,7.76
2024-01-05,7.84
2024-01-08,7.84
2024-01-09,7.91
2024-01-10,7.84
2024-01-11,7.89
2024-01-12,8.7
2024-01-15,8.73
2024-01-16,8.38
2024-01-17,8.53
2024-01-18,8.44
2024-01-19,8.57
2024-01-22,8.49
2024-01-23,8.91
2024-01-24,8.86
2024-01-25,8.95
2024-01-26,8.94
2024-01-29,9.06
2024-01-30,8.83
2024-01-31,8.88
2024-02-01,8.75
2024-02-02,8.82
2024-02-05,8.69
2024-02-06,8.73
2024-02-07,8.51
2024-02-08,8.53
2024-02-09,8.7
2024-02-14,8.62
2024-02-15,8.84
2024-02-16,8.83
2024-02-19,8.53
2024-02-20,8.65
2024-02-21,8.76
2024-02-22,8.83
2024-02-23,8.64
2024-02-26,8.53
2024-02-27,8.67
2024-02-28,8.69
2024-02-29,8.55
2024-03-01,8.69
2024-03-04,8.56
2024-03-05,8.65
2024-03-06,8.53
2024-03-07,8.57
2024-03-08,8.57
2024-03-11,8.53
2024-03-12,8.64
2024-03-13,8.77
2024-03-14,8.95
2024-03-15,8.62
2024-03-18,8.7
2024-03-19,8.9
2024-03-20,8.92
2024-03-21,8.85
2024-03-22,8.74
2024-03-25,8.65
2024-03-26,8.66
2024-03-27,8.78
2024-03-28,8.98
2024-04-01,8.84
2024-04-02,8.79
2024-04-03,8.61
2024-04-04,8.58
2024-04-05,8.43
2024-04-08,8.49
2024-04-09,8.68
2024-04-10,8.59
2024-04-11,8.67
2024-04-12,8.44
2024-04-15,8.17
2024-04-16,8.04
2024-04-17,7.94
2024-04-18,7.96
2024-04-19,8.0
2024-04-22,8.14
2024-04-23,8.3
2024-04-24,8.36
2024-04-25,8.26
2024-04-26,8.34
2024-04-29,8.64
2024-04-30,8.39
2024-05-02,8.55
2024-05-03,8.85
2024-05-06,8.67
2024-05-07,8.8
2024-05-08,9.06
2024-05-09,9.06
2024-05-10,9.24
2024-05-13,9.83
2024-05-14,9.7
2024-05-15,10.1
2024-05-16,10.16
2024-05-17,9.95
2024-05-20,10.0
2024-05-21,9.97
2024-05-22,9.79
2024-05-23,9.77
2024-05-24,10.0
2024-05-27,10.05
2024-05-28,9.59
2024-05-29,9.54
2024-05-31,9.57
2024-06-03,9.72
2024-06-04,9.9
2024-06-05,9.7
2024-06-06,9.82
2024-06-07,9.7
2024-06-10,9.04
2024-06-11,9.28
2024-06-12,9.04
2024-06-13,8.96
2024-06-14,9.04
2024-06-17,8.96
2024-06-18,8.73
2024-06-19,8.58
2024-06-20,8.52
2024-06-21,8.27
2024-06-24,8.44
2024-06-25,8.57
2024-06-26,8.08
2024-06-27,8.25
2024-06-28,8.25
2024-07-01,8.33
2024-07-02,8.34
2024-07-03,8.35
2024-07-04,8.59
2024-07-05,8.53
2024-07-08,8.69
2024-07-09,8.62
2024-07-10,8.55
2024-07-11,8.64
2024-07-12,9.24
2024-07-15,9.24
2024-07-16,9.05
2024-07-17,9.03
2024-07-18,8.87
2024-07-19,8.87
2024-07-22,9.05
2024-07-23,8.8
2024-07-24,8.73
2024-07-25,8.8
2024-07-26,8.83
2024-07-29,8.7
2024-07-30,8.86
2024-07-31,8.82
2024-08-01,8.84
2024-08-02,9.3
2024-08-05,9.19
2024-08-06,9.04
2024-08-07,9.16
2024-08-08,9.52
2024-08-09,9.8
2024-08-12,9.76
2024-08-13,9.83
2024-08-14,9.99
2024-08-15,10.05
2024-08-16,9.45
2024-08-19,9.69
2024-08-20,9.52
2024-08-21,9.3
2024-08-22,9.24
2024-08-23,9.29
2024-08-26,9.39
2024-08-27,9.5
2024-08-28,9.61
2024-08-29,9.37
2024-08-30,9.53
2024-09-02,9.46
2024-09-03,9.57
2024-09-04,9.7
2024-09-05,9.79
2024-09-06,9.61
2024-09-09,9.32
2024-09-10,9.6
2024-09-11,9.66
2024-09-12,9.35
2024-09-13,9.43
2024-09-16,9.32
2024-09-17,9.52
2024-09-18,9.39
2024-09-19,9.05
2024-09-20,8.8
2024-09-23,8.84
2024-09-24,9.08
2024-09-25,8.82
2024-09-26,8.7
2024-09-27,8.79
2024-09-30,8.62
2024-10-01,8.44
2024-10-02,8.39
2024-10-03,8.48
2024-10-04,8.66
2024-10-07,8.49
2024-10-08,8.52
2024-10-09,8.39
2024-10-10,8.54
2024-10-11,8.24
2024-10-14,8.21
2024-10-15,8.21
2024-10-16,8.48
2024-10-17,8.21
2024-10-18,8.13
2024-10-21,8.23
2024-10-22,8.17
2024-10-23,8.03
2024-10-24,8.06
2024-10-25,7.94
2024-10-28,8.05
2024-10-29,8.03
2024-10-30,8.1
2024-10-31,7.9
2024-11-01,7.79
2024-11-04,7.9
2024-11-05,7.96
2024-11-06,8.06
2024-11-07,7.91
2024-11-08,7.84
2024-11-11,8.02
2024-11-12,7.98
2024-11-13,7.86
2024-11-14,7.73
2024-11-18,7.53
2024-11-19,7.55
2024-11-21,7.44
2024-11-22,7.72
2024-11-25,7.54
2024-11-26,7.59
2024-11-27,7.32
2024-11-28,6.99
2024-11-29,7.16
2024-12-02,7.08
2024-12-03,6.96
2024-12-04,7.0
2024-12-05,7.04
2024-12-06,6.91
2024-12-09,6.85
2024-12-10,7.03
2024-12-11,7.15
2024-12-12,6.95
2024-12-13,6.81
2024-12-16,6.74
2024-12-17,6.61
2024-12-18,6.26
2024-12-19,6.27
2024-12-20,6.24
2024-12-23,6.1
2024-12-26,6.07
2024-12-27,5.99
2024-12-30,5.85
2025-01-02,5.67
2025-01-03,5.6
2025-01-06,5.8
2025-01-07,5.77
2025-01-08,5.67
2025-01-09,5.74
2025-01-10,4.91
2025-01-13,4.89
2025-01-14,4.95
2025-01-15,5.0
2025-01-16,4.81
2025-01-17,4.68
2025-01-20,4.76
2025-01-21,4.85
2025-01-22,4.8
2025-01-23,4.74
2025-01-24,4.69
2025-01-27,4.86
2025-01-28,4.75
2025-01-29,4.71
2025-01-30,4.87
2025-01-31,4.76
2025-02-03,4.77
2025-02-04,4.66
2025-02-05,4.58
2025-02-06,4.51
2025-02-07,4.39
2025-02-10,4.5
2025-02-11,4.46
2025-02-12,4.37
2025-02-13,4.31
2025-02-14,4.5
2025-02-17,4.49
2025-02-18,4.47
2025-02-19,4.38
2025-02-20,4.35
2025-02-21,4.33
2025-02-24,4.11
2025-02-25,3.74
2025-02-26,3.55
2025-02-27,3.59
2025-02-28,3.55
2025-03-05,3.51
2025-03-06,3.77
2025-03-07,3.81
2025-03-10,3.78
2025-03-11,3.73
2025-03-12,3.71
2025-03-13,3.68
2025-03-14,3.8
2025-03-17,3.87
2025-03-18,3.86
2025-03-19,3.85
2025-03-20,3.8
2025-03-21,3.9
2025-03-24,3.81
2025-03-25,3.92
2025-03-26,3.91
2025-03-27,3.9
2025-03-28,3.93
2025-03-31,3.85
2025-04-01,3.9
2025-04-02,4.01
2025-04-03,4.14
2025-04-04,3.96
2025-04-07,3.93
2025-04-08,3.84
2025-04-09,3.99
