DATE,US_HOG_CARCASS_WEIGHT
2020-07-03,210.42
2020-07-06,210.22
2020-07-07,211.05
2020-07-08,210.44
2020-07-09,211.36
2020-07-10,214.54
2020-07-13,210.04
2020-07-14,210.82
2020-07-15,210.93
2020-07-16,212.54
2020-07-17,212.51
2020-07-20,211.17
2020-07-21,208.74
2020-07-22,210.14
2020-07-23,209.27
2020-07-24,210.91
2020-07-27,207.25
2020-07-28,206.96
2020-07-29,207.58
2020-07-30,208.53
2020-07-31,209.9
2020-08-03,207.8
2020-08-04,207.41
2020-08-05,207.15
2020-08-06,208.1
2020-08-07,209.82
2020-08-10,207.71
2020-08-11,207.6
2020-08-12,207.23
2020-08-13,207.28
2020-08-14,209.24
2020-08-17,205.9
2020-08-18,206.73
2020-08-19,206.76
2020-08-20,207.83
2020-08-21,209.03
2020-08-24,204.88
2020-08-25,204.8
2020-08-26,205.89
2020-08-27,205.79
2020-08-28,207.38
2020-08-31,206.21
2020-09-01,205.88
2020-09-02,205.96
2020-09-03,206.74
2020-09-04,209.01
2020-09-08,206.37
2020-09-09,208.34
2020-09-10,208.38
2020-09-11,209.32
2020-09-14,205.75
2020-09-15,206.73
2020-09-16,207.58
2020-09-17,207.73
2020-09-18,209.52
2020-09-21,207.11
2020-09-22,206.57
2020-09-23,208.29
2020-09-24,207.89
2020-09-25,210.3
2020-09-28,208.58
2020-09-29,207.9
2020-09-30,210.0
2020-10-01,209.9
2020-10-02,211.51
2020-10-05,209.87
2020-10-06,208.72
2020-10-07,210.02
2020-10-08,209.88
2020-10-09,212.97
2020-10-12,209.97
2020-10-13,210.33
2020-10-14,211.38
2020-10-15,212.01
2020-10-16,214.32
2020-10-19,211.08
2020-10-20,210.41
2020-10-21,210.52
2020-10-22,212.46
2020-10-23,213.7
2020-10-26,210.09
2020-10-27,211.37
2020-10-28,211.77
2020-10-29,212.86
2020-10-30,213.0
2020-11-02,211.45
2020-11-03,212.04
2020-11-04,212.73
2020-11-05,213.35
2020-11-06,214.16
2020-11-09,212.74
2020-11-10,214.24
2020-11-11,215.59
2020-11-12,214.23
2020-11-13,215.48
2020-11-16,212.07
2020-11-17,213.83
2020-11-18,214.53
2020-11-19,214.99
2020-11-20,216.24
2020-11-23,213.26
2020-11-24,214.8
2020-11-25,215.72
2020-11-27,218.05
2020-11-30,216.3
2020-12-01,215.4
2020-12-02,216.21
2020-12-03,216.46
2020-12-04,218.2
2020-12-07,215.56
2020-12-08,215.89
2020-12-09,215.41
2020-12-10,216.53
2020-12-11,217.05
2020-12-14,213.79
2020-12-15,214.79
2020-12-16,214.76
2020-12-17,214.73
2020-12-18,216.28
2020-12-21,213.88
2020-12-22,213.19
2020-12-23,215.5
2020-12-28,215.01
2020-12-29,215.68
2020-12-30,218.04
2020-12-31,219.76
2021-01-04,218.6
2021-01-05,217.64
2021-01-06,218.06
2021-01-07,219.64
2021-01-08,221.03
2021-01-11,216.82
2021-01-12,217.65
2021-01-13,217.67
2021-01-14,217.27
2021-01-15,218.94
2021-01-18,214.84
2021-01-19,217.03
2021-01-20,215.5
2021-01-21,217.66
2021-01-22,219.17
2021-01-25,213.91
2021-01-26,214.1
2021-01-27,215.09
2021-01-28,216.48
2021-01-29,217.55
2021-02-01,213.52
2021-02-02,214.46
2021-02-03,214.74
2021-02-04,215.47
2021-02-05,216.7
2021-02-08,213.67
2021-02-09,213.69
2021-02-10,213.99
2021-02-11,214.48
2021-02-12,215.88
2021-02-15,212.98
2021-02-16,213.71
2021-02-17,213.5
2021-02-18,213.5
2021-02-19,215.48
2021-02-22,214.07
2021-02-23,213.98
2021-02-24,215.06
2021-02-25,214.2
2021-02-26,216.04
2021-03-01,213.11
2021-03-02,214.02
2021-03-03,213.39
2021-03-04,213.92
2021-03-05,214.77
2021-03-08,213.56
2021-03-09,214.02
2021-03-10,214.97
2021-03-11,214.19
2021-03-12,214.72
2021-03-15,214.71
2021-03-16,214.5
2021-03-17,213.78
2021-03-18,214.44
2021-03-19,215.44
2021-03-22,213.72
2021-03-23,213.19
2021-03-24,214.5
2021-03-25,214.22
2021-03-26,214.68
2021-03-29,213.78
2021-03-30,213.29
2021-03-31,214.22
2021-04-01,215.77
2021-04-02,215.46
2021-04-05,213.85
2021-04-06,213.32
2021-04-07,213.3
2021-04-08,214.29
2021-04-09,215.54
2021-04-12,214.76
2021-04-13,214.31
2021-04-14,213.77
2021-04-15,214.94
2021-04-16,214.75
2021-04-19,213.62
2021-04-20,213.07
2021-04-21,212.55
2021-04-22,213.4
2021-04-23,213.61
2021-04-26,211.08
2021-04-27,212.74
2021-04-28,212.39
2021-04-29,213.33
2021-04-30,214.61
2021-05-03,212.33
2021-05-04,211.91
2021-05-05,212.85
2021-05-06,212.55
2021-05-07,212.93
2021-05-10,212.49
2021-05-11,212.2
2021-05-12,212.72
2021-05-13,212.24
2021-05-14,212.75
2021-05-17,212.19
2021-05-18,210.78
2021-05-19,212.38
2021-05-20,213.04
2021-05-21,213.41
2021-05-24,210.68
2021-05-25,210.96
2021-05-26,212.93
2021-05-27,212.74
2021-05-28,214.0
2021-06-01,212.52
2021-06-02,214.11
2021-06-03,214.42
2021-06-04,214.2
2021-06-07,212.66
2021-06-08,211.4
2021-06-09,211.85
2021-06-10,212.85
2021-06-11,213.3
2021-06-14,211.47
2021-06-15,211.82
2021-06-16,211.22
2021-06-17,210.58
2021-06-18,211.49
2021-06-21,209.36
2021-06-22,209.2
2021-06-23,209.22
2021-06-24,209.34
2021-06-25,209.06
2021-06-28,207.61
2021-06-29,208.25
2021-06-30,208.91
2021-07-01,210.05
2021-07-02,209.44
2021-07-06,209.23
2021-07-07,209.29
2021-07-08,211.41
2021-07-09,211.4
2021-07-12,209.04
2021-07-13,210.24
2021-07-14,209.89
2021-07-15,211.19
2021-07-16,210.81
2021-07-19,208.2
2021-07-20,209.66
2021-07-21,209.18
2021-07-22,211.06
2021-07-23,212.32
2021-07-26,208.69
2021-07-27,208.31
2021-07-28,209.18
2021-07-29,209.5
2021-07-30,210.6
2021-08-02,208.73
2021-08-03,208.43
2021-08-04,209.78
2021-08-05,210.15
2021-08-06,210.33
2021-08-09,208.1
2021-08-10,209.06
2021-08-11,207.96
2021-08-12,210.09
2021-08-13,210.6
2021-08-16,208.99
2021-08-17,209.44
2021-08-18,209.43
2021-08-19,209.53
2021-08-20,209.34
2021-08-23,207.29
2021-08-24,207.12
2021-08-25,209.68
2021-08-26,209.54
2021-08-27,209.95
2021-08-30,208.12
2021-08-31,208.13
2021-09-01,209.57
2021-09-02,209.64
2021-09-03,210.46
2021-09-07,209.61
2021-09-08,210.59
2021-09-09,210.44
2021-09-10,210.93
2021-09-13,209.83
2021-09-14,210.0
2021-09-15,209.83
2021-09-16,210.89
2021-09-17,212.44
2021-09-20,210.96
2021-09-21,210.38
2021-09-22,210.95
2021-09-23,211.31
2021-09-24,213.61
2021-09-27,210.34
2021-09-28,210.15
2021-09-29,211.78
2021-09-30,211.9
2021-10-01,213.48
2021-10-04,210.78
2021-10-05,212.42
2021-10-06,212.79
2021-10-07,213.98
2021-10-08,215.0
2021-10-11,213.75
2021-10-12,213.0
2021-10-13,213.43
2021-10-14,214.13
2021-10-15,215.58
2021-10-18,212.88
2021-10-19,214.65
2021-10-20,213.4
2021-10-21,214.26
2021-10-22,215.24
2021-10-25,213.94
2021-10-26,214.46
2021-10-27,214.18
2021-10-28,215.54
2021-10-29,216.53
2021-11-01,214.65
2021-11-02,214.54
2021-11-03,215.52
2021-11-04,214.47
2021-11-05,216.73
2021-11-08,214.33
2021-11-09,214.81
2021-11-10,216.09
2021-11-11,216.49
2021-11-12,216.98
2021-11-15,213.91
2021-11-16,214.52
2021-11-17,215.59
2021-11-18,216.1
2021-11-19,216.78
2021-11-22,213.43
2021-11-23,213.96
2021-11-24,214.46
2021-11-26,217.62
2021-11-29,215.07
2021-11-30,215.27
2021-12-01,216.82
2021-12-02,217.53
2021-12-03,218.4
2021-12-06,215.66
2021-12-07,214.87
2021-12-08,215.44
2021-12-09,216.13
2021-12-10,217.98
2021-12-13,214.31
2021-12-14,214.81
2021-12-15,215.16
2021-12-16,215.74
2021-12-17,216.97
2021-12-20,215.36
2021-12-21,213.87
2021-12-22,214.37
2021-12-23,215.13
2021-12-27,214.7
2021-12-28,217.43
2021-12-29,216.61
2021-12-30,217.31
2022-01-03,216.83
2022-01-04,217.35
2022-01-05,217.54
2022-01-06,219.2
2022-01-07,218.5
2022-01-10,215.54
2022-01-11,217.58
2022-01-12,218.13
2022-01-13,218.81
2022-01-14,219.2
2022-01-17,216.56
2022-01-18,217.38
2022-01-19,218.02
2022-01-20,218.99
2022-01-21,219.46
2022-01-24,215.84
2022-01-25,216.66
2022-01-26,217.8
2022-01-27,218.62
2022-01-28,218.86
2022-01-31,215.24
2022-02-01,216.13
2022-02-02,216.99
2022-02-03,217.9
2022-02-04,218.0
2022-02-07,215.32
2022-02-08,216.34
2022-02-09,216.12
2022-02-10,216.23
2022-02-11,217.33
2022-02-14,215.08
2022-02-15,215.76
2022-02-16,214.61
2022-02-17,214.3
2022-02-18,216.64
2022-02-21,214.68
2022-02-22,216.13
2022-02-23,215.43
2022-02-24,216.37
2022-02-25,216.04
2022-02-28,213.47
2022-03-01,214.37
2022-03-02,214.32
2022-03-03,215.97
2022-03-04,216.36
2022-03-07,214.78
2022-03-08,214.14
2022-03-09,214.94
2022-03-10,216.61
2022-03-11,216.41
2022-03-14,214.98
2022-03-15,214.94
2022-03-16,214.11
2022-03-17,215.87
2022-03-18,216.08
2022-03-21,214.09
2022-03-22,214.31
2022-03-23,213.86
2022-03-24,215.73
2022-03-25,216.62
2022-03-28,216.07
2022-03-29,216.66
2022-03-30,215.78
2022-03-31,216.49
2022-04-01,216.99
2022-04-04,215.7
2022-04-05,216.06
2022-04-06,215.81
2022-04-07,216.78
2022-04-08,216.89
2022-04-11,214.29
2022-04-12,216.03
2022-04-13,215.59
2022-04-14,216.66
2022-04-15,216.37
2022-04-18,215.94
2022-04-19,215.41
2022-04-20,215.57
2022-04-21,215.42
2022-04-22,217.11
2022-04-25,214.44
2022-04-26,215.32
2022-04-27,216.43
2022-04-28,216.45
2022-04-29,216.97
2022-05-02,214.88
2022-05-03,215.45
2022-05-04,214.94
2022-05-05,217.55
2022-05-06,217.15
2022-05-09,213.41
2022-05-10,213.71
2022-05-11,215.12
2022-05-12,213.38
2022-05-13,214.91
2022-05-16,212.9
2022-05-17,213.73
2022-05-18,214.09
2022-05-19,213.96
2022-05-20,214.02
2022-05-23,212.11
2022-05-24,213.97
2022-05-25,213.92
2022-05-26,213.04
2022-05-27,212.87
2022-05-31,212.48
2022-06-01,213.83
2022-06-02,214.35
2022-06-03,214.43
2022-06-06,213.26
2022-06-07,212.07
2022-06-08,213.5
2022-06-09,213.82
2022-06-10,213.3
2022-06-13,212.0
2022-06-14,211.0
2022-06-15,211.19
2022-06-16,211.53
2022-06-17,212.09
2022-06-20,210.1
2022-06-21,209.43
2022-06-22,209.14
2022-06-23,210.43
2022-06-24,211.39
2022-06-27,209.87
2022-06-28,210.03
2022-06-29,210.67
2022-06-30,210.11
2022-07-01,209.95
2022-07-05,209.69
2022-07-06,208.73
2022-07-07,211.58
2022-07-08,210.82
2022-07-11,208.67
2022-07-12,208.69
2022-07-13,209.77
2022-07-14,211.02
2022-07-15,210.54
2022-07-18,209.14
2022-07-19,209.68
2022-07-20,208.95
2022-07-21,210.89
2022-07-22,211.09
2022-07-25,209.2
2022-07-26,209.51
2022-07-27,210.37
2022-07-28,209.63
2022-07-29,210.91
2022-08-01,209.47
2022-08-02,210.02
2022-08-03,207.6
2022-08-04,210.16
2022-08-05,211.31
2022-08-08,209.61
2022-08-09,209.4
2022-08-10,208.8
2022-08-11,210.5
2022-08-12,211.34
2022-08-15,208.78
2022-08-16,210.32
2022-08-17,211.54
2022-08-18,210.05
2022-08-19,211.13
2022-08-22,209.76
2022-08-23,209.26
2022-08-24,209.07
2022-08-25,210.06
2022-08-26,211.03
2022-08-29,209.69
2022-08-30,209.38
2022-08-31,210.78
2022-09-01,210.14
2022-09-02,210.8
2022-09-06,210.79
2022-09-07,212.23
2022-09-08,212.69
2022-09-09,212.77
2022-09-12,211.78
2022-09-13,211.1
2022-09-14,211.81
2022-09-15,212.6
2022-09-16,212.27
2022-09-19,210.47
2022-09-20,211.69
2022-09-21,211.19
2022-09-22,213.16
2022-09-23,213.63
2022-09-26,210.37
2022-09-27,210.44
2022-09-28,211.91
2022-09-29,213.44
2022-09-30,213.02
2022-10-03,211.37
2022-10-04,212.36
2022-10-05,212.94
2022-10-06,212.45
2022-10-07,213.34
2022-10-10,212.6
2022-10-11,213.61
2022-10-12,213.11
2022-10-13,213.78
2022-10-14,213.97
2022-10-17,213.98
2022-10-18,214.01
2022-10-19,214.41
2022-10-20,213.77
2022-10-21,214.27
2022-10-24,210.96
2022-10-25,213.41
2022-10-26,213.67
2022-10-27,213.78
2022-10-28,214.44
2022-10-31,213.6
2022-11-01,212.96
2022-11-02,213.61
2022-11-03,214.7
2022-11-04,213.69
2022-11-07,213.42
2022-11-08,213.65
2022-11-09,214.43
2022-11-10,214.9
2022-11-11,214.18
2022-11-14,213.01
2022-11-15,212.35
2022-11-16,214.13
2022-11-17,214.78
2022-11-18,214.46
2022-11-21,214.13
2022-11-22,213.44
2022-11-23,211.79
2022-11-25,216.43
2022-11-28,214.09
2022-11-29,214.45
2022-11-30,214.28
2022-12-01,213.83
2022-12-02,214.97
2022-12-05,212.24
2022-12-06,213.74
2022-12-07,212.66
2022-12-08,215.29
2022-12-09,214.74
2022-12-12,212.93
2022-12-13,215.09
2022-12-14,213.96
2022-12-15,215.1
2022-12-16,214.41
2022-12-19,211.75
2022-12-20,212.57
2022-12-21,212.39
2022-12-22,214.67
2022-12-23,211.49
2022-12-27,216.63
2022-12-28,217.22
2022-12-29,218.58
2022-12-30,218.5
2023-01-03,217.43
2023-01-04,218.43
2023-01-05,219.21
2023-01-06,219.97
2023-01-09,217.02
2023-01-10,216.71
2023-01-11,217.42
2023-01-12,217.95
2023-01-13,217.61
2023-01-16,216.19
2023-01-17,215.63
2023-01-18,215.18
2023-01-19,217.67
2023-01-20,216.94
2023-01-23,215.27
2023-01-24,214.73
2023-01-25,215.08
2023-01-26,214.85
2023-01-27,215.2
2023-01-30,214.97
2023-01-31,212.1
2023-02-01,212.49
2023-02-02,214.03
2023-02-03,215.67
2023-02-06,212.29
2023-02-07,212.62
2023-02-08,213.04
2023-02-09,213.25
2023-02-10,214.55
2023-02-13,211.39
2023-02-14,213.12
2023-02-15,213.04
2023-02-16,213.98
2023-02-17,215.29
2023-02-20,213.64
2023-02-21,213.61
2023-02-22,211.77
2023-02-23,213.66
2023-02-24,215.17
2023-02-27,212.83
2023-02-28,213.09
2023-03-01,212.7
2023-03-02,214.33
2023-03-03,213.87
2023-03-06,213.55
2023-03-07,213.72
2023-03-08,214.07
2023-03-09,217.05
2023-03-10,215.72
2023-03-13,213.32
2023-03-14,215.03
2023-03-15,214.14
2023-03-16,214.61
2023-03-17,214.3
2023-03-20,213.21
2023-03-21,212.49
2023-03-22,214.69
2023-03-23,215.27
2023-03-24,215.32
2023-03-27,213.46
2023-03-28,213.98
2023-03-29,213.59
2023-03-30,215.18
2023-03-31,215.76
2023-04-03,213.77
2023-04-04,215.6
2023-04-05,215.94
2023-04-06,214.68
2023-04-07,215.26
2023-04-10,213.59
2023-04-11,214.0
2023-04-12,213.45
2023-04-13,214.7
2023-04-14,214.27
2023-04-17,213.16
2023-04-18,213.53
2023-04-19,212.85
2023-04-20,213.77
2023-04-21,214.29
2023-04-24,212.63
2023-04-25,212.19
2023-04-26,212.86
2023-04-27,211.79
2023-04-28,213.78
2023-05-01,212.31
2023-05-02,212.24
2023-05-03,211.72
2023-05-04,212.32
2023-05-05,212.2
2023-05-08,211.79
2023-05-09,209.92
2023-05-10,210.74
2023-05-11,212.24
2023-05-12,211.27
2023-05-15,210.75
2023-05-16,210.46
2023-05-17,210.94
2023-05-18,210.88
2023-05-19,211.74
2023-05-22,209.95
2023-05-23,208.17
2023-05-24,209.92
2023-05-25,210.72
2023-05-26,210.7
2023-05-30,209.82
2023-05-31,209.54
2023-06-01,209.05
2023-06-02,209.39
2023-06-05,208.94
2023-06-06,207.65
2023-06-07,207.9
2023-06-08,209.94
2023-06-09,211.0
2023-06-12,207.9
2023-06-13,207.93
2023-06-14,206.49
2023-06-15,206.79
2023-06-16,208.69
2023-06-19,207.13
2023-06-20,207.68
2023-06-21,207.39
2023-06-22,207.75
2023-06-23,207.89
2023-06-26,206.8
2023-06-27,205.35
2023-06-28,205.67
2023-06-29,205.83
2023-06-30,206.75
2023-07-03,206.0
2023-07-05,206.43
2023-07-06,207.56
2023-07-07,208.41
2023-07-10,207.41
2023-07-11,206.67
2023-07-12,207.69
2023-07-13,208.11
2023-07-14,207.6
2023-07-17,206.86
2023-07-18,206.14
2023-07-19,208.2
2023-07-20,207.56
2023-07-21,207.78
2023-07-24,206.78
2023-07-25,207.01
2023-07-26,206.36
2023-07-27,206.28
2023-07-28,206.92
2023-07-31,205.87
2023-08-01,205.68
2023-08-02,206.4
2023-08-03,206.38
2023-08-04,207.35
2023-08-07,205.67
2023-08-08,206.6
2023-08-09,206.57
2023-08-10,207.52
2023-08-11,208.23
2023-08-14,206.73
2023-08-15,207.79
2023-08-16,207.31
2023-08-17,209.81
2023-08-18,207.93
2023-08-21,206.66
2023-08-22,205.15
2023-08-23,205.12
2023-08-24,205.38
2023-08-25,206.32
2023-08-28,205.89
2023-08-29,205.81
2023-08-30,205.67
2023-08-31,205.06
2023-09-01,207.44
2023-09-05,205.73
2023-09-06,206.58
2023-09-07,208.94
2023-09-08,208.76
2023-09-11,207.65
2023-09-12,206.42
2023-09-13,207.79
2023-09-14,208.64
2023-09-15,209.38
2023-09-18,208.37
2023-09-19,207.41
2023-09-20,208.19
2023-09-21,209.61
2023-09-22,209.95
2023-09-25,208.31
2023-09-26,208.77
2023-09-27,209.02
2023-09-28,209.93
2023-09-29,209.64
2023-10-02,208.32
2023-10-03,208.59
2023-10-04,208.88
2023-10-05,209.95
2023-10-06,209.51
2023-10-09,209.45
2023-10-10,210.56
2023-10-11,210.17
2023-10-12,210.17
2023-10-13,211.4
2023-10-16,210.56
2023-10-17,210.51
2023-10-18,211.59
2023-10-19,212.6
2023-10-20,212.18
2023-10-23,211.57
2023-10-24,210.86
2023-10-25,212.62
2023-10-26,212.07
2023-10-27,213.29
2023-10-30,211.38
2023-10-31,213.17
2023-11-01,211.88
2023-11-02,214.02
2023-11-03,213.91
2023-11-06,210.98
2023-11-07,212.96
2023-11-08,211.73
2023-11-09,213.58
2023-11-10,213.71
2023-11-13,212.45
2023-11-14,210.71
2023-11-15,211.61
2023-11-16,213.03
2023-11-17,215.43
2023-11-20,211.68
2023-11-21,211.35
2023-11-22,214.14
2023-11-24,215.51
2023-11-27,213.57
2023-11-28,213.28
2023-11-29,213.98
2023-11-30,216.06
2023-12-01,216.19
2023-12-04,213.82
2023-12-05,213.11
2023-12-06,213.89
2023-12-07,215.41
2023-12-08,215.13
2023-12-11,213.93
2023-12-12,212.91
2023-12-13,213.75
2023-12-14,214.2
2023-12-15,215.56
2023-12-18,212.82
2023-12-19,213.19
2023-12-20,213.92
2023-12-21,213.46
2023-12-22,214.46
2023-12-26,216.1
2023-12-27,215.24
2023-12-28,214.61
2023-12-29,215.31
2024-01-02,215.86
2024-01-03,216.27
2024-01-04,216.0
2024-01-05,217.02
2024-01-08,215.7
2024-01-09,213.81
2024-01-10,215.87
2024-01-11,215.7
2024-01-12,213.87
2024-01-15,214.31
2024-01-16,215.06
2024-01-17,214.42
2024-01-18,215.23
2024-01-19,217.47
2024-01-22,214.63
2024-01-23,213.38
2024-01-24,213.73
2024-01-25,214.26
2024-01-26,216.53
2024-01-29,212.99
2024-01-30,213.18
2024-01-31,214.48
2024-02-01,214.46
2024-02-02,216.59
2024-02-05,213.93
2024-02-06,214.35
2024-02-07,213.97
2024-02-08,215.02
2024-02-09,214.94
2024-02-12,212.79
2024-02-13,212.64
2024-02-14,214.1
2024-02-15,214.74
2024-02-16,214.59
2024-02-19,212.13
2024-02-20,213.04
2024-02-21,213.12
2024-02-22,212.8
2024-02-23,214.37
2024-02-26,211.53
2024-02-27,212.1
2024-02-28,212.22
2024-03-01,213.73
2024-03-04,213.05
2024-03-05,213.08
2024-03-06,213.1
2024-03-07,214.6
2024-03-08,214.42
2024-03-11,214.0
2024-03-12,213.0
2024-03-13,214.17
2024-03-14,213.56
2024-03-15,214.37
2024-03-18,213.31
2024-03-19,214.55
2024-03-20,213.38
2024-03-21,213.61
2024-03-22,214.03
2024-03-25,212.94
2024-03-26,212.07
2024-03-27,213.55
2024-03-28,213.37
2024-03-29,213.36
2024-04-01,212.45
2024-04-02,212.37
2024-04-03,212.75
2024-04-04,213.17
2024-04-05,213.47
2024-04-08,213.46
2024-04-09,213.17
2024-04-10,213.26
2024-04-11,214.52
2024-04-12,214.94
2024-04-15,211.06
2024-04-16,212.5
2024-04-17,213.04
2024-04-18,212.19
2024-04-19,214.25
2024-04-22,211.38
2024-04-23,212.37
2024-04-24,212.53
2024-04-25,212.27
2024-04-26,214.25
2024-04-29,211.6
2024-04-30,212.06
2024-05-01,212.77
2024-05-02,213.79
2024-05-03,214.61
2024-05-06,212.13
2024-05-07,212.42
2024-05-08,212.38
2024-05-09,213.73
2024-05-10,214.14
2024-05-13,211.43
2024-05-14,213.0
2024-05-15,213.19
2024-05-16,213.63
2024-05-17,213.25
2024-05-20,213.29
2024-05-21,214.11
2024-05-22,213.58
2024-05-23,214.26
2024-05-24,214.23
2024-05-28,214.72
2024-05-29,216.56
2024-05-30,216.24
2024-05-31,215.64
2024-06-03,213.43
2024-06-04,214.37
2024-06-05,214.45
2024-06-06,214.96
2024-06-07,214.83
2024-06-10,213.06
2024-06-11,212.99
2024-06-12,213.19
2024-06-13,214.47
2024-06-14,214.05
2024-06-17,212.5
2024-06-18,213.03
2024-06-19,213.42
2024-06-20,213.17
2024-06-21,213.44
2024-06-24,213.19
2024-06-25,211.32
2024-06-26,212.09
2024-06-27,212.75
2024-06-28,213.68
2024-07-01,211.53
2024-07-02,212.0
2024-07-03,211.78
2024-07-05,213.8
2024-07-08,212.48
2024-07-09,210.81
2024-07-10,211.88
2024-07-11,212.14
2024-07-12,212.82
2024-07-15,209.87
2024-07-16,210.84
2024-07-17,212.11
2024-07-18,212.45
2024-07-19,213.38
2024-07-22,211.99
2024-07-23,210.2
2024-07-24,212.11
2024-07-25,212.4
2024-07-26,212.03
2024-07-29,210.53
2024-07-30,209.62
2024-07-31,210.15
2024-08-01,209.98
2024-08-02,211.06
2024-08-05,210.92
2024-08-06,210.01
2024-08-07,210.8
2024-08-08,211.06
2024-08-09,211.61
2024-08-12,208.16
2024-08-13,210.4
2024-08-14,210.51
2024-08-15,211.65
2024-08-16,211.48
2024-08-19,209.99
2024-08-20,211.27
2024-08-21,210.89
2024-08-22,210.94
2024-08-23,212.33
2024-08-26,209.48
2024-08-27,209.34
2024-08-28,211.62
2024-08-29,211.09
2024-08-30,210.58
2024-09-03,210.95
2024-09-04,212.74
2024-09-05,212.61
2024-09-06,213.24
2024-09-09,211.55
2024-09-10,211.96
2024-09-11,212.12
2024-09-12,212.02
2024-09-13,212.73
2024-09-16,211.37
2024-09-17,211.55
2024-09-18,210.95
2024-09-19,213.73
2024-09-20,213.36
2024-09-23,211.55
2024-09-24,213.18
2024-09-25,212.29
2024-09-26,213.23
2024-09-27,213.96
2024-09-30,212.71
2024-10-01,213.09
2024-10-02,213.62
2024-10-03,212.69
2024-10-04,214.7
2024-10-07,212.65
2024-10-08,212.13
2024-10-09,213.58
2024-10-10,212.67
2024-10-11,214.79
2024-10-14,213.47
2024-10-15,213.71
2024-10-16,214.28
2024-10-17,215.07
2024-10-18,215.11
2024-10-21,214.47
2024-10-22,213.68
2024-10-23,213.14
2024-10-24,215.6
2024-10-25,215.81
2024-10-28,214.49
2024-10-29,213.04
2024-10-30,214.18
2024-10-31,214.49
2024-11-01,216.37
2024-11-04,212.85
2024-11-05,213.37
2024-11-06,214.32
2024-11-07,215.37
2024-11-08,215.69
2024-11-11,213.65
2024-11-12,214.99
2024-11-13,214.47
2024-11-14,216.46
2024-11-15,216.27
2024-11-18,214.61
2024-11-19,215.68
2024-11-20,215.18
2024-11-21,215.23
2024-11-22,217.25
2024-11-25,214.0
2024-11-26,213.97
2024-11-27,215.21
2024-11-29,216.67
2024-12-02,215.23
2024-12-03,215.17
2024-12-04,215.19
2024-12-05,217.25
2024-12-06,216.35
2024-12-09,214.33
2024-12-10,215.43
2024-12-11,215.56
2024-12-12,216.09
2024-12-13,216.78
2024-12-16,215.39
2024-12-17,215.33
2024-12-18,216.07
2024-12-19,216.88
2024-12-20,216.5
2024-12-23,216.15
2024-12-26,216.97
2024-12-27,218.28
2024-12-30,217.25
2024-12-31,216.68
2025-01-02,219.01
2025-01-03,220.52
2025-01-06,217.74
2025-01-07,217.49
2025-01-08,219.13
2025-01-09,217.65
2025-01-10,219.17
2025-01-13,217.56
2025-01-14,217.86
2025-01-15,218.39
2025-01-16,219.07
2025-01-17,217.89
2025-01-20,216.32
2025-01-21,216.01
2025-01-22,216.11
2025-01-23,216.73
2025-01-24,218.64
2025-01-27,215.39
2025-01-28,216.97
2025-01-29,216.99
2025-01-30,217.73
2025-01-31,218.27
2025-02-03,217.13
2025-02-04,217.06
2025-02-05,216.68
2025-02-06,217.8
2025-02-07,218.3
2025-02-10,216.21
2025-02-11,215.56
2025-02-12,216.65
2025-02-13,216.25
2025-02-14,217.09
2025-02-17,216.24
2025-02-18,214.31
2025-02-19,212.93
2025-02-20,217.53
2025-02-21,217.81
2025-02-24,215.07
2025-02-25,215.13
2025-02-26,217.55
2025-02-27,217.51
2025-02-28,217.8
2025-03-03,215.25
2025-03-04,215.77
2025-03-05,215.88
2025-03-06,215.72
2025-03-07,218.03
2025-03-10,215.4
2025-03-11,216.62
2025-03-12,216.05
2025-03-13,217.3
2025-03-14,217.02
2025-03-17,215.92
2025-03-18,214.99
2025-03-19,216.88
2025-03-20,216.77
2025-03-21,217.8
2025-03-24,215.47
2025-03-25,215.23
2025-03-26,216.83
2025-03-27,216.95
2025-03-28,217.48
2025-03-31,214.97
2025-04-01,215.3
2025-04-02,215.64
2025-04-03,215.51
2025-04-04,217.92
2025-04-07,214.64
2025-04-08,214.67
