memberStateCode,memberStateName,year,tonnes,heads,kgPerHead,monthNum,Date
DK,Denmark,2022,12.56,8180.82,1.54,10,2022-10-01
DK,Denmark,2022,12.93,8377.16,1.54,9,2022-09-01
DK,Denmark,2022,13.48,8662.55,1.56,8,2022-08-01
DK,Denmark,2022,12.32,7988.36,1.54,7,2022-07-01
DK,Denmark,2022,13.06,8307.76,1.57,6,2022-06-01
DK,Denmark,2022,12.43,8139.32,1.53,5,2022-05-01
DK,Denmark,2022,11.8,7584.89,1.56,4,2022-04-01
DK,Denmark,2022,13.08,8292.84,1.58,3,2022-03-01
DK,Denmark,2022,11.73,7556.1,1.55,2,2022-02-01
DK,Denmark,2022,12.87,8280.57,1.55,1,2022-01-01
DK,Denmark,2021,13.8,8625.1,1.6,12,2021-12-01
DK,Denmark,2021,14.3,8949.1,1.6,11,2021-11-01
DK,Denmark,2021,13.3,8311.1,1.6,10,2021-10-01
DK,Denmark,2021,14.3,8975.7,1.59,9,2021-09-01
DK,Denmark,2021,14.3,8975.6,1.59,8,2021-08-01
DK,Denmark,2021,14.1,8833.0,1.6,7,2021-07-01
DK,Denmark,2021,14.1,8861.0,1.59,6,2021-06-01
DK,Denmark,2021,13.1,8211.0,1.6,5,2021-05-01
DK,Denmark,2021,12.9,8106.5,1.59,4,2021-04-01
DK,Denmark,2021,13.9,8687.6,1.6,3,2021-03-01
DK,Denmark,2021,11.9,7485.7,1.59,2,2021-02-01
DK,Denmark,2021,13.1,8194.0,1.6,1,2021-01-01
DK,Denmark,2020,13.0,8173.4,1.59,12,2020-12-01
DK,Denmark,2020,13.2,8252.0,1.6,11,2020-11-01
DK,Denmark,2020,14.0,8743.2,1.6,10,2020-10-01
DK,Denmark,2020,14.4,9021.1,1.6,9,2020-09-01
DK,Denmark,2020,12.8,8019.4,1.6,8,2020-08-01
DK,Denmark,2020,14.6,9131.0,1.6,7,2020-07-01
DK,Denmark,2020,13.3,8330.8,1.6,6,2020-06-01
DK,Denmark,2020,12.8,8009.9,1.6,5,2020-05-01
DK,Denmark,2020,14.3,8963.0,1.6,4,2020-04-01
DK,Denmark,2020,14.7,9194.3,1.6,3,2020-03-01
DK,Denmark,2020,13.0,8131.9,1.6,2,2020-02-01
DK,Denmark,2020,15.0,9373.1,1.6,1,2020-01-01
DK,Denmark,2019,12.2,8093.9,1.51,12,2019-12-01
DK,Denmark,2019,12.8,8507.7,1.5,11,2019-11-01
DK,Denmark,2019,14.1,9326.0,1.51,10,2019-10-01
DK,Denmark,2019,12.2,8084.5,1.51,9,2019-09-01
DK,Denmark,2019,13.9,9240.2,1.5,8,2019-08-01
DK,Denmark,2019,13.8,9151.6,1.51,7,2019-07-01
DK,Denmark,2019,11.8,7844.5,1.5,6,2019-06-01
DK,Denmark,2019,14.0,9317.6,1.5,5,2019-05-01
DK,Denmark,2019,13.1,8716.0,1.5,4,2019-04-01
DK,Denmark,2019,13.0,8637.4,1.51,3,2019-03-01
DK,Denmark,2019,11.8,7839.5,1.51,2,2019-02-01
DK,Denmark,2019,14.2,9423.2,1.51,1,2019-01-01
DK,Denmark,2018,10.9,7666.9,1.42,12,2018-12-01
DK,Denmark,2018,11.8,8453.2,1.4,11,2018-11-01
DK,Denmark,2018,13.9,9886.1,1.41,10,2018-10-01
DK,Denmark,2018,12.3,8477.3,1.45,9,2018-09-01
DK,Denmark,2018,12.0,8759.3,1.37,8,2018-08-01
DK,Denmark,2018,13.6,9194.0,1.48,7,2018-07-01
DK,Denmark,2018,12.1,8568.3,1.41,6,2018-06-01
DK,Denmark,2018,12.6,8804.1,1.43,5,2018-05-01
DK,Denmark,2018,11.7,8278.1,1.41,4,2018-04-01
DK,Denmark,2018,11.8,8534.9,1.38,3,2018-03-01
DK,Denmark,2018,11.2,8120.1,1.38,2,2018-02-01
DK,Denmark,2018,12.5,8977.3,1.39,1,2018-01-01
DK,Denmark,2017,11.0,8101.0,1.36,12,2017-12-01
DK,Denmark,2017,12.0,8820.0,1.36,11,2017-11-01
DK,Denmark,2017,13.0,8904.0,1.46,10,2017-10-01
DK,Denmark,2017,12.0,8495.0,1.41,9,2017-09-01
DK,Denmark,2017,13.0,9065.0,1.43,8,2017-08-01
DK,Denmark,2017,11.0,8232.0,1.34,7,2017-07-01
DK,Denmark,2017,12.0,7825.0,1.53,6,2017-06-01
DK,Denmark,2017,12.0,8543.0,1.4,5,2017-05-01
DK,Denmark,2017,11.0,7455.0,1.48,4,2017-04-01
DK,Denmark,2017,13.0,9296.0,1.4,3,2017-03-01
DK,Denmark,2017,11.0,7919.0,1.39,2,2017-02-01
DK,Denmark,2017,12.0,8724.0,1.38,1,2017-01-01
DK,Denmark,2016,10.9,7901.7,1.38,12,2016-12-01
DK,Denmark,2016,11.7,8380.4,1.4,11,2016-11-01
DK,Denmark,2016,11.7,8378.4,1.4,10,2016-10-01
DK,Denmark,2016,12.3,8717.4,1.41,9,2016-09-01
DK,Denmark,2016,12.9,9117.3,1.41,8,2016-08-01
DK,Denmark,2016,11.8,8251.8,1.43,7,2016-07-01
DK,Denmark,2016,12.9,9106.1,1.42,6,2016-06-01
DK,Denmark,2016,12.7,8829.1,1.44,5,2016-05-01
DK,Denmark,2016,12.1,8381.7,1.44,4,2016-04-01
DK,Denmark,2016,11.7,8311.6,1.41,3,2016-03-01
DK,Denmark,2016,11.6,8213.2,1.41,2,2016-02-01
DK,Denmark,2016,11.5,8018.4,1.43,1,2016-01-01
DK,Denmark,2015,10.5,7563.4,1.39,12,2015-12-01
DK,Denmark,2015,11.3,8000.8,1.41,11,2015-11-01
DK,Denmark,2015,11.6,8250.8,1.41,10,2015-10-01
DK,Denmark,2015,11.5,8251.8,1.39,9,2015-09-01
DK,Denmark,2015,10.9,7846.8,1.39,8,2015-08-01
DK,Denmark,2015,11.8,8580.2,1.38,7,2015-07-01
DK,Denmark,2015,11.1,7859.7,1.41,6,2015-06-01
DK,Denmark,2015,9.7,6960.5,1.39,5,2015-05-01
DK,Denmark,2015,10.3,7294.0,1.41,4,2015-04-01
DK,Denmark,2015,11.6,8434.5,1.38,3,2015-03-01
DK,Denmark,2015,11.7,8186.8,1.43,2,2015-02-01
DK,Denmark,2015,12.1,8463.8,1.43,1,2015-01-01
DK,Denmark,2014,10.8,7933.4,1.36,12,2014-12-01
DK,Denmark,2014,11.2,8106.4,1.38,11,2014-11-01
DK,Denmark,2014,12.6,9126.0,1.38,10,2014-10-01
DK,Denmark,2014,12.4,8923.2,1.39,9,2014-09-01
DK,Denmark,2014,12.1,8766.7,1.38,8,2014-08-01
DK,Denmark,2014,13.3,9550.6,1.39,7,2014-07-01
DK,Denmark,2014,11.4,7961.6,1.43,6,2014-06-01
DK,Denmark,2014,11.5,8145.4,1.41,5,2014-05-01
DK,Denmark,2014,11.4,8302.9,1.37,4,2014-04-01
DK,Denmark,2014,12.3,8901.9,1.38,3,2014-03-01
DK,Denmark,2014,11.0,8052.4,1.37,2,2014-02-01
DK,Denmark,2014,12.8,9175.1,1.4,1,2014-01-01
DK,Denmark,2013,10.8,7816.9,1.38,12,2013-12-01
DK,Denmark,2013,11.8,8616.5,1.37,11,2013-11-01
DK,Denmark,2013,13.4,9629.5,1.39,10,2013-10-01
DK,Denmark,2013,12.2,8765.6,1.39,9,2013-09-01
DK,Denmark,2013,12.2,8786.5,1.39,8,2013-08-01
DK,Denmark,2013,12.6,9101.4,1.38,7,2013-07-01
DK,Denmark,2013,12.3,8754.0,1.41,6,2013-06-01
DK,Denmark,2013,13.6,9661.5,1.41,5,2013-05-01
DK,Denmark,2013,12.9,9443.0,1.37,4,2013-04-01
DK,Denmark,2013,11.5,8463.6,1.36,3,2013-03-01
DK,Denmark,2013,11.5,8548.5,1.35,2,2013-02-01
DK,Denmark,2013,12.9,9517.9,1.36,1,2013-01-01
DK,Denmark,2012,12.3,9274.7,1.33,12,2012-12-01
DK,Denmark,2012,12.2,6930.9,1.76,11,2012-11-01
DK,Denmark,2012,11.6,8337.8,1.39,10,2012-10-01
DK,Denmark,2012,12.9,9456.8,1.36,9,2012-09-01
DK,Denmark,2012,16.4,8501.8,1.93,8,2012-08-01
DK,Denmark,2012,10.5,7490.7,1.4,7,2012-07-01
DK,Denmark,2012,11.9,8372.9,1.42,6,2012-06-01
DK,Denmark,2012,11.7,8377.3,1.4,5,2012-05-01
DK,Denmark,2012,10.5,7512.8,1.4,4,2012-04-01
DK,Denmark,2012,13.5,9976.3,1.35,3,2012-03-01
DK,Denmark,2012,11.3,8315.9,1.36,2,2012-02-01
DK,Denmark,2012,11.9,8525.9,1.4,1,2012-01-01
DK,Denmark,2011,12.7,8461.3,1.5,12,2011-12-01
DK,Denmark,2011,12.7,8450.0,1.5,11,2011-11-01
DK,Denmark,2011,12.7,8461.3,1.5,10,2011-10-01
DK,Denmark,2011,13.1,8738.3,1.5,9,2011-09-01
DK,Denmark,2011,13.1,8750.0,1.5,8,2011-08-01
DK,Denmark,2011,13.1,8750.0,1.5,7,2011-07-01
DK,Denmark,2011,13.4,8902.7,1.51,6,2011-06-01
DK,Denmark,2011,13.4,8902.7,1.51,5,2011-05-01
DK,Denmark,2011,13.4,8902.7,1.51,4,2011-04-01
DK,Denmark,2011,13.9,9291.7,1.5,3,2011-03-01
DK,Denmark,2011,13.9,9291.7,1.5,2,2011-02-01
DK,Denmark,2011,13.9,9291.7,1.5,1,2011-01-01
DK,Denmark,2010,13.5,9204.0,1.47,12,2010-12-01
DK,Denmark,2010,13.5,9204.0,1.47,11,2010-11-01
DK,Denmark,2010,13.5,9204.0,1.47,10,2010-10-01
DK,Denmark,2010,13.4,9096.7,1.47,9,2010-09-01
DK,Denmark,2010,13.4,9096.7,1.47,8,2010-08-01
DK,Denmark,2010,13.4,9096.7,1.47,7,2010-07-01
DK,Denmark,2010,13.4,9133.7,1.47,6,2010-06-01
DK,Denmark,2010,13.4,9133.7,1.47,5,2010-05-01
DK,Denmark,2010,13.4,9133.7,1.47,4,2010-04-01
DK,Denmark,2010,12.8,8700.3,1.47,3,2010-03-01
DK,Denmark,2010,12.8,8700.3,1.47,2,2010-02-01
DK,Denmark,2010,12.8,8700.3,1.47,1,2010-01-01
DK,Denmark,2009,12.9,8417.0,1.53,12,2009-12-01
DK,Denmark,2009,12.9,8417.0,1.53,11,2009-11-01
DK,Denmark,2009,12.9,8417.0,1.53,10,2009-10-01
DK,Denmark,2009,14.6,8688.3,1.68,9,2009-09-01
DK,Denmark,2009,14.6,8688.3,1.68,8,2009-08-01
DK,Denmark,2009,14.6,8688.3,1.68,7,2009-07-01
DK,Denmark,2009,14.1,8115.0,1.74,6,2009-06-01
DK,Denmark,2009,14.1,8115.0,1.74,5,2009-05-01
DK,Denmark,2009,14.1,8115.0,1.74,4,2009-04-01
DK,Denmark,2009,14.2,8157.0,1.74,3,2009-03-01
DK,Denmark,2009,14.2,8157.0,1.74,2,2009-02-01
DK,Denmark,2009,14.2,8157.0,1.74,1,2009-01-01
DK,Denmark,2008,14.0,8154.3,1.72,12,2008-12-01
DK,Denmark,2008,15.1,8555.7,1.76,11,2008-11-01
DK,Denmark,2008,15.1,8555.7,1.76,10,2008-10-01
DK,Denmark,2008,15.1,8555.7,1.76,9,2008-09-01
DK,Denmark,2008,15.1,8555.7,1.76,8,2008-08-01
DK,Denmark,2008,15.1,8555.7,1.76,7,2008-07-01
DK,Denmark,2008,14.7,8484.3,1.73,6,2008-06-01
DK,Denmark,2008,14.7,8484.3,1.73,5,2008-05-01
DK,Denmark,2008,14.7,8484.3,1.73,4,2008-04-01
DK,Denmark,2008,14.1,8240.3,1.71,3,2008-03-01
DK,Denmark,2008,14.1,8240.3,1.71,2,2008-02-01
DK,Denmark,2008,14.1,8240.3,1.71,1,2008-01-01
DK,Denmark,2007,14.9,8432.7,1.77,12,2007-12-01
DK,Denmark,2007,14.9,8432.7,1.77,11,2007-11-01
DK,Denmark,2007,14.9,8432.7,1.77,10,2007-10-01
DK,Denmark,2007,14.81,9016.33,1.64,9,2007-09-01
DK,Denmark,2007,14.81,9016.33,1.64,8,2007-08-01
DK,Denmark,2007,14.81,9016.33,1.64,7,2007-07-01
DK,Denmark,2007,12.84,7963.0,1.61,6,2007-06-01
DK,Denmark,2007,12.84,7963.0,1.61,5,2007-05-01
DK,Denmark,2007,12.84,7963.0,1.61,4,2007-04-01
DK,Denmark,2007,14.48,9000.33,1.61,3,2007-03-01
DK,Denmark,2007,14.48,9000.33,1.61,2,2007-02-01
DK,Denmark,2007,14.48,9000.33,1.61,1,2007-01-01
DK,Denmark,2006,14.08,8504.33,1.66,12,2006-12-01
DK,Denmark,2006,14.08,8504.33,1.66,11,2006-11-01
DK,Denmark,2006,14.08,8504.33,1.66,10,2006-10-01
DK,Denmark,2006,13.19,8732.67,1.51,9,2006-09-01
DK,Denmark,2006,13.19,8732.67,1.51,8,2006-08-01
DK,Denmark,2006,13.19,8732.67,1.51,7,2006-07-01
DK,Denmark,2006,13.4,8941.67,1.5,6,2006-06-01
DK,Denmark,2006,13.4,8941.67,1.5,5,2006-05-01
DK,Denmark,2006,13.4,8941.67,1.5,4,2006-04-01
DK,Denmark,2006,14.38,9420.33,1.53,3,2006-03-01
DK,Denmark,2006,14.38,9420.33,1.53,2,2006-02-01
DK,Denmark,2006,14.38,9420.33,1.53,1,2006-01-01
DK,Denmark,2005,15.25,10049.0,1.52,12,2005-12-01
DK,Denmark,2005,15.25,10049.0,1.52,11,2005-11-01
DK,Denmark,2005,15.25,10049.0,1.52,10,2005-10-01
DK,Denmark,2005,15.16,10459.67,1.45,9,2005-09-01
DK,Denmark,2005,15.16,10459.67,1.45,8,2005-08-01
DK,Denmark,2005,15.16,10459.67,1.45,7,2005-07-01
DK,Denmark,2005,15.36,9975.0,1.54,6,2005-06-01
DK,Denmark,2005,15.36,9975.0,1.54,5,2005-05-01
DK,Denmark,2005,15.36,9975.0,1.54,4,2005-04-01
DK,Denmark,2005,14.74,9960.33,1.48,3,2005-03-01
DK,Denmark,2005,14.74,9960.33,1.48,2,2005-02-01
DK,Denmark,2005,14.74,9960.33,1.48,1,2005-01-01
DK,Denmark,2004,14.47,11077.33,1.31,12,2004-12-01
DK,Denmark,2004,14.47,11077.33,1.31,11,2004-11-01
DK,Denmark,2004,14.47,11077.33,1.31,10,2004-10-01
DK,Denmark,2004,15.73,11397.67,1.38,9,2004-09-01
DK,Denmark,2004,15.73,11397.67,1.38,8,2004-08-01
DK,Denmark,2004,15.73,11397.67,1.38,7,2004-07-01
DK,Denmark,2004,14.4,9943.67,1.45,6,2004-06-01
DK,Denmark,2004,14.4,9943.67,1.45,5,2004-05-01
DK,Denmark,2004,14.4,9943.67,1.45,4,2004-04-01
DK,Denmark,2004,16.27,11293.0,1.44,3,2004-03-01
DK,Denmark,2004,16.27,11293.0,1.44,2,2004-02-01
DK,Denmark,2004,16.27,11293.0,1.44,1,2004-01-01
DK,Denmark,2003,16.43,11096.0,1.48,12,2003-12-01
DK,Denmark,2003,16.43,11096.0,1.48,11,2003-11-01
DK,Denmark,2003,16.43,11096.0,1.48,10,2003-10-01
DK,Denmark,2003,14.93,12164.33,1.23,9,2003-09-01
DK,Denmark,2003,14.93,12164.33,1.23,8,2003-08-01
DK,Denmark,2003,14.93,12164.33,1.23,7,2003-07-01
DK,Denmark,2003,14.1,11525.33,1.22,6,2003-06-01
DK,Denmark,2003,14.1,11525.33,1.22,5,2003-05-01
DK,Denmark,2003,14.1,11525.33,1.22,4,2003-04-01
DK,Denmark,2003,15.5,11769.0,1.32,3,2003-03-01
DK,Denmark,2003,15.5,11769.0,1.32,2,2003-02-01
DK,Denmark,2003,15.5,11769.0,1.32,1,2003-01-01
EE,Estonia,2009,0.0,0.0,0.0,12,2009-12-01
EE,Estonia,2009,0.0,0.0,0.0,11,2009-11-01
EE,Estonia,2009,0.0,0.0,0.0,10,2009-10-01
EE,Estonia,2009,0.0,0.0,0.0,9,2009-09-01
EE,Estonia,2009,0.0,0.0,0.0,8,2009-08-01
EE,Estonia,2009,0.0,0.0,0.0,7,2009-07-01
EE,Estonia,2009,0.0,0.0,0.0,6,2009-06-01
EE,Estonia,2009,0.0,0.0,0.0,5,2009-05-01
EE,Estonia,2009,0.0,0.0,0.0,4,2009-04-01
EE,Estonia,2009,0.0,0.0,0.0,3,2009-03-01
EE,Estonia,2009,0.0,0.0,0.0,2,2009-02-01
EE,Estonia,2009,0.0,0.0,0.0,1,2009-01-01
EE,Estonia,2007,0.86,0.0,0.0,10,2007-10-01
EE,Estonia,2007,0.86,0.0,0.0,9,2007-09-01
EE,Estonia,2007,1.01,0.0,0.0,8,2007-08-01
EE,Estonia,2007,1.02,0.0,0.0,7,2007-07-01
EE,Estonia,2007,1.06,0.0,0.0,6,2007-06-01
EE,Estonia,2007,1.09,0.0,0.0,5,2007-05-01
EE,Estonia,2007,0.93,0.0,0.0,4,2007-04-01
EE,Estonia,2007,0.91,0.0,0.0,3,2007-03-01
EE,Estonia,2007,0.85,0.0,0.0,2,2007-02-01
EE,Estonia,2007,0.91,39.12,23.26,1,2007-01-01
EE,Estonia,2004,1.26,913.46,1.38,12,2004-12-01
EE,Estonia,2004,0.89,645.21,1.38,11,2004-11-01
EE,Estonia,2004,1.15,828.75,1.39,10,2004-10-01
EE,Estonia,2004,1.25,824.03,1.52,9,2004-09-01
EE,Estonia,2004,1.31,862.43,1.52,8,2004-08-01
EE,Estonia,2004,1.43,941.84,1.52,7,2004-07-01
EE,Estonia,2004,1.29,793.5,1.63,6,2004-06-01
EE,Estonia,2004,1.41,871.46,1.62,5,2004-05-01
EL,Greece,2024,25.72,15086.87,1.7,12,2024-12-01
EL,Greece,2024,23.12,14242.61,1.62,11,2024-11-01
EL,Greece,2024,24.51,14904.12,1.64,10,2024-10-01
EL,Greece,2024,23.71,14420.16,1.64,9,2024-09-01
EL,Greece,2024,25.41,15124.27,1.68,8,2024-08-01
EL,Greece,2024,22.62,14029.53,1.61,7,2024-07-01
EL,Greece,2024,23.83,14177.68,1.68,6,2024-06-01
EL,Greece,2024,23.35,13854.43,1.69,5,2024-05-01
EL,Greece,2024,21.12,12392.06,1.7,4,2024-04-01
EL,Greece,2024,21.37,12708.86,1.68,3,2024-03-01
EL,Greece,2024,19.43,11559.89,1.68,2,2024-02-01
EL,Greece,2024,21.41,12680.34,1.69,1,2024-01-01
EL,Greece,2023,23.37,14079.03,1.66,12,2023-12-01
EL,Greece,2023,23.17,13761.36,1.68,11,2023-11-01
EL,Greece,2023,22.57,13669.64,1.65,10,2023-10-01
EL,Greece,2023,23.02,13928.41,1.65,9,2023-09-01
EL,Greece,2023,23.89,14245.14,1.68,8,2023-08-01
EL,Greece,2023,23.5,13998.12,1.68,7,2023-07-01
EL,Greece,2023,23.56,14192.03,1.66,6,2023-06-01
EL,Greece,2023,23.14,14174.36,1.63,5,2023-05-01
EL,Greece,2023,22.37,13226.62,1.69,4,2023-04-01
EL,Greece,2023,20.94,12617.02,1.66,3,2023-03-01
EL,Greece,2023,21.38,12661.06,1.69,2,2023-02-01
EL,Greece,2023,20.78,12537.93,1.66,1,2023-01-01
EL,Greece,2022,21.75,13225.7,1.64,12,2022-12-01
EL,Greece,2022,18.52,11314.39,1.64,11,2022-11-01
EL,Greece,2022,21.92,13108.51,1.67,10,2022-10-01
EL,Greece,2022,20.38,12555.23,1.62,9,2022-09-01
EL,Greece,2022,23.58,13991.56,1.69,8,2022-08-01
EL,Greece,2022,21.92,13097.37,1.67,7,2022-07-01
EL,Greece,2022,20.53,12503.25,1.64,6,2022-06-01
EL,Greece,2022,20.35,12171.09,1.67,5,2022-05-01
EL,Greece,2022,20.9,12281.03,1.7,4,2022-04-01
EL,Greece,2022,17.36,10458.45,1.66,3,2022-03-01
EL,Greece,2022,17.47,10415.2,1.68,2,2022-02-01
EL,Greece,2022,20.17,11975.03,1.68,1,2022-01-01
EL,Greece,2021,20.96,12899.2,1.62,12,2021-12-01
EL,Greece,2021,19.27,11368.63,1.7,11,2021-11-01
EL,Greece,2021,20.89,12498.35,1.67,10,2021-10-01
EL,Greece,2021,19.33,11803.5,1.64,9,2021-09-01
EL,Greece,2021,20.87,12559.28,1.66,8,2021-08-01
EL,Greece,2021,20.84,12496.3,1.67,7,2021-07-01
EL,Greece,2021,19.84,11963.33,1.66,6,2021-06-01
EL,Greece,2021,18.95,11400.77,1.66,5,2021-05-01
EL,Greece,2021,19.59,11700.08,1.67,4,2021-04-01
EL,Greece,2021,17.57,10764.59,1.63,3,2021-03-01
EL,Greece,2021,17.31,10559.44,1.64,2,2021-02-01
EL,Greece,2021,20.09,12175.73,1.65,1,2021-01-01
EL,Greece,2020,20.27,12039.11,1.68,12,2020-12-01
EL,Greece,2020,19.05,11432.57,1.67,11,2020-11-01
EL,Greece,2020,22.04,13084.71,1.68,10,2020-10-01
EL,Greece,2020,19.7,11791.04,1.67,9,2020-09-01
EL,Greece,2020,20.55,12165.94,1.69,8,2020-08-01
EL,Greece,2020,22.57,13359.2,1.69,7,2020-07-01
EL,Greece,2020,19.78,11896.03,1.66,6,2020-06-01
EL,Greece,2020,19.21,11567.01,1.66,5,2020-05-01
EL,Greece,2020,19.82,11736.84,1.69,4,2020-04-01
EL,Greece,2020,17.14,10339.61,1.66,3,2020-03-01
EL,Greece,2020,17.84,10609.06,1.68,2,2020-02-01
EL,Greece,2020,18.55,11101.95,1.67,1,2020-01-01
EL,Greece,2019,19.57,11721.31,1.67,12,2019-12-01
EL,Greece,2019,19.13,11331.36,1.69,11,2019-11-01
EL,Greece,2019,20.89,12478.38,1.67,10,2019-10-01
EL,Greece,2019,20.17,12045.2,1.67,9,2019-09-01
EL,Greece,2019,19.9,12004.77,1.66,8,2019-08-01
EL,Greece,2019,20.09,11972.54,1.68,7,2019-07-01
EL,Greece,2019,20.47,12215.05,1.68,6,2019-06-01
EL,Greece,2019,18.51,11072.39,1.67,5,2019-05-01
EL,Greece,2019,17.16,10111.69,1.7,4,2019-04-01
EL,Greece,2019,17.41,10334.58,1.68,3,2019-03-01
EL,Greece,2019,16.49,9735.73,1.69,2,2019-02-01
EL,Greece,2019,17.76,10526.8,1.69,1,2019-01-01
EL,Greece,2018,19.13,11236.0,1.7,12,2018-12-01
EL,Greece,2018,18.69,10923.49,1.71,11,2018-11-01
EL,Greece,2018,18.4,11657.03,1.58,10,2018-10-01
EL,Greece,2018,18.44,11715.95,1.57,9,2018-09-01
EL,Greece,2018,19.39,12181.12,1.59,8,2018-08-01
EL,Greece,2018,19.17,12108.92,1.58,7,2018-07-01
EL,Greece,2018,17.78,11244.24,1.58,6,2018-06-01
EL,Greece,2018,18.33,11565.13,1.58,5,2018-05-01
EL,Greece,2018,16.27,10293.49,1.58,4,2018-04-01
EL,Greece,2018,17.37,10594.68,1.64,3,2018-03-01
EL,Greece,2018,16.93,10186.65,1.66,2,2018-02-01
EL,Greece,2018,17.49,10742.41,1.63,1,2018-01-01
EL,Greece,2017,19.54,11803.63,1.66,12,2017-12-01
EL,Greece,2017,18.46,11326.14,1.63,11,2017-11-01
EL,Greece,2017,17.91,10621.07,1.69,10,2017-10-01
EL,Greece,2017,17.34,10371.01,1.67,9,2017-09-01
EL,Greece,2017,17.97,10705.91,1.68,8,2017-08-01
EL,Greece,2017,17.93,10656.61,1.68,7,2017-07-01
EL,Greece,2017,17.81,10501.16,1.7,6,2017-06-01
EL,Greece,2017,17.6,10646.74,1.65,5,2017-05-01
EL,Greece,2017,16.16,9775.72,1.65,4,2017-04-01
EL,Greece,2017,17.26,10214.67,1.69,3,2017-03-01
EL,Greece,2017,16.72,9924.37,1.68,2,2017-02-01
EL,Greece,2017,17.06,10091.85,1.69,1,2017-01-01
EL,Greece,2016,18.73,11153.38,1.68,12,2016-12-01
EL,Greece,2016,17.97,10705.45,1.68,11,2016-11-01
EL,Greece,2016,18.61,10988.89,1.69,10,2016-10-01
EL,Greece,2016,18.25,10834.72,1.68,9,2016-09-01
EL,Greece,2016,19.12,11048.23,1.73,8,2016-08-01
EL,Greece,2016,18.36,10866.92,1.69,7,2016-07-01
EL,Greece,2016,17.05,10085.14,1.69,6,2016-06-01
EL,Greece,2016,17.7,10648.3,1.66,5,2016-05-01
EL,Greece,2016,16.96,10274.58,1.65,4,2016-04-01
EL,Greece,2016,15.6,9187.3,1.7,3,2016-03-01
EL,Greece,2016,15.75,9244.04,1.7,2,2016-02-01
EL,Greece,2016,16.44,9528.3,1.73,1,2016-01-01
EL,Greece,2015,17.24,10220.55,1.69,12,2015-12-01
EL,Greece,2015,16.72,10123.04,1.65,11,2015-11-01
EL,Greece,2015,16.64,10022.55,1.66,10,2015-10-01
EL,Greece,2015,16.26,9913.21,1.64,9,2015-09-01
EL,Greece,2015,15.95,9597.35,1.66,8,2015-08-01
EL,Greece,2015,16.23,9806.08,1.66,7,2015-07-01
EL,Greece,2015,15.15,9102.39,1.66,6,2015-06-01
EL,Greece,2015,15.14,9396.85,1.61,5,2015-05-01
EL,Greece,2015,13.82,8448.39,1.64,4,2015-04-01
EL,Greece,2015,14.58,8713.96,1.67,3,2015-03-01
EL,Greece,2015,14.43,8653.31,1.67,2,2015-02-01
EL,Greece,2015,14.99,8937.27,1.68,1,2015-01-01
EL,Greece,2014,15.82,9480.31,1.67,12,2014-12-01
EL,Greece,2014,15.88,9719.21,1.63,11,2014-11-01
EL,Greece,2014,16.8,10199.64,1.65,10,2014-10-01
EL,Greece,2014,16.5,10070.51,1.64,9,2014-09-01
EL,Greece,2014,16.32,9829.45,1.66,8,2014-08-01
EL,Greece,2014,16.29,9928.82,1.64,7,2014-07-01
EL,Greece,2014,15.58,9356.47,1.67,6,2014-06-01
EL,Greece,2014,16.61,10040.81,1.65,5,2014-05-01
EL,Greece,2014,14.71,9095.12,1.62,4,2014-04-01
EL,Greece,2014,15.11,9059.93,1.67,3,2014-03-01
EL,Greece,2014,13.9,8517.19,1.63,2,2014-02-01
EL,Greece,2014,14.34,8803.09,1.63,1,2014-01-01
EL,Greece,2013,14.71,8939.07,1.65,12,2013-12-01
EL,Greece,2013,15.37,9372.59,1.64,11,2013-11-01
EL,Greece,2013,15.88,9727.63,1.63,10,2013-10-01
EL,Greece,2013,15.85,9903.32,1.6,9,2013-09-01
EL,Greece,2013,15.43,9611.52,1.61,8,2013-08-01
EL,Greece,2013,15.76,9850.38,1.6,7,2013-07-01
EL,Greece,2013,15.09,9376.0,1.61,6,2013-06-01
EL,Greece,2013,15.13,9435.2,1.6,5,2013-05-01
EL,Greece,2013,12.11,7549.11,1.6,4,2013-04-01
EL,Greece,2013,13.43,8357.53,1.61,3,2013-03-01
EL,Greece,2013,14.18,9094.08,1.56,2,2013-02-01
EL,Greece,2013,14.79,9487.24,1.56,1,2013-01-01
EL,Greece,2012,15.4,9820.7,1.57,12,2012-12-01
EL,Greece,2012,16.06,10277.77,1.56,11,2012-11-01
EL,Greece,2012,15.88,10132.52,1.57,10,2012-10-01
EL,Greece,2012,15.1,10244.11,1.47,9,2012-09-01
EL,Greece,2012,15.71,10003.11,1.57,8,2012-08-01
EL,Greece,2012,15.84,10107.64,1.57,7,2012-07-01
EL,Greece,2012,15.42,9827.29,1.57,6,2012-06-01
EL,Greece,2012,14.87,9495.72,1.57,5,2012-05-01
EL,Greece,2012,13.77,8278.28,1.66,4,2012-04-01
EL,Greece,2012,14.26,9053.16,1.58,3,2012-03-01
EL,Greece,2012,13.38,8550.45,1.56,2,2012-02-01
EL,Greece,2012,14.31,9163.63,1.56,1,2012-01-01
EL,Greece,2011,14.3,9156.12,1.56,12,2011-12-01
EL,Greece,2011,14.67,9416.64,1.56,11,2011-11-01
EL,Greece,2011,15.01,9679.35,1.55,10,2011-10-01
EL,Greece,2011,14.27,9858.47,1.45,9,2011-09-01
