memberStateCode,memberStateName,year,tonnes,heads,kgPerHead,monthNum,Date
NL,Netherlands,2024,72.38,43379.29,1.67,1,2024-01-01
NL,Netherlands,2023,64.67,38753.65,1.67,12,2023-12-01
NL,Netherlands,2023,72.3,43406.79,1.67,11,2023-11-01
NL,Netherlands,2023,72.34,43355.69,1.67,10,2023-10-01
NL,Netherlands,2023,67.45,40454.67,1.67,9,2023-09-01
NL,Netherlands,2023,74.3,44550.37,1.67,8,2023-08-01
NL,Netherlands,2023,68.87,41243.06,1.67,7,2023-07-01
NL,Netherlands,2023,72.1,43207.64,1.67,6,2023-06-01
NL,Netherlands,2023,72.56,43419.36,1.67,5,2023-05-01
NL,Netherlands,2023,69.7,41782.78,1.67,4,2023-04-01
NL,Netherlands,2023,73.54,44061.19,1.67,3,2023-03-01
NL,Netherlands,2023,69.4,41656.43,1.67,2,2023-02-01
NL,Netherlands,2023,72.4,43423.12,1.67,1,2023-01-01
NL,Netherlands,2022,70.42,42169.88,1.67,12,2022-12-01
NL,Netherlands,2022,70.79,42394.86,1.67,11,2022-11-01
NL,Netherlands,2022,70.92,42474.46,1.67,10,2022-10-01
NL,Netherlands,2022,72.08,43243.19,1.67,9,2022-09-01
NL,Netherlands,2022,74.86,44925.82,1.67,8,2022-08-01
NL,Netherlands,2022,70.81,42351.66,1.67,7,2022-07-01
NL,Netherlands,2022,74.92,44850.91,1.67,6,2022-06-01
NL,Netherlands,2022,74.48,44631.12,1.67,5,2022-05-01
NL,Netherlands,2022,71.07,42616.76,1.67,4,2022-04-01
NL,Netherlands,2022,74.81,44826.55,1.67,3,2022-03-01
NL,Netherlands,2022,68.06,40839.95,1.67,2,2022-02-01
NL,Netherlands,2022,70.75,42384.04,1.67,1,2022-01-01
NL,Netherlands,2021,73.47,43996.79,1.67,12,2021-12-01
NL,Netherlands,2021,73.61,44075.58,1.67,11,2021-11-01
NL,Netherlands,2021,72.38,43354.89,1.67,10,2021-10-01
NL,Netherlands,2021,75.72,45317.69,1.67,9,2021-09-01
NL,Netherlands,2021,74.85,44908.41,1.67,8,2021-08-01
NL,Netherlands,2021,75.67,45299.81,1.67,7,2021-07-01
NL,Netherlands,2021,74.7,44724.51,1.67,6,2021-06-01
NL,Netherlands,2021,70.45,42156.7,1.67,5,2021-05-01
NL,Netherlands,2021,71.47,42765.53,1.67,4,2021-04-01
NL,Netherlands,2021,75.24,45161.44,1.67,3,2021-03-01
NL,Netherlands,2021,65.31,39205.07,1.67,2,2021-02-01
NL,Netherlands,2021,66.5,39845.23,1.67,1,2021-01-01
NL,Netherlands,2020,72.4,43356.08,1.67,12,2020-12-01
NL,Netherlands,2020,77.39,46335.24,1.67,11,2020-11-01
NL,Netherlands,2020,82.67,49566.38,1.67,10,2020-10-01
NL,Netherlands,2020,86.08,51677.9,1.67,9,2020-09-01
NL,Netherlands,2020,81.75,49132.55,1.66,8,2020-08-01
NL,Netherlands,2020,87.59,52563.91,1.67,7,2020-07-01
NL,Netherlands,2020,83.9,50349.54,1.67,6,2020-06-01
NL,Netherlands,2020,83.79,50267.93,1.67,5,2020-05-01
NL,Netherlands,2020,85.12,51038.34,1.67,4,2020-04-01
NL,Netherlands,2020,87.86,52751.44,1.67,3,2020-03-01
NL,Netherlands,2020,79.78,47968.02,1.66,2,2020-02-01
NL,Netherlands,2020,87.42,52522.14,1.66,1,2020-01-01
NL,Netherlands,2019,81.18,48745.93,1.67,12,2019-12-01
NL,Netherlands,2019,85.4,51329.49,1.66,11,2019-11-01
NL,Netherlands,2019,93.03,55911.78,1.66,10,2019-10-01
NL,Netherlands,2019,85.39,51327.33,1.66,9,2019-09-01
NL,Netherlands,2019,87.05,52347.15,1.66,8,2019-08-01
NL,Netherlands,2019,89.37,53653.54,1.67,7,2019-07-01
NL,Netherlands,2019,85.07,51038.03,1.67,6,2019-06-01
NL,Netherlands,2019,89.31,53648.61,1.66,5,2019-05-01
NL,Netherlands,2019,86.24,51771.89,1.67,4,2019-04-01
NL,Netherlands,2019,84.41,50762.9,1.66,3,2019-03-01
NL,Netherlands,2019,79.67,47896.52,1.66,2,2019-02-01
NL,Netherlands,2019,90.23,54191.27,1.67,1,2019-01-01
NL,Netherlands,2018,80.72,48475.4,1.67,12,2018-12-01
NL,Netherlands,2018,88.47,53161.0,1.66,11,2018-11-01
NL,Netherlands,2018,92.06,55341.54,1.66,10,2018-10-01
NL,Netherlands,2018,81.97,49283.82,1.66,9,2018-09-01
NL,Netherlands,2018,88.12,52948.08,1.66,8,2018-08-01
NL,Netherlands,2018,87.18,52348.95,1.67,7,2018-07-01
NL,Netherlands,2018,85.14,51074.42,1.67,6,2018-06-01
NL,Netherlands,2018,90.47,54308.78,1.67,5,2018-05-01
NL,Netherlands,2018,84.04,50492.07,1.66,4,2018-04-01
NL,Netherlands,2018,88.38,53156.1,1.66,3,2018-03-01
NL,Netherlands,2018,81.1,48757.28,1.66,2,2018-02-01
NL,Netherlands,2018,90.14,54172.94,1.66,1,2018-01-01
NL,Netherlands,2017,82.06,49321.72,1.66,12,2017-12-01
NL,Netherlands,2017,88.55,53276.53,1.66,11,2017-11-01
NL,Netherlands,2017,89.22,53593.22,1.66,10,2017-10-01
NL,Netherlands,2017,85.81,51627.96,1.66,9,2017-09-01
NL,Netherlands,2017,91.05,54766.95,1.66,8,2017-08-01
NL,Netherlands,2017,87.07,52323.93,1.66,7,2017-07-01
NL,Netherlands,2017,89.78,53931.72,1.66,6,2017-06-01
NL,Netherlands,2017,92.66,55670.1,1.66,5,2017-05-01
NL,Netherlands,2017,82.58,49642.2,1.66,4,2017-04-01
NL,Netherlands,2017,85.62,51443.63,1.66,3,2017-03-01
NL,Netherlands,2017,76.6,46005.25,1.67,2,2017-02-01
NL,Netherlands,2017,83.32,50049.56,1.66,1,2017-01-01
NL,Netherlands,2016,81.93,49159.28,1.67,12,2016-12-01
NL,Netherlands,2016,90.61,54541.08,1.66,11,2016-11-01
NL,Netherlands,2016,87.55,52633.02,1.66,10,2016-10-01
NL,Netherlands,2016,90.5,54453.08,1.66,9,2016-09-01
NL,Netherlands,2016,95.48,57481.39,1.66,8,2016-08-01
NL,Netherlands,2016,84.87,50997.81,1.66,7,2016-07-01
NL,Netherlands,2016,88.54,53143.73,1.67,6,2016-06-01
NL,Netherlands,2016,86.4,51902.23,1.66,5,2016-05-01
NL,Netherlands,2016,87.38,52515.04,1.66,4,2016-04-01
NL,Netherlands,2016,85.3,51223.53,1.67,3,2016-03-01
NL,Netherlands,2016,76.15,47400.57,1.61,2,2016-02-01
NL,Netherlands,2016,81.59,49025.41,1.66,1,2016-01-01
NL,Netherlands,2015,85.45,51304.21,1.67,12,2015-12-01
NL,Netherlands,2015,82.35,49474.97,1.66,11,2015-11-01
NL,Netherlands,2015,86.29,51814.57,1.67,10,2015-10-01
NL,Netherlands,2015,84.26,50620.38,1.66,9,2015-09-01
NL,Netherlands,2015,81.25,48851.44,1.66,8,2015-08-01
NL,Netherlands,2015,84.82,51011.1,1.66,7,2015-07-01
NL,Netherlands,2015,87.07,52332.37,1.66,6,2015-06-01
NL,Netherlands,2015,78.23,46974.74,1.67,5,2015-05-01
NL,Netherlands,2015,81.19,48727.61,1.67,4,2015-04-01
NL,Netherlands,2015,83.21,49964.08,1.67,3,2015-03-01
NL,Netherlands,2015,73.83,44323.37,1.67,2,2015-02-01
NL,Netherlands,2015,77.79,46747.17,1.66,1,2015-01-01
NL,Netherlands,2014,81.2,48719.79,1.67,12,2014-12-01
NL,Netherlands,2014,66.76,40178.99,1.66,11,2014-11-01
NL,Netherlands,2014,87.18,52391.68,1.66,10,2014-10-01
NL,Netherlands,2014,84.38,50687.53,1.66,9,2014-09-01
NL,Netherlands,2014,77.26,46454.84,1.66,8,2014-08-01
NL,Netherlands,2014,84.12,50519.62,1.67,7,2014-07-01
NL,Netherlands,2014,79.59,47784.15,1.67,6,2014-06-01
NL,Netherlands,2014,83.71,50232.09,1.67,5,2014-05-01
NL,Netherlands,2014,79.71,47807.22,1.67,4,2014-04-01
NL,Netherlands,2014,77.56,46621.4,1.66,3,2014-03-01
NL,Netherlands,2014,71.9,43204.0,1.66,2,2014-02-01
NL,Netherlands,2014,82.75,49723.06,1.66,1,2014-01-01
NL,Netherlands,2013,74.58,44764.81,1.67,12,2013-12-01
NL,Netherlands,2013,77.73,46639.27,1.67,11,2013-11-01
NL,Netherlands,2013,87.53,51893.74,1.69,10,2013-10-01
NL,Netherlands,2013,75.36,46285.7,1.63,9,2013-09-01
NL,Netherlands,2013,74.96,46639.09,1.61,8,2013-08-01
NL,Netherlands,2013,84.36,48277.86,1.75,7,2013-07-01
NL,Netherlands,2013,74.58,43243.94,1.72,6,2013-06-01
NL,Netherlands,2013,78.69,47860.74,1.64,5,2013-05-01
NL,Netherlands,2013,75.66,43637.02,1.73,4,2013-04-01
NL,Netherlands,2013,75.04,46723.94,1.61,3,2013-03-01
NL,Netherlands,2013,66.06,39827.49,1.66,2,2013-02-01
NL,Netherlands,2013,76.25,46091.94,1.65,1,2013-01-01
NL,Netherlands,2012,74.64,41298.15,1.81,12,2012-12-01
NL,Netherlands,2012,74.17,46337.24,1.6,11,2012-11-01
NL,Netherlands,2012,83.96,49431.44,1.7,10,2012-10-01
NL,Netherlands,2012,70.59,42961.71,1.64,9,2012-09-01
NL,Netherlands,2012,76.55,46395.36,1.65,8,2012-08-01
NL,Netherlands,2012,75.98,46158.48,1.65,7,2012-07-01
NL,Netherlands,2012,72.02,44286.52,1.63,6,2012-06-01
NL,Netherlands,2012,75.48,46970.32,1.61,5,2012-05-01
NL,Netherlands,2012,73.79,41462.38,1.78,4,2012-04-01
NL,Netherlands,2012,68.98,44977.93,1.53,3,2012-03-01
NL,Netherlands,2012,69.97,41702.88,1.68,2,2012-02-01
NL,Netherlands,2012,72.4,43770.2,1.65,1,2012-01-01
NL,Netherlands,2011,77.09,43078.2,1.79,12,2011-12-01
NL,Netherlands,2011,75.29,45278.8,1.66,11,2011-11-01
NL,Netherlands,2011,72.05,42790.2,1.68,10,2011-10-01
NL,Netherlands,2011,67.94,43122.0,1.58,9,2011-09-01
NL,Netherlands,2011,71.41,44288.1,1.61,8,2011-08-01
NL,Netherlands,2011,72.29,42223.0,1.71,7,2011-07-01
NL,Netherlands,2011,70.11,41294.1,1.7,6,2011-06-01
NL,Netherlands,2011,71.9,44980.1,1.6,5,2011-05-01
NL,Netherlands,2011,68.17,39409.7,1.73,4,2011-04-01
NL,Netherlands,2011,70.83,43520.7,1.63,3,2011-03-01
NL,Netherlands,2011,60.73,37049.3,1.64,2,2011-02-01
NL,Netherlands,2011,63.12,38597.9,1.64,1,2011-01-01
NL,Netherlands,2010,68.06,42845.81,1.59,12,2010-12-01
NL,Netherlands,2010,72.68,41525.28,1.75,11,2010-11-01
NL,Netherlands,2010,67.6,39619.91,1.71,10,2010-10-01
NL,Netherlands,2010,68.92,41136.82,1.68,9,2010-09-01
NL,Netherlands,2010,62.45,40504.07,1.54,8,2010-08-01
NL,Netherlands,2010,69.22,40672.66,1.7,7,2010-07-01
NL,Netherlands,2010,67.86,41913.76,1.62,6,2010-06-01
NL,Netherlands,2010,61.14,38515.78,1.59,5,2010-05-01
NL,Netherlands,2010,62.52,38302.47,1.63,4,2010-04-01
NL,Netherlands,2010,64.41,42107.26,1.53,3,2010-03-01
NL,Netherlands,2010,57.31,35426.25,1.62,2,2010-02-01
NL,Netherlands,2010,59.29,36445.38,1.63,1,2010-01-01
NL,Netherlands,2009,68.43,38950.58,1.76,12,2009-12-01
NL,Netherlands,2009,69.99,39367.49,1.78,11,2009-11-01
NL,Netherlands,2009,65.33,41140.6,1.59,10,2009-10-01
NL,Netherlands,2009,66.41,40671.14,1.63,9,2009-09-01
NL,Netherlands,2009,59.21,37410.97,1.58,8,2009-08-01
NL,Netherlands,2009,65.1,41017.09,1.59,7,2009-07-01
NL,Netherlands,2009,61.38,40536.32,1.51,6,2009-06-01
NL,Netherlands,2009,61.11,40449.76,1.51,5,2009-05-01
NL,Netherlands,2009,62.02,38840.61,1.6,4,2009-04-01
NL,Netherlands,2009,59.95,40316.5,1.49,3,2009-03-01
NL,Netherlands,2009,53.9,35172.92,1.53,2,2009-02-01
NL,Netherlands,2009,70.71,38698.73,1.83,1,2009-01-01
NL,Netherlands,2008,64.58,38545.13,1.68,12,2008-12-01
NL,Netherlands,2008,63.97,37222.39,1.72,11,2008-11-01
NL,Netherlands,2008,64.51,41127.91,1.57,10,2008-10-01
NL,Netherlands,2008,59.43,40105.87,1.48,9,2008-09-01
NL,Netherlands,2008,57.38,37173.64,1.54,8,2008-08-01
NL,Netherlands,2008,60.47,40635.61,1.49,7,2008-07-01
NL,Netherlands,2008,57.74,37993.53,1.52,6,2008-06-01
NL,Netherlands,2008,59.03,38826.73,1.52,5,2008-05-01
NL,Netherlands,2008,61.5,39643.45,1.55,4,2008-04-01
NL,Netherlands,2008,56.34,37239.07,1.51,3,2008-03-01
NL,Netherlands,2008,55.71,36418.18,1.53,2,2008-02-01
NL,Netherlands,2008,61.46,40186.49,1.53,1,2008-01-01
NL,Netherlands,2007,57.32,0.0,0.0,12,2007-12-01
NL,Netherlands,2007,61.29,0.0,0.0,11,2007-11-01
NL,Netherlands,2007,66.25,0.0,0.0,10,2007-10-01
NL,Netherlands,2007,61.13,0.0,0.0,9,2007-09-01
NL,Netherlands,2007,59.12,0.0,0.0,8,2007-08-01
NL,Netherlands,2007,56.0,0.0,0.0,7,2007-07-01
NL,Netherlands,2007,58.56,0.0,0.0,6,2007-06-01
NL,Netherlands,2007,60.62,0.0,0.0,5,2007-05-01
NL,Netherlands,2007,58.61,0.0,0.0,4,2007-04-01
NL,Netherlands,2007,53.61,0.0,0.0,3,2007-03-01
NL,Netherlands,2007,52.29,0.0,0.0,2,2007-02-01
NL,Netherlands,2007,58.78,0.0,0.0,1,2007-01-01
NL,Netherlands,2006,61.78,0.0,0.0,12,2006-12-01
NL,Netherlands,2006,62.04,0.0,0.0,11,2006-11-01
NL,Netherlands,2006,54.43,0.0,0.0,10,2006-10-01
NL,Netherlands,2006,52.59,0.0,0.0,9,2006-09-01
NL,Netherlands,2006,61.05,0.0,0.0,8,2006-08-01
NL,Netherlands,2006,49.74,0.0,0.0,7,2006-07-01
NL,Netherlands,2006,51.06,0.0,0.0,6,2006-06-01
NL,Netherlands,2006,53.75,0.0,0.0,5,2006-05-01
NL,Netherlands,2006,47.5,0.0,0.0,4,2006-04-01
NL,Netherlands,2006,55.41,0.0,0.0,3,2006-03-01
NL,Netherlands,2006,46.48,0.0,0.0,2,2006-02-01
NL,Netherlands,2006,47.36,0.0,0.0,1,2006-01-01
NL,Netherlands,2005,59.38,0.0,0.0,12,2005-12-01
NL,Netherlands,2005,60.17,0.0,0.0,11,2005-11-01
NL,Netherlands,2005,53.17,0.0,0.0,10,2005-10-01
NL,Netherlands,2005,53.16,0.0,0.0,9,2005-09-01
NL,Netherlands,2005,60.36,0.0,0.0,8,2005-08-01
NL,Netherlands,2005,49.13,0.0,0.0,7,2005-07-01
NL,Netherlands,2005,57.16,0.0,0.0,6,2005-06-01
NL,Netherlands,2005,53.77,0.0,0.0,5,2005-05-01
NL,Netherlands,2005,52.39,0.0,0.0,4,2005-04-01
NL,Netherlands,2005,53.5,0.0,0.0,3,2005-03-01
NL,Netherlands,2005,50.46,0.0,0.0,2,2005-02-01
NL,Netherlands,2005,51.42,0.0,0.0,1,2005-01-01
NL,Netherlands,2004,63.06,0.0,0.0,12,2004-12-01
NL,Netherlands,2004,53.47,0.0,0.0,11,2004-11-01
NL,Netherlands,2004,50.46,0.0,0.0,10,2004-10-01
NL,Netherlands,2004,53.78,0.0,0.0,9,2004-09-01
NL,Netherlands,2004,50.06,0.0,0.0,8,2004-08-01
NL,Netherlands,2004,49.55,0.0,0.0,7,2004-07-01
NL,Netherlands,2004,53.01,0.0,0.0,6,2004-06-01
NL,Netherlands,2004,49.14,0.0,0.0,5,2004-05-01
NL,Netherlands,2004,49.98,0.0,0.0,4,2004-04-01
NL,Netherlands,2004,54.07,0.0,0.0,3,2004-03-01
NL,Netherlands,2004,46.07,0.0,0.0,2,2004-02-01
NL,Netherlands,2004,50.27,0.0,0.0,1,2004-01-01
PL,Poland,2024,187.1,97969.42,1.91,12,2024-12-01
PL,Poland,2024,205.86,107268.18,1.92,11,2024-11-01
PL,Poland,2024,229.21,120420.16,1.9,10,2024-10-01
PL,Poland,2024,198.81,107145.19,1.86,9,2024-09-01
PL,Poland,2024,198.91,107804.2,1.85,8,2024-08-01
PL,Poland,2024,210.51,113953.18,1.85,7,2024-07-01
PL,Poland,2024,199.91,106875.38,1.87,6,2024-06-01
PL,Poland,2024,201.5,108107.82,1.86,5,2024-05-01
PL,Poland,2024,211.64,113564.14,1.86,4,2024-04-01
PL,Poland,2024,193.65,103713.79,1.87,3,2024-03-01
PL,Poland,2024,188.15,100360.78,1.87,2,2024-02-01
PL,Poland,2024,207.76,110731.47,1.88,1,2024-01-01
PL,Poland,2023,179.77,96210.58,1.87,12,2023-12-01
PL,Poland,2023,196.41,104595.86,1.88,11,2023-11-01
PL,Poland,2023,205.12,110620.86,1.85,10,2023-10-01
PL,Poland,2023,187.51,101904.92,1.84,9,2023-09-01
PL,Poland,2023,194.3,106042.98,1.83,8,2023-08-01
PL,Poland,2023,188.29,102948.13,1.83,7,2023-07-01
PL,Poland,2023,203.59,109446.52,1.86,6,2023-06-01
PL,Poland,2023,200.74,107919.89,1.86,5,2023-05-01
PL,Poland,2023,176.05,95669.57,1.84,4,2023-04-01
PL,Poland,2023,200.38,108435.78,1.85,3,2023-03-01
PL,Poland,2023,164.46,87984.59,1.87,2,2023-02-01
PL,Poland,2023,188.33,101429.23,1.86,1,2023-01-01
PL,Poland,2022,186.21,99292.2,1.88,12,2022-12-01
PL,Poland,2022,191.24,99995.5,1.91,11,2022-11-01
PL,Poland,2022,196.18,103161.94,1.9,10,2022-10-01
PL,Poland,2022,190.31,101527.99,1.87,9,2022-09-01
PL,Poland,2022,191.49,104310.41,1.84,8,2022-08-01
PL,Poland,2022,181.72,100661.23,1.81,7,2022-07-01
PL,Poland,2022,191.61,104546.92,1.83,6,2022-06-01
PL,Poland,2022,191.61,103632.27,1.85,5,2022-05-01
PL,Poland,2022,183.82,98247.37,1.87,4,2022-04-01
PL,Poland,2022,188.1,101463.36,1.85,3,2022-03-01
PL,Poland,2022,165.59,89469.06,1.85,2,2022-02-01
PL,Poland,2022,173.73,93789.95,1.85,1,2022-01-01
PL,Poland,2021,176.42,94898.15,1.86,12,2021-12-01
PL,Poland,2021,187.19,97404.41,1.92,11,2021-11-01
PL,Poland,2021,193.19,101395.98,1.91,10,2021-10-01
PL,Poland,2021,190.4,97359.81,1.96,9,2021-09-01
PL,Poland,2021,177.22,92596.08,1.91,8,2021-08-01
PL,Poland,2021,156.14,84389.29,1.85,7,2021-07-01
PL,Poland,2021,154.14,82487.57,1.87,6,2021-06-01
PL,Poland,2021,172.06,92857.0,1.85,5,2021-05-01
PL,Poland,2021,172.79,95598.02,1.81,4,2021-04-01
PL,Poland,2021,194.26,105265.42,1.85,3,2021-03-01
PL,Poland,2021,152.37,83784.95,1.82,2,2021-02-01
PL,Poland,2021,170.59,92991.52,1.83,1,2021-01-01
PL,Poland,2020,189.78,101367.12,1.87,12,2020-12-01
PL,Poland,2020,189.34,101932.78,1.86,11,2020-11-01
PL,Poland,2020,196.09,104734.0,1.87,10,2020-10-01
PL,Poland,2020,194.66,103738.99,1.88,9,2020-09-01
PL,Poland,2020,175.57,95278.23,1.84,8,2020-08-01
PL,Poland,2020,180.2,99723.89,1.81,7,2020-07-01
PL,Poland,2020,177.12,94492.0,1.87,6,2020-06-01
PL,Poland,2020,176.22,93459.41,1.89,5,2020-05-01
PL,Poland,2020,190.7,100377.0,1.9,4,2020-04-01
PL,Poland,2020,179.77,97132.15,1.85,3,2020-03-01
PL,Poland,2020,165.07,87881.63,1.88,2,2020-02-01
PL,Poland,2020,185.75,98689.7,1.88,1,2020-01-01
PL,Poland,2019,167.6,90790.65,1.85,12,2019-12-01
PL,Poland,2019,180.32,96214.64,1.87,11,2019-11-01
PL,Poland,2019,190.39,101635.94,1.87,10,2019-10-01
PL,Poland,2019,181.46,97871.59,1.85,9,2019-09-01
PL,Poland,2019,160.71,88011.17,1.83,8,2019-08-01
PL,Poland,2019,171.83,94507.77,1.82,7,2019-07-01
PL,Poland,2019,161.09,90299.08,1.78,6,2019-06-01
PL,Poland,2019,187.12,100696.72,1.86,5,2019-05-01
PL,Poland,2019,182.1,97171.1,1.87,4,2019-04-01
PL,Poland,2019,177.09,96573.6,1.83,3,2019-03-01
PL,Poland,2019,162.51,91264.05,1.78,2,2019-02-01
PL,Poland,2019,188.44,102369.64,1.84,1,2019-01-01
PL,Poland,2018,155.87,84826.94,1.84,12,2018-12-01
PL,Poland,2018,180.94,98452.44,1.84,11,2018-11-01
PL,Poland,2018,224.09,120663.06,1.86,10,2018-10-01
PL,Poland,2018,158.73,88845.96,1.79,9,2018-09-01
PL,Poland,2018,163.89,92707.97,1.77,8,2018-08-01
PL,Poland,2018,168.36,96200.84,1.75,7,2018-07-01
PL,Poland,2018,170.93,95764.84,1.78,6,2018-06-01
PL,Poland,2018,176.39,97130.51,1.82,5,2018-05-01
PL,Poland,2018,174.97,96530.08,1.81,4,2018-04-01
PL,Poland,2018,171.24,94789.77,1.81,3,2018-03-01
PL,Poland,2018,158.34,88032.15,1.8,2,2018-02-01
PL,Poland,2018,176.14,98446.36,1.79,1,2018-01-01
PL,Poland,2017,151.73,85523.1,1.77,12,2017-12-01
PL,Poland,2017,165.86,92108.15,1.8,11,2017-11-01
PL,Poland,2017,170.8,93247.79,1.83,10,2017-10-01
PL,Poland,2017,140.88,92253.93,1.53,9,2017-09-01
PL,Poland,2017,166.15,94478.58,1.76,8,2017-08-01
PL,Poland,2017,160.91,92515.67,1.74,7,2017-07-01
PL,Poland,2017,167.68,94421.34,1.78,6,2017-06-01
PL,Poland,2017,178.15,99014.03,1.8,5,2017-05-01
PL,Poland,2017,153.88,88242.18,1.74,4,2017-04-01
PL,Poland,2017,167.42,95078.94,1.76,3,2017-03-01
PL,Poland,2017,146.78,83508.4,1.76,2,2017-02-01
PL,Poland,2017,166.86,93664.64,1.78,1,2017-01-01
PL,Poland,2016,155.79,88102.73,1.77,12,2016-12-01
PL,Poland,2016,149.78,84116.32,1.78,11,2016-11-01
PL,Poland,2016,163.37,92912.96,1.76,10,2016-10-01
PL,Poland,2016,166.02,94380.62,1.76,9,2016-09-01
PL,Poland,2016,146.2,87652.19,1.67,8,2016-08-01
PL,Poland,2016,141.7,81771.81,1.73,7,2016-07-01
PL,Poland,2016,155.64,90101.99,1.73,6,2016-06-01
PL,Poland,2016,148.49,84224.8,1.76,5,2016-05-01
PL,Poland,2016,152.92,88279.4,1.73,4,2016-04-01
PL,Poland,2016,187.16,105209.55,1.78,3,2016-03-01
PL,Poland,2016,136.92,78414.41,1.75,2,2016-02-01
PL,Poland,2016,145.87,81715.82,1.79,1,2016-01-01
PL,Poland,2015,147.94,84581.68,1.75,12,2015-12-01
PL,Poland,2015,130.9,73495.21,1.78,11,2015-11-01
PL,Poland,2015,146.31,84232.88,1.74,10,2015-10-01
PL,Poland,2015,134.31,77018.3,1.74,9,2015-09-01
PL,Poland,2015,129.28,75657.57,1.71,8,2015-08-01
PL,Poland,2015,138.82,80360.1,1.73,7,2015-07-01
PL,Poland,2015,133.98,76380.92,1.75,6,2015-06-01
PL,Poland,2015,137.88,77399.87,1.78,5,2015-05-01
PL,Poland,2015,136.89,77634.93,1.76,4,2015-04-01
PL,Poland,2015,143.44,81291.62,1.76,3,2015-03-01
PL,Poland,2015,124.13,71459.3,1.74,2,2015-02-01
PL,Poland,2015,131.31,73486.87,1.79,1,2015-01-01
PL,Poland,2014,123.62,69593.16,1.78,12,2014-12-01
PL,Poland,2014,122.23,68911.81,1.77,11,2014-11-01
PL,Poland,2014,139.44,78600.68,1.77,10,2014-10-01
PL,Poland,2014,129.52,72584.72,1.78,9,2014-09-01
PL,Poland,2014,112.91,66565.72,1.7,8,2014-08-01
PL,Poland,2014,127.18,74951.62,1.7,7,2014-07-01
PL,Poland,2014,120.11,69693.13,1.72,6,2014-06-01
PL,Poland,2014,127.45,73426.12,1.74,5,2014-05-01
PL,Poland,2014,130.92,74133.79,1.77,4,2014-04-01
PL,Poland,2014,116.79,67756.61,1.72,3,2014-03-01
PL,Poland,2014,106.17,61110.09,1.74,2,2014-02-01
PL,Poland,2014,120.75,67981.17,1.78,1,2014-01-01
PL,Poland,2013,108.78,62134.6,1.75,12,2013-12-01
PL,Poland,2013,118.79,66705.54,1.78,11,2013-11-01
PL,Poland,2013,128.83,72067.42,1.79,10,2013-10-01
PL,Poland,2013,120.09,68300.8,1.76,9,2013-09-01
PL,Poland,2013,109.59,64680.01,1.69,8,2013-08-01
PL,Poland,2013,114.53,66612.81,1.72,7,2013-07-01
PL,Poland,2013,104.79,60922.33,1.72,6,2013-06-01
PL,Poland,2013,114.03,65598.67,1.74,5,2013-05-01
PL,Poland,2013,119.0,68567.51,1.74,4,2013-04-01
PL,Poland,2013,107.43,63451.96,1.69,3,2013-03-01
PL,Poland,2013,101.93,58714.88,1.74,2,2013-02-01
PL,Poland,2013,117.82,67149.59,1.75,1,2013-01-01
PL,Poland,2012,105.0,60729.3,1.73,12,2012-12-01
PL,Poland,2012,112.6,64149.5,1.76,11,2012-11-01
PL,Poland,2012,121.9,69382.2,1.76,10,2012-10-01
PL,Poland,2012,101.2,57686.9,1.75,9,2012-09-01
PL,Poland,2012,107.8,63881.9,1.69,8,2012-08-01
PL,Poland,2012,107.0,63787.0,1.68,7,2012-07-01
PL,Poland,2012,98.2,58819.3,1.67,6,2012-06-01
PL,Poland,2012,108.6,63261.9,1.72,5,2012-05-01
PL,Poland,2012,106.0,61755.0,1.72,4,2012-04-01
PL,Poland,2012,105.6,61691.5,1.71,3,2012-03-01
PL,Poland,2012,94.3,55820.6,1.69,2,2012-02-01
PL,Poland,2012,102.5,59948.3,1.71,1,2012-01-01
PL,Poland,2011,92.9,54186.14,1.71,12,2011-12-01
PL,Poland,2011,92.61,53603.46,1.73,11,2011-11-01
PL,Poland,2011,91.33,54061.13,1.69,10,2011-10-01
PL,Poland,2011,87.4,51462.28,1.7,9,2011-09-01
PL,Poland,2011,89.39,53473.81,1.67,8,2011-08-01
PL,Poland,2011,85.62,51109.56,1.68,7,2011-07-01
PL,Poland,2011,91.14,53836.88,1.69,6,2011-06-01
PL,Poland,2011,91.11,52234.47,1.74,5,2011-05-01
PL,Poland,2011,83.08,48554.11,1.71,4,2011-04-01
PL,Poland,2011,84.31,49461.47,1.7,3,2011-03-01
PL,Poland,2011,74.48,44375.34,1.68,2,2011-02-01
PL,Poland,2011,82.87,48420.56,1.71,1,2011-01-01
PL,Poland,2010,87.69,50994.28,1.72,12,2010-12-01
PL,Poland,2010,91.28,52869.47,1.73,11,2010-11-01
PL,Poland,2010,92.33,52605.57,1.76,10,2010-10-01
PL,Poland,2010,85.25,50171.4,1.7,9,2010-09-01
PL,Poland,2010,78.81,47745.2,1.65,8,2010-08-01
PL,Poland,2010,81.13,50879.59,1.59,7,2010-07-01
PL,Poland,2010,80.59,48469.93,1.66,6,2010-06-01
PL,Poland,2010,83.23,48798.97,1.71,5,2010-05-01
PL,Poland,2010,78.81,46193.9,1.71,4,2010-04-01
PL,Poland,2010,87.87,52882.47,1.66,3,2010-03-01
PL,Poland,2010,72.35,42845.81,1.69,2,2010-02-01
PL,Poland,2010,80.95,47450.19,1.71,1,2010-01-01
PL,Poland,2009,84.28,50612.35,1.67,12,2009-12-01
