Date, Composite CUTOUT VALUE, PRIME CUTOUT VALUE, BRANDED CUTOUT VALUE, CHOICE CUTOUT VALUE, SELECT CUTOUT VALUE, UNGRADED CUTOUT VALUE,Composite Primal Rib,Prime Primal Rib,Branded Primal Rib,Choice Primal Rib,Select Primal Rib,Ungraded Primal Rib,Composite Primal Chuck,Prime Primal Chuck,Branded Primal Chuck,Choice Primal Chuck,Select Primal Chuck,Ungraded Primal Chuck,Composite Primal Round,Prime Primal Round,Branded Primal Round,Choice Primal Round,Select Primal Round,Ungraded Primal Round,Composite Primal Loin,Prime Primal Loin,Branded Primal Loin,Choice Primal Loin,Select Primal Loin,Ungraded Primal Loin,Composite Primal Brisket,Prime Primal Brisket,Branded Primal Brisket,Choice Primal Brisket,Select Primal Brisket,Ungraded Primal Brisket,Composite Primal Short Plate,Prime Primal Short Plate,Branded Primal Short Plate,Choice Primal Short Plate,Select Primal Short Plate,Ungraded Primal Short Plate,Composite Primal Flank,Prime Primal Flank,Branded Primal Flank,Choice Primal Flank,Select Primal Flank,Ungraded Primal Flank,Total Volume ,Prime Volume,Branded  Volume,Choice Volume,Select Volume,"Ungraded Volume(Cuts, Trims, Grinds)",Negotiated Sales      0-21 Day,Negotiated Sales      21+ Day,Formula Sales,Forward Contract Sales,Domestic Sales,NAFTA Exports,Overseas Exports,Delivery 0-21,Delivery 22-60,Delivery 60-90,Delivery 91 and up
2012-11-23,188.26,230.33,199.89,194.22,174.16,165.57,299.94,432.46,330.97,320.43,246.14,209.09,157.79,159.18,159.97,158.94,155.18,155.54,165.94,166.43,169.09,166.4,163.94,162.16,243.96,368.9,275.34,258.63,212.65,192.87,135.55,136.17,137.54,136.16,133.73,134.71,125.83,125.83,125.83,125.83,125.83,125.83,90.15,91.88,90.63,91.86,87.91,88.86,5993,60,740,1511,1288,2394,2120,655,3065,154,5413,205,376,,,,
2012-11-30,188.71,230.52,200.68,194.75,174.96,166.1,301.75,433.82,336.84,322.95,250.34,210.15,158.27,159.32,159.45,159.29,156.01,157.95,165.12,164.31,167.78,164.29,164.45,161.12,244.15,370.06,276.63,260.45,211.13,191.81,134.76,134.94,137.55,134.93,133.81,132.79,128.74,128.74,128.74,128.74,128.74,128.74,92.24,94.25,93.33,94.24,90.0,89.96,6755,73,832,1775,1427,2647,2437,751,3344,223,5896,296,564,,,,
2012-12-07,188.93,225.99,201.28,194.84,174.51,165.64,304.81,413.37,346.23,326.32,254.1,211.28,156.44,156.98,158.42,156.88,154.4,155.72,164.33,164.13,167.91,164.13,162.51,158.24,246.52,363.04,275.52,262.6,210.52,194.61,134.42,133.48,136.23,133.48,135.38,133.06,129.25,129.25,129.25,129.25,129.25,129.25,94.33,95.46,95.66,95.46,91.41,92.14,6801,65,864,1794,1389,2689,2689,715,3226,170,5926,248,626,,,,
2012-12-14,188.0,225.05,200.98,192.01,174.75,164.87,305.17,424.08,340.56,321.91,257.91,211.47,155.3,155.52,157.78,155.42,154.03,154.1,163.24,163.58,166.05,163.57,161.54,158.43,243.98,354.68,279.02,253.4,210.51,192.5,134.94,134.63,137.44,134.62,135.2,132.26,129.75,129.75,129.75,129.75,129.75,129.75,97.03,97.8,98.79,97.78,94.77,94.99,7278,67,886,1981,1543,2801,2468,1435,3264,111,6226,260,792,,,,
2012-12-21,188.41,228.0,200.44,194.06,176.7,166.8,286.3,420.98,323.44,303.65,252.58,206.48,158.41,159.47,159.98,159.34,154.93,156.55,166.88,166.73,169.48,166.7,165.78,163.42,246.86,360.35,277.9,263.02,216.2,194.21,135.02,135.08,138.12,135.06,134.31,133.4,131.62,131.62,131.62,131.62,131.62,131.62,98.65,99.67,100.31,99.66,96.1,98.08,7014,68,806,1812,1510,2818,2428,1447,3038,101,5843,334,837,,,,
2012-12-28,188.29,227.85,198.98,192.44,177.9,169.91,275.76,411.56,299.94,281.23,243.52,208.65,159.52,159.74,161.42,159.65,158.95,161.74,170.85,170.89,173.38,170.82,169.25,169.09,246.43,360.26,277.95,262.88,217.8,194.66,135.43,134.88,137.28,134.87,135.06,135.07,130.06,130.06,130.06,130.06,130.06,130.06,99.59,101.05,101.43,101.05,95.69,97.77,5395,61,700,1490,1119,2026,1826,689,2806,75,4911,177,306,,,,
2013-01-04,190.05,227.79,199.58,193.11,180.8,172.09,264.24,404.3,284.2,269.33,251.68,210.19,163.98,164.04,165.41,163.78,162.41,163.56,175.25,175.34,178.67,175.31,173.28,171.34,249.1,352.11,276.99,260.85,217.31,198.27,136.27,136.47,137.72,136.46,135.15,135.47,131.44,131.44,131.44,131.44,131.44,131.44,101.32,102.18,104.43,102.16,97.43,100.1,5731,47,772,1510,1169,2234,1895,604,3106,127,5307,165,259,,,,
2013-01-11,191.32,226.95,199.92,194.04,182.51,173.51,267.38,386.59,279.05,271.0,249.01,209.7,166.71,166.99,168.49,166.84,164.99,165.88,174.92,175.45,177.9,175.44,172.94,171.53,248.93,352.33,276.87,258.91,222.53,201.78,136.38,135.81,139.0,135.8,136.96,133.41,132.71,132.71,132.71,132.71,132.71,132.71,104.73,106.89,105.86,106.85,98.43,100.49,7143,72,904,2009,1414,2745,2698,955,3143,348,6174,267,703,,,,
2013-01-19,192.16,228.6,199.14,194.74,184.06,172.5,279.21,399.16,281.78,286.59,249.14,213.38,166.1,167.04,168.92,166.85,163.98,163.33,173.42,172.87,177.01,172.85,172.55,167.54,250.05,357.01,272.49,257.57,232.88,203.92,134.93,135.36,139.22,135.35,132.66,130.1,131.86,131.86,131.86,131.86,131.86,131.86,102.24,103.56,104.87,103.54,98.41,100.43,6880,54,929,1829,1418,2650,2496,1030,3130,223,5968,305,607,,,,
2013-01-25,188.84,223.55,194.04,190.53,182.99,172.09,269.85,394.18,277.89,274.29,252.83,214.93,163.85,164.85,164.83,164.49,162.23,161.14,170.19,169.17,173.43,169.15,170.0,166.09,247.21,343.91,261.87,252.6,232.11,206.29,131.14,131.79,132.74,131.78,129.93,129.37,130.64,130.64,130.64,130.64,130.64,130.64,102.59,104.38,105.19,104.37,98.18,100.6,6519,54,884,1768,1345,2469,2622,789,2898,211,5859,258,402,,,,
2013-02-01,188.75,221.52,193.94,189.91,181.82,172.07,280.3,395.98,279.64,287.9,261.15,216.6,162.64,162.91,165.67,162.79,160.06,161.42,164.55,163.83,167.13,163.8,163.49,162.26,249.02,342.16,266.25,250.81,232.06,208.64,129.57,129.11,131.02,129.1,129.08,130.12,131.09,131.09,131.09,131.09,131.09,131.09,103.0,104.86,105.12,104.83,98.53,100.76,6880,62,944,2046,1326,2503,2644,776,3160,300,6181,262,438,,,,
2013-02-08,184.77,218.71,190.76,185.3,181.82,170.7,271.59,389.31,281.24,268.65,261.15,216.81,161.14,162.23,162.09,162.16,160.06,159.54,161.4,160.56,163.8,160.52,163.49,158.36,240.5,337.07,258.78,243.91,232.06,209.16,126.21,126.16,129.0,126.15,129.08,126.03,132.72,132.72,132.72,132.72,131.09,132.72,103.15,104.48,105.3,104.43,98.53,101.07,6905,75,922,2098,1187,2623,2720,1162,2954,69,5523,220,1161,,,,
2013-02-15,184.49,212.03,188.7,184.5,180.18,170.71,274.24,357.44,279.81,270.26,260.08,221.24,160.73,161.34,161.88,161.17,160.0,159.46,158.87,157.93,160.56,157.92,159.17,156.98,242.57,328.55,255.7,245.39,230.92,209.42,125.75,123.91,125.82,123.89,127.0,127.67,128.95,128.95,128.95,128.95,128.95,128.95,102.01,103.23,104.49,103.19,97.54,100.37,6192,56,855,1673,1194,2413,2221,898,2917,157,5474,209,509,,,,
2013-02-22,184.01,213.11,187.73,184.1,180.09,169.97,273.41,372.47,280.22,271.11,261.25,221.37,159.95,160.35,161.09,160.31,158.87,157.68,157.64,156.99,159.0,156.97,157.24,155.78,243.46,327.97,253.61,245.21,234.02,210.34,124.13,123.83,126.11,123.81,123.17,124.1,130.12,130.12,130.12,130.12,130.12,130.12,100.18,101.08,101.64,101.07,97.65,98.69,6620,73,972,1931,1270,2373,2473,648,3282,217,5833,256,531,,,,
2013-03-01,186.59,216.93,190.53,185.39,183.05,173.48,275.13,375.67,280.85,271.78,266.39,225.61,162.14,162.33,164.24,162.22,160.96,160.97,160.72,159.92,161.99,159.88,160.37,160.1,246.73,336.93,257.48,243.66,236.74,214.4,127.51,127.85,129.37,127.85,126.44,125.88,131.02,131.02,131.02,131.02,131.02,131.02,103.73,102.91,104.26,102.89,105.01,100.9,6683,67,852,1840,1117,2807,2482,858,3273,69,5847,161,675,,,,
2013-03-08,193.22,219.9,197.13,192.11,189.68,181.1,284.87,371.1,292.64,282.79,277.44,235.35,169.13,169.07,169.87,168.87,167.66,171.18,168.61,167.95,170.35,167.92,167.67,168.43,251.69,332.5,261.91,248.78,242.3,218.42,133.55,132.79,137.79,132.76,132.41,133.66,134.82,134.82,134.82,134.82,134.82,134.82,105.83,106.02,107.06,106.0,105.35,104.45,5856,76,854,1639,1018,2269,2050,641,3100,65,5134,142,580,,,,
2013-03-15,196.93,223.49,201.52,196.52,194.08,182.4,288.09,371.53,296.54,285.25,279.75,231.19,172.45,172.93,174.27,172.7,170.99,171.22,172.58,172.53,173.93,172.5,173.08,170.62,255.7,335.99,267.7,255.07,248.69,221.55,137.48,136.74,141.83,136.73,136.39,136.89,139.21,139.21,139.21,139.21,139.21,139.21,109.17,109.73,110.13,109.73,107.68,108.13,6995,71,896,1910,1140,2978,1985,1184,3474,352,5839,171,985,,,,
2013-03-22,197.86,227.29,201.08,196.51,193.52,181.49,301.45,404.9,299.11,293.08,283.55,236.46,171.75,171.95,173.02,171.72,170.11,168.83,169.14,168.38,171.79,168.34,168.94,166.2,257.86,342.24,268.9,256.99,249.67,222.69,135.95,134.54,138.28,134.51,136.88,136.35,139.03,139.03,139.03,139.03,139.03,139.03,109.92,111.16,111.74,111.15,106.95,107.93,6251,104,844,1784,1173,2345,2237,783,3097,134,5505,210,536,,,,
2013-03-29,192.52,215.14,196.57,192.45,190.03,177.91,289.69,359.06,293.62,285.95,284.35,234.81,164.15,165.29,165.87,165.18,162.74,160.36,164.45,163.68,166.7,163.64,163.86,163.21,254.93,323.98,266.4,256.09,248.89,222.32,134.03,133.38,136.31,133.37,134.21,132.94,139.67,139.67,139.67,139.67,139.67,139.67,108.71,109.33,110.16,109.32,106.79,107.26,7160,98,1053,2202,1254,2553,2777,1202,3064,118,6170,205,786,,,,
2013-04-05,191.36,213.46,197.39,191.57,189.05,176.77,283.08,347.09,294.95,282.9,278.38,230.83,161.53,162.29,163.26,162.14,160.64,160.58,163.61,163.77,165.65,163.74,162.11,161.78,257.0,325.94,274.07,257.09,251.72,219.42,133.77,133.01,135.22,133.0,133.72,134.42,141.29,141.29,141.29,141.29,141.29,141.29,109.04,110.09,110.06,110.09,107.33,107.19,6491,83,832,2002,1160,2414,2246,750,3320,175,5537,195,759,,,,
2013-04-12,191.09,211.08,197.2,192.42,187.04,174.51,280.36,337.09,290.95,282.02,267.74,225.98,161.85,162.27,164.58,162.21,159.88,159.72,162.38,162.17,164.74,162.12,160.94,159.59,258.7,322.47,275.04,263.94,250.63,215.79,133.8,133.2,135.52,133.2,134.09,132.91,139.21,139.21,139.21,139.21,139.21,139.21,109.25,109.71,109.93,109.69,108.56,108.0,6550,78,847,1751,1294,2579,2457,861,3039,193,5715,159,676,,,,
2013-04-19,189.65,210.71,196.06,191.34,184.87,172.33,273.56,343.11,283.92,277.22,259.57,222.18,160.69,161.82,162.52,161.73,159.08,157.94,159.41,159.09,162.58,159.06,158.25,158.07,260.86,322.21,279.2,266.06,249.0,212.38,133.01,132.52,134.95,132.52,132.41,132.27,137.95,137.95,137.95,137.95,137.95,137.95,109.45,108.54,109.65,108.45,111.8,106.75,7693,62,917,2035,1577,3102,2994,1368,3197,134,6481,369,843,,,,
2013-04-26,189.64,210.96,196.14,192.04,184.87,173.07,273.94,345.81,283.97,277.32,258.31,221.48,161.17,162.36,162.08,162.01,158.92,158.98,159.34,159.27,161.2,159.24,158.28,157.88,259.25,319.96,280.94,267.71,249.53,213.96,133.1,132.93,134.74,132.93,132.38,132.44,140.43,140.43,140.43,140.43,140.43,140.43,108.86,109.21,109.17,109.19,108.61,107.75,7249,80,911,1930,1210,3117,2595,893,3256,506,6247,126,876,,,,
2013-05-03,193.43,212.39,200.38,196.3,189.05,175.19,282.31,342.52,291.57,285.81,265.6,223.76,162.54,163.75,163.37,163.73,161.21,160.68,161.53,160.99,163.08,160.98,161.21,159.68,267.39,323.69,292.07,278.04,257.97,217.38,133.62,133.65,134.75,133.65,133.04,132.88,142.65,142.65,142.65,142.65,142.65,142.65,109.92,109.68,110.93,109.66,109.88,109.31,7246,69,896,1887,1388,3006,2270,810,3489,678,6339,172,734,,,,
2013-05-10,196.16,217.91,205.42,200.75,191.24,178.51,288.0,350.43,303.57,292.34,272.23,228.22,163.55,164.63,164.52,164.51,161.13,164.01,163.17,162.95,165.3,162.93,162.53,161.65,274.34,342.46,305.5,292.66,263.81,224.29,134.29,133.99,136.0,133.98,133.52,133.43,140.96,140.96,140.96,140.96,140.96,140.96,111.15,111.3,112.47,111.29,110.67,110.01,6594,66,862,1734,1425,2506,2353,910,3208,123,5820,214,560,,,,
2013-05-17,199.68,220.54,208.56,204.17,192.31,181.15,298.43,353.51,317.44,307.84,275.92,237.63,163.37,164.21,165.88,163.97,160.86,162.46,163.29,163.11,166.23,163.08,162.24,162.1,284.84,352.97,309.25,300.44,266.77,232.72,134.62,134.37,136.95,134.37,134.18,134.07,141.72,141.72,141.72,141.72,141.72,141.72,113.3,113.4,114.58,113.38,113.27,111.52,7306,69,948,1951,1485,2852,2186,1177,3496,447,6351,357,598,,,,
2013-05-25,200.16,223.95,212.13,206.11,191.42,184.82,301.71,375.77,321.88,311.18,274.96,235.91,162.89,164.26,164.46,164.13,160.54,165.97,163.88,164.8,166.59,164.77,162.47,160.42,285.25,355.2,325.33,305.68,263.28,247.7,135.23,134.57,136.61,134.57,135.09,134.53,141.79,141.79,141.79,141.79,141.79,141.79,113.13,113.63,114.73,113.61,111.73,111.76,7016,79,936,1703,1592,2706,2333,1264,3355,64,5719,304,993,,,,
2013-05-31,199.17,223.68,211.74,206.74,189.91,178.14,301.78,373.9,326.46,314.63,273.16,234.75,160.12,162.13,161.96,161.93,157.56,155.83,160.28,160.62,163.44,160.59,158.56,157.88,288.62,362.68,328.09,314.66,265.91,234.09,134.19,133.73,136.35,133.73,133.74,132.93,141.32,141.32,141.32,141.32,141.32,141.32,113.19,113.78,114.84,113.76,111.72,112.1,6713,58,881,1794,1391,2589,2251,772,3602,88,5731,220,761,,,,
2013-06-07,197.63,224.53,208.57,204.27,186.04,177.11,304.59,394.42,327.94,316.93,269.22,237.95,154.9,156.71,155.48,156.59,152.7,152.02,156.82,156.87,158.67,156.85,155.42,155.87,291.56,367.84,327.17,313.74,260.97,235.66,133.14,133.59,135.25,133.57,131.54,132.28,139.36,139.36,139.36,139.36,139.36,139.36,114.04,114.56,116.13,114.51,112.08,112.92,6915,63,918,1782,1522,2631,2641,798,3342,134,6038,284,593,,,,
2013-06-14,195.09,222.71,205.95,201.96,184.71,177.35,299.25,388.57,325.58,316.24,268.9,239.79,153.08,154.84,154.75,154.65,151.41,153.87,153.36,153.21,155.5,153.18,152.26,152.97,287.08,367.46,318.98,308.4,258.09,234.51,133.05,132.8,134.94,132.8,132.83,133.22,143.28,143.28,143.28,143.28,143.28,143.28,115.65,116.21,117.39,116.2,113.88,114.6,8195,70,1090,2407,1728,2899,2610,1256,3960,369,6807,219,1169,,,,
2013-06-21,194.59,223.35,203.54,198.52,185.04,178.62,302.71,389.72,322.91,311.0,272.63,241.29,154.79,156.16,154.96,156.0,152.17,154.71,154.47,154.67,156.54,154.63,153.23,153.05,279.45,366.44,307.8,291.5,255.89,238.76,135.09,135.04,136.29,135.04,134.5,134.4,140.39,140.39,140.39,140.39,140.39,140.39,117.67,119.11,120.43,119.09,115.5,116.93,7309,82,1064,1985,1630,2549,2577,1142,3431,159,6128,320,861,,,,
2013-06-28,194.28,223.25,202.49,197.01,185.71,179.82,305.54,382.55,326.09,311.59,273.16,245.84,156.42,157.04,157.16,156.77,153.82,155.57,156.05,155.8,158.27,155.78,154.89,156.02,271.89,366.84,295.6,281.25,254.17,236.92,136.24,136.11,138.27,136.1,135.51,136.05,141.06,141.06,141.06,141.06,141.06,141.06,118.73,119.58,120.15,119.56,116.1,117.72,7743,68,1026,2153,1499,2996,2430,1225,3934,154,6484,216,1043,,,,
2013-07-05,194.43,224.2,201.48,196.88,186.51,180.95,302.73,385.12,322.04,311.36,274.95,246.78,158.68,159.75,158.73,159.63,156.37,160.08,157.94,157.9,160.32,157.84,156.67,158.21,268.14,363.21,287.87,273.86,250.61,232.25,138.45,138.04,139.94,138.04,138.47,138.76,140.98,140.98,140.98,140.98,140.98,140.98,120.51,121.42,122.44,121.39,117.73,119.39,6163,53,864,1624,1196,2425,1945,922,3216,80,5376,194,593,,,,
2013-07-12,192.22,225.34,198.67,193.6,185.7,179.44,297.19,387.29,319.01,303.27,274.91,248.14,157.73,158.88,158.56,158.72,156.4,153.93,157.95,158.07,160.92,158.05,156.4,156.73,260.52,366.95,274.45,262.18,245.69,233.48,140.02,139.75,141.19,139.75,139.58,138.78,143.64,143.64,143.64,143.64,143.64,143.64,121.8,122.93,123.77,122.91,119.05,120.52,7237,76,983,1960,1647,2571,2598,1017,3382,239,6427,208,603,,,,
2013-07-19,189.99,228.54,196.5,190.71,184.23,179.8,290.3,406.43,307.27,290.05,273.18,250.44,157.65,158.01,159.01,157.76,155.16,158.54,157.99,158.39,161.12,158.36,156.66,155.66,253.23,372.07,268.92,255.97,240.72,227.83,139.03,139.09,140.68,139.09,137.98,138.79,145.31,145.31,145.31,145.31,145.31,145.31,123.07,124.33,125.38,124.29,120.37,121.95,6857,59,929,1775,1557,2537,2394,1051,3273,140,5909,391,558,,,,
2013-07-26,189.17,226.08,192.59,189.83,183.4,179.03,285.41,400.0,293.55,286.42,273.53,249.55,156.9,157.96,156.59,157.79,154.62,156.65,157.23,157.56,159.23,157.54,155.67,155.22,253.61,364.54,263.13,254.31,238.4,227.87,138.54,139.19,140.06,139.19,137.04,137.17,145.87,145.87,145.87,145.87,145.87,145.87,123.61,124.78,125.41,124.77,120.71,122.53,7197,68,951,2072,1442,2664,2465,1105,3349,277,6214,246,738,,,,
2013-08-02,186.95,225.59,190.72,187.57,182.27,177.12,282.48,393.73,291.36,281.54,269.17,249.51,156.68,157.43,157.26,157.27,155.47,156.74,157.65,157.13,159.14,157.1,156.94,155.13,246.17,368.44,256.33,249.08,234.2,220.27,136.9,137.19,138.05,137.19,136.06,136.38,142.98,142.98,142.98,142.98,142.98,142.98,122.25,123.44,123.84,123.43,119.84,120.94,6791,61,955,1892,1431,2451,2529,841,3353,69,6090,239,462,,,,
2013-08-09,187.51,227.77,192.26,188.28,181.94,177.17,287.59,406.69,298.98,286.44,270.72,250.38,157.43,158.35,158.02,158.24,156.37,153.8,158.8,158.65,160.42,158.63,158.39,156.81,242.99,367.77,256.36,245.73,228.49,221.9,137.47,139.04,138.34,139.03,135.12,135.41,145.32,145.32,145.32,145.32,145.32,145.32,121.76,122.95,123.01,122.93,119.61,120.31,6996,56,914,1836,1418,2772,2402,781,3556,258,6201,191,604,,,,
2013-08-16,189.82,228.92,194.92,191.06,183.11,179.47,291.96,406.35,301.83,294.91,272.91,251.1,161.19,161.8,162.04,161.59,159.1,160.6,161.91,161.75,163.9,161.74,160.88,159.54,244.5,366.89,258.84,247.95,227.77,221.78,137.49,138.62,141.09,138.59,135.31,134.37,141.35,141.35,141.35,141.35,141.35,141.35,120.68,121.92,122.65,121.91,119.1,119.07,7381,60,953,1699,1390,3279,2171,1034,3423,753,6557,321,503,,,,
2013-08-23,192.56,231.3,198.74,193.69,184.37,181.21,296.36,403.71,309.2,296.36,272.92,253.18,164.48,165.87,165.57,165.46,161.58,162.98,166.17,164.87,167.78,164.83,165.87,165.78,245.31,369.99,263.3,250.36,224.38,218.09,140.46,141.46,144.15,141.46,138.36,138.32,141.09,141.09,141.09,141.09,141.09,141.09,120.94,121.94,122.66,121.92,118.83,119.13,6760,79,911,1655,1450,2665,2167,1049,3442,102,5841,201,718,,,,
2013-08-31,193.4,234.8,200.44,195.44,183.53,179.4,299.51,419.39,315.62,301.62,269.66,250.63,166.23,167.51,166.08,167.15,162.55,164.92,165.84,165.62,167.96,165.61,165.09,164.36,245.04,374.85,266.68,252.41,220.83,209.31,140.49,140.26,143.65,140.26,139.26,137.44,143.48,143.48,143.48,143.48,143.48,143.48,119.05,119.85,120.39,119.83,117.64,117.81,6828,73,919,1858,1343,2634,2099,1147,3374,209,5999,180,649,,,,
2013-09-06,192.14,234.99,200.45,195.73,182.2,179.07,297.89,424.59,318.3,306.88,267.33,248.51,165.47,166.54,167.16,166.24,162.28,164.3,165.03,164.81,167.82,164.79,163.44,163.07,242.39,375.78,264.7,253.7,218.3,211.23,138.93,138.29,141.05,138.28,138.57,137.59,143.21,143.21,143.21,143.21,143.21,143.21,118.61,119.45,119.77,119.42,116.74,117.66,6822,62,814,1680,1361,2905,2048,1406,3206,162,5656,142,1025,,,,
2013-09-13,189.55,236.15,199.55,194.43,178.77,173.79,289.75,430.53,317.97,303.2,260.54,237.63,164.01,165.94,166.06,165.75,159.85,156.52,165.25,165.15,167.63,165.12,163.9,162.81,238.78,380.27,264.15,251.61,211.57,205.32,136.22,136.49,138.83,136.48,135.37,134.82,139.89,139.89,139.89,139.89,139.89,139.89,113.94,118.33,118.83,118.32,110.14,115.55,7674,73,1076,2036,1748,2740,2654,1337,3355,327,6699,302,672,,,,
2013-09-20,188.97,236.25,199.03,193.91,177.64,173.13,289.54,429.72,316.56,303.33,256.69,235.08,163.1,165.78,165.73,165.55,159.96,159.82,165.23,165.29,168.16,165.27,163.82,162.88,238.83,383.19,264.37,251.14,209.12,200.81,133.87,134.13,135.72,134.12,132.69,133.21,137.16,137.16,137.16,137.16,137.16,137.16,114.45,115.56,116.69,115.55,113.95,111.6,6758,61,801,1863,1511,2522,2413,887,3305,154,6025,303,430,,,,
2013-09-27,189.43,235.11,198.26,193.39,177.67,173.13,292.86,424.41,314.97,302.14,257.33,236.1,162.35,163.62,163.9,163.3,160.02,161.58,167.0,166.65,168.98,166.62,165.96,163.49,239.26,383.0,264.18,251.8,207.55,198.26,134.01,134.29,135.73,134.29,133.03,131.62,135.73,135.73,135.73,135.73,135.73,135.73,112.2,113.42,114.01,113.42,110.46,110.12,6741,75,918,1868,1369,2511,2433,1059,3178,70,5819,214,707,,,,
2013-10-25,196.13,241.16,203.08,198.25,182.79,177.67,307.31,441.43,326.1,313.12,261.03,239.65,168.92,171.14,171.11,170.6,165.57,166.36,172.28,172.2,174.52,172.17,171.07,169.86,249.9,387.9,266.39,254.58,218.01,205.51,135.32,134.82,137.61,134.81,135.0,133.96,133.41,133.41,133.41,133.41,133.41,133.41,105.69,106.48,107.85,106.46,103.5,104.55,6437,78,856,1798,1230,2476,2197,822,3268,150,5795,124,518,,,,
2013-11-01,200.12,245.42,207.63,202.18,187.23,183.46,312.32,453.65,331.12,321.36,266.9,248.63,173.34,174.2,176.72,173.87,169.34,173.21,176.59,175.57,180.33,175.54,174.74,174.16,253.33,391.79,269.48,258.76,224.5,211.61,136.22,135.51,137.87,135.5,135.93,135.8,138.6,138.6,138.6,138.6,138.6,138.6,105.99,106.16,107.18,106.1,104.87,105.66,6703,80,944,1729,1171,2778,2293,828,3425,157,5766,142,795,,,,
2013-11-09,200.33,245.87,208.13,202.26,187.9,183.23,316.76,462.19,335.14,324.19,270.06,252.11,171.45,173.12,175.89,172.83,168.35,169.17,177.61,177.57,180.69,177.56,175.42,175.51,253.26,388.43,270.24,256.63,226.26,213.03,137.81,137.36,139.76,137.35,137.64,135.51,137.84,137.84,137.84,137.84,137.84,137.84,106.85,106.78,107.53,106.77,106.36,106.73,6575,80,892,1700,1165,2737,2036,1088,3383,68,5625,185,764,,,,
2013-11-15,199.88,244.71,206.48,201.38,188.08,182.03,316.08,466.12,338.62,325.45,272.3,251.98,170.52,172.52,172.76,172.36,166.96,166.82,174.92,174.22,177.96,174.2,173.69,172.18,255.34,385.12,267.55,255.86,229.28,213.68,137.78,136.62,139.2,136.61,138.04,136.94,139.41,139.41,139.41,139.41,139.41,139.41,105.46,105.41,106.87,105.41,105.05,104.83,6904,79,925,1655,1418,2827,2154,1236,3263,251,5707,416,781,,,,
2013-11-22,197.88,244.43,204.05,199.69,187.64,181.39,319.69,470.03,342.63,332.65,275.41,249.36,166.99,168.4,167.84,168.35,164.89,165.68,172.78,172.25,174.9,172.22,172.2,171.29,251.82,389.91,264.51,252.17,230.94,215.48,136.61,136.56,138.82,136.53,135.85,134.79,138.56,138.56,138.56,138.56,138.56,138.56,104.93,104.87,106.27,104.83,104.28,104.12,6801,80,957,1951,1409,2404,2594,941,3193,72,5961,173,666,,,,
2013-11-29,198.72,242.74,205.22,200.23,188.64,182.48,323.57,466.26,347.63,337.38,282.79,254.46,167.17,166.55,168.6,166.46,167.48,167.81,172.82,172.57,175.28,172.54,171.31,171.57,254.26,387.41,266.34,255.68,230.14,215.72,137.02,135.48,140.92,135.47,135.12,134.07,136.64,136.64,136.64,136.64,136.64,136.64,103.14,102.99,104.61,102.98,102.63,102.32,5706,74,859,1528,1160,2084,1883,612,3101,111,5153,162,391,,,,
2013-12-06,200.38,243.76,206.54,202.77,189.66,181.56,331.86,474.83,357.26,349.13,288.79,256.34,168.07,169.67,168.61,169.44,165.88,165.46,173.53,173.02,175.63,173.0,172.78,171.72,256.78,383.68,268.9,257.61,232.94,214.28,135.79,135.06,137.19,135.05,136.34,134.23,134.47,134.47,134.47,134.47,134.47,134.47,102.54,102.73,103.1,102.62,102.18,101.79,6941,79,908,2012,1248,2695,2173,789,3413,567,6181,235,526,,,,
2013-12-13,198.86,242.52,205.9,201.57,188.0,179.6,333.24,476.66,359.45,354.77,293.79,247.75,165.48,166.06,166.82,165.98,163.45,164.82,172.31,171.77,175.07,171.77,170.92,170.09,255.23,384.73,268.98,256.59,229.46,213.76,135.12,134.45,137.09,134.44,134.97,133.73,131.85,131.85,131.85,131.85,131.85,131.85,99.77,99.75,101.34,99.74,99.15,98.62,6856,74,935,2026,1424,2397,2340,838,3269,409,6224,262,370,,,,
2013-12-20,197.46,240.31,204.62,198.05,187.47,180.38,316.68,452.98,342.38,321.9,283.6,247.84,167.96,168.62,169.35,168.46,165.88,167.31,175.69,175.29,178.0,175.23,174.38,174.11,250.38,379.69,265.43,250.46,225.64,209.5,136.47,135.08,138.3,135.07,135.37,135.45,131.44,131.44,131.44,131.44,131.44,131.44,98.85,99.21,100.37,99.13,97.59,97.76,6295,77,901,1658,1177,2482,2046,876,3103,270,5600,223,472,,,,
2013-12-27,196.67,241.76,202.56,196.98,188.83,183.7,288.37,452.49,304.91,287.61,270.25,239.57,173.42,173.3,176.56,173.09,171.17,174.3,180.69,180.51,183.32,180.47,178.97,179.28,246.96,371.42,258.01,249.64,225.09,212.81,137.62,136.7,139.45,136.68,137.51,136.64,132.13,132.13,132.13,132.13,132.13,132.13,98.91,99.49,100.18,99.48,96.96,97.93,5074,50,738,1434,887,1965,1564,573,2802,135,4473,114,487,,,,
2014-01-03,201.2,242.11,205.72,200.21,194.66,187.99,286.27,447.86,300.59,285.75,267.52,231.89,177.94,177.61,179.15,177.3,177.15,180.09,187.76,187.1,190.17,187.05,186.01,187.45,252.96,359.98,261.56,250.44,235.48,217.62,143.52,142.52,145.27,142.49,143.49,143.41,134.28,134.28,134.28,134.28,134.28,134.28,102.89,103.11,105.08,103.05,101.27,101.45,5602,55,768,1571,920,2289,1607,587,3216,192,5083,97,422,,,,
