CostName,R$_kg,Year,State,Month,Date
Outros,0.01,2022,PR,11,2022-11-01
Depreciação,0.14,2022,PR,11,2022-11-01
Custo de capital,0.11,2022,PR,11,2022-11-01
Total,5.5,2022,PR,11,2022-11-01
Ração,4.01,2022,PR,12,2022-12-01
Genética,0.79,2022,PR,12,2022-12-01
Mão de obra,0.21,2022,PR,12,2022-12-01
Sanidade,0.01,2022,PR,12,2022-12-01
Energia elétrica | Cama | Calefação,0.11,2022,PR,12,2022-12-01
Manutenção | Seguro | Funrural,0.05,2022,PR,12,2022-12-01
Transporte,0.1,2022,PR,12,2022-12-01
Outros,0.01,2022,PR,12,2022-12-01
Depreciação,0.14,2022,PR,12,2022-12-01
Custo de capital,0.11,2022,PR,12,2022-12-01
Total,5.54,2022,PR,12,2022-12-01
Ração,4.04,2022,RS,1,2022-01-01
Genética,0.78,2022,RS,1,2022-01-01
Mão de obra,0.2,2022,RS,1,2022-01-01
Sanidade,0.01,2022,RS,1,2022-01-01
Energia elétrica | Cama | Calefação,0.07,2022,RS,1,2022-01-01
Manutenção | Seguro | Funrural,0.03,2022,RS,1,2022-01-01
Transporte,0.34,2022,RS,1,2022-01-01
Outros,0.01,2022,RS,1,2022-01-01
Depreciação,0.11,2022,RS,1,2022-01-01
Custo de capital,0.09,2022,RS,1,2022-01-01
Total,5.69,2022,RS,1,2022-01-01
Ração,4.02,2022,RS,2,2022-02-01
Genética,0.75,2022,RS,2,2022-02-01
Mão de obra,0.22,2022,RS,2,2022-02-01
Sanidade,0.01,2022,RS,2,2022-02-01
Energia elétrica | Cama | Calefação,0.08,2022,RS,2,2022-02-01
Manutenção | Seguro | Funrural,0.03,2022,RS,2,2022-02-01
Transporte,0.35,2022,RS,2,2022-02-01
Outros,0.01,2022,RS,2,2022-02-01
Depreciação,0.12,2022,RS,2,2022-02-01
Custo de capital,0.09,2022,RS,2,2022-02-01
Total,5.67,2022,RS,2,2022-02-01
Ração,4.07,2022,RS,3,2022-03-01
Genética,0.75,2022,RS,3,2022-03-01
Mão de obra,0.21,2022,RS,3,2022-03-01
Sanidade,0.01,2022,RS,3,2022-03-01
Energia elétrica | Cama | Calefação,0.08,2022,RS,3,2022-03-01
Manutenção | Seguro | Funrural,0.03,2022,RS,3,2022-03-01
Transporte,0.35,2022,RS,3,2022-03-01
Outros,0.01,2022,RS,3,2022-03-01
Depreciação,0.12,2022,RS,3,2022-03-01
Custo de capital,0.09,2022,RS,3,2022-03-01
Total,5.72,2022,RS,3,2022-03-01
Ração,3.96,2022,RS,4,2022-04-01
Genética,0.78,2022,RS,4,2022-04-01
Mão de obra,0.2,2022,RS,4,2022-04-01
Sanidade,0.0,2022,RS,4,2022-04-01
Energia elétrica | Cama | Calefação,0.07,2022,RS,4,2022-04-01
Manutenção | Seguro | Funrural,0.03,2022,RS,4,2022-04-01
Transporte,0.32,2022,RS,4,2022-04-01
Outros,0.02,2022,RS,4,2022-04-01
Depreciação,0.12,2022,RS,4,2022-04-01
Custo de capital,0.09,2022,RS,4,2022-04-01
Total,5.6,2022,RS,4,2022-04-01
Ração,4.19,2022,RS,5,2022-05-01
Genética,0.82,2022,RS,5,2022-05-01
Mão de obra,0.2,2022,RS,5,2022-05-01
Sanidade,0.01,2022,RS,5,2022-05-01
Energia elétrica | Cama | Calefação,0.07,2022,RS,5,2022-05-01
Manutenção | Seguro | Funrural,0.04,2022,RS,5,2022-05-01
Transporte,0.31,2022,RS,5,2022-05-01
Outros,0.02,2022,RS,5,2022-05-01
Depreciação,0.12,2022,RS,5,2022-05-01
Custo de capital,0.1,2022,RS,5,2022-05-01
Total,5.87,2022,RS,5,2022-05-01
Ração,4.18,2022,RS,6,2022-06-01
Genética,0.88,2022,RS,6,2022-06-01
Mão de obra,0.2,2022,RS,6,2022-06-01
Sanidade,0.01,2022,RS,6,2022-06-01
Energia elétrica | Cama | Calefação,0.08,2022,RS,6,2022-06-01
Manutenção | Seguro | Funrural,0.04,2022,RS,6,2022-06-01
Transporte,0.3,2022,RS,6,2022-06-01
Outros,0.01,2022,RS,6,2022-06-01
Depreciação,0.12,2022,RS,6,2022-06-01
Custo de capital,0.1,2022,RS,6,2022-06-01
Total,5.91,2022,RS,6,2022-06-01
Ração,4.44,2022,RS,7,2022-07-01
Genética,0.93,2022,RS,7,2022-07-01
Mão de obra,0.2,2022,RS,7,2022-07-01
Sanidade,0.01,2022,RS,7,2022-07-01
Energia elétrica | Cama | Calefação,0.08,2022,RS,7,2022-07-01
Manutenção | Seguro | Funrural,0.04,2022,RS,7,2022-07-01
Transporte,0.09,2022,RS,7,2022-07-01
Outros,0.01,2022,RS,7,2022-07-01
Depreciação,0.14,2022,RS,7,2022-07-01
Custo de capital,0.11,2022,RS,7,2022-07-01
Total,6.07,2022,RS,7,2022-07-01
Ração,4.44,2022,RS,8,2022-08-01
Genética,0.98,2022,RS,8,2022-08-01
Mão de obra,0.2,2022,RS,8,2022-08-01
Sanidade,0.01,2022,RS,8,2022-08-01
Energia elétrica | Cama | Calefação,0.09,2022,RS,8,2022-08-01
Manutenção | Seguro | Funrural,0.05,2022,RS,8,2022-08-01
Transporte,0.08,2022,RS,8,2022-08-01
Outros,0.01,2022,RS,8,2022-08-01
Depreciação,0.14,2022,RS,8,2022-08-01
Custo de capital,0.11,2022,RS,8,2022-08-01
Total,6.11,2022,RS,8,2022-08-01
Ração,4.17,2022,RS,9,2022-09-01
Genética,1.02,2022,RS,9,2022-09-01
Mão de obra,0.2,2022,RS,9,2022-09-01
Sanidade,0.0,2022,RS,9,2022-09-01
Energia elétrica | Cama | Calefação,0.09,2022,RS,9,2022-09-01
Manutenção | Seguro | Funrural,0.05,2022,RS,9,2022-09-01
Transporte,0.08,2022,RS,9,2022-09-01
Outros,0.01,2022,RS,9,2022-09-01
Depreciação,0.14,2022,RS,9,2022-09-01
Custo de capital,0.11,2022,RS,9,2022-09-01
Total,5.88,2022,RS,9,2022-09-01
Ração,4.18,2022,RS,10,2022-10-01
Genética,1.01,2022,RS,10,2022-10-01
Mão de obra,0.2,2022,RS,10,2022-10-01
Sanidade,0.01,2022,RS,10,2022-10-01
Energia elétrica | Cama | Calefação,0.09,2022,RS,10,2022-10-01
Manutenção | Seguro | Funrural,0.04,2022,RS,10,2022-10-01
Transporte,0.07,2022,RS,10,2022-10-01
Outros,0.01,2022,RS,10,2022-10-01
Depreciação,0.14,2022,RS,10,2022-10-01
Custo de capital,0.11,2022,RS,10,2022-10-01
Total,5.87,2022,RS,10,2022-10-01
Ração,4.12,2022,RS,11,2022-11-01
Genética,1.06,2022,RS,11,2022-11-01
Mão de obra,0.24,2022,RS,11,2022-11-01
Sanidade,0.0,2022,RS,11,2022-11-01
Energia elétrica | Cama | Calefação,0.1,2022,RS,11,2022-11-01
Manutenção | Seguro | Funrural,0.04,2022,RS,11,2022-11-01
Transporte,0.08,2022,RS,11,2022-11-01
Outros,0.01,2022,RS,11,2022-11-01
Depreciação,0.14,2022,RS,11,2022-11-01
Custo de capital,0.11,2022,RS,11,2022-11-01
Total,5.91,2022,RS,11,2022-11-01
Ração,4.03,2022,RS,12,2022-12-01
Genética,1.07,2022,RS,12,2022-12-01
Mão de obra,0.23,2022,RS,12,2022-12-01
Sanidade,0.01,2022,RS,12,2022-12-01
Energia elétrica | Cama | Calefação,0.1,2022,RS,12,2022-12-01
Manutenção | Seguro | Funrural,0.04,2022,RS,12,2022-12-01
Transporte,0.07,2022,RS,12,2022-12-01
Outros,0.02,2022,RS,12,2022-12-01
Depreciação,0.14,2022,RS,12,2022-12-01
Custo de capital,0.11,2022,RS,12,2022-12-01
Total,5.82,2022,RS,12,2022-12-01
Ração,3.98,2022,SC,1,2022-01-01
Genética,0.75,2022,SC,1,2022-01-01
Mão de obra,0.19,2022,SC,1,2022-01-01
Sanidade,0.01,2022,SC,1,2022-01-01
Energia elétrica | Cama | Calefação,0.07,2022,SC,1,2022-01-01
Manutenção | Seguro | Funrural,0.03,2022,SC,1,2022-01-01
Transporte,0.18,2022,SC,1,2022-01-01
Outros,0.01,2022,SC,1,2022-01-01
Depreciação,0.1,2022,SC,1,2022-01-01
Custo de capital,0.1,2022,SC,1,2022-01-01
Total,5.41,2022,SC,1,2022-01-01
Ração,3.99,2022,SC,2,2022-02-01
Genética,0.75,2022,SC,2,2022-02-01
Mão de obra,0.19,2022,SC,2,2022-02-01
Sanidade,0.01,2022,SC,2,2022-02-01
Energia elétrica | Cama | Calefação,0.07,2022,SC,2,2022-02-01
Manutenção | Seguro | Funrural,0.03,2022,SC,2,2022-02-01
Transporte,0.18,2022,SC,2,2022-02-01
Outros,0.01,2022,SC,2,2022-02-01
Depreciação,0.1,2022,SC,2,2022-02-01
Custo de capital,0.1,2022,SC,2,2022-02-01
Total,5.45,2022,SC,2,2022-02-01
Ração,4.08,2022,SC,3,2022-03-01
Genética,0.77,2022,SC,3,2022-03-01
Mão de obra,0.19,2022,SC,3,2022-03-01
Sanidade,0.01,2022,SC,3,2022-03-01
Energia elétrica | Cama | Calefação,0.08,2022,SC,3,2022-03-01
Manutenção | Seguro | Funrural,0.04,2022,SC,3,2022-03-01
Transporte,0.19,2022,SC,3,2022-03-01
Outros,0.01,2022,SC,3,2022-03-01
Depreciação,0.11,2022,SC,3,2022-03-01
Custo de capital,0.1,2022,SC,3,2022-03-01
Total,5.56,2022,SC,3,2022-03-01
Ração,4.13,2022,SC,4,2022-04-01
Genética,0.79,2022,SC,4,2022-04-01
Mão de obra,0.17,2022,SC,4,2022-04-01
Sanidade,0.01,2022,SC,4,2022-04-01
Energia elétrica | Cama | Calefação,0.08,2022,SC,4,2022-04-01
Manutenção | Seguro | Funrural,0.04,2022,SC,4,2022-04-01
Transporte,0.19,2022,SC,4,2022-04-01
Outros,0.01,2022,SC,4,2022-04-01
Depreciação,0.11,2022,SC,4,2022-04-01
Custo de capital,0.1,2022,SC,4,2022-04-01
Total,5.6,2022,SC,4,2022-04-01
Ração,4.01,2022,SC,5,2022-05-01
Genética,0.93,2022,SC,5,2022-05-01
Mão de obra,0.17,2022,SC,5,2022-05-01
Sanidade,0.02,2022,SC,5,2022-05-01
Energia elétrica | Cama | Calefação,0.09,2022,SC,5,2022-05-01
Manutenção | Seguro | Funrural,0.04,2022,SC,5,2022-05-01
Transporte,0.19,2022,SC,5,2022-05-01
Outros,0.01,2022,SC,5,2022-05-01
Depreciação,0.11,2022,SC,5,2022-05-01
Custo de capital,0.1,2022,SC,5,2022-05-01
Total,5.66,2022,SC,5,2022-05-01
Ração,3.93,2022,SC,6,2022-06-01
Genética,0.98,2022,SC,6,2022-06-01
Mão de obra,0.17,2022,SC,6,2022-06-01
Sanidade,0.02,2022,SC,6,2022-06-01
Energia elétrica | Cama | Calefação,0.09,2022,SC,6,2022-06-01
Manutenção | Seguro | Funrural,0.04,2022,SC,6,2022-06-01
Transporte,0.2,2022,SC,6,2022-06-01
Outros,0.01,2022,SC,6,2022-06-01
Depreciação,0.11,2022,SC,6,2022-06-01
Custo de capital,0.1,2022,SC,6,2022-06-01
Total,5.65,2022,SC,6,2022-06-01
Ração,4.08,2022,SC,7,2022-07-01
Genética,1.02,2022,SC,7,2022-07-01
Mão de obra,0.18,2022,SC,7,2022-07-01
Sanidade,0.02,2022,SC,7,2022-07-01
Energia elétrica | Cama | Calefação,0.1,2022,SC,7,2022-07-01
Manutenção | Seguro | Funrural,0.05,2022,SC,7,2022-07-01
Transporte,0.1,2022,SC,7,2022-07-01
Outros,0.01,2022,SC,7,2022-07-01
Depreciação,0.13,2022,SC,7,2022-07-01
Custo de capital,0.12,2022,SC,7,2022-07-01
Total,5.8,2022,SC,7,2022-07-01
Ração,4.03,2022,SC,8,2022-08-01
Genética,1.05,2022,SC,8,2022-08-01
Mão de obra,0.17,2022,SC,8,2022-08-01
Sanidade,0.02,2022,SC,8,2022-08-01
Energia elétrica | Cama | Calefação,0.1,2022,SC,8,2022-08-01
Manutenção | Seguro | Funrural,0.05,2022,SC,8,2022-08-01
Transporte,0.1,2022,SC,8,2022-08-01
Outros,0.01,2022,SC,8,2022-08-01
Depreciação,0.13,2022,SC,8,2022-08-01
Custo de capital,0.12,2022,SC,8,2022-08-01
Total,5.78,2022,SC,8,2022-08-01
Ração,4.06,2022,SC,9,2022-09-01
Genética,1.09,2022,SC,9,2022-09-01
Mão de obra,0.18,2022,SC,9,2022-09-01
Sanidade,0.02,2022,SC,9,2022-09-01
Energia elétrica | Cama | Calefação,0.11,2022,SC,9,2022-09-01
Manutenção | Seguro | Funrural,0.05,2022,SC,9,2022-09-01
Transporte,0.09,2022,SC,9,2022-09-01
Outros,0.01,2022,SC,9,2022-09-01
Depreciação,0.13,2022,SC,9,2022-09-01
Custo de capital,0.12,2022,SC,9,2022-09-01
Total,5.85,2022,SC,9,2022-09-01
Ração,4.09,2022,SC,10,2022-10-01
Genética,1.08,2022,SC,10,2022-10-01
Mão de obra,0.17,2022,SC,10,2022-10-01
Sanidade,0.02,2022,SC,10,2022-10-01
Energia elétrica | Cama | Calefação,0.12,2022,SC,10,2022-10-01
Manutenção | Seguro | Funrural,0.04,2022,SC,10,2022-10-01
Transporte,0.09,2022,SC,10,2022-10-01
Outros,0.01,2022,SC,10,2022-10-01
Depreciação,0.12,2022,SC,10,2022-10-01
Custo de capital,0.12,2022,SC,10,2022-10-01
Total,5.86,2022,SC,10,2022-10-01
Ração,4.11,2022,SC,11,2022-11-01
Genética,1.07,2022,SC,11,2022-11-01
Mão de obra,0.2,2022,SC,11,2022-11-01
Sanidade,0.02,2022,SC,11,2022-11-01
Energia elétrica | Cama | Calefação,0.12,2022,SC,11,2022-11-01
Manutenção | Seguro | Funrural,0.04,2022,SC,11,2022-11-01
Transporte,0.09,2022,SC,11,2022-11-01
Outros,0.01,2022,SC,11,2022-11-01
Depreciação,0.12,2022,SC,11,2022-11-01
Custo de capital,0.12,2022,SC,11,2022-11-01
Total,5.91,2022,SC,11,2022-11-01
Ração,3.99,2022,SC,12,2022-12-01
Genética,1.02,2022,SC,12,2022-12-01
Mão de obra,0.21,2022,SC,12,2022-12-01
Sanidade,0.01,2022,SC,12,2022-12-01
Energia elétrica | Cama | Calefação,0.12,2022,SC,12,2022-12-01
Manutenção | Seguro | Funrural,0.04,2022,SC,12,2022-12-01
Transporte,0.09,2022,SC,12,2022-12-01
Outros,0.01,2022,SC,12,2022-12-01
Depreciação,0.13,2022,SC,12,2022-12-01
Custo de capital,0.12,2022,SC,12,2022-12-01
Total,5.75,2022,SC,12,2022-12-01
Ração,3.84,2023,PR,1,2023-01-01
Genética,0.76,2023,PR,1,2023-01-01
Mão de obra,0.18,2023,PR,1,2023-01-01
Sanidade,0.05,2023,PR,1,2023-01-01
Energia elétrica | Cama | Calefação,0.1,2023,PR,1,2023-01-01
Manutenção | Seguro | Funrural,0.04,2023,PR,1,2023-01-01
Transporte,0.07,2023,PR,1,2023-01-01
Outros,0.01,2023,PR,1,2023-01-01
Depreciação,0.12,2023,PR,1,2023-01-01
Custo de capital,0.18,2023,PR,1,2023-01-01
Total,5.34,2023,PR,1,2023-01-01
Ração,3.96,2023,PR,2,2023-02-01
Genética,0.72,2023,PR,2,2023-02-01
Mão de obra,0.19,2023,PR,2,2023-02-01
Sanidade,0.05,2023,PR,2,2023-02-01
Energia elétrica | Cama | Calefação,0.12,2023,PR,2,2023-02-01
Manutenção | Seguro | Funrural,0.04,2023,PR,2,2023-02-01
Transporte,0.07,2023,PR,2,2023-02-01
Outros,0.01,2023,PR,2,2023-02-01
Depreciação,0.12,2023,PR,2,2023-02-01
Custo de capital,0.19,2023,PR,2,2023-02-01
Total,5.47,2023,PR,2,2023-02-01
Ração,3.8,2023,PR,3,2023-03-01
Genética,0.72,2023,PR,3,2023-03-01
Mão de obra,0.19,2023,PR,3,2023-03-01
Sanidade,0.05,2023,PR,3,2023-03-01
Energia elétrica | Cama | Calefação,0.1,2023,PR,3,2023-03-01
Manutenção | Seguro | Funrural,0.04,2023,PR,3,2023-03-01
Transporte,0.07,2023,PR,3,2023-03-01
Outros,0.01,2023,PR,3,2023-03-01
Depreciação,0.12,2023,PR,3,2023-03-01
Custo de capital,0.19,2023,PR,3,2023-03-01
Total,5.3,2023,PR,3,2023-03-01
Ração,3.52,2023,PR,4,2023-04-01
Genética,0.7,2023,PR,4,2023-04-01
Mão de obra,0.19,2023,PR,4,2023-04-01
Sanidade,0.05,2023,PR,4,2023-04-01
Energia elétrica | Cama | Calefação,0.1,2023,PR,4,2023-04-01
Manutenção | Seguro | Funrural,0.04,2023,PR,4,2023-04-01
Transporte,0.08,2023,PR,4,2023-04-01
Outros,0.01,2023,PR,4,2023-04-01
Depreciação,0.12,2023,PR,4,2023-04-01
Custo de capital,0.18,2023,PR,4,2023-04-01
Total,4.98,2023,PR,4,2023-04-01
Ração,3.16,2023,PR,5,2023-05-01
Genética,0.69,2023,PR,5,2023-05-01
Mão de obra,0.19,2023,PR,5,2023-05-01
Sanidade,0.05,2023,PR,5,2023-05-01
Energia elétrica | Cama | Calefação,0.11,2023,PR,5,2023-05-01
Manutenção | Seguro | Funrural,0.04,2023,PR,5,2023-05-01
Transporte,0.07,2023,PR,5,2023-05-01
Outros,0.01,2023,PR,5,2023-05-01
Depreciação,0.11,2023,PR,5,2023-05-01
Custo de capital,0.19,2023,PR,5,2023-05-01
Total,4.61,2023,PR,5,2023-05-01
Ração,2.99,2023,PR,6,2023-06-01
Genética,0.71,2023,PR,6,2023-06-01
Mão de obra,0.19,2023,PR,6,2023-06-01
Sanidade,0.05,2023,PR,6,2023-06-01
Energia elétrica | Cama | Calefação,0.1,2023,PR,6,2023-06-01
Manutenção | Seguro | Funrural,0.04,2023,PR,6,2023-06-01
Transporte,0.07,2023,PR,6,2023-06-01
Outros,0.01,2023,PR,6,2023-06-01
Depreciação,0.11,2023,PR,6,2023-06-01
Custo de capital,0.2,2023,PR,6,2023-06-01
Total,4.47,2023,PR,6,2023-06-01
Ração,2.88,2023,PR,7,2023-07-01
Genética,0.68,2023,PR,7,2023-07-01
Mão de obra,0.18,2023,PR,7,2023-07-01
Sanidade,0.05,2023,PR,7,2023-07-01
Energia elétrica | Cama | Calefação,0.11,2023,PR,7,2023-07-01
Manutenção | Seguro | Funrural,0.04,2023,PR,7,2023-07-01
Transporte,0.07,2023,PR,7,2023-07-01
Outros,0.01,2023,PR,7,2023-07-01
Depreciação,0.11,2023,PR,7,2023-07-01
Custo de capital,0.2,2023,PR,7,2023-07-01
Total,4.33,2023,PR,7,2023-07-01
Ração,2.84,2023,PR,8,2023-08-01
Genética,0.67,2023,PR,8,2023-08-01
Mão de obra,0.18,2023,PR,8,2023-08-01
Sanidade,0.05,2023,PR,8,2023-08-01
Energia elétrica | Cama | Calefação,0.11,2023,PR,8,2023-08-01
Manutenção | Seguro | Funrural,0.04,2023,PR,8,2023-08-01
Transporte,0.07,2023,PR,8,2023-08-01
Outros,0.01,2023,PR,8,2023-08-01
Depreciação,0.11,2023,PR,8,2023-08-01
Custo de capital,0.2,2023,PR,8,2023-08-01
Total,4.26,2023,PR,8,2023-08-01
Ração,2.82,2023,PR,9,2023-09-01
Genética,0.65,2023,PR,9,2023-09-01
Mão de obra,0.18,2023,PR,9,2023-09-01
Sanidade,0.05,2023,PR,9,2023-09-01
Energia elétrica | Cama | Calefação,0.11,2023,PR,9,2023-09-01
Manutenção | Seguro | Funrural,0.04,2023,PR,9,2023-09-01
Transporte,0.07,2023,PR,9,2023-09-01
Outros,0.01,2023,PR,9,2023-09-01
Depreciação,0.11,2023,PR,9,2023-09-01
Custo de capital,0.19,2023,PR,9,2023-09-01
Total,4.22,2023,PR,9,2023-09-01
Ração,2.87,2023,PR,10,2023-10-01
Genética,0.63,2023,PR,10,2023-10-01
Mão de obra,0.18,2023,PR,10,2023-10-01
Sanidade,0.05,2023,PR,10,2023-10-01
Energia elétrica | Cama | Calefação,0.11,2023,PR,10,2023-10-01
Manutenção | Seguro | Funrural,0.04,2023,PR,10,2023-10-01
Transporte,0.07,2023,PR,10,2023-10-01
Outros,0.01,2023,PR,10,2023-10-01
Depreciação,0.11,2023,PR,10,2023-10-01
Custo de capital,0.19,2023,PR,10,2023-10-01
Total,4.27,2023,PR,10,2023-10-01
Ração,2.94,2023,PR,11,2023-11-01
Genética,0.64,2023,PR,11,2023-11-01
Mão de obra,0.18,2023,PR,11,2023-11-01
Sanidade,0.05,2023,PR,11,2023-11-01
Energia elétrica | Cama | Calefação,0.11,2023,PR,11,2023-11-01
Manutenção | Seguro | Funrural,0.04,2023,PR,11,2023-11-01
Transporte,0.08,2023,PR,11,2023-11-01
Outros,0.01,2023,PR,11,2023-11-01
Depreciação,0.11,2023,PR,11,2023-11-01
Custo de capital,0.18,2023,PR,11,2023-11-01
Total,4.35,2023,PR,11,2023-11-01
Ração,2.99,2023,PR,12,2023-12-01
Genética,0.66,2023,PR,12,2023-12-01
Mão de obra,0.18,2023,PR,12,2023-12-01
Sanidade,0.05,2023,PR,12,2023-12-01
Energia elétrica | Cama | Calefação,0.11,2023,PR,12,2023-12-01
Manutenção | Seguro | Funrural,0.04,2023,PR,12,2023-12-01
Transporte,0.08,2023,PR,12,2023-12-01
Outros,0.01,2023,PR,12,2023-12-01
Depreciação,0.11,2023,PR,12,2023-12-01
Custo de capital,0.18,2023,PR,12,2023-12-01
Total,4.41,2023,PR,12,2023-12-01
Ração,3.95,2023,RS,1,2023-01-01
Genética,0.94,2023,RS,1,2023-01-01
Mão de obra,0.18,2023,RS,1,2023-01-01
Sanidade,0.05,2023,RS,1,2023-01-01
Energia elétrica | Cama | Calefação,0.09,2023,RS,1,2023-01-01
Manutenção | Seguro | Funrural,0.04,2023,RS,1,2023-01-01
Transporte,0.05,2023,RS,1,2023-01-01
Outros,0.01,2023,RS,1,2023-01-01
Depreciação,0.12,2023,RS,1,2023-01-01
Custo de capital,0.18,2023,RS,1,2023-01-01
Total,5.61,2023,RS,1,2023-01-01
Ração,3.99,2023,RS,2,2023-02-01
Genética,0.91,2023,RS,2,2023-02-01
Mão de obra,0.18,2023,RS,2,2023-02-01
Sanidade,0.05,2023,RS,2,2023-02-01
Energia elétrica | Cama | Calefação,0.1,2023,RS,2,2023-02-01
Manutenção | Seguro | Funrural,0.04,2023,RS,2,2023-02-01
Transporte,0.05,2023,RS,2,2023-02-01
Outros,0.01,2023,RS,2,2023-02-01
Depreciação,0.12,2023,RS,2,2023-02-01
Custo de capital,0.19,2023,RS,2,2023-02-01
Total,5.64,2023,RS,2,2023-02-01
Ração,3.94,2023,RS,3,2023-03-01
Genética,0.89,2023,RS,3,2023-03-01
Mão de obra,0.18,2023,RS,3,2023-03-01
Sanidade,0.05,2023,RS,3,2023-03-01
Energia elétrica | Cama | Calefação,0.1,2023,RS,3,2023-03-01
Manutenção | Seguro | Funrural,0.04,2023,RS,3,2023-03-01
Transporte,0.05,2023,RS,3,2023-03-01
Outros,0.01,2023,RS,3,2023-03-01
Depreciação,0.12,2023,RS,3,2023-03-01
Custo de capital,0.19,2023,RS,3,2023-03-01
Total,5.57,2023,RS,3,2023-03-01
Ração,3.92,2023,RS,4,2023-04-01
Genética,0.9,2023,RS,4,2023-04-01
Mão de obra,0.18,2023,RS,4,2023-04-01
Sanidade,0.05,2023,RS,4,2023-04-01
Energia elétrica | Cama | Calefação,0.1,2023,RS,4,2023-04-01
Manutenção | Seguro | Funrural,0.04,2023,RS,4,2023-04-01
Transporte,0.07,2023,RS,4,2023-04-01
Outros,0.01,2023,RS,4,2023-04-01
Depreciação,0.12,2023,RS,4,2023-04-01
Custo de capital,0.18,2023,RS,4,2023-04-01
Total,5.57,2023,RS,4,2023-04-01
Ração,3.94,2023,RS,5,2023-05-01
Genética,0.86,2023,RS,5,2023-05-01
Mão de obra,0.19,2023,RS,5,2023-05-01
Sanidade,0.05,2023,RS,5,2023-05-01
Energia elétrica | Cama | Calefação,0.11,2023,RS,5,2023-05-01
Manutenção | Seguro | Funrural,0.04,2023,RS,5,2023-05-01
Transporte,0.07,2023,RS,5,2023-05-01
Outros,0.01,2023,RS,5,2023-05-01
Depreciação,0.11,2023,RS,5,2023-05-01
Custo de capital,0.2,2023,RS,5,2023-05-01
Total,5.57,2023,RS,5,2023-05-01
Ração,3.53,2023,RS,6,2023-06-01
Genética,0.83,2023,RS,6,2023-06-01
Mão de obra,0.19,2023,RS,6,2023-06-01
Sanidade,0.05,2023,RS,6,2023-06-01
Energia elétrica | Cama | Calefação,0.1,2023,RS,6,2023-06-01
Manutenção | Seguro | Funrural,0.04,2023,RS,6,2023-06-01
Transporte,0.06,2023,RS,6,2023-06-01
Outros,0.01,2023,RS,6,2023-06-01
Depreciação,0.11,2023,RS,6,2023-06-01
Custo de capital,0.21,2023,RS,6,2023-06-01
Total,5.12,2023,RS,6,2023-06-01
Ração,3.35,2023,RS,7,2023-07-01
Genética,0.78,2023,RS,7,2023-07-01
Mão de obra,0.18,2023,RS,7,2023-07-01
Sanidade,0.05,2023,RS,7,2023-07-01
Energia elétrica | Cama | Calefação,0.1,2023,RS,7,2023-07-01
Manutenção | Seguro | Funrural,0.04,2023,RS,7,2023-07-01
Transporte,0.06,2023,RS,7,2023-07-01
Outros,0.01,2023,RS,7,2023-07-01
Depreciação,0.11,2023,RS,7,2023-07-01
Custo de capital,0.21,2023,RS,7,2023-07-01
Total,4.9,2023,RS,7,2023-07-01
Ração,3.35,2023,RS,8,2023-08-01
Genética,0.78,2023,RS,8,2023-08-01
Mão de obra,0.18,2023,RS,8,2023-08-01
Sanidade,0.05,2023,RS,8,2023-08-01
Energia elétrica | Cama | Calefação,0.1,2023,RS,8,2023-08-01
Manutenção | Seguro | Funrural,0.04,2023,RS,8,2023-08-01
Transporte,0.06,2023,RS,8,2023-08-01
Outros,0.01,2023,RS,8,2023-08-01
Depreciação,0.11,2023,RS,8,2023-08-01
Custo de capital,0.21,2023,RS,8,2023-08-01
Total,4.9,2023,RS,8,2023-08-01
Ração,3.36,2023,RS,9,2023-09-01
Genética,0.78,2023,RS,9,2023-09-01
Mão de obra,0.18,2023,RS,9,2023-09-01
Sanidade,0.05,2023,RS,9,2023-09-01
Energia elétrica | Cama | Calefação,0.11,2023,RS,9,2023-09-01
Manutenção | Seguro | Funrural,0.04,2023,RS,9,2023-09-01
Transporte,0.06,2023,RS,9,2023-09-01
Outros,0.01,2023,RS,9,2023-09-01
Depreciação,0.11,2023,RS,9,2023-09-01
Custo de capital,0.2,2023,RS,9,2023-09-01
Total,4.91,2023,RS,9,2023-09-01
Ração,3.26,2023,RS,10,2023-10-01
Genética,0.73,2023,RS,10,2023-10-01
Mão de obra,0.18,2023,RS,10,2023-10-01
Sanidade,0.05,2023,RS,10,2023-10-01
Energia elétrica | Cama | Calefação,0.11,2023,RS,10,2023-10-01
Manutenção | Seguro | Funrural,0.04,2023,RS,10,2023-10-01
Transporte,0.06,2023,RS,10,2023-10-01
Outros,0.01,2023,RS,10,2023-10-01
Depreciação,0.11,2023,RS,10,2023-10-01
Custo de capital,0.2,2023,RS,10,2023-10-01
Total,4.75,2023,RS,10,2023-10-01
Ração,3.07,2023,RS,11,2023-11-01
Genética,0.73,2023,RS,11,2023-11-01
Mão de obra,0.18,2023,RS,11,2023-11-01
Sanidade,0.05,2023,RS,11,2023-11-01
Energia elétrica | Cama | Calefação,0.11,2023,RS,11,2023-11-01
Manutenção | Seguro | Funrural,0.04,2023,RS,11,2023-11-01
Transporte,0.06,2023,RS,11,2023-11-01
Outros,0.01,2023,RS,11,2023-11-01
Depreciação,0.11,2023,RS,11,2023-11-01
Custo de capital,0.18,2023,RS,11,2023-11-01
Total,4.55,2023,RS,11,2023-11-01
Ração,3.09,2023,RS,12,2023-12-01
Genética,0.74,2023,RS,12,2023-12-01
