CostName,R$_kg,Year,State,Month,Date
Genética,0.34,2012,GO,4,2012-04-01
Mão de obra,0.08,2012,GO,4,2012-04-01
Sanidade,0.0,2012,GO,4,2012-04-01
Energia elétrica | Cama | Calefação,0.05,2012,GO,4,2012-04-01
Manutenção | Seguro | Funrural,0.02,2012,GO,4,2012-04-01
Transporte,0.1,2012,GO,4,2012-04-01
Outros,0.0,2012,GO,4,2012-04-01
Depreciação,0.05,2012,GO,4,2012-04-01
Custo de capital,0.04,2012,GO,4,2012-04-01
Total,1.95,2012,GO,4,2012-04-01
Ração,1.29,2012,GO,5,2012-05-01
Genética,0.33,2012,GO,5,2012-05-01
Mão de obra,0.08,2012,GO,5,2012-05-01
Sanidade,0.0,2012,GO,5,2012-05-01
Energia elétrica | Cama | Calefação,0.05,2012,GO,5,2012-05-01
Manutenção | Seguro | Funrural,0.02,2012,GO,5,2012-05-01
Transporte,0.1,2012,GO,5,2012-05-01
Outros,0.0,2012,GO,5,2012-05-01
Depreciação,0.05,2012,GO,5,2012-05-01
Custo de capital,0.04,2012,GO,5,2012-05-01
Total,1.96,2012,GO,5,2012-05-01
Ração,1.36,2012,GO,6,2012-06-01
Genética,0.37,2012,GO,6,2012-06-01
Mão de obra,0.08,2012,GO,6,2012-06-01
Sanidade,0.0,2012,GO,6,2012-06-01
Energia elétrica | Cama | Calefação,0.04,2012,GO,6,2012-06-01
Manutenção | Seguro | Funrural,0.02,2012,GO,6,2012-06-01
Transporte,0.1,2012,GO,6,2012-06-01
Outros,0.0,2012,GO,6,2012-06-01
Depreciação,0.05,2012,GO,6,2012-06-01
Custo de capital,0.04,2012,GO,6,2012-06-01
Total,2.07,2012,GO,6,2012-06-01
Ração,1.57,2012,GO,7,2012-07-01
Genética,0.37,2012,GO,7,2012-07-01
Mão de obra,0.08,2012,GO,7,2012-07-01
Sanidade,0.0,2012,GO,7,2012-07-01
Energia elétrica | Cama | Calefação,0.05,2012,GO,7,2012-07-01
Manutenção | Seguro | Funrural,0.02,2012,GO,7,2012-07-01
Transporte,0.1,2012,GO,7,2012-07-01
Outros,0.0,2012,GO,7,2012-07-01
Depreciação,0.05,2012,GO,7,2012-07-01
Custo de capital,0.04,2012,GO,7,2012-07-01
Total,2.29,2012,GO,7,2012-07-01
Ração,1.61,2012,GO,8,2012-08-01
Genética,0.34,2012,GO,8,2012-08-01
Mão de obra,0.08,2012,GO,8,2012-08-01
Sanidade,0.0,2012,GO,8,2012-08-01
Energia elétrica | Cama | Calefação,0.05,2012,GO,8,2012-08-01
Manutenção | Seguro | Funrural,0.02,2012,GO,8,2012-08-01
Transporte,0.11,2012,GO,8,2012-08-01
Outros,0.0,2012,GO,8,2012-08-01
Depreciação,0.05,2012,GO,8,2012-08-01
Custo de capital,0.04,2012,GO,8,2012-08-01
Total,2.3,2012,GO,8,2012-08-01
Ração,1.64,2012,GO,9,2012-09-01
Genética,0.31,2012,GO,9,2012-09-01
Mão de obra,0.08,2012,GO,9,2012-09-01
Sanidade,0.0,2012,GO,9,2012-09-01
Energia elétrica | Cama | Calefação,0.05,2012,GO,9,2012-09-01
Manutenção | Seguro | Funrural,0.02,2012,GO,9,2012-09-01
Transporte,0.11,2012,GO,9,2012-09-01
Outros,0.0,2012,GO,9,2012-09-01
Depreciação,0.05,2012,GO,9,2012-09-01
Custo de capital,0.04,2012,GO,9,2012-09-01
Total,2.31,2012,GO,9,2012-09-01
Ração,1.61,2012,GO,10,2012-10-01
Genética,0.32,2012,GO,10,2012-10-01
Mão de obra,0.08,2012,GO,10,2012-10-01
Sanidade,0.0,2012,GO,10,2012-10-01
Energia elétrica | Cama | Calefação,0.05,2012,GO,10,2012-10-01
Manutenção | Seguro | Funrural,0.02,2012,GO,10,2012-10-01
Transporte,0.11,2012,GO,10,2012-10-01
Outros,0.0,2012,GO,10,2012-10-01
Depreciação,0.05,2012,GO,10,2012-10-01
Custo de capital,0.04,2012,GO,10,2012-10-01
Total,2.29,2012,GO,10,2012-10-01
Ração,1.64,2012,GO,11,2012-11-01
Genética,0.32,2012,GO,11,2012-11-01
Mão de obra,0.08,2012,GO,11,2012-11-01
Sanidade,0.0,2012,GO,11,2012-11-01
Energia elétrica | Cama | Calefação,0.05,2012,GO,11,2012-11-01
Manutenção | Seguro | Funrural,0.02,2012,GO,11,2012-11-01
Transporte,0.11,2012,GO,11,2012-11-01
Outros,0.0,2012,GO,11,2012-11-01
Depreciação,0.05,2012,GO,11,2012-11-01
Custo de capital,0.04,2012,GO,11,2012-11-01
Total,2.31,2012,GO,11,2012-11-01
Ração,1.65,2012,GO,12,2012-12-01
Genética,0.32,2012,GO,12,2012-12-01
Mão de obra,0.08,2012,GO,12,2012-12-01
Sanidade,0.0,2012,GO,12,2012-12-01
Energia elétrica | Cama | Calefação,0.05,2012,GO,12,2012-12-01
Manutenção | Seguro | Funrural,0.02,2012,GO,12,2012-12-01
Transporte,0.11,2012,GO,12,2012-12-01
Outros,0.0,2012,GO,12,2012-12-01
Depreciação,0.05,2012,GO,12,2012-12-01
Custo de capital,0.04,2012,GO,12,2012-12-01
Total,2.33,2012,GO,12,2012-12-01
Ração,1.16,2012,RS,1,2012-01-01
Genética,0.24,2012,RS,1,2012-01-01
Mão de obra,0.11,2012,RS,1,2012-01-01
Sanidade,0.0,2012,RS,1,2012-01-01
Energia elétrica | Cama | Calefação,0.04,2012,RS,1,2012-01-01
Manutenção | Seguro | Funrural,0.01,2012,RS,1,2012-01-01
Transporte,0.1,2012,RS,1,2012-01-01
Outros,0.01,2012,RS,1,2012-01-01
Depreciação,0.05,2012,RS,1,2012-01-01
Custo de capital,0.04,2012,RS,1,2012-01-01
Total,1.77,2012,RS,1,2012-01-01
Ração,1.22,2012,RS,2,2012-02-01
Genética,0.24,2012,RS,2,2012-02-01
Mão de obra,0.11,2012,RS,2,2012-02-01
Sanidade,0.0,2012,RS,2,2012-02-01
Energia elétrica | Cama | Calefação,0.04,2012,RS,2,2012-02-01
Manutenção | Seguro | Funrural,0.01,2012,RS,2,2012-02-01
Transporte,0.1,2012,RS,2,2012-02-01
Outros,0.01,2012,RS,2,2012-02-01
Depreciação,0.05,2012,RS,2,2012-02-01
Custo de capital,0.04,2012,RS,2,2012-02-01
Total,1.83,2012,RS,2,2012-02-01
Ração,1.32,2012,RS,3,2012-03-01
Genética,0.24,2012,RS,3,2012-03-01
Mão de obra,0.12,2012,RS,3,2012-03-01
Sanidade,0.0,2012,RS,3,2012-03-01
Energia elétrica | Cama | Calefação,0.04,2012,RS,3,2012-03-01
Manutenção | Seguro | Funrural,0.01,2012,RS,3,2012-03-01
Transporte,0.1,2012,RS,3,2012-03-01
Outros,0.01,2012,RS,3,2012-03-01
Depreciação,0.05,2012,RS,3,2012-03-01
Custo de capital,0.04,2012,RS,3,2012-03-01
Total,1.93,2012,RS,3,2012-03-01
Ração,1.27,2012,RS,4,2012-04-01
Genética,0.24,2012,RS,4,2012-04-01
Mão de obra,0.12,2012,RS,4,2012-04-01
Sanidade,0.0,2012,RS,4,2012-04-01
Energia elétrica | Cama | Calefação,0.04,2012,RS,4,2012-04-01
Manutenção | Seguro | Funrural,0.02,2012,RS,4,2012-04-01
Transporte,0.04,2012,RS,4,2012-04-01
Outros,0.01,2012,RS,4,2012-04-01
Depreciação,0.05,2012,RS,4,2012-04-01
Custo de capital,0.04,2012,RS,4,2012-04-01
Total,1.83,2012,RS,4,2012-04-01
Ração,1.25,2012,RS,5,2012-05-01
Genética,0.24,2012,RS,5,2012-05-01
Mão de obra,0.12,2012,RS,5,2012-05-01
Sanidade,0.0,2012,RS,5,2012-05-01
Energia elétrica | Cama | Calefação,0.04,2012,RS,5,2012-05-01
Manutenção | Seguro | Funrural,0.02,2012,RS,5,2012-05-01
Transporte,0.04,2012,RS,5,2012-05-01
Outros,0.01,2012,RS,5,2012-05-01
Depreciação,0.05,2012,RS,5,2012-05-01
Custo de capital,0.04,2012,RS,5,2012-05-01
Total,1.8,2012,RS,5,2012-05-01
Ração,1.29,2012,RS,6,2012-06-01
Genética,0.26,2012,RS,6,2012-06-01
Mão de obra,0.12,2012,RS,6,2012-06-01
Sanidade,0.0,2012,RS,6,2012-06-01
Energia elétrica | Cama | Calefação,0.04,2012,RS,6,2012-06-01
Manutenção | Seguro | Funrural,0.02,2012,RS,6,2012-06-01
Transporte,0.04,2012,RS,6,2012-06-01
Outros,0.01,2012,RS,6,2012-06-01
Depreciação,0.05,2012,RS,6,2012-06-01
Custo de capital,0.04,2012,RS,6,2012-06-01
Total,1.86,2012,RS,6,2012-06-01
Ração,1.58,2012,RS,7,2012-07-01
Genética,0.24,2012,RS,7,2012-07-01
Mão de obra,0.12,2012,RS,7,2012-07-01
Sanidade,0.0,2012,RS,7,2012-07-01
Energia elétrica | Cama | Calefação,0.04,2012,RS,7,2012-07-01
Manutenção | Seguro | Funrural,0.02,2012,RS,7,2012-07-01
Transporte,0.08,2012,RS,7,2012-07-01
Outros,0.01,2012,RS,7,2012-07-01
Depreciação,0.05,2012,RS,7,2012-07-01
Custo de capital,0.04,2012,RS,7,2012-07-01
Total,2.17,2012,RS,7,2012-07-01
Ração,1.68,2012,RS,8,2012-08-01
Genética,0.26,2012,RS,8,2012-08-01
Mão de obra,0.12,2012,RS,8,2012-08-01
Sanidade,0.0,2012,RS,8,2012-08-01
Energia elétrica | Cama | Calefação,0.04,2012,RS,8,2012-08-01
Manutenção | Seguro | Funrural,0.01,2012,RS,8,2012-08-01
Transporte,0.08,2012,RS,8,2012-08-01
Outros,0.01,2012,RS,8,2012-08-01
Depreciação,0.05,2012,RS,8,2012-08-01
Custo de capital,0.04,2012,RS,8,2012-08-01
Total,2.3,2012,RS,8,2012-08-01
Ração,1.71,2012,RS,9,2012-09-01
Genética,0.26,2012,RS,9,2012-09-01
Mão de obra,0.12,2012,RS,9,2012-09-01
Sanidade,0.0,2012,RS,9,2012-09-01
Energia elétrica | Cama | Calefação,0.04,2012,RS,9,2012-09-01
Manutenção | Seguro | Funrural,0.01,2012,RS,9,2012-09-01
Transporte,0.08,2012,RS,9,2012-09-01
Outros,0.01,2012,RS,9,2012-09-01
Depreciação,0.05,2012,RS,9,2012-09-01
Custo de capital,0.04,2012,RS,9,2012-09-01
Total,2.33,2012,RS,9,2012-09-01
Ração,1.65,2012,RS,10,2012-10-01
Genética,0.26,2012,RS,10,2012-10-01
Mão de obra,0.12,2012,RS,10,2012-10-01
Sanidade,0.0,2012,RS,10,2012-10-01
Energia elétrica | Cama | Calefação,0.04,2012,RS,10,2012-10-01
Manutenção | Seguro | Funrural,0.01,2012,RS,10,2012-10-01
Transporte,0.08,2012,RS,10,2012-10-01
Outros,0.01,2012,RS,10,2012-10-01
Depreciação,0.05,2012,RS,10,2012-10-01
Custo de capital,0.04,2012,RS,10,2012-10-01
Total,2.26,2012,RS,10,2012-10-01
Ração,1.58,2012,RS,11,2012-11-01
Genética,0.26,2012,RS,11,2012-11-01
Mão de obra,0.12,2012,RS,11,2012-11-01
Sanidade,0.0,2012,RS,11,2012-11-01
Energia elétrica | Cama | Calefação,0.04,2012,RS,11,2012-11-01
Manutenção | Seguro | Funrural,0.01,2012,RS,11,2012-11-01
Transporte,0.08,2012,RS,11,2012-11-01
Outros,0.01,2012,RS,11,2012-11-01
Depreciação,0.05,2012,RS,11,2012-11-01
Custo de capital,0.04,2012,RS,11,2012-11-01
Total,2.19,2012,RS,11,2012-11-01
Ração,1.66,2012,RS,12,2012-12-01
Genética,0.26,2012,RS,12,2012-12-01
Mão de obra,0.12,2012,RS,12,2012-12-01
Sanidade,0.0,2012,RS,12,2012-12-01
Energia elétrica | Cama | Calefação,0.04,2012,RS,12,2012-12-01
Manutenção | Seguro | Funrural,0.01,2012,RS,12,2012-12-01
Transporte,0.08,2012,RS,12,2012-12-01
Outros,0.01,2012,RS,12,2012-12-01
Depreciação,0.05,2012,RS,12,2012-12-01
Custo de capital,0.04,2012,RS,12,2012-12-01
Total,2.27,2012,RS,12,2012-12-01
Ração,1.19,2012,MS,1,2012-01-01
Genética,0.18,2012,MS,1,2012-01-01
Mão de obra,0.12,2012,MS,1,2012-01-01
Sanidade,0.0,2012,MS,1,2012-01-01
Energia elétrica | Cama | Calefação,0.07,2012,MS,1,2012-01-01
Manutenção | Seguro | Funrural,0.01,2012,MS,1,2012-01-01
Transporte,0.08,2012,MS,1,2012-01-01
Outros,0.01,2012,MS,1,2012-01-01
Depreciação,0.04,2012,MS,1,2012-01-01
Custo de capital,0.04,2012,MS,1,2012-01-01
Total,1.74,2012,MS,1,2012-01-01
Ração,1.19,2012,MS,2,2012-02-01
Genética,0.18,2012,MS,2,2012-02-01
Mão de obra,0.12,2012,MS,2,2012-02-01
Sanidade,0.0,2012,MS,2,2012-02-01
Energia elétrica | Cama | Calefação,0.06,2012,MS,2,2012-02-01
Manutenção | Seguro | Funrural,0.01,2012,MS,2,2012-02-01
Transporte,0.08,2012,MS,2,2012-02-01
Outros,0.01,2012,MS,2,2012-02-01
Depreciação,0.04,2012,MS,2,2012-02-01
Custo de capital,0.04,2012,MS,2,2012-02-01
Total,1.74,2012,MS,2,2012-02-01
Ração,1.26,2012,MS,3,2012-03-01
Genética,0.18,2012,MS,3,2012-03-01
Mão de obra,0.12,2012,MS,3,2012-03-01
Sanidade,0.0,2012,MS,3,2012-03-01
Energia elétrica | Cama | Calefação,0.06,2012,MS,3,2012-03-01
Manutenção | Seguro | Funrural,0.01,2012,MS,3,2012-03-01
Transporte,0.08,2012,MS,3,2012-03-01
Outros,0.0,2012,MS,3,2012-03-01
Depreciação,0.04,2012,MS,3,2012-03-01
Custo de capital,0.04,2012,MS,3,2012-03-01
Total,1.81,2012,MS,3,2012-03-01
Ração,1.34,2012,MS,4,2012-04-01
Genética,0.18,2012,MS,4,2012-04-01
Mão de obra,0.12,2012,MS,4,2012-04-01
Sanidade,0.0,2012,MS,4,2012-04-01
Energia elétrica | Cama | Calefação,0.06,2012,MS,4,2012-04-01
Manutenção | Seguro | Funrural,0.01,2012,MS,4,2012-04-01
Transporte,0.08,2012,MS,4,2012-04-01
Outros,0.0,2012,MS,4,2012-04-01
Depreciação,0.04,2012,MS,4,2012-04-01
Custo de capital,0.04,2012,MS,4,2012-04-01
Total,1.89,2012,MS,4,2012-04-01
Ração,1.31,2012,MS,5,2012-05-01
Genética,0.19,2012,MS,5,2012-05-01
Mão de obra,0.12,2012,MS,5,2012-05-01
Sanidade,0.0,2012,MS,5,2012-05-01
Energia elétrica | Cama | Calefação,0.06,2012,MS,5,2012-05-01
Manutenção | Seguro | Funrural,0.01,2012,MS,5,2012-05-01
Transporte,0.08,2012,MS,5,2012-05-01
Outros,0.0,2012,MS,5,2012-05-01
Depreciação,0.04,2012,MS,5,2012-05-01
Custo de capital,0.04,2012,MS,5,2012-05-01
Total,1.86,2012,MS,5,2012-05-01
Ração,1.28,2012,MS,6,2012-06-01
Genética,0.19,2012,MS,6,2012-06-01
Mão de obra,0.12,2012,MS,6,2012-06-01
Sanidade,0.0,2012,MS,6,2012-06-01
Energia elétrica | Cama | Calefação,0.06,2012,MS,6,2012-06-01
Manutenção | Seguro | Funrural,0.01,2012,MS,6,2012-06-01
Transporte,0.08,2012,MS,6,2012-06-01
Outros,0.01,2012,MS,6,2012-06-01
Depreciação,0.04,2012,MS,6,2012-06-01
Custo de capital,0.04,2012,MS,6,2012-06-01
Total,1.83,2012,MS,6,2012-06-01
Ração,1.46,2012,MS,7,2012-07-01
Genética,0.19,2012,MS,7,2012-07-01
Mão de obra,0.12,2012,MS,7,2012-07-01
Sanidade,0.01,2012,MS,7,2012-07-01
Energia elétrica | Cama | Calefação,0.06,2012,MS,7,2012-07-01
Manutenção | Seguro | Funrural,0.01,2012,MS,7,2012-07-01
Transporte,0.09,2012,MS,7,2012-07-01
Outros,0.01,2012,MS,7,2012-07-01
Depreciação,0.04,2012,MS,7,2012-07-01
Custo de capital,0.04,2012,MS,7,2012-07-01
Total,2.02,2012,MS,7,2012-07-01
Ração,1.78,2012,MS,8,2012-08-01
Genética,0.19,2012,MS,8,2012-08-01
Mão de obra,0.12,2012,MS,8,2012-08-01
Sanidade,0.01,2012,MS,8,2012-08-01
Energia elétrica | Cama | Calefação,0.06,2012,MS,8,2012-08-01
Manutenção | Seguro | Funrural,0.01,2012,MS,8,2012-08-01
Transporte,0.09,2012,MS,8,2012-08-01
Outros,0.0,2012,MS,8,2012-08-01
Depreciação,0.04,2012,MS,8,2012-08-01
Custo de capital,0.04,2012,MS,8,2012-08-01
Total,2.33,2012,MS,8,2012-08-01
Ração,1.56,2012,MS,9,2012-09-01
Genética,0.19,2012,MS,9,2012-09-01
Mão de obra,0.12,2012,MS,9,2012-09-01
Sanidade,0.01,2012,MS,9,2012-09-01
Energia elétrica | Cama | Calefação,0.06,2012,MS,9,2012-09-01
Manutenção | Seguro | Funrural,0.01,2012,MS,9,2012-09-01
Transporte,0.09,2012,MS,9,2012-09-01
Outros,0.0,2012,MS,9,2012-09-01
Depreciação,0.04,2012,MS,9,2012-09-01
Custo de capital,0.04,2012,MS,9,2012-09-01
Total,2.12,2012,MS,9,2012-09-01
Ração,1.59,2012,MS,10,2012-10-01
Genética,0.19,2012,MS,10,2012-10-01
Mão de obra,0.12,2012,MS,10,2012-10-01
Sanidade,0.01,2012,MS,10,2012-10-01
Energia elétrica | Cama | Calefação,0.06,2012,MS,10,2012-10-01
Manutenção | Seguro | Funrural,0.02,2012,MS,10,2012-10-01
Transporte,0.09,2012,MS,10,2012-10-01
Outros,0.01,2012,MS,10,2012-10-01
Depreciação,0.04,2012,MS,10,2012-10-01
Custo de capital,0.04,2012,MS,10,2012-10-01
Total,2.16,2012,MS,10,2012-10-01
Ração,1.53,2012,MS,11,2012-11-01
Genética,0.19,2012,MS,11,2012-11-01
Mão de obra,0.12,2012,MS,11,2012-11-01
Sanidade,0.01,2012,MS,11,2012-11-01
Energia elétrica | Cama | Calefação,0.06,2012,MS,11,2012-11-01
Manutenção | Seguro | Funrural,0.02,2012,MS,11,2012-11-01
Transporte,0.09,2012,MS,11,2012-11-01
Outros,0.01,2012,MS,11,2012-11-01
Depreciação,0.04,2012,MS,11,2012-11-01
Custo de capital,0.04,2012,MS,11,2012-11-01
Total,2.09,2012,MS,11,2012-11-01
Ração,1.56,2012,MS,12,2012-12-01
Genética,0.19,2012,MS,12,2012-12-01
Mão de obra,0.12,2012,MS,12,2012-12-01
Sanidade,0.0,2012,MS,12,2012-12-01
Energia elétrica | Cama | Calefação,0.06,2012,MS,12,2012-12-01
Manutenção | Seguro | Funrural,0.02,2012,MS,12,2012-12-01
Transporte,0.09,2012,MS,12,2012-12-01
Outros,0.01,2012,MS,12,2012-12-01
Depreciação,0.04,2012,MS,12,2012-12-01
Custo de capital,0.04,2012,MS,12,2012-12-01
Total,2.13,2012,MS,12,2012-12-01
Ração,1.19,2012,PR,1,2012-01-01
Genética,0.29,2012,PR,1,2012-01-01
Mão de obra,0.11,2012,PR,1,2012-01-01
Sanidade,0.0,2012,PR,1,2012-01-01
Energia elétrica | Cama | Calefação,0.04,2012,PR,1,2012-01-01
Manutenção | Seguro | Funrural,0.01,2012,PR,1,2012-01-01
Transporte,0.04,2012,PR,1,2012-01-01
Outros,0.0,2012,PR,1,2012-01-01
Depreciação,0.04,2012,PR,1,2012-01-01
Custo de capital,0.03,2012,PR,1,2012-01-01
Total,1.78,2012,PR,1,2012-01-01
Ração,1.16,2012,PR,2,2012-02-01
Genética,0.3,2012,PR,2,2012-02-01
Mão de obra,0.11,2012,PR,2,2012-02-01
Sanidade,0.0,2012,PR,2,2012-02-01
Energia elétrica | Cama | Calefação,0.04,2012,PR,2,2012-02-01
Manutenção | Seguro | Funrural,0.01,2012,PR,2,2012-02-01
Transporte,0.04,2012,PR,2,2012-02-01
Outros,0.0,2012,PR,2,2012-02-01
Depreciação,0.04,2012,PR,2,2012-02-01
Custo de capital,0.03,2012,PR,2,2012-02-01
Total,1.76,2012,PR,2,2012-02-01
Ração,1.27,2012,PR,3,2012-03-01
Genética,0.28,2012,PR,3,2012-03-01
Mão de obra,0.11,2012,PR,3,2012-03-01
Sanidade,0.0,2012,PR,3,2012-03-01
Energia elétrica | Cama | Calefação,0.04,2012,PR,3,2012-03-01
Manutenção | Seguro | Funrural,0.01,2012,PR,3,2012-03-01
Transporte,0.04,2012,PR,3,2012-03-01
Outros,0.0,2012,PR,3,2012-03-01
Depreciação,0.04,2012,PR,3,2012-03-01
Custo de capital,0.03,2012,PR,3,2012-03-01
Total,1.84,2012,PR,3,2012-03-01
Ração,1.29,2012,PR,4,2012-04-01
Genética,0.3,2012,PR,4,2012-04-01
Mão de obra,0.11,2012,PR,4,2012-04-01
Sanidade,0.0,2012,PR,4,2012-04-01
Energia elétrica | Cama | Calefação,0.04,2012,PR,4,2012-04-01
Manutenção | Seguro | Funrural,0.01,2012,PR,4,2012-04-01
Transporte,0.04,2012,PR,4,2012-04-01
Outros,0.0,2012,PR,4,2012-04-01
Depreciação,0.05,2012,PR,4,2012-04-01
Custo de capital,0.03,2012,PR,4,2012-04-01
Total,1.89,2012,PR,4,2012-04-01
Ração,1.28,2012,PR,5,2012-05-01
Genética,0.26,2012,PR,5,2012-05-01
Mão de obra,0.12,2012,PR,5,2012-05-01
Sanidade,0.0,2012,PR,5,2012-05-01
Energia elétrica | Cama | Calefação,0.04,2012,PR,5,2012-05-01
Manutenção | Seguro | Funrural,0.01,2012,PR,5,2012-05-01
Transporte,0.05,2012,PR,5,2012-05-01
Outros,0.0,2012,PR,5,2012-05-01
Depreciação,0.05,2012,PR,5,2012-05-01
Custo de capital,0.03,2012,PR,5,2012-05-01
Total,1.84,2012,PR,5,2012-05-01
Ração,1.27,2012,PR,6,2012-06-01
Genética,0.26,2012,PR,6,2012-06-01
Mão de obra,0.12,2012,PR,6,2012-06-01
Sanidade,0.0,2012,PR,6,2012-06-01
Energia elétrica | Cama | Calefação,0.04,2012,PR,6,2012-06-01
Manutenção | Seguro | Funrural,0.01,2012,PR,6,2012-06-01
Transporte,0.05,2012,PR,6,2012-06-01
Outros,0.0,2012,PR,6,2012-06-01
Depreciação,0.05,2012,PR,6,2012-06-01
Custo de capital,0.03,2012,PR,6,2012-06-01
Total,1.84,2012,PR,6,2012-06-01
Ração,1.5,2012,PR,7,2012-07-01
Genética,0.29,2012,PR,7,2012-07-01
Mão de obra,0.12,2012,PR,7,2012-07-01
Sanidade,0.0,2012,PR,7,2012-07-01
Energia elétrica | Cama | Calefação,0.04,2012,PR,7,2012-07-01
Manutenção | Seguro | Funrural,0.01,2012,PR,7,2012-07-01
Transporte,0.05,2012,PR,7,2012-07-01
Outros,0.0,2012,PR,7,2012-07-01
Depreciação,0.05,2012,PR,7,2012-07-01
Custo de capital,0.04,2012,PR,7,2012-07-01
Total,2.11,2012,PR,7,2012-07-01
Ração,1.76,2012,PR,8,2012-08-01
Genética,0.3,2012,PR,8,2012-08-01
Mão de obra,0.12,2012,PR,8,2012-08-01
Sanidade,0.0,2012,PR,8,2012-08-01
Energia elétrica | Cama | Calefação,0.04,2012,PR,8,2012-08-01
Manutenção | Seguro | Funrural,0.01,2012,PR,8,2012-08-01
Transporte,0.05,2012,PR,8,2012-08-01
Outros,0.0,2012,PR,8,2012-08-01
Depreciação,0.05,2012,PR,8,2012-08-01
Custo de capital,0.04,2012,PR,8,2012-08-01
Total,2.37,2012,PR,8,2012-08-01
Ração,1.77,2012,PR,9,2012-09-01
Genética,0.3,2012,PR,9,2012-09-01
Mão de obra,0.12,2012,PR,9,2012-09-01
Sanidade,0.0,2012,PR,9,2012-09-01
Energia elétrica | Cama | Calefação,0.04,2012,PR,9,2012-09-01
Manutenção | Seguro | Funrural,0.01,2012,PR,9,2012-09-01
Transporte,0.05,2012,PR,9,2012-09-01
Outros,0.0,2012,PR,9,2012-09-01
Depreciação,0.05,2012,PR,9,2012-09-01
Custo de capital,0.04,2012,PR,9,2012-09-01
Total,2.38,2012,PR,9,2012-09-01
Ração,1.67,2012,PR,10,2012-10-01
Genética,0.26,2012,PR,10,2012-10-01
Mão de obra,0.12,2012,PR,10,2012-10-01
Sanidade,0.0,2012,PR,10,2012-10-01
Energia elétrica | Cama | Calefação,0.04,2012,PR,10,2012-10-01
Manutenção | Seguro | Funrural,0.01,2012,PR,10,2012-10-01
Transporte,0.05,2012,PR,10,2012-10-01
Outros,0.0,2012,PR,10,2012-10-01
Depreciação,0.05,2012,PR,10,2012-10-01
Custo de capital,0.04,2012,PR,10,2012-10-01
Total,2.25,2012,PR,10,2012-10-01
Ração,1.64,2012,PR,11,2012-11-01
Genética,0.26,2012,PR,11,2012-11-01
Mão de obra,0.12,2012,PR,11,2012-11-01
Sanidade,0.0,2012,PR,11,2012-11-01
Energia elétrica | Cama | Calefação,0.04,2012,PR,11,2012-11-01
Manutenção | Seguro | Funrural,0.01,2012,PR,11,2012-11-01
Transporte,0.05,2012,PR,11,2012-11-01
Outros,0.0,2012,PR,11,2012-11-01
Depreciação,0.05,2012,PR,11,2012-11-01
Custo de capital,0.04,2012,PR,11,2012-11-01
Total,2.21,2012,PR,11,2012-11-01
Ração,1.7,2012,PR,12,2012-12-01
Genética,0.27,2012,PR,12,2012-12-01
Mão de obra,0.12,2012,PR,12,2012-12-01
Sanidade,0.0,2012,PR,12,2012-12-01
Energia elétrica | Cama | Calefação,0.04,2012,PR,12,2012-12-01
Manutenção | Seguro | Funrural,0.01,2012,PR,12,2012-12-01
Transporte,0.05,2012,PR,12,2012-12-01
Outros,0.0,2012,PR,12,2012-12-01
Depreciação,0.05,2012,PR,12,2012-12-01
Custo de capital,0.04,2012,PR,12,2012-12-01
Total,2.29,2012,PR,12,2012-12-01
Ração,1.15,2012,SC,1,2012-01-01
Genética,0.26,2012,SC,1,2012-01-01
Mão de obra,0.11,2012,SC,1,2012-01-01
Sanidade,0.0,2012,SC,1,2012-01-01
Energia elétrica | Cama | Calefação,0.04,2012,SC,1,2012-01-01
Manutenção | Seguro | Funrural,0.01,2012,SC,1,2012-01-01
Transporte,0.04,2012,SC,1,2012-01-01
Outros,0.01,2012,SC,1,2012-01-01
Depreciação,0.04,2012,SC,1,2012-01-01
Custo de capital,0.04,2012,SC,1,2012-01-01
Total,1.71,2012,SC,1,2012-01-01
Ração,1.15,2012,SC,2,2012-02-01
Genética,0.23,2012,SC,2,2012-02-01
Mão de obra,0.11,2012,SC,2,2012-02-01
Sanidade,0.0,2012,SC,2,2012-02-01
Energia elétrica | Cama | Calefação,0.04,2012,SC,2,2012-02-01
Manutenção | Seguro | Funrural,0.01,2012,SC,2,2012-02-01
Transporte,0.04,2012,SC,2,2012-02-01
Outros,0.01,2012,SC,2,2012-02-01
Depreciação,0.04,2012,SC,2,2012-02-01
Custo de capital,0.04,2012,SC,2,2012-02-01
Total,1.69,2012,SC,2,2012-02-01
Ração,1.19,2012,SC,3,2012-03-01
Genética,0.23,2012,SC,3,2012-03-01
Mão de obra,0.12,2012,SC,3,2012-03-01
Sanidade,0.0,2012,SC,3,2012-03-01
Energia elétrica | Cama | Calefação,0.04,2012,SC,3,2012-03-01
Manutenção | Seguro | Funrural,0.01,2012,SC,3,2012-03-01
Transporte,0.04,2012,SC,3,2012-03-01
Outros,0.01,2012,SC,3,2012-03-01
Depreciação,0.04,2012,SC,3,2012-03-01
Custo de capital,0.04,2012,SC,3,2012-03-01
Total,1.73,2012,SC,3,2012-03-01
Ração,1.19,2012,SC,4,2012-04-01
Genética,0.23,2012,SC,4,2012-04-01
Mão de obra,0.12,2012,SC,4,2012-04-01
Sanidade,0.0,2012,SC,4,2012-04-01
Energia elétrica | Cama | Calefação,0.04,2012,SC,4,2012-04-01
Manutenção | Seguro | Funrural,0.01,2012,SC,4,2012-04-01
