Month_Num,Avg_Volume,Month_Name
1,4.783636363636364,Jan
2,4.716153846153846,Feb
3,4.716461538461538,Mar
4,4.742153846153847,Apr
5,4.735538461538462,May
6,4.710615384615385,Jun
7,4.657384615384616,Jul
8,4.675538461538462,Aug
9,4.765538461538461,Sep
10,4.819692307692308,Oct
11,4.8086153846153845,Nov
12,4.807384615384616,Dec
