DATE,US_COTTON_PRICE
2016-06-09,64.96
2016-06-10,64.75
2016-06-13,63.79
2016-06-14,63.04
2016-06-15,62.6
2016-06-16,63.3
2016-06-17,64.57
2016-06-20,64.39
2016-06-21,62.85
2016-06-22,62.94
2016-06-23,64.88
2016-06-24,64.5
2016-06-27,63.48
2016-06-28,64.66
2016-06-29,64.5
2016-06-30,62.82
2016-07-01,63.62
2016-07-05,63.75
2016-07-06,63.78
2016-07-07,63.67
2016-07-08,65.92
2016-07-11,68.14
2016-07-12,71.14
2016-07-13,73.38
2016-07-14,73.82
2016-07-15,73.86
2016-07-18,73.63
2016-07-19,72.96
2016-07-20,71.95
2016-07-21,72.66
2016-07-22,72.52
2016-07-25,72.12
2016-07-26,73.63
2016-07-27,73.83
2016-07-28,73.02
2016-07-29,74.16
2016-08-01,74.17
2016-08-02,73.67
2016-08-03,73.84
2016-08-04,75.86
2016-08-05,76.64
2016-08-08,76.06
2016-08-09,73.06
2016-08-10,71.16
2016-08-11,71.27
2016-08-12,69.88
2016-08-15,68.09
2016-08-16,68.01
2016-08-17,68.36
2016-08-18,68.5
2016-08-19,67.57
2016-08-22,67.92
2016-08-23,68.12
2016-08-24,67.41
2016-08-25,67.75
2016-08-26,67.71
2016-08-29,66.69
2016-08-30,65.97
2016-08-31,65.32
2016-09-01,68.01
2016-09-02,67.51
2016-09-06,69.06
2016-09-07,69.53
2016-09-08,69.25
2016-09-09,68.88
2016-09-12,66.97
2016-09-13,67.2
2016-09-14,68.08
2016-09-15,68.38
2016-09-16,67.74
2016-09-19,68.98
2016-09-20,70.82
2016-09-21,71.81
2016-09-22,71.17
2016-09-23,69.08
2016-09-26,69.16
2016-09-27,69.39
2016-09-28,68.13
2016-09-29,67.95
2016-09-30,68.29
2016-10-03,68.73
2016-10-04,69.88
2016-10-05,68.03
2016-10-06,67.71
2016-10-07,67.19
2016-10-10,67.36
2016-10-11,67.14
2016-10-12,68.97
2016-10-13,69.31
2016-10-14,70.57
2016-10-17,71.19
2016-10-18,71.15
2016-10-19,71.1
2016-10-20,69.8
2016-10-21,69.07
2016-10-24,68.77
2016-10-25,68.49
2016-10-26,69.26
2016-10-27,69.76
2016-10-28,70.82
2016-10-31,68.86
2016-11-01,68.2
2016-11-02,68.6
2016-11-03,68.07
2016-11-04,68.53
2016-11-07,68.45
2016-11-08,68.75
2016-11-09,68.29
2016-11-10,69.2
2016-11-11,68.44
2016-11-14,68.9
2016-11-15,70.69
2016-11-16,72.13
2016-11-17,73.38
2016-11-18,73.4
2016-11-21,73.6
2016-11-22,73.72
2016-11-23,73.08
2016-11-25,72.65
2016-11-28,73.27
2016-11-29,72.38
2016-11-30,72.46
2016-12-01,71.8
2016-12-02,71.98
2016-12-05,72.31
2016-12-06,72.39
2016-12-07,72.11
2016-12-08,71.42
2016-12-09,70.8
2016-12-12,71.69
2016-12-13,72.04
2016-12-14,71.47
2016-12-15,71.67
2016-12-16,71.04
2016-12-19,69.57
2016-12-20,69.34
2016-12-21,70.13
2016-12-22,70.2
2016-12-23,69.87
2016-12-27,69.74
2016-12-28,69.75
2016-12-29,70.5
2016-12-30,70.65
2017-01-03,71.78
2017-01-04,74.08
2017-01-05,73.78
2017-01-06,73.99
2017-01-09,72.99
2017-01-10,73.19
2017-01-11,73.14
2017-01-12,72.34
2017-01-13,72.27
2017-01-17,72.11
2017-01-18,72.26
2017-01-19,72.69
2017-01-20,73.04
2017-01-23,74.63
2017-01-24,73.57
2017-01-25,73.88
2017-01-26,74.19
2017-01-27,74.85
2017-01-30,74.14
2017-01-31,74.94
2017-02-01,76.44
2017-02-02,76.91
2017-02-03,76.41
2017-02-06,75.63
2017-02-07,75.09
2017-02-08,75.25
2017-02-09,75.58
2017-02-10,75.82
2017-02-13,76.61
2017-02-14,76.32
2017-02-15,75.71
2017-02-16,75.01
2017-02-17,73.48
2017-02-21,73.52
2017-02-22,74.14
2017-02-23,75.02
2017-02-24,75.42
2017-02-27,74.97
2017-02-28,75.33
2017-03-01,76.85
2017-03-02,75.69
2017-03-03,77.28
2017-03-06,78.39
2017-03-07,77.28
2017-03-08,76.9
2017-03-09,76.63
2017-03-10,77.29
2017-03-13,76.87
2017-03-14,77.15
2017-03-15,78.08
2017-03-16,78.17
2017-03-17,78.36
2017-03-20,77.33
2017-03-21,76.84
2017-03-22,77.34
2017-03-23,77.27
2017-03-24,77.47
2017-03-27,76.94
2017-03-28,76.88
2017-03-29,76.14
2017-03-30,76.23
2017-03-31,77.33
2017-04-03,75.47
2017-04-04,74.85
2017-04-05,74.87
2017-04-06,74.51
2017-04-07,73.46
2017-04-10,75.15
2017-04-11,75.01
2017-04-12,74.73
2017-04-13,75.62
2017-04-17,77.03
2017-04-18,76.82
2017-04-19,77.67
2017-04-20,80.07
2017-04-21,78.99
2017-04-24,80.09
2017-04-25,80.71
2017-04-26,80.69
2017-04-27,79.32
2017-04-28,80.23
2017-05-01,80.45
2017-05-02,80.83
2017-05-03,80.69
2017-05-04,80.83
2017-05-05,79.76
2017-05-08,76.78
2017-05-09,77.43
2017-05-10,76.49
2017-05-11,79.18
2017-05-12,82.18
2017-05-15,85.32
2017-05-16,81.32
2017-05-17,80.17
2017-05-18,79.24
2017-05-19,79.45
2017-05-22,78.39
2017-05-23,77.22
2017-05-24,77.54
2017-05-25,77.16
2017-05-26,77.09
2017-05-30,77.26
2017-05-31,76.98
2017-06-01,77.63
2017-06-02,76.69
2017-06-05,76.31
2017-06-06,76.02
2017-06-07,75.79
2017-06-08,76.55
2017-06-09,75.69
2017-06-12,75.13
2017-06-13,74.48
2017-06-14,73.5
2017-06-15,71.91
2017-06-16,71.88
2017-06-19,71.39
2017-06-20,71.35
2017-06-21,70.89
2017-06-22,71.14
2017-06-23,72.65
2017-06-26,73.68
2017-06-27,74.44
2017-06-28,74.41
2017-06-29,74.0
2017-06-30,75.31
2017-07-03,73.69
2017-07-05,73.86
2017-07-06,75.01
2017-07-07,75.29
2017-07-10,67.72
2017-07-11,68.15
2017-07-12,68.13
2017-07-13,66.54
2017-07-14,67.18
2017-07-17,68.57
2017-07-18,68.86
2017-07-19,68.76
2017-07-20,69.55
2017-07-21,69.14
2017-07-24,69.0
2017-07-25,69.55
2017-07-26,69.02
2017-07-27,70.5
2017-07-28,70.22
2017-07-31,70.5
2017-08-01,71.17
2017-08-02,71.75
2017-08-03,71.55
2017-08-04,70.99
2017-08-07,71.22
2017-08-08,71.91
2017-08-09,71.82
2017-08-10,69.26
2017-08-11,69.24
2017-08-14,68.5
2017-08-15,67.68
2017-08-16,67.55
2017-08-17,67.45
2017-08-18,67.79
2017-08-21,68.71
2017-08-22,68.88
2017-08-23,69.6
2017-08-24,70.17
2017-08-25,68.61
2017-08-28,70.33
2017-08-29,70.56
2017-08-30,71.47
2017-08-31,71.48
2017-09-01,72.55
2017-09-05,75.26
2017-09-06,75.26
2017-09-07,75.03
2017-09-08,75.59
2017-09-11,73.71
2017-09-12,70.71
2017-09-13,69.98
2017-09-14,69.78
2017-09-15,70.13
2017-09-18,70.41
2017-09-19,69.98
2017-09-20,70.04
2017-09-21,69.04
2017-09-22,69.09
2017-09-25,70.09
2017-09-26,69.38
2017-09-27,69.28
2017-09-28,69.6
2017-09-29,69.08
2017-10-02,68.2
2017-10-03,68.15
2017-10-04,69.43
2017-10-05,68.9
2017-10-06,69.47
2017-10-09,69.58
2017-10-10,68.95
2017-10-11,68.73
2017-10-12,67.84
2017-10-13,68.62
2017-10-16,67.53
2017-10-17,67.77
2017-10-18,67.63
2017-10-19,67.31
2017-10-20,66.88
2017-10-23,69.72
2017-10-24,69.54
2017-10-25,69.31
2017-10-26,68.19
2017-10-27,68.2
2017-10-30,68.64
2017-10-31,68.38
2017-11-01,68.17
2017-11-02,69.08
2017-11-03,68.72
2017-11-06,68.85
2017-11-07,68.07
2017-11-08,68.63
2017-11-09,68.29
2017-11-10,69.05
2017-11-13,68.88
2017-11-14,68.6
2017-11-15,68.81
2017-11-16,69.21
2017-11-17,69.78
2017-11-20,71.37
2017-11-21,70.9
2017-11-22,70.74
2017-11-24,72.23
2017-11-27,72.15
2017-11-28,74.05
2017-11-29,75.52
2017-11-30,75.04
2017-12-01,75.43
2017-12-04,75.03
2017-12-05,74.96
2017-12-06,75.17
2017-12-07,74.23
2017-12-08,73.72
2017-12-11,73.0
2017-12-12,72.91
2017-12-13,74.13
2017-12-14,75.33
2017-12-15,75.92
2017-12-18,75.2
2017-12-19,75.03
2017-12-20,75.71
2017-12-21,77.94
2017-12-22,77.87
2017-12-26,77.43
2017-12-27,78.95
2017-12-28,78.8
2017-12-29,78.63
2018-01-02,77.5
2018-01-03,78.11
2018-01-04,79.25
2018-01-05,78.01
2018-01-08,78.14
2018-01-09,78.35
2018-01-10,79.65
2018-01-11,82.65
2018-01-12,81.68
2018-01-16,81.43
2018-01-17,82.14
2018-01-18,82.63
2018-01-19,83.42
2018-01-22,83.41
2018-01-23,82.26
2018-01-24,82.27
2018-01-25,81.88
2018-01-26,80.48
2018-01-29,78.36
2018-01-30,77.03
2018-01-31,77.28
2018-02-01,78.35
2018-02-02,77.3
2018-02-05,76.57
2018-02-06,76.19
2018-02-07,75.96
2018-02-08,76.62
2018-02-09,76.68
2018-02-12,76.45
2018-02-13,76.38
2018-02-14,75.6
2018-02-15,75.41
2018-02-16,75.72
2018-02-20,77.51
2018-02-21,78.91
2018-02-22,80.54
2018-02-23,81.45
2018-02-26,81.7
2018-02-27,81.76
2018-02-28,81.65
2018-03-01,82.57
2018-03-02,82.72
2018-03-05,85.41
2018-03-06,83.84
2018-03-07,84.2
2018-03-08,85.12
2018-03-09,84.52
2018-03-12,83.28
2018-03-13,82.98
2018-03-14,83.44
2018-03-15,83.53
2018-03-16,82.85
2018-03-19,81.23
2018-03-20,83.08
2018-03-21,82.59
2018-03-22,82.15
2018-03-23,81.83
2018-03-26,81.78
2018-03-27,82.02
2018-03-28,80.74
2018-03-29,81.46
2018-04-02,80.97
2018-04-03,82.02
2018-04-04,79.64
2018-04-05,82.57
2018-04-06,82.54
2018-04-09,82.91
2018-04-10,83.53
2018-04-11,83.83
2018-04-12,83.69
2018-04-13,83.41
2018-04-16,83.25
2018-04-17,83.13
2018-04-18,82.74
2018-04-19,82.97
2018-04-20,85.47
2018-04-23,83.19
2018-04-24,82.26
2018-04-25,84.76
2018-04-26,84.99
2018-04-27,85.33
2018-04-30,84.68
2018-05-01,85.12
2018-05-02,85.01
2018-05-03,84.45
2018-05-04,86.35
2018-05-07,85.99
2018-05-08,85.38
2018-05-09,85.86
2018-05-10,84.56
2018-05-11,84.62
2018-05-14,83.7
2018-05-15,83.76
2018-05-16,84.35
2018-05-17,85.03
2018-05-18,86.55
2018-05-21,88.42
2018-05-22,87.35
2018-05-23,86.96
2018-05-24,87.46
2018-05-25,89.21
2018-05-29,93.21
2018-05-30,92.49
2018-05-31,93.15
2018-06-01,93.3
2018-06-04,92.1
2018-06-05,89.84
2018-06-06,90.95
2018-06-07,93.72
2018-06-08,94.94
2018-06-11,94.75
2018-06-12,95.21
2018-06-13,93.81
2018-06-14,93.41
2018-06-15,90.72
2018-06-18,87.32
2018-06-19,83.32
2018-06-20,83.21
2018-06-21,83.21
2018-06-22,85.43
2018-06-25,85.94
2018-06-26,85.04
2018-06-27,85.75
2018-06-28,84.93
2018-06-29,85.38
2018-07-02,84.5
2018-07-03,84.54
2018-07-05,83.73
2018-07-06,86.38
2018-07-09,87.16
2018-07-10,87.5
2018-07-11,85.24
2018-07-12,89.24
2018-07-13,88.9
2018-07-16,88.88
2018-07-17,89.2
2018-07-18,88.83
2018-07-19,88.3
2018-07-20,87.74
2018-07-23,87.47
2018-07-24,87.32
2018-07-25,88.8
2018-07-26,89.03
2018-07-27,89.06
2018-07-30,89.95
2018-07-31,90.28
2018-08-01,89.06
2018-08-02,89.44
2018-08-03,88.67
2018-08-06,88.69
2018-08-07,88.22
2018-08-08,87.39
2018-08-09,87.26
2018-08-10,85.86
2018-08-13,83.14
2018-08-14,83.41
2018-08-15,81.08
2018-08-16,82.13
2018-08-17,81.75
2018-08-20,83.1
2018-08-21,83.5
2018-08-22,82.52
2018-08-23,81.73
2018-08-24,81.81
2018-08-27,83.52
2018-08-28,83.81
2018-08-29,82.97
2018-08-30,82.42
2018-08-31,82.31
2018-09-04,82.78
2018-09-05,81.71
2018-09-06,81.38
2018-09-07,82.13
2018-09-10,83.93
2018-09-11,83.03
2018-09-12,82.76
2018-09-13,81.62
2018-09-14,81.9
2018-09-17,81.51
2018-09-18,79.15
2018-09-19,79.63
2018-09-20,79.07
2018-09-21,79.28
2018-09-24,78.73
2018-09-25,80.41
2018-09-26,79.0
2018-09-27,78.12
2018-09-28,76.76
2018-10-01,76.7
2018-10-02,76.58
2018-10-03,76.85
2018-10-04,76.39
2018-10-05,76.49
2018-10-08,77.94
2018-10-09,77.4
2018-10-10,76.8
2018-10-11,76.81
2018-10-12,78.37
2018-10-15,78.72
2018-10-16,78.33
2018-10-17,77.92
2018-10-18,78.05
2018-10-19,77.92
2018-10-22,80.02
2018-10-23,78.99
2018-10-24,77.07
2018-10-25,77.68
2018-10-26,78.53
2018-10-29,77.17
2018-10-30,76.9
2018-10-31,76.86
2018-11-01,79.03
2018-11-02,78.79
2018-11-05,78.87
2018-11-06,77.43
2018-11-07,78.96
2018-11-08,79.01
2018-11-09,78.09
2018-11-12,76.38
2018-11-13,75.86
2018-11-14,76.39
2018-11-15,76.25
2018-11-16,76.12
2018-11-19,75.88
2018-11-20,75.27
2018-11-21,76.51
2018-11-23,74.92
2018-11-26,77.4
2018-11-27,76.77
2018-11-28,77.76
2018-11-29,76.64
2018-11-30,77.16
2018-12-03,78.91
2018-12-04,78.77
2018-12-05,80.11
2018-12-06,78.02
2018-12-07,80.23
2018-12-10,79.88
2018-12-11,80.02
2018-12-12,79.97
2018-12-13,79.41
2018-12-14,79.6
2018-12-17,78.54
2018-12-18,77.85
2018-12-19,76.71
2018-12-20,75.06
2018-12-21,73.18
2018-12-24,72.55
2018-12-26,73.5
2018-12-27,72.06
2018-12-28,72.19
2018-12-31,72.2
2019-01-02,70.84
2019-01-03,70.83
2019-01-04,72.52
2019-01-07,72.75
2019-01-08,71.67
2019-01-09,73.13
2019-01-10,72.85
2019-01-11,72.49
2019-01-14,72.99
2019-01-15,72.36
2019-01-16,73.27
2019-01-17,74.37
2019-01-18,73.89
2019-01-22,73.13
2019-01-23,73.52
2019-01-24,73.14
2019-01-25,74.13
2019-01-28,73.85
2019-01-29,74.15
2019-01-30,74.36
2019-01-31,74.4
2019-02-01,73.64
2019-02-04,72.76
2019-02-05,73.4
2019-02-06,73.66
2019-02-07,72.81
2019-02-08,72.55
2019-02-11,70.55
2019-02-12,69.78
2019-02-13,69.86
2019-02-14,70.13
2019-02-15,70.22
2019-02-19,70.41
2019-02-20,70.28
2019-02-21,72.19
2019-02-22,71.84
2019-02-25,71.93
2019-02-26,70.85
2019-02-27,71.19
2019-02-28,71.74
2019-03-01,72.73
2019-03-04,71.97
2019-03-05,73.45
2019-03-06,73.05
2019-03-07,71.9
2019-03-08,73.49
2019-03-11,73.2
2019-03-12,74.85
2019-03-13,75.72
2019-03-14,74.3
2019-03-15,75.5
2019-03-18,75.27
2019-03-19,75.65
2019-03-20,75.5
2019-03-21,77.18
2019-03-22,76.58
2019-03-25,77.73
2019-03-26,77.89
2019-03-27,76.95
2019-03-28,75.87
2019-03-29,77.61
2019-04-01,77.36
2019-04-02,77.27
2019-04-03,77.05
2019-04-04,77.32
2019-04-05,78.25
2019-04-08,78.92
2019-04-09,78.09
2019-04-10,77.62
2019-04-11,76.98
2019-04-12,78.11
2019-04-15,76.49
2019-04-16,77.94
2019-04-17,78.11
2019-04-18,77.31
2019-04-22,77.19
2019-04-23,76.57
2019-04-24,75.77
2019-04-25,76.97
2019-04-26,76.75
2019-04-29,76.13
2019-04-30,75.98
2019-05-01,75.91
2019-05-02,74.65
2019-05-03,74.78
2019-05-06,72.65
2019-05-07,72.28
2019-05-08,71.45
2019-05-09,70.23
2019-05-10,68.45
2019-05-13,65.45
2019-05-14,66.76
2019-05-15,66.35
2019-05-16,66.8
2019-05-17,65.99
2019-05-20,67.91
2019-05-21,67.32
2019-05-22,66.75
2019-05-23,67.48
2019-05-24,68.39
2019-05-28,69.47
2019-05-29,69.06
2019-05-30,69.34
2019-05-31,68.08
2019-06-03,69.42
2019-06-04,68.97
2019-06-05,68.74
2019-06-06,68.59
2019-06-07,65.59
2019-06-10,65.99
2019-06-11,65.65
2019-06-12,66.57
2019-06-13,66.83
2019-06-14,65.94
2019-06-17,65.63
2019-06-18,65.32
2019-06-19,65.38
2019-06-20,63.21
2019-06-21,61.19
2019-06-24,62.3
2019-06-25,62.2
2019-06-26,63.49
2019-06-27,62.99
2019-06-28,63.15
2019-07-01,63.17
2019-07-02,63.77
2019-07-03,63.75
2019-07-05,63.44
2019-07-08,62.33
2019-07-09,60.23
2019-07-10,63.54
2019-07-11,62.89
2019-07-12,62.36
2019-07-15,63.7
2019-07-16,62.33
2019-07-17,61.89
2019-07-18,60.78
2019-07-19,62.25
2019-07-22,62.79
2019-07-23,63.29
2019-07-24,63.89
2019-07-25,63.81
2019-07-26,64.24
2019-07-29,63.77
2019-07-30,62.87
2019-07-31,63.22
2019-08-01,61.84
2019-08-02,58.94
2019-08-05,57.91
2019-08-06,58.27
2019-08-07,58.58
2019-08-08,59.54
2019-08-09,59.05
2019-08-12,58.03
2019-08-13,59.34
2019-08-14,59.61
2019-08-15,59.66
2019-08-16,60.08
2019-08-19,59.18
2019-08-20,59.17
2019-08-21,59.87
2019-08-22,58.87
2019-08-23,57.97
2019-08-26,57.66
2019-08-27,57.54
2019-08-28,58.35
2019-08-29,58.88
2019-08-30,59.05
2019-09-03,58.31
2019-09-04,58.77
2019-09-05,59.16
2019-09-06,58.73
2019-09-09,59.12
2019-09-10,59.5
2019-09-11,59.37
2019-09-12,62.25
2019-09-13,61.63
2019-09-16,61.59
2019-09-17,60.12
2019-09-18,59.36
2019-09-19,58.99
2019-09-20,59.13
2019-09-23,59.83
2019-09-24,59.32
2019-09-25,59.37
2019-09-26,59.2
2019-09-27,59.82
2019-09-30,59.75
2019-10-01,59.9
2019-10-02,60.25
2019-10-03,60.52
2019-10-04,60.59
2019-10-07,60.75
2019-10-08,60.24
2019-10-09,61.01
2019-10-10,61.42
2019-10-11,63.88
2019-10-14,62.22
2019-10-15,63.53
2019-10-16,64.54
2019-10-17,64.99
2019-10-18,65.16
2019-10-21,64.56
2019-10-22,64.67
2019-10-23,64.95
2019-10-24,64.65
2019-10-25,64.9
2019-10-28,64.79
2019-10-29,64.72
2019-10-30,65.7
2019-10-31,64.44
2019-11-01,64.23
2019-11-04,63.66
2019-11-05,63.81
2019-11-06,63.69
2019-11-07,64.35
2019-11-08,64.72
2019-11-11,64.29
2019-11-12,64.74
2019-11-13,64.22
2019-11-14,64.27
2019-11-15,64.86
2019-11-18,64.21
2019-11-19,63.44
2019-11-20,62.24
2019-11-21,61.84
2019-11-22,63.42
2019-11-25,64.69
2019-11-26,64.9
2019-11-27,64.91
2019-11-29,64.4
2019-12-02,63.85
2019-12-03,63.1
2019-12-04,63.17
2019-12-05,63.51
2019-12-06,65.0
2019-12-09,65.38
2019-12-10,65.93
2019-12-11,65.88
2019-12-12,67.17
2019-12-13,66.8
2019-12-16,66.97
2019-12-17,66.44
2019-12-18,66.74
2019-12-19,67.58
2019-12-20,67.96
2019-12-23,68.61
2019-12-24,68.7
2019-12-26,68.7
2019-12-27,68.92
2019-12-30,69.56
2019-12-31,69.05
2020-01-02,69.27
2020-01-03,69.2
2020-01-06,70.04
2020-01-07,69.83
2020-01-08,69.96
2020-01-09,70.69
2020-01-10,71.31
2020-01-13,71.53
2020-01-14,71.38
2020-01-15,70.32
2020-01-16,70.22
2020-01-17,71.25
2020-01-21,69.24
2020-01-22,71.13
2020-01-23,70.03
2020-01-24,69.4
2020-01-27,69.51
2020-01-28,70.36
2020-01-29,70.06
2020-01-30,69.05
2020-01-31,67.5
2020-02-03,66.84
2020-02-04,67.35
2020-02-05,67.51
2020-02-06,67.91
2020-02-07,67.75
2020-02-10,68.19
2020-02-11,68.23
2020-02-12,68.58
2020-02-13,67.75
2020-02-14,67.41
2020-02-18,67.87
2020-02-19,68.48
2020-02-20,68.75
2020-02-21,68.93
2020-02-24,67.53
2020-02-25,66.33
2020-02-26,65.55
2020-02-27,62.6
2020-02-28,61.59
2020-03-02,63.48
2020-03-03,62.75
2020-03-04,62.96
2020-03-05,63.53
2020-03-06,62.97
2020-03-09,61.39
2020-03-10,61.41
2020-03-11,61.55
2020-03-12,59.7
2020-03-13,60.49
2020-03-16,58.8
2020-03-17,57.92
2020-03-18,56.64
2020-03-19,54.93
2020-03-20,53.68
2020-03-23,52.15
2020-03-24,52.89
2020-03-25,53.44
2020-03-26,52.78
2020-03-27,51.33
2020-03-30,50.7
2020-03-31,51.13
2020-04-01,48.41
2020-04-02,49.99
2020-04-03,50.98
2020-04-06,53.05
2020-04-07,52.9
2020-04-08,53.84
2020-04-09,54.37
2020-04-13,52.76
2020-04-14,52.51
2020-04-15,52.75
2020-04-16,52.79
2020-04-17,52.77
2020-04-20,54.03
2020-04-21,53.31
2020-04-22,56.28
2020-04-23,56.88
2020-04-24,54.93
2020-04-27,53.93
2020-04-28,56.18
2020-04-29,58.02
2020-04-30,58.06
2020-05-01,56.56
2020-05-04,55.0
2020-05-05,53.91
2020-05-06,54.83
2020-05-07,55.39
2020-05-08,56.27
2020-05-11,56.63
2020-05-12,58.34
2020-05-13,57.46
2020-05-14,57.85
2020-05-15,58.25
2020-05-18,57.8
2020-05-19,59.2
2020-05-20,58.21
2020-05-21,58.06
2020-05-22,57.61
2020-05-26,58.23
2020-05-27,58.34
2020-05-28,57.57
2020-05-29,57.59
2020-06-01,60.06
2020-06-02,60.37
2020-06-03,60.48
2020-06-04,60.0
2020-06-05,61.79
2020-06-08,60.81
2020-06-09,60.52
2020-06-10,60.51
2020-06-11,60.02
2020-06-12,59.84
2020-06-15,59.01
2020-06-16,60.07
2020-06-17,61.34
2020-06-18,61.17
2020-06-19,61.56
2020-06-22,62.52
2020-06-23,63.04
2020-06-24,61.66
2020-06-25,61.81
2020-06-26,60.55
2020-06-29,59.62
2020-06-30,60.98
2020-07-01,62.58
2020-07-02,63.05
2020-07-06,63.07
2020-07-07,63.24
2020-07-08,64.66
2020-07-09,63.34
2020-07-10,64.71
2020-07-13,63.75
2020-07-14,62.69
2020-07-15,62.59
2020-07-16,62.88
2020-07-17,62.01
2020-07-20,62.99
2020-07-21,62.91
2020-07-22,62.74
2020-07-23,61.68
2020-07-24,59.96
2020-07-27,60.69
2020-07-28,60.59
2020-07-29,61.03
2020-07-30,62.82
2020-07-31,62.3
2020-08-03,63.53
2020-08-04,63.93
2020-08-05,64.36
2020-08-06,64.41
2020-08-07,61.88
2020-08-10,62.34
2020-08-11,63.03
2020-08-12,61.84
2020-08-13,62.43
2020-08-14,62.29
2020-08-17,62.62
2020-08-18,62.39
2020-08-19,63.21
2020-08-20,63.92
2020-08-21,63.73
2020-08-24,65.16
2020-08-25,64.98
2020-08-26,64.98
2020-08-27,64.76
2020-08-28,64.37
2020-08-31,64.41
2020-09-01,64.66
2020-09-02,64.18
2020-09-03,63.56
2020-09-04,64.12
2020-09-08,63.19
2020-09-09,63.35
2020-09-10,63.96
2020-09-11,64.06
2020-09-14,65.46
2020-09-15,65.39
2020-09-16,64.97
2020-09-17,64.35
2020-09-18,64.16
2020-09-21,63.74
2020-09-22,63.84
2020-09-23,63.76
2020-09-24,63.97
2020-09-25,64.66
2020-09-28,64.4
2020-09-29,64.0
2020-09-30,64.49
2020-10-01,64.61
2020-10-02,64.52
2020-10-05,64.73
2020-10-06,65.56
2020-10-07,66.29
2020-10-08,66.19
2020-10-09,67.64
2020-10-12,68.37
2020-10-13,68.83
2020-10-14,68.93
2020-10-15,69.22
2020-10-16,69.92
2020-10-19,71.16
2020-10-20,71.02
2020-10-21,71.04
2020-10-22,71.94
2020-10-23,71.29
2020-10-26,72.11
2020-10-27,72.03
2020-10-28,70.17
2020-10-29,69.82
2020-10-30,68.92
2020-11-02,68.73
2020-11-03,70.24
2020-11-04,70.23
2020-11-05,70.07
2020-11-06,68.62
2020-11-09,70.0
2020-11-10,69.85
2020-11-11,69.28
2020-11-12,68.48
2020-11-13,68.46
2020-11-16,69.57
2020-11-17,69.11
2020-11-18,69.68
2020-11-19,69.32
2020-11-20,70.88
2020-11-23,72.15
2020-11-24,71.53
2020-11-25,70.8
2020-11-27,71.68
2020-11-30,70.59
2020-12-01,70.59
2020-12-02,69.99
2020-12-03,69.42
2020-12-04,69.86
2020-12-07,70.63
2020-12-08,70.18
2020-12-09,73.05
2020-12-10,74.26
2020-12-11,74.08
2020-12-14,74.67
2020-12-15,75.59
2020-12-16,75.65
2020-12-17,77.19
2020-12-18,77.16
2020-12-21,74.76
2020-12-22,74.82
2020-12-23,76.14
2020-12-24,76.2
2020-12-28,76.35
2020-12-29,77.01
2020-12-30,77.97
2020-12-31,78.12
2021-01-04,78.97
2021-01-05,80.35
2021-01-06,80.06
2021-01-07,79.76
2021-01-08,79.77
2021-01-11,80.43
2021-01-12,81.7
2021-01-13,80.92
2021-01-14,81.15
2021-01-15,80.7
2021-01-19,81.15
2021-01-20,81.59
2021-01-21,82.57
2021-01-22,81.56
2021-01-25,82.33
2021-01-26,81.71
2021-01-27,80.84
2021-01-28,79.93
2021-01-29,80.64
2021-02-01,80.03
2021-02-02,80.69
2021-02-03,80.99
2021-02-04,84.28
2021-02-05,82.74
2021-02-08,84.28
2021-02-09,86.93
2021-02-10,84.67
2021-02-11,86.41
2021-02-12,87.27
2021-02-16,88.12
2021-02-17,88.36
2021-02-18,88.73
2021-02-19,88.95
2021-02-22,90.91
2021-02-23,91.37
2021-02-24,92.33
2021-02-25,88.24
2021-02-26,87.82
2021-03-01,90.26
2021-03-02,89.44
2021-03-03,86.9
2021-03-04,85.59
2021-03-05,86.21
2021-03-08,86.77
2021-03-09,82.77
2021-03-10,85.22
2021-03-11,88.35
2021-03-12,87.56
2021-03-15,86.72
2021-03-16,86.92
2021-03-17,86.51
2021-03-18,85.45
2021-03-19,84.68
2021-03-22,84.62
2021-03-23,83.53
2021-03-24,82.44
2021-03-25,78.44
2021-03-26,80.38
2021-03-29,80.49
2021-03-30,80.64
2021-03-31,80.88
2021-04-01,77.95
2021-04-05,77.88
2021-04-06,79.22
2021-04-07,79.5
2021-04-08,81.41
2021-04-09,82.4
2021-04-12,80.14
2021-04-13,81.82
2021-04-14,84.2
2021-04-15,85.02
2021-04-16,83.71
2021-04-19,83.26
2021-04-20,83.77
2021-04-21,84.83
2021-04-22,84.64
2021-04-23,87.51
2021-04-26,87.86
2021-04-27,90.07
2021-04-28,88.74
2021-04-29,85.89
2021-04-30,87.43
2021-05-03,87.21
2021-05-04,86.17
2021-05-05,86.23
2021-05-06,89.48
2021-05-07,89.66
2021-05-10,88.47
2021-05-11,87.75
2021-05-12,88.23
2021-05-13,84.98
2021-05-14,82.43
2021-05-17,82.32
2021-05-18,84.01
2021-05-19,82.92
2021-05-20,81.53
2021-05-21,82.82
2021-05-24,82.82
2021-05-25,82.71
2021-05-26,82.44
2021-05-27,82.61
2021-05-28,82.12
2021-06-01,84.25
2021-06-02,83.77
2021-06-03,84.21
2021-06-04,85.8
2021-06-07,84.36
2021-06-08,85.14
2021-06-09,86.62
2021-06-10,87.36
2021-06-11,87.0
2021-06-14,84.95
2021-06-15,85.28
2021-06-16,85.33
2021-06-17,84.17
2021-06-18,84.42
2021-06-21,84.09
2021-06-22,84.22
2021-06-23,86.46
2021-06-24,86.03
