DATE,GLOBAL_CURNCY_ARS
2006-09-18,3.0985
2006-09-19,3.0978
2006-09-20,3.098
2006-09-21,3.0985
2006-09-22,3.1003
2006-09-25,3.1005
2006-09-26,3.1026
2006-09-27,3.102
2006-09-28,3.1045
2006-09-29,3.104
2006-10-02,3.103
2006-10-03,3.1038
2006-10-04,3.1046
2006-10-05,3.1038
2006-10-06,3.105
2006-10-09,3.1068
2006-10-10,3.1065
2006-10-11,3.1055
2006-10-12,3.104
2006-10-13,3.103
2006-10-16,3.103
2006-10-17,3.0995
2006-10-18,3.0935
2006-10-19,3.0894
2006-10-20,3.0909
2006-10-23,3.0895
2006-10-24,3.0895
2006-10-25,3.0939
2006-10-26,3.0895
2006-10-27,3.0925
2006-10-30,3.094
2006-10-31,3.0905
2006-11-01,3.087
2006-11-02,3.0838
2006-11-03,3.0823
2006-11-06,3.0813
2006-11-07,3.0745
2006-11-08,3.0705
2006-11-09,3.0675
2006-11-10,3.0705
2006-11-13,3.0758
2006-11-14,3.0712
2006-11-15,3.067
2006-11-16,3.0686
2006-11-17,3.0743
2006-11-20,3.0755
2006-11-21,3.0803
2006-11-22,3.0738
2006-11-23,3.072
2006-11-24,3.0747
2006-11-27,3.0775
2006-11-28,3.0784
2006-11-29,3.0745
2006-11-30,3.0678
2006-12-01,3.0627
2006-12-04,3.0595
2006-12-05,3.055
2006-12-06,3.0567
2006-12-07,3.0572
2006-12-08,3.057
2006-12-11,3.0605
2006-12-12,3.0545
2006-12-13,3.0555
2006-12-14,3.0577
2006-12-15,3.0575
2006-12-18,3.0565
2006-12-19,3.058
2006-12-20,3.052
2006-12-21,3.049
2006-12-22,3.054
2006-12-26,3.061
2006-12-27,3.072
2006-12-28,3.0746
2006-12-29,3.0585
2007-01-02,3.058
2007-01-03,3.06
2007-01-04,3.072
2007-01-05,3.078
2007-01-08,3.081
2007-01-09,3.0825
2007-01-10,3.0815
2007-01-11,3.0807
2007-01-12,3.0805
2007-01-15,3.0815
2007-01-16,3.08
2007-01-17,3.0785
2007-01-18,3.082
2007-01-19,3.0855
2007-01-22,3.097
2007-01-23,3.098
2007-01-24,3.0968
2007-01-25,3.1
2007-01-26,3.106
2007-01-29,3.1078
2007-01-30,3.1068
2007-01-31,3.108
2007-02-01,3.1025
2007-02-02,3.099
2007-02-05,3.103
2007-02-06,3.1015
2007-02-07,3.102
2007-02-08,3.1043
2007-02-09,3.1065
2007-02-12,3.103
2007-02-13,3.101
2007-02-14,3.098
2007-02-15,3.0955
2007-02-16,3.1048
2007-02-19,3.103
2007-02-20,3.1045
2007-02-21,3.1064
2007-02-22,3.1035
2007-02-23,3.104
2007-02-26,3.1033
2007-02-27,3.1007
2007-02-28,3.1
2007-03-01,3.0965
2007-03-02,3.1
2007-03-05,3.1018
2007-03-06,3.1025
2007-03-07,3.1036
2007-03-08,3.105
2007-03-09,3.1055
2007-03-12,3.1025
2007-03-13,3.101
2007-03-14,3.0985
2007-03-15,3.0975
2007-03-16,3.1012
2007-03-19,3.1
2007-03-20,3.0992
2007-03-21,3.0995
2007-03-22,3.0978
2007-03-23,3.1015
2007-03-26,3.104
2007-03-27,3.106
2007-03-28,3.1035
2007-03-29,3.1015
2007-03-30,3.0997
2007-04-02,3.0995
2007-04-03,3.1015
2007-04-04,3.0995
2007-04-05,3.0995
2007-04-09,3.0968
2007-04-10,3.0945
2007-04-11,3.0905
2007-04-12,3.0863
2007-04-13,3.0898
2007-04-16,3.0875
2007-04-17,3.0825
2007-04-18,3.0843
2007-04-19,3.0875
2007-04-20,3.0883
2007-04-23,3.0831
2007-04-24,3.0834
2007-04-25,3.085
2007-04-26,3.0885
2007-04-27,3.0895
2007-04-30,3.0885
2007-05-01,3.0895
2007-05-02,3.0845
2007-05-03,3.0835
2007-05-04,3.0805
2007-05-07,3.081
2007-05-08,3.08
2007-05-09,3.076
2007-05-10,3.0802
2007-05-11,3.0794
2007-05-14,3.077
2007-05-15,3.0762
2007-05-16,3.077
2007-05-17,3.0745
2007-05-18,3.0775
2007-05-21,3.0745
2007-05-22,3.0784
2007-05-23,3.0822
2007-05-24,3.0831
2007-05-25,3.0839
2007-05-28,3.0817
2007-05-29,3.081
2007-05-30,3.078
2007-05-31,3.0775
2007-06-01,3.0739
2007-06-04,3.0725
2007-06-05,3.0773
2007-06-06,3.0769
2007-06-07,3.0775
2007-06-08,3.0755
2007-06-11,3.074
2007-06-12,3.0738
2007-06-13,3.0731
2007-06-14,3.0723
2007-06-15,3.076
2007-06-18,3.076
2007-06-19,3.0737
2007-06-20,3.079
2007-06-21,3.0825
2007-06-22,3.082
2007-06-25,3.0835
2007-06-26,3.0883
2007-06-27,3.0838
2007-06-28,3.0887
2007-06-29,3.092
2007-07-02,3.0915
2007-07-03,3.091
2007-07-04,3.0922
2007-07-05,3.1035
2007-07-06,3.1055
2007-07-09,3.1055
2007-07-10,3.1027
2007-07-11,3.1013
2007-07-12,3.1
2007-07-13,3.0995
2007-07-16,3.101
2007-07-17,3.1015
2007-07-18,3.104
2007-07-19,3.1033
2007-07-20,3.119
2007-07-23,3.1265
2007-07-24,3.1615
2007-07-25,3.1795
2007-07-26,3.1368
2007-07-27,3.1193
2007-07-30,3.125
2007-07-31,3.1213
2007-08-01,3.134
2007-08-02,3.1385
2007-08-03,3.1405
2007-08-06,3.139
2007-08-07,3.1493
2007-08-08,3.1335
2007-08-09,3.1424
2007-08-10,3.1475
2007-08-13,3.1445
2007-08-14,3.1465
2007-08-15,3.152
2007-08-16,3.1593
2007-08-17,3.156
2007-08-20,3.154
2007-08-21,3.1635
2007-08-22,3.163
2007-08-24,3.1705
2007-08-27,3.1703
2007-08-28,3.1638
2007-08-29,3.165
2007-08-30,3.158
2007-08-31,3.1562
2007-09-03,3.1557
2007-09-04,3.1645
2007-09-05,3.1635
2007-09-06,3.1638
2007-09-07,3.1618
2007-09-10,3.1585
2007-09-11,3.1463
2007-09-12,3.1365
2007-09-13,3.1315
2007-09-14,3.136
2007-09-17,3.135
2007-09-18,3.1365
2007-09-19,3.1308
2007-09-20,3.1391
2007-09-21,3.146
2007-09-24,3.1438
2007-09-25,3.1465
2007-09-26,3.1479
2007-09-27,3.15
2007-09-28,3.1495
2007-10-01,3.149
2007-10-02,3.148
2007-10-03,3.151
2007-10-04,3.1545
2007-10-05,3.1565
2007-10-08,3.158
2007-10-09,3.1567
2007-10-10,3.1552
2007-10-11,3.1555
2007-10-12,3.157
2007-10-15,3.157
2007-10-16,3.1595
2007-10-17,3.1615
2007-10-18,3.1615
2007-10-19,3.1625
2007-10-22,3.1685
2007-10-23,3.173
2007-10-24,3.1789
2007-10-25,3.179
2007-10-26,3.1713
2007-10-29,3.1562
2007-10-30,3.1484
2007-10-31,3.1438
2007-11-01,3.1324
2007-11-02,3.129
2007-11-05,3.1315
2007-11-06,3.1319
2007-11-07,3.126
2007-11-08,3.1309
2007-11-09,3.1304
2007-11-12,3.1299
2007-11-13,3.1355
2007-11-14,3.1275
2007-11-15,3.1225
2007-11-16,3.1313
2007-11-19,3.1305
2007-11-20,3.1315
2007-11-21,3.139
2007-11-22,3.1407
2007-11-23,3.1432
2007-11-26,3.1427
2007-11-27,3.1505
2007-11-28,3.149
2007-11-29,3.1485
2007-11-30,3.1445
2007-12-03,3.1392
2007-12-04,3.136
2007-12-05,3.132
2007-12-06,3.1337
2007-12-07,3.1375
2007-12-10,3.138
2007-12-11,3.1388
2007-12-12,3.1385
2007-12-13,3.142
2007-12-14,3.143
2007-12-17,3.1413
2007-12-18,3.137
2007-12-19,3.1313
2007-12-20,3.136
2007-12-21,3.141
2007-12-24,3.1413
2007-12-26,3.1425
2007-12-27,3.1488
2007-12-28,3.1483
2007-12-31,3.151
2008-01-02,3.1455
2008-01-03,3.1415
2008-01-04,3.14
2008-01-07,3.1365
2008-01-08,3.1295
2008-01-09,3.1295
2008-01-10,3.1285
2008-01-11,3.1285
2008-01-14,3.138
2008-01-15,3.1405
2008-01-16,3.1463
2008-01-17,3.1488
2008-01-18,3.1525
2008-01-21,3.1587
2008-01-22,3.1565
2008-01-23,3.1575
2008-01-24,3.1531
2008-01-25,3.1495
2008-01-28,3.151
2008-01-29,3.1515
2008-01-30,3.1565
2008-01-31,3.1513
2008-02-01,3.154
2008-02-04,3.158
2008-02-05,3.165
2008-02-06,3.1693
2008-02-07,3.1685
2008-02-08,3.1687
2008-02-11,3.1675
2008-02-12,3.1615
2008-02-13,3.1545
2008-02-14,3.1555
2008-02-15,3.152
2008-02-18,3.1525
2008-02-19,3.1537
2008-02-20,3.1508
2008-02-21,3.1502
2008-02-22,3.1583
2008-02-25,3.158
2008-02-26,3.1585
2008-02-27,3.158
2008-02-28,3.157
2008-02-29,3.1618
2008-03-03,3.1605
2008-03-04,3.153
2008-03-05,3.1545
2008-03-06,3.1535
2008-03-07,3.1555
2008-03-10,3.157
2008-03-11,3.1528
2008-03-12,3.1505
2008-03-13,3.1485
2008-03-14,3.144
2008-03-17,3.148
2008-03-18,3.1465
2008-03-19,3.156
2008-03-20,3.157
2008-03-24,3.159
2008-03-25,3.161
2008-03-26,3.1685
2008-03-27,3.1645
2008-03-28,3.163
2008-03-31,3.168
2008-04-01,3.17
2008-04-02,3.1655
2008-04-03,3.1637
2008-04-04,3.1638
2008-04-07,3.159
2008-04-08,3.1587
2008-04-09,3.1585
2008-04-10,3.156
2008-04-11,3.153
2008-04-14,3.1545
2008-04-15,3.1615
2008-04-16,3.1665
2008-04-17,3.1735
2008-04-18,3.17
2008-04-21,3.1794
2008-04-22,3.1817
2008-04-23,3.1815
2008-04-24,3.1845
2008-04-25,3.1735
2008-04-28,3.1725
2008-04-29,3.1645
2008-04-30,3.1645
2008-05-01,3.164
2008-05-02,3.172
2008-05-05,3.174
2008-05-06,3.1772
2008-05-07,3.1845
2008-05-08,3.1772
2008-05-09,3.177
2008-05-12,3.1763
2008-05-13,3.164
2008-05-14,3.162
2008-05-15,3.161
2008-05-16,3.1463
2008-05-19,3.149
2008-05-20,3.14
2008-05-21,3.133
2008-05-22,3.1359
2008-05-23,3.136
2008-05-26,3.1343
2008-05-27,3.1266
2008-05-28,3.1162
2008-05-29,3.1109
2008-05-30,3.0999
2008-06-02,3.087
2008-06-03,3.069
2008-06-04,3.072
2008-06-05,3.063
2008-06-06,3.0735
2008-06-09,3.064
2008-06-10,3.0645
2008-06-11,3.0605
2008-06-12,3.0525
2008-06-13,3.039
2008-06-16,3.0395
2008-06-17,3.0358
2008-06-18,3.034
2008-06-19,3.0355
2008-06-20,3.0335
2008-06-23,3.0185
2008-06-24,3.0156
2008-06-25,3.0175
2008-06-26,3.0275
2008-06-27,3.0258
2008-06-30,3.0261
2008-07-01,3.0223
2008-07-02,3.0195
2008-07-03,3.027
2008-07-04,3.0296
2008-07-07,3.0175
2008-07-08,3.013
2008-07-10,3.017
2008-07-11,3.0205
2008-07-14,3.0227
2008-07-15,3.0228
2008-07-16,3.028
2008-07-17,3.022
2008-07-18,3.0234
2008-07-21,3.0238
2008-07-22,3.0213
2008-07-23,3.017
2008-07-24,3.0165
2008-07-25,3.0185
2008-07-28,3.0195
2008-07-29,3.0239
2008-07-30,3.0263
2008-07-31,3.0438
2008-08-01,3.0443
2008-08-04,3.0384
2008-08-05,3.041
2008-08-06,3.0423
2008-08-07,3.0463
2008-08-08,3.052
2008-08-11,3.0337
2008-08-12,3.0365
2008-08-13,3.0295
2008-08-14,3.0288
2008-08-15,3.0289
2008-08-18,3.0305
2008-08-19,3.0265
2008-08-20,3.0238
2008-08-21,3.024
2008-08-22,3.0239
2008-08-25,3.026
2008-08-26,3.0267
2008-08-27,3.0263
2008-08-28,3.0265
2008-08-29,3.03
2008-09-01,3.0296
2008-09-02,3.038
2008-09-03,3.037
2008-09-04,3.0388
2008-09-05,3.0403
2008-09-08,3.049
2008-09-09,3.057
2008-09-10,3.0735
2008-09-11,3.08
2008-09-12,3.0815
2008-09-15,3.086
2008-09-16,3.0945
2008-09-17,3.1045
2008-09-18,3.1186
2008-09-19,3.115
2008-09-22,3.099
2008-09-23,3.0989
2008-09-24,3.106
2008-09-25,3.1133
2008-09-26,3.1159
2008-09-29,3.1185
2008-09-30,3.1341
2008-10-01,3.1345
2008-10-02,3.1432
2008-10-03,3.162
2008-10-06,3.197
2008-10-07,3.215
2008-10-08,3.222
2008-10-09,3.2315
2008-10-10,3.2235
2008-10-13,3.221
2008-10-14,3.194
2008-10-15,3.1979
2008-10-16,3.205
2008-10-17,3.212
2008-10-20,3.2215
2008-10-21,3.219
2008-10-22,3.2238
2008-10-23,3.2435
2008-10-24,3.2787
2008-10-27,3.2984
2008-10-28,3.368
2008-10-29,3.3656
2008-10-30,3.3855
2008-10-31,3.3865
2008-11-03,3.3855
2008-11-04,3.3075
2008-11-05,3.3007
2008-11-06,3.303
2008-11-07,3.3044
2008-11-10,3.3065
2008-11-11,3.2983
2008-11-12,3.3032
2008-11-13,3.307
2008-11-14,3.311
2008-11-17,3.3138
2008-11-18,3.3207
2008-11-19,3.3255
2008-11-20,3.33
2008-11-21,3.3325
2008-11-24,3.3355
2008-11-25,3.3383
2008-11-26,3.3469
2008-11-27,3.3517
2008-11-28,3.3735
2008-12-01,3.3825
2008-12-02,3.395
2008-12-03,3.4083
2008-12-04,3.4404
2008-12-05,3.4705
2008-12-08,3.4689
2008-12-09,3.4315
2008-12-10,3.4153
2008-12-11,3.4085
2008-12-12,3.4225
2008-12-15,3.4225
2008-12-16,3.3995
2008-12-17,3.4022
2008-12-18,3.4048
2008-12-19,3.4153
2008-12-22,3.425
2008-12-23,3.433
2008-12-24,3.435
2008-12-26,3.44
2008-12-29,3.4433
2008-12-30,3.4513
2008-12-31,3.4535
2009-01-02,3.4574
2009-01-05,3.45
2009-01-06,3.4528
2009-01-07,3.4534
2009-01-08,3.45
2009-01-09,3.4487
2009-01-12,3.449
2009-01-13,3.4476
2009-01-14,3.4501
2009-01-15,3.4533
2009-01-16,3.4553
2009-01-19,3.456
2009-01-20,3.4601
2009-01-21,3.47
2009-01-22,3.475
2009-01-23,3.477
2009-01-26,3.4826
2009-01-27,3.4848
2009-01-28,3.4893
2009-01-29,3.4852
2009-01-30,3.4885
2009-02-02,3.4903
2009-02-03,3.4982
2009-02-04,3.49
2009-02-05,3.486
2009-02-06,3.486
2009-02-09,3.487
2009-02-10,3.4838
2009-02-11,3.4883
2009-02-12,3.4902
2009-02-13,3.4955
2009-02-16,3.4945
2009-02-17,3.505
2009-02-18,3.5091
2009-02-19,3.5341
2009-02-20,3.5367
2009-02-23,3.5473
2009-02-24,3.5555
2009-02-25,3.5535
2009-02-26,3.5574
2009-02-27,3.565
2009-03-02,3.6
2009-03-03,3.611
2009-03-04,3.6158
2009-03-05,3.6289
2009-03-06,3.6385
2009-03-09,3.6367
2009-03-10,3.6357
2009-03-11,3.6435
2009-03-12,3.6452
2009-03-13,3.65
2009-03-16,3.641
2009-03-17,3.646
2009-03-18,3.658
2009-03-19,3.6475
2009-03-20,3.6572
2009-03-23,3.6875
2009-03-24,3.6855
2009-03-25,3.6885
2009-03-26,3.6945
2009-03-27,3.7152
2009-03-30,3.7152
2009-03-31,3.7185
2009-04-01,3.7117
2009-04-02,3.7102
2009-04-03,3.693
2009-04-06,3.675
2009-04-07,3.6739
2009-04-08,3.6775
2009-04-09,3.6726
2009-04-10,3.6725
2009-04-13,3.6801
2009-04-14,3.6775
2009-04-15,3.6754
2009-04-16,3.6746
2009-04-17,3.6811
2009-04-20,3.6872
2009-04-21,3.6918
2009-04-22,3.6946
2009-04-23,3.6952
2009-04-24,3.6957
2009-04-27,3.7016
2009-04-28,3.7155
2009-04-29,3.7215
2009-04-30,3.7135
2009-05-04,3.6951
2009-05-05,3.6985
2009-05-06,3.7102
2009-05-07,3.7215
2009-05-08,3.7204
2009-05-11,3.7195
2009-05-12,3.7197
2009-05-13,3.7237
2009-05-14,3.7256
2009-05-15,3.7283
2009-05-18,3.7256
2009-05-19,3.728
2009-05-20,3.7319
2009-05-21,3.736
2009-05-22,3.7365
2009-05-26,3.7395
2009-05-27,3.738
2009-05-28,3.7385
2009-05-29,3.7483
2009-06-01,3.7439
2009-06-02,3.743
2009-06-03,3.7435
2009-06-04,3.7422
2009-06-05,3.7555
2009-06-08,3.7579
2009-06-09,3.7606
2009-06-10,3.7618
2009-06-11,3.7512
2009-06-12,3.7719
2009-06-15,3.7613
2009-06-16,3.7779
2009-06-17,3.768
2009-06-18,3.7655
2009-06-19,3.7735
2009-06-22,3.7782
2009-06-23,3.7913
2009-06-24,3.79
2009-06-25,3.7985
2009-06-26,3.7985
2009-06-29,3.7893
2009-06-30,3.7956
2009-07-01,3.7985
2009-07-02,3.7995
2009-07-03,3.8015
2009-07-06,3.8024
2009-07-07,3.804
2009-07-08,3.8085
2009-07-10,3.8005
2009-07-13,3.8073
2009-07-14,3.8225
2009-07-15,3.8059
2009-07-16,3.8067
2009-07-17,3.8045
2009-07-20,3.8064
2009-07-21,3.8103
2009-07-22,3.8068
2009-07-23,3.809
2009-07-24,3.8079
2009-07-27,3.8079
2009-07-28,3.8112
2009-07-29,3.8195
2009-07-30,3.8291
2009-07-31,3.833
2009-08-03,3.8251
2009-08-04,3.8236
2009-08-05,3.8192
2009-08-06,3.8261
2009-08-07,3.8268
2009-08-10,3.8296
2009-08-11,3.8304
2009-08-12,3.8324
2009-08-13,3.838
2009-08-14,3.8447
2009-08-18,3.8447
2009-08-19,3.8484
2009-08-20,3.8477
2009-08-21,3.8469
2009-08-24,3.8522
2009-08-25,3.855
2009-08-26,3.8484
2009-08-27,3.8486
2009-08-28,3.8508
2009-08-31,3.8544
2009-09-01,3.8504
2009-09-02,3.8414
2009-09-03,3.8486
2009-09-04,3.8439
2009-09-07,3.8507
2009-09-08,3.8461
2009-09-09,3.8565
2009-09-10,3.8467
2009-09-11,3.8559
2009-09-14,3.8514
2009-09-15,3.8238
2009-09-16,3.8264
2009-09-17,3.8321
2009-09-18,3.8369
2009-09-21,3.8377
2009-09-22,3.8354
2009-09-23,3.8317
2009-09-24,3.8414
2009-09-25,3.8414
2009-09-28,3.8457
2009-09-29,3.8365
2009-09-30,3.8416
2009-10-01,3.843
2009-10-02,3.8411
2009-10-05,3.8388
2009-10-06,3.8386
2009-10-07,3.8344
2009-10-08,3.8313
2009-10-09,3.8288
2009-10-13,3.8226
2009-10-14,3.8214
2009-10-15,3.8235
2009-10-16,3.8192
2009-10-19,3.8218
2009-10-20,3.8204
2009-10-21,3.8203
2009-10-22,3.8212
2009-10-23,3.8208
2009-10-26,3.8235
2009-10-27,3.8213
2009-10-28,3.8194
2009-10-29,3.8216
2009-10-30,3.8185
2009-11-02,3.8243
2009-11-03,3.8149
2009-11-04,3.8155
2009-11-05,3.8157
2009-11-09,3.8153
2009-11-10,3.8162
2009-11-11,3.8145
2009-11-12,3.814
2009-11-13,3.8082
2009-11-16,3.815
2009-11-17,3.8135
2009-11-18,3.8144
2009-11-19,3.8023
2009-11-20,3.801
2009-11-23,3.7963
2009-11-24,3.8015
2009-11-25,3.8031
2009-11-26,3.7987
2009-11-27,3.8078
2009-11-30,3.812
2009-12-01,3.8107
2009-12-02,3.8115
2009-12-03,3.8097
2009-12-04,3.8064
2009-12-07,3.8041
2009-12-09,3.8033
2009-12-10,3.801
2009-12-11,3.801
2009-12-14,3.8035
2009-12-15,3.8124
2009-12-16,3.81
2009-12-17,3.8177
2009-12-18,3.8104
2009-12-21,3.8075
2009-12-22,3.7982
2009-12-23,3.7921
2009-12-24,3.7863
2009-12-28,3.7963
2009-12-29,3.823
2009-12-30,3.8011
2009-12-31,3.799
2010-01-04,3.7965
2010-01-05,3.7987
2010-01-06,3.812
2010-01-07,3.7959
2010-01-08,3.7897
2010-01-11,3.7961
2010-01-12,3.792
2010-01-13,3.7964
2010-01-14,3.7967
2010-01-15,3.7975
2010-01-18,3.7948
2010-01-19,3.7991
2010-01-20,3.7975
2010-01-21,3.8064
2010-01-22,3.805
2010-01-25,3.8067
2010-01-26,3.8138
2010-01-27,3.816
2010-01-28,3.8202
2010-01-29,3.8305
2010-02-01,3.8384
2010-02-02,3.8317
2010-02-03,3.8328
2010-02-04,3.8415
2010-02-05,3.8399
2010-02-08,3.841
2010-02-09,3.842
2010-02-10,3.8448
2010-02-11,3.849
2010-02-12,3.8543
2010-02-15,3.854
2010-02-16,3.8571
2010-02-17,3.851
2010-02-18,3.8539
2010-02-19,3.8542
2010-02-22,3.861
2010-02-23,3.8606
2010-02-24,3.8578
2010-02-25,3.8593
2010-02-26,3.8583
2010-03-01,3.8575
2010-03-02,3.8555
2010-03-03,3.855
2010-03-04,3.8564
2010-03-05,3.8575
2010-03-08,3.855
2010-03-09,3.8602
2010-03-10,3.8588
2010-03-11,3.8583
2010-03-12,3.8607
2010-03-15,3.8597
2010-03-16,3.8628
2010-03-17,3.8581
2010-03-18,3.8593
2010-03-19,3.8633
2010-03-22,3.8636
2010-03-23,3.8663
2010-03-25,3.869
2010-03-26,3.8665
2010-03-29,3.8741
2010-03-30,3.8745
2010-03-31,3.8788
2010-04-05,3.8796
2010-04-06,3.8799
2010-04-07,3.8774
2010-04-08,3.8773
2010-04-09,3.8748
2010-04-12,3.8787
2010-04-13,3.8769
2010-04-14,3.8763
2010-04-15,3.87
2010-04-16,3.8688
2010-04-19,3.8632
2010-04-20,3.8713
2010-04-21,3.866
2010-04-22,3.8715
2010-04-23,3.8725
2010-04-26,3.872
2010-04-27,3.8788
2010-04-28,3.8805
2010-04-29,3.8816
2010-04-30,3.8881
2010-05-03,3.886
2010-05-04,3.8929
2010-05-05,3.9028
2010-05-06,3.896
2010-05-07,3.8929
2010-05-10,3.896
2010-05-11,3.8922
2010-05-12,3.8955
2010-05-13,3.8935
2010-05-14,3.894
2010-05-17,3.9005
2010-05-18,3.9104
2010-05-19,3.8872
2010-05-20,3.904
2010-05-21,3.9029
2010-05-26,3.9039
2010-05-27,3.9103
2010-05-28,3.92
2010-05-31,3.9051
2010-06-01,3.929
2010-06-02,3.9226
2010-06-03,3.9198
2010-06-04,3.9238
2010-06-07,3.9213
2010-06-08,3.916
2010-06-09,3.9171
2010-06-10,3.9186
2010-06-11,3.9236
2010-06-14,3.9262
2010-06-15,3.9248
2010-06-16,3.9258
2010-06-17,3.9244
2010-06-18,3.9244
2010-06-22,3.9265
2010-06-23,3.9253
2010-06-24,3.9275
2010-06-25,3.9308
2010-06-28,3.933
2010-06-29,3.931
2010-06-30,3.9305
2010-07-01,3.9323
2010-07-02,3.9333
2010-07-05,3.9295
2010-07-06,3.9359
2010-07-07,3.9334
2010-07-08,3.9355
2010-07-12,3.9363
2010-07-13,3.9326
2010-07-14,3.9335
2010-07-15,3.9369
2010-07-16,3.9326
2010-07-19,3.935
2010-07-20,3.9345
2010-07-21,3.9326
2010-07-22,3.9323
2010-07-23,3.93
2010-07-26,3.9326
2010-07-27,3.9323
2010-07-28,3.9341
2010-07-29,3.937
2010-07-30,3.9408
2010-08-02,3.9375
2010-08-03,3.9333
2010-08-04,3.933
2010-08-05,3.9344
2010-08-06,3.93
2010-08-09,3.9325
2010-08-10,3.9325
2010-08-11,3.934
2010-08-12,3.9333
2010-08-13,3.9328
2010-08-17,3.934
2010-08-18,3.9298
2010-08-19,3.9381
2010-08-20,3.9368
2010-08-23,3.9373
2010-08-24,3.9415
2010-08-25,3.943
2010-08-26,3.9445
2010-08-27,3.9445
2010-08-30,3.9493
2010-08-31,3.9513
2010-09-01,3.9494
2010-09-02,3.9478
2010-09-03,3.9453
2010-09-06,3.9443
2010-09-07,3.9455
2010-09-08,3.9463
2010-09-09,3.9454
2010-09-10,3.945
2010-09-13,3.9455
2010-09-14,3.9455
2010-09-15,3.9491
2010-09-16,3.9495
2010-09-17,3.9481
2010-09-20,3.9491
2010-09-21,3.9518
2010-09-22,3.9511
2010-09-23,3.952
2010-09-24,3.9601
2010-09-27,3.9598
2010-09-28,3.9725
2010-09-29,3.9676
2010-09-30,3.9595
2010-10-01,3.9611
2010-10-04,3.9614
2010-10-05,3.9577
2010-10-06,3.9603
2010-10-07,3.9585
2010-10-08,3.9582
2010-10-12,3.9556
2010-10-13,3.9515
2010-10-14,3.9504
2010-10-15,3.9545
2010-10-18,3.9537
2010-10-19,3.9571
2010-10-20,3.959
2010-10-21,3.9594
2010-10-22,3.9552
2010-10-25,3.957
2010-10-26,3.9568
2010-10-28,3.9574
2010-10-29,3.9548
2010-11-01,3.9596
2010-11-02,3.9588
2010-11-03,3.9542
2010-11-04,3.9594
2010-11-05,3.9547
2010-11-08,3.9595
2010-11-09,3.9629
2010-11-10,3.9615
2010-11-11,3.9624
2010-11-12,3.9694
2010-11-15,3.9694
2010-11-16,3.977
2010-11-17,3.9768
2010-11-18,3.9724
2010-11-19,3.9747
2010-11-23,3.9735
2010-11-24,3.973
2010-11-25,3.9705
2010-11-26,3.9781
2010-11-29,3.9813
2010-11-30,3.9847
2010-12-01,3.9866
2010-12-02,3.9855
2010-12-03,3.9774
2010-12-06,3.974
2010-12-07,3.9797
2010-12-09,3.9722
2010-12-10,3.9769
2010-12-13,3.9733
2010-12-14,3.9707
2010-12-15,3.9765
2010-12-16,3.9745
2010-12-17,3.9742
2010-12-20,3.9746
2010-12-21,3.9753
2010-12-22,3.9732
2010-12-23,3.977
2010-12-24,3.9719
2010-12-27,3.9795
2010-12-28,3.9814
2010-12-29,3.9789
2010-12-30,3.9754
2010-12-31,3.9787
2011-01-03,3.9722
2011-01-04,3.973
2011-01-05,3.969
2011-01-06,3.9715
2011-01-07,3.9786
2011-01-10,3.9769
2011-01-11,3.9769
2011-01-12,3.973
2011-01-13,3.9737
2011-01-14,3.9744
2011-01-17,3.9789
2011-01-18,3.9838
2011-01-19,3.9843
2011-01-20,3.9789
2011-01-21,3.9822
2011-01-24,3.9845
2011-01-25,3.9875
2011-01-26,3.9884
2011-01-27,3.9931
2011-01-28,3.9995
2011-01-31,4.0035
2011-02-01,4.0077
2011-02-02,4.0146
2011-02-03,4.0154
2011-02-04,4.016
2011-02-07,4.019
2011-02-08,4.0184
2011-02-09,4.0165
2011-02-10,4.0186
2011-02-11,4.0213
2011-02-14,4.023
2011-02-15,4.0233
2011-02-16,4.0235
2011-02-17,4.0248
2011-02-18,4.0241
2011-02-21,4.0237
2011-02-22,4.0285
2011-02-23,4.0296
2011-02-24,4.0274
2011-02-25,4.0279
2011-02-28,4.0301
2011-03-01,4.0327
2011-03-02,4.0299
2011-03-03,4.0303
2011-03-04,4.029
2011-03-09,4.0268
2011-03-10,4.0291
2011-03-11,4.0264
2011-03-14,4.0288
2011-03-15,4.0335
2011-03-16,4.0384
2011-03-17,4.0391
2011-03-18,4.0383
2011-03-21,4.0366
2011-03-22,4.0398
2011-03-23,4.0414
2011-03-28,4.0459
2011-03-29,4.0455
2011-03-30,4.0418
2011-03-31,4.0517
2011-04-01,4.0537
2011-04-04,4.0523
2011-04-05,4.0521
2011-04-06,4.0541
2011-04-07,4.0528
2011-04-08,4.0497
2011-04-11,4.0491
2011-04-12,4.047
2011-04-13,4.0584
2011-04-14,4.066
2011-04-15,4.0699
2011-04-18,4.0726
2011-04-19,4.0729
2011-04-20,4.0779
2011-04-25,4.0805
2011-04-26,4.0813
2011-04-27,4.0818
2011-04-28,4.0805
2011-04-29,4.0783
2011-05-02,4.0796
2011-05-03,4.0805
2011-05-04,4.0776
2011-05-05,4.0815
2011-05-06,4.0803
2011-05-09,4.077
2011-05-10,4.08
2011-05-11,4.0831
2011-05-12,4.0805
2011-05-13,4.0861
2011-05-16,4.0848
2011-05-17,4.0828
2011-05-18,4.0871
2011-05-19,4.0769
2011-05-20,4.085
2011-05-23,4.085
2011-05-24,4.0859
2011-05-26,4.086
2011-05-27,4.0865
2011-05-30,4.0857
