DATE,BR_SOY_CHAPADAO_DO_SUL_PRICE
2019-07-16,65.53
2019-07-17,65.69
2019-07-18,64.89
2019-07-19,64.65
2019-07-22,65.75
2019-07-23,65.8
2019-07-25,64.95
2019-07-26,65.12
2019-07-29,66.12
2019-07-30,65.62
2019-07-31,65.29
2019-08-01,66.36
2019-08-02,67.07
2019-08-05,67.47
2019-08-06,66.44
2019-08-07,66.12
2019-08-08,67.78
2019-08-09,67.62
2019-08-12,66.62
2019-08-13,67.83
2019-08-14,69.75
2019-08-15,71.46
2019-08-16,69.77
2019-08-19,69.21
2019-08-20,69.02
2019-08-21,69.59
2019-08-22,69.84
2019-08-23,70.72
2019-08-26,70.55
2019-08-27,71.55
2019-08-28,71.8
2019-08-29,73.28
2019-08-30,73.09
2019-09-02,73.09
2019-09-03,73.57
2019-09-04,73.51
2019-09-05,72.18
2019-09-06,71.52
2019-09-09,70.62
2019-09-10,70.29
2019-09-11,70.05
2019-09-12,71.25
2019-09-13,72.9
2019-09-16,72.2
2019-09-17,73.52
2019-09-18,72.41
2019-09-19,73.85
2019-09-20,74.35
2019-09-23,74.35
2019-09-24,75.02
2019-09-25,75.07
2019-09-26,74.31
