DATE,BR_ETHANOL_HYDROUS_PAULINIA_PRICE
2023-05-15,2637.0
2023-05-16,2554.0
2023-05-17,2518.5
2023-05-18,2536.5
2023-05-19,2640.5
2023-05-22,2648.5
2023-05-23,2641.0
2023-05-24,2629.5
2023-05-25,2622.0
2023-05-26,2619.0
2023-05-29,2643.0
2023-05-30,2673.0
2023-05-31,2699.5
2023-06-01,2709.0
2023-06-02,2696.0
2023-06-05,2666.5
2023-06-06,2642.0
2023-06-07,2631.5
2023-06-09,2639.5
2023-06-12,2633.5
2023-06-13,2638.5
2023-06-14,2666.5
2023-06-15,2649.5
2023-06-16,2654.0
2023-06-19,2647.5
2023-06-20,2593.5
2023-06-21,2598.0
2023-06-22,2618.5
2023-06-23,2606.0
2023-06-26,2617.0
2023-06-27,2615.5
2023-06-28,2620.5
2023-06-29,2620.5
2023-06-30,2592.5
2023-07-03,2507.0
2023-07-04,2419.0
2023-07-05,2374.0
2023-07-06,2343.0
2023-07-07,2293.5
2023-07-10,2294.0
2023-07-11,2305.5
2023-07-12,2285.0
2023-07-13,2257.0
2023-07-14,2232.0
2023-07-17,2219.5
2023-07-18,2217.0
2023-07-19,2200.5
2023-07-20,2170.5
2023-07-21,2188.0
2023-07-24,2198.0
2023-07-25,2208.5
2023-07-26,2238.0
2023-07-27,2250.0
2023-07-28,2244.5
2023-07-31,2237.0
2023-08-01,2237.5
2023-08-02,2227.0
2023-08-03,2209.0
2023-08-04,2203.5
2023-08-07,2213.5
2023-08-08,2200.0
2023-08-09,2189.0
2023-08-10,2159.5
2023-08-11,2149.0
2023-08-14,2161.0
2023-08-15,2236.0
2023-08-16,2327.0
2023-08-17,2328.5
2023-08-18,2305.5
2023-08-21,2298.5
2023-08-22,2279.0
2023-08-23,2271.5
2023-08-24,2275.0
2023-08-25,2287.5
2023-08-28,2306.5
2023-08-29,2308.5
2023-08-30,2310.5
2023-08-31,2301.0
2023-09-01,2307.5
2023-09-04,2313.5
2023-09-05,2310.0
2023-09-06,2299.0
2023-09-08,2293.5
2023-09-11,2295.0
2023-09-12,2303.0
2023-09-13,2306.5
2023-09-14,2300.5
2023-09-15,2305.0
2023-09-18,2300.0
2023-09-19,2288.5
2023-09-20,2300.5
2023-09-21,2273.0
2023-09-22,2289.5
2023-09-25,2278.0
2023-09-26,2285.5
2023-09-27,2283.0
2023-09-28,2270.0
2023-09-29,2264.5
2023-10-02,2274.5
2023-10-03,2280.5
2023-10-04,2290.0
2023-10-05,2288.5
2023-10-06,2287.0
2023-10-09,2290.0
2023-10-10,2294.5
2023-10-11,2300.5
2023-10-13,2301.5
2023-10-16,2308.5
2023-10-17,2322.0
2023-10-18,2331.5
2023-10-19,2333.5
2023-10-20,2332.0
2023-10-23,2333.0
2023-10-24,2328.0
2023-10-25,2322.0
2023-10-26,2322.5
2023-10-27,2308.5
2023-10-30,2304.5
2023-10-31,2329.0
2023-11-01,2311.5
2023-11-03,2310.5
2023-11-06,2315.5
2023-11-07,2300.5
2023-11-08,2274.0
2023-11-09,2281.5
2023-11-10,2262.5
2023-11-13,2260.5
2023-11-14,2244.5
2023-11-16,2240.5
2023-11-17,2225.5
2023-11-20,2213.5
2023-11-21,2217.5
2023-11-22,2222.5
2023-11-23,2218.0
2023-11-24,2202.0
2023-11-27,2205.0
2023-11-28,2184.5
2023-11-29,2157.5
2023-11-30,2135.5
2023-12-01,2119.0
2023-12-04,2112.5
2023-12-05,2100.5
2023-12-06,2071.5
2023-12-07,2068.5
2023-12-08,2049.5
2023-12-11,2043.5
2023-12-12,2023.5
2023-12-13,1952.5
2023-12-14,1935.5
2023-12-15,1939.0
2023-12-18,1948.5
2023-12-19,1983.5
2023-12-20,2004.5
2023-12-21,2016.5
2023-12-22,2003.0
2023-12-26,2000.0
2023-12-27,2000.5
2023-12-28,1999.5
2024-01-02,1990.5
2024-01-03,1971.5
2024-01-04,1972.5
2024-01-05,1971.0
2024-01-08,1962.0
2024-01-09,1951.5
2024-01-10,1945.0
2024-01-11,1942.0
2024-01-12,1952.0
2024-01-15,1966.0
2024-01-16,1998.5
2024-01-17,2031.5
2024-01-18,2053.5
2024-01-19,2061.5
2024-01-22,2077.0
2024-01-23,2112.5
2024-01-24,2178.0
2024-01-25,2186.5
2024-01-26,2234.0
2024-01-29,2250.5
2024-01-30,2280.5
2024-01-31,2287.0
2024-02-01,2297.0
2024-02-02,2292.0
2024-02-05,2284.5
2024-02-06,2278.0
2024-02-07,2254.5
2024-02-08,2247.0
2024-02-09,2223.5
2024-02-14,2229.5
2024-02-15,2222.0
2024-02-16,2227.0
2024-02-19,2242.5
2024-02-20,2253.5
2024-02-21,2263.5
2024-02-22,2258.5
2024-02-23,2243.0
2024-02-26,2239.5
2024-02-27,2238.5
2024-02-28,2232.0
2024-02-29,2222.0
2024-03-01,2185.5
2024-03-04,2192.5
2024-03-05,2183.5
2024-03-06,2182.0
2024-03-07,2174.5
2024-03-08,2138.5
2024-03-11,2149.0
2024-03-12,2157.0
2024-03-13,2168.0
2024-03-14,2193.0
2024-03-15,2208.5
2024-03-18,2240.5
2024-03-19,2246.5
2024-03-20,2275.5
2024-03-21,2299.0
2024-03-22,2334.5
2024-03-25,2367.5
2024-03-26,2381.0
2024-03-27,2406.5
2024-03-28,2411.5
2024-04-01,2435.5
2024-04-02,2454.0
2024-04-03,2468.5
2024-04-04,2436.0
2024-04-05,2420.5
2024-04-08,2402.5
2024-04-09,2444.5
2024-04-10,2482.0
2024-04-11,2571.5
2024-04-12,2620.0
2024-04-15,2628.0
2024-04-16,2625.0
2024-04-17,2576.0
2024-04-18,2546.0
2024-04-19,2490.0
2024-04-22,2429.0
2024-04-23,2405.0
2024-04-24,2401.5
2024-04-25,2420.0
2024-04-26,2429.5
2024-04-29,2435.5
2024-04-30,2451.5
2024-05-02,2457.0
2024-05-03,2462.0
2024-05-06,2465.0
2024-05-07,2458.5
2024-05-08,2461.5
2024-05-09,2448.5
2024-05-10,2441.0
2024-05-13,2426.5
2024-05-14,2414.5
2024-05-15,2411.0
2024-05-16,2400.5
2024-05-17,2387.0
2024-05-20,2381.5
2024-05-21,2371.5
2024-05-22,2361.5
2024-05-23,2345.5
2024-05-24,2346.5
2024-05-27,2381.0
2024-05-28,2430.0
2024-05-29,2451.0
2024-05-31,2424.5
2024-06-03,2428.0
2024-06-04,2420.0
2024-06-05,2419.5
2024-06-06,2411.0
2024-06-07,2406.0
2024-06-10,2427.0
2024-06-11,2467.5
2024-06-12,2468.0
2024-06-13,2454.0
2024-06-14,2467.5
2024-06-17,2469.0
2024-06-18,2495.0
2024-06-19,2521.0
2024-06-20,2546.5
2024-06-21,2556.5
2024-06-24,2555.0
2024-06-25,2556.5
2024-06-26,2551.0
2024-06-27,2570.0
2024-06-28,2587.5
2024-07-01,2596.5
2024-07-02,2620.0
2024-07-03,2645.5
2024-07-04,2652.0
2024-07-05,2668.0
2024-07-08,2716.0
2024-07-09,2716.0
2024-07-10,2783.0
2024-07-11,2798.5
2024-07-12,2795.0
2024-07-15,2811.0
2024-07-16,2789.5
2024-07-17,2746.5
2024-07-18,2725.5
2024-07-19,2719.0
2024-07-22,2690.0
2024-07-23,2663.5
2024-07-24,2660.5
2024-07-25,2662.5
2024-07-26,2679.0
2024-07-29,2689.0
2024-07-30,2705.0
2024-07-31,2728.0
2024-08-01,2747.0
2024-08-02,2751.0
2024-08-05,2750.0
2024-08-06,2742.5
2024-08-07,2733.0
2024-08-08,2729.0
2024-08-09,2714.0
2024-08-12,2725.0
2024-08-13,2707.0
2024-08-14,2707.0
2024-08-15,2690.0
2024-08-16,2688.0
2024-08-19,2678.0
2024-08-20,2656.0
2024-08-21,2633.5
2024-08-22,2615.5
2024-08-23,2622.0
2024-08-26,2640.5
2024-08-27,2663.5
2024-08-28,2695.5
2024-08-29,2692.0
2024-08-30,2694.0
2024-09-02,2687.0
2024-09-03,2631.0
2024-09-04,2607.0
2024-09-05,2594.5
2024-09-06,2592.0
2024-09-09,2579.0
2024-09-10,2572.0
2024-09-11,2521.0
2024-09-12,2488.0
2024-09-13,2484.5
2024-09-16,2488.0
2024-09-17,2507.5
2024-09-18,2561.0
2024-09-19,2588.0
2024-09-20,2602.5
2024-09-23,2611.5
2024-09-24,2624.5
2024-09-25,2616.5
2024-09-26,2595.5
2024-09-27,2589.5
2024-09-30,2575.5
2024-10-01,2562.0
2024-10-02,2560.5
2024-10-03,2574.5
2024-10-04,2601.5
2024-10-07,2606.5
2024-10-08,2608.0
2024-10-09,2635.0
2024-10-10,2644.0
2024-10-11,2662.0
2024-10-14,2684.5
2024-10-15,2686.5
2024-10-16,2688.5
2024-10-17,2662.5
2024-10-18,2669.0
2024-10-21,2665.0
2024-10-22,2672.0
2024-10-23,2682.5
2024-10-24,2690.0
2024-10-25,2703.5
2024-10-28,2708.0
2024-10-29,2704.0
2024-10-30,2706.5
2024-10-31,2706.0
2024-11-01,2715.5
2024-11-04,2702.5
2024-11-05,2698.0
2024-11-06,2703.5
2024-11-07,2714.5
2024-11-08,2720.5
2024-11-11,2730.5
2024-11-12,2737.5
2024-11-13,2758.0
2024-11-14,2751.0
2024-11-18,2746.5
2024-11-19,2742.5
2024-11-21,2734.0
2024-11-22,2738.0
2024-11-25,2736.5
2024-11-26,2718.5
2024-11-27,2721.5
2024-11-28,2727.0
2024-11-29,2728.5
2024-12-02,2730.5
2024-12-03,2734.0
2024-12-04,2729.0
2024-12-05,2733.0
2024-12-06,2741.0
2024-12-09,2734.0
2024-12-10,2737.5
2024-12-11,2731.5
2024-12-12,2735.0
2024-12-13,2741.0
2024-12-16,2752.5
2024-12-17,2750.0
2024-12-18,2740.0
2024-12-19,2749.0
2024-12-20,2733.0
2024-12-23,2736.5
2024-12-26,2740.5
2024-12-27,2755.5
2024-12-30,2761.0
2025-01-02,2767.5
2025-01-03,2800.5
2025-01-06,2817.0
2025-01-07,2837.5
2025-01-08,2844.0
2025-01-09,2860.5
2025-01-10,2862.5
2025-01-13,2886.0
2025-01-14,2895.0
2025-01-15,2914.5
2025-01-16,2933.5
2025-01-17,2920.5
2025-01-20,2923.0
2025-01-21,2927.0
2025-01-22,2919.0
2025-01-23,2922.5
2025-01-24,2927.5
2025-01-27,2907.0
2025-01-28,2930.0
2025-01-29,2928.0
2025-01-30,2945.0
2025-01-31,2937.5
2025-02-03,2953.0
2025-02-04,2954.5
2025-02-05,2959.0
2025-02-06,2952.5
2025-02-07,2937.5
2025-02-10,2944.5
2025-02-11,2952.5
2025-02-12,2942.5
2025-02-13,2955.5
2025-02-14,2946.0
2025-02-17,2948.0
2025-02-18,2952.0
2025-02-19,2942.0
2025-02-20,2950.0
2025-02-21,2951.0
2025-02-24,2948.0
2025-02-25,2944.0
2025-02-26,2949.0
2025-02-27,2938.5
2025-02-28,2945.5
2025-03-05,2926.0
2025-03-06,2939.0
2025-03-07,2935.0
2025-03-10,2913.0
2025-03-11,2922.5
2025-03-12,2921.5
2025-03-13,2899.0
2025-03-14,2892.5
2025-03-17,2876.5
2025-03-18,2871.0
2025-03-19,2872.5
2025-03-20,2884.0
2025-03-21,2855.5
2025-03-24,2844.5
2025-03-25,2843.5
2025-03-26,2828.0
2025-03-27,2824.5
2025-03-28,2829.0
2025-03-31,2846.0
2025-04-01,2858.0
2025-04-02,2858.5
2025-04-03,2857.0
2025-04-04,2871.0
2025-04-07,2852.5
2025-04-08,2865.5
2025-04-09,2850.5
