DATE,BR_SOY_PRIMAVERA_DO_LESTE_PRICE
2018-11-28,61.84
2018-11-29,62.13
2018-11-30,63.36
2018-12-03,63.55
2018-12-04,63.03
2018-12-05,62.7
2018-12-06,62.77
2018-12-07,62.9
2018-12-10,62.86
2018-12-11,63.03
2018-12-12,63.03
2018-12-19,59.73
2018-12-20,59.73
2018-12-21,60.06
2018-12-26,60.28
2018-12-27,59.56
2018-12-28,58.74
2019-01-02,59.07
2019-01-08,59.81
2019-01-09,60.16
2019-01-10,59.6
2019-01-11,59.32
2019-01-14,59.7
2019-01-15,59.86
2019-01-16,59.63
2019-01-17,59.53
2019-01-18,60.74
2019-01-21,61.22
2019-01-22,60.28
2019-01-23,60.28
2019-01-24,59.77
2019-01-25,62.49
2019-01-28,60.97
2019-01-29,60.97
2019-01-30,61.47
2019-01-31,61.22
2019-02-01,61.3
2019-02-04,60.13
2019-02-05,59.22
2019-02-06,60.01
2019-02-07,61.05
2019-02-08,61.32
2019-02-11,62.86
2019-02-12,61.55
2019-02-13,60.67
2019-02-14,60.98
2019-02-15,61.4
2019-02-18,61.7
2019-02-19,61.11
2019-02-20,60.77
2019-02-21,62.76
2019-02-22,61.81
2019-02-25,61.81
2019-02-26,60.5
2019-02-27,62.01
2019-02-28,62.01
2019-03-01,62.66
2019-03-06,62.0
2019-03-07,62.6
2019-03-08,63.35
2019-03-11,62.4
2019-03-12,62.2
2019-03-13,62.76
2019-03-14,62.76
2019-03-15,63.17
2019-03-18,62.7
2019-03-19,63.1
2019-03-20,63.1
2019-03-21,63.1
2019-03-22,63.89
2019-03-25,63.73
2019-03-26,63.89
2019-03-27,64.06
2019-03-28,64.06
2019-03-29,61.09
2019-04-01,60.69
2019-04-02,62.08
2019-04-03,62.43
2019-04-04,62.62
2019-04-05,62.62
2019-04-08,62.52
2019-04-09,60.59
2019-04-10,61.89
2019-04-11,62.38
2019-04-12,62.06
2019-04-15,62.72
2019-04-16,62.88
2019-04-17,61.67
2019-04-18,61.67
2019-04-22,62.79
2019-04-23,63.48
2019-04-24,62.83
2019-04-25,62.66
2019-04-26,60.23
2019-04-29,61.1
2019-04-30,61.25
2019-05-02,59.49
2019-05-03,58.85
2019-05-06,59.36
2019-05-07,59.75
2019-05-08,59.17
2019-05-09,59.18
2019-05-10,58.81
2019-05-13,59.01
2019-05-14,60.57
2019-05-15,62.74
2019-05-16,62.92
2019-05-17,64.53
2019-05-20,64.22
2019-05-21,64.24
2019-05-22,64.12
2019-05-23,63.26
2019-05-24,64.09
2019-05-27,63.63
2019-05-28,63.87
2019-05-29,65.59
2019-05-30,65.59
2019-05-31,65.46
2019-06-03,63.91
2019-06-04,64.28
2019-06-05,63.98
2019-06-06,63.81
2019-06-07,64.06
2019-06-10,63.87
2019-06-11,63.68
2019-06-12,64.46
2019-06-13,64.51
2019-06-14,65.31
2019-06-17,66.12
2019-06-18,66.22
2019-06-19,64.82
2019-06-21,65.24
2019-06-24,65.01
2019-06-25,65.0
2019-06-26,64.82
2019-06-27,64.58
2019-06-28,65.06
2019-07-01,63.54
2019-07-02,63.24
2019-07-03,64.54
2019-07-04,63.65
2019-07-05,62.44
2019-07-08,62.22
2019-07-09,62.19
2019-07-10,64.06
2019-07-11,64.1
2019-07-12,65.11
2019-07-15,63.87
2019-07-16,63.55
2019-07-17,62.46
2019-07-18,62.23
2019-07-19,63.87
2019-07-22,62.6
2019-07-23,62.68
2019-07-24,63.29
2019-07-25,63.17
2019-07-26,62.51
2019-07-29,63.37
2019-07-30,64.22
2019-07-31,62.34
2019-08-01,62.4
2019-08-02,64.37
2019-08-05,64.98
2019-08-06,64.98
2019-08-07,67.06
2019-08-08,66.79
2019-08-09,67.25
2019-08-12,68.32
2019-08-13,69.03
2019-08-14,69.86
2019-08-15,70.03
2019-08-16,69.86
2019-08-19,69.03
2019-08-20,70.11
2019-08-21,70.56
2019-08-22,70.11
2019-08-23,72.02
2019-08-26,72.04
2019-08-27,71.71
2019-08-28,71.88
2019-08-29,72.67
2019-08-30,72.49
2019-09-02,74.93
2019-09-03,72.17
2019-09-04,72.29
2019-09-05,72.17
2019-09-06,70.65
2019-09-09,69.71
2019-09-10,70.8
2019-09-11,71.24
2019-09-12,71.21
2019-09-13,70.22
2019-09-16,71.56
2019-09-17,71.29
2019-09-18,70.05
2019-09-19,70.05
2019-09-20,72.13
2019-09-23,73.26
2019-09-24,72.9
2019-09-25,72.59
2019-09-26,72.74
2019-09-27,71.74
2019-09-30,72.96
2019-10-01,73.16
2019-10-02,72.46
2019-10-03,72.02
2019-10-04,70.96
2019-10-07,71.15
2019-10-08,72.23
2019-10-09,72.26
2019-10-10,72.22
2019-10-11,72.35
2019-10-14,73.46
2019-10-15,73.46
2019-10-16,73.95
2019-10-17,73.95
2019-10-18,74.4
2019-10-21,74.75
2019-10-22,74.99
2019-10-23,72.78
2019-10-24,74.45
2019-10-25,73.18
2019-10-28,72.08
2019-10-29,71.97
2019-10-30,73.01
2019-10-31,73.12
2019-11-01,72.25
2019-11-04,73.21
2019-11-05,73.3
2019-11-06,72.56
2019-11-07,73.06
2019-11-08,75.28
2019-11-11,74.6
2019-11-12,74.91
2019-11-13,74.55
2019-11-14,74.22
2019-11-18,75.15
2019-11-19,74.82
2019-11-20,75.15
2019-11-21,75.03
2019-11-22,75.03
2019-11-25,74.63
2019-11-26,75.83
2019-11-27,75.91
2019-11-28,74.62
2019-11-29,74.81
2019-12-02,75.18
2019-12-03,74.11
2019-12-04,75.31
2019-12-05,75.51
2019-12-06,75.51
2019-12-09,75.91
2019-12-10,76.11
2019-12-11,73.95
2019-12-12,73.79
2019-12-13,74.31
2019-12-16,74.18
2019-12-17,75.22
2019-12-18,74.88
2019-12-19,74.96
2019-12-20,74.98
2019-12-23,74.98
2019-12-26,74.98
2019-12-27,74.98
2019-12-30,74.98
2020-01-02,74.98
2020-01-03,74.98
2020-01-06,71.36
2020-01-07,72.72
2020-01-08,72.64
2020-01-09,72.52
2020-01-10,72.92
2020-01-13,72.92
2020-01-14,73.52
2020-01-15,73.44
2020-01-16,73.44
2020-01-17,74.38
2020-01-20,74.69
2020-01-21,73.25
2020-01-22,73.06
2020-01-23,72.38
2020-01-24,71.49
2020-01-27,70.41
2020-01-28,71.14
2020-01-29,72.44
2020-01-30,73.18
2020-01-31,72.96
2020-02-03,71.89
2020-02-04,72.53
2020-02-05,71.15
2020-02-06,71.71
2020-02-07,72.14
2020-02-10,72.12
2020-02-11,72.12
2020-02-12,73.19
2020-02-13,72.93
2020-02-14,72.96
2020-02-17,73.04
2020-02-18,73.19
2020-02-19,72.98
2020-02-20,72.72
2020-02-21,73.53
2020-02-26,74.85
2020-02-27,75.52
2020-02-28,74.32
2020-03-02,74.83
2020-03-03,75.07
2020-03-04,76.11
2020-03-05,76.31
2020-03-06,75.71
2020-03-09,76.43
2020-03-10,75.91
2020-03-11,76.11
2020-03-12,76.31
2020-03-13,75.85
2020-03-16,75.91
2020-03-17,75.91
2020-03-18,80.84
2020-03-19,79.51
2020-03-20,81.08
2020-03-26,80.53
2020-03-30,83.2
2020-03-31,83.2
2020-04-01,83.31
2020-04-02,83.01
2020-04-03,82.91
2020-04-07,81.84
2020-04-08,81.84
2020-04-09,82.84
2020-04-13,83.58
2020-04-14,83.12
2020-04-15,84.95
2020-04-16,83.83
2020-04-17,84.51
2020-04-20,85.2
2020-04-22,86.97
2020-04-23,88.23
2020-04-24,90.64
2020-05-07,93.99
2020-05-08,93.99
2020-05-11,94.74
2020-05-12,95.34
2020-05-13,96.7
2020-05-14,96.82
2020-05-15,95.73
2020-05-18,95.73
2020-05-19,95.74
2020-05-20,95.23
2020-05-21,95.23
2020-05-22,94.18
2020-05-25,94.18
2020-05-26,91.98
2020-05-27,89.3
2020-05-28,89.96
2020-05-29,91.24
2020-06-01,93.0
2020-06-02,91.25
2020-06-03,88.67
2020-06-15,93.36
2020-06-16,93.36
2020-06-17,97.03
2020-06-18,99.54
2020-06-19,99.0
2020-06-22,101.58
2020-06-23,99.2
2020-06-24,98.54
2020-06-25,102.09
2020-06-26,98.54
2020-06-29,102.37
2020-06-30,104.03
2020-07-01,103.25
2020-07-02,103.66
2020-07-08,105.2
2020-07-09,104.86
2020-07-10,104.86
2020-07-13,103.33
2020-07-14,103.53
2020-07-15,103.53
2020-07-16,103.75
2020-07-17,105.82
2020-07-20,106.78
2020-07-21,102.2
2020-07-22,101.87
2020-07-23,102.2
2020-07-24,103.2
2020-07-27,103.86
2020-07-28,102.2
2020-07-29,102.2
2020-07-30,103.2
2020-07-31,108.19
2020-08-03,108.52
2020-08-04,107.19
2020-08-05,106.03
2020-08-06,109.27
2020-08-07,111.69
2020-08-10,111.19
2020-08-11,111.69
2020-08-12,113.19
2020-08-13,115.38
2020-08-14,116.89
2020-08-17,117.74
2020-08-18,118.48
2020-08-26,122.51
2020-08-27,124.1
2020-08-28,123.71
2020-08-31,124.49
2020-09-01,123.04
2020-09-02,125.57
2020-09-03,127.24
2020-09-04,128.3
2020-09-08,124.65
2020-09-09,122.71
2020-09-10,122.46
2020-09-11,122.34
2020-09-14,127.83
2020-09-15,127.83
2020-09-16,129.83
2020-09-17,130.83
2020-09-18,137.82
2020-09-21,136.06
2020-09-22,139.45
2020-09-23,144.01
2020-09-24,144.01
2020-09-25,138.82
2020-09-28,141.48
2020-10-05,143.15
2020-11-04,156.76
2020-11-05,157.13
2020-11-06,160.24
2020-11-09,160.12
2020-11-10,160.12
2020-11-11,160.12
2021-01-06,147.28
2021-01-07,147.28
2021-01-08,149.92
2021-01-11,151.61
2021-01-12,151.61
2021-01-13,154.48
2021-01-14,150.61
2021-01-15,149.95
2021-02-12,150.98
2021-02-18,149.64
2021-02-19,152.53
2021-02-22,153.93
2021-02-23,154.86
2021-02-24,150.31
2021-02-25,150.64
2021-02-26,152.86
2021-03-01,155.6
2021-03-02,160.31
2021-03-03,161.64
2021-03-04,159.86
2021-03-05,161.95
2021-03-08,163.55
2021-03-09,165.16
2021-03-10,161.64
2021-03-11,159.31
2021-03-12,158.59
2021-03-15,157.57
2021-03-16,156.67
2021-03-17,155.95
2021-03-18,153.64
2021-03-19,154.6
2021-03-22,154.96
2021-03-23,155.63
2021-03-24,157.18
2021-03-25,157.3
2021-03-26,157.74
2021-03-30,153.93
2021-03-31,156.25
2021-04-01,156.96
2021-04-05,157.92
2021-04-06,157.92
2021-04-07,157.95
2021-04-08,156.63
2021-04-09,156.33
2021-04-12,157.55
2021-04-13,157.42
2021-04-14,157.12
2021-04-15,156.92
2021-04-16,159.07
2021-04-19,161.07
2021-04-20,162.42
2021-04-22,167.92
2021-04-23,166.92
2021-04-26,167.57
2021-04-27,164.39
2021-04-28,159.94
2021-04-29,157.96
2021-04-30,160.3
2021-05-03,163.13
2021-05-04,165.07
2021-05-05,163.4
2021-05-06,165.04
2021-05-07,166.6
2021-05-10,165.03
2021-05-11,167.45
2021-05-12,168.64
2021-05-13,168.62
2021-05-14,163.68
2021-05-17,161.98
2021-05-18,159.46
2021-05-19,158.12
2021-05-20,156.84
2021-05-21,157.65
2021-05-24,157.06
2021-05-25,156.28
2021-05-26,156.41
2021-05-27,156.77
2021-05-28,156.69
2021-05-31,158.35
2021-06-01,158.35
2021-06-02,157.42
2021-06-04,157.9
2021-06-07,157.9
2021-06-08,159.47
2021-06-09,158.13
2021-06-10,156.91
2021-06-11,154.27
2021-06-14,147.16
2021-06-15,145.36
2021-06-16,143.62
2021-06-17,134.51
2021-06-18,129.95
2021-06-28,135.9
2021-06-29,135.95
2021-06-30,135.95
2021-07-01,144.45
2021-07-02,147.28
2021-07-06,148.39
2021-07-08,147.14
2021-07-09,147.39
2021-07-12,147.89
2021-07-13,148.9
2021-07-14,153.13
2021-07-15,154.18
2021-07-16,155.38
2021-07-19,158.33
2021-07-20,159.88
2021-07-21,159.92
2021-07-22,157.6
2021-07-23,159.16
2021-08-02,154.38
2021-08-03,156.48
2021-08-04,156.13
2021-08-05,156.13
2021-08-06,161.0
2021-08-09,158.95
2021-08-10,161.84
2021-08-11,160.85
2021-08-12,163.6
2021-08-13,163.82
2021-08-16,164.56
2021-08-17,166.64
2021-08-24,163.26
2021-08-25,163.59
2021-08-26,164.09
2021-08-27,161.32
2021-08-30,160.56
2021-08-31,160.31
2021-09-21,163.6
2021-09-22,163.66
2021-09-23,162.84
2021-09-24,160.92
2021-09-27,161.58
2021-09-28,162.14
2021-09-29,161.58
2021-09-30,156.39
2021-10-01,149.75
2021-10-04,150.87
2021-10-05,156.9
2021-10-06,157.75
2021-10-07,155.26
2021-10-08,158.53
2021-10-11,158.46
2021-10-13,152.26
2021-10-14,153.92
2021-10-15,154.26
2021-10-18,154.59
2021-10-19,155.92
2021-10-20,159.25
2021-10-21,157.7
2021-10-22,156.68
2021-10-25,155.32
2021-10-26,156.02
2021-10-27,154.96
2021-10-28,152.59
2021-10-29,153.24
2021-11-01,152.9
2021-11-03,152.24
2021-11-04,149.45
2021-11-05,144.76
2021-11-08,142.19
2021-11-11,141.0
2021-11-12,140.67
2021-11-16,145.67
2021-11-17,147.49
2021-11-18,148.07
2021-11-19,148.23
2022-01-06,157.55
2022-01-07,156.77
2022-01-10,156.51
2022-01-11,154.0
2022-01-12,153.89
2022-01-13,152.89
2022-01-14,154.89
2022-01-17,154.89
2022-01-18,153.22
2022-01-19,154.89
2022-01-20,154.33
2022-01-21,156.23
2022-01-24,156.87
2022-01-28,166.32
2022-01-31,169.65
2022-02-01,168.79
2022-02-02,170.18
2022-02-03,175.84
2022-02-04,177.72
2022-02-08,178.26
2022-02-09,176.52
2022-02-10,175.06
2022-02-11,176.13
2022-02-14,175.28
2022-02-15,173.19
2022-02-16,173.53
2022-02-17,173.53
2022-02-18,175.75
2022-02-21,176.49
2022-02-22,176.74
2022-03-03,184.7
2022-03-04,180.7
2022-03-07,180.79
2022-03-08,185.76
2022-03-09,182.24
2022-03-10,181.75
2022-03-11,182.74
2022-03-14,181.47
2022-03-15,182.38
2022-03-22,181.34
2022-03-23,178.7
2022-03-24,176.12
2022-04-25,169.51
2022-04-26,170.18
2022-04-27,171.12
2022-04-28,171.62
2022-04-29,171.84
2022-05-02,171.17
2022-05-03,171.17
2022-05-04,171.83
2022-05-05,170.4
2022-05-06,170.22
2022-05-09,169.1
2022-05-10,168.35
2022-05-11,169.1
2022-05-12,171.16
2022-05-13,171.6
2022-05-16,173.8
2022-05-17,169.82
2022-05-18,168.82
2022-05-19,168.82
2022-05-20,168.99
2022-05-23,167.72
2022-05-24,166.07
2022-05-25,165.58
2022-05-26,167.41
2022-05-27,168.02
2022-06-03,160.7
2022-06-06,162.48
2022-06-07,165.03
2022-06-14,168.82
2022-06-15,168.82
2022-06-17,168.96
2022-06-20,168.33
2022-06-21,166.82
2022-06-22,162.82
2022-06-23,158.33
2022-06-24,160.09
2022-06-27,160.76
2022-06-28,162.59
2022-06-29,164.54
2022-06-30,164.66
2022-07-01,164.11
2022-07-04,163.92
2022-07-05,155.5
2022-07-06,157.84
2022-07-07,160.23
2022-07-08,162.06
2022-07-11,160.5
2022-07-12,162.97
2022-07-13,163.9
2022-07-14,163.9
2022-07-15,163.9
2022-07-18,166.5
2022-07-19,166.5
2022-07-20,162.98
2022-07-21,156.96
2022-07-22,158.74
2022-07-25,158.74
2022-07-26,160.37
2022-07-27,164.13
2022-07-28,164.13
2022-07-29,164.16
2022-08-01,160.0
2022-08-02,158.61
2022-08-03,158.15
2022-08-05,158.74
2022-08-08,155.88
2022-08-09,155.88
2022-08-10,160.65
2022-08-11,160.65
2022-08-12,161.6
2022-08-15,160.61
2022-08-16,159.27
2022-08-17,158.67
2022-08-18,156.88
2022-08-19,161.73
2022-08-22,163.12
2022-08-23,163.62
2022-08-24,164.82
2022-08-25,162.22
2022-08-26,162.62
2022-08-29,160.21
2022-08-30,162.44
2022-08-31,161.6
2022-09-01,161.62
2022-09-02,161.45
2022-09-05,161.19
2022-09-06,162.45
2022-09-08,159.25
2022-09-09,158.25
2022-09-12,159.09
2022-09-13,159.09
2022-09-14,157.75
2022-09-15,159.66
2022-09-16,159.66
2022-09-19,158.34
2022-09-20,159.86
2022-09-21,159.66
2022-09-22,156.94
2022-09-23,156.94
2022-09-26,155.65
2022-09-27,155.15
2022-09-28,155.15
2022-09-30,151.55
2022-10-03,150.57
2022-10-04,149.25
2022-10-05,151.01
2022-10-06,151.01
2022-10-07,151.01
2022-10-10,151.6
2022-10-11,151.6
2022-10-13,163.63
2022-10-14,162.59
2022-10-17,162.59
2022-10-18,160.4
2022-10-19,162.27
2022-10-20,162.27
2022-10-21,162.67
2022-10-24,162.47
2022-10-25,159.96
2022-10-26,158.7
2022-10-27,160.56
2022-10-28,156.45
2022-10-31,156.55
2022-11-01,156.54
2022-11-03,156.54
2022-11-04,156.54
2022-11-07,156.34
2022-11-08,155.38
2022-11-09,154.9
2022-11-10,163.33
2022-11-11,161.88
2022-11-14,154.16
2022-11-16,154.49
2022-11-17,155.02
2022-11-18,152.96
2022-11-21,152.43
2022-11-22,152.43
2022-11-23,153.89
2022-11-24,153.05
2022-11-25,153.56
2022-11-28,154.49
2022-11-29,155.45
2022-11-30,156.92
2022-12-01,158.72
2022-12-02,156.92
2022-12-05,154.29
2022-12-06,155.03
2022-12-07,156.02
2022-12-08,156.02
2022-12-09,158.02
2022-12-12,158.09
2022-12-13,158.09
2022-12-14,158.02
2022-12-15,159.71
2022-12-16,159.56
2022-12-19,155.93
2023-01-03,154.1
2023-01-04,154.1
2023-01-05,154.1
2023-01-06,146.62
2023-01-09,147.39
2023-01-10,146.74
2023-01-11,147.42
2023-01-12,147.91
2023-01-13,147.94
2023-01-16,146.5
2023-01-17,148.83
2023-01-18,148.66
2023-01-19,147.61
2023-01-20,148.43
2023-01-25,146.57
2023-01-26,144.17
2023-01-27,143.88
2023-01-30,145.45
2023-01-31,146.04
2023-02-01,146.25
2023-02-07,149.43
2023-02-09,149.6
2023-02-10,150.82
2023-02-13,150.58
2023-02-14,150.66
2023-02-15,150.2
2023-02-16,149.59
2023-02-17,149.19
2023-02-22,148.84
2023-02-23,148.76
2023-02-24,146.91
2023-02-27,147.54
2023-02-28,145.78
2023-03-01,145.67
2023-03-02,142.31
2023-03-03,142.31
2023-03-06,145.81
2023-03-07,146.22
2023-03-08,146.42
2023-03-09,143.06
2023-03-10,141.26
2023-03-13,142.6
2023-03-14,142.63
2023-03-15,144.31
2023-03-16,144.31
2023-03-17,141.02
2023-03-20,141.1
2023-03-21,138.52
2023-03-22,139.05
2023-03-23,132.46
2023-03-24,127.21
2023-03-27,124.35
2023-03-30,128.44
2023-03-31,128.48
2023-04-03,131.22
2023-04-04,131.33
2023-04-05,131.37
2023-04-06,130.62
2023-04-10,126.7
2023-04-11,126.73
2023-04-12,128.97
2023-04-13,129.46
2023-04-14,121.49
2023-04-19,119.59
2023-04-20,118.28
2023-04-24,134.26
2023-04-25,134.26
2023-04-26,108.79
2023-04-27,108.81
2023-04-28,115.66
2023-05-02,112.53
2023-05-03,113.01
2023-05-04,113.14
2023-05-05,114.93
2023-05-10,113.19
2023-05-11,113.2
2023-05-12,111.49
2023-05-15,114.17
2023-05-16,114.55
2023-05-17,110.82
2023-05-18,110.84
2023-05-19,110.93
2023-05-22,110.93
2023-05-23,109.96
2023-05-24,109.84
2023-05-25,108.34
2023-05-26,108.42
2023-05-29,106.88
2023-05-30,108.08
2023-05-31,105.94
2023-06-02,106.43
2023-06-05,108.15
2023-06-06,107.48
2023-06-07,107.0
2023-06-09,107.99
2023-06-12,110.93
2023-06-13,109.79
2023-06-14,108.81
2023-06-15,108.84
2023-06-16,108.88
2023-06-21,107.42
2023-06-22,107.45
2023-06-23,107.45
2023-06-26,107.45
2023-06-27,103.61
2023-07-03,108.52
2023-07-04,108.79
2023-07-05,108.78
2023-07-06,108.41
2023-07-07,110.08
2023-07-19,119.0
2023-07-20,119.0
2023-07-24,121.04
2023-07-25,121.05
2023-07-26,120.05
2023-07-27,120.06
2023-07-28,120.05
2023-09-13,118.2
2023-09-14,117.6
2023-09-15,117.62
2023-09-18,115.69
2023-09-19,114.41
2023-09-20,115.02
2023-09-21,115.34
2023-09-22,115.06
2023-09-25,116.59
2023-09-26,116.61
2023-09-27,117.78
2023-09-28,117.79
2023-09-29,117.47
2023-10-02,114.19
2023-10-03,115.14
2023-10-04,118.76
2023-10-05,118.76
2023-10-06,117.44
2023-10-09,115.33
2023-10-10,113.35
2023-10-11,113.03
2023-10-13,113.63
2023-10-16,113.67
2023-10-17,115.92
2023-10-18,115.93
2023-10-19,116.82
2023-10-20,117.06
2023-10-23,116.18
2023-10-24,116.12
2023-10-25,113.73
2023-10-26,115.56
2023-10-27,115.7
2023-10-30,115.47
2023-10-31,115.03
2023-11-01,115.36
2023-11-03,115.1
2023-11-06,119.27
2023-11-07,118.74
2023-11-08,118.24
2023-11-09,116.36
2023-11-10,115.92
2023-11-13,116.1
2023-11-14,116.69
2023-11-16,116.75
2023-11-17,116.2
2023-11-20,115.65
2023-11-21,117.47
2023-11-22,117.33
2023-11-23,117.62
2023-11-24,115.49
2023-11-27,116.9
2023-11-28,116.34
2023-11-29,116.52
2023-11-30,115.71
2023-12-01,115.39
2023-12-04,113.93
2023-12-05,112.8
2023-12-06,112.52
2023-12-07,116.83
2023-12-08,115.87
2023-12-11,117.22
2023-12-12,117.53
2023-12-13,117.83
2023-12-14,117.61
2023-12-15,117.62
2023-12-18,114.71
2023-12-19,115.73
2023-12-20,116.4
2023-12-21,116.41
2023-12-22,116.29
2023-12-26,116.29
2023-12-27,116.29
2023-12-28,116.29
2024-01-02,116.27
2024-01-03,117.38
2024-01-04,117.39
2024-01-05,117.02
2024-01-08,104.54
2024-01-09,104.54
2024-01-10,102.49
2024-01-11,102.5
2024-01-12,102.5
2024-01-15,103.5
2024-01-16,103.52
2024-01-17,103.53
2024-01-18,103.53
2024-01-19,100.88
2024-01-22,99.56
2024-01-23,100.15
2024-01-24,102.88
2024-01-25,102.8
2024-01-26,102.8
2024-02-02,98.84
2024-02-05,98.17
2024-02-06,98.18
2024-02-07,95.85
2024-02-08,95.87
2024-02-09,96.5
2024-02-14,97.97
2024-02-15,98.48
2024-02-16,91.6
2024-02-19,91.63
2024-02-20,91.64
2024-02-21,97.11
2024-02-22,98.96
2024-02-23,92.45
2024-02-26,92.48
2024-02-27,97.57
2024-02-28,98.53
2024-02-29,98.96
2024-03-01,98.97
2024-03-04,101.51
2024-03-05,101.01
2024-03-06,102.05
2024-03-07,102.06
2024-03-08,105.53
2024-03-11,105.97
2024-03-12,107.1
2024-03-13,107.8
2024-03-14,108.36
2024-03-15,105.88
2024-03-18,104.69
2024-03-19,105.66
2024-03-20,106.16
2024-03-21,108.9
2024-03-22,107.66
2024-03-25,107.71
2024-03-26,107.72
2024-03-27,106.22
2024-03-28,106.29
2024-04-01,106.79
2024-04-02,106.8
2024-04-03,107.35
2024-04-04,107.76
2024-04-05,108.27
2024-04-08,108.8
2024-04-09,109.58
2024-04-10,108.82
2024-04-11,108.84
2024-04-12,109.02
2024-04-15,108.79
2024-04-16,109.32
2024-04-17,109.88
2024-04-18,110.52
2024-04-19,110.73
2024-04-22,110.8
2024-04-23,109.89
2024-04-24,109.91
2024-04-25,110.67
2024-04-26,110.13
2024-04-29,110.12
2024-04-30,109.93
2024-05-02,110.3
2024-05-03,110.57
2024-05-06,111.84
2024-05-07,111.86
2024-05-08,112.06
2024-05-09,113.12
2024-05-10,113.58
2024-05-13,113.64
2024-05-14,112.73
2024-05-15,112.74
2024-05-16,113.26
2024-05-17,113.68
2024-05-20,113.73
2024-05-21,114.75
2024-05-22,117.14
2024-05-23,118.1
2024-05-24,117.78
2024-05-27,117.48
2024-05-28,117.47
2024-05-29,117.14
2024-05-31,114.77
2024-06-03,114.83
2024-06-04,116.29
2024-06-05,115.67
2024-06-06,115.68
2024-06-07,117.76
2024-06-10,116.79
2024-06-11,116.8
2024-06-12,116.81
2024-06-13,116.82
2024-06-14,116.83
2024-06-17,115.79
2024-06-18,116.8
2024-06-19,121.47
2024-06-20,121.06
2024-06-21,120.12
2024-06-24,118.78
2024-06-25,119.78
2024-06-26,120.41
2024-06-27,120.99
2024-06-28,123.43
2024-07-01,124.1
2024-07-02,124.91
2024-07-03,122.82
2024-07-04,122.82
2024-07-05,122.61
2024-07-08,121.45
2024-07-09,120.76
2024-07-10,120.77
2024-07-11,113.81
2024-07-12,114.36
2024-07-15,114.18
2024-07-16,113.78
2024-07-17,114.11
2024-07-18,116.79
2024-07-19,116.8
2024-07-22,117.83
2024-07-23,119.84
2024-07-24,121.9
2024-07-25,122.7
2024-07-26,122.52
2024-07-29,115.18
2024-07-30,112.95
2024-07-31,113.2
2024-08-01,116.56
2024-08-02,119.44
2024-08-05,119.78
2024-08-06,120.98
2024-08-07,119.89
2024-08-08,119.9
2024-08-09,118.04
2024-08-12,114.27
2024-08-13,114.61
2024-08-14,111.03
2024-08-15,111.04
2024-08-16,110.65
2024-08-19,112.06
2024-08-20,111.84
2024-08-21,111.45
2024-08-22,117.36
2024-08-23,119.0
2024-08-26,116.7
2024-08-27,116.75
2024-08-28,118.09
2024-08-29,119.91
2024-08-30,120.52
2024-09-02,122.06
2024-09-04,123.21
2024-09-05,122.64
2024-09-06,122.45
2024-09-09,122.7
2024-09-10,121.84
2024-09-11,121.99
2024-09-12,121.99
2024-09-13,122.99
2024-09-16,123.6
2024-09-17,120.99
2024-09-18,120.89
2024-09-19,119.79
2024-09-20,120.79
2024-09-23,120.79
2024-09-24,126.91
2024-09-25,129.41
2024-09-26,129.41
2024-09-27,127.68
2024-09-30,127.68
2024-10-01,127.1
2024-10-08,129.65
2024-10-09,129.65
2024-10-10,130.65
2024-10-11,130.02
2024-10-14,129.02
2024-10-15,128.69
2024-10-16,130.69
2024-10-17,131.02
2024-10-18,131.35
2024-10-21,136.61
2024-10-22,136.61
2024-10-23,136.61
2024-10-24,136.61
2024-10-25,136.61
2024-10-28,136.61
2024-10-29,136.61
2024-10-30,136.61
2024-10-31,136.61
2024-11-01,136.63
2024-11-04,137.96
2024-11-05,137.96
2024-11-06,138.62
2024-11-07,138.62
2024-11-08,138.62
2024-11-11,140.62
2024-11-12,140.07
2024-11-13,139.89
2024-11-14,139.16
2024-11-27,132.8
2025-01-22,108.85
2025-01-23,108.85
2025-01-24,108.85
2025-01-27,107.85
2025-01-29,107.35
2025-01-30,107.35
2025-01-31,106.84
2025-02-03,106.11
2025-02-04,106.79
2025-02-05,106.77
2025-02-06,106.77
2025-02-07,106.77
2025-02-10,107.81
2025-02-11,108.15
2025-02-12,105.81
2025-02-13,105.56
2025-02-14,107.06
2025-02-17,106.56
2025-02-18,106.56
2025-02-19,106.47
2025-02-20,106.47
2025-02-21,106.97
2025-02-24,106.47
2025-02-25,106.47
2025-02-26,106.47
2025-02-27,107.47
2025-02-28,108.37
2025-03-05,108.0
2025-03-06,110.21
2025-03-11,109.81
2025-03-13,110.31
2025-03-31,108.99
2025-04-01,108.29
2025-04-02,108.29
2025-04-03,108.29
2025-04-04,107.29
