DATE,BR_RICE_PRICE
2017-02-22,47.78
2017-02-23,47.07
2017-02-24,47.08
2017-03-01,47.06
2017-03-02,45.64
2017-03-03,45.02
2017-03-06,45.18
2017-03-07,44.4
2017-03-08,43.95
2017-03-09,43.88
2017-03-10,43.61
2017-03-13,43.48
2017-03-14,42.49
2017-03-15,41.69
2017-03-16,41.48
2017-03-17,41.67
2017-03-20,41.56
2017-03-21,40.52
2017-03-22,40.58
2017-03-23,40.35
2017-03-24,39.81
2017-03-27,39.78
2017-03-28,39.97
2017-03-29,40.05
2017-03-30,39.88
2017-03-31,39.9
2017-04-03,39.89
2017-04-04,39.42
2017-04-05,39.21
2017-04-06,39.38
2017-04-07,39.26
2017-04-10,39.11
2017-04-11,38.95
2017-04-12,38.87
2017-04-13,38.99
2017-04-17,38.83
2017-04-18,38.85
2017-04-19,38.97
2017-04-20,38.78
2017-04-24,38.88
2017-04-25,38.72
2017-04-26,38.96
2017-04-27,38.65
2017-04-28,38.62
2017-05-02,38.8
2017-05-03,38.84
2017-05-04,38.75
2017-05-05,38.92
2017-05-08,39.18
2017-05-09,38.88
2017-05-10,39.11
2017-05-11,39.1
2017-05-12,38.91
2017-05-15,38.82
2017-05-16,38.6
2017-05-17,38.97
2017-05-18,38.9
2017-05-19,38.86
2017-05-22,39.05
2017-05-23,38.88
2017-05-24,39.04
2017-05-25,39.07
2017-05-26,39.35
2017-05-29,39.27
2017-05-30,39.14
2017-05-31,39.35
2017-06-01,39.5
2017-06-02,39.32
2017-06-05,39.28
2017-06-06,39.04
2017-06-07,39.7
2017-06-08,39.57
2017-06-09,39.28
2017-06-12,39.66
2017-06-13,39.73
2017-06-14,39.74
2017-06-16,39.7
2017-06-19,39.71
2017-06-20,39.81
2017-06-21,39.83
2017-06-22,39.89
2017-06-23,39.88
2017-06-26,40.0
2017-06-27,40.13
2017-06-28,40.15
2017-06-29,40.31
2017-06-30,40.49
2017-07-03,40.53
2017-07-04,40.34
2017-07-05,40.3
2017-07-06,40.26
2017-07-07,40.19
2017-07-10,40.05
2017-07-11,40.27
2017-07-12,40.32
2017-07-13,40.3
2017-07-14,40.24
2017-07-17,40.12
2017-07-18,40.11
2017-07-19,40.31
2017-07-20,40.35
2017-07-21,40.16
2017-07-24,40.27
2017-07-25,40.03
2017-07-26,40.05
2017-07-27,40.21
2017-07-28,40.22
2017-07-31,40.19
2017-08-01,40.2
2017-08-02,40.3
2017-08-03,40.24
2017-08-04,40.16
2017-08-07,40.13
2017-08-08,39.94
2017-08-09,40.2
2017-08-10,40.19
2017-08-11,40.5
2017-08-14,40.5
2017-08-15,39.83
2017-08-16,39.75
2017-08-17,39.55
2017-08-18,39.52
2017-08-21,39.83
2017-08-22,39.63
2017-08-23,39.14
2017-08-24,39.09
2017-08-25,39.14
2017-08-28,38.81
2017-08-29,38.55
2017-08-30,38.38
2017-08-31,38.43
2017-09-01,38.76
2017-09-04,38.61
2017-09-05,38.41
2017-09-06,38.05
2017-09-08,37.77
2017-09-11,37.63
2017-09-12,37.03
2017-09-13,37.34
2017-09-14,37.01
2017-09-15,37.17
2017-09-18,37.15
2017-09-19,37.53
2017-09-21,37.22
2017-09-22,36.97
2017-09-25,36.79
2017-09-26,36.72
2017-09-27,36.58
2017-09-28,36.22
2017-09-29,36.42
2017-10-02,36.35
2017-10-03,36.39
2017-10-04,36.26
2017-10-05,35.98
2017-10-06,36.49
2017-10-09,36.09
2017-10-10,36.35
2017-10-11,36.21
2017-10-13,36.2
2017-10-16,36.28
2017-10-17,36.54
2017-10-18,36.55
2017-10-19,36.44
2017-10-20,36.41
2017-10-23,36.29
2017-10-24,36.46
2017-10-25,36.56
2017-10-26,36.88
2017-10-27,36.65
2017-10-30,36.68
2017-10-31,36.76
2017-11-01,36.94
2017-11-03,37.11
2017-11-06,37.25
2017-11-07,37.29
2017-11-08,37.33
2017-11-09,37.15
2017-11-10,37.15
2017-11-13,37.24
2017-11-14,37.3
2017-11-16,37.55
2017-11-17,37.45
2017-11-20,37.22
2017-11-21,37.37
2017-11-22,37.47
2017-11-23,37.22
2017-11-24,37.38
2017-11-27,37.34
2017-11-28,37.32
2017-11-29,37.09
2017-11-30,37.21
2017-12-01,37.27
2017-12-04,37.14
2017-12-05,37.41
2017-12-06,37.48
2017-12-07,37.49
2017-12-08,37.44
2017-12-11,37.43
2017-12-12,37.37
2017-12-13,37.3
2017-12-14,37.2
2017-12-15,37.38
2017-12-18,37.43
2017-12-19,37.33
2017-12-20,37.17
2017-12-21,37.4
2017-12-22,37.37
2017-12-26,37.28
2017-12-27,37.4
2017-12-28,37.37
2018-01-02,37.41
2018-01-03,37.38
2018-01-04,37.13
2018-01-05,37.4
2018-01-08,37.44
2018-01-09,37.13
2018-01-10,37.03
2018-01-11,37.01
2018-01-12,36.96
2018-01-15,36.77
2018-01-16,37.13
2018-01-17,36.78
2018-01-18,36.71
2018-01-19,36.56
2018-01-22,36.58
2018-01-23,36.6
2018-01-24,36.55
2018-01-25,36.27
2018-01-26,36.24
2018-01-29,35.85
2018-01-30,35.85
2018-01-31,35.85
2018-02-01,35.7
2018-02-02,35.84
2018-02-05,35.82
2018-02-06,35.88
2018-02-07,35.87
2018-02-08,35.78
2018-02-09,35.53
2018-02-14,35.64
2018-02-15,35.36
2018-02-16,35.08
2018-02-19,34.75
2018-02-20,34.74
2018-02-21,35.32
2018-02-22,35.34
2018-02-23,35.38
2018-02-26,35.37
2018-02-27,35.24
2018-02-28,35.08
2018-03-01,35.07
2018-03-02,35.18
2018-03-05,35.36
2018-03-06,35.14
2018-03-07,34.91
2018-03-08,35.07
2018-03-09,34.93
2018-03-12,34.88
2018-03-13,35.12
2018-03-14,35.13
2018-03-15,35.0
2018-03-16,34.92
2018-03-19,34.92
2018-03-20,35.01
2018-03-21,35.08
2018-03-22,35.28
2018-03-23,34.97
2018-03-26,34.97
2018-03-27,35.19
2018-03-28,35.13
2018-03-29,35.11
2018-04-02,35.02
2018-04-03,35.1
2018-04-04,35.34
2018-04-05,35.33
2018-04-06,35.21
2018-04-09,35.51
2018-04-10,35.59
2018-04-11,35.49
2018-04-12,35.6
2018-04-13,35.77
2018-04-16,35.92
2018-04-17,35.94
2018-04-18,35.78
2018-04-19,35.94
2018-04-20,36.05
2018-04-23,36.1
2018-04-24,36.18
2018-04-25,36.22
2018-04-26,36.31
2018-04-27,36.24
2018-04-30,36.21
2018-05-02,36.17
2018-05-03,36.33
2018-05-04,36.22
2018-05-07,36.24
2018-05-08,36.46
2018-05-09,36.49
2018-05-10,36.63
2018-05-11,36.55
2018-05-14,36.53
2018-05-15,36.47
2018-05-16,36.57
2018-05-17,36.96
2018-05-18,36.85
2018-05-21,37.08
2018-05-22,36.89
2018-05-23,37.41
2018-05-24,37.45
2018-05-25,37.39
2018-05-28,37.36
2018-05-29,37.41
2018-05-30,37.56
2018-06-01,37.38
2018-06-04,37.72
2018-06-05,38.09
2018-06-06,37.85
2018-06-07,38.1
2018-06-08,37.92
2018-06-11,38.01
2018-06-12,38.61
2018-06-13,38.65
2018-06-14,38.76
2018-06-15,38.74
2018-06-18,39.23
2018-06-19,39.69
2018-06-20,39.53
2018-06-21,39.48
2018-06-22,39.65
2018-06-25,39.82
2018-06-26,40.19
2018-06-27,40.16
2018-06-28,40.62
2018-06-29,40.69
2018-07-02,40.49
2018-07-03,41.02
2018-07-04,41.19
2018-07-05,41.29
2018-07-06,41.29
2018-07-09,41.39
2018-07-10,41.56
2018-07-11,41.61
2018-07-12,41.76
2018-07-13,42.0
2018-07-16,41.94
2018-07-17,41.63
2018-07-18,42.17
2018-07-19,42.37
2018-07-20,42.34
2018-07-23,42.36
2018-07-24,42.81
2018-07-25,42.95
2018-07-26,43.04
2018-07-27,43.03
2018-07-30,42.9
2018-07-31,43.36
2018-08-01,43.31
2018-08-02,43.49
2018-08-03,43.69
2018-08-06,43.58
2018-08-07,43.88
2018-08-08,43.84
2018-08-09,43.81
2018-08-10,43.89
2018-08-13,43.86
2018-08-14,43.84
2018-08-15,43.82
2018-08-16,44.09
2018-08-17,44.09
2018-08-20,44.1
2018-08-21,44.46
2018-08-22,44.27
2018-08-23,44.5
2018-08-24,44.67
2018-08-27,44.71
2018-08-28,44.77
2018-08-29,44.81
2018-08-30,45.06
2018-08-31,45.07
2018-09-03,45.17
2018-09-04,45.11
2018-09-05,45.16
2018-09-06,45.13
2018-09-10,45.32
2018-09-11,45.22
2018-09-12,45.5
2018-09-13,45.91
2018-09-14,45.67
2018-09-17,46.01
2018-09-18,45.41
2018-09-19,45.78
2018-09-20,45.78
2018-09-21,45.79
2018-09-24,45.59
2018-09-25,45.54
2018-09-26,45.66
2018-09-27,45.65
2018-09-28,45.75
2018-10-01,45.66
2018-10-02,45.84
2018-10-03,45.8
2018-10-04,45.77
2018-10-05,45.56
2018-10-08,45.51
2018-10-09,45.76
2018-10-10,45.57
2018-10-11,45.06
2018-10-15,45.05
2018-10-16,44.77
2018-10-17,44.73
2018-10-18,44.84
2018-10-19,44.5
2018-10-22,44.41
2018-10-23,44.02
2018-10-24,43.86
2018-10-25,43.49
2018-10-26,43.58
2018-10-29,43.75
2018-10-30,43.34
2018-10-31,43.37
2018-11-01,43.18
2018-11-05,42.94
2018-11-06,42.7
2018-11-07,42.45
2018-11-08,42.26
2018-11-09,42.46
2018-11-12,42.21
2018-11-13,42.36
2018-11-14,42.01
2018-11-16,41.91
2018-11-19,41.7
2018-11-20,41.36
2018-11-21,41.2
2018-11-22,41.21
2018-11-23,41.17
2018-11-26,41.09
2018-11-27,40.93
2018-11-28,40.73
2018-11-29,40.67
2018-11-30,40.68
2018-12-03,40.53
2018-12-04,40.29
2018-12-05,40.35
2018-12-06,40.41
2018-12-07,40.31
2018-12-10,40.28
2018-12-11,39.9
2018-12-12,39.74
2018-12-13,39.74
2018-12-14,39.94
2018-12-17,40.26
2018-12-18,40.43
2018-12-19,40.16
2018-12-20,40.17
2018-12-21,39.97
2018-12-26,39.99
2018-12-27,40.11
2018-12-28,40.17
2019-01-02,40.25
2019-01-03,40.29
2019-01-04,40.18
2019-01-07,40.01
2019-01-08,39.92
2019-01-09,39.97
2019-01-10,39.92
2019-01-11,39.95
2019-01-14,39.9
2019-01-15,40.11
2019-01-16,40.04
2019-01-17,40.14
2019-01-18,40.2
2019-01-21,40.05
2019-01-22,39.77
2019-01-23,40.12
2019-01-24,40.28
2019-01-25,40.31
2019-01-28,40.19
2019-01-29,40.63
2019-01-30,40.67
2019-01-31,40.77
2019-02-01,40.57
2019-02-04,40.42
2019-02-05,40.4
2019-02-06,40.25
2019-02-07,40.26
2019-02-08,40.07
2019-02-11,40.01
2019-02-12,39.97
2019-02-13,40.12
2019-02-14,40.04
2019-02-15,40.12
2019-02-18,39.73
2019-02-19,39.6
2019-02-20,39.89
2019-02-21,39.8
2019-02-22,39.54
2019-02-25,39.44
2019-02-26,39.61
2019-02-27,39.6
2019-02-28,39.3
2019-03-01,39.21
2019-03-06,38.93
2019-03-07,39.32
2019-03-08,39.35
2019-03-11,39.23
2019-03-12,39.03
2019-03-13,39.03
2019-03-14,39.04
2019-03-15,39.21
2019-03-18,39.33
2019-03-19,39.33
2019-03-20,39.58
2019-03-21,39.55
2019-03-22,39.33
2019-03-25,39.2
2019-03-26,39.43
2019-03-27,39.54
2019-03-28,39.69
2019-03-29,39.59
2019-04-01,39.63
2019-04-02,40.33
2019-04-03,40.37
2019-04-04,40.35
2019-04-05,40.45
2019-04-08,40.46
2019-04-09,40.73
2019-04-10,41.19
2019-04-11,41.66
2019-04-12,41.92
2019-04-15,41.83
2019-04-16,42.25
2019-04-17,42.52
2019-04-18,42.64
2019-04-22,42.52
2019-04-23,42.8
2019-04-24,42.98
2019-04-25,43.39
2019-04-26,43.38
2019-04-29,43.12
2019-04-30,42.97
2019-05-02,43.25
2019-05-03,43.61
2019-05-06,43.83
2019-05-07,44.07
2019-05-08,44.1
2019-05-09,44.13
2019-05-10,44.31
2019-05-13,44.3
2019-05-14,44.14
2019-05-15,44.38
2019-05-16,44.31
2019-05-17,44.55
2019-05-20,44.47
2019-05-21,44.14
2019-05-22,44.26
2019-05-23,44.31
2019-05-24,44.5
2019-05-27,44.63
2019-05-28,44.34
2019-05-29,44.48
2019-05-30,44.45
2019-05-31,44.34
2019-06-03,44.39
2019-06-04,44.65
2019-06-05,44.42
2019-06-06,44.64
2019-06-07,44.45
2019-06-10,44.53
2019-06-11,44.18
2019-06-12,44.08
2019-06-13,43.97
2019-06-14,44.07
2019-06-17,43.89
2019-06-18,43.77
2019-06-19,43.68
2019-06-21,43.63
2019-06-24,43.62
2019-06-25,43.57
2019-06-26,43.32
2019-06-27,43.28
2019-06-28,43.45
2019-07-01,43.26
2019-07-02,43.25
2019-07-03,43.19
2019-07-04,43.19
2019-07-05,43.18
2019-07-08,43.23
2019-07-09,43.17
2019-07-10,43.19
2019-07-11,43.25
2019-07-12,43.22
2019-07-15,43.21
2019-07-16,42.99
2019-07-17,42.99
2019-07-18,43.0
2019-07-19,43.19
2019-07-22,43.03
2019-07-23,43.05
2019-07-24,42.83
2019-07-25,42.84
2019-07-26,42.84
2019-07-29,42.91
2019-07-30,42.9
2019-07-31,42.9
2019-08-01,43.01
2019-08-02,43.2
2019-08-05,43.23
2019-08-06,43.06
2019-08-07,43.24
2019-08-08,43.29
2019-08-09,43.23
2019-08-12,43.37
2019-08-13,43.21
2019-08-14,43.53
2019-08-15,43.55
2019-08-16,43.64
2019-08-19,43.68
2019-08-20,43.6
2019-08-21,43.97
2019-08-22,44.18
2019-08-23,44.18
2019-08-26,44.24
2019-08-27,44.84
2019-08-28,44.67
2019-08-29,44.9
2019-08-30,44.79
2019-09-02,44.76
2019-09-03,44.93
2019-09-04,45.02
2019-09-05,45.28
2019-09-06,45.45
2019-09-09,45.15
2019-09-10,45.39
2019-09-11,45.55
2019-09-12,45.53
2019-09-13,45.52
2019-09-16,45.37
2019-09-17,45.23
2019-09-18,45.37
2019-09-19,45.48
2019-09-20,45.48
2019-09-23,45.49
2019-09-24,45.36
2019-09-25,45.64
2019-09-26,45.98
2019-09-27,45.84
2019-09-30,45.67
2019-10-01,45.57
2019-10-02,45.51
2019-10-03,45.54
2019-10-04,45.62
2019-10-07,45.49
2019-10-08,46.01
2019-10-09,45.81
2019-10-10,45.74
2019-10-11,45.82
2019-10-14,45.84
2019-10-15,46.08
2019-10-16,45.75
2019-10-17,45.72
2019-10-18,46.09
2019-10-21,45.81
2019-10-22,45.93
2019-10-23,46.19
2019-10-24,46.24
2019-10-25,46.31
2019-10-28,46.51
2019-10-29,46.21
2019-10-30,46.07
2019-10-31,46.54
2019-11-01,46.65
2019-11-04,46.81
2019-11-05,46.58
2019-11-06,46.22
2019-11-07,46.31
2019-11-08,46.37
2019-11-11,46.24
2019-11-12,46.27
2019-11-13,46.47
2019-11-14,46.56
2019-11-18,46.7
2019-11-19,46.54
2019-11-20,46.48
2019-11-21,46.53
2019-11-22,46.56
2019-11-25,46.69
2019-11-26,46.76
2019-11-27,46.96
2019-11-28,47.14
2019-11-29,47.23
2019-12-02,47.22
2019-12-03,47.53
2019-12-04,47.55
2019-12-05,47.63
2019-12-06,47.65
2019-12-09,47.68
2019-12-10,47.89
2019-12-11,47.93
2019-12-12,47.97
2019-12-13,48.08
2019-12-16,47.98
2019-12-17,48.08
2019-12-18,48.06
2019-12-19,48.13
2019-12-20,48.16
2019-12-23,48.16
2019-12-26,48.27
2019-12-27,48.13
2019-12-30,48.04
2020-01-02,48.05
2020-01-03,48.1
2020-01-06,48.08
2020-01-07,48.12
2020-01-08,48.46
2020-01-09,48.43
2020-01-10,48.63
2020-01-13,48.67
2020-01-14,49.45
2020-01-15,49.79
2020-01-16,50.1
2020-01-17,50.08
2020-01-20,50.09
2020-01-21,50.13
2020-01-22,50.25
2020-01-23,50.05
2020-01-24,50.13
2020-01-27,50.4
2020-01-28,50.77
2020-01-29,51.26
2020-01-30,51.07
2020-01-31,51.18
2020-02-03,51.28
2020-02-04,51.22
2020-02-05,51.13
2020-02-06,51.2
2020-02-07,51.34
2020-02-10,51.58
2020-02-11,51.13
2020-02-12,50.93
2020-02-13,50.84
2020-02-14,50.66
2020-02-17,50.46
2020-02-18,49.95
2020-02-19,49.87
2020-02-20,49.84
2020-02-21,49.69
2020-02-26,49.42
2020-02-27,49.35
2020-02-28,49.53
2020-03-02,49.72
2020-03-03,49.21
2020-03-04,49.04
2020-03-05,49.16
2020-03-06,48.9
2020-03-09,49.04
2020-03-10,49.02
2020-03-11,48.95
2020-03-12,49.07
2020-03-13,49.08
2020-03-16,49.22
2020-03-17,49.18
2020-03-18,49.39
2020-03-19,49.89
2020-03-20,49.88
2020-03-23,50.11
2020-03-24,50.36
2020-03-25,50.7
2020-03-26,51.23
2020-03-27,51.27
2020-03-30,51.41
2020-03-31,51.92
2020-04-01,52.09
2020-04-02,52.29
2020-04-03,52.46
2020-04-06,52.45
2020-04-07,53.36
2020-04-08,53.72
2020-04-09,53.87
2020-04-13,54.18
2020-04-14,54.78
2020-04-15,55.05
2020-04-16,55.08
2020-04-17,55.15
2020-04-20,55.33
2020-04-22,55.53
2020-04-23,56.02
2020-04-24,56.13
2020-04-27,56.23
2020-04-28,56.58
2020-04-29,57.32
2020-04-30,57.22
2020-05-04,57.74
2020-05-05,57.75
2020-05-06,58.28
2020-05-07,58.92
2020-05-08,59.16
2020-05-11,58.81
2020-05-12,59.63
2020-05-13,60.38
2020-05-14,60.44
2020-05-15,60.42
2020-05-18,60.32
2020-05-19,60.99
2020-05-20,62.68
2020-05-21,62.8
2020-05-22,62.49
2020-05-25,62.35
2020-05-26,62.94
2020-05-27,63.12
2020-05-28,62.71
2020-05-29,62.51
2020-06-01,62.39
2020-06-02,62.21
2020-06-03,62.0
2020-06-04,61.98
2020-06-05,61.76
2020-06-08,61.67
2020-06-09,61.62
2020-06-10,61.41
2020-06-12,60.93
2020-06-15,61.24
2020-06-16,61.59
2020-06-17,61.79
2020-06-18,61.75
2020-06-19,61.88
2020-06-22,61.88
2020-06-23,62.02
2020-06-24,62.3
2020-06-25,62.2
2020-06-26,62.35
2020-06-29,62.64
2020-06-30,62.75
2020-07-01,62.64
2020-07-02,62.77
2020-07-03,63.04
2020-07-06,63.03
2020-07-07,63.03
2020-07-08,63.21
2020-07-09,63.28
2020-07-10,63.5
2020-07-13,63.64
2020-07-14,64.35
2020-07-15,64.49
2020-07-16,64.7
2020-07-17,64.6
2020-07-20,64.64
2020-07-21,64.96
2020-07-22,65.36
2020-07-23,65.77
2020-07-24,65.71
2020-07-27,65.6
2020-07-28,66.44
2020-07-29,66.87
2020-07-30,67.64
2020-07-31,68.04
2020-08-03,67.96
2020-08-04,68.98
2020-08-05,69.57
2020-08-06,70.12
2020-08-07,70.65
2020-08-10,71.26
2020-08-11,73.05
2020-08-12,74.38
2020-08-13,74.6
2020-08-14,75.9
2020-08-17,75.89
2020-08-18,78.88
2020-08-19,80.79
2020-08-20,82.32
2020-08-21,83.09
2020-08-24,84.52
2020-08-25,88.49
2020-08-26,91.09
2020-08-27,89.06
2020-08-28,93.05
2020-08-31,94.02
2020-09-01,99.57
2020-09-02,100.46
2020-09-03,101.92
2020-09-04,102.93
2020-09-08,104.17
2020-09-09,104.39
2020-09-10,105.81
2020-09-11,104.58
2020-09-14,104.29
2020-09-15,104.35
2020-09-16,104.66
2020-09-17,105.32
2020-09-18,105.75
2020-09-21,105.67
2020-09-22,105.92
2020-09-23,106.24
2020-09-24,106.09
2020-09-25,105.93
2020-09-28,105.65
2020-09-29,104.19
2020-09-30,104.29
2020-10-01,105.56
2020-10-02,105.7
2020-10-05,105.79
2020-10-06,105.33
2020-10-07,105.87
2020-10-08,105.93
2020-10-09,106.23
2020-10-13,106.34
2020-10-14,106.04
2020-10-15,105.71
2020-10-16,105.52
2020-10-19,105.65
2020-10-20,105.02
2020-10-21,104.57
2020-10-22,105.07
2020-10-23,104.5
2020-10-26,104.33
2020-10-27,104.76
2020-10-28,105.21
2020-10-29,104.78
2020-10-30,105.17
2020-11-03,104.7
2020-11-04,104.39
2020-11-05,104.5
2020-11-06,103.29
2020-11-09,104.19
2020-11-10,104.28
2020-11-11,104.85
2020-11-12,104.79
2020-11-13,104.56
2020-11-16,104.63
2020-11-17,105.0
2020-11-18,104.66
2020-11-19,104.22
2020-11-20,104.31
2020-11-23,103.68
2020-11-24,103.04
2020-11-25,102.65
2020-11-26,102.92
2020-11-27,102.63
2020-11-30,102.3
2020-12-01,101.42
2020-12-02,101.57
2020-12-03,101.42
2020-12-04,100.58
2020-12-07,100.22
2020-12-08,98.31
2020-12-09,98.16
2020-12-10,97.27
2020-12-11,96.51
2020-12-14,97.05
2020-12-15,95.48
2020-12-16,95.43
2020-12-17,94.48
2020-12-18,94.31
2020-12-21,94.3
2020-12-22,94.13
2020-12-23,94.25
2020-12-28,94.17
2020-12-29,94.12
2020-12-30,93.92
2021-01-04,93.49
2021-01-05,92.3
2021-01-06,92.76
2021-01-07,91.72
2021-01-08,91.6
2021-01-11,91.29
2021-01-12,90.64
2021-01-13,90.54
2021-01-14,90.31
2021-01-15,90.22
2021-01-18,89.95
2021-01-19,89.75
2021-01-20,89.42
2021-01-21,89.57
2021-01-22,89.27
2021-01-25,89.1
2021-01-26,89.5
2021-01-27,89.64
2021-01-28,89.12
2021-01-29,89.18
2021-02-01,88.84
2021-02-02,88.8
2021-02-03,89.14
2021-02-04,89.45
2021-02-05,89.38
2021-02-08,89.27
2021-02-09,87.86
2021-02-10,88.02
2021-02-11,87.65
2021-02-12,87.76
2021-02-17,87.59
2021-02-18,87.66
2021-02-19,88.07
2021-02-22,88.18
2021-02-23,86.76
2021-02-24,86.97
2021-02-25,87.09
2021-02-26,86.92
2021-03-01,86.59
2021-03-02,85.45
2021-03-03,84.45
2021-03-04,84.67
2021-03-05,84.69
2021-03-08,85.08
2021-03-09,85.04
2021-03-10,85.47
2021-03-11,85.66
2021-03-12,85.67
2021-03-15,85.75
2021-03-16,86.15
2021-03-17,86.21
2021-03-18,86.43
2021-03-19,86.7
2021-03-22,86.46
2021-03-23,86.59
2021-03-24,86.89
2021-03-25,87.1
2021-03-26,87.18
2021-03-29,86.93
2021-03-30,86.93
2021-03-31,86.99
2021-04-01,87.14
2021-04-05,87.1
2021-04-06,87.16
2021-04-07,87.24
2021-04-08,87.31
2021-04-09,87.54
2021-04-12,87.41
2021-04-13,87.15
2021-04-14,87.12
2021-04-15,87.23
2021-04-16,87.42
2021-04-19,87.22
2021-04-20,86.66
2021-04-22,86.76
2021-04-23,86.88
2021-04-26,86.72
2021-04-27,86.64
2021-04-28,86.63
2021-04-29,86.67
2021-04-30,86.64
2021-05-03,86.71
2021-05-04,86.45
2021-05-05,85.82
2021-05-06,85.89
2021-05-07,85.95
2021-05-10,85.77
2021-05-11,84.59
2021-05-12,84.46
2021-05-13,83.95
2021-05-14,83.62
2021-05-17,83.58
2021-05-18,83.12
2021-05-19,82.68
2021-05-20,82.29
2021-05-21,82.07
2021-05-24,81.73
2021-05-25,80.57
2021-05-26,80.06
2021-05-27,80.01
2021-05-28,79.51
2021-05-31,79.35
2021-06-01,78.45
2021-06-02,77.92
2021-06-04,77.74
2021-06-07,77.58
2021-06-08,76.67
2021-06-09,76.18
2021-06-10,75.47
2021-06-11,75.11
2021-06-14,74.35
2021-06-15,72.8
2021-06-16,72.16
2021-06-17,72.22
2021-06-18,71.92
2021-06-21,71.52
2021-06-22,69.89
2021-06-23,69.45
2021-06-24,69.34
2021-06-25,69.37
2021-06-28,69.46
2021-06-29,69.2
2021-06-30,69.3
2021-07-01,69.48
2021-07-02,69.39
2021-07-05,69.36
2021-07-06,69.72
2021-07-07,69.99
2021-07-08,70.05
2021-07-09,70.08
2021-07-12,70.15
2021-07-13,70.62
2021-07-14,70.93
2021-07-15,70.89
2021-07-16,71.44
2021-07-19,71.24
2021-07-20,73.02
2021-07-21,73.26
2021-07-22,73.37
2021-07-23,73.0
2021-07-26,73.49
2021-07-27,74.99
2021-07-28,75.04
2021-07-29,75.16
2021-07-30,75.65
2021-08-02,75.83
2021-08-03,76.98
2021-08-04,77.28
2021-08-05,77.22
2021-08-06,77.16
2021-08-09,77.14
2021-08-10,77.58
2021-08-11,77.83
2021-08-12,77.82
2021-08-13,77.93
2021-08-16,77.77
2021-08-17,77.66
2021-08-18,77.44
2021-08-19,77.56
2021-08-20,77.29
2021-08-23,77.15
2021-08-24,76.97
2021-08-25,76.88
2021-08-26,76.8
2021-08-27,76.63
2021-08-30,76.77
2021-08-31,76.4
2021-09-01,76.28
2021-09-02,76.16
2021-09-03,76.02
2021-09-06,75.92
2021-09-08,75.23
2021-09-09,74.77
2021-09-10,74.78
2021-09-13,74.93
2021-09-14,74.94
2021-09-15,74.9
2021-09-16,74.85
2021-09-17,75.08
2021-09-21,74.88
2021-09-22,74.71
2021-09-23,74.4
2021-09-24,74.34
2021-09-27,74.35
2021-09-28,74.31
2021-09-29,74.08
2021-09-30,74.58
2021-10-01,74.77
2021-10-04,74.58
2021-10-05,74.28
2021-10-06,74.09
2021-10-07,73.72
2021-10-08,73.75
2021-10-11,73.64
2021-10-13,73.26
2021-10-14,72.77
2021-10-15,72.81
2021-10-18,72.82
2021-10-19,72.52
2021-10-20,72.19
2021-10-21,71.54
2021-10-22,71.1
2021-10-25,71.0
2021-10-26,70.04
2021-10-27,69.49
2021-10-28,68.6
2021-10-29,68.3
2021-11-03,67.98
2021-11-04,66.85
2021-11-05,66.71
2021-11-08,66.19
2021-11-09,65.76
2021-11-10,65.83
2021-11-11,65.67
2021-11-12,65.46
2021-11-16,64.97
2021-11-17,64.49
2021-11-18,64.46
2021-11-19,64.45
2021-11-22,64.39
2021-11-23,64.17
2021-11-24,63.62
2021-11-25,63.53
2021-11-26,63.65
2021-11-29,63.71
2021-11-30,62.95
2021-12-01,62.57
2021-12-02,62.67
2021-12-03,62.43
2021-12-06,62.54
2021-12-07,62.63
2021-12-08,62.32
2021-12-09,62.3
2021-12-10,62.28
2021-12-13,62.54
2021-12-14,62.42
2021-12-15,62.27
2021-12-16,62.34
2021-12-17,62.52
2021-12-20,62.52
2021-12-21,62.56
2021-12-22,62.54
2021-12-23,62.49
2021-12-27,62.5
2021-12-28,62.5
2021-12-29,62.5
2021-12-30,62.5
2022-01-03,62.49
2022-01-04,62.49
2022-01-05,62.35
2022-01-06,62.25
2022-01-07,62.17
2022-01-10,62.04
2022-01-11,62.1
2022-01-12,62.28
2022-01-13,62.33
2022-01-14,62.5
2022-01-17,62.55
2022-01-18,62.54
2022-01-19,62.94
2022-01-20,62.83
2022-01-21,62.9
2022-01-24,62.94
2022-01-25,63.45
2022-01-26,63.46
2022-01-27,63.88
2022-01-28,64.36
2022-01-31,64.02
2022-02-01,66.02
2022-02-02,67.09
2022-02-03,68.0
2022-02-04,67.58
2022-02-07,67.62
2022-02-08,68.14
2022-02-09,69.35
2022-02-10,69.27
2022-02-11,69.12
2022-02-14,69.03
2022-02-15,72.34
2022-02-16,72.88
2022-02-17,73.1
2022-02-18,73.36
2022-02-21,73.3
2022-02-22,73.69
2022-02-23,73.95
2022-02-24,74.05
2022-02-25,73.93
2022-03-02,74.01
2022-03-03,74.2
2022-03-04,74.86
2022-03-07,74.81
2022-03-08,74.85
2022-03-09,74.91
2022-03-10,74.93
2022-03-11,75.18
2022-03-14,75.05
2022-03-15,75.13
2022-03-16,75.54
2022-03-17,76.14
2022-03-18,76.03
2022-03-21,75.99
2022-03-22,76.42
2022-03-23,76.83
2022-03-24,76.8
2022-03-25,76.94
2022-03-28,76.89
2022-03-29,76.59
2022-03-30,76.82
2022-03-31,76.75
2022-04-01,76.77
2022-04-04,76.71
2022-04-05,76.4
2022-04-06,75.39
