ModelDate,PredictedMonth,PredictedYear,ForecastDate,ProbabilityLaNina,ProbabilityNeutral,ProbabilityElNino
2020-05-23,11,2020,2020-11-10,0.46464646464646464,0.5353535353535354,0.0
2020-06-06,5,2020,2020-05-10,0.0,0.0,1.0
2020-06-06,6,2020,2020-06-10,0.0,1.0,0.0
2020-06-06,7,2020,2020-07-10,0.04040404040404041,0.9595959595959596,0.0
2020-06-06,8,2020,2020-08-10,0.18181818181818182,0.8181818181818181,0.0
2020-06-06,9,2020,2020-09-10,0.6060606060606061,0.3939393939393939,0.0
2020-06-06,10,2020,2020-10-10,0.5555555555555556,0.4444444444444444,0.0
2020-06-06,11,2020,2020-11-10,0.5757575757575758,0.4242424242424242,0.0
2020-06-20,6,2020,2020-06-10,0.0,0.0,1.0
2020-06-20,7,2020,2020-07-10,0.0,1.0,0.0
2020-06-20,8,2020,2020-08-10,0.050505050505050504,0.9494949494949495,0.0
2020-06-20,9,2020,2020-09-10,0.33333333333333337,0.6666666666666667,-1.1102230246251565e-16
2020-06-20,10,2020,2020-10-10,0.3535353535353536,0.6464646464646465,-1.1102230246251565e-16
2020-06-20,11,2020,2020-11-10,0.36363636363636365,0.6363636363636364,0.0
2020-06-20,12,2020,2020-12-10,0.40404040404040403,0.595959595959596,0.0
2020-07-04,6,2020,2020-06-10,0.0,0.0,1.0
2020-07-04,7,2020,2020-07-10,0.0,1.0,0.0
2020-07-04,8,2020,2020-08-10,0.0707070707070707,0.9292929292929293,0.0
2020-07-04,9,2020,2020-09-10,0.7272727272727273,0.2727272727272727,0.0
2020-07-04,10,2020,2020-10-10,0.8181818181818181,0.18181818181818182,5.551115123125783e-17
2020-07-04,11,2020,2020-11-10,0.7575757575757575,0.24242424242424243,1.1102230246251565e-16
2020-07-04,12,2020,2020-12-10,0.7474747474747475,0.25252525252525254,-5.551115123125783e-17
2020-07-18,7,2020,2020-07-10,0.0,0.0,1.0
2020-07-18,8,2020,2020-08-10,0.0,1.0,0.0
2020-07-18,9,2020,2020-09-10,0.45454545454545453,0.5454545454545454,0.0
2020-07-18,10,2020,2020-10-10,0.7575757575757575,0.24242424242424243,1.1102230246251565e-16
2020-07-18,11,2020,2020-11-10,0.7878787878787878,0.2121212121212121,5.551115123125783e-17
2020-07-18,12,2020,2020-12-10,0.7878787878787878,0.2121212121212121,5.551115123125783e-17
2020-08-01,7,2020,2020-07-10,0.0,0.0,1.0
2020-08-01,8,2020,2020-08-10,0.0,1.0,0.0
2020-08-01,9,2020,2020-09-10,0.04040404040404041,0.9595959595959596,0.0
