memberStateCode,memberStateName,year,month,category,tonnes,heads,kgPerHead
AT,Austria,2014,July,Bullock,0.58,1.67,347.31
AT,Austria,2014,June,Bullock,0.58,1.68,345.24
AT,Austria,2014,May,Bullock,0.78,2.23,349.78
AT,Austria,2014,April,Bullock,0.82,2.35,348.94
AT,Austria,2014,March,Bullock,0.93,2.67,348.31
AT,Austria,2014,February,Bullock,0.88,2.5,352.0
AT,Austria,2014,January,Bullock,1.01,2.87,351.92
AT,Austria,2013,December,Bullock,1.03,2.96,347.97
AT,Austria,2013,November,Bullock,1.13,3.25,347.69
AT,Austria,2013,October,Bullock,1.06,2.99,354.52
AT,Austria,2013,September,Bullock,0.85,2.44,348.36
AT,Austria,2013,August,Bullock,0.65,1.86,349.46
AT,Austria,2013,July,Bullock,0.62,1.8,344.44
AT,Austria,2013,June,Bullock,0.59,1.69,349.11
AT,Austria,2013,May,Bullock,0.74,2.2,336.36
AT,Austria,2013,April,Bullock,0.98,2.76,355.07
AT,Austria,2013,March,Bullock,0.9,2.63,342.21
AT,Austria,2013,February,Bullock,0.86,2.46,349.59
AT,Austria,2013,January,Bullock,1.02,2.97,343.43
AT,Austria,2012,December,Bullock,0.97,2.8,346.43
AT,Austria,2012,November,Bullock,1.2,3.52,340.91
AT,Austria,2012,October,Bullock,1.04,3.06,339.87
AT,Austria,2012,September,Bullock,0.74,2.15,344.19
AT,Austria,2012,August,Bullock,0.61,1.82,335.16
AT,Austria,2012,July,Bullock,0.56,1.7,329.41
AT,Austria,2012,June,Bullock,0.58,1.7,341.18
AT,Austria,2012,May,Bullock,0.88,2.61,337.16
AT,Austria,2012,April,Bullock,0.93,2.69,345.72
AT,Austria,2012,March,Bullock,1.17,3.38,346.15
AT,Austria,2012,February,Bullock,0.85,2.49,341.37
AT,Austria,2012,January,Bullock,0.93,2.73,340.66
AT,Austria,2011,December,Bullock,1.11,3.28,338.41
AT,Austria,2011,November,Bullock,1.22,3.64,335.16
AT,Austria,2011,October,Bullock,0.96,2.91,329.9
AT,Austria,2011,September,Bullock,0.85,2.5,340.0
AT,Austria,2011,August,Bullock,0.59,1.81,325.97
AT,Austria,2011,July,Bullock,0.56,1.66,337.35
AT,Austria,2011,June,Bullock,0.67,2.03,330.05
AT,Austria,2011,May,Bullock,0.98,2.89,339.1
AT,Austria,2011,April,Bullock,1.03,3.01,342.19
AT,Austria,2011,March,Bullock,1.03,3.06,336.6
AT,Austria,2011,February,Bullock,0.9,2.68,335.82
AT,Austria,2011,January,Bullock,1.06,3.16,335.44
AT,Austria,2010,December,Bullock,1.03,3.1,332.26
AT,Austria,2010,November,Bullock,1.2,3.64,329.67
AT,Austria,2010,October,Bullock,1.05,3.11,337.62
AT,Austria,2010,September,Bullock,0.72,2.19,328.77
AT,Austria,2010,August,Bullock,0.69,2.01,343.28
AT,Austria,2010,July,Bullock,0.55,1.77,310.73
AT,Austria,2010,June,Bullock,0.67,2.03,330.05
AT,Austria,2010,May,Bullock,0.87,2.56,339.84
AT,Austria,2010,April,Bullock,1.01,3.01,335.55
AT,Austria,2010,March,Bullock,0.96,2.86,335.66
AT,Austria,2010,February,Bullock,0.85,2.51,338.65
AT,Austria,2010,January,Bullock,0.8,2.38,336.13
AT,Austria,2009,December,Bullock,0.94,2.77,339.35
AT,Austria,2009,November,Bullock,1.19,3.52,338.07
AT,Austria,2009,October,Bullock,0.9,2.75,327.27
AT,Austria,2009,September,Bullock,0.8,2.37,337.55
AT,Austria,2009,August,Bullock,0.6,1.79,335.2
AT,Austria,2009,July,Bullock,0.56,1.68,333.33
AT,Austria,2009,June,Bullock,0.68,1.97,345.18
AT,Austria,2009,May,Bullock,0.78,2.31,337.66
AT,Austria,2009,April,Bullock,1.04,3.05,340.98
AT,Austria,2009,March,Bullock,1.03,3.1,332.26
AT,Austria,2009,February,Bullock,0.67,1.99,336.68
AT,Austria,2009,January,Bullock,0.91,2.6,350.0
AT,Austria,2008,December,Bullock,0.91,2.7,337.04
AT,Austria,2008,November,Bullock,0.96,2.83,339.22
AT,Austria,2008,October,Bullock,0.76,2.3,330.43
AT,Austria,2008,September,Bullock,0.63,1.9,331.58
AT,Austria,2008,August,Bullock,0.46,1.41,326.24
AT,Austria,2008,July,Bullock,0.47,1.39,338.13
AT,Austria,2008,June,Bullock,0.58,1.77,327.68
AT,Austria,2008,May,Bullock,0.7,2.16,324.07
AT,Austria,2008,April,Bullock,0.95,2.88,329.86
AT,Austria,2008,March,Bullock,0.74,2.3,321.74
AT,Austria,2008,February,Bullock,0.72,2.32,310.34
AT,Austria,2008,January,Bullock,0.85,2.61,325.67
AT,Austria,2007,December,Bullock,0.79,2.43,325.1
AT,Austria,2007,November,Bullock,0.95,3.0,316.67
AT,Austria,2007,October,Bullock,0.82,2.58,317.83
AT,Austria,2007,September,Bullock,0.56,1.78,314.61
AT,Austria,2007,August,Bullock,0.48,1.51,317.88
AT,Austria,2007,July,Bullock,0.46,1.42,323.94
AT,Austria,2007,June,Bullock,0.51,1.56,326.92
AT,Austria,2007,May,Bullock,0.79,2.4,329.17
AT,Austria,2007,April,Bullock,0.81,2.49,325.3
AT,Austria,2007,March,Bullock,0.84,2.56,328.13
AT,Austria,2007,February,Bullock,0.62,1.94,319.59
AT,Austria,2007,January,Bullock,0.77,2.42,318.18
AT,Austria,2006,December,Bullock,0.76,2.39,317.99
AT,Austria,2006,November,Bullock,0.9,2.82,319.15
AT,Austria,2006,October,Bullock,0.74,2.35,314.89
AT,Austria,2006,September,Bullock,0.56,1.8,311.11
AT,Austria,2006,August,Bullock,0.48,1.5,320.0
AT,Austria,2006,July,Bullock,0.43,1.35,318.52
AT,Austria,2006,June,Bullock,0.61,1.86,327.96
AT,Austria,2006,May,Bullock,0.8,2.48,322.58
AT,Austria,2006,April,Bullock,0.81,2.41,336.1
AT,Austria,2006,March,Bullock,0.99,2.95,335.59
AT,Austria,2006,February,Bullock,0.77,2.38,323.53
AT,Austria,2006,January,Bullock,0.8,2.42,330.58
AT,Austria,2005,December,Bullock,0.78,2.42,322.31
AT,Austria,2005,November,Bullock,1.01,3.12,323.72
AT,Austria,2005,October,Bullock,0.84,2.64,318.18
AT,Austria,2005,September,Bullock,0.61,1.89,322.75
AT,Austria,2005,August,Bullock,0.56,1.71,327.49
AT,Austria,2005,July,Bullock,0.44,1.42,309.86
AT,Austria,2005,June,Bullock,0.56,1.73,323.7
AT,Austria,2005,May,Bullock,0.89,2.73,326.01
AT,Austria,2005,April,Bullock,0.86,2.62,328.24
AT,Austria,2005,March,Bullock,0.95,2.86,332.17
AT,Austria,2005,February,Bullock,0.82,2.55,321.57
AT,Austria,2005,January,Bullock,0.8,2.46,325.2
AT,Austria,2004,December,Bullock,1.14,3.59,317.55
AT,Austria,2004,November,Bullock,1.14,3.57,319.33
AT,Austria,2004,October,Bullock,0.88,2.76,318.84
AT,Austria,2004,September,Bullock,0.76,2.4,316.67
AT,Austria,2004,August,Bullock,0.51,1.62,314.81
AT,Austria,2004,July,Bullock,0.44,1.4,314.29
AT,Austria,2004,June,Bullock,0.59,1.85,318.92
AT,Austria,2004,May,Bullock,0.8,2.47,323.89
AT,Austria,2004,April,Bullock,0.87,2.62,332.06
AT,Austria,2004,March,Bullock,0.98,3.03,323.43
AT,Austria,2004,February,Bullock,0.83,2.53,328.06
AT,Austria,2004,January,Bullock,0.83,2.49,333.33
AT,Austria,2003,December,Bullock,0.95,2.95,322.03
AT,Austria,2003,November,Bullock,0.93,2.92,318.49
AT,Austria,2003,October,Bullock,0.82,2.6,315.38
AT,Austria,2003,September,Bullock,0.71,2.19,324.2
AT,Austria,2003,August,Bullock,0.46,1.43,321.68
AT,Austria,2003,July,Bullock,0.5,1.57,318.47
AT,Austria,2003,June,Bullock,0.6,1.83,327.87
AT,Austria,2003,May,Bullock,0.78,2.33,334.76
AT,Austria,2003,April,Bullock,0.78,2.37,329.11
AT,Austria,2003,March,Bullock,0.86,2.57,334.63
AT,Austria,2003,February,Bullock,0.76,2.26,336.28
AT,Austria,2003,January,Bullock,0.83,2.46,337.4
AT,Austria,2002,December,Bullock,0.79,2.44,323.77
AT,Austria,2002,November,Bullock,0.85,2.59,328.19
AT,Austria,2002,October,Bullock,0.86,2.67,322.1
AT,Austria,2002,September,Bullock,0.52,1.63,319.02
AT,Austria,2002,August,Bullock,0.37,1.14,324.56
AT,Austria,2002,July,Bullock,0.4,1.22,327.87
AT,Austria,2002,June,Bullock,0.43,1.31,328.24
AT,Austria,2002,May,Bullock,0.67,2.01,333.33
AT,Austria,2002,April,Bullock,0.78,2.32,336.21
AT,Austria,2002,March,Bullock,0.72,2.17,331.8
AT,Austria,2002,February,Bullock,0.63,1.89,333.33
AT,Austria,2002,January,Bullock,0.76,2.24,339.29
AT,Austria,2001,December,Bullock,0.62,1.89,328.04
AT,Austria,2001,November,Bullock,0.73,2.25,324.44
AT,Austria,2001,October,Bullock,0.72,2.3,313.04
AT,Austria,2001,September,Bullock,0.54,1.65,327.27
AT,Austria,2001,August,Bullock,0.38,1.15,330.43
AT,Austria,2001,July,Bullock,0.4,1.21,330.58
AT,Austria,2001,June,Bullock,0.4,1.2,333.33
AT,Austria,2001,May,Bullock,0.65,1.97,329.95
AT,Austria,2001,April,Bullock,0.63,1.93,326.42
AT,Austria,2001,March,Bullock,0.89,2.56,347.66
AT,Austria,2001,February,Bullock,0.66,1.95,338.46
AT,Austria,2001,January,Bullock,0.43,1.28,335.94
AT,Austria,2000,December,Bullock,0.54,1.62,333.33
AT,Austria,2000,November,Bullock,0.59,1.73,341.04
AT,Austria,2000,October,Bullock,0.48,1.44,333.33
AT,Austria,2000,September,Bullock,0.41,1.22,336.07
AT,Austria,2000,August,Bullock,0.3,0.88,340.91
AT,Austria,2000,July,Bullock,0.3,0.89,337.08
AT,Austria,2000,June,Bullock,0.34,1.02,333.33
AT,Austria,2000,May,Bullock,0.53,1.56,339.74
AT,Austria,2000,April,Bullock,0.48,1.4,342.86
AT,Austria,2000,March,Bullock,0.6,1.74,344.83
AT,Austria,2000,February,Bullock,0.46,1.41,326.24
AT,Austria,2000,January,Bullock,0.48,1.41,340.43
AT,Austria,1999,December,Bullock,0.54,1.61,335.4
AT,Austria,1999,November,Bullock,0.6,1.75,342.86
AT,Austria,1999,October,Bullock,0.55,1.63,337.42
AT,Austria,1999,September,Bullock,0.4,1.18,338.98
AT,Austria,1999,August,Bullock,0.31,0.9,344.44
AT,Austria,1999,July,Bullock,0.28,0.82,341.46
AT,Austria,1999,June,Bullock,0.38,1.11,342.34
AT,Austria,1999,May,Bullock,0.46,1.36,338.24
AT,Austria,1999,April,Bullock,0.54,1.59,339.62
AT,Austria,1999,March,Bullock,0.57,1.64,347.56
AT,Austria,1999,February,Bullock,0.44,1.26,349.21
AT,Austria,1999,January,Bullock,0.38,1.15,330.43
AT,Austria,1998,December,Bullock,0.51,1.54,331.17
AT,Austria,1998,November,Bullock,0.58,1.76,329.55
AT,Austria,1998,October,Bullock,0.48,1.47,326.53
AT,Austria,1998,September,Bullock,0.4,1.18,338.98
AT,Austria,1998,August,Bullock,0.26,0.78,333.33
AT,Austria,1998,July,Bullock,0.34,0.97,350.52
AT,Austria,1998,June,Bullock,0.35,1.05,333.33
AT,Austria,1998,May,Bullock,0.45,1.32,340.91
AT,Austria,1998,April,Bullock,0.48,1.41,340.43
AT,Austria,1998,March,Bullock,0.58,1.7,341.18
AT,Austria,1998,February,Bullock,0.42,1.22,344.26
AT,Austria,1998,January,Bullock,0.44,1.33,330.83
AT,Austria,1997,December,Bullock,0.61,1.84,331.52
AT,Austria,1997,November,Bullock,0.54,1.66,325.3
AT,Austria,1997,October,Bullock,0.55,1.65,333.33
AT,Austria,1997,September,Bullock,0.38,1.16,327.59
AT,Austria,1997,August,Bullock,0.26,0.81,320.99
AT,Austria,1997,July,Bullock,0.25,0.76,328.95
AT,Austria,1997,June,Bullock,0.31,0.94,329.79
AT,Austria,1997,May,Bullock,0.41,1.25,328.0
AT,Austria,1997,April,Bullock,0.55,1.69,325.44
AT,Austria,1997,March,Bullock,0.52,1.56,333.33
AT,Austria,1997,February,Bullock,0.43,1.34,320.9
AT,Austria,1997,January,Bullock,0.49,1.5,326.67
AT,Austria,1996,December,Bullock,0.51,1.58,322.78
AT,Austria,1996,November,Bullock,0.55,1.72,319.77
AT,Austria,1996,October,Bullock,0.6,1.91,314.14
AT,Austria,1996,September,Bullock,0.54,1.64,329.27
AT,Austria,1996,August,Bullock,0.29,0.87,333.33
AT,Austria,1996,July,Bullock,0.31,0.91,340.66
AT,Austria,1996,June,Bullock,0.27,0.78,346.15
AT,Austria,1996,May,Bullock,0.42,1.24,338.71
AT,Austria,1996,April,Bullock,0.34,0.97,350.52
AT,Austria,1996,March,Bullock,0.41,1.18,347.46
AT,Austria,1996,February,Bullock,0.45,1.24,362.9
AT,Austria,1996,January,Bullock,0.38,1.08,351.85
AT,Austria,1995,December,Bullock,0.36,1.02,352.94
AT,Austria,1995,November,Bullock,0.47,1.35,348.15
AT,Austria,1995,October,Bullock,0.39,1.13,345.13
AT,Austria,1995,September,Bullock,0.29,0.85,341.18
AT,Austria,1995,August,Bullock,0.28,0.79,354.43
AT,Austria,1995,July,Bullock,0.21,0.6,350.0
AT,Austria,1995,June,Bullock,0.3,0.83,361.45
AT,Austria,1995,May,Bullock,0.4,1.14,350.88
AT,Austria,1995,April,Bullock,0.36,0.99,363.64
AT,Austria,1995,March,Bullock,0.38,1.06,358.49
AT,Austria,1995,February,Bullock,0.51,1.43,356.64
AT,Austria,1995,January,Bullock,0.41,1.18,347.46
AT,Austria,2025,January,Calf,0.42,4.34,96.77
AT,Austria,2024,December,Calf,0.56,6.08,92.11
AT,Austria,2024,November,Calf,0.41,4.28,95.79
AT,Austria,2024,October,Calf,0.42,4.29,97.9
AT,Austria,2024,September,Calf,0.35,3.45,101.45
AT,Austria,2024,August,Calf,0.33,3.05,108.2
AT,Austria,2024,July,Calf,0.32,2.99,107.02
AT,Austria,2024,June,Calf,0.33,3.15,104.76
AT,Austria,2024,May,Calf,0.47,4.41,106.58
AT,Austria,2024,April,Calf,0.44,4.21,104.51
AT,Austria,2024,March,Calf,0.51,5.08,100.39
AT,Austria,2024,February,Calf,0.42,4.35,96.55
AT,Austria,2024,January,Calf,0.41,4.39,93.39
AT,Austria,2023,December,Calf,0.54,5.99,90.15
AT,Austria,2023,November,Calf,0.47,4.79,98.12
AT,Austria,2023,October,Calf,0.41,4.17,98.32
AT,Austria,2023,September,Calf,0.35,3.45,101.45
AT,Austria,2023,August,Calf,0.36,3.38,106.51
AT,Austria,2023,July,Calf,0.32,3.01,106.31
AT,Austria,2023,June,Calf,0.43,4.09,105.13
AT,Austria,2023,May,Calf,0.5,4.78,104.6
AT,Austria,2023,April,Calf,0.45,4.36,103.21
AT,Austria,2023,March,Calf,0.55,5.54,99.28
AT,Austria,2023,February,Calf,0.44,4.54,96.92
AT,Austria,2023,January,Calf,0.43,4.74,90.72
AT,Austria,2022,December,Calf,0.61,6.71,90.91
AT,Austria,2022,November,Calf,0.5,5.25,95.24
AT,Austria,2022,October,Calf,0.41,4.15,98.8
AT,Austria,2022,September,Calf,0.39,3.82,102.09
AT,Austria,2022,August,Calf,0.37,3.63,101.93
AT,Austria,2022,July,Calf,0.33,3.11,106.11
AT,Austria,2022,June,Calf,0.42,3.95,106.33
AT,Austria,2022,May,Calf,0.54,5.11,105.68
AT,Austria,2022,April,Calf,0.53,5.1,103.92
AT,Austria,2022,March,Calf,0.57,5.52,103.26
AT,Austria,2022,February,Calf,0.44,4.49,98.0
AT,Austria,2022,January,Calf,0.51,5.13,99.42
AT,Austria,2021,December,Calf,0.66,7.05,93.62
AT,Austria,2021,November,Calf,0.49,5.21,94.05
AT,Austria,2021,October,Calf,0.43,4.34,99.08
AT,Austria,2021,September,Calf,0.4,3.95,101.27
AT,Austria,2021,August,Calf,0.38,3.66,103.83
AT,Austria,2021,July,Calf,0.35,3.34,104.79
AT,Austria,2021,June,Calf,0.43,4.14,103.86
AT,Austria,2021,May,Calf,0.48,4.77,100.63
AT,Austria,2021,April,Calf,0.39,3.9,100.0
AT,Austria,2021,March,Calf,0.61,6.39,95.46
AT,Austria,2021,February,Calf,0.43,4.57,94.09
AT,Austria,2021,January,Calf,0.37,4.13,89.59
AT,Austria,2020,December,Calf,0.65,7.0,92.86
AT,Austria,2020,November,Calf,0.47,5.03,93.44
AT,Austria,2020,October,Calf,0.41,4.37,93.82
AT,Austria,2020,September,Calf,0.38,3.8,100.0
AT,Austria,2020,August,Calf,0.34,3.34,101.8
AT,Austria,2020,July,Calf,0.39,3.75,104.0
AT,Austria,2020,June,Calf,0.46,4.47,102.91
AT,Austria,2020,May,Calf,0.5,4.79,104.38
AT,Austria,2020,April,Calf,0.49,4.78,102.51
AT,Austria,2020,March,Calf,0.53,4.98,106.43
AT,Austria,2020,February,Calf,0.48,4.63,103.67
AT,Austria,2020,January,Calf,0.51,5.13,99.42
AT,Austria,2019,December,Calf,0.68,7.14,95.24
AT,Austria,2019,November,Calf,0.46,4.77,96.44
AT,Austria,2019,October,Calf,0.44,4.46,98.65
AT,Austria,2019,September,Calf,0.4,3.9,102.56
AT,Austria,2019,August,Calf,0.34,3.33,102.1
AT,Austria,2019,July,Calf,0.37,3.49,106.02
AT,Austria,2019,June,Calf,0.41,3.9,105.13
AT,Austria,2019,May,Calf,0.51,4.77,106.92
AT,Austria,2019,April,Calf,0.58,5.55,104.5
AT,Austria,2019,March,Calf,0.51,4.79,106.47
AT,Austria,2019,February,Calf,0.45,4.32,104.17
AT,Austria,2019,January,Calf,0.45,4.64,96.98
AT,Austria,2018,December,Calf,0.65,6.76,96.15
AT,Austria,2018,November,Calf,0.48,4.77,100.63
AT,Austria,2018,October,Calf,0.45,4.45,101.12
AT,Austria,2018,September,Calf,0.37,3.7,100.0
AT,Austria,2018,August,Calf,0.37,3.47,106.63
AT,Austria,2018,July,Calf,0.35,3.42,102.34
AT,Austria,2018,June,Calf,0.44,4.24,103.77
AT,Austria,2018,May,Calf,0.5,4.73,105.71
AT,Austria,2018,April,Calf,0.45,4.21,106.89
AT,Austria,2018,March,Calf,0.67,6.46,103.72
AT,Austria,2018,February,Calf,0.45,4.32,104.17
AT,Austria,2018,January,Calf,0.47,4.64,101.29
AT,Austria,2017,December,Calf,0.67,6.88,97.38
AT,Austria,2017,November,Calf,0.51,5.08,100.39
AT,Austria,2017,October,Calf,0.47,4.62,101.73
AT,Austria,2017,September,Calf,0.38,3.65,104.11
AT,Austria,2017,August,Calf,0.39,3.64,107.14
AT,Austria,2017,July,Calf,0.34,3.27,103.98
AT,Austria,2017,June,Calf,0.45,4.33,103.93
AT,Austria,2017,May,Calf,0.51,4.9,104.08
AT,Austria,2017,April,Calf,0.53,5.16,102.71
AT,Austria,2017,March,Calf,0.54,5.27,102.47
AT,Austria,2017,February,Calf,0.45,4.56,98.68
AT,Austria,2017,January,Calf,0.49,4.92,99.59
AT,Austria,2016,December,Calf,0.88,9.07,97.02
AT,Austria,2016,November,Calf,0.53,5.2,101.92
AT,Austria,2016,October,Calf,0.41,4.09,100.24
AT,Austria,2016,September,Calf,0.37,3.64,101.65
AT,Austria,2016,August,Calf,0.36,3.53,101.98
AT,Austria,2016,July,Calf,0.37,3.58,103.35
AT,Austria,2016,June,Calf,0.49,4.78,102.51
AT,Austria,2016,May,Calf,0.55,5.39,102.04
AT,Austria,2016,April,Calf,0.48,4.53,105.96
AT,Austria,2016,March,Calf,0.64,6.42,99.69
AT,Austria,2016,February,Calf,0.52,5.17,100.58
AT,Austria,2016,January,Calf,0.47,4.61,101.95
AT,Austria,2015,December,Calf,0.76,7.91,96.08
AT,Austria,2015,November,Calf,0.55,5.31,103.58
AT,Austria,2015,October,Calf,0.46,4.48,102.68
AT,Austria,2015,September,Calf,0.41,4.09,100.24
AT,Austria,2015,August,Calf,0.37,3.63,101.93
AT,Austria,2015,July,Calf,0.39,3.76,103.72
AT,Austria,2015,June,Calf,0.53,5.12,103.52
AT,Austria,2015,May,Calf,0.58,5.54,104.69
AT,Austria,2015,April,Calf,0.54,5.25,102.86
AT,Austria,2015,March,Calf,0.79,8.0,98.75
AT,Austria,2015,February,Calf,0.55,5.38,102.23
AT,Austria,2015,January,Calf,0.52,5.3,98.11
AT,Austria,2014,December,Calf,0.85,8.82,96.37
AT,Austria,2014,November,Calf,0.53,5.19,102.12
AT,Austria,2014,October,Calf,0.57,5.56,102.52
AT,Austria,2014,September,Calf,0.47,4.54,103.52
AT,Austria,2014,August,Calf,0.41,3.93,104.33
AT,Austria,2014,July,Calf,0.45,4.31,104.41
AT,Austria,2014,June,Calf,0.53,5.15,102.91
AT,Austria,2014,May,Calf,0.56,5.42,103.32
AT,Austria,2014,April,Calf,0.68,6.66,102.1
AT,Austria,2014,March,Calf,0.63,6.07,103.79
AT,Austria,2014,February,Calf,0.58,5.58,103.94
AT,Austria,2014,January,Calf,0.61,5.96,102.35
AT,Austria,2013,December,Calf,0.88,8.95,98.32
AT,Austria,2013,November,Calf,0.59,5.78,102.08
AT,Austria,2013,October,Calf,0.6,5.72,104.9
AT,Austria,2013,September,Calf,0.48,4.71,101.91
AT,Austria,2013,August,Calf,0.46,4.44,103.6
AT,Austria,2013,July,Calf,0.45,4.37,102.97
AT,Austria,2013,June,Calf,0.52,5.02,103.59
AT,Austria,2013,May,Calf,0.63,6.04,104.3
AT,Austria,2013,April,Calf,0.58,5.56,104.32
AT,Austria,2013,March,Calf,0.76,7.38,102.98
AT,Austria,2013,February,Calf,0.55,5.29,103.97
AT,Austria,2013,January,Calf,0.59,5.83,101.2
AT,Austria,2012,December,Calf,0.83,8.39,98.93
AT,Austria,2012,November,Calf,0.58,5.68,102.11
AT,Austria,2012,October,Calf,0.58,5.63,103.02
AT,Austria,2012,September,Calf,0.42,4.14,101.45
AT,Austria,2012,August,Calf,0.46,4.35,105.75
AT,Austria,2012,July,Calf,0.5,4.6,108.7
AT,Austria,2012,June,Calf,0.57,5.37,106.15
AT,Austria,2012,May,Calf,0.69,6.48,106.48
AT,Austria,2012,April,Calf,0.66,6.2,106.45
AT,Austria,2012,March,Calf,0.81,7.86,103.05
AT,Austria,2012,February,Calf,0.58,5.82,99.66
AT,Austria,2012,January,Calf,0.55,5.6,98.21
AT,Austria,2011,December,Calf,0.88,9.43,93.32
AT,Austria,2011,November,Calf,0.58,5.91,98.14
AT,Austria,2011,October,Calf,0.57,5.66,100.71
AT,Austria,2011,September,Calf,0.52,5.11,101.76
AT,Austria,2011,August,Calf,0.51,5.14,99.22
AT,Austria,2011,July,Calf,0.49,4.63,105.83
AT,Austria,2011,June,Calf,0.56,5.64,99.29
AT,Austria,2011,May,Calf,0.65,6.4,101.56
AT,Austria,2011,April,Calf,0.71,7.36,96.47
AT,Austria,2011,March,Calf,0.67,6.59,101.67
AT,Austria,2011,February,Calf,0.6,5.94,101.01
AT,Austria,2011,January,Calf,0.54,5.52,97.83
AT,Austria,2010,December,Calf,0.99,10.34,95.74
AT,Austria,2010,November,Calf,0.64,6.5,98.46
AT,Austria,2010,October,Calf,0.58,5.75,100.87
AT,Austria,2010,September,Calf,0.56,5.44,102.94
AT,Austria,2010,August,Calf,0.53,5.16,102.71
AT,Austria,2010,July,Calf,0.53,5.07,104.54
AT,Austria,2010,June,Calf,0.62,6.04,102.65
AT,Austria,2010,May,Calf,0.67,6.62,101.21
AT,Austria,2010,April,Calf,0.58,5.75,100.87
AT,Austria,2010,March,Calf,0.9,8.97,100.33
AT,Austria,2010,February,Calf,0.61,6.22,98.07
AT,Austria,2010,January,Calf,0.55,5.63,97.69
AT,Austria,2009,December,Calf,1.08,11.43,94.49
AT,Austria,2009,November,Calf,0.67,6.75,99.26
AT,Austria,2009,October,Calf,0.62,6.19,100.16
AT,Austria,2009,September,Calf,0.56,5.5,101.82
AT,Austria,2009,August,Calf,0.54,5.29,102.08
AT,Austria,2009,July,Calf,0.53,5.16,102.71
AT,Austria,2009,June,Calf,0.63,6.11,103.11
AT,Austria,2009,May,Calf,0.68,6.52,104.29
AT,Austria,2009,April,Calf,0.71,7.03,101.0
AT,Austria,2009,March,Calf,0.82,8.0,102.5
AT,Austria,2009,February,Calf,0.62,6.21,99.84
AT,Austria,2009,January,Calf,0.59,5.98,98.66
AT,Austria,2008,December,Calf,0.0,0.0,0.0
AT,Austria,2008,November,Calf,0.0,0.0,0.0
AT,Austria,2008,October,Calf,0.0,0.0,0.0
AT,Austria,2008,September,Calf,0.0,0.0,0.0
AT,Austria,2008,August,Calf,0.0,0.0,0.0
AT,Austria,2008,July,Calf,0.0,0.0,0.0
AT,Austria,2008,June,Calf,0.0,0.0,0.0
AT,Austria,2008,May,Calf,0.0,0.0,0.0
AT,Austria,2008,April,Calf,0.0,0.0,0.0
AT,Austria,2008,March,Calf,0.0,0.0,0.0
AT,Austria,2008,February,Calf,0.0,0.0,0.0
AT,Austria,2008,January,Calf,0.0,0.0,0.0
AT,Austria,2007,December,Calf,0.0,0.0,0.0
AT,Austria,2007,November,Calf,0.0,0.0,0.0
AT,Austria,2007,October,Calf,0.0,0.0,0.0
AT,Austria,2007,September,Calf,0.0,0.0,0.0
AT,Austria,2007,August,Calf,0.0,0.0,0.0
AT,Austria,2007,July,Calf,0.0,0.0,0.0
AT,Austria,2007,June,Calf,0.0,0.0,0.0
AT,Austria,2007,May,Calf,0.0,0.0,0.0
AT,Austria,2007,April,Calf,0.0,0.0,0.0
AT,Austria,2007,March,Calf,0.0,0.0,0.0
AT,Austria,2007,February,Calf,0.0,0.0,0.0
AT,Austria,2007,January,Calf,0.0,0.0,0.0
AT,Austria,2006,December,Calf,0.0,0.0,0.0
AT,Austria,2006,November,Calf,0.0,0.0,0.0
AT,Austria,2006,October,Calf,0.0,0.0,0.0
AT,Austria,2006,September,Calf,0.0,0.0,0.0
AT,Austria,2006,August,Calf,0.0,0.0,0.0
AT,Austria,2006,July,Calf,0.0,0.0,0.0
AT,Austria,2006,June,Calf,0.0,0.0,0.0
AT,Austria,2006,May,Calf,0.0,0.0,0.0
AT,Austria,2006,April,Calf,0.0,0.0,0.0
AT,Austria,2006,March,Calf,0.0,0.0,0.0
AT,Austria,2006,February,Calf,0.0,0.0,0.0
AT,Austria,2006,January,Calf,0.0,0.0,0.0
AT,Austria,2005,December,Calf,0.0,0.0,0.0
AT,Austria,2005,November,Calf,0.0,0.0,0.0
AT,Austria,2005,October,Calf,0.0,0.0,0.0
AT,Austria,2005,September,Calf,0.0,0.0,0.0
AT,Austria,2005,August,Calf,0.0,0.0,0.0
AT,Austria,2005,July,Calf,0.0,0.0,0.0
AT,Austria,2005,June,Calf,0.0,0.0,0.0
AT,Austria,2005,May,Calf,0.0,0.0,0.0
AT,Austria,2005,April,Calf,0.0,0.0,0.0
AT,Austria,2005,March,Calf,0.0,0.0,0.0
AT,Austria,2005,February,Calf,0.0,0.0,0.0
AT,Austria,2005,January,Calf,0.0,0.0,0.0
AT,Austria,2004,December,Calf,0.0,0.0,0.0
AT,Austria,2004,November,Calf,0.0,0.0,0.0
AT,Austria,2004,October,Calf,0.0,0.0,0.0
AT,Austria,2004,September,Calf,0.0,0.0,0.0
AT,Austria,2004,August,Calf,0.0,0.0,0.0
AT,Austria,2004,July,Calf,0.0,0.0,0.0
AT,Austria,2004,June,Calf,0.0,0.0,0.0
AT,Austria,2004,May,Calf,0.0,0.0,0.0
AT,Austria,2004,April,Calf,0.0,0.0,0.0
AT,Austria,2004,March,Calf,0.0,0.0,0.0
AT,Austria,2004,February,Calf,0.0,0.0,0.0
AT,Austria,2004,January,Calf,0.0,0.0,0.0
