Year,Month,Weight,Weight Unit
1962,APR,1075790000,"LB, LIVE BASIS"
1962,MAY,1267396000,"LB, LIVE BASIS"
1962,JUN,1242762000,"LB, LIVE BASIS"
1962,JUL,1173248000,"LB, LIVE BASIS"
1962,AUG,1240306000,"LB, LIVE BASIS"
1962,SEP,1058630000,"LB, LIVE BASIS"
1962,OCT,1286186000,"LB, LIVE BASIS"
1962,NOV,1087200000,"LB, LIVE BASIS"
1962,DEC,1010022000,"LB, LIVE BASIS"
1961,JAN,917580000,"LB, LIVE BASIS"
1961,FEB,768006000,"LB, LIVE BASIS"
1961,MAR,986578000,"LB, LIVE BASIS"
1961,APR,1061260000,"LB, LIVE BASIS"
1961,MAY,1245154000,"LB, LIVE BASIS"
1961,JUN,1299150000,"LB, LIVE BASIS"
1961,JUL,1202196000,"LB, LIVE BASIS"
1961,AUG,1283786000,"LB, LIVE BASIS"
1961,SEP,1176732000,"LB, LIVE BASIS"
1961,OCT,1214824000,"LB, LIVE BASIS"
1961,NOV,976812000,"LB, LIVE BASIS"
1961,DEC,873862000,"LB, LIVE BASIS"
1960,JAN,786206000,"LB, LIVE BASIS"
1960,FEB,774028000,"LB, LIVE BASIS"
1960,MAR,853680000,"LB, LIVE BASIS"
1960,APR,877804000,"LB, LIVE BASIS"
1960,MAY,972934000,"LB, LIVE BASIS"
1960,JUN,1007832000,"LB, LIVE BASIS"
1960,JUL,970410000,"LB, LIVE BASIS"
1960,AUG,1151720000,"LB, LIVE BASIS"
1960,SEP,1080134000,"LB, LIVE BASIS"
1960,OCT,1049798000,"LB, LIVE BASIS"
1960,NOV,931978000,"LB, LIVE BASIS"
1960,DEC,887504000,"LB, LIVE BASIS"
