DATE,GLOBAL_CURNCY_MXN
2006-07-25,10.906
2006-07-26,10.9399
2006-07-27,10.9088
2006-07-28,10.858
2006-07-31,10.9656
2006-08-01,11.034
2006-08-02,10.9793
2006-08-03,10.9575
2006-08-04,10.9
2006-08-07,10.877
2006-08-08,10.8735
2006-08-09,10.8508
2006-08-10,10.8387
2006-08-11,10.807
2006-08-14,10.8613
2006-08-15,10.7713
2006-08-16,10.7725
2006-08-17,10.7954
2006-08-18,10.8135
2006-08-21,10.7913
2006-08-22,10.8421
2006-08-23,10.9155
2006-08-24,10.9378
2006-08-25,10.973
2006-08-28,10.8736
2006-08-29,10.8704
2006-08-30,10.8863
2006-08-31,10.9128
2006-09-01,10.878
2006-09-04,10.8583
2006-09-05,10.8676
2006-09-06,10.9838
2006-09-07,11.0176
2006-09-08,11.0025
2006-09-11,11.0665
2006-09-12,11.0045
2006-09-13,10.9833
2006-09-14,10.976
2006-09-15,10.9368
2006-09-18,10.9003
2006-09-19,10.9705
2006-09-20,10.9555
2006-09-21,11.0863
2006-09-22,11.0413
2006-09-25,11.0653
2006-09-26,11.014
2006-09-27,11.0402
2006-09-28,10.998
2006-09-29,10.985
2006-10-02,10.976
2006-10-03,11.0625
2006-10-04,11.0036
2006-10-05,11.0205
2006-10-06,11.0688
2006-10-09,11.0878
2006-10-10,11.0435
2006-10-11,10.9983
2006-10-12,10.896
2006-10-13,10.8518
2006-10-16,10.8427
2006-10-17,10.8485
2006-10-18,10.8374
2006-10-19,10.8119
2006-10-20,10.8398
2006-10-23,10.856
2006-10-24,10.799
2006-10-25,10.7943
2006-10-26,10.7218
2006-10-27,10.7267
2006-10-30,10.7934
2006-10-31,10.7733
2006-11-01,10.7723
2006-11-02,10.8645
2006-11-03,10.7895
2006-11-06,10.833
2006-11-07,10.8415
2006-11-08,10.8615
2006-11-09,10.9213
2006-11-10,10.9265
2006-11-13,10.9089
2006-11-14,10.8615
2006-11-15,10.8358
2006-11-16,10.8811
2006-11-17,10.9453
2006-11-20,10.9773
2006-11-21,10.9617
2006-11-22,10.9635
2006-11-23,10.9788
2006-11-24,11.0171
2006-11-27,11.0843
2006-11-28,11.0278
2006-11-29,11.0169
2006-11-30,10.9823
2006-12-01,11.026
2006-12-04,10.936
2006-12-05,10.8609
2006-12-06,10.8371
2006-12-07,10.8895
2006-12-08,10.8375
2006-12-11,10.8347
2006-12-12,10.84
2006-12-13,10.8402
2006-12-14,10.77
2006-12-15,10.7784
2006-12-18,10.8087
2006-12-19,10.8293
2006-12-20,10.8242
2006-12-21,10.8545
2006-12-22,10.867
2006-12-26,10.8892
2006-12-27,10.9033
2006-12-28,10.8764
2006-12-29,10.8033
2007-01-01,10.8073
2007-01-02,10.7743
2007-01-03,10.8174
2007-01-04,10.8994
2007-01-05,10.9305
2007-01-08,10.944
2007-01-09,10.995
2007-01-10,10.9848
2007-01-11,11.015
2007-01-12,10.9635
2007-01-15,10.9585
2007-01-16,10.9683
2007-01-17,10.9487
2007-01-18,10.9219
2007-01-19,10.9016
2007-01-22,10.9325
2007-01-23,10.9468
2007-01-24,10.936
2007-01-25,11.0374
2007-01-26,11.0604
2007-01-29,11.0906
2007-01-30,11.0292
2007-01-31,11.0242
2007-02-01,10.9713
2007-02-02,10.9632
2007-02-05,10.9228
2007-02-06,10.9223
2007-02-07,10.9555
2007-02-08,10.9502
2007-02-09,10.9954
2007-02-12,11.0224
2007-02-13,10.9584
2007-02-14,10.9184
2007-02-15,10.9695
2007-02-16,10.997
2007-02-19,10.9688
2007-02-20,10.9927
2007-02-21,10.9888
2007-02-22,11.0003
2007-02-23,11.0373
2007-02-26,11.0788
2007-02-27,11.1729
2007-02-28,11.1619
2007-03-01,11.1515
2007-03-02,11.2165
2007-03-05,11.176
2007-03-06,11.1425
2007-03-07,11.1606
2007-03-08,11.1683
2007-03-09,11.143
2007-03-12,11.124
2007-03-13,11.1853
2007-03-14,11.1585
2007-03-15,11.1455
2007-03-16,11.1848
2007-03-19,11.1368
2007-03-20,11.1175
2007-03-21,11.0585
2007-03-22,11.0162
2007-03-23,11.018
2007-03-26,11.0213
2007-03-27,11.0565
2007-03-28,11.0771
2007-03-29,11.0278
2007-03-30,11.0494
2007-04-02,11.0211
2007-04-03,10.9775
2007-04-04,10.9975
2007-04-05,10.9945
2007-04-06,10.9725
2007-04-09,10.968
2007-04-10,10.999
2007-04-11,11.0083
2007-04-12,11.0005
2007-04-13,11.0013
2007-04-16,10.998
2007-04-17,10.984
2007-04-18,10.9933
2007-04-19,10.9995
2007-04-20,10.9838
2007-04-23,10.9739
2007-04-24,10.984
2007-04-25,10.929
2007-04-26,10.9492
2007-04-27,10.9206
2007-04-30,10.9658
2007-05-01,10.936
2007-05-02,10.9153
2007-05-03,10.9151
2007-05-04,10.8809
2007-05-07,10.8332
2007-05-08,10.8458
2007-05-09,10.7923
2007-05-10,10.8495
2007-05-11,10.7981
2007-05-14,10.799
2007-05-15,10.8076
2007-05-16,10.7829
2007-05-17,10.8123
2007-05-18,10.8005
2007-05-21,10.7693
2007-05-22,10.795
2007-05-23,10.8012
2007-05-24,10.8388
2007-05-25,10.786
2007-05-28,10.7847
2007-05-29,10.8138
2007-05-30,10.7455
2007-05-31,10.7416
2007-06-01,10.7153
2007-06-04,10.7625
2007-06-05,10.808
2007-06-06,10.8632
2007-06-07,10.9523
2007-06-08,10.9115
2007-06-11,10.9133
2007-06-12,11.0163
2007-06-13,10.9223
2007-06-14,10.874
2007-06-15,10.7751
2007-06-18,10.7813
2007-06-19,10.7408
2007-06-20,10.8434
2007-06-21,10.8165
2007-06-22,10.8424
2007-06-25,10.848
2007-06-26,10.873
2007-06-27,10.817
2007-06-28,10.8048
2007-06-29,10.8084
2007-07-02,10.7578
2007-07-03,10.7745
2007-07-04,10.7568
2007-07-05,10.8015
2007-07-06,10.7692
2007-07-09,10.7632
2007-07-10,10.8438
2007-07-11,10.8023
2007-07-12,10.7588
2007-07-13,10.7607
2007-07-16,10.7825
2007-07-17,10.747
2007-07-18,10.7378
2007-07-19,10.7478
2007-07-20,10.7935
2007-07-23,10.7674
2007-07-24,10.8373
2007-07-25,10.8596
2007-07-26,10.9728
2007-07-27,11.0125
2007-07-30,10.9208
2007-07-31,10.986
2007-08-01,10.9439
2007-08-02,10.9448
2007-08-03,10.9985
2007-08-06,10.9592
2007-08-07,10.9527
2007-08-08,10.9244
2007-08-09,11.0065
2007-08-10,11.0025
2007-08-13,11.0283
2007-08-14,11.0917
2007-08-15,11.1951
2007-08-16,11.1906
2007-08-17,11.0823
2007-08-20,11.1219
2007-08-21,11.1422
2007-08-22,11.0493
2007-08-23,11.0685
2007-08-24,11.0063
2007-08-27,11.071
2007-08-28,11.1459
2007-08-29,11.077
2007-08-30,11.078
2007-08-31,11.0303
2007-09-03,11.0201
2007-09-04,11.0288
2007-09-05,11.0792
2007-09-06,11.0562
2007-09-07,11.1412
2007-09-10,11.1254
2007-09-11,11.0853
2007-09-12,11.1043
2007-09-13,11.1122
2007-09-14,11.1223
2007-09-17,11.1382
2007-09-18,10.9988
2007-09-19,10.9904
2007-09-20,10.9923
2007-09-21,10.9588
2007-09-24,10.9518
2007-09-25,10.9288
2007-09-26,10.92
2007-09-27,10.9175
2007-09-28,10.9355
2007-10-01,10.891
2007-10-02,10.9029
2007-10-03,10.9089
2007-10-04,10.8765
2007-10-05,10.8515
2007-10-08,10.8481
2007-10-09,10.8287
2007-10-10,10.8255
2007-10-11,10.8352
2007-10-12,10.8076
2007-10-15,10.8174
2007-10-16,10.8174
2007-10-17,10.8186
2007-10-18,10.7818
2007-10-19,10.8275
2007-10-22,10.8217
2007-10-23,10.8252
2007-10-24,10.8343
2007-10-25,10.8135
2007-10-26,10.7345
2007-10-29,10.7121
2007-10-30,10.7354
2007-10-31,10.6542
2007-11-01,10.7121
2007-11-02,10.6925
2007-11-05,10.725
2007-11-06,10.6991
2007-11-07,10.7925
2007-11-08,10.8085
2007-11-09,10.8905
2007-11-12,10.9478
2007-11-13,10.854
2007-11-14,10.9017
2007-11-15,10.939
2007-11-16,10.9313
2007-11-19,10.9931
2007-11-20,10.966
2007-11-21,10.9875
2007-11-22,10.9675
2007-11-23,10.9735
2007-11-26,11.0161
2007-11-27,10.9662
2007-11-28,10.9273
2007-11-29,10.9159
2007-11-30,10.9202
2007-12-03,10.9056
2007-12-04,10.8868
2007-12-05,10.845
2007-12-06,10.829
2007-12-07,10.8228
2007-12-10,10.8091
2007-12-11,10.8805
2007-12-12,10.8405
2007-12-13,10.8297
2007-12-14,10.8384
2007-12-17,10.8697
2007-12-18,10.8481
2007-12-19,10.8393
2007-12-20,10.8289
2007-12-21,10.824
2007-12-24,10.8155
2007-12-25,10.815
2007-12-26,10.8201
2007-12-27,10.8796
2007-12-28,10.9036
2007-12-31,10.8988
2008-01-01,10.8902
2008-01-02,10.915
2008-01-03,10.885
2008-01-04,10.9238
2008-01-07,10.8983
2008-01-08,10.9271
2008-01-09,10.9387
2008-01-10,10.9339
2008-01-11,10.943
2008-01-14,10.9075
2008-01-15,10.9474
2008-01-16,10.9396
2008-01-17,10.9507
2008-01-18,10.9045
2008-01-21,10.9975
2008-01-22,10.9308
2008-01-23,10.9178
2008-01-24,10.8911
2008-01-25,10.8988
2008-01-28,10.8674
2008-01-29,10.8481
2008-01-30,10.8383
2008-01-31,10.8272
2008-02-01,10.8096
2008-02-04,10.793
2008-02-05,10.8456
2008-02-06,10.8186
2008-02-07,10.7699
2008-02-08,10.7623
2008-02-11,10.7669
2008-02-12,10.7641
2008-02-13,10.745
2008-02-14,10.7604
2008-02-15,10.7596
2008-02-18,10.7362
2008-02-19,10.7631
2008-02-20,10.782
2008-02-21,10.8044
2008-02-22,10.7733
2008-02-25,10.7735
2008-02-26,10.73
2008-02-27,10.6988
2008-02-28,10.6743
2008-02-29,10.7136
2008-03-03,10.694
2008-03-04,10.7216
2008-03-05,10.7039
2008-03-06,10.8435
2008-03-07,10.821
2008-03-10,10.8525
2008-03-11,10.7688
2008-03-12,10.7695
2008-03-13,10.751
2008-03-14,10.7664
2008-03-17,10.7681
2008-03-18,10.684
2008-03-19,10.7192
2008-03-20,10.7228
2008-03-21,10.726
2008-03-24,10.6894
2008-03-25,10.6933
2008-03-26,10.705
2008-03-27,10.6935
2008-03-28,10.6946
2008-03-31,10.6421
2008-04-01,10.5645
2008-04-02,10.576
2008-04-03,10.5595
2008-04-04,10.5664
2008-04-07,10.552
2008-04-08,10.5651
2008-04-09,10.5733
2008-04-10,10.5356
2008-04-11,10.535
2008-04-14,10.4644
2008-04-15,10.4585
2008-04-16,10.462
2008-04-17,10.4755
2008-04-18,10.4835
2008-04-21,10.5328
2008-04-22,10.4828
2008-04-23,10.4687
2008-04-24,10.4418
2008-04-25,10.4642
2008-04-28,10.4735
2008-04-29,10.5383
2008-04-30,10.486
2008-05-01,10.4959
2008-05-02,10.4639
2008-05-05,10.4767
2008-05-06,10.502
2008-05-07,10.5568
2008-05-08,10.5827
2008-05-09,10.5642
2008-05-12,10.4809
2008-05-13,10.4828
2008-05-14,10.4878
2008-05-15,10.4468
2008-05-16,10.3977
2008-05-19,10.3752
2008-05-20,10.3885
2008-05-21,10.3703
2008-05-22,10.3663
2008-05-23,10.3901
2008-05-26,10.394
2008-05-27,10.3782
2008-05-28,10.329
2008-05-29,10.3288
2008-05-30,10.33
2008-06-02,10.3372
2008-06-03,10.3128
2008-06-04,10.3131
2008-06-05,10.2971
2008-06-06,10.3663
2008-06-09,10.3527
2008-06-10,10.4248
2008-06-11,10.4392
2008-06-12,10.372
2008-06-13,10.3591
2008-06-16,10.319
2008-06-17,10.3119
2008-06-18,10.3065
2008-06-19,10.3071
2008-06-20,10.2715
2008-06-23,10.3253
2008-06-24,10.2908
2008-06-25,10.2675
2008-06-26,10.2966
2008-06-27,10.2932
2008-06-30,10.3098
2008-07-01,10.3688
2008-07-02,10.3921
2008-07-03,10.3538
2008-07-04,10.3348
2008-07-07,10.3347
2008-07-08,10.3155
2008-07-09,10.3044
2008-07-10,10.3023
2008-07-11,10.2904
2008-07-14,10.3013
2008-07-15,10.2963
2008-07-16,10.2276
2008-07-17,10.2355
2008-07-18,10.1774
2008-07-21,10.1284
2008-07-22,10.0365
2008-07-23,10.0084
2008-07-24,10.0335
2008-07-25,10.0988
2008-07-28,10.054
2008-07-29,10.0521
2008-07-30,10.0199
2008-07-31,10.0368
2008-08-01,9.9357
2008-08-04,9.8581
2008-08-05,9.9128
2008-08-06,9.9459
2008-08-07,10.014
2008-08-08,10.1568
2008-08-11,10.1824
2008-08-12,10.1605
2008-08-13,10.1583
2008-08-14,10.1684
2008-08-15,10.1866
2008-08-18,10.175
2008-08-19,10.1325
2008-08-20,10.1416
2008-08-21,10.0931
2008-08-22,10.145
2008-08-25,10.1397
2008-08-26,10.1583
2008-08-27,10.1455
2008-08-28,10.2525
2008-08-29,10.287
2008-09-01,10.3361
2008-09-02,10.3615
2008-09-03,10.3952
2008-09-04,10.5225
2008-09-05,10.4618
2008-09-08,10.4986
2008-09-09,10.5639
2008-09-10,10.6125
2008-09-11,10.6115
2008-09-12,10.5945
2008-09-15,10.7425
2008-09-16,10.7188
2008-09-17,10.8387
2008-09-18,10.7473
2008-09-19,10.6585
2008-09-22,10.6284
2008-09-23,10.7705
2008-09-24,10.8491
2008-09-25,10.7125
2008-09-26,10.7874
2008-09-29,11.032
2008-09-30,10.9378
2008-10-01,10.9601
2008-10-02,11.1956
2008-10-03,11.2554
2008-10-06,11.805
2008-10-07,12.3146
2008-10-08,12.3225
2008-10-09,13.2194
2008-10-10,13.093
2008-10-13,12.2503
2008-10-14,12.3135
2008-10-15,13.145
2008-10-16,12.8343
2008-10-17,12.876
2008-10-20,12.9901
2008-10-21,13.2366
2008-10-22,13.879
2008-10-23,13.417
2008-10-24,13.3842
2008-10-27,13.5222
2008-10-28,13.0405
2008-10-29,12.9119
2008-10-30,12.584
2008-10-31,12.8259
2008-11-03,12.7775
2008-11-04,12.4825
2008-11-05,12.7512
2008-11-06,13.0471
2008-11-07,12.8018
2008-11-10,12.8222
2008-11-11,12.9663
2008-11-12,13.0499
2008-11-13,12.9227
2008-11-14,13.0613
2008-11-17,13.1802
2008-11-18,13.141
2008-11-19,13.5138
2008-11-20,13.9
2008-11-21,13.72
2008-11-24,13.4013
2008-11-25,13.2328
2008-11-26,13.25
2008-11-27,13.204
2008-11-28,13.4647
2008-12-01,13.6477
2008-12-02,13.565
2008-12-03,13.6007
2008-12-04,13.595
2008-12-05,13.5968
2008-12-08,13.4337
2008-12-09,13.569
2008-12-10,13.3957
2008-12-11,13.2694
2008-12-12,13.632
2008-12-15,13.3474
2008-12-16,13.0513
2008-12-17,13.1491
2008-12-18,13.1625
2008-12-19,13.1465
2008-12-22,13.1825
2008-12-23,13.3269
2008-12-24,13.2945
2008-12-25,13.3495
2008-12-26,13.44
2008-12-29,13.7387
2008-12-30,13.7613
2008-12-31,13.6733
2009-01-01,13.7147
2009-01-02,13.7603
2009-01-05,13.445
2009-01-06,13.3803
2009-01-07,13.4514
2009-01-08,13.6773
2009-01-09,13.62
2009-01-12,13.7718
2009-01-13,13.819
2009-01-14,14.1128
2009-01-15,13.9493
2009-01-16,13.9125
2009-01-19,13.8733
2009-01-20,14.0233
2009-01-21,13.7544
2009-01-22,14.0647
2009-01-23,14.0285
2009-01-26,14.073
2009-01-27,14.2431
2009-01-28,14.0218
2009-01-29,14.1848
2009-01-30,14.3333
2009-02-02,14.4162
2009-02-03,14.5708
2009-02-04,14.4396
2009-02-05,14.344
2009-02-06,14.1986
2009-02-09,14.2035
2009-02-10,14.5253
2009-02-11,14.4945
2009-02-12,14.4716
2009-02-13,14.5585
2009-02-16,14.5
2009-02-17,14.7127
2009-02-18,14.6206
2009-02-19,14.7622
2009-02-20,14.7774
2009-02-23,14.9525
2009-02-24,14.8275
2009-02-25,14.9498
2009-02-26,14.9674
2009-02-27,15.255
2009-03-02,15.4225
2009-03-03,15.345
2009-03-04,15.2408
2009-03-05,15.3924
2009-03-06,15.1942
2009-03-09,15.5668
2009-03-10,15.2543
2009-03-11,15.0931
2009-03-12,14.7212
2009-03-13,14.5221
2009-03-16,14.254
2009-03-17,14.051
2009-03-18,13.9398
2009-03-19,14.24
2009-03-20,14.1712
2009-03-23,14.2733
2009-03-24,14.3565
2009-03-25,14.2305
2009-03-26,14.1917
2009-03-27,14.3479
2009-03-30,14.2879
2009-03-31,14.1722
2009-04-01,13.9025
2009-04-02,13.752
2009-04-03,13.56
2009-04-06,13.5862
2009-04-07,13.4687
2009-04-08,13.3632
2009-04-09,13.0893
2009-04-10,13.1162
2009-04-13,13.1055
2009-04-14,13.2108
2009-04-15,13.0165
2009-04-16,13.0891
2009-04-17,13.1282
2009-04-20,13.4103
2009-04-21,13.1486
2009-04-22,13.212
2009-04-23,13.1801
2009-04-24,13.3405
2009-04-27,14.0505
2009-04-28,13.8197
2009-04-29,13.7197
2009-04-30,13.8408
2009-05-01,13.7786
2009-05-04,13.234
2009-05-05,13.2649
2009-05-06,13.1411
2009-05-07,13.1587
2009-05-08,13.0316
2009-05-11,13.276
2009-05-12,13.221
2009-05-13,13.339
2009-05-14,13.1993
2009-05-15,13.26
2009-05-18,13.0204
2009-05-19,12.9465
2009-05-20,13.01
2009-05-21,13.1108
2009-05-22,13.1897
2009-05-25,13.145
2009-05-26,13.1705
2009-05-27,13.2682
2009-05-28,13.2142
2009-05-29,13.1506
2009-06-01,13.2358
2009-06-02,13.1697
2009-06-03,13.3381
2009-06-04,13.1958
2009-06-05,13.2965
2009-06-08,13.4532
2009-06-09,13.6043
2009-06-10,13.58
2009-06-11,13.3802
2009-06-12,13.4038
2009-06-15,13.3673
2009-06-16,13.4886
2009-06-17,13.4185
2009-06-18,13.3905
2009-06-19,13.3604
2009-06-22,13.3194
2009-06-23,13.3477
2009-06-24,13.2919
2009-06-25,13.2179
2009-06-26,13.2076
2009-06-29,13.1851
2009-06-30,13.185
2009-07-01,13.1205
2009-07-02,13.2489
2009-07-03,13.2308
2009-07-06,13.24
2009-07-07,13.4062
2009-07-08,13.5316
2009-07-09,13.5532
2009-07-10,13.6879
2009-07-13,13.7096
2009-07-14,13.7482
2009-07-15,13.5448
2009-07-16,13.5514
2009-07-17,13.3382
2009-07-20,13.3006
2009-07-21,13.3235
2009-07-22,13.2273
2009-07-23,13.245
2009-07-24,13.2018
2009-07-27,13.27
2009-07-28,13.2013
2009-07-29,13.2539
2009-07-30,13.2649
2009-07-31,13.1917
2009-08-03,13.1024
2009-08-04,13.1257
2009-08-05,13.04
2009-08-06,13.0323
2009-08-07,12.954
2009-08-10,12.9229
2009-08-11,13.0239
2009-08-12,12.9595
2009-08-13,12.8679
2009-08-14,12.8465
2009-08-17,13.0124
2009-08-18,12.925
2009-08-19,12.8825
2009-08-20,12.8864
2009-08-21,12.833
2009-08-24,12.9374
2009-08-25,13.0002
2009-08-26,13.159
2009-08-27,13.2322
2009-08-28,13.2478
2009-08-31,13.3633
2009-09-01,13.6806
2009-09-02,13.6523
2009-09-03,13.5366
2009-09-04,13.3631
2009-09-07,13.3573
2009-09-08,13.3569
2009-09-09,13.4595
2009-09-10,13.368
2009-09-11,13.3372
2009-09-14,13.3741
2009-09-15,13.2896
2009-09-16,13.1918
2009-09-17,13.2754
2009-09-18,13.2758
2009-09-21,13.3795
2009-09-22,13.3409
2009-09-23,13.3699
2009-09-24,13.5058
2009-09-25,13.5625
2009-09-28,13.5548
2009-09-29,13.5364
2009-09-30,13.5115
2009-10-01,13.762
2009-10-02,13.64
2009-10-05,13.612
2009-10-06,13.4674
2009-10-07,13.3678
2009-10-08,13.2512
2009-10-09,13.307
2009-10-12,13.2495
2009-10-13,13.1187
2009-10-14,13.0726
2009-10-15,13.0812
2009-10-16,13.111
2009-10-19,12.9411
2009-10-20,13.0434
2009-10-21,12.9448
2009-10-22,12.8874
2009-10-23,13.0889
2009-10-26,13.2846
2009-10-27,13.2228
2009-10-28,13.3113
2009-10-29,13.0638
2009-10-30,13.1977
2009-11-02,13.2157
2009-11-03,13.2564
2009-11-04,13.2999
2009-11-05,13.2794
2009-11-06,13.4098
2009-11-09,13.2778
2009-11-10,13.2131
2009-11-11,13.1505
2009-11-12,13.2044
2009-11-13,13.0406
2009-11-16,13.002
2009-11-17,13.0388
2009-11-18,13.0114
2009-11-19,13.0576
2009-11-20,13.0676
2009-11-23,12.9632
2009-11-24,12.8943
2009-11-25,12.8315
2009-11-26,12.9984
2009-11-27,12.9291
2009-11-30,12.9342
2009-12-01,12.8516
2009-12-02,12.7145
2009-12-03,12.639
2009-12-04,12.6653
2009-12-07,12.6889
2009-12-08,12.9247
2009-12-09,12.8981
2009-12-10,12.9415
2009-12-11,12.8873
2009-12-14,12.7347
2009-12-15,12.6951
2009-12-16,12.7225
2009-12-17,12.8663
2009-12-18,12.8509
2009-12-21,12.9275
2009-12-22,12.8768
2009-12-23,12.9152
2009-12-24,12.8877
2009-12-25,12.885
2009-12-28,13.038
2009-12-29,13.0005
2009-12-30,13.0847
2009-12-31,13.0914
2010-01-01,13.1013
2010-01-04,12.8752
2010-01-05,12.8112
2010-01-06,12.737
2010-01-07,12.7854
2010-01-08,12.697
2010-01-11,12.7399
2010-01-12,12.8176
2010-01-13,12.7054
2010-01-14,12.6718
2010-01-15,12.6968
2010-01-18,12.66
2010-01-19,12.6402
2010-01-20,12.7563
2010-01-21,12.965
2010-01-22,12.9745
2010-01-25,12.8571
2010-01-26,12.8707
2010-01-27,12.9612
2010-01-28,13.0663
2010-01-29,13.095
2010-02-01,12.8773
2010-02-02,12.8629
2010-02-03,12.95
2010-02-04,13.1659
2010-02-05,13.1409
2010-02-08,13.2168
2010-02-09,13.0103
2010-02-10,13.1303
2010-02-11,12.9455
2010-02-12,12.9406
2010-02-15,12.936
2010-02-16,12.8425
2010-02-17,12.8825
2010-02-18,12.8737
2010-02-19,12.7977
2010-02-22,12.8098
2010-02-23,12.9315
2010-02-24,12.8055
2010-02-25,12.8047
2010-02-26,12.772
2010-03-01,12.7326
2010-03-02,12.7326
2010-03-03,12.6953
2010-03-04,12.7119
2010-03-05,12.6308
2010-03-08,12.6808
2010-03-09,12.6208
2010-03-10,12.5944
2010-03-11,12.5651
2010-03-12,12.5322
2010-03-15,12.5424
2010-03-16,12.5282
2010-03-17,12.4553
2010-03-18,12.5234
2010-03-19,12.5854
2010-03-22,12.5354
2010-03-23,12.4788
2010-03-24,12.5857
2010-03-25,12.5655
2010-03-26,12.4962
2010-03-29,12.4325
2010-03-30,12.3684
2010-03-31,12.365
2010-04-01,12.3223
2010-04-02,12.3026
2010-04-05,12.2491
2010-04-06,12.2179
2010-04-07,12.2931
2010-04-08,12.2171
2010-04-09,12.1871
2010-04-12,12.1575
2010-04-13,12.1786
2010-04-14,12.2015
2010-04-15,12.1666
2010-04-16,12.2756
2010-04-19,12.2388
2010-04-20,12.2212
2010-04-21,12.179
2010-04-22,12.21
2010-04-23,12.1795
2010-04-26,12.1519
2010-04-27,12.3801
2010-04-28,12.3438
2010-04-29,12.2055
2010-04-30,12.3109
2010-05-03,12.2628
2010-05-04,12.545
2010-05-05,12.7352
2010-05-06,12.9959
2010-05-07,12.8702
2010-05-10,12.4589
2010-05-11,12.5104
2010-05-12,12.365
2010-05-13,12.4306
2010-05-14,12.5899
2010-05-17,12.6011
2010-05-18,12.745
2010-05-19,12.8347
2010-05-20,13.1457
2010-05-21,12.9491
2010-05-24,13.03
2010-05-25,13.0444
2010-05-26,13.1152
2010-05-27,12.8138
2010-05-28,12.9604
2010-05-31,12.9346
2010-06-01,12.97
2010-06-02,12.7817
2010-06-03,12.7823
2010-06-04,12.9561
2010-06-07,12.9641
2010-06-08,12.8826
2010-06-09,12.8641
2010-06-10,12.6931
2010-06-11,12.6548
2010-06-14,12.6882
2010-06-15,12.5763
2010-06-16,12.5985
2010-06-17,12.587
2010-06-18,12.51
2010-06-21,12.5351
2010-06-22,12.6115
2010-06-23,12.6451
2010-06-24,12.7333
2010-06-25,12.6491
2010-06-28,12.7333
2010-06-29,12.8838
2010-06-30,12.9409
2010-07-01,13.009
2010-07-02,13.0828
2010-07-05,13.0624
2010-07-06,12.9675
2010-07-07,12.8367
2010-07-08,12.7648
2010-07-09,12.7693
2010-07-12,12.8349
2010-07-13,12.6724
2010-07-14,12.7152
2010-07-15,12.772
2010-07-16,12.9351
2010-07-19,12.9021
2010-07-20,12.7743
2010-07-21,12.8725
2010-07-22,12.7714
2010-07-23,12.7317
2010-07-26,12.6715
2010-07-27,12.6843
2010-07-28,12.7163
2010-07-29,12.7185
2010-07-30,12.6453
2010-08-02,12.5824
2010-08-03,12.5809
2010-08-04,12.5228
2010-08-05,12.5641
2010-08-06,12.6925
2010-08-09,12.6239
2010-08-10,12.6017
2010-08-11,12.7508
2010-08-12,12.735
2010-08-13,12.7278
2010-08-16,12.6625
2010-08-17,12.596
2010-08-18,12.6315
2010-08-19,12.705
2010-08-20,12.7652
2010-08-23,12.9084
2010-08-24,12.9736
2010-08-25,12.983
2010-08-26,13.0693
2010-08-27,13.0097
2010-08-30,13.1495
2010-08-31,13.2046
2010-09-01,13.0683
2010-09-02,13.033
2010-09-03,12.9335
2010-09-06,12.9386
2010-09-07,13.0624
2010-09-08,13.0523
2010-09-09,13.0125
2010-09-10,12.9269
2010-09-13,12.8579
2010-09-14,12.8362
2010-09-15,12.7986
2010-09-16,12.7929
2010-09-17,12.7994
2010-09-20,12.7739
2010-09-21,12.7183
2010-09-22,12.6287
2010-09-23,12.6573
2010-09-24,12.5397
2010-09-27,12.5803
2010-09-28,12.4982
2010-09-29,12.539
2010-09-30,12.5936
2010-10-01,12.5253
2010-10-04,12.5921
2010-10-05,12.4753
2010-10-06,12.4762
2010-10-07,12.5505
2010-10-08,12.4142
2010-10-11,12.4516
2010-10-12,12.4047
2010-10-13,12.3839
2010-10-14,12.4125
2010-10-15,12.4343
2010-10-18,12.4095
2010-10-19,12.5245
2010-10-20,12.3963
2010-10-21,12.3908
2010-10-22,12.3372
2010-10-25,12.3612
2010-10-26,12.4136
2010-10-27,12.4516
2010-10-28,12.3619
2010-10-29,12.345
2010-11-01,12.3366
2010-11-02,12.2959
2010-11-03,12.2462
2010-11-04,12.2368
2010-11-05,12.2024
2010-11-08,12.2254
2010-11-09,12.3032
2010-11-10,12.2189
2010-11-11,12.2602
2010-11-12,12.3434
2010-11-15,12.3067
2010-11-16,12.4176
2010-11-17,12.3688
2010-11-18,12.2729
2010-11-19,12.2603
2010-11-22,12.3005
2010-11-23,12.4778
2010-11-24,12.3732
2010-11-25,12.3838
2010-11-26,12.4888
2010-11-29,12.4937
2010-11-30,12.4877
2010-12-01,12.4018
2010-12-02,12.3267
2010-12-03,12.3369
2010-12-06,12.3675
2010-12-07,12.4941
2010-12-08,12.4032
2010-12-09,12.4753
2010-12-10,12.4523
2010-12-13,12.4015
2010-12-14,12.388
2010-12-15,12.4571
2010-12-16,12.4113
2010-12-17,12.4035
2010-12-20,12.4119
2010-12-21,12.3526
2010-12-22,12.3036
2010-12-23,12.3584
2010-12-24,12.3648
2010-12-27,12.363
2010-12-28,12.3868
2010-12-29,12.3674
2010-12-30,12.4015
2010-12-31,12.3401
2011-01-03,12.2488
2011-01-04,12.2276
2011-01-05,12.1875
2011-01-06,12.2213
2011-01-07,12.2323
2011-01-10,12.2142
2011-01-11,12.1348
2011-01-12,12.0736
2011-01-13,12.1241
2011-01-14,12.0473
2011-01-17,11.9733
2011-01-18,12.0182
2011-01-19,12.0841
2011-01-20,12.0496
2011-01-21,12.0642
2011-01-24,12.0498
2011-01-25,12.0945
2011-01-26,11.9968
2011-01-27,12.0371
2011-01-28,12.2062
2011-01-31,12.1219
