DATE,US_SOY_NET_LONG
2023-11-14,86677.0
2023-11-21,73806.0
2023-11-28,50697.0
2023-12-05,20298.0
2023-12-12,17539.0
2023-12-19,1998.0
2023-12-26,-11926.0
2024-01-02,-21928.0
2024-01-09,-38049.0
2024-01-16,-93668.0
2024-01-23,-105994.0
2024-01-30,-140577.0
2024-02-06,-160817.0
2024-02-13,-161751.0
2024-02-20,-160288.0
2024-02-27,-191232.0
2024-03-05,-197241.0
2024-03-12,-180413.0
2024-03-19,-167653.0
2024-03-26,-153714.0
2024-04-02,-158040.0
2024-04-09,-158477.0
2024-04-16,-171893.0
2024-04-23,-154570.0
2024-04-30,-162343.0
2024-05-07,-60048.0
2024-05-14,-65975.0
2024-05-21,-44982.0
2024-05-28,-25908.0
2024-06-04,-51989.0
2024-06-11,-56345.0
2024-06-18,-74302.0
2024-06-25,-111179.0
2024-07-02,-122214.0
2024-07-09,-150150.0
2024-07-16,-161503.0
2024-07-23,-138423.0
2024-07-30,-167900.0
2024-08-06,-159128.0
2024-08-13,-165723.0
2024-08-20,-178893.0
2024-08-27,-184266.0
2024-09-03,-162025.0
2024-09-10,-144231.0
2024-09-17,-134638.0
2024-09-24,-93431.0
2024-10-01,-73697.0
2024-10-08,-51186.0
2024-10-15,-65379.0
2024-10-22,-78295.0
2024-10-29,-92060.0
2024-11-05,-88983.0
2024-11-12,-77113.0
2024-11-19,-86331.0
2024-11-26,-105937.0
2024-12-03,-98484.0
2024-12-10,-86216.0
2024-12-17,-109329.0
2024-12-24,-104918.0
2024-12-31,-69918.0
2025-01-07,-50001.0
2025-01-14,14518.0
2025-01-21,18549.0
2025-01-28,31351.0
2025-02-04,37166.0
2025-02-11,6781.0
2025-02-18,-5642.0
2025-02-25,-10550.0
2025-03-04,-34283.0
2025-03-11,-12140.0
2025-03-18,-8277.0
2025-03-25,-14410.0
2025-04-01,-3512.0
