DATE,GLOBAL_CURNCY_DOP
2018-11-28,50.06
2018-11-29,50.128
2018-11-30,50.152
2018-12-03,50.116
2018-12-04,50.256
2018-12-05,50.186
2018-12-06,50.233
2018-12-07,50.121
2018-12-10,50.326
2018-12-11,50.142
2018-12-12,50.368
2018-12-13,50.244
2018-12-14,50.183
2018-12-17,50.138
2018-12-18,50.272
2018-12-19,50.172
2018-12-20,50.185
2018-12-21,50.181
2018-12-24,50.326
2018-12-26,50.268
2018-12-27,50.221
2018-12-28,50.308
2018-12-31,50.393
2019-01-02,50.257
2019-01-03,50.228
2019-01-07,50.232
2019-01-08,50.372
2019-01-09,50.307
2019-01-10,50.31
2019-01-11,50.318
2019-01-14,50.327
2019-01-15,50.308
2019-01-16,50.38
2019-01-17,50.535
2019-01-18,50.591
2019-01-22,50.542
2019-01-23,50.45
2019-01-24,50.448
2019-01-25,50.532
2019-01-28,50.393
2019-01-29,50.392
2019-01-30,50.461
2019-01-31,50.547
2019-02-01,50.483
2019-02-04,50.426
2019-02-05,50.373
2019-02-06,50.487
2019-02-07,50.457
2019-02-08,50.538
2019-02-11,50.557
2019-02-12,50.416
2019-02-13,50.483
2019-02-14,50.642
2019-02-15,50.621
2019-02-18,50.512
2019-02-20,50.634
2019-02-21,50.641
2019-02-22,50.607
2019-02-25,50.48
2019-02-26,50.502
2019-02-27,50.635
2019-02-28,50.528
2019-03-01,50.598
2019-03-04,50.528
2019-03-05,50.604
2019-03-06,50.599
2019-03-07,50.602
2019-03-08,50.579
2019-03-11,50.617
2019-03-12,50.618
2019-03-13,50.604
2019-03-14,50.614
2019-03-15,50.592
2019-03-18,50.677
2019-03-19,50.685
2019-03-20,50.724
2019-03-21,50.655
2019-03-22,50.651
2019-03-25,50.488
2019-03-26,50.705
2019-03-27,50.571
2019-03-28,50.701
2019-03-29,50.691
2019-04-01,50.67
2019-04-02,50.588
2019-04-03,50.538
2019-04-04,50.729
2019-04-05,50.709
2019-04-08,50.679
2019-04-09,50.628
2019-04-10,50.709
2019-04-11,50.674
2019-04-12,50.766
2019-04-15,50.498
2019-04-16,50.651
2019-04-17,50.433
2019-04-18,50.48
2019-04-19,50.649
2019-04-22,50.38
2019-04-23,50.495
2019-04-24,50.546
2019-04-25,50.666
2019-04-26,50.701
2019-04-30,50.479
2019-05-01,50.657
2019-05-02,50.438
2019-05-03,50.482
2019-05-07,50.478
2019-05-08,50.495
2019-05-09,50.584
2019-05-10,50.685
2019-05-13,50.706
2019-05-14,50.563
2019-05-15,50.719
2019-05-16,50.709
2019-05-17,50.734
2019-05-20,50.789
2019-05-21,50.58
2019-05-22,50.631
2019-05-23,50.615
2019-05-24,50.466
2019-05-27,50.41
2019-05-28,50.635
2019-05-29,50.707
2019-05-30,50.465
2019-05-31,50.403
2019-06-03,50.404
2019-06-04,50.575
2019-06-05,50.441
2019-06-06,50.431
2019-06-11,50.364
2019-06-12,50.717
2019-06-13,51.142
2019-06-14,50.837
2019-06-17,50.542
2019-06-18,50.854
2019-06-19,50.678
2019-06-21,50.632
2019-06-24,50.941
2019-06-25,50.574
2019-06-26,50.941
2019-06-27,50.959
2019-06-28,50.969
2019-07-01,50.859
2019-07-03,50.995
2019-07-04,51.292
2019-07-05,51.016
2019-07-08,51.014
2019-07-09,51.029
2019-07-10,51.088
2019-07-11,51.029
2019-07-15,50.882
2019-07-16,51.0
2019-07-17,51.15
2019-07-18,51.488
2019-07-19,51.05
2019-07-22,51.05
2019-07-23,51.066
2019-07-24,50.997
2019-07-25,51.015
2019-07-26,51.015
2019-07-29,50.99
2019-07-30,51.098
2019-07-31,51.377
2019-08-01,51.306
2019-08-02,51.198
2019-08-05,51.2
2019-08-06,51.217
2019-08-07,51.175
2019-08-08,51.448
2019-08-09,51.132
2019-08-12,51.033
2019-08-13,51.15
2019-08-14,51.503
2019-08-15,51.167
2019-08-16,51.18
2019-08-19,51.132
2019-08-20,51.228
2019-08-21,51.231
2019-08-22,51.22
2019-08-23,51.107
2019-08-26,51.818
2019-08-27,51.628
2019-08-28,51.807
2019-08-29,51.36
2019-08-30,51.692
2019-09-02,51.823
2019-09-03,52.075
2019-09-04,52.042
2019-09-05,51.935
2019-09-06,52.127
2019-09-09,52.037
2019-09-10,52.087
2019-09-11,52.243
2019-09-13,52.358
2019-09-16,51.84
2019-09-17,51.882
2019-09-18,52.292
2019-09-19,52.372
2019-09-20,51.96
2019-09-23,51.998
2019-09-25,52.248
2019-09-26,52.468
2019-09-27,52.517
2019-09-30,52.501
2019-10-01,52.397
2019-10-02,52.393
2019-10-03,52.685
2019-10-04,52.675
2019-10-07,52.857
2019-10-08,52.8
2019-10-09,53.01
2019-10-11,52.915
2019-10-15,52.978
2019-10-16,52.804
2019-10-17,52.92
2019-10-18,52.995
2019-10-21,52.879
2019-10-22,52.779
2019-10-23,52.805
2019-10-24,52.863
2019-10-25,52.9
2019-10-28,52.9
2019-10-29,52.975
2019-10-30,53.005
2019-10-31,52.886
2019-11-05,52.835
2019-11-06,52.781
2019-11-07,52.879
2019-11-08,52.885
2019-11-11,52.968
2019-11-13,53.095
2019-11-14,53.063
2019-11-15,52.792
2019-11-18,53.071
2019-11-19,52.771
2019-11-20,53.046
2019-11-22,52.91
2019-11-25,52.873
2019-11-26,52.83
2019-11-27,52.856
2019-12-02,52.835
2019-12-03,53.148
2019-12-04,52.824
2019-12-05,53.185
2019-12-06,52.834
2019-12-09,52.858
2019-12-10,53.118
2019-12-11,53.162
2019-12-12,53.142
2019-12-13,52.869
2019-12-16,53.132
2019-12-17,52.992
2019-12-18,52.964
2019-12-19,52.959
2019-12-20,53.038
2019-12-23,53.078
2019-12-24,52.904
2019-12-25,52.904
2019-12-26,52.98
2019-12-27,53.055
2019-12-30,53.225
2019-12-31,53.091
2020-01-02,53.029
2020-01-03,53.184
2020-01-06,53.09
2020-01-07,53.009
2020-01-08,53.246
2020-01-09,53.222
2020-01-10,52.865
2020-01-13,53.223
2020-01-14,53.031
2020-01-15,53.175
2020-01-16,53.326
2020-01-17,53.256
2020-01-20,53.4
2020-01-22,53.28
2020-01-23,53.382
2020-01-24,53.299
2020-01-27,53.331
2020-01-28,53.239
2020-01-29,53.295
2020-01-30,53.171
2020-01-31,53.277
2020-02-03,53.244
2020-02-04,53.458
2020-02-05,53.208
2020-02-06,53.212
2020-02-07,53.305
2020-02-10,53.288
2020-02-11,53.383
2020-02-12,53.265
2020-02-13,53.359
2020-02-14,53.297
2020-02-17,53.345
2020-02-18,53.46
2020-02-19,53.389
2020-02-20,53.451
2020-02-21,53.304
2020-02-24,53.623
2020-02-25,53.613
2020-02-26,53.563
2020-02-27,53.475
2020-02-28,53.524
2020-03-02,53.614
2020-03-03,53.819
2020-03-04,53.652
2020-03-05,53.711
2020-03-06,53.698
2020-03-09,53.855
2020-03-10,54.03
2020-03-11,53.934
2020-03-12,54.145
2020-03-13,54.19
2020-03-16,53.748
2020-03-17,53.909
2020-03-18,53.906
2020-03-19,54.31
2020-03-20,54.149
2020-03-23,54.271
2020-03-24,53.934
2020-03-25,54.003
2020-03-26,53.831
2020-03-27,53.937
2020-03-30,53.947
2020-03-31,54.7
2020-04-01,54.892
2020-04-02,54.611
2020-04-03,54.746
2020-04-06,53.939
2020-04-07,54.282
2020-04-08,54.335
2020-04-09,54.137
2020-04-13,54.406
2020-04-14,54.385
2020-04-15,54.877
2020-04-16,54.225
2020-04-17,54.246
2020-04-20,54.221
2020-04-21,54.174
2020-04-22,54.591
2020-04-23,54.315
2020-04-24,54.394
2020-04-27,54.426
2020-04-28,54.602
2020-04-29,54.728
2020-04-30,54.708
2020-05-01,54.635
2020-05-05,55.064
2020-05-06,54.851
2020-05-07,54.956
2020-05-08,57.392
2020-05-11,55.729
2020-05-12,55.315
2020-05-13,55.265
2020-05-14,56.511
2020-05-15,55.162
2020-05-18,56.8
2020-05-19,56.855
2020-05-20,55.553
2020-05-21,55.525
2020-05-22,55.421
2020-05-25,57.138
2020-05-26,56.236
2020-05-27,56.087
2020-05-28,58.575
2020-05-29,57.58
2020-06-01,57.576
2020-06-02,58.137
2020-06-03,58.167
2020-06-04,58.188
2020-06-05,57.51
2020-06-08,57.563
2020-06-09,57.619
2020-06-10,58.13
2020-06-11,57.691
2020-06-12,58.308
2020-06-15,58.516
2020-06-16,58.46
2020-06-17,58.261
2020-06-18,58.482
2020-06-19,58.495
2020-06-22,58.359
2020-06-23,58.346
2020-06-24,58.73
2020-06-25,58.525
2020-06-26,58.586
2020-06-29,58.495
2020-06-30,58.262
2020-07-01,58.389
2020-07-02,58.69
2020-07-03,58.675
2020-07-06,58.451
2020-07-07,58.577
2020-07-08,58.625
2020-07-09,58.448
2020-07-10,58.471
2020-07-13,58.65
2020-07-14,58.612
2020-07-15,58.628
2020-07-16,58.628
2020-07-17,58.65
2020-07-20,58.426
2020-07-21,58.552
2020-07-22,58.67
2020-07-23,58.67
2020-07-24,58.571
2020-07-27,58.705
2020-07-28,58.574
2020-07-29,58.59
2020-07-30,58.615
2020-07-31,58.545
2020-08-03,58.589
2020-08-04,58.64
2020-08-05,58.418
2020-08-06,58.464
2020-08-07,58.583
2020-08-10,58.554
2020-08-11,58.448
2020-08-12,58.488
2020-08-13,58.461
2020-08-14,58.509
2020-08-17,58.413
2020-08-18,58.617
2020-08-19,58.399
2020-08-20,58.442
2020-08-21,58.447
2020-08-24,58.535
2020-08-25,58.409
2020-08-26,58.366
2020-08-27,58.375
2020-08-28,58.352
2020-08-31,58.563
2020-09-01,58.534
2020-09-02,58.457
2020-09-03,58.401
2020-09-04,58.414
2020-09-07,58.528
2020-09-08,58.33
2020-09-09,58.424
2020-09-10,58.435
2020-09-11,58.378
2020-09-14,58.433
2020-09-15,58.487
2020-09-16,58.441
2020-09-17,58.57
2020-09-18,58.49
2020-09-21,58.409
2020-09-22,58.447
2020-09-23,58.384
2020-09-24,58.409
2020-09-25,58.306
2020-09-28,58.362
2020-09-29,58.339
2020-09-30,58.485
2020-10-01,58.408
2020-10-02,58.485
2020-10-05,58.433
2020-10-06,58.388
2020-10-07,58.402
2020-10-08,58.443
2020-10-09,58.433
2020-10-12,58.465
2020-10-13,58.415
2020-10-14,58.41
2020-10-15,58.391
2020-10-16,58.415
2020-10-19,58.439
2020-10-20,58.487
2020-10-21,58.459
2020-10-22,58.35
2020-10-23,58.417
2020-10-26,58.419
2020-10-27,58.465
2020-10-28,58.363
2020-10-29,58.517
2020-10-30,58.497
2020-11-02,58.473
2020-11-03,58.435
2020-11-04,58.45
2020-11-05,58.384
2020-11-06,58.44
2020-11-09,58.367
2020-11-10,58.429
2020-11-11,58.379
2020-11-12,58.435
2020-11-13,58.501
2020-11-16,58.397
2020-11-17,57.597
2020-11-18,58.374
2020-11-19,57.563
2020-11-20,58.279
2020-11-23,58.328
2020-11-24,58.302
2020-11-25,58.22
2020-11-26,58.163
2020-11-27,58.274
2020-11-30,58.268
2020-12-01,58.261
2020-12-02,58.177
2020-12-03,58.202
2020-12-04,58.21
2020-12-07,58.234
2020-12-08,58.179
2020-12-09,58.222
2020-12-10,58.192
2020-12-11,58.213
2020-12-14,58.16
2020-12-15,58.163
2020-12-16,58.163
2020-12-17,58.162
2020-12-18,58.125
2020-12-21,58.117
2020-12-22,58.208
2020-12-23,58.184
2020-12-24,58.165
2020-12-25,58.145
2020-12-28,58.125
2020-12-29,58.159
2020-12-30,58.181
2020-12-31,58.21
2021-01-04,58.127
2021-01-05,58.207
2021-01-07,58.265
2021-01-08,58.272
2021-01-11,58.228
2021-01-12,58.262
2021-01-13,58.241
2021-01-14,58.251
2021-01-18,58.305
2021-01-19,58.201
2021-01-20,58.215
2021-01-21,58.194
2021-01-22,58.201
2021-01-25,57.997
2021-01-26,58.165
2021-01-27,58.1
2021-01-28,58.145
2021-01-29,58.161
2021-02-01,58.058
2021-02-02,58.088
2021-02-03,58.09
2021-02-04,58.028
2021-02-05,58.065
2021-02-08,57.991
2021-02-09,58.011
2021-02-10,57.981
2021-02-11,58.097
2021-02-12,57.995
2021-02-15,57.921
2021-02-16,57.918
2021-02-17,57.972
2021-02-18,57.967
2021-02-19,57.979
2021-02-22,57.976
2021-02-23,57.96
2021-02-24,58.021
2021-02-25,57.919
2021-02-26,57.96
2021-03-01,57.944
2021-03-02,57.901
2021-03-03,57.915
2021-03-04,57.861
2021-03-05,57.838
2021-03-08,57.747
2021-03-09,57.596
2021-03-10,57.545
2021-03-11,57.317
2021-03-12,57.317
2021-03-15,57.25
2021-03-16,57.228
2021-03-17,57.202
2021-03-18,57.151
2021-03-19,57.099
2021-03-22,57.05
2021-03-23,57.012
2021-03-24,56.984
2021-03-25,56.947
2021-03-26,56.943
2021-03-29,56.959
2021-03-30,56.94
2021-03-31,56.905
2021-04-01,56.95
2021-04-02,56.914
2021-04-05,56.937
2021-04-06,56.93
2021-04-07,56.942
2021-04-08,56.967
2021-04-09,56.955
2021-04-12,56.952
2021-04-13,56.924
2021-04-14,56.957
2021-04-15,56.97
2021-04-16,56.972
2021-04-19,56.965
2021-04-20,56.967
2021-04-21,56.937
2021-04-22,56.962
2021-04-23,56.916
2021-04-26,56.909
2021-04-27,56.928
2021-04-28,56.914
2021-04-29,56.889
2021-04-30,56.898
2021-05-03,56.939
2021-05-04,56.934
2021-05-05,56.948
2021-05-06,56.932
2021-05-07,56.898
2021-05-10,56.924
2021-05-11,56.89
2021-05-12,56.891
2021-05-13,56.894
2021-05-14,56.905
2021-05-17,56.948
2021-05-18,56.925
2021-05-19,56.925
2021-05-20,56.941
2021-05-21,56.956
2021-05-24,56.965
2021-05-25,56.948
2021-05-26,56.971
2021-05-27,56.986
2021-05-28,56.99
2021-05-31,56.997
2021-06-01,56.979
2021-06-02,56.975
2021-06-03,56.996
2021-06-04,57.042
2021-06-07,57.032
2021-06-08,57.016
2021-06-09,57.013
2021-06-10,57.004
2021-06-11,57.03
2021-06-14,57.067
2021-06-15,57.009
2021-06-16,57.024
2021-06-17,56.997
2021-06-18,57.019
2021-06-21,57.014
2021-06-22,57.016
2021-06-23,57.025
2021-06-24,57.009
2021-06-25,57.059
2021-06-28,56.981
2021-06-29,57.059
2021-06-30,57.054
2021-07-01,57.037
2021-07-02,57.08
2021-07-05,57.065
2021-07-06,57.025
2021-07-07,57.068
2021-07-08,57.045
2021-07-09,57.055
2021-07-12,57.057
2021-07-13,57.075
2021-07-14,57.083
2021-07-15,57.078
2021-07-16,57.173
2021-07-19,57.164
2021-07-20,57.087
2021-07-21,57.097
2021-07-22,57.056
2021-07-23,57.075
2021-07-26,57.104
2021-07-27,57.117
2021-07-28,57.094
2021-07-29,57.162
2021-07-30,57.11
2021-08-02,57.109
2021-08-03,57.193
2021-08-04,57.13
2021-08-05,57.095
2021-08-06,57.175
2021-08-09,57.166
2021-08-10,57.086
2021-08-11,57.096
2021-08-12,57.137
2021-08-13,57.176
2021-08-16,57.046
2021-08-17,57.144
2021-08-18,57.151
2021-08-19,57.125
2021-08-20,57.114
2021-08-23,57.078
2021-08-24,57.061
2021-08-25,57.021
2021-08-26,57.033
2021-08-27,57.064
2021-08-30,57.024
2021-08-31,56.98
2021-09-01,56.974
2021-09-02,56.859
2021-09-03,56.98
2021-09-06,56.889
2021-09-07,56.773
2021-09-08,56.75
2021-09-09,56.752
2021-09-10,56.828
2021-09-13,56.762
2021-09-14,56.71
2021-09-15,56.694
2021-09-16,56.741
2021-09-17,56.713
2021-09-20,56.591
2021-09-21,56.55
2021-09-22,56.502
2021-09-23,56.445
2021-09-24,56.41
2021-09-27,56.43
2021-09-28,56.384
2021-09-29,56.398
2021-09-30,56.419
2021-10-01,56.395
2021-10-04,56.418
2021-10-05,56.308
2021-10-06,56.344
2021-10-07,56.425
2021-10-08,56.408
2021-10-11,56.428
2021-10-12,56.305
2021-10-13,56.419
2021-10-14,56.481
2021-10-15,56.423
2021-10-18,56.393
2021-10-19,56.383
2021-10-20,56.403
2021-10-21,56.432
2021-10-22,56.459
2021-10-25,56.451
2021-10-26,56.419
2021-10-27,56.44
2021-10-28,56.456
2021-10-29,56.439
2021-11-01,56.53
2021-11-02,56.506
2021-11-03,56.505
2021-11-04,56.533
2021-11-05,56.55
2021-11-08,56.521
2021-11-09,56.582
2021-11-10,56.542
2021-11-11,56.675
2021-11-12,56.612
2021-11-15,56.595
2021-11-16,56.623
2021-11-17,56.546
2021-11-18,56.596
2021-11-19,56.616
2021-11-22,56.636
2021-11-23,56.637
2021-11-24,56.568
2021-11-25,56.667
2021-11-26,56.649
2021-11-29,56.628
2021-11-30,56.464
2021-12-01,56.521
2021-12-02,56.677
2021-12-03,56.7
2021-12-06,56.749
2021-12-07,56.775
2021-12-08,56.792
2021-12-09,56.844
2021-12-10,56.777
2021-12-13,56.84
2021-12-14,56.866
2021-12-15,56.9
2021-12-16,56.95
2021-12-17,56.986
2021-12-20,56.993
2021-12-21,56.928
2021-12-22,56.966
2021-12-23,57.159
2021-12-24,57.241
2021-12-27,57.14
2021-12-28,57.194
2021-12-29,57.248
2021-12-30,57.323
2021-12-31,57.287
2022-01-03,57.334
2022-01-04,57.358
2022-01-05,57.42
2022-01-06,57.497
2022-01-07,57.588
2022-01-10,57.589
2022-01-11,57.615
2022-01-12,57.621
2022-01-13,57.713
2022-01-14,57.741
2022-01-17,57.689
2022-01-18,57.662
2022-01-19,57.758
2022-01-20,57.794
2022-01-21,57.754
2022-01-24,57.766
2022-01-25,57.841
2022-01-26,57.738
2022-01-27,57.699
2022-01-28,57.654
2022-01-31,57.701
2022-02-01,57.688
2022-02-02,57.674
2022-02-03,57.669
2022-02-04,57.603
2022-02-07,57.524
2022-02-08,57.35
2022-02-09,57.234
2022-02-10,57.169
2022-02-11,57.08
2022-02-14,56.994
2022-02-15,56.875
2022-02-16,56.764
2022-02-17,56.695
2022-02-18,56.4
2022-02-21,56.229
2022-02-22,55.862
2022-02-23,55.471
2022-02-24,55.106
2022-02-25,54.695
2022-02-28,54.609
2022-03-01,54.69
2022-03-02,54.813
2022-03-03,54.797
2022-03-04,54.979
2022-03-07,55.085
2022-03-08,54.895
2022-03-09,54.913
2022-03-10,54.863
2022-03-11,54.891
2022-03-14,54.906
2022-03-15,54.875
2022-03-16,54.945
2022-03-17,55.022
2022-03-18,54.94
2022-03-21,54.916
2022-03-22,54.885
2022-03-23,54.963
2022-03-24,54.937
2022-03-25,54.975
2022-03-28,55.024
2022-03-29,55.047
2022-03-30,55.059
2022-03-31,55.03
2022-04-01,55.043
2022-04-04,55.035
2022-04-05,55.043
2022-04-06,55.049
2022-04-07,55.078
2022-04-08,55.063
2022-04-11,55.045
2022-04-12,55.035
2022-04-13,55.044
2022-04-14,55.024
2022-04-15,54.993
2022-04-18,55.063
2022-04-19,55.058
2022-04-20,55.047
2022-04-21,55.06
2022-04-22,55.07
2022-04-25,55.12
2022-04-26,55.115
2022-04-27,55.08
2022-04-28,55.102
2022-04-29,55.102
2022-05-02,55.119
2022-05-03,55.079
2022-05-04,55.083
2022-05-05,55.149
2022-05-06,55.124
2022-05-09,55.151
2022-05-10,55.132
2022-05-11,55.122
2022-05-12,55.204
2022-05-13,55.15
2022-05-16,55.189
2022-05-17,55.215
2022-05-18,55.241
2022-05-19,55.28
2022-05-20,55.275
2022-05-23,55.215
2022-05-24,55.214
2022-05-25,55.22
2022-05-26,55.225
2022-05-27,55.215
2022-05-30,55.221
2022-05-31,55.186
2022-06-01,55.174
2022-06-02,55.14
2022-06-03,55.173
2022-06-06,55.174
2022-06-07,55.141
2022-06-08,55.038
2022-06-09,55.051
2022-06-10,55.026
2022-06-13,54.977
2022-06-14,54.925
2022-06-15,54.809
2022-06-16,54.84
2022-06-17,54.82
2022-06-20,54.803
2022-06-21,54.635
2022-06-22,54.61
2022-06-23,54.593
2022-06-24,54.581
2022-06-27,54.619
2022-06-28,54.662
2022-06-29,54.741
2022-06-30,54.8
2022-07-01,54.779
2022-07-04,54.825
2022-07-05,54.835
2022-07-06,54.793
2022-07-07,54.85
2022-07-08,54.758
2022-07-11,54.78
2022-07-12,54.682
2022-07-13,54.627
2022-07-14,54.54
2022-07-15,54.5
2022-07-18,54.484
2022-07-19,54.418
2022-07-20,54.415
2022-07-21,54.429
2022-07-22,54.408
2022-07-25,54.419
2022-07-26,54.44
2022-07-27,54.439
2022-07-28,54.494
2022-07-29,54.486
2022-08-01,54.462
2022-08-02,54.45
2022-08-03,54.438
2022-08-04,54.376
2022-08-05,54.36
2022-08-08,54.318
2022-08-09,54.185
2022-08-10,54.092
2022-08-11,54.048
2022-08-12,54.002
2022-08-15,53.979
2022-08-16,53.927
2022-08-17,53.784
2022-08-18,53.745
2022-08-19,53.5
2022-08-22,53.333
2022-08-23,53.206
2022-08-24,53.174
2022-08-25,53.108
2022-08-26,53.092
2022-08-29,53.044
2022-08-30,52.938
2022-08-31,53.0
2022-09-01,53.029
2022-09-02,53.053
2022-09-05,53.084
2022-09-06,53.171
2022-09-07,53.17
2022-09-08,53.071
2022-09-09,53.232
2022-09-12,53.397
2022-09-13,53.462
2022-09-14,53.491
2022-09-15,53.49
2022-09-16,53.467
2022-09-19,53.414
2022-09-20,53.447
2022-09-21,53.331
2022-09-22,53.278
2022-09-23,53.224
2022-09-26,53.355
2022-09-27,53.362
2022-09-28,53.399
2022-09-29,53.489
2022-09-30,53.509
2022-10-03,53.495
2022-10-04,53.478
2022-10-05,53.712
2022-10-06,53.62
2022-10-07,53.7
2022-10-10,53.791
2022-10-11,53.71
2022-10-12,53.775
2022-10-13,53.897
2022-10-14,53.7
2022-10-17,53.772
2022-10-18,53.803
2022-10-19,53.783
2022-10-20,53.852
2022-10-21,53.92
2022-10-24,53.896
2022-10-25,53.901
2022-10-26,53.92
2022-10-27,54.043
2022-10-28,54.019
2022-10-31,54.045
2022-11-01,54.104
2022-11-02,54.094
2022-11-03,54.082
2022-11-04,54.162
2022-11-07,54.179
2022-11-08,54.269
2022-11-09,54.321
2022-11-10,54.385
2022-11-11,54.373
2022-11-14,54.375
2022-11-15,54.427
2022-11-16,54.458
2022-11-17,54.515
2022-11-18,54.533
2022-11-21,54.458
2022-11-22,54.427
2022-11-23,54.567
2022-11-24,54.553
2022-11-25,54.559
2022-11-28,54.604
2022-11-29,54.592
2022-11-30,54.673
2022-12-01,54.682
2022-12-02,54.695
2022-12-05,54.779
2022-12-06,54.802
2022-12-07,54.965
2022-12-08,54.938
2022-12-09,55.07
2022-12-12,55.091
2022-12-13,55.045
2022-12-14,55.147
2022-12-15,55.275
2022-12-16,55.341
2022-12-19,55.388
2022-12-20,55.497
2022-12-21,55.533
2022-12-22,55.768
2022-12-23,55.888
2022-12-26,55.91
2022-12-27,55.966
2022-12-28,56.075
2022-12-29,56.226
2022-12-30,56.232
2023-01-02,56.249
2023-01-03,56.213
2023-01-04,56.301
2023-01-05,56.359
2023-01-06,56.482
2023-01-09,56.569
2023-01-10,56.548
2023-01-11,56.456
2023-01-12,56.65
2023-01-13,56.685
2023-01-16,56.608
2023-01-17,56.55
2023-01-18,56.673
2023-01-19,56.678
2023-01-20,56.661
2023-01-23,56.645
2023-01-24,56.624
2023-01-25,56.637
2023-01-26,56.702
2023-01-27,56.682
2023-01-30,56.674
2023-01-31,56.59
2023-02-01,56.517
2023-02-02,56.524
2023-02-03,56.555
2023-02-06,56.437
2023-02-07,56.275
2023-02-08,56.234
2023-02-09,56.245
2023-02-10,56.181
2023-02-13,56.107
2023-02-14,56.147
2023-02-15,56.014
2023-02-16,55.968
2023-02-17,55.943
2023-02-20,55.781
2023-02-21,55.801
2023-02-22,55.825
2023-02-23,55.629
2023-02-24,55.645
2023-02-27,55.582
2023-02-28,55.475
2023-03-01,55.497
2023-03-02,55.502
2023-03-03,55.401
2023-03-06,55.343
2023-03-07,55.213
2023-03-08,55.164
2023-03-09,55.14
2023-03-10,55.05
2023-03-13,54.996
2023-03-14,54.938
2023-03-15,54.82
2023-03-16,54.753
2023-03-17,54.74
2023-03-20,54.769
2023-03-21,54.759
2023-03-22,54.759
2023-03-23,54.803
2023-03-24,54.772
2023-03-27,54.814
2023-03-28,54.774
2023-03-29,54.833
2023-03-30,54.86
2023-03-31,54.851
2023-04-03,54.86
2023-04-04,54.855
2023-04-05,54.923
2023-04-06,54.838
2023-04-07,54.839
2023-04-10,54.846
2023-04-11,54.857
2023-04-12,54.834
2023-04-13,54.753
2023-04-14,54.81
2023-04-17,54.656
2023-04-18,54.565
2023-04-19,54.619
2023-04-20,54.578
2023-04-21,54.568
2023-04-24,54.552
2023-04-25,54.578
2023-04-26,54.542
2023-04-27,54.539
2023-04-28,54.503
2023-05-01,54.517
2023-05-02,54.524
2023-05-03,54.476
2023-05-04,54.462
2023-05-05,54.46
2023-05-08,54.46
2023-05-09,54.46
2023-05-10,54.491
2023-05-11,54.47
2023-05-12,54.475
2023-05-15,54.505
2023-05-16,54.52
2023-05-17,54.493
2023-05-18,54.545
2023-05-19,54.477
2023-05-22,54.543
2023-05-23,54.525
2023-05-24,54.573
2023-05-25,54.601
2023-05-26,54.579
2023-05-29,54.566
2023-05-30,54.536
2023-05-31,54.61
2023-06-01,54.615
2023-06-02,54.687
2023-06-05,54.686
2023-06-06,54.731
2023-06-07,54.681
2023-06-08,54.706
2023-06-09,54.715
2023-06-12,54.675
2023-06-13,54.71
2023-06-14,54.822
2023-06-15,54.837
2023-06-16,54.861
2023-06-19,54.87
2023-06-20,54.957
2023-06-21,54.898
2023-06-22,55.032
2023-06-23,55.083
2023-06-26,55.09
2023-06-27,55.152
2023-06-28,55.233
2023-06-29,55.289
2023-06-30,55.144
2023-07-03,55.473
2023-07-04,55.543
2023-07-05,55.63
2023-07-06,55.72
2023-07-07,55.743
2023-07-10,55.717
2023-07-11,55.82
2023-07-12,55.841
2023-07-13,55.894
2023-07-14,55.91
2023-07-17,55.972
2023-07-18,56.01
2023-07-19,55.99
2023-07-20,56.069
2023-07-21,56.059
2023-07-24,56.048
2023-07-25,56.021
2023-07-26,56.035
2023-07-27,56.134
2023-07-28,56.155
2023-07-31,56.285
2023-08-01,56.33
2023-08-02,56.3
2023-08-03,56.421
2023-08-04,56.311
2023-08-07,56.486
2023-08-08,56.494
2023-08-09,56.65
2023-08-10,56.679
2023-08-11,56.72
2023-08-14,56.755
2023-08-15,56.661
2023-08-16,56.648
2023-08-17,56.745
2023-08-18,56.754
2023-08-21,56.711
2023-08-22,56.765
2023-08-23,56.745
2023-08-24,56.757
2023-08-25,56.78
2023-08-28,56.735
2023-08-29,56.724
2023-08-30,56.783
2023-08-31,56.755
2023-09-01,56.773
2023-09-04,56.788
2023-09-05,56.764
2023-09-06,56.79
2023-09-07,56.833
2023-09-08,56.79
2023-09-11,56.775
2023-09-12,56.773
2023-09-13,56.795
2023-09-14,56.775
2023-09-15,56.79
2023-09-18,56.737
2023-09-19,56.765
2023-09-20,56.776
2023-09-21,56.777
2023-09-22,56.764
2023-09-25,56.67
2023-09-26,56.704
2023-09-27,56.745
2023-09-28,56.783
2023-09-29,56.766
2023-10-02,56.755
2023-10-03,56.776
2023-10-04,56.872
2023-10-05,56.793
2023-10-06,56.774
2023-10-09,56.8
2023-10-10,56.785
2023-10-11,56.774
2023-10-12,56.807
2023-10-13,56.779
2023-10-16,56.71
2023-10-17,56.654
2023-10-18,56.735
2023-10-19,56.868
2023-10-20,56.816
2023-10-23,56.819
2023-10-24,56.836
2023-10-25,56.849
2023-10-26,56.849
2023-10-27,56.831
2023-10-30,56.825
2023-10-31,56.739
2023-11-01,56.815
2023-11-02,56.815
2023-11-03,56.805
2023-11-06,56.696
2023-11-07,56.82
2023-11-08,56.752
2023-11-09,56.817
2023-11-10,56.824
2023-11-13,56.807
2023-11-14,56.81
2023-11-15,56.808
2023-11-16,56.865
2023-11-17,56.891
2023-11-20,57.011
