DATE,BR_COFFEE_PRICE
2002-01-02,104.77
2002-01-03,105.95
2002-01-04,106.5
2002-01-07,106.98
2002-01-08,108.4
2002-01-09,112.45
2002-01-10,113.72
2002-01-11,109.89
2002-01-14,111.4
2002-01-15,112.14
2002-01-16,111.55
2002-01-17,111.51
2002-01-18,109.69
2002-01-21,108.79
2002-01-22,109.63
2002-01-23,110.96
2002-01-24,112.22
2002-01-25,110.9
2002-01-28,110.49
2002-01-29,110.92
2002-01-30,110.92
2002-01-31,110.51
2002-02-01,110.72
2002-02-04,110.56
2002-02-05,110.05
2002-02-06,110.31
2002-02-07,111.24
2002-02-08,111.41
2002-02-13,110.0
2002-02-14,111.08
2002-02-15,111.28
2002-02-18,110.45
2002-02-19,111.67
2002-02-20,113.18
2002-02-21,114.61
2002-02-22,112.63
2002-02-25,109.47
2002-02-26,109.13
2002-02-27,108.72
2002-02-28,108.63
2002-03-01,109.07
2002-03-04,108.69
2002-03-05,111.29
2002-03-06,112.76
2002-03-07,111.71
2002-03-08,113.12
2002-03-11,119.41
2002-03-12,121.54
2002-03-13,118.65
2002-03-14,118.24
2002-03-15,118.43
2002-03-18,112.47
2002-03-19,114.76
2002-03-20,119.83
2002-03-21,117.72
2002-03-22,118.76
2002-03-25,118.78
2002-03-26,119.9
2002-03-27,121.04
2002-03-28,122.06
2002-04-01,123.12
2002-04-02,126.95
2002-04-03,126.41
2002-04-04,122.49
2002-04-05,118.77
2002-04-08,117.11
2002-04-09,121.02
2002-04-10,120.29
2002-04-11,119.49
2002-04-12,115.91
2002-04-15,116.7
2002-04-16,115.36
2002-04-17,114.76
2002-04-18,119.87
2002-04-19,115.56
2002-04-22,116.93
2002-04-23,118.22
2002-04-24,115.84
2002-04-25,112.23
2002-04-26,111.82
2002-04-29,110.67
2002-04-30,111.17
2002-05-02,108.54
2002-05-03,107.74
2002-05-06,109.25
2002-05-07,109.34
2002-05-08,108.93
2002-05-09,106.41
2002-05-10,106.33
2002-05-13,105.67
2002-05-14,106.56
2002-05-15,105.67
2002-05-16,107.64
2002-05-17,106.74
2002-05-20,107.35
2002-05-21,109.15
2002-05-22,107.38
2002-05-23,107.32
2002-05-24,107.0
2002-05-27,107.28
2002-05-28,107.19
2002-05-29,108.23
2002-05-31,108.56
2002-06-03,107.55
2002-06-04,108.26
2002-06-05,107.86
2002-06-06,108.95
2002-06-07,107.25
2002-06-10,108.0
2002-06-11,109.32
2002-06-12,109.87
2002-06-13,106.3
2002-06-14,105.44
2002-06-17,104.71
2002-06-18,104.82
2002-06-19,104.84
2002-06-20,105.76
2002-06-21,105.5
2002-06-24,104.88
2002-06-25,105.01
2002-06-26,104.81
2002-06-27,104.09
2002-06-28,104.25
2002-07-01,103.84
2002-07-02,107.29
2002-07-03,103.2
2002-07-04,102.99
2002-07-05,103.64
2002-07-08,103.36
2002-07-10,106.09
2002-07-11,110.65
2002-07-12,105.61
2002-07-15,104.81
2002-07-16,105.79
2002-07-17,106.12
2002-07-18,102.84
2002-07-19,102.94
2002-07-22,102.59
2002-07-23,104.15
2002-07-24,102.18
2002-07-25,104.31
2002-07-26,103.72
2002-07-29,104.81
2002-07-30,105.12
2002-07-31,107.29
2002-08-01,106.56
2002-08-02,106.93
2002-08-05,105.52
2002-08-06,107.26
2002-08-07,106.11
2002-08-08,106.2
2002-08-09,106.46
2002-08-12,108.93
2002-08-13,110.4
2002-08-14,110.94
2002-08-15,109.57
2002-08-16,109.94
2002-08-19,108.65
2002-08-20,108.32
2002-08-21,108.6
2002-08-22,111.21
2002-08-23,111.39
2002-08-26,109.31
2002-08-27,109.78
2002-08-28,113.58
2002-08-29,114.38
2002-08-30,112.65
2002-09-02,113.16
2002-09-03,120.04
2002-09-04,125.68
2002-09-05,124.37
2002-09-06,126.05
2002-09-09,136.47
2002-09-10,133.77
2002-09-11,134.23
2002-09-12,140.9
2002-09-13,142.94
2002-09-16,148.8
2002-09-17,148.39
2002-09-18,145.91
2002-09-19,142.47
2002-09-20,135.58
2002-09-23,133.75
2002-09-24,137.54
2002-09-25,140.08
2002-09-26,141.46
2002-09-27,143.98
2002-09-30,141.31
2002-10-01,145.24
2002-10-02,146.71
2002-10-03,146.72
2002-10-04,145.48
2002-10-07,150.39
2002-10-08,152.02
2002-10-09,159.61
2002-10-10,159.99
2002-10-11,158.35
2002-10-14,170.19
2002-10-15,195.53
2002-10-16,187.3
2002-10-17,184.71
2002-10-18,168.2
2002-10-21,180.4
2002-10-22,176.47
2002-10-23,177.06
2002-10-24,187.62
2002-10-25,190.03
2002-10-28,172.47
2002-10-29,163.52
2002-10-30,164.15
2002-10-31,175.29
2002-11-01,168.62
2002-11-04,173.67
2002-11-05,179.43
2002-11-06,180.26
2002-11-07,184.08
2002-11-08,185.85
2002-11-11,179.52
2002-11-12,178.65
2002-11-13,181.69
2002-11-14,184.4
2002-11-18,187.97
2002-11-19,193.62
2002-11-20,197.47
2002-11-21,195.99
2002-11-22,197.26
2002-11-25,192.93
2002-11-26,195.6
2002-11-27,198.15
2002-11-28,198.8
2002-11-29,199.13
2002-12-02,204.12
2002-12-03,200.45
2002-12-04,198.36
2002-12-05,202.54
2002-12-06,192.95
2002-12-09,189.83
2002-12-10,191.43
2002-12-11,180.96
2002-12-12,180.15
2002-12-13,178.68
2002-12-16,178.43
2002-12-17,180.01
2002-12-18,178.82
2002-12-19,177.88
2002-12-20,174.96
2002-12-23,174.01
2002-12-26,172.26
2002-12-27,171.49
2002-12-30,171.1
2003-01-02,172.6
2003-01-03,171.78
2003-01-06,176.4
2003-01-07,181.07
2003-01-08,182.09
2003-01-09,182.19
2003-01-10,185.59
2003-01-13,184.3
2003-01-14,185.91
2003-01-15,188.96
2003-01-16,189.92
2003-01-17,193.08
2003-01-20,199.11
2003-01-21,200.2
2003-01-22,202.89
2003-01-23,204.45
2003-01-24,203.85
2003-01-27,201.72
2003-01-28,200.34
2003-01-29,196.76
2003-01-30,195.19
2003-01-31,197.88
2003-02-03,201.7
2003-02-04,198.76
2003-02-05,197.42
2003-02-06,201.75
2003-02-07,202.19
2003-02-10,203.48
2003-02-11,202.04
2003-02-12,199.87
2003-02-13,191.62
2003-02-14,194.81
2003-02-17,193.96
2003-02-18,193.25
2003-02-19,191.95
2003-02-20,193.95
2003-02-21,191.91
2003-02-24,187.08
2003-02-25,183.56
2003-02-26,179.13
2003-02-27,179.4
2003-02-28,172.79
2003-03-05,174.73
2003-03-06,178.64
2003-03-07,179.07
2003-03-10,182.62
2003-03-11,174.25
2003-03-12,174.64
2003-03-13,176.15
2003-03-14,173.53
2003-03-17,167.21
2003-03-18,169.0
2003-03-19,175.21
2003-03-20,180.05
2003-03-21,180.28
2003-03-24,174.18
2003-03-25,170.77
2003-03-26,170.39
2003-03-27,169.97
2003-03-28,176.7
2003-03-31,176.97
2003-04-01,176.95
2003-04-02,178.93
2003-04-03,183.26
2003-04-04,179.78
2003-04-07,178.59
2003-04-08,176.67
2003-04-09,175.95
2003-04-10,175.61
2003-04-11,177.03
2003-04-14,169.0
2003-04-15,172.13
2003-04-16,171.19
2003-04-17,173.26
2003-04-22,177.34
2003-04-23,175.31
2003-04-24,173.75
2003-04-25,172.16
2003-04-28,168.48
2003-04-29,170.47
2003-04-30,174.11
2003-05-02,174.12
2003-05-05,178.34
2003-05-06,182.31
2003-05-07,179.0
2003-05-08,177.59
2003-05-09,174.57
2003-05-12,174.27
2003-05-13,172.85
2003-05-14,169.3
2003-05-15,170.53
2003-05-16,172.78
2003-05-19,171.78
2003-05-20,180.84
2003-05-21,175.04
2003-05-22,176.37
2003-05-23,174.79
2003-05-26,171.63
2003-05-27,164.41
2003-05-28,165.1
2003-05-29,164.6
2003-05-30,162.54
2003-06-02,166.6
2003-06-03,166.77
2003-06-04,165.33
2003-06-05,164.88
2003-06-06,162.28
2003-06-09,159.9
2003-06-10,160.75
2003-06-11,162.28
2003-06-12,162.32
2003-06-13,160.61
2003-06-16,160.51
2003-06-17,160.36
2003-06-18,158.69
2003-06-20,153.05
2003-06-23,152.78
2003-06-24,153.85
2003-06-25,152.06
2003-06-26,155.68
2003-06-27,154.48
2003-06-30,158.33
2003-07-01,157.16
2003-07-02,161.98
2003-07-03,158.39
2003-07-04,158.23
2003-07-07,158.12
2003-07-08,160.67
2003-07-10,160.51
2003-07-11,160.8
2003-07-14,163.99
2003-07-15,163.57
2003-07-16,164.21
2003-07-17,165.87
2003-07-18,165.38
2003-07-21,159.11
2003-07-22,158.32
2003-07-23,159.21
2003-07-24,160.35
2003-07-25,165.79
2003-07-28,165.25
2003-07-29,170.6
2003-07-30,170.66
2003-07-31,172.71
2003-08-01,178.46
2003-08-04,180.17
2003-08-05,175.7
2003-08-06,179.44
2003-08-07,179.43
2003-08-08,177.74
2003-08-11,170.47
2003-08-12,170.15
2003-08-13,174.51
2003-08-14,171.42
2003-08-15,170.62
2003-08-18,169.67
2003-08-19,170.03
2003-08-20,169.78
2003-08-21,175.08
2003-08-22,173.65
2003-08-25,172.44
2003-08-26,171.84
2003-08-27,170.82
2003-08-28,171.26
2003-08-29,171.12
2003-09-01,170.98
2003-09-02,171.4
2003-09-03,170.95
2003-09-04,172.94
2003-09-05,174.11
2003-09-08,182.77
2003-09-09,184.06
2003-09-10,183.22
2003-09-11,185.61
2003-09-12,180.95
2003-09-15,171.5
2003-09-16,168.65
2003-09-17,168.95
2003-09-18,168.32
2003-09-19,169.79
2003-09-22,172.08
2003-09-23,173.1
2003-09-24,174.39
2003-09-25,173.36
2003-09-26,169.09
2003-09-29,170.38
2003-09-30,169.09
2003-10-01,173.59
2003-10-02,171.58
2003-10-03,172.74
2003-10-06,167.71
2003-10-07,168.16
2003-10-08,165.19
2003-10-09,162.98
2003-10-10,162.66
2003-10-13,160.96
2003-10-14,162.42
2003-10-15,162.94
2003-10-16,164.28
2003-10-17,162.74
2003-10-20,165.94
2003-10-21,168.7
2003-10-22,168.06
2003-10-23,170.41
2003-10-24,171.79
2003-10-27,174.75
2003-10-28,175.72
2003-10-29,166.96
2003-10-30,165.64
2003-10-31,163.04
2003-11-03,162.47
2003-11-04,166.99
2003-11-05,166.49
2003-11-06,168.03
2003-11-07,167.56
2003-11-10,166.54
2003-11-11,167.07
2003-11-12,167.35
2003-11-13,171.77
2003-11-14,171.47
2003-11-17,169.85
2003-11-18,170.4
2003-11-19,171.83
2003-11-20,167.67
2003-11-21,166.23
2003-11-24,165.01
2003-11-25,166.7
2003-11-26,167.55
2003-11-27,166.63
2003-11-28,166.18
2003-12-01,168.76
2003-12-02,177.64
2003-12-03,177.28
2003-12-04,171.99
2003-12-05,174.27
2003-12-08,181.94
2003-12-09,178.27
2003-12-10,178.13
2003-12-11,176.59
2003-12-12,178.36
2003-12-15,167.82
2003-12-16,172.51
2003-12-17,174.76
2003-12-18,173.41
2003-12-19,173.6
2003-12-22,174.94
2003-12-23,173.08
2003-12-26,171.54
2003-12-29,172.8
2003-12-30,172.92
2004-01-02,172.5
2004-01-05,179.64
2004-01-06,185.07
2004-01-07,184.04
2004-01-08,182.87
2004-01-09,184.33
2004-01-12,191.99
2004-01-13,188.18
2004-01-14,185.98
2004-01-15,187.41
2004-01-16,192.21
2004-01-19,192.64
2004-01-20,200.91
2004-01-21,202.05
2004-01-22,200.0
2004-01-23,197.99
2004-01-26,208.59
2004-01-27,210.2
2004-01-28,205.02
2004-01-29,203.81
2004-01-30,202.64
2004-02-02,201.75
2004-02-03,205.98
2004-02-04,198.5
2004-02-05,199.35
2004-02-06,202.9
2004-02-09,198.84
2004-02-10,207.25
2004-02-11,206.25
2004-02-12,207.15
2004-02-13,205.0
2004-02-16,205.13
2004-02-17,206.58
2004-02-18,196.92
2004-02-19,198.97
2004-02-20,199.68
2004-02-25,203.43
2004-02-26,210.15
2004-02-27,209.61
2004-03-01,206.6
2004-03-02,207.0
2004-03-03,202.64
2004-03-04,203.6
2004-03-05,204.24
2004-03-08,205.52
2004-03-09,200.93
2004-03-10,205.36
2004-03-11,208.48
2004-03-12,206.53
2004-03-15,210.01
2004-03-16,211.52
2004-03-17,208.74
2004-03-18,207.89
2004-03-19,208.94
2004-03-22,210.51
2004-03-23,209.83
2004-03-24,207.1
2004-03-25,198.68
2004-03-26,202.61
2004-03-29,203.86
2004-03-30,205.49
2004-03-31,207.04
2004-04-01,209.0
2004-04-02,205.85
2004-04-05,200.03
2004-04-06,204.49
2004-04-07,205.02
2004-04-08,203.69
2004-04-12,203.08
2004-04-13,199.2
2004-04-14,201.86
2004-04-15,202.56
2004-04-16,202.07
2004-04-19,203.65
2004-04-20,202.39
2004-04-22,197.41
2004-04-23,197.41
2004-04-26,202.11
2004-04-27,202.16
2004-04-28,200.62
2004-04-29,199.95
2004-04-30,199.44
2004-05-03,199.76
2004-05-04,203.5
2004-05-05,202.14
2004-05-06,200.92
2004-05-07,200.38
2004-05-10,207.92
2004-05-11,211.26
2004-05-12,210.35
2004-05-13,211.18
2004-05-14,210.75
2004-05-17,203.71
2004-05-18,210.87
2004-05-19,215.03
2004-05-20,215.77
2004-05-21,217.65
2004-05-24,227.99
2004-05-25,233.45
2004-05-26,241.4
2004-05-27,240.74
2004-05-28,253.76
2004-05-31,249.61
2004-06-01,247.07
2004-06-02,255.61
2004-06-03,252.07
2004-06-04,251.04
2004-06-07,245.1
2004-06-08,251.52
2004-06-09,255.81
2004-06-11,255.11
2004-06-14,246.57
2004-06-15,243.2
2004-06-16,242.7
2004-06-17,235.38
2004-06-18,239.81
2004-06-21,234.08
2004-06-22,228.24
2004-06-23,233.51
2004-06-24,231.49
2004-06-25,221.45
2004-06-28,222.95
2004-06-29,219.42
2004-06-30,222.95
2004-07-01,216.59
2004-07-02,205.36
2004-07-05,203.3
2004-07-06,199.23
2004-07-07,197.58
2004-07-08,194.87
2004-07-09,197.4
2004-07-12,196.96
2004-07-13,197.56
2004-07-14,199.96
2004-07-15,202.35
2004-07-16,201.22
2004-07-19,201.62
2004-07-20,208.17
2004-07-21,202.81
2004-07-22,206.02
2004-07-23,199.78
2004-07-26,198.19
2004-07-27,196.36
2004-07-28,196.12
2004-07-29,197.22
2004-07-30,194.78
2004-08-02,194.79
2004-08-03,196.93
2004-08-04,196.45
2004-08-05,195.69
2004-08-06,197.33
2004-08-09,198.36
2004-08-10,196.7
2004-08-11,196.84
2004-08-12,193.29
2004-08-13,195.29
2004-08-16,201.4
2004-08-17,202.71
2004-08-18,196.35
2004-08-19,196.76
2004-08-20,198.24
2004-08-23,204.66
2004-08-24,203.37
2004-08-25,203.98
2004-08-26,205.06
2004-08-27,204.04
2004-08-30,199.09
2004-08-31,200.31
2004-09-01,204.39
2004-09-02,206.15
2004-09-03,201.73
2004-09-06,199.84
2004-09-08,200.22
2004-09-09,205.26
2004-09-10,205.55
2004-09-13,212.47
2004-09-14,214.99
2004-09-15,213.56
2004-09-16,218.63
2004-09-17,220.02
2004-09-20,220.94
2004-09-21,230.8
2004-09-22,237.92
2004-09-23,233.57
2004-09-24,238.33
2004-09-27,246.69
2004-09-28,230.04
2004-09-29,232.52
2004-09-30,231.06
2004-10-01,221.32
2004-10-04,207.56
2004-10-05,214.08
2004-10-06,216.81
2004-10-07,218.94
2004-10-08,219.77
2004-10-11,212.33
2004-10-13,205.57
2004-10-14,206.75
2004-10-15,214.59
2004-10-18,210.74
2004-10-19,211.29
2004-10-20,215.89
2004-10-21,219.7
2004-10-22,218.22
2004-10-25,218.84
2004-10-26,219.91
2004-10-27,226.11
2004-10-28,225.64
2004-10-29,214.97
2004-11-01,213.75
2004-11-03,224.18
2004-11-04,224.54
2004-11-05,226.74
2004-11-08,229.82
2004-11-09,230.77
2004-11-10,238.34
2004-11-11,234.47
2004-11-12,233.98
2004-11-16,247.59
2004-11-17,247.97
2004-11-18,249.14
2004-11-19,247.45
2004-11-22,250.74
2004-11-23,253.89
2004-11-24,248.87
2004-11-25,246.44
2004-11-26,246.53
2004-11-29,255.56
2004-11-30,256.87
2004-12-01,254.15
2004-12-02,260.79
2004-12-03,256.35
2004-12-06,254.37
2004-12-07,256.11
2004-12-08,262.92
2004-12-09,262.75
2004-12-10,264.1
2004-12-13,250.51
2004-12-14,253.64
2004-12-15,266.11
2004-12-16,270.98
2004-12-17,279.03
2004-12-20,282.01
2004-12-21,283.42
2004-12-22,270.92
2004-12-23,283.81
2004-12-27,284.92
2004-12-28,286.13
2004-12-29,293.04
2004-12-30,287.57
2005-01-03,282.71
2005-01-04,278.12
2005-01-05,280.43
2005-01-06,276.45
2005-01-07,280.42
2005-01-10,278.01
2005-01-11,271.28
2005-01-12,280.31
2005-01-13,285.5
2005-01-14,283.67
2005-01-17,284.26
2005-01-18,295.62
2005-01-19,293.83
2005-01-20,290.49
2005-01-21,288.76
2005-01-24,284.8
2005-01-25,287.16
2005-01-26,291.44
2005-01-27,287.64
2005-01-28,285.3
2005-01-31,286.28
2005-02-01,285.22
2005-02-02,285.79
2005-02-03,288.33
2005-02-04,296.74
2005-02-09,308.17
2005-02-10,312.85
2005-02-11,314.33
2005-02-14,307.77
2005-02-15,314.21
2005-02-16,310.26
2005-02-17,307.44
2005-02-18,307.17
2005-02-21,306.29
2005-02-22,300.57
2005-02-23,318.05
2005-02-24,311.22
2005-02-25,303.74
2005-02-28,313.13
2005-03-01,313.2
2005-03-02,315.98
2005-03-03,317.54
2005-03-04,317.41
2005-03-07,324.94
2005-03-08,335.6
2005-03-09,334.06
2005-03-10,348.5
2005-03-11,344.81
2005-03-14,347.12
2005-03-15,345.27
2005-03-16,347.99
2005-03-17,349.13
2005-03-18,343.03
2005-03-21,340.39
2005-03-22,342.25
2005-03-23,334.77
2005-03-24,323.86
2005-03-28,337.69
2005-03-29,341.64
2005-03-30,352.01
2005-03-31,357.48
2005-04-01,349.0
2005-04-04,342.77
2005-04-05,343.53
2005-04-06,345.43
2005-04-07,337.07
2005-04-08,322.38
2005-04-11,319.51
2005-04-12,320.25
2005-04-13,312.04
2005-04-14,303.06
2005-04-15,320.38
2005-04-18,319.9
2005-04-19,349.63
2005-04-20,351.57
2005-04-22,353.85
2005-04-25,348.45
2005-04-26,352.16
2005-04-27,352.22
2005-04-28,345.5
2005-04-29,339.25
2005-05-02,332.24
2005-05-03,330.52
2005-05-04,340.23
2005-05-05,337.32
2005-05-06,340.53
2005-05-09,332.4
2005-05-10,324.06
2005-05-11,332.7
2005-05-12,324.58
2005-05-13,325.71
2005-05-16,316.47
2005-05-17,319.6
2005-05-18,322.34
2005-05-19,310.36
2005-05-20,312.15
2005-05-23,317.78
2005-05-24,325.4
2005-05-25,324.21
2005-05-27,319.69
2005-05-30,318.23
2005-05-31,309.13
2005-06-01,309.24
2005-06-02,321.34
2005-06-03,333.57
2005-06-06,324.19
2005-06-07,331.53
2005-06-08,319.04
2005-06-09,301.04
2005-06-10,299.52
2005-06-13,301.06
2005-06-14,300.45
2005-06-15,303.29
2005-06-16,302.44
2005-06-17,300.34
2005-06-20,301.68
2005-06-21,293.62
2005-06-22,300.23
2005-06-23,295.33
2005-06-24,286.13
2005-06-27,277.71
2005-06-28,274.52
2005-06-29,270.72
2005-06-30,272.74
2005-07-01,261.06
2005-07-04,262.82
2005-07-05,261.25
2005-07-06,264.03
2005-07-07,264.01
2005-07-08,262.06
2005-07-11,258.7
2005-07-12,260.66
2005-07-13,260.35
2005-07-14,265.87
2005-07-15,259.81
2005-07-18,245.59
2005-07-19,240.12
2005-07-20,243.3
2005-07-21,242.76
2005-07-22,246.99
2005-07-25,250.99
2005-07-26,251.81
2005-07-27,247.58
2005-07-28,255.74
2005-07-29,262.24
2005-08-01,254.95
2005-08-02,266.19
2005-08-03,264.38
2005-08-04,264.72
2005-08-05,261.6
2005-08-08,256.21
2005-08-09,257.61
2005-08-10,259.74
2005-08-11,265.79
2005-08-12,263.48
2005-08-15,238.8
2005-08-16,246.1
2005-08-17,247.77
2005-08-18,242.53
2005-08-19,250.24
2005-08-22,252.97
2005-08-23,257.27
2005-08-24,253.39
2005-08-25,247.2
2005-08-26,243.23
2005-08-29,243.04
2005-08-30,247.57
2005-08-31,254.12
2005-09-01,260.43
2005-09-02,255.68
2005-09-05,254.8
2005-09-06,248.91
2005-09-08,238.16
2005-09-09,236.16
2005-09-12,225.38
2005-09-13,224.09
2005-09-14,232.62
2005-09-15,226.94
2005-09-16,219.25
2005-09-19,210.92
2005-09-20,226.58
2005-09-21,220.37
2005-09-22,229.16
2005-09-23,224.8
2005-09-26,211.59
2005-09-27,214.64
2005-09-28,225.24
2005-09-29,225.84
2005-09-30,226.97
2005-10-03,227.38
2005-10-04,227.47
2005-10-05,229.05
2005-10-06,230.1
2005-10-07,231.18
2005-10-10,240.49
2005-10-11,244.67
2005-10-13,245.49
2005-10-14,245.65
2005-10-17,252.63
2005-10-18,252.86
2005-10-19,251.97
2005-10-20,256.91
2005-10-21,253.18
2005-10-24,252.12
2005-10-25,254.97
2005-10-26,250.88
2005-10-27,250.62
2005-10-28,246.2
2005-10-31,243.34
2005-11-01,245.32
2005-11-03,259.29
2005-11-04,257.63
2005-11-07,255.35
2005-11-08,266.93
2005-11-09,262.45
2005-11-10,262.14
2005-11-11,260.98
2005-11-14,242.23
2005-11-16,244.91
2005-11-17,246.1
2005-11-18,245.38
2005-11-21,252.97
2005-11-22,256.62
2005-11-23,253.53
2005-11-24,254.95
2005-11-25,252.74
2005-11-28,249.57
2005-11-29,245.16
2005-11-30,243.77
2005-12-01,241.45
2005-12-02,238.7
2005-12-05,237.86
2005-12-06,237.54
2005-12-07,235.27
2005-12-08,236.42
2005-12-09,240.06
2005-12-12,247.68
2005-12-13,244.04
2005-12-14,235.96
2005-12-15,242.23
2005-12-16,244.82
2005-12-19,256.26
2005-12-20,257.72
2005-12-21,253.75
2005-12-22,256.32
2005-12-23,256.82
2005-12-26,256.34
2005-12-27,259.97
2005-12-28,264.06
2005-12-29,267.4
2006-01-02,264.48
2006-01-03,264.87
2006-01-04,270.16
2006-01-05,284.1
2006-01-06,296.86
2006-01-09,295.83
2006-01-10,288.58
2006-01-11,289.58
2006-01-12,290.11
2006-01-13,295.55
2006-01-16,297.61
2006-01-17,303.81
2006-01-18,303.02
2006-01-19,296.1
2006-01-20,300.22
2006-01-23,297.95
2006-01-24,297.07
2006-01-25,302.6
2006-01-26,300.16
2006-01-27,296.59
2006-01-30,292.44
2006-01-31,285.4
2006-02-01,284.46
2006-02-02,285.15
2006-02-03,284.68
2006-02-06,276.99
2006-02-07,276.16
2006-02-08,274.13
2006-02-09,274.48
2006-02-10,277.64
2006-02-13,269.37
2006-02-14,261.71
2006-02-15,261.31
2006-02-16,253.15
2006-02-17,259.37
2006-02-20,260.86
2006-02-21,265.37
2006-02-22,261.82
2006-02-23,264.45
2006-02-24,264.34
2006-03-01,264.51
2006-03-02,260.26
2006-03-03,263.29
2006-03-06,257.46
2006-03-07,258.27
2006-03-08,261.44
2006-03-09,262.74
2006-03-10,259.25
2006-03-13,254.24
2006-03-14,252.62
2006-03-15,257.83
2006-03-16,250.42
2006-03-17,244.38
2006-03-20,247.7
2006-03-21,253.88
2006-03-22,247.04
2006-03-23,249.97
2006-03-24,248.55
2006-03-27,248.75
2006-03-28,253.05
2006-03-29,248.71
2006-03-30,257.27
2006-03-31,250.47
2006-04-03,254.4
2006-04-04,249.19
2006-04-05,250.84
2006-04-06,251.55
2006-04-07,251.66
2006-04-10,251.08
2006-04-11,244.99
2006-04-12,245.28
2006-04-13,245.07
2006-04-17,247.23
2006-04-18,252.61
2006-04-19,250.07
2006-04-20,256.17
2006-04-24,251.16
2006-04-25,242.34
2006-04-26,247.38
2006-04-27,243.5
2006-04-28,244.2
2006-05-02,248.49
2006-05-03,244.47
2006-05-04,239.32
2006-05-05,237.56
2006-05-08,237.46
2006-05-09,237.42
2006-05-10,237.01
2006-05-11,229.41
2006-05-12,229.48
2006-05-15,231.11
2006-05-16,231.11
2006-05-17,229.56
2006-05-18,232.56
2006-05-19,232.1
2006-05-22,232.04
2006-05-23,235.46
2006-05-24,237.7
2006-05-25,231.95
2006-05-26,231.09
2006-05-29,232.4
2006-05-30,234.1
2006-05-31,235.18
2006-06-01,236.71
2006-06-02,238.74
2006-06-05,230.97
2006-06-06,227.4
2006-06-07,227.43
2006-06-08,228.52
2006-06-09,227.81
2006-06-12,228.05
2006-06-13,228.55
2006-06-14,228.57
2006-06-16,225.61
2006-06-19,219.55
2006-06-20,219.15
2006-06-21,218.16
2006-06-22,219.09
2006-06-23,218.07
2006-06-26,217.47
2006-06-27,218.26
2006-06-28,218.92
2006-06-29,217.88
2006-06-30,218.57
2006-07-03,221.87
2006-07-04,221.41
2006-07-05,220.63
2006-07-06,221.89
2006-07-07,219.02
2006-07-10,220.96
2006-07-11,219.16
2006-07-12,220.71
2006-07-13,221.78
2006-07-14,218.57
2006-07-17,217.1
2006-07-18,216.94
2006-07-19,217.05
2006-07-20,214.98
2006-07-21,214.42
2006-07-24,213.24
2006-07-25,214.6
2006-07-26,214.36
2006-07-27,214.8
2006-07-28,218.48
2006-07-31,219.38
2006-08-01,216.76
2006-08-02,225.18
2006-08-03,230.36
2006-08-04,228.06
2006-08-07,235.21
2006-08-08,234.16
2006-08-09,240.37
2006-08-10,235.28
2006-08-11,232.07
2006-08-14,225.99
2006-08-15,228.12
2006-08-16,233.82
2006-08-17,229.98
2006-08-18,230.53
2006-08-21,239.51
2006-08-22,244.09
2006-08-23,239.83
2006-08-24,239.55
2006-08-25,238.2
2006-08-28,230.76
2006-08-29,231.69
2006-08-30,232.34
2006-08-31,233.08
2006-09-01,233.03
2006-09-04,232.27
2006-09-05,240.45
2006-09-06,240.97
2006-09-08,229.91
2006-09-11,229.57
2006-09-12,228.32
2006-09-13,230.99
2006-09-14,228.51
2006-09-15,227.92
2006-09-18,226.59
2006-09-19,228.53
2006-09-20,228.34
2006-09-21,235.14
2006-09-22,237.79
2006-09-25,238.91
2006-09-26,237.1
2006-09-27,237.52
2006-09-28,239.8
2006-09-29,237.78
2006-10-02,228.99
2006-10-03,232.83
2006-10-04,233.84
2006-10-05,234.45
2006-10-06,232.58
2006-10-09,232.88
2006-10-10,231.04
2006-10-11,232.54
2006-10-13,231.36
2006-10-16,228.88
2006-10-17,231.3
2006-10-18,230.56
2006-10-19,230.22
2006-10-20,230.88
2006-10-23,240.75
2006-10-24,241.69
2006-10-25,241.55
2006-10-26,242.43
2006-10-27,242.89
2006-10-30,243.1
2006-10-31,242.78
2006-11-01,244.58
2006-11-03,256.23
2006-11-06,257.67
2006-11-07,258.4
2006-11-08,261.8
2006-11-09,267.92
2006-11-10,265.19
2006-11-13,265.34
2006-11-14,268.04
2006-11-16,273.82
2006-11-17,262.38
2006-11-20,271.32
2006-11-21,273.28
2006-11-22,272.87
2006-11-23,273.61
2006-11-24,273.71
2006-11-27,279.39
2006-11-28,285.54
2006-11-29,284.78
2006-11-30,286.74
2006-12-01,289.46
2006-12-04,286.75
2006-12-05,289.82
2006-12-06,288.27
2006-12-07,288.54
2006-12-08,290.35
2006-12-11,295.14
2006-12-12,293.38
2006-12-13,295.82
2006-12-14,295.04
2006-12-15,290.53
2006-12-18,290.69
2006-12-19,287.68
2006-12-20,293.2
2006-12-21,290.11
2006-12-22,290.32
2006-12-26,293.34
2006-12-27,293.46
2006-12-28,293.8
2007-01-02,292.21
2007-01-03,287.95
2007-01-04,291.39
2007-01-05,282.56
2007-01-08,281.01
2007-01-09,282.39
2007-01-10,283.28
2007-01-11,282.67
2007-01-12,282.05
2007-01-15,282.68
2007-01-16,285.05
2007-01-17,283.82
2007-01-18,282.37
2007-01-19,281.16
2007-01-22,279.65
2007-01-23,276.38
2007-01-24,278.88
2007-01-25,276.64
2007-01-26,275.1
2007-01-29,276.27
2007-01-30,275.22
2007-01-31,277.16
2007-02-01,274.17
