DATE,BR_COFFEE_PRICE
2020-10-06,532.14
2020-10-07,533.47
2020-10-08,538.09
2020-10-09,537.8
2020-10-13,539.64
2020-10-14,540.05
2020-10-15,540.51
2020-10-16,538.88
2020-10-19,534.97
2020-10-20,531.09
2020-10-21,531.54
2020-10-22,539.87
2020-10-23,536.98
2020-10-26,538.84
2020-10-27,540.47
2020-10-28,538.56
2020-10-29,536.73
2020-10-30,537.58
2020-11-03,538.74
2020-11-04,535.61
2020-11-05,543.05
2020-11-06,542.82
2020-11-09,536.39
2020-11-10,534.97
2020-11-11,542.94
2020-11-12,551.64
2020-11-13,551.9
2020-11-16,564.36
2020-11-17,568.44
2020-11-18,588.52
2020-11-19,594.13
2020-11-20,579.3
2020-11-23,580.88
2020-11-24,578.02
2020-11-25,584.4
2020-11-26,578.52
2020-11-27,607.73
2020-11-30,606.99
2020-12-01,590.05
2020-12-02,593.06
2020-12-03,583.93
2020-12-04,581.96
2020-12-07,576.26
2020-12-08,580.91
2020-12-09,574.92
2020-12-10,586.4
2020-12-11,582.46
2020-12-14,600.37
2020-12-15,596.64
2020-12-16,608.32
2020-12-17,606.64
2020-12-18,604.03
2020-12-21,598.23
2020-12-22,598.68
2020-12-23,600.82
2020-12-28,607.83
2020-12-29,608.35
2020-12-30,606.69
2021-01-04,615.78
2021-01-05,615.4
2021-01-06,611.28
2021-01-07,614.98
2021-01-08,625.71
2021-01-11,615.56
2021-01-12,617.05
2021-01-13,632.25
2021-01-14,638.6
2021-01-15,651.99
2021-01-18,649.68
2021-01-19,650.54
2021-01-20,650.54
2021-01-21,654.24
2021-01-22,658.67
2021-01-25,657.46
2021-01-26,655.25
2021-01-27,658.68
2021-01-28,662.22
2021-01-29,658.33
2021-02-01,672.19
2021-02-02,669.7
2021-02-03,669.33
2021-02-04,667.61
2021-02-05,668.91
2021-02-08,664.66
2021-02-09,665.12
2021-02-10,659.86
2021-02-11,659.55
2021-02-12,657.97
2021-02-17,670.04
2021-02-18,683.7
2021-02-19,680.94
2021-02-22,701.5
2021-02-23,724.96
2021-02-24,725.02
2021-02-25,746.14
2021-02-26,746.5
2021-03-01,747.32
2021-03-02,748.8
2021-03-03,747.51
2021-03-04,738.5
2021-03-05,735.85
2021-03-08,730.76
2021-03-09,737.48
2021-03-10,739.17
2021-03-11,736.8
2021-03-12,737.64
2021-03-15,737.18
2021-03-16,740.98
2021-03-17,741.9
2021-03-18,736.2
2021-03-19,724.48
2021-03-22,729.71
2021-03-23,717.04
2021-03-24,713.49
2021-03-25,716.41
2021-03-26,729.25
2021-03-29,727.77
2021-03-30,710.15
2021-03-31,708.44
2021-04-01,707.11
2021-04-05,704.57
2021-04-06,714.67
2021-04-07,716.55
2021-04-08,722.75
2021-04-09,725.21
2021-04-12,730.21
2021-04-13,730.81
2021-04-14,743.91
2021-04-15,742.82
2021-04-16,737.63
2021-04-19,736.3
2021-04-20,743.12
2021-04-22,746.41
2021-04-23,760.51
2021-04-26,775.45
2021-04-27,785.11
2021-04-28,788.22
2021-04-29,788.8
2021-04-30,782.59
2021-05-03,782.03
2021-05-04,787.04
2021-05-05,813.32
2021-05-06,828.03
2021-05-07,820.45
2021-05-10,805.98
2021-05-11,813.09
2021-05-12,795.48
2021-05-13,804.79
2021-05-14,805.55
2021-05-17,805.71
2021-05-18,816.11
2021-05-19,819.61
2021-05-20,823.23
2021-05-21,825.55
2021-05-24,825.79
2021-05-25,825.11
2021-05-26,850.84
2021-05-27,864.74
2021-05-28,877.15
2021-05-31,877.41
2021-06-01,884.1
2021-06-02,882.64
2021-06-04,880.18
2021-06-07,868.97
2021-06-08,871.72
2021-06-09,874.33
2021-06-10,869.54
2021-06-11,872.57
2021-06-14,855.78
2021-06-15,850.96
2021-06-16,840.14
2021-06-17,825.5
2021-06-18,824.19
2021-06-21,829.05
2021-06-22,826.92
2021-06-23,820.58
2021-06-24,823.83
2021-06-25,831.81
2021-06-28,849.44
2021-06-29,843.76
2021-06-30,844.21
2021-07-01,846.16
2021-07-02,840.25
2021-07-05,838.99
2021-07-06,817.13
2021-07-07,821.63
2021-07-08,837.72
2021-07-09,840.43
2021-07-12,854.69
2021-07-13,836.9
2021-07-14,850.48
2021-07-15,843.71
2021-07-16,875.45
2021-07-19,866.41
2021-07-20,902.64
2021-07-21,960.5
2021-07-22,1028.35
2021-07-23,1008.84
2021-07-26,1067.27
2021-07-27,1059.66
2021-07-28,1062.35
2021-07-30,1014.44
2021-08-02,966.05
2021-08-03,990.47
2021-08-04,993.85
2021-08-05,990.19
2021-08-06,991.23
2021-08-09,1008.07
2021-08-10,1015.33
2021-08-11,1018.03
2021-08-12,1038.91
2021-08-13,1028.95
2021-08-16,1050.92
2021-08-17,1032.5
2021-08-18,1043.98
2021-08-19,1038.72
2021-08-20,1043.41
2021-08-23,1049.09
2021-08-24,1059.61
2021-08-25,1057.07
2021-08-26,1067.49
2021-08-27,1075.88
2021-08-30,1102.36
2021-08-31,1084.23
2021-09-01,1100.25
2021-09-02,1089.49
2021-09-03,1081.27
2021-09-06,1082.64
2021-09-08,1083.73
2021-09-09,1069.14
2021-09-10,1073.9
2021-09-13,1068.28
2021-09-14,1063.09
2021-09-15,1068.05
2021-09-16,1070.42
2021-09-17,1074.55
2021-09-20,1062.73
2021-09-21,1063.4
2021-09-22,1069.03
2021-09-23,1089.12
2021-09-24,1111.63
2021-09-27,1105.09
2021-09-28,1146.61
2021-09-29,1130.48
2021-09-30,1136.94
2021-10-01,1183.07
2021-10-04,1180.95
2021-10-05,1149.79
2021-10-06,1159.92
2021-10-07,1180.51
2021-10-08,1199.28
2021-10-11,1204.12
2021-10-13,1228.44
2021-10-14,1242.78
2021-10-15,1233.94
2021-10-18,1223.91
2021-10-19,1243.54
2021-10-20,1250.02
2021-10-21,1257.2
2021-10-22,1246.22
2021-10-25,1247.88
2021-10-26,1270.07
2021-10-27,1246.21
2021-10-28,1239.91
2021-10-29,1256.27
2021-11-01,1286.73
2021-11-03,1284.27
2021-11-04,1282.15
2021-11-05,1265.5
2021-11-08,1254.32
2021-11-09,1258.03
2021-11-10,1256.09
2021-11-11,1274.18
2021-11-12,1307.85
2021-11-16,1322.11
2021-11-17,1359.78
2021-11-18,1367.45
2021-11-19,1392.66
2021-11-22,1382.69
2021-11-23,1435.66
2021-11-24,1456.43
2021-11-25,1466.92
2021-11-26,1457.25
2021-11-29,1424.4
2021-11-30,1420.09
2021-12-01,1421.2
2021-12-02,1439.13
2021-12-03,1471.19
2021-12-06,1487.58
2021-12-07,1479.74
2021-12-08,1478.12
2021-12-09,1471.59
2021-12-10,1435.6
2021-12-13,1457.28
2021-12-14,1453.75
2021-12-15,1463.61
2021-12-16,1461.28
2021-12-17,1459.85
2021-12-20,1432.67
2021-12-21,1441.82
2021-12-22,1457.17
2021-12-23,1447.66
2021-12-27,1434.07
2021-12-28,1430.05
2021-12-29,1440.31
2021-12-30,1431.58
2022-01-03,1414.57
2022-01-04,1454.67
2022-01-05,1453.35
2022-01-06,1466.69
2022-01-07,1493.73
2022-01-10,1483.95
2022-01-11,1481.83
2022-01-12,1502.91
2022-01-13,1495.12
2022-01-14,1498.14
2022-01-17,1495.99
2022-01-18,1498.35
2022-01-19,1509.95
2022-01-20,1507.84
2022-01-21,1487.18
2022-01-24,1479.77
2022-01-25,1494.27
2022-01-26,1493.25
2022-01-27,1467.33
2022-01-28,1481.14
2022-01-31,1474.34
2022-02-01,1476.5
2022-02-02,1477.38
2022-02-03,1491.62
2022-02-04,1491.2
2022-02-07,1482.26
2022-02-08,1510.3
2022-02-09,1555.19
2022-02-10,1535.38
2022-02-11,1519.43
2022-02-14,1504.86
2022-02-15,1499.37
2022-02-16,1498.45
2022-02-17,1495.22
2022-02-18,1466.51
2022-02-21,1462.04
2022-02-22,1453.13
2022-02-23,1442.8
2022-02-24,1425.53
2022-02-25,1434.43
2022-03-02,1384.52
2022-03-03,1330.63
2022-03-04,1325.98
2022-03-07,1318.18
2022-03-08,1344.06
2022-03-09,1331.86
2022-03-10,1306.51
2022-03-11,1305.56
2022-03-14,1291.12
2022-03-15,1262.07
2022-03-16,1276.74
2022-03-17,1266.57
2022-03-18,1278.09
2022-03-21,1287.25
2022-03-22,1276.97
2022-03-23,1272.51
2022-03-24,1259.8
2022-03-25,1257.06
2022-03-28,1210.76
2022-03-29,1202.21
2022-03-30,1224.94
2022-03-31,1243.64
2022-04-01,1245.32
2022-04-04,1247.37
2022-04-05,1249.98
2022-04-06,1246.26
2022-04-07,1245.39
2022-04-08,1271.49
2022-04-11,1287.36
2022-04-12,1278.0
2022-04-13,1249.28
2022-04-14,1240.14
2022-04-18,1237.41
2022-04-19,1233.88
2022-04-20,1213.9
2022-04-22,1243.89
2022-04-25,1247.91
2022-04-26,1262.09
2022-04-27,1248.52
2022-04-28,1259.76
2022-04-29,1267.35
2022-05-02,1254.7
2022-05-03,1263.55
2022-05-04,1267.3
2022-05-05,1263.65
2022-05-06,1244.41
2022-05-09,1231.77
2022-05-10,1224.78
2022-05-11,1287.69
2022-05-12,1271.64
2022-05-13,1259.8
2022-05-16,1307.93
2022-05-17,1308.24
2022-05-18,1278.19
2022-05-19,1259.53
2022-05-20,1245.75
2022-05-23,1229.41
2022-05-24,1218.65
2022-05-25,1234.47
2022-05-26,1269.38
2022-05-27,1276.44
2022-05-30,1273.45
2022-05-31,1273.07
2022-06-01,1322.18
2022-06-02,1328.52
2022-06-03,1293.37
2022-06-06,1329.75
2022-06-07,1317.12
2022-06-08,1314.56
2022-06-09,1327.76
2022-06-10,1308.09
2022-06-13,1310.27
2022-06-14,1322.74
2022-06-15,1327.83
2022-06-17,1326.24
2022-06-20,1330.45
2022-06-21,1362.28
2022-06-22,1388.8
2022-06-23,1367.14
2022-06-24,1351.56
2022-06-27,1334.95
2022-06-28,1316.62
2022-06-29,1351.49
2022-06-30,1361.2
2022-07-01,1358.71
2022-07-04,1353.84
2022-07-05,1356.14
2022-07-06,1362.9
2022-07-07,1358.75
2022-07-08,1348.87
2022-07-11,1331.57
2022-07-12,1296.41
2022-07-13,1296.5
2022-07-14,1239.04
2022-07-15,1241.31
2022-07-18,1303.58
2022-07-19,1318.67
2022-07-20,1332.32
2022-07-21,1337.55
2022-07-22,1295.84
2022-07-25,1292.83
2022-07-26,1319.8
2022-07-27,1331.37
2022-07-28,1317.52
2022-07-29,1300.89
2022-08-01,1285.02
2022-08-02,1271.95
2022-08-03,1304.31
2022-08-04,1314.78
2022-08-05,1261.57
2022-08-08,1277.3
2022-08-09,1264.14
2022-08-10,1288.13
2022-08-11,1294.94
2022-08-12,1300.76
2022-08-15,1298.88
2022-08-16,1278.49
2022-08-17,1276.64
2022-08-18,1274.27
2022-08-19,1275.71
2022-08-23,1307.74
2022-08-24,1340.01
2022-08-25,1349.76
2022-08-26,1351.64
2022-08-29,1344.99
2022-08-30,1342.78
2022-08-31,1344.2
2022-09-01,1341.77
2022-09-02,1331.04
2022-09-05,1313.3
2022-09-06,1335.47
2022-09-08,1285.14
2022-09-09,1316.06
2022-09-12,1296.95
2022-09-13,1285.69
2022-09-14,1265.14
2022-09-15,1270.71
2022-09-16,1270.42
2022-09-19,1285.41
2022-09-20,1288.69
2022-09-21,1284.53
2022-09-22,1285.82
2022-09-23,1272.92
2022-09-26,1307.91
2022-09-27,1314.48
2022-09-28,1314.33
2022-09-30,1286.8
2022-10-03,1222.53
2022-10-04,1243.64
2022-10-05,1260.2
2022-10-06,1233.2
2022-10-07,1229.18
2022-10-10,1226.3
2022-10-11,1223.75
2022-10-13,1176.35
2022-10-14,1154.73
2022-10-17,1141.32
2022-10-18,1130.38
2022-10-19,1103.41
2022-10-20,1081.63
2022-10-21,1070.11
2022-10-24,1078.75
2022-10-25,1062.79
2022-10-26,1040.79
2022-10-27,1037.92
2022-10-28,987.53
2022-10-31,1005.33
2022-11-01,987.63
2022-11-03,958.29
2022-11-04,961.72
2022-11-07,940.31
2022-11-08,934.82
2022-11-09,930.62
2022-11-10,957.67
2022-11-11,969.33
2022-11-14,956.77
2022-11-16,943.57
2022-11-17,943.15
2022-11-18,932.71
2022-11-21,949.51
2022-11-22,970.27
2022-11-23,975.17
2022-11-24,972.75
2022-11-25,984.78
2022-11-28,972.21
2022-11-29,999.97
2022-11-30,1003.01
2022-12-01,986.5
2022-12-02,982.38
2022-12-05,981.02
2022-12-06,989.09
2022-12-07,984.85
2022-12-08,973.49
2022-12-09,979.85
2022-12-12,1016.22
2022-12-13,1023.87
2022-12-14,1028.07
2022-12-15,1045.13
2022-12-16,1020.37
2022-12-19,1016.75
2022-12-20,1027.61
2022-12-21,1023.12
2022-12-22,1022.97
2022-12-23,1024.86
2022-12-26,1027.31
2022-12-27,1023.64
2022-12-28,1044.61
2022-12-29,1037.9
2023-01-02,1031.2
2023-01-03,1034.46
2023-01-04,1021.5
2023-01-05,1020.4
2023-01-06,1023.47
2023-01-09,1002.85
2023-01-10,968.37
2023-01-11,944.56
2023-01-12,953.0
2023-01-13,945.34
2023-01-16,955.07
2023-01-17,951.65
2023-01-18,979.1
2023-01-19,1000.74
2023-01-20,1002.74
2023-01-23,1023.39
2023-01-24,1030.2
2023-01-25,1035.11
2023-01-26,1048.76
2023-01-27,1061.83
2023-01-30,1067.01
2023-01-31,1103.18
2023-02-01,1104.47
2023-02-02,1096.14
2023-02-03,1079.9
2023-02-06,1114.33
2023-02-07,1123.64
2023-02-08,1119.52
2023-02-09,1118.27
2023-02-10,1123.17
2023-02-13,1117.26
2023-02-14,1143.75
2023-02-15,1125.22
2023-02-16,1135.15
2023-02-17,1157.53
2023-02-22,1179.2
2023-02-23,1150.14
2023-02-24,1141.39
2023-02-27,1141.47
2023-02-28,1160.98
2023-03-01,1134.54
2023-03-02,1136.99
2023-03-06,1123.91
2023-03-07,1134.01
2023-03-08,1097.38
2023-03-09,1089.79
2023-03-10,1092.87
2023-03-13,1107.71
2023-03-14,1106.96
2023-03-15,1087.87
2023-03-16,1128.17
2023-03-17,1113.46
2023-03-20,1106.86
2023-03-21,1114.76
2023-03-22,1112.36
2023-03-23,1100.27
2023-03-24,1122.44
2023-03-27,1115.01
2023-03-28,1085.19
2023-03-29,1069.0
2023-03-30,1068.86
2023-03-31,1044.94
2023-04-03,1082.95
2023-04-04,1070.15
2023-04-05,1094.52
2023-04-06,1101.19
2023-04-10,1096.07
2023-04-11,1121.49
2023-04-12,1109.21
2023-04-13,1132.2
2023-04-14,1125.42
2023-04-17,1136.75
2023-04-18,1142.57
2023-04-19,1148.25
2023-04-20,1111.77
2023-04-24,1111.82
2023-04-25,1076.43
2023-04-26,1092.76
2023-04-27,1083.01
2023-04-28,1077.88
2023-05-02,1075.12
2023-05-03,1064.1
2023-05-04,1054.24
2023-05-05,1060.65
2023-05-08,1058.53
2023-05-09,1053.7
2023-05-10,1054.48
2023-05-11,1038.55
2023-05-12,1034.79
2023-05-15,1037.39
2023-05-16,1044.21
2023-05-17,1042.37
2023-05-18,1043.39
2023-05-19,1057.64
2023-05-22,1040.61
2023-05-23,1037.01
2023-05-24,1039.46
2023-05-25,1025.2
2023-05-26,1018.01
2023-05-29,1014.0
2023-05-30,992.8
2023-05-31,991.05
2023-06-01,999.01
2023-06-02,993.37
2023-06-05,990.85
2023-06-06,987.44
2023-06-07,991.03
2023-06-09,1005.37
2023-06-12,982.74
2023-06-13,964.19
2023-06-14,959.1
2023-06-15,966.28
2023-06-16,963.32
2023-06-19,950.55
2023-06-20,917.45
2023-06-21,901.57
2023-06-22,877.83
2023-06-23,851.56
2023-06-26,851.02
2023-06-27,856.84
2023-06-28,840.85
2023-06-29,830.13
2023-06-30,825.59
2023-07-03,824.48
2023-07-04,824.7
2023-07-05,822.25
2023-07-06,829.41
2023-07-07,829.19
2023-07-10,823.14
2023-07-11,811.35
2023-07-12,804.51
2023-07-13,808.68
2023-07-14,821.75
2023-07-17,807.97
2023-07-18,804.89
2023-07-19,808.9
2023-07-20,812.66
2023-07-21,821.38
2023-07-24,826.91
2023-07-25,829.37
2023-07-26,827.37
2023-07-27,826.27
2023-07-28,811.74
2023-07-31,834.91
2023-08-01,843.24
2023-08-02,845.71
2023-08-03,856.24
2023-08-04,843.26
2023-08-07,853.99
2023-08-08,846.65
2023-08-09,843.74
2023-08-10,838.92
2023-08-11,835.83
2023-08-14,824.22
2023-08-15,814.38
2023-08-16,814.8
2023-08-17,808.71
2023-08-18,808.18
2023-08-21,811.07
2023-08-22,809.92
2023-08-23,824.49
2023-08-24,819.63
2023-08-25,810.72
2023-08-28,817.8
2023-08-29,812.16
2023-08-30,818.24
2023-08-31,816.58
2023-09-01,818.18
2023-09-04,821.37
2023-09-05,816.47
2023-09-06,818.89
2023-09-08,804.89
2023-09-11,808.49
2023-09-12,814.67
2023-09-13,807.08
2023-09-14,808.21
2023-09-15,825.15
2023-09-18,831.19
2023-09-19,838.98
2023-09-20,821.58
2023-09-21,815.95
2023-09-22,800.08
2023-09-25,798.61
2023-09-26,796.19
2023-09-27,800.23
2023-09-28,792.13
2023-09-29,779.9
2023-10-02,797.38
2023-10-03,804.04
2023-10-04,799.22
2023-10-05,797.63
2023-10-06,802.84
2023-10-09,804.84
2023-10-10,801.77
2023-10-11,800.47
2023-10-13,819.47
2023-10-16,824.5
2023-10-17,826.89
2023-10-18,832.86
2023-10-19,857.6
2023-10-20,860.54
2023-10-23,871.59
2023-10-24,875.97
2023-10-25,850.91
2023-10-26,847.84
2023-10-27,841.65
2023-10-30,836.98
2023-10-31,863.24
2023-11-01,836.59
2023-11-03,862.18
2023-11-06,871.52
2023-11-07,869.72
2023-11-08,890.14
2023-11-09,896.75
2023-11-10,888.46
2023-11-13,902.96
2023-11-14,896.59
2023-11-16,901.44
2023-11-17,879.03
2023-11-20,891.73
2023-11-21,890.91
2023-11-22,885.95
2023-11-23,885.22
2023-11-24,889.39
2023-11-27,876.73
2023-11-28,901.6
2023-11-29,898.36
2023-11-30,944.81
2023-12-01,942.08
2023-12-04,938.55
2023-12-05,951.85
2023-12-06,919.54
2023-12-07,932.25
2023-12-08,926.14
2023-12-11,955.82
2023-12-12,952.78
2023-12-13,988.32
2023-12-14,994.05
2023-12-15,999.29
2023-12-18,999.18
2023-12-19,1016.89
2023-12-20,992.05
2023-12-21,999.11
2023-12-22,990.17
2023-12-26,999.76
2023-12-27,1007.36
2023-12-28,1009.47
2024-01-02,1003.74
2024-01-03,994.0
2024-01-04,990.46
2024-01-05,981.67
2024-01-08,973.26
2024-01-09,989.1
2024-01-10,980.32
2024-01-11,984.43
2024-01-12,971.32
2024-01-15,969.42
2024-01-16,988.25
2024-01-17,965.4
2024-01-18,962.99
2024-01-19,983.26
2024-01-22,1007.83
2024-01-23,1015.15
2024-01-24,994.61
2024-01-25,986.11
2024-01-26,1010.84
2024-01-29,1004.93
2024-01-30,1018.78
2024-01-31,1018.13
2024-02-01,1013.29
2024-02-02,1014.93
2024-02-05,1010.85
2024-02-06,1001.29
2024-02-07,1015.99
2024-02-08,1011.09
2024-02-09,1027.9
2024-02-14,1003.67
2024-02-15,1010.9
2024-02-16,1013.91
2024-02-19,1016.28
2024-02-20,1017.63
2024-02-21,1019.71
2024-02-22,1002.32
2024-02-23,995.67
2024-02-26,992.26
2024-02-27,996.92
2024-02-28,996.86
2024-02-29,1007.27
2024-03-01,996.52
2024-03-04,1015.63
2024-03-05,1006.64
2024-03-06,1010.34
2024-03-07,1039.45
2024-03-08,1018.32
2024-03-11,1004.75
2024-03-12,1008.51
2024-03-13,1004.82
2024-03-14,1000.94
2024-03-15,1006.16
2024-03-18,1002.65
2024-03-19,1003.98
2024-03-20,1004.36
2024-03-21,1019.97
2024-03-22,1020.95
2024-03-25,1020.86
2024-03-26,1026.04
2024-03-27,1037.78
2024-03-28,1029.67
2024-04-01,1044.09
2024-04-02,1075.45
2024-04-03,1106.64
2024-04-04,1117.88
2024-04-05,1139.89
2024-04-08,1150.75
2024-04-09,1147.66
2024-04-10,1158.75
2024-04-11,1183.14
2024-04-12,1216.7
2024-04-15,1244.88
2024-04-16,1284.98
2024-04-17,1342.18
2024-04-18,1319.73
2024-04-19,1306.6
2024-04-22,1275.58
2024-04-23,1249.8
2024-04-24,1273.77
2024-04-25,1291.88
2024-04-26,1260.03
2024-04-29,1277.47
2024-04-30,1247.84
2024-05-02,1161.95
2024-05-03,1141.86
2024-05-06,1098.39
2024-05-07,1093.08
2024-05-08,1096.61
2024-05-09,1115.55
2024-05-10,1125.17
2024-05-13,1115.76
2024-05-14,1124.78
2024-05-15,1124.6
2024-05-16,1124.07
2024-05-17,1155.64
2024-05-20,1166.14
2024-05-21,1211.97
2024-05-22,1240.78
2024-05-23,1224.54
2024-05-24,1234.07
2024-05-27,1231.04
2024-05-28,1300.27
2024-05-29,1311.58
2024-05-31,1286.07
2024-06-03,1302.29
2024-06-04,1339.01
2024-06-05,1335.41
2024-06-06,1354.85
2024-06-07,1317.07
2024-06-10,1324.53
2024-06-11,1322.03
2024-06-12,1331.66
2024-06-13,1351.9
2024-06-14,1340.74
2024-06-17,1348.56
2024-06-18,1354.53
2024-06-19,1355.81
2024-06-20,1374.09
2024-06-21,1352.29
2024-06-24,1399.25
2024-06-25,1375.71
2024-06-26,1365.29
2024-06-27,1368.47
2024-06-28,1370.81
2024-07-01,1361.92
2024-07-02,1382.86
2024-07-03,1364.79
2024-07-04,1361.59
2024-07-05,1389.75
2024-07-08,1402.49
2024-07-09,1455.34
2024-07-10,1429.22
2024-07-11,1446.79
2024-07-12,1460.32
2024-07-15,1443.05
2024-07-16,1441.85
2024-07-17,1444.95
2024-07-18,1451.58
2024-07-19,1430.13
2024-07-22,1448.8
2024-07-23,1441.85
2024-07-24,1417.7
2024-07-25,1425.1
2024-07-26,1409.05
2024-07-29,1408.76
2024-07-30,1419.69
2024-07-31,1415.91
2024-08-01,1407.69
2024-08-02,1427.76
2024-08-05,1413.59
2024-08-06,1430.29
2024-08-07,1454.52
2024-08-08,1458.09
2024-08-09,1402.89
2024-08-12,1431.21
2024-08-13,1395.71
2024-08-14,1400.95
2024-08-15,1408.08
2024-08-16,1424.43
2024-08-19,1428.43
2024-08-20,1437.34
2024-08-21,1437.45
2024-08-22,1435.29
2024-08-23,1432.53
2024-08-26,1434.85
2024-08-27,1459.67
2024-08-28,1478.5
2024-08-29,1442.72
2024-08-30,1448.24
2024-09-02,1444.69
2024-09-03,1439.65
2024-09-04,1443.45
2024-09-05,1439.95
2024-09-06,1413.7
2024-09-09,1443.5
2024-09-10,1450.29
2024-09-11,1451.89
2024-09-12,1468.6
2024-09-13,1483.12
2024-09-16,1492.24
2024-09-17,1496.77
2024-09-18,1494.18
2024-09-19,1485.84
2024-09-20,1460.14
2024-09-23,1487.93
2024-09-24,1507.17
2024-09-25,1505.43
2024-09-26,1517.34
2024-09-27,1496.57
2024-09-30,1504.98
2024-10-01,1493.95
2024-10-02,1469.65
2024-10-03,1456.44
2024-10-04,1457.78
2024-10-07,1418.11
2024-10-08,1434.01
2024-10-09,1442.01
2024-10-10,1476.66
2024-10-11,1478.89
2024-10-14,1504.25
2024-10-15,1515.43
2024-10-16,1522.49
2024-10-17,1505.74
2024-10-18,1527.54
2024-10-21,1497.06
2024-10-22,1497.39
2024-10-23,1506.39
2024-10-24,1495.43
2024-10-25,1500.2
2024-10-28,1517.69
2024-10-29,1511.64
2024-10-30,1519.13
2024-10-31,1525.36
2024-11-01,1516.17
2024-11-04,1526.08
2024-11-05,1556.23
2024-11-06,1540.6
2024-11-07,1592.18
2024-11-08,1592.83
2024-11-11,1594.2
2024-11-12,1633.02
2024-11-13,1698.83
2024-11-14,1755.95
2024-11-18,1805.68
2024-11-19,1813.1
2024-11-21,1907.06
2024-11-22,1942.03
2024-11-25,1989.64
2024-11-26,2025.25
2024-11-27,2076.94
2024-11-28,2090.65
2024-11-29,2098.06
2024-12-02,2024.85
2024-12-03,1993.44
2024-12-04,2019.44
2024-12-05,2059.02
2024-12-06,2115.1
2024-12-09,2159.48
2024-12-10,2199.09
2024-12-11,2143.79
2024-12-12,2142.3
2024-12-13,2141.91
2024-12-16,2155.75
2024-12-17,2178.34
2024-12-18,2221.59
2024-12-19,2236.68
2024-12-20,2236.76
2024-12-23,2230.14
2024-12-26,2220.55
2024-12-27,2235.8
2024-12-30,2228.79
2025-01-02,2241.9
2025-01-03,2233.34
2025-01-06,2239.58
2025-01-07,2234.26
2025-01-08,2255.69
2025-01-09,2265.21
2025-01-10,2287.88
2025-01-13,2308.34
2025-01-14,2276.01
2025-01-15,2316.65
2025-01-16,2286.51
2025-01-17,2316.16
2025-01-20,2308.76
2025-01-21,2315.53
2025-01-22,2359.45
2025-01-23,2398.06
2025-01-24,2387.85
2025-01-27,2397.58
2025-01-28,2412.41
2025-01-29,2467.71
2025-01-30,2506.02
2025-01-31,2508.18
2025-02-03,2565.86
2025-02-04,2560.36
2025-02-05,2617.72
2025-02-06,2666.28
2025-02-07,2654.96
2025-02-10,2738.95
2025-02-11,2729.87
2025-02-12,2769.45
2025-02-13,2766.37
2025-02-14,2731.16
2025-02-17,2698.73
2025-02-18,2663.83
2025-02-19,2700.86
2025-02-20,2627.64
2025-02-21,2588.42
2025-02-24,2545.3
2025-02-25,2494.76
2025-02-26,2480.83
2025-02-27,2472.31
2025-02-28,2482.22
2025-03-05,2612.63
2025-03-06,2543.07
2025-03-07,2514.82
2025-03-10,2525.06
2025-03-11,2561.17
2025-03-12,2532.4
2025-03-13,2541.58
2025-03-14,2494.82
2025-03-17,2520.22
2025-03-18,2509.06
2025-03-19,2529.28
2025-03-20,2548.18
2025-03-21,2553.66
2025-03-24,2579.6
2025-03-25,2609.91
2025-03-26,2597.83
2025-03-27,2544.62
2025-03-28,2510.47
2025-03-31,2521.21
2025-04-01,2559.28
2025-04-02,2561.84
2025-04-03,2546.39
2025-04-04,2508.41
2025-04-07,2430.27
2025-04-08,2402.18
2025-04-09,2389.03
