DATE,BR_ETHANOL_ANHYDROUS_SP_PRICE
2024-03-22,2.4075
2024-03-28,2.4696
2024-04-05,2.7043
2024-04-12,2.6458
2024-04-19,2.7548
2024-04-26,2.7175
2024-05-03,2.653
2024-05-10,2.6887
2024-05-17,2.6572
2024-05-24,2.6231
2024-05-31,2.6227
2024-06-07,2.617
2024-06-14,2.634
2024-06-21,2.7204
2024-06-28,2.7348
2024-07-05,2.9077
2024-07-12,3.0809
2024-07-19,3.0508
2024-07-26,2.9592
2024-08-02,2.9441
2024-08-09,3.0121
2024-08-16,2.9473000000000003
2024-08-23,2.9342
2024-08-30,2.9169
2024-09-06,2.9358
2024-09-13,2.8551
2024-09-20,2.7696
2024-09-27,2.7763
2024-10-04,2.7425
2024-10-11,2.7572
2024-10-18,2.8847
2024-10-25,2.8749
2024-11-01,2.9151
2024-11-08,2.9186
2024-11-14,2.8783
2024-11-22,2.9157
2024-11-29,2.8184
2024-12-06,2.9291
2024-12-13,2.9481
2024-12-20,3.0139
2024-12-27,3.0091
2025-01-03,3.0339
2025-01-10,3.1002
2025-01-17,3.136
2025-01-24,3.2074
2025-01-31,3.221
2025-02-07,3.2882
2025-02-14,3.2604
2025-02-21,3.178
2025-02-28,3.2556
2025-03-07,3.2491
2025-03-14,3.2449
2025-03-21,3.1906
2025-03-28,3.0782
2025-04-04,3.1591
