WeekEnd Date  ,National Prime,National Choice,National Select,National Other,Reg 1-5 Prime,Reg 1-5 Choice,Reg 1-5 Select,Reg 1-5 Other,Reg 6 Prime,Reg 6 Choice,Reg 6 Select,Reg 6 Other,Reg 7-8 Prime,Reg 7-8 Choice,Reg 7-8 Select,Reg 7-8 Other,Region 9-10 Prime,Region 9-10 Choice,Region 9-10 Select,Region 9-10 Other,Nebraska Prime,Nebraska Choice,Nebraska Select,Nebraska Other,Kansas Prime,Kansas Choice,Kansas Select,Kansas Other,Texas Prime,Texas Choice,Texas Select,Texas Other,YG 1,YG 2,YG 3,YG 4,YG 5,YG 1-5,No YG,% Fed Cattle YG,Upper 2/3 Choice,Schedule GLA,Class Total Reg 1-5,Steer Reg 1-5,Heifer Reg 1-5,Dairy Cow Reg 1-5,Other Cow Reg 1-5,Bulls Reg 1-5,Class Total Reg 6,Steer Reg 6,Heifer Reg 6,Dairy Cow Reg 6,Other Cow Reg 6,Bulls Reg 6,Class Total Reg 7-8,Steer Reg 7-8,Heifer Reg 7-8,Dairy Cow Reg 7-8,Other Cow Reg 7-8,Bulls Reg 7-8,Class Total Reg 9-10,Steer Reg 9-10,Heifer Reg 9-10,Dairy Cow Reg 9-10,Other Cow Reg 9-10,Bulls Reg 9-10,Total %,Total Steer %,Total Heifer %,Total Dairy Cow %,Total Other Cow %,Total Bulls %,Total Head,Total Steer Head,Total Heifer Head,Total Dairy Cow Head,Total Other Cow Head,Total Bull Head
5/14/2022,9.14%,72.62%,15.12%,3.13%,16.05%,70.64%,10.26%,3.05%,3.90%,64.54%,29.09%,2.47%,8.68%,75.19%,13.08%,3.06%,15.70%,71.53%,7.61%,5.16%,9.38%,75.46%,11.33%,3.83%,6.21%,75.18%,15.50%,3.10%,3.90%,64.54%,29.09%,2.47%,,,,,,,,,31.47%,70.85%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/21/2022,9.25%,72.38%,15.22%,3.16%,15.85%,70.40%,10.66%,3.08%,4.08%,65.68%,27.76%,2.48%,8.96%,74.44%,13.47%,3.14%,14.65%,73.27%,7.23%,4.85%,9.30%,73.40%,12.90%,4.41%,7.15%,74.84%,15.21%,2.81%,4.08%,65.68%,27.76%,2.48%,,,,,,,,,31.67%,69.67%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/28/2022,8.60%,72.18%,15.99%,3.23%,16.13%,68.17%,11.10%,4.60%,4.42%,65.24%,28.23%,2.10%,7.78%,74.96%,14.43%,2.83%,14.45%,70.22%,8.45%,6.88%,7.18%,74.70%,14.40%,3.72%,6.14%,75.02%,16.05%,2.79%,4.42%,65.24%,28.23%,2.10%,,,,,,,,,30.60%,70.07%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/4/2022,8.13%,73.08%,15.84%,2.95%,15.03%,69.51%,11.16%,4.30%,4.44%,66.02%,27.60%,1.94%,7.33%,75.73%,14.33%,2.61%,14.80%,70.76%,8.18%,6.26%,7.20%,75.07%,14.12%,3.61%,6.09%,75.62%,15.87%,2.42%,4.44%,66.02%,27.60%,1.94%,,,,,,,,,31.56%,70.21%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/11/2022,7.83%,72.47%,16.76%,2.94%,13.71%,70.16%,12.27%,3.85%,4.26%,62.76%,30.09%,2.89%,7.14%,75.76%,14.63%,2.47%,14.61%,69.89%,9.72%,5.78%,6.85%,74.98%,15.19%,2.99%,5.99%,76.02%,15.24%,2.75%,4.26%,62.76%,30.09%,2.89%,,,,,,,,,30.60%,71.19%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/18/2022,8.00%,71.68%,16.97%,3.36%,14.12%,69.43%,12.24%,4.22%,4.63%,64.60%,27.98%,2.80%,7.20%,74.09%,15.72%,2.99%,14.56%,70.65%,8.47%,6.32%,7.06%,73.01%,15.81%,4.12%,6.30%,75.11%,16.12%,2.46%,4.63%,64.60%,27.98%,2.80%,,,,,,,,,30.32%,69.26%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/25/2022,7.96%,72.60%,16.10%,3.34%,12.96%,70.68%,11.73%,4.63%,5.06%,64.66%,27.46%,2.82%,7.22%,75.34%,14.63%,2.80%,14.20%,69.70%,8.83%,7.27%,6.43%,73.99%,15.83%,3.75%,6.90%,75.38%,15.09%,2.63%,5.06%,64.66%,27.46%,2.82%,,,,,,,,,31.35%,68.21%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/2/2022,7.51%,73.16%,16.26%,3.07%,14.02%,70.40%,11.80%,3.78%,4.92%,66.10%,26.51%,2.48%,6.52%,75.61%,15.07%,2.80%,12.78%,72.69%,9.03%,5.50%,6.24%,74.08%,16.16%,3.52%,5.77%,75.74%,15.65%,2.84%,4.92%,66.10%,26.51%,2.48%,,,,,,,,,31.14%,70.13%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/9/2022,7.92%,74.07%,15.25%,2.76%,14.09%,70.85%,11.04%,4.02%,4.90%,68.16%,24.64%,2.30%,6.75%,76.61%,14.33%,2.30%,15.97%,70.24%,8.06%,5.72%,5.78%,75.75%,15.46%,3.01%,6.36%,76.23%,15.14%,2.27%,4.90%,68.16%,24.64%,2.30%,,,,,,,,,31.42%,72.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/16/2022,7.69%,73.33%,16.14%,2.85%,13.76%,70.49%,10.98%,4.77%,3.99%,64.13%,29.13%,2.75%,6.94%,76.41%,14.35%,2.30%,15.54%,71.68%,7.29%,5.50%,6.27%,75.63%,15.19%,2.91%,6.60%,76.10%,14.87%,2.44%,3.99%,64.13%,29.13%,2.75%,,,,,,,,,32.48%,71.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/23/2022,7.68%,72.39%,16.06%,3.87%,14.41%,70.16%,10.99%,4.44%,4.67%,64.76%,27.52%,3.05%,6.58%,74.72%,14.97%,3.73%,14.27%,71.91%,8.01%,5.81%,5.18%,73.73%,15.36%,5.73%,6.05%,74.61%,16.27%,3.07%,4.67%,64.76%,27.52%,3.05%,,,,,,,,,29.98%,68.64%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/30/2022,7.63%,72.37%,16.85%,3.15%,13.44%,70.93%,11.00%,4.64%,3.83%,62.95%,30.05%,3.17%,6.98%,75.21%,15.12%,2.69%,14.09%,71.89%,9.09%,4.94%,5.76%,75.51%,15.71%,3.02%,6.27%,74.50%,16.09%,3.14%,3.83%,62.95%,30.05%,3.17%,,,,,,,,,30.36%,71.82%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/6/2022,7.54%,72.67%,16.63%,3.17%,12.48%,72.07%,12.27%,3.18%,4.28%,64.15%,28.55%,3.02%,7.01%,75.24%,14.84%,2.90%,13.39%,71.36%,9.52%,5.72%,5.68%,74.32%,16.15%,3.85%,6.54%,75.41%,15.25%,2.80%,4.28%,64.15%,28.55%,3.02%,,,,,,,,,30.69%,69.06%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2022,7.60%,72.95%,15.98%,3.48%,11.38%,71.56%,12.28%,4.78%,4.91%,64.44%,27.59%,3.07%,7.33%,74.90%,14.70%,3.08%,10.26%,73.50%,10.24%,5.99%,6.51%,75.27%,14.86%,3.36%,6.45%,73.88%,16.41%,3.26%,4.91%,64.44%,27.59%,3.07%,,,,,,,,,30.01%,69.43%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/20/2022,7.65%,71.99%,16.56%,3.80%,13.17%,68.90%,10.86%,7.07%,3.88%,62.62%,30.00%,3.51%,7.26%,74.66%,14.90%,3.18%,12.49%,73.28%,8.49%,5.74%,6.05%,74.79%,15.24%,3.92%,6.28%,74.17%,16.27%,3.29%,3.88%,62.62%,30.00%,3.51%,,,,,,,,,29.77%,69.43%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/27/2022,7.66%,71.90%,16.93%,3.51%,12.14%,72.05%,11.81%,4.00%,4.11%,61.36%,30.78%,3.74%,7.34%,74.69%,14.81%,3.16%,13.12%,73.58%,8.16%,5.14%,6.86%,74.86%,14.98%,3.30%,6.02%,73.94%,16.35%,3.69%,4.11%,61.36%,30.78%,3.74%,,,,,,,,,29.28%,70.27%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/3/2022,7.67%,71.06%,16.90%,4.37%,12.90%,68.86%,11.56%,6.69%,3.97%,60.58%,31.88%,3.57%,7.18%,73.84%,14.87%,4.12%,13.14%,72.85%,8.72%,5.29%,7.15%,74.37%,15.36%,3.13%,5.94%,74.12%,16.09%,3.84%,3.97%,60.58%,31.88%,3.57%,,,,,,,,,27.92%,69.39%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/10/2022,7.75%,71.35%,16.96%,3.93%,11.95%,68.13%,11.91%,8.01%,3.46%,60.79%,31.98%,3.77%,7.79%,74.50%,14.50%,3.20%,12.38%,74.15%,8.04%,5.43%,7.44%,73.83%,14.54%,4.19%,6.99%,74.14%,15.76%,3.11%,3.46%,60.79%,31.98%,3.77%,,,,,,,,,28.33%,68.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/17/2022,7.61%,71.11%,17.39%,3.89%,13.90%,71.39%,10.49%,4.22%,3.79%,60.72%,31.68%,3.82%,7.09%,73.75%,15.60%,3.55%,12.29%,72.46%,9.06%,6.19%,7.53%,73.13%,15.00%,4.34%,6.16%,72.84%,17.22%,3.77%,3.79%,60.72%,31.68%,3.82%,,,,,,,,,26.34%,68.73%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/24/2022,8.01%,71.05%,17.03%,3.90%,13.36%,69.36%,12.83%,4.44%,3.68%,58.60%,33.54%,4.19%,7.94%,73.98%,14.63%,3.45%,11.17%,72.52%,9.66%,6.65%,8.03%,74.57%,13.71%,3.69%,7.08%,72.68%,16.20%,4.05%,3.68%,58.60%,33.54%,4.19%,,,,,,,,,29.17%,70.94%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/2022,8.07%,71.45%,16.82%,3.66%,13.24%,71.09%,11.24%,4.44%,3.44%,61.10%,32.05%,3.41%,7.94%,73.96%,14.71%,3.39%,12.67%,73.75%,8.24%,5.33%,8.07%,73.76%,13.97%,4.19%,6.79%,73.26%,16.37%,3.58%,3.44%,61.10%,32.05%,3.41%,,,,,,,,,27.79%,69.01%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/8/2022,8.17%,71.42%,16.96%,3.46%,14.30%,72.63%,9.38%,3.69%,3.51%,60.10%,33.31%,3.08%,8.00%,73.82%,14.80%,3.38%,12.08%,74.04%,9.19%,4.68%,8.00%,73.90%,13.84%,4.26%,6.60%,72.77%,17.18%,3.44%,3.51%,60.10%,33.31%,3.08%,,,,,,,,,28.96%,70.54%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/15/2022,8.35%,71.77%,16.38%,3.50%,13.98%,69.67%,10.45%,5.90%,3.52%,61.70%,32.19%,2.59%,8.23%,74.24%,14.29%,3.23%,12.32%,73.59%,9.32%,4.76%,8.38%,74.25%,13.31%,4.06%,6.83%,72.79%,16.98%,3.41%,3.52%,61.70%,32.19%,2.59%,,,,,,,,,28.03%,69.11%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/22/2022,8.12%,71.95%,16.18%,3.76%,12.18%,69.97%,12.83%,5.02%,3.31%,62.61%,31.67%,2.41%,8.57%,74.30%,13.52%,3.61%,10.10%,74.02%,9.49%,6.39%,8.87%,73.61%,13.27%,4.26%,6.86%,75.16%,14.67%,3.31%,3.31%,62.61%,31.67%,2.41%,,,,,,,,,27.92%,69.99%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/29/2022,8.39%,71.90%,16.30%,3.41%,13.53%,70.48%,11.41%,4.57%,3.48%,62.48%,31.64%,2.40%,8.49%,74.10%,14.15%,3.26%,12.09%,74.67%,7.88%,5.37%,9.16%,73.42%,13.68%,3.74%,6.90%,74.27%,15.15%,3.69%,3.48%,62.48%,31.64%,2.40%,,,,,,,,,28.10%,71.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/5/2022,8.70%,71.03%,16.50%,3.77%,13.50%,70.29%,11.14%,5.07%,3.68%,62.12%,31.65%,2.55%,8.74%,73.21%,14.38%,3.67%,13.49%,72.38%,8.32%,5.82%,9.74%,72.77%,13.75%,3.74%,6.63%,72.41%,16.48%,4.48%,3.68%,62.12%,31.65%,2.55%,,,,,,,,,30.23%,69.55%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/12/2022,9.05%,73.62%,14.90%,2.43%,14.76%,70.94%,10.09%,4.22%,4.04%,63.74%,28.43%,3.79%,9.00%,76.28%,13.48%,1.24%,12.35%,73.76%,6.43%,7.46%,10.10%,73.26%,12.73%,3.91%,7.19%,74.58%,15.03%,3.20%,4.04%,63.74%,28.43%,3.79%,,,,,,,,,29.44%,69.78%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/19/2022,9.06%,71.96%,15.53%,3.45%,13.49%,68.28%,11.82%,6.41%,4.16%,64.64%,28.96%,2.25%,9.16%,73.93%,13.88%,3.03%,12.96%,74.31%,6.84%,5.89%,9.65%,72.28%,14.11%,3.97%,7.04%,75.28%,14.90%,2.79%,4.16%,64.64%,28.96%,2.25%,,,,,,,,,29.09%,71.54%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/26/2022,8.77%,73.33%,14.98%,2.93%,13.61%,70.83%,11.64%,3.92%,4.46%,66.74%,27.05%,1.74%,8.77%,75.20%,13.19%,2.84%,12.83%,74.92%,7.14%,5.11%,9.60%,74.58%,12.47%,3.35%,6.76%,75.83%,14.60%,2.81%,4.47%,66.77%,27.05%,1.71%,,,,,,,,,28.60%,68.58%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/3/2022,8.84%,72.40%,15.33%,3.42%,14.00%,70.63%,10.67%,4.70%,4.14%,65.65%,27.80%,2.41%,8.75%,74.07%,13.83%,3.34%,13.40%,74.28%,7.56%,4.75%,9.57%,72.66%,13.32%,4.45%,6.73%,75.44%,14.98%,2.86%,4.15%,65.72%,27.81%,2.33%,,,,,,,,,28.46%,71.01%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/10/2022,9.22%,72.98%,14.20%,3.60%,14.61%,71.17%,10.07%,4.15%,4.68%,68.65%,24.56%,2.11%,8.99%,74.16%,13.12%,3.73%,13.86%,74.64%,6.54%,4.95%,10.98%,71.97%,12.17%,4.89%,6.78%,77.01%,13.82%,2.39%,4.69%,68.67%,24.54%,2.10%,,,,,,,,,32.14%,70.56%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/17/2022,9.50%,73.50%,13.94%,3.06%,15.19%,69.66%,11.11%,4.04%,5.00%,68.04%,24.83%,2.13%,9.22%,75.25%,12.62%,2.91%,12.99%,75.14%,7.24%,4.63%,10.09%,73.38%,12.61%,3.92%,6.67%,77.52%,13.22%,2.59%,4.99%,68.09%,24.84%,2.09%,,,,,,,,,28.05%,69.92%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/24/2022,9.22%,73.76%,13.79%,3.23%,14.24%,70.46%,11.38%,3.92%,5.10%,68.22%,24.68%,2.00%,8.88%,75.60%,12.39%,3.13%,13.69%,74.90%,5.97%,5.43%,9.50%,73.37%,13.04%,4.10%,7.36%,77.62%,12.12%,2.89%,5.10%,68.22%,24.68%,2.00%,,,,,,,,,29.30%,70.97%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/2022,9.04%,74.56%,13.34%,3.06%,13.67%,72.24%,10.28%,3.81%,4.77%,68.60%,24.67%,1.96%,8.82%,76.59%,11.93%,2.66%,13.88%,73.12%,5.58%,7.43%,10.00%,73.86%,12.39%,3.75%,6.64%,78.67%,12.20%,2.49%,4.77%,68.60%,24.67%,1.96%,,,,,,,,,30.51%,71.86%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/7/2023,8.69%,74.71%,13.64%,2.96%,14.79%,71.06%,9.76%,4.38%,4.60%,67.23%,26.03%,2.15%,8.32%,77.03%,11.75%,2.90%,13.39%,76.03%,6.99%,3.59%,9.38%,74.77%,11.89%,3.96%,6.58%,79.20%,11.70%,2.52%,4.60%,67.23%,26.03%,2.15%,,,,,,,,,29.81%,72.69%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/14/2023,9.02%,74.80%,13.18%,2.99%,14.65%,70.69%,10.37%,4.29%,5.03%,66.66%,25.91%,2.40%,8.72%,77.25%,11.29%,2.74%,12.72%,75.44%,7.16%,4.68%,9.72%,74.65%,11.89%,3.74%,7.17%,79.39%,10.92%,2.52%,5.03%,66.66%,25.91%,2.40%,,,,,,,,,30.21%,70.02%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/21/2023,9.03%,74.72%,13.20%,3.05%,15.13%,69.73%,10.58%,4.55%,4.53%,68.56%,24.62%,2.29%,8.88%,77.00%,11.31%,2.81%,12.99%,75.15%,7.05%,4.81%,9.80%,74.50%,11.60%,4.10%,7.43%,79.43%,10.85%,2.29%,4.53%,68.56%,24.62%,2.29%,,,,,,,,,31.20%,71.66%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/28/2023,9.27%,75.37%,12.47%,2.89%,15.01%,71.46%,9.49%,4.03%,5.46%,68.70%,24.00%,1.84%,8.77%,77.54%,10.82%,2.87%,13.85%,74.85%,7.62%,3.67%,10.22%,75.12%,11.02%,3.63%,7.06%,79.79%,10.70%,2.44%,5.46%,68.70%,24.00%,1.84%,,,,,,,,,32.54%,73.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2023,9.11%,74.87%,12.27%,3.74%,14.49%,71.74%,9.92%,3.85%,4.98%,68.95%,24.13%,1.94%,8.93%,76.80%,10.19%,4.08%,13.39%,75.09%,6.87%,4.65%,10.06%,72.87%,10.76%,6.31%,7.38%,80.03%,9.90%,2.69%,4.98%,68.95%,24.13%,1.94%,,,,,,,,,33.04%,73.63%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/11/2023,9.60%,75.49%,11.86%,3.05%,15.04%,71.28%,10.45%,3.23%,5.64%,69.71%,22.77%,1.88%,9.42%,77.16%,10.38%,3.03%,12.15%,77.06%,5.89%,4.90%,10.65%,74.78%,10.46%,4.10%,7.46%,79.63%,10.06%,2.86%,5.64%,69.71%,22.77%,1.88%,,,,,,,,,33.12%,73.41%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/18/2023,9.24%,75.23%,12.31%,3.22%,15.14%,71.39%,9.26%,4.21%,5.01%,68.93%,23.91%,2.16%,9.18%,77.42%,10.50%,2.91%,12.06%,74.58%,6.64%,6.72%,10.83%,74.69%,10.69%,3.79%,6.70%,79.83%,10.71%,2.77%,5.01%,68.93%,23.91%,2.16%,,,,,,,,,33.93%,73.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/25/2023,9.65%,75.17%,12.10%,3.08%,14.07%,70.98%,10.64%,4.31%,4.90%,67.90%,25.06%,2.14%,9.74%,77.38%,9.79%,3.09%,13.87%,77.15%,5.30%,3.68%,10.77%,74.74%,10.24%,4.25%,8.49%,80.12%,8.69%,2.70%,4.90%,67.90%,25.06%,2.14%,,,,,,,,,33.82%,70.77%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/4/2023,9.82%,75.21%,11.97%,3.00%,14.10%,71.84%,10.75%,3.31%,4.92%,67.94%,24.71%,2.43%,9.72%,77.30%,9.78%,3.20%,15.91%,76.75%,5.19%,2.14%,11.34%,75.33%,9.00%,4.33%,8.27%,78.75%,10.14%,2.83%,4.92%,67.94%,24.71%,2.43%,,,,,,,,,35.05%,73.69%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/11/2023,10.07%,74.88%,11.83%,3.22%,14.37%,70.95%,11.19%,3.49%,4.66%,68.87%,24.21%,2.26%,9.91%,77.09%,9.78%,3.22%,16.30%,74.25%,4.81%,4.64%,11.81%,74.78%,8.79%,4.63%,7.98%,78.41%,10.81%,2.80%,4.66%,68.87%,24.21%,2.26%,,,,,,,,,34.16%,73.84%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/18/2023,9.62%,74.79%,12.15%,3.43%,14.80%,70.62%,10.22%,4.36%,4.56%,66.48%,26.21%,2.75%,9.46%,77.44%,9.75%,3.34%,14.69%,75.36%,5.53%,4.42%,10.90%,75.87%,8.59%,4.64%,7.60%,78.28%,11.04%,3.07%,4.56%,66.48%,26.21%,2.75%,,,,,,,,,34.16%,71.64%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/25/2023,9.71%,74.03%,12.99%,3.27%,16.62%,70.33%,8.98%,4.07%,4.55%,60.98%,31.64%,2.83%,9.56%,77.43%,10.22%,2.79%,12.66%,74.27%,6.12%,6.94%,10.26%,76.15%,9.60%,3.99%,7.69%,78.28%,11.66%,2.37%,4.55%,60.98%,31.64%,2.83%,,,,,,,,,35.03%,70.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/2023,9.73%,74.37%,12.55%,3.36%,14.99%,70.20%,10.52%,4.30%,4.91%,65.47%,27.06%,2.55%,9.76%,77.37%,9.81%,3.07%,13.07%,74.55%,6.31%,6.07%,10.90%,75.61%,9.07%,4.42%,7.97%,78.53%,10.98%,2.52%,4.91%,65.47%,27.06%,2.55%,,,,,,,,,35.40%,74.54%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/8/2023,10.01%,73.55%,12.85%,3.58%,14.42%,71.34%,9.62%,4.63%,5.35%,64.58%,27.09%,2.98%,10.04%,76.26%,10.34%,3.36%,14.80%,73.58%,6.17%,5.46%,11.23%,74.42%,9.64%,4.71%,8.27%,76.92%,11.99%,2.81%,5.35%,64.58%,27.09%,2.98%,,,,,,,,,35.52%,72.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/15/2023,10.18%,73.48%,12.75%,3.59%,13.41%,72.11%,10.06%,4.42%,4.81%,65.47%,26.62%,3.10%,10.40%,75.74%,10.48%,3.37%,15.49%,74.05%,5.33%,5.12%,11.52%,74.39%,9.88%,4.22%,8.12%,76.22%,12.62%,3.05%,4.81%,65.47%,26.62%,3.10%,,,,,,,,,33.93%,70.24%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/22/2023,10.25%,73.11%,13.07%,3.56%,16.04%,70.04%,9.05%,4.86%,4.90%,65.35%,27.02%,2.72%,10.12%,75.62%,11.11%,3.15%,14.93%,72.52%,5.81%,6.75%,11.38%,74.71%,9.71%,4.20%,7.67%,75.74%,13.54%,3.05%,4.90%,65.35%,27.02%,2.72%,,,,,,,,,34.55%,73.14%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/29/2023,9.69%,73.70%,13.49%,3.12%,13.55%,72.32%,10.67%,3.45%,4.84%,65.10%,27.27%,2.79%,9.63%,75.92%,11.44%,3.01%,15.44%,74.66%,5.65%,4.25%,11.86%,74.18%,9.61%,4.34%,7.43%,76.81%,13.20%,2.57%,4.84%,65.10%,27.27%,2.79%,,,,,,,,,33.79%,70.46%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2023,9.81%,73.55%,13.46%,3.18%,13.56%,70.36%,11.86%,4.21%,5.02%,63.91%,28.30%,2.77%,9.89%,76.36%,10.75%,3.00%,14.47%,75.40%,5.96%,4.18%,10.99%,75.41%,9.91%,3.70%,8.21%,77.54%,11.36%,2.89%,5.02%,63.91%,28.30%,2.77%,,,,,,,,,34.46%,71.42%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2023,9.56%,73.07%,14.07%,3.31%,15.24%,70.35%,10.23%,4.19%,4.88%,63.65%,28.56%,2.91%,9.37%,75.55%,11.92%,3.16%,14.02%,75.38%,6.31%,4.29%,10.81%,74.32%,10.93%,3.94%,7.38%,76.33%,13.04%,3.26%,4.88%,63.65%,28.56%,2.91%,,,,,,,,,33.42%,72.24%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/20/2023,9.51%,72.60%,14.73%,3.16%,15.17%,70.39%,11.23%,3.20%,5.38%,65.97%,26.14%,2.51%,9.15%,74.24%,13.40%,3.21%,13.70%,74.97%,7.44%,3.89%,9.89%,73.46%,12.59%,4.06%,7.41%,75.38%,14.12%,3.08%,5.38%,65.97%,26.14%,2.51%,,,,,,,,,33.12%,70.42%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/27/2023,9.33%,72.11%,15.24%,3.32%,14.84%,70.27%,11.96%,2.93%,4.66%,64.42%,28.06%,2.86%,9.38%,73.89%,13.42%,3.32%,12.68%,75.45%,7.23%,4.63%,9.84%,72.82%,12.79%,4.55%,7.52%,75.06%,14.32%,3.10%,4.66%,64.42%,28.06%,2.86%,,,,,,,,,32.68%,73.35%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/3/2023,9.06%,72.50%,15.19%,3.24%,16.34%,70.91%,9.41%,3.34%,4.95%,64.09%,28.19%,2.77%,8.84%,74.76%,13.19%,3.21%,12.42%,74.92%,8.26%,4.40%,8.74%,72.87%,14.70%,3.69%,7.62%,76.25%,13.41%,2.72%,4.95%,64.09%,28.19%,2.77%,,,,,,,,,32.95%,70.82%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/10/2023,9.03%,72.06%,15.71%,3.20%,15.92%,69.63%,11.08%,3.37%,4.68%,64.81%,27.41%,3.10%,8.78%,73.80%,14.31%,3.11%,12.18%,75.54%,8.35%,3.93%,9.83%,72.87%,13.59%,3.70%,6.64%,74.86%,15.33%,3.17%,4.68%,64.81%,27.41%,3.10%,,,,,,,,,32.79%,70.96%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/17/2023,8.87%,71.68%,16.07%,3.38%,15.66%,71.21%,10.07%,3.06%,4.85%,61.17%,29.19%,4.79%,8.51%,73.57%,14.92%,2.99%,12.58%,77.41%,6.07%,3.95%,8.57%,72.42%,15.16%,3.84%,6.72%,75.78%,14.67%,2.83%,4.85%,61.17%,29.19%,4.79%,,,,,,,,,32.59%,73.88%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/24/2023,8.40%,71.88%,16.26%,3.46%,14.04%,71.04%,10.17%,4.74%,5.16%,64.27%,26.72%,3.86%,7.98%,73.51%,15.47%,3.05%,12.29%,75.17%,8.03%,4.52%,7.84%,72.12%,15.88%,4.16%,7.52%,75.27%,14.61%,2.60%,5.16%,64.27%,26.72%,3.86%,,,,,,,,,32.61%,72.67%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
