Date,IOD
2014-04-07,0.653708
2014-04-14,0.460706
2014-04-21,0.240622
2014-04-28,-0.204988
2014-05-05,-0.062498
2014-05-12,-0.222775
2014-05-19,-0.191623
2014-05-26,-0.297563
2014-06-02,-0.132788
2014-06-09,-0.190181
2014-06-16,-0.294136
2014-06-23,-0.575136
2014-06-30,-0.740778
2014-07-07,-1.158631
2014-07-14,-1.160258
2014-07-21,-1.028143
2014-07-28,-0.751171
2014-08-04,-1.125834
2014-08-11,-0.923643
2014-08-18,-0.632137
2014-08-25,-0.619691
2014-09-01,-0.692323
2014-09-08,-0.365097
2014-09-15,-0.134434
2014-09-22,-0.006142
2014-09-29,-0.119625
2014-10-06,-0.314716
2014-10-13,-0.424308
2014-10-20,-0.454511
2014-10-27,-0.644041
2014-11-03,-0.215669
2014-11-10,-0.230516
2014-11-17,-0.36592
2014-11-24,-0.461997
2014-12-01,-0.596816
2014-12-08,-0.634593
2014-12-15,-0.607144
2014-12-22,-0.878354
2014-12-29,-1.112408
2015-01-05,-1.442138
2015-01-12,-1.21559
2015-01-19,-0.773301
2015-01-26,-0.072164
2015-02-02,0.144495
2015-02-09,0.384094
2015-02-16,0.409041
2015-02-23,0.366742
2015-03-02,0.264035
2015-03-09,0.247369
2015-03-16,0.246768
2015-03-23,0.347422
2015-03-30,0.322573
2015-04-06,0.922138
2015-04-13,0.737894
2015-04-20,0.434244
2015-04-27,0.05678
2015-05-04,0.421649
2015-05-11,0.429162
2015-05-18,0.022187
2015-05-25,-0.066068
2015-06-01,0.218668
2015-06-08,0.285689
2015-06-15,0.372996
2015-06-22,0.429953
2015-06-29,0.530376
2015-07-06,0.306695
2015-07-13,0.333914
2015-07-20,0.344611
2015-07-27,0.532626
2015-08-03,0.218908
2015-08-10,0.538386
2015-08-17,0.63414
2015-08-24,0.555184
2015-08-31,0.692397
2015-09-07,0.476026
2015-09-14,0.760201
2015-09-21,0.783829
2015-09-28,0.608026
2015-10-05,0.871196
2015-10-12,0.882747
2015-10-19,0.904003
2015-10-26,0.89163
2015-11-02,1.356977
2015-11-09,1.231997
2015-11-16,1.297681
2015-11-23,1.056284
2015-11-30,1.01435
2015-12-07,0.757504
2015-12-14,0.50261
2015-12-21,0.364469
2015-12-28,0.268308
2016-01-04,0.151113
2016-01-11,0.568571
2016-01-18,0.823221
2016-01-25,1.011929
2016-02-01,0.79804
2016-02-08,0.591364
2016-02-15,0.42519
2016-02-22,0.539092
2016-02-29,0.804077
2016-03-07,0.825453
2016-03-14,0.82591
2016-03-21,0.753954
2016-03-28,0.488376
2016-04-04,1.000444
2016-04-11,0.80251
2016-04-18,0.610927
2016-04-25,0.312108
2016-05-02,0.558917
2016-05-09,0.21935
2016-05-16,-0.228228
2016-05-23,-0.793398
2016-05-30,-1.25
2016-06-06,-1.455711
2016-06-13,-1.530708
2016-06-20,-1.633125
2016-06-27,-1.597586
2016-07-04,-1.648111
2016-07-11,-1.280136
2016-07-18,-1.158841
2016-07-25,-1.246023
2016-08-01,-1.690699
2016-08-08,-1.365915
2016-08-15,-1.196742
2016-08-22,-1.176888
2016-08-29,-1.296567
2016-09-05,-1.656475
2016-09-12,-1.766378
2016-09-19,-1.82154
2016-09-26,-1.933074
2016-10-03,-1.796488
2016-10-10,-1.741344
2016-10-17,-1.798814
2016-10-24,-1.791275
2016-10-31,-1.794025
2016-11-07,-1.521569
2016-11-14,-1.536724
2016-11-21,-1.494713
2016-11-28,-1.618017
2016-12-05,-1.690325
2016-12-12,-1.761123
2016-12-19,-1.766338
2016-12-26,-1.617318
2017-01-02,-1.903045
2017-01-09,-1.915119
2017-01-16,-1.778364
2017-01-23,-1.738837
2017-01-30,-1.638502
2017-02-06,-1.830181
2017-02-13,-1.631383
2017-02-20,-1.298133
2017-02-27,-1.121054
2017-03-06,-1.10883
2017-03-13,-1.09815
2017-03-20,-1.208217
2017-03-27,-1.326902
2017-04-03,-0.966702
2017-04-10,-1.05907
2017-04-17,-1.05596
2017-04-24,-1.058588
2017-05-01,-0.383467
2017-05-08,-0.374668
2017-05-15,-0.431738
2017-05-22,-0.555496
2017-05-29,-0.642068
2017-06-05,-0.564277
2017-06-12,-0.444867
2017-06-19,-0.311685
2017-06-26,-0.123946
2017-07-03,-0.062744
2017-07-10,-0.068744
2017-07-17,-0.153128
2017-07-24,-0.013102
2017-07-31,0.109084
2017-08-07,-0.522331
2017-08-14,-0.398623
2017-08-21,-0.283728
2017-08-28,-0.215759
2017-09-04,-0.38552
2017-09-11,-0.760907
2017-09-18,-1.001876
2017-09-25,-0.807661
2017-10-02,-0.731301
2017-10-09,-0.78964
2017-10-16,-0.97058
2017-10-23,-0.928419
2017-10-30,-0.783853
2017-11-06,-0.43263
2017-11-13,-0.52486
2017-11-20,-0.697617
2017-11-27,-0.845511
2017-12-04,-1.169798
2017-12-11,-1.239845
2017-12-18,-1.024088
2017-12-25,-0.755046
2018-01-01,-0.929284
2018-01-08,-0.796249
2018-01-15,-0.671079
2018-01-22,-0.534539
2018-01-29,-0.467424
2018-02-05,-0.887652
2018-02-12,-0.76174
2018-02-19,-0.498729
2018-02-26,-0.399629
2018-03-05,-0.369364
2018-03-12,-0.503007
2018-03-19,-0.719883
2018-03-26,-0.764754
2018-04-02,-0.204077
2018-04-09,-0.077663
2018-04-16,0.022267
2018-04-23,-0.199928
2018-04-30,-0.692182
2018-05-07,-0.304698
2018-05-14,-0.197083
2018-05-21,-0.176852
2018-05-28,-0.166965
2018-06-04,-0.229462
2018-06-11,-0.441648
2018-06-18,-0.244526
2018-06-25,0.098658
2018-07-02,-0.110529
2018-07-09,-0.098965
2018-07-16,-0.068825
2018-07-23,-0.136084
2018-07-30,-0.186755
2018-08-06,-0.621316
2018-08-13,-0.521647
2018-08-20,-0.384032
2018-08-27,-0.264934
2018-09-03,-0.53282
2018-09-10,-0.320358
2018-09-17,-0.167165
2018-09-24,-0.066029
2018-10-01,0.324832
2018-10-08,0.025381
2018-10-15,-0.141788
2018-10-22,-0.120177
2018-10-29,-0.119048
2018-11-05,0.085701
2018-11-12,-0.071413
2018-11-19,-0.386397
2018-11-26,-0.490257
2018-12-03,-0.244412
2018-12-10,-0.13746
2018-12-17,-0.354779
2018-12-24,-0.448957
2018-12-31,-0.258401
2019-01-07,-0.16496
2019-01-14,0.15791
2019-01-21,0.51711
2019-01-28,0.657247
2019-02-04,0.380878
2019-02-11,0.627921
2019-02-18,0.62665
2019-02-25,0.598019
2019-03-11,0.479955
2019-03-18,0.214881
2019-03-25,0.167291
2019-04-01,0.837933
2019-04-08,1.012819
2019-04-15,0.871652
2019-04-22,0.560519
2019-04-29,0.038846
2019-05-06,0.323576
2019-05-13,0.180756
2019-05-20,0.329821
2019-05-27,0.471038
2019-06-03,0.728646
2019-06-10,0.729523
2019-06-17,0.559348
2019-06-24,0.351955
2019-07-01,-0.020713
2019-07-08,0.261069
2019-07-15,0.611725
2019-07-22,0.869519
2019-07-29,1.048501
2019-08-05,0.72995
2019-08-12,0.882352
2019-08-19,0.941115
2019-08-26,1.06943
2019-09-02,0.882935
2019-09-09,1.166955
2019-09-16,1.411781
2019-09-23,1.596239
2019-09-30,1.687986
2019-10-07,2.110531
2019-10-14,2.469394
2019-10-21,2.579935
2019-10-28,2.714715
2019-11-04,3.084196
2019-11-11,2.856798
2019-11-18,2.819465
2019-11-25,2.998771
2019-12-02,3.166288
2019-12-09,3.24505
2019-12-16,3.244313
2019-12-23,2.900666
2019-12-30,2.641016
2020-01-06,2.123134
2020-01-13,2.1108
2020-01-20,2.163994
2020-01-27,2.244495
2020-02-17,1.477574
2020-02-24,1.332722
2020-03-02,1.457951
2020-03-09,1.280913
2020-03-16,1.261812
2020-03-23,1.212518
2020-03-30,1.232694
2020-04-06,1.519223
2020-04-13,1.15205
2020-04-20,0.95434
2020-04-27,0.846565
2020-05-04,1.297559
2020-05-11,0.856893
2020-05-18,0.229929
2020-05-25,-0.480021
2020-06-01,-0.359043
2020-06-08,-0.177398
2020-06-15,-0.042492
2020-06-22,0.246183
2020-06-29,0.163963
2020-07-06,-0.201641
2020-07-13,-0.008328
2020-07-20,0.152666
2020-07-27,0.158222
2020-08-03,-0.417908
2020-08-10,-0.481195
2020-08-17,-0.562973
2020-08-24,-0.591087
2020-08-31,-0.382468
2020-09-07,-0.563134
2020-09-14,-0.503075
2020-09-21,-0.458938
2020-09-28,-0.193518
2020-10-05,0.056518
2020-10-12,0.054446
2020-10-19,-0.200754
2020-10-26,-0.534053
2020-11-02,-0.354761
2020-11-09,-0.315558
2020-11-16,-0.316204
2020-11-23,-0.475469
2020-11-30,-0.647481
2020-12-07,-0.825818
2020-12-14,-0.879485
2020-12-21,-0.825561
2020-12-28,-0.940464
2021-01-04,-1.311896
2021-01-11,-1.523461
2021-01-18,-1.687536
2021-01-25,-1.771093
2021-02-01,-2.062554
2021-02-08,-1.996387
2021-02-15,-1.694223
2021-02-22,-1.506508
2021-03-01,-1.33524
2021-03-08,-1.040454
2021-03-15,-0.747319
2021-03-22,-0.635951
2021-03-29,-0.987002
2021-04-05,-0.893834
2021-04-12,-1.299907
2021-04-19,-1.466967
2021-04-26,-1.341496
2021-05-03,-0.571067
2021-05-10,-0.382749
2021-05-17,-0.437381
2021-05-24,-0.714294
2021-05-31,-1.158856
2021-06-07,-1.42672
2021-06-14,-1.219057
2021-06-21,-0.844813
2021-06-28,-0.498902
2021-07-05,-0.716961
2021-07-12,-0.981139
2021-07-19,-1.204626
2021-07-26,-1.142399
2021-08-02,-1.351304
2021-08-09,-1.040503
2021-08-16,-0.865709
2021-08-23,-0.891066
2021-08-30,-0.813538
2021-09-06,-0.933733
2021-09-13,-0.755389
2021-09-20,-0.52139
2021-09-27,-0.73736
2021-10-04,-0.699293
2021-10-11,-0.889137
2021-10-18,-1.14927
2021-10-25,-1.443978
2021-11-01,-1.287692
2021-11-08,-1.579791
2021-11-15,-1.63347
2021-11-22,-1.81935
2021-11-29,-1.924721
2021-12-06,-1.885836
2021-12-13,-1.725719
2021-12-20,-1.377161
2021-12-27,-0.861681
2022-01-03,-0.844197
2022-01-10,-0.442713
2022-01-17,-0.21411
2022-01-24,-0.115601
2022-01-31,-0.150533
2022-02-07,-0.586706
2022-02-14,-0.727016
2022-02-21,-0.861562
2022-02-28,-0.699673
2022-03-07,-0.606437
2022-03-14,-0.687261
2022-03-21,-0.984819
2022-03-28,-1.268511
2022-04-04,-0.819552
2022-04-11,-0.8927
2022-04-18,-0.996967
2022-04-25,-0.978854
2022-05-02,-0.494504
2022-05-09,-0.996368
2022-05-16,-1.380856
2022-05-23,-1.466241
2022-05-30,-1.379248
2022-06-06,-1.08878
2022-06-13,-0.907968
2022-06-20,-0.727277
2022-06-27,-0.640865
2022-07-04,-1.017918
2022-07-11,-1.143976
2022-07-18,-1.118191
2022-07-25,-0.939561
2022-08-01,-1.52674
2022-08-08,-1.541087
2022-08-15,-1.477644
2022-08-22,-1.297672
2022-08-29,-1.229261
2022-09-05,-1.703014
2022-09-12,-1.81518
2022-09-19,-1.918045
2022-09-26,-1.927202
2022-10-03,-1.886183
2022-10-10,-2.097141
2022-10-17,-2.148882
2022-10-24,-2.047118
2022-10-31,-1.90355
2022-11-07,-1.514909
2022-11-14,-1.596156
2022-11-21,-1.588798
2022-11-28,-1.735699
2022-12-05,-1.721561
2022-12-12,-1.552992
2022-12-19,-1.731845
2022-12-26,-1.88453
2023-01-02,-2.208952
2023-01-09,-1.943771
2023-01-16,-1.606176
2023-01-23,-1.519887
2023-01-30,-1.490575
2023-02-06,-2.098657
2023-02-13,-2.028291
2023-02-20,-1.917342
2023-02-27,-1.764892
2023-03-06,-1.413179
2023-03-13,-1.069359
2023-03-20,-0.780515
2023-03-27,-0.784365
2023-04-03,-0.267176
2023-04-10,-0.250522
2023-04-17,-0.176089
2023-04-24,-0.159351
2023-05-01,0.156758
2023-05-08,-0.178698
2023-05-15,-0.599011
2023-05-22,-0.704282
2023-05-29,-0.619589
2023-06-05,-0.333501
2023-06-12,-0.153089
2023-06-19,-0.095578
2023-06-26,-0.027442
2023-07-03,-0.264493
2023-07-10,-0.038656
2023-07-17,0.1955
2023-07-24,0.510254
2023-07-31,0.755346
2023-08-07,0.33552
2023-08-14,0.5187
2023-08-21,0.713614
2023-08-28,0.81428
2023-09-04,0.768809
2023-09-11,0.912641
2023-09-18,1.130803
2023-09-25,1.542225
2023-10-02,2.075872
2023-10-09,2.522036
2023-10-16,2.946762
2023-10-23,3.123681
2023-10-30,3.321993
2023-11-06,3.722893
2023-11-13,3.862927
2023-11-20,3.963561
2023-11-27,3.968569
2023-12-04,3.876027
2023-12-11,3.580192
2023-12-18,3.044086
2023-12-25,2.624634
2024-01-01,2.150073
2024-01-08,2.056273
2024-01-15,1.673439
2024-01-22,1.430141
2024-01-29,1.358715
2024-02-05,1.210595
2024-02-12,1.491671
2024-02-19,1.753544
2024-02-26,1.900074
2024-03-04,1.772572
2024-03-11,1.40734
2024-03-18,1.252395
2024-03-25,1.250424
2024-04-01,1.833251
2024-04-08,1.997707
2024-04-15,1.846672
2024-04-22,1.624621
2024-04-29,1.315636
2024-05-06,1.510781
2024-05-13,1.202921
2024-05-20,0.860226
2024-05-27,0.729149
2024-06-03,0.651827
2024-06-10,0.45081
2024-06-17,0.200454
2024-06-24,0.312468
2024-07-01,0.125259
2024-07-08,0.265089
2024-07-15,0.470036
2024-07-22,0.805124
2024-07-29,1.053117
2024-08-05,0.713445
2024-08-12,0.732005
2024-08-19,0.662316
2024-08-26,0.461379
2024-09-02,0.320381
2024-09-09,0.376729
2024-09-16,0.422196
2024-09-23,0.376541
2024-09-30,0.278091
2024-10-07,0.329846
2024-10-14,0.103468
2024-10-21,-0.172513
2024-10-28,-0.374611
2024-11-04,-0.115766
2024-11-11,-0.223888
2024-11-18,-0.339615
2024-11-25,-0.735717
2024-12-02,-1.091479
2024-12-09,-1.495643
2024-12-16,-1.575166
2024-12-23,-1.547162
2024-12-30,-1.640938
2025-01-06,-1.949395
2025-01-13,-1.846962
2025-01-20,-1.729402
2025-01-27,-1.662125
2025-02-03,-1.947793
2025-02-10,-1.925059
2025-02-17,-1.645216
2025-02-24,-1.394405
2025-03-03,-1.20644
