Year,Month,Weight,Unit
1966,JUN,3.53,"LB / HEAD, LIVE BASIS"
1966,JUL,3.45,"LB / HEAD, LIVE BASIS"
1966,AUG,3.51,"LB / HEAD, LIVE BASIS"
1966,SEP,3.63,"LB / HEAD, LIVE BASIS"
1966,OCT,3.68,"LB / HEAD, LIVE BASIS"
1966,NOV,3.65,"LB / HEAD, LIVE BASIS"
1966,DEC,3.68,"LB / HEAD, LIVE BASIS"
1965,JAN,3.61,"LB / HEAD, LIVE BASIS"
1965,FEB,3.56,"LB / HEAD, LIVE BASIS"
1965,MAR,3.53,"LB / HEAD, LIVE BASIS"
1965,APR,3.55,"LB / HEAD, LIVE BASIS"
1965,MAY,3.52,"LB / HEAD, LIVE BASIS"
1965,JUN,3.54,"LB / HEAD, LIVE BASIS"
1965,JUL,3.45,"LB / HEAD, LIVE BASIS"
1965,AUG,3.47,"LB / HEAD, LIVE BASIS"
1965,SEP,3.58,"LB / HEAD, LIVE BASIS"
1965,OCT,3.65,"LB / HEAD, LIVE BASIS"
1965,NOV,3.68,"LB / HEAD, LIVE BASIS"
1965,DEC,3.65,"LB / HEAD, LIVE BASIS"
1964,JAN,3.59,"LB / HEAD, LIVE BASIS"
1964,FEB,3.53,"LB / HEAD, LIVE BASIS"
1964,MAR,3.56,"LB / HEAD, LIVE BASIS"
1964,APR,3.58,"LB / HEAD, LIVE BASIS"
1964,MAY,3.56,"LB / HEAD, LIVE BASIS"
1964,JUN,3.51,"LB / HEAD, LIVE BASIS"
1964,JUL,3.44,"LB / HEAD, LIVE BASIS"
1964,AUG,3.46,"LB / HEAD, LIVE BASIS"
1964,SEP,3.53,"LB / HEAD, LIVE BASIS"
1964,OCT,3.65,"LB / HEAD, LIVE BASIS"
1964,NOV,3.63,"LB / HEAD, LIVE BASIS"
1964,DEC,3.67,"LB / HEAD, LIVE BASIS"
1963,JAN,3.56,"LB / HEAD, LIVE BASIS"
1963,FEB,3.52,"LB / HEAD, LIVE BASIS"
1963,MAR,3.53,"LB / HEAD, LIVE BASIS"
1963,APR,3.59,"LB / HEAD, LIVE BASIS"
1963,MAY,3.53,"LB / HEAD, LIVE BASIS"
1963,JUN,3.47,"LB / HEAD, LIVE BASIS"
1963,JUL,3.44,"LB / HEAD, LIVE BASIS"
1963,AUG,3.44,"LB / HEAD, LIVE BASIS"
1963,SEP,3.58,"LB / HEAD, LIVE BASIS"
1963,OCT,3.64,"LB / HEAD, LIVE BASIS"
1963,NOV,3.69,"LB / HEAD, LIVE BASIS"
1963,DEC,3.68,"LB / HEAD, LIVE BASIS"
1962,JAN,3.53,"LB / HEAD, LIVE BASIS"
1962,FEB,3.47,"LB / HEAD, LIVE BASIS"
1962,MAR,3.53,"LB / HEAD, LIVE BASIS"
1962,APR,3.55,"LB / HEAD, LIVE BASIS"
1962,MAY,3.45,"LB / HEAD, LIVE BASIS"
1962,JUN,3.45,"LB / HEAD, LIVE BASIS"
1962,JUL,3.4,"LB / HEAD, LIVE BASIS"
1962,AUG,3.42,"LB / HEAD, LIVE BASIS"
1962,SEP,3.52,"LB / HEAD, LIVE BASIS"
1962,OCT,3.61,"LB / HEAD, LIVE BASIS"
1962,NOV,3.66,"LB / HEAD, LIVE BASIS"
1962,DEC,3.58,"LB / HEAD, LIVE BASIS"
1961,JAN,3.53,"LB / HEAD, LIVE BASIS"
1961,FEB,3.45,"LB / HEAD, LIVE BASIS"
1961,MAR,3.48,"LB / HEAD, LIVE BASIS"
1961,APR,3.55,"LB / HEAD, LIVE BASIS"
1961,MAY,3.48,"LB / HEAD, LIVE BASIS"
1961,JUN,3.45,"LB / HEAD, LIVE BASIS"
1961,JUL,3.45,"LB / HEAD, LIVE BASIS"
1961,AUG,3.47,"LB / HEAD, LIVE BASIS"
1961,SEP,3.55,"LB / HEAD, LIVE BASIS"
1961,OCT,3.65,"LB / HEAD, LIVE BASIS"
1961,NOV,3.66,"LB / HEAD, LIVE BASIS"
1961,DEC,3.64,"LB / HEAD, LIVE BASIS"
1960,JAN,3.47,"LB / HEAD, LIVE BASIS"
1960,FEB,3.42,"LB / HEAD, LIVE BASIS"
1960,MAR,3.37,"LB / HEAD, LIVE BASIS"
1960,APR,3.4,"LB / HEAD, LIVE BASIS"
1960,MAY,3.43,"LB / HEAD, LIVE BASIS"
1960,JUN,3.38,"LB / HEAD, LIVE BASIS"
1960,JUL,3.33,"LB / HEAD, LIVE BASIS"
1960,AUG,3.32,"LB / HEAD, LIVE BASIS"
1960,SEP,3.49,"LB / HEAD, LIVE BASIS"
1960,OCT,3.6,"LB / HEAD, LIVE BASIS"
1960,NOV,3.65,"LB / HEAD, LIVE BASIS"
1960,DEC,3.61,"LB / HEAD, LIVE BASIS"
