DATE,BR_SOY_PRICE
2016-08-10,79.62
2016-08-11,79.8
2016-08-12,79.9
2016-08-15,81.06
2016-08-16,81.62
2016-08-17,83.42
2016-08-18,83.54
2016-08-19,83.22
2016-08-22,83.42
2016-08-23,83.52
2016-08-24,83.36
2016-08-25,82.46
2016-08-26,81.52
2016-08-29,81.89
2016-08-30,80.62
2016-08-31,79.19
2016-09-01,79.47
2016-09-02,79.64
2016-09-05,79.8
2016-09-06,79.89
2016-09-08,79.92
2016-09-09,81.63
2016-09-12,80.85
2016-09-13,80.38
2016-09-14,80.1
2016-09-15,80.27
2016-09-16,80.18
2016-09-19,80.12
2016-09-20,80.2
2016-09-21,79.84
2016-09-22,79.11
2016-09-23,78.52
2016-09-26,78.11
2016-09-27,77.78
2016-09-28,77.95
2016-09-29,77.97
2016-09-30,77.77
2016-10-03,77.67
2016-10-04,77.47
2016-10-05,77.58
2016-10-06,77.32
2016-10-07,77.01
2016-10-10,76.82
2016-10-11,76.4
2016-10-13,75.83
2016-10-14,75.81
2016-10-17,75.86
2016-10-18,76.79
2016-10-19,76.36
2016-10-20,76.27
2016-10-21,76.37
2016-10-24,76.33
2016-10-25,76.1
2016-10-26,76.06
2016-10-27,77.12
2016-10-28,77.89
2016-10-31,77.01
2016-11-01,77.0
2016-11-03,76.86
2016-11-04,76.49
2016-11-07,76.55
2016-11-08,76.54
2016-11-09,77.03
2016-11-10,78.04
2016-11-11,78.93
2016-11-14,78.91
2016-11-16,77.94
2016-11-17,78.1
2016-11-18,78.09
2016-11-21,78.03
2016-11-22,78.71
2016-11-23,78.99
2016-11-24,79.28
2016-11-25,79.91
2016-11-28,80.12
2016-11-29,79.94
2016-11-30,79.99
2016-12-01,79.77
2016-12-02,80.08
2016-12-05,80.17
2016-12-06,80.39
2016-12-07,79.86
2016-12-08,79.84
2016-12-09,79.6
2016-12-12,79.41
2016-12-13,79.08
2016-12-14,78.59
2016-12-15,79.12
2016-12-16,79.59
2016-12-19,79.01
2016-12-20,78.44
2016-12-21,77.31
2016-12-22,76.77
2016-12-23,75.81
2016-12-26,76.17
2016-12-27,76.37
2016-12-28,75.95
2016-12-29,75.68
2017-01-02,77.22
2017-01-03,75.48
2017-01-04,74.52
2017-01-05,74.82
2017-01-06,74.3
2017-01-09,74.06
2017-01-10,74.48
2017-01-11,74.89
2017-01-12,74.89
2017-01-13,76.21
2017-01-16,76.49
2017-01-17,78.61
2017-01-18,79.29
2017-01-19,79.6
2017-01-20,78.59
2017-01-23,76.9
2017-01-24,76.62
2017-01-25,76.4
2017-01-26,76.11
2017-01-27,76.08
2017-01-30,73.75
2017-01-31,73.43
2017-02-01,74.17
2017-02-02,73.77
2017-02-03,73.8
2017-02-06,73.78
2017-02-07,74.23
2017-02-08,74.89
2017-02-09,74.77
2017-02-10,74.88
2017-02-13,75.03
2017-02-14,74.55
2017-02-15,73.83
2017-02-16,74.01
2017-02-17,73.57
2017-02-20,73.63
2017-02-21,74.29
2017-02-22,72.61
2017-02-23,71.8
2017-02-24,71.9
2017-03-01,72.41
2017-03-02,72.48
2017-03-03,72.64
2017-03-06,72.64
2017-03-07,72.08
2017-03-08,72.37
2017-03-09,72.38
2017-03-10,71.7
2017-03-13,71.08
2017-03-14,70.82
2017-03-15,70.85
2017-03-16,70.01
2017-03-17,69.41
2017-03-20,69.24
2017-03-21,69.24
2017-03-22,68.78
2017-03-23,68.86
2017-03-24,68.33
2017-03-27,67.12
2017-03-28,67.24
2017-03-29,67.06
2017-03-30,66.66
2017-03-31,66.74
2017-04-03,65.05
2017-04-04,64.42
2017-04-05,64.25
2017-04-06,64.34
2017-04-07,64.43
2017-04-10,64.62
2017-04-11,64.77
2017-04-12,65.91
2017-04-13,66.24
2017-04-17,65.43
2017-04-18,65.19
2017-04-19,66.31
2017-04-20,66.78
2017-04-24,66.7
2017-04-25,67.63
2017-04-26,67.57
2017-04-27,67.3
2017-04-28,67.82
2017-05-02,68.26
2017-05-03,67.87
2017-05-04,69.08
2017-05-05,69.71
2017-05-08,69.32
2017-05-09,69.87
2017-05-10,69.42
2017-05-11,68.95
2017-05-12,68.11
2017-05-15,67.72
2017-05-16,67.56
2017-05-17,68.33
2017-05-18,71.2
2017-05-19,70.04
2017-05-22,69.94
2017-05-23,69.48
2017-05-24,69.77
2017-05-25,69.64
2017-05-26,68.92
2017-05-29,68.36
2017-05-30,67.49
2017-05-31,67.57
2017-06-01,67.23
2017-06-02,67.37
2017-06-05,68.08
2017-06-06,68.55
2017-06-07,68.88
2017-06-08,69.49
2017-06-09,69.35
2017-06-12,69.54
2017-06-13,70.08
2017-06-14,69.45
2017-06-16,69.53
2017-06-19,69.93
2017-06-20,69.86
2017-06-21,69.74
2017-06-22,68.94
2017-06-23,68.44
2017-06-26,68.11
2017-06-27,68.61
2017-06-28,68.13
2017-06-29,68.78
2017-06-30,69.88
2017-07-03,71.48
2017-07-04,71.37
2017-07-05,72.28
2017-07-06,72.23
2017-07-07,73.23
2017-07-10,73.88
2017-07-11,74.4
2017-07-12,73.73
2017-07-13,72.58
2017-07-14,71.12
2017-07-17,71.51
2017-07-18,71.75
2017-07-19,71.72
2017-07-20,71.86
2017-07-21,71.68
2017-07-24,71.49
2017-07-25,72.18
2017-07-26,71.99
2017-07-27,72.27
2017-07-28,72.72
2017-07-31,71.59
2017-08-01,69.98
2017-08-02,69.98
2017-08-03,69.2
2017-08-04,68.97
2017-08-07,70.66
2017-08-08,70.42
2017-08-09,71.26
2017-08-10,71.55
2017-08-11,70.63
2017-08-14,70.13
2017-08-15,69.39
2017-08-16,69.33
2017-08-17,69.26
2017-08-18,69.48
2017-08-21,69.15
2017-08-22,69.43
2017-08-23,69.49
2017-08-24,69.74
2017-08-25,69.51
2017-08-28,69.56
2017-08-29,69.98
2017-08-30,69.56
2017-08-31,69.35
2017-09-01,69.44
2017-09-04,69.4
2017-09-05,70.44
2017-09-06,70.37
2017-09-08,70.31
2017-09-11,69.68
2017-09-12,69.47
2017-09-13,70.12
2017-09-14,71.09
2017-09-15,70.91
2017-09-18,70.63
2017-09-19,70.44
2017-09-20,70.49
2017-09-21,70.51
2017-09-22,70.86
2017-09-25,70.74
2017-09-26,70.83
2017-09-27,70.81
2017-09-28,70.96
2017-09-29,70.72
2017-10-02,70.58
2017-10-03,69.95
2017-10-04,69.44
2017-10-05,70.09
2017-10-06,70.57
2017-10-09,70.86
2017-10-10,70.84
2017-10-11,70.8
2017-10-13,71.54
2017-10-16,72.29
2017-10-17,71.89
2017-10-18,71.6
2017-10-19,71.37
2017-10-20,71.81
2017-10-23,71.67
2017-10-24,71.97
2017-10-25,72.81
2017-10-26,72.69
2017-10-27,72.86
2017-10-30,72.59
2017-10-31,72.64
2017-11-01,73.48
2017-11-03,73.39
2017-11-06,73.53
2017-11-07,73.82
2017-11-08,73.9
2017-11-09,74.19
2017-11-10,73.94
2017-11-13,74.81
2017-11-14,74.01
2017-11-16,73.56
2017-11-17,73.65
2017-11-20,73.57
2017-11-21,73.92
2017-11-22,74.08
2017-11-23,74.15
2017-11-24,74.08
2017-11-27,73.95
2017-11-28,73.82
2017-11-29,73.46
2017-11-30,74.18
2017-12-01,74.51
2017-12-04,75.01
2017-12-05,75.22
2017-12-06,74.94
2017-12-07,75.06
2017-12-08,75.16
2017-12-11,75.01
2017-12-12,75.16
2017-12-13,74.99
2017-12-14,74.67
2017-12-15,74.52
2017-12-18,73.91
2017-12-19,73.48
2017-12-20,73.31
2017-12-21,72.87
2017-12-22,73.26
2017-12-26,73.12
2017-12-27,73.2
2017-12-28,73.11
2018-01-02,72.41
2018-01-03,72.03
2018-01-04,71.78
2018-01-05,72.23
2018-01-08,72.16
2018-01-09,72.07
2018-01-10,72.02
2018-01-11,71.51
2018-01-12,71.17
2018-01-15,71.27
2018-01-16,71.66
2018-01-17,71.84
2018-01-18,71.95
2018-01-19,71.85
2018-01-22,71.91
2018-01-23,72.38
2018-01-24,72.02
2018-01-25,71.62
2018-01-26,71.07
2018-01-29,71.55
2018-01-30,72.11
2018-01-31,71.66
2018-02-01,71.49
2018-02-02,71.74
2018-02-05,71.93
2018-02-06,72.74
2018-02-07,72.95
2018-02-08,73.42
2018-02-09,73.36
2018-02-14,74.61
2018-02-15,74.53
2018-02-16,74.75
2018-02-19,75.17
2018-02-20,75.76
2018-02-21,76.5
2018-02-22,76.73
2018-02-23,76.74
2018-02-26,77.04
2018-02-27,77.11
2018-02-28,78.37
2018-03-01,78.82
2018-03-02,80.06
2018-03-05,79.75
2018-03-06,79.77
2018-03-07,79.67
2018-03-08,80.01
2018-03-09,79.68
2018-03-12,78.93
2018-03-13,79.0
2018-03-14,78.9
2018-03-15,79.36
2018-03-16,79.3
2018-03-19,78.79
2018-03-20,78.23
2018-03-21,78.28
2018-03-22,78.85
2018-03-23,78.71
2018-03-26,79.84
2018-03-27,80.56
2018-03-28,80.37
2018-03-29,80.41
2018-04-02,81.36
2018-04-03,82.44
2018-04-04,81.86
2018-04-05,84.19
2018-04-06,85.21
2018-04-09,87.02
2018-04-10,86.78
2018-04-11,86.5
2018-04-12,86.64
2018-04-13,86.61
2018-04-16,86.83
2018-04-17,85.34
2018-04-18,85.32
2018-04-19,84.99
2018-04-20,85.35
2018-04-23,85.59
2018-04-24,85.84
2018-04-25,87.24
2018-04-26,87.17
2018-04-27,87.09
2018-04-30,86.8
2018-05-02,87.3
2018-05-03,86.6
2018-05-04,86.34
2018-05-07,85.98
2018-05-08,85.77
2018-05-09,86.11
2018-05-10,85.55
2018-05-11,85.39
2018-05-14,85.82
2018-05-15,85.99
2018-05-16,85.21
2018-05-17,85.02
2018-05-18,85.82
2018-05-21,85.79
2018-05-22,86.4
2018-05-23,86.45
2018-05-24,86.32
2018-05-25,86.47
2018-05-28,86.56
2018-05-29,87.09
2018-05-30,86.6
2018-06-01,86.89
2018-06-04,86.71
2018-06-05,87.34
2018-06-06,87.52
2018-06-07,87.69
2018-06-08,86.85
2018-06-11,83.64
2018-06-12,82.51
2018-06-13,82.62
2018-06-14,82.78
2018-06-15,83.52
2018-06-18,83.32
2018-06-19,82.53
2018-06-20,83.52
2018-06-21,84.04
2018-06-22,84.7
2018-06-25,83.8
2018-06-26,83.97
2018-06-27,85.5
2018-06-28,85.39
2018-06-29,86.54
2018-07-02,87.07
2018-07-03,87.44
2018-07-04,87.24
2018-07-05,88.09
2018-07-06,88.14
2018-07-10,87.61
2018-07-11,88.27
2018-07-12,88.71
2018-07-13,88.19
2018-07-16,88.93
2018-07-17,89.19
2018-07-18,89.72
2018-07-19,89.32
2018-07-20,88.9
2018-07-23,88.23
2018-07-24,87.95
2018-07-25,87.81
2018-07-26,88.12
2018-07-27,88.07
2018-07-30,87.83
2018-07-31,89.53
2018-08-01,88.6
2018-08-02,88.4
2018-08-03,87.3
2018-08-06,87.22
2018-08-07,87.72
2018-08-08,88.75
2018-08-09,88.62
2018-08-10,89.15
2018-08-13,88.94
2018-08-14,89.39
2018-08-15,90.32
2018-08-16,91.84
2018-08-17,90.79
2018-08-20,90.35
2018-08-21,89.71
2018-08-22,91.95
2018-08-23,91.07
2018-08-24,91.19
2018-08-27,90.29
2018-08-28,90.47
2018-08-29,91.13
2018-08-30,92.12
2018-08-31,92.62
2018-09-03,91.52
2018-09-04,93.4
2018-09-05,93.83
2018-09-06,94.29
2018-09-10,94.09
2018-09-11,95.46
2018-09-12,95.76
2018-09-13,96.98
2018-09-14,96.95
2018-09-17,96.25
2018-09-18,95.57
2018-09-19,96.03
2018-09-20,96.17
2018-09-21,95.72
2018-09-24,96.23
2018-09-25,97.39
2018-09-26,97.0
2018-09-27,95.91
2018-09-28,95.62
2018-10-01,96.39
2018-10-02,95.64
2018-10-03,93.89
2018-10-04,94.72
2018-10-05,94.09
2018-10-08,91.6
2018-10-09,90.83
2018-10-10,90.65
2018-10-11,90.98
2018-10-15,90.81
2018-10-16,90.92
2018-10-17,91.36
2018-10-18,90.04
2018-10-19,89.57
2018-10-22,89.4
2018-10-23,88.61
2018-10-24,88.99
2018-10-25,88.08
2018-10-26,87.64
2018-10-29,85.53
2018-10-30,86.28
2018-10-31,85.74
2018-11-01,85.79
2018-11-05,85.98
2018-11-06,85.82
2018-11-07,86.24
2018-11-08,85.36
2018-11-09,85.28
2018-11-12,84.9
2018-11-13,85.14
2018-11-14,84.93
2018-11-16,84.62
2018-11-19,83.29
2018-11-20,83.41
2018-11-21,83.53
2018-11-22,83.24
2018-11-23,83.24
2018-11-26,82.07
2018-11-27,82.18
2018-11-28,82.55
2018-11-29,82.78
2018-11-30,82.78
2018-12-03,82.93
2018-12-04,82.6
2018-12-05,80.65
2018-12-06,80.1
2018-12-07,82.1
2018-12-10,81.39
2018-12-11,81.43
2018-12-12,81.2
2018-12-13,80.98
2018-12-14,80.7
2018-12-17,81.03
2018-12-18,81.53
2018-12-19,81.5
2018-12-20,80.11
2018-12-21,80.45
2018-12-26,80.62
2018-12-27,80.35
2018-12-28,80.17
2019-01-02,79.35
2019-01-03,78.5
2019-01-04,78.04
2019-01-07,77.37
2019-01-08,77.56
2019-01-09,76.72
2019-01-10,75.99
2019-01-11,76.01
2019-01-14,75.67
2019-01-15,74.91
2019-01-16,74.53
2019-01-17,74.83
2019-01-18,75.7
2019-01-21,76.22
2019-01-22,77.04
2019-01-23,78.07
2019-01-24,78.13
2019-01-25,77.68
2019-01-28,77.25
2019-01-29,77.46
2019-01-30,77.5
2019-01-31,77.08
2019-02-01,77.31
2019-02-04,77.02
2019-02-05,77.22
2019-02-06,77.2
2019-02-07,77.09
2019-02-08,77.0
2019-02-11,77.26
2019-02-12,77.39
2019-02-13,78.02
2019-02-14,78.63
2019-02-15,77.83
2019-02-18,77.78
2019-02-19,77.35
2019-02-20,77.4
2019-02-21,79.45
2019-02-22,78.99
2019-02-25,78.31
2019-02-26,78.18
2019-02-27,77.87
2019-02-28,77.36
2019-03-01,78.06
2019-03-06,78.14
2019-03-07,78.94
2019-03-08,78.64
2019-03-11,77.96
2019-03-12,77.09
2019-03-13,77.82
2019-03-14,78.13
2019-03-15,78.73
2019-03-18,78.53
2019-03-19,77.81
2019-03-20,77.39
2019-03-21,78.5
2019-03-22,78.96
2019-03-25,78.93
2019-03-26,78.36
2019-03-27,78.48
2019-03-28,79.03
2019-03-29,77.71
2019-04-01,76.93
2019-04-02,77.62
2019-04-03,77.25
2019-04-04,77.95
2019-04-05,77.45
2019-04-08,77.33
2019-04-09,76.97
2019-04-10,76.64
2019-04-11,76.24
2019-04-12,76.5
2019-04-15,77.25
2019-04-16,76.86
2019-04-17,76.99
2019-04-18,76.66
2019-04-22,76.48
2019-04-23,76.35
2019-04-24,75.73
2019-04-25,75.46
2019-04-26,76.11
2019-04-29,74.69
2019-04-30,74.36
2019-05-02,73.94
2019-05-03,73.4
2019-05-06,74.32
2019-05-07,74.92
2019-05-08,74.23
2019-05-09,73.93
2019-05-10,74.58
2019-05-13,75.14
2019-05-14,77.07
2019-05-15,78.3
2019-05-16,78.96
2019-05-17,79.38
2019-05-20,80.56
2019-05-21,81.65
2019-05-22,79.93
2019-05-23,80.48
2019-05-24,81.13
2019-05-27,80.81
2019-05-28,82.56
2019-05-29,82.66
2019-05-30,83.41
2019-05-31,82.58
2019-06-03,81.86
2019-06-04,80.98
2019-06-05,81.38
2019-06-06,81.81
2019-06-07,81.54
2019-06-10,81.28
2019-06-11,81.18
2019-06-12,81.49
2019-06-13,81.79
2019-06-14,82.73
2019-06-17,83.39
2019-06-18,83.19
2019-06-19,82.76
2019-06-21,81.53
2019-06-25,82.16
2019-06-26,82.11
2019-06-27,81.59
2019-06-28,81.8
2019-07-01,80.61
2019-07-02,80.56
2019-07-03,80.43
2019-07-04,80.36
2019-07-05,79.56
2019-07-08,78.72
2019-07-09,78.1
2019-07-10,78.72
2019-07-11,79.1
2019-07-12,79.41
2019-07-15,79.06
2019-07-16,78.74
2019-07-17,78.39
2019-07-18,77.56
2019-07-19,78.9
2019-07-22,77.81
2019-07-23,77.97
2019-07-24,78.39
2019-07-25,78.26
2019-07-26,78.13
2019-07-29,78.79
2019-07-30,77.94
2019-07-31,77.29
2019-08-01,78.63
2019-08-02,80.18
2019-08-05,81.66
2019-08-06,82.56
2019-08-07,83.09
2019-08-08,83.08
2019-08-09,83.58
2019-08-12,84.12
2019-08-13,84.59
2019-08-14,85.16
2019-08-15,85.4
2019-08-16,85.62
2019-08-19,85.54
2019-08-20,86.14
2019-08-21,85.95
2019-08-22,86.33
2019-08-23,87.43
2019-08-26,88.56
2019-08-27,88.52
2019-08-28,88.5
2019-08-29,88.68
2019-08-30,88.52
2019-09-02,88.32
2019-09-03,88.04
2019-09-04,87.64
2019-09-05,86.55
2019-09-06,86.06
2019-09-09,85.36
2019-09-10,86.02
2019-09-11,85.35
2019-09-12,86.09
2019-09-13,85.39
2019-09-16,85.72
2019-09-17,86.01
2019-09-18,85.37
2019-09-19,85.5
2019-09-20,86.89
2019-09-23,87.58
2019-09-24,87.32
2019-09-25,87.06
2019-09-26,86.86
2019-09-27,86.61
2019-09-30,86.76
2019-10-01,88.14
2019-10-02,87.61
2019-10-03,87.28
2019-10-04,86.38
2019-10-07,86.55
2019-10-08,86.98
2019-10-09,87.59
2019-10-10,88.0
2019-10-11,88.05
2019-10-14,88.98
2019-10-15,89.66
2019-10-16,89.94
2019-10-17,90.07
2019-10-18,89.18
2019-10-21,89.82
2019-10-22,89.39
2019-10-23,89.19
2019-10-24,88.91
2019-10-25,88.7
2019-10-28,87.56
2019-10-29,86.94
2019-10-30,87.47
2019-10-31,87.38
2019-11-01,87.36
2019-11-05,87.71
2019-11-06,89.3
2019-11-07,88.97
2019-11-08,89.82
2019-11-11,89.74
2019-11-12,89.85
2019-11-13,90.45
2019-11-14,90.24
2019-11-20,90.62
2019-11-21,91.3
2019-11-22,90.69
2019-11-25,90.23
2019-11-26,90.97
2019-11-27,90.76
2019-11-28,90.72
2019-11-29,90.06
2019-12-02,89.57
2019-12-03,88.15
2019-12-04,88.24
2019-12-05,89.7
2019-12-06,89.56
2019-12-09,89.09
2019-12-10,89.03
2019-12-11,88.91
2019-12-12,88.36
2019-12-13,87.96
2019-12-16,86.79
2019-12-17,87.32
2019-12-18,87.69
2019-12-19,87.22
2019-12-20,87.25
2019-12-23,87.42
2019-12-26,87.13
2019-12-27,87.59
2019-12-30,87.9
2020-01-02,88.08
2020-01-03,88.91
2020-01-06,88.24
2020-01-07,88.02
2020-01-08,88.13
2020-01-09,88.19
2020-01-10,88.06
2020-01-13,88.56
2020-01-14,88.96
2020-01-15,88.75
2020-01-16,87.53
2020-01-17,87.4
2020-01-20,87.66
2020-01-21,87.67
2020-01-22,87.41
2020-01-23,86.23
2020-01-24,86.0
2020-01-27,85.93
2020-01-28,85.81
2020-01-29,85.99
2020-01-30,85.75
2020-01-31,85.33
2020-02-03,84.73
2020-02-04,85.13
2020-02-05,85.57
2020-02-06,85.7
2020-02-07,86.79
2020-02-10,87.09
2020-02-11,87.31
2020-02-12,87.69
2020-02-13,88.34
2020-02-14,88.57
2020-02-17,87.6
2020-02-18,88.69
2020-02-19,88.54
2020-02-20,89.06
2020-02-21,88.8
2020-02-26,88.66
2020-02-27,88.84
2020-02-28,89.86
2020-03-02,90.3
2020-03-03,90.83
2020-03-04,91.57
2020-03-05,92.37
2020-03-06,92.8
2020-03-09,92.55
2020-03-10,92.32
2020-03-11,92.86
2020-03-12,93.23
2020-03-13,92.18
2020-03-16,93.18
2020-03-17,94.56
2020-03-18,94.69
2020-03-19,95.84
2020-03-20,96.7
2020-03-23,96.4
2020-03-24,98.01
2020-03-25,99.69
2020-03-26,98.55
2020-03-27,98.82
2020-03-30,100.66
2020-03-31,101.21
2020-04-01,101.37
2020-04-02,101.14
2020-04-03,101.48
2020-04-06,101.4
2020-04-07,101.21
2020-04-08,101.16
2020-04-09,100.07
2020-04-13,101.44
2020-04-14,101.08
2020-04-15,101.17
2020-04-16,100.47
2020-04-17,100.93
2020-04-20,101.45
2020-04-22,102.41
2020-04-23,103.56
2020-04-24,106.16
2020-04-27,106.61
2020-04-28,105.49
2020-04-29,103.77
2020-04-30,103.58
2020-05-04,105.66
2020-05-05,105.8
2020-05-06,107.86
2020-05-07,110.64
2020-05-08,111.42
2020-05-11,112.84
2020-05-12,113.95
2020-05-13,115.27
2020-05-14,116.27
2020-05-15,115.83
2020-05-18,113.19
2020-05-19,111.76
2020-05-20,111.31
2020-05-21,111.68
2020-05-22,109.84
2020-05-25,108.7
2020-05-26,106.35
2020-05-27,105.89
2020-05-28,106.39
2020-05-29,107.51
2020-06-01,107.78
2020-06-02,107.52
2020-06-03,105.69
2020-06-04,108.25
2020-06-05,107.27
2020-06-08,104.97
2020-06-09,102.75
2020-06-10,103.17
2020-06-12,105.74
2020-06-15,108.26
2020-06-16,109.8
2020-06-17,111.0
2020-06-18,113.52
2020-06-19,114.81
2020-06-22,112.91
2020-06-23,111.92
2020-06-24,111.97
2020-06-25,112.67
2020-06-26,114.99
2020-06-29,114.71
2020-06-30,115.32
2020-07-01,115.97
2020-07-02,114.44
2020-07-03,114.93
2020-07-06,115.83
2020-07-07,115.9
2020-07-08,116.02
2020-07-09,116.0
2020-07-10,115.86
2020-07-13,113.87
2020-07-14,115.01
2020-07-15,115.09
2020-07-16,115.5
2020-07-17,116.0
2020-07-20,116.77
2020-07-21,116.56
2020-07-22,114.85
2020-07-23,116.08
2020-07-24,117.53
2020-07-27,117.28
2020-07-28,117.09
2020-07-29,116.03
2020-07-30,117.52
2020-07-31,119.12
2020-08-03,120.14
2020-08-04,120.55
2020-08-05,120.94
2020-08-06,124.31
2020-08-07,123.2
2020-08-10,123.21
2020-08-11,124.05
2020-08-12,124.9
2020-08-13,126.23
2020-08-14,127.26
2020-08-17,129.67
2020-08-18,131.09
2020-08-19,131.12
2020-08-20,133.2
2020-08-21,132.8
2020-08-24,131.88
2020-08-25,132.98
2020-08-26,133.72
2020-08-27,134.79
2020-08-28,136.63
2020-08-31,137.76
2020-09-01,137.22
2020-09-02,136.57
2020-09-03,136.68
2020-09-04,134.08
2020-09-08,135.17
2020-09-09,136.68
2020-09-10,135.83
2020-09-11,137.4
2020-09-14,136.33
2020-09-15,136.98
2020-09-16,138.46
2020-09-17,139.16
2020-09-18,139.1
2020-09-21,144.52
2020-09-22,147.33
2020-09-23,149.85
2020-09-24,150.86
2020-09-25,146.63
2020-09-28,148.76
2020-09-29,149.45
2020-09-30,148.12
2020-10-01,152.24
2020-10-02,151.86
2020-10-05,156.02
2020-10-06,155.64
2020-10-07,159.22
2020-10-08,159.88
2020-10-09,155.85
2020-10-13,157.73
2020-10-14,157.66
2020-10-15,157.01
2020-10-16,159.44
2020-10-19,157.91
2020-10-20,161.05
2020-10-21,159.47
2020-10-22,164.13
2020-10-23,164.23
2020-10-26,164.73
2020-10-27,166.57
2020-10-28,164.34
2020-10-29,163.82
2020-10-30,163.54
2020-11-03,165.26
2020-11-04,168.53
2020-11-05,168.97
2020-11-06,169.76
2020-11-09,163.28
2020-11-10,169.44
2020-11-11,170.97
2020-11-12,162.27
2020-11-13,165.27
2020-11-16,164.72
2020-11-17,165.47
2020-11-18,165.59
2020-11-19,163.96
2020-11-20,163.62
2020-11-23,162.96
2020-11-24,161.92
2020-11-25,162.54
2020-11-26,161.24
2020-11-27,162.31
2020-11-30,161.77
2020-12-01,160.67
2020-12-02,157.44
2020-12-03,157.78
2020-12-04,152.5
2020-12-07,154.42
2020-12-08,149.02
2020-12-09,155.45
2020-12-10,152.26
2020-12-11,147.31
2020-12-14,151.4
2020-12-15,152.76
2020-12-16,150.35
2020-12-17,150.99
2020-12-18,151.15
2020-12-21,150.98
2020-12-22,150.93
2020-12-23,150.91
2020-12-28,149.98
2020-12-29,151.05
2020-12-30,153.9
2021-01-04,154.7
2021-01-05,162.75
2021-01-06,164.84
2021-01-07,163.85
2021-01-08,165.61
2021-01-11,168.51
2021-01-12,170.72
2021-01-13,170.68
2021-01-14,170.08
2021-01-15,169.66
2021-01-18,170.72
2021-01-19,171.29
2021-01-20,168.79
2021-01-21,170.11
2021-01-22,169.11
2021-01-25,169.69
2021-01-26,169.14
2021-01-27,169.15
2021-01-28,169.6
2021-01-29,168.3
2021-02-01,168.65
2021-02-02,168.47
2021-02-03,166.12
2021-02-04,167.67
2021-02-05,166.36
2021-02-08,168.91
2021-02-09,169.4
2021-02-10,167.39
2021-02-11,165.62
2021-02-12,165.73
2021-02-17,164.0
2021-02-18,163.7
2021-02-19,162.96
2021-02-22,163.94
2021-02-23,165.95
2021-02-24,165.84
2021-02-25,166.74
2021-02-26,167.45
2021-03-01,168.96
2021-03-02,171.34
2021-03-03,172.36
2021-03-04,171.98
2021-03-05,174.34
2021-03-08,178.03
2021-03-09,179.3
2021-03-10,177.23
2021-03-11,171.32
2021-03-12,169.71
2021-03-15,170.84
2021-03-16,170.54
2021-03-17,171.11
2021-03-18,169.79
2021-03-19,168.17
2021-03-22,168.32
2021-03-23,168.78
2021-03-24,170.15
2021-03-25,170.99
2021-03-26,172.05
2021-03-29,172.68
2021-03-30,171.64
2021-03-31,173.3
2021-04-01,173.86
2021-04-05,172.84
2021-04-06,173.65
2021-04-07,172.52
2021-04-08,172.63
2021-04-09,174.71
2021-04-12,173.52
2021-04-13,175.17
2021-04-14,176.19
2021-04-15,175.74
2021-04-16,177.94
2021-04-19,178.61
2021-04-20,179.32
2021-04-22,181.2
2021-04-23,180.96
2021-04-26,182.86
2021-04-27,183.02
2021-04-28,180.06
2021-04-29,177.44
2021-04-30,179.72
2021-05-03,177.12
2021-05-04,180.59
2021-05-05,180.37
2021-05-06,178.51
2021-05-07,177.51
2021-05-10,177.23
2021-05-11,179.28
2021-05-12,182.97
2021-05-13,178.27
2021-05-14,176.84
2021-05-17,176.54
2021-05-18,176.38
2021-05-19,174.08
2021-05-20,173.91
2021-05-21,173.01
2021-05-24,173.55
2021-05-25,174.28
2021-05-26,173.75
2021-05-27,173.77
2021-05-28,173.35
2021-05-31,172.96
2021-06-01,173.99
2021-06-02,172.8
2021-06-04,173.21
2021-06-07,174.1
2021-06-08,173.45
2021-06-09,171.82
2021-06-10,170.63
2021-06-11,169.41
2021-06-14,166.65
2021-06-15,164.45
2021-06-16,161.32
2021-06-17,156.86
2021-06-18,153.43
2021-06-21,154.8
2021-06-22,155.02
2021-06-23,152.67
2021-06-24,149.28
2021-06-25,148.74
2021-06-28,151.1
2021-06-29,151.74
2021-06-30,158.12
2021-07-01,163.81
2021-07-02,164.28
2021-07-05,163.71
2021-07-06,162.13
2021-07-07,164.08
2021-07-08,166.31
2021-07-09,165.02
2021-07-12,165.83
2021-07-13,167.62
2021-07-14,168.72
2021-07-15,168.9
2021-07-16,170.39
2021-07-19,170.89
2021-07-20,172.01
2021-07-21,173.11
2021-07-22,168.86
2021-07-23,169.07
2021-07-26,167.95
2021-07-27,169.25
2021-07-28,168.69
2021-07-30,168.05
2021-08-02,167.41
2021-08-03,168.99
2021-08-04,168.58
2021-08-05,167.79
2021-08-06,170.03
2021-08-09,170.22
2021-08-10,170.68
2021-08-11,170.39
2021-08-12,170.31
2021-08-13,172.19
2021-08-16,173.75
2021-08-17,174.88
2021-08-18,175.83
2021-08-19,175.68
2021-08-20,174.94
2021-08-23,172.57
2021-08-24,171.86
2021-08-25,170.99
2021-08-26,171.19
2021-08-27,169.53
2021-08-30,168.51
2021-08-31,166.95
2021-09-01,165.84
2021-09-02,167.12
2021-09-03,170.42
2021-09-06,169.07
2021-09-08,172.02
2021-09-09,172.7
2021-09-10,173.42
2021-09-13,171.98
2021-09-14,173.43
2021-09-15,175.24
2021-09-16,175.95
2021-09-17,175.44
2021-09-20,173.64
2021-09-21,172.02
2021-09-22,172.43
2021-09-23,173.12
