DATE,US_SUGAR_NET_LONG
2023-08-01,211601.0
2023-08-08,199223.0
2023-08-15,191433.0
2023-08-22,185283.0
2023-08-29,208430.0
2023-09-05,235421.0
2023-09-12,244435.0
2023-09-19,244309.0
2023-09-26,239240.0
2023-10-03,217382.0
2023-10-10,221680.0
2023-10-17,227959.0
2023-10-24,224695.0
2023-10-31,213589.0
2023-11-07,232083.0
2023-11-14,226266.0
2023-11-21,222137.0
2023-11-28,205076.0
2023-12-05,165469.0
2023-12-12,107392.0
2023-12-19,92847.0
2023-12-26,78543.0
2024-01-02,74825.0
2024-01-09,68958.0
2024-01-16,60215.0
2024-01-23,67555.0
2024-01-30,73684.0
2024-02-06,80524.0
2024-02-13,92155.0
2024-02-20,91690.0
2024-02-27,103254.0
2024-03-05,81777.0
2024-03-12,84963.0
2024-03-19,91323.0
2024-03-26,100425.0
2024-04-02,117461.0
2024-04-09,105694.0
2024-04-16,62564.0
2024-04-23,45101.0
2024-04-30,40305.0
2024-05-07,28561.0
2024-05-14,25891.0
2024-05-21,8421.0
2024-05-28,5105.0
2024-06-04,-4040.0
2024-06-11,11070.0
2024-06-18,18524.0
2024-06-25,37187.0
2024-07-02,64858.0
2024-07-09,68019.0
2024-07-16,67589.0
2024-07-23,35245.0
2024-07-30,36479.0
2024-08-06,25815.0
2024-08-13,34562.0
2024-08-20,19304.0
2024-08-27,47915.0
2024-09-03,72802.0
2024-09-10,63403.0
2024-09-17,72250.0
2024-09-24,115383.0
2024-10-01,129461.0
2024-10-08,103086.0
2024-10-15,105473.0
2024-10-22,93551.0
2024-10-29,82843.0
2024-11-05,78221.0
2024-11-12,68122.0
2024-11-19,71738.0
2024-11-26,76094.0
2024-12-03,88315.0
2024-12-10,97327.0
2024-12-17,68183.0
2024-12-24,60094.0
2024-12-31,45119.0
2025-01-07,49827.0
2025-01-14,14162.0
2025-01-21,-31467.0
2025-01-28,-29434.0
2025-02-04,-33109.0
2025-02-11,-26526.0
2025-02-18,-20707.0
2025-02-25,33491.0
2025-03-04,26009.0
2025-03-11,8739.0
2025-03-18,31802.0
2025-03-25,52042.0
2025-04-01,53073.0
