DATE,US_COTTON_NET_LONG
2023-10-17,33237.0
2023-10-24,22680.0
2023-10-31,22664.0
2023-11-07,8568.0
2023-11-14,3780.0
2023-11-21,6008.0
2023-11-28,6184.0
2023-12-05,6557.0
2023-12-12,14104.0
2023-12-19,6487.0
2023-12-26,3690.0
2024-01-02,5689.0
2024-01-09,5950.0
2024-01-16,11423.0
2024-01-23,38166.0
2024-01-30,42278.0
2024-02-06,59843.0
2024-02-13,83935.0
2024-02-20,95093.0
2024-02-27,102305.0
2024-03-05,101112.0
2024-03-12,97513.0
2024-03-19,91632.0
2024-03-26,88639.0
2024-04-02,88765.0
2024-04-09,72676.0
2024-04-16,52329.0
2024-04-23,28859.0
2024-04-30,19222.0
2024-05-07,8136.0
2024-05-14,6399.0
2024-05-21,-192.0
2024-05-28,7678.0
2024-06-04,-6691.0
2024-06-11,-20056.0
2024-06-18,-27764.0
2024-06-25,-23975.0
2024-07-02,-17321.0
2024-07-09,-24509.0
2024-07-16,-26507.0
2024-07-23,-34271.0
2024-07-30,-37341.0
2024-08-06,-41908.0
2024-08-13,-41670.0
2024-08-20,-42828.0
2024-08-27,-37075.0
2024-09-03,-38154.0
2024-09-10,-46111.0
2024-09-17,-26362.0
2024-09-24,-16388.0
2024-10-01,-10088.0
2024-10-08,-11641.0
2024-10-15,-10642.0
2024-10-22,-7357.0
2024-10-29,-11861.0
2024-11-05,-12441.0
2024-11-12,-11486.0
2024-11-19,-31135.0
2024-11-26,-16901.0
2024-12-03,-13590.0
2024-12-10,-19528.0
2024-12-17,-26603.0
2024-12-24,-31772.0
2024-12-31,-34591.0
2025-01-07,-32084.0
2025-01-14,-35741.0
2025-01-21,-39951.0
2025-01-28,-42428.0
2025-02-04,-50767.0
2025-02-11,-42565.0
2025-02-18,-37068.0
2025-02-25,-43486.0
2025-03-04,-62137.0
2025-03-11,-56724.0
2025-03-18,-49304.0
2025-03-25,-54006.0
2025-04-01,-41979.0
