State,Animal,Gender,Slaughtered_Animals,Date
DF,Bovino,Male,4,2002-01-01
BA,Suino,Male,1097,2003-01-01
MG,Equino,Male,737,2003-01-01
MT,Novilho Precoce,Male,647,2003-01-01
PR,Suino,Male,80790,2003-01-01
RS,Leitao,Male,52,2003-01-01
RS,Leitoa,Male,23,2003-01-01
DF,Frango,Male,2929490,2004-01-01
GO,Touro/Touruno,Male,200,2004-01-01
MG,Novilhona,Male,10,2004-01-01
MT,Touro/Touruno,Male,1800,2004-01-01
SC,Coelho,Male,225,2004-01-01
SP,Capivara,Male,5,2004-01-01
SP,Frango Especial,Male,213442,2004-01-01
SP,Galeto,Male,10236,2004-01-01
SP,"Suino Tipo Banha,",Male,2319,2004-01-01
AC,Bovino,Male,5955,2005-01-01
BA,Asinino,Male,276,2005-01-01
BA,Ovino,Male,308,2005-01-01
GO,Vaca,Male,9940,2005-01-01
SP,Leitao,Male,95,2005-01-01
AM,Bufala,Male,56,2006-01-01
RN,Bovino,Male,32,2006-01-01
RS,Novilhao,Male,11120,2006-01-01
SC,Novilho Intermediario,Male,2117,2006-01-01
SC,Porco Matrizeiro,Male,354,2006-01-01
SP,Equino,Male,852,2006-01-01
BA,Equino,Male,331,2007-01-01
GO,Novilha Precoce,Male,255,2007-01-01
MG,Coelho,Male,480,2007-01-01
MG,Novilho Intermediario,Male,4569,2007-01-01
MS,Suino,Male,4670,2007-01-01
PA,Novilhona,Male,2529,2007-01-01
PR,Frango,Male,92356943,2007-01-01
GO,Bovino,Male,133639,2008-01-01
MS,Bovino,Male,218241,2008-01-01
MS,Touro/Touruno,Male,124,2008-01-01
MT,Frango,Male,10866771,2008-01-01
PR,Equino,Male,891,2008-01-01
RR,Bovino,Male,2846,2008-01-01
RS,Galeto,Male,181301,2008-01-01
PR,Equino,Male,665,2009-01-01
RS,Galinha,Male,700002,2009-01-01
SC,Coelha,Male,563,2009-01-01
SP,Novilhona,Male,1928,2009-01-01
MG,Ovino,Male,127,2010-01-01
PA,Frango,Male,2089198,2010-01-01
RS,Touro/Touruno,Male,70,2010-01-01
SP,Galinha,Male,2263954,2010-01-01
MG,Novilha Precoce,Male,459,2011-01-01
PA,Vaca,Male,55,2011-01-01
PR,Galo,Male,1787,2011-01-01
RO,Vaca,Male,45574,2011-01-01
RS,Galinha,Male,659050,2011-01-01
GO,Bufala,Male,67,2012-01-01
MG,Coelho,Male,460,2012-01-01
PR,Galinha,Male,1126896,2012-01-01
RN,Frango,Male,464398,2012-01-01
RS,Ovino,Male,3459,2012-01-01
RS,Peru,Male,406337,2012-01-01
SE,Suino,Male,53,2012-01-01
BA,Bufalo,Male,183,2013-01-01
BA,Caprino,Male,135,2013-01-01
MG,Faizão,Male,8666,2013-01-01
MS,Galinha,Male,68975,2013-01-01
SE,Suino,Male,173,2013-01-01
AC,Vaca,Male,462,2014-01-01
BA,Frango,Male,3848762,2014-01-01
ES,Bovino,Male,13707,2014-01-01
GO,Bufalo,Male,99,2014-01-01
GO,Frango,Male,29206778,2014-01-01
GO,Galinha De Postura,Male,40832,2014-01-01
GO,Nonato,Male,15,2014-01-01
MS,Novilhao,Male,20,2014-01-01
RR,Suino,Male,26,2014-01-01
SP,Leitao,Male,3,2014-01-01
SP,Novilha Precoce,Male,815,2014-01-01
AM,Bovino,Male,2977,2015-01-01
DF,Bovino,Male,15,2015-01-01
GO,Novilhao,Male,19856,2015-01-01
GO,Ovino,Male,4,2015-01-01
GO,Touro/Touruno,Male,3621,2015-01-01
PI,Frango,Male,538983,2015-01-01
PR,Frango Especial,Male,29397,2015-01-01
SP,Novilho Precoce,Male,192,2015-01-01
SP,Pato,Male,322,2015-01-01
ES,Bovino,Male,12215,2016-01-01
MG,Bufalo,Male,10,2016-01-01
MS,Novilha Precoce,Male,412,2016-01-01
PE,Cordeiro,Male,117,2016-01-01
PR,Vaca,Male,4003,2016-01-01
RS,Novilha Intermediaria,Male,172,2016-01-01
BA,Ovino,Male,92,2017-01-01
GO,Galinha De Postura,Male,13464,2017-01-01
MG,Avestruz,Male,15,2017-01-01
MG,Porco Nao Classificado,Male,52628,2017-01-01
MS,Galinha,Male,86846,2017-01-01
BA,Asinino,Male,2180,2018-01-01
GO,Peru,Male,347926,2018-01-01
MG,Leitao,Male,75,2018-01-01
MG,Novilhao,Male,270,2018-01-01
MT,"Suino Tipo Carne,",Male,100566,2018-01-01
PR,Novilho Precoce,Male,29,2018-01-01
RS,Leitoa,Male,2728,2018-01-01
SP,Porca Matrizeira,Male,983,2018-01-01
AC,Bovino,Male,17508,2019-01-01
GO,Touro/Touruno,Male,12733,2019-01-01
MT,Leitao,Male,151,2019-01-01
PR,Leitoa,Male,1772,2019-01-01
SC,Peru,Male,277334,2019-01-01
AC,Porca Matrizeira,Male,70,2020-01-01
GO,Novilha Intermediaria,Male,4841,2020-01-01
MA,Bovino,Male,27600,2020-01-01
MA,Galinha,Male,5729,2020-01-01
MG,Galo,Male,11389,2020-01-01
MG,Muar,Male,0,2020-01-01
PR,Galo,Male,80533,2020-01-01
PR,Touro/Touruno,Male,30,2020-01-01
RS,Asinino,Male,20,2020-01-01
SP,Leitoa,Male,60,2020-01-01
PA,Asinino,Male,5,2022-01-01
PA,Muar,Male,43,2022-01-01
PR,Aves,Male,36855879,2022-01-01
PR,Frango,Male,64094259,2022-01-01
SC,Aves,Male,7528459,2022-01-01
SC,Peru,Male,419977,2022-01-01
DF,Frango,Male,4452420,2024-01-01
MS,Jacaré,Male,900,2024-01-01
RS,Equino,Male,368,2024-01-01
SP,Galo,Male,6044,2024-01-01
BA,Asinino,Male,1328,2025-01-01
PR,Bovino,Male,42169,2025-01-01
SC,Coelho,Male,3780,2025-01-01
SP,Galo,Male,12474,2025-01-01
MG,Bovino,Male,1091,2001-02-01
RS,Porco Matrizeiro,Male,105,2002-02-01
SC,Frango,Male,6445050,2002-02-01
MG,Vaca,Male,1411,2003-02-01
RS,Novilha Precoce,Male,60,2003-02-01
SC,Equino,Male,115,2003-02-01
SC,Galinha,Male,184560,2003-02-01
SP,Touro/Touruno,Male,4,2003-02-01
MG,"Suino Tipo Carne,",Male,24578,2004-02-01
MS,Novilho Intermediario,Male,504,2004-02-01
SC,Bubalino Jovem,Male,11,2004-02-01
SC,Galinha,Male,256284,2004-02-01
SC,Novilho Intermediario,Male,1825,2004-02-01
SC,Perdiz,Male,30645,2004-02-01
SC,Porca Matrizeira,Male,4812,2004-02-01
SP,Galinha De Postura,Male,466907,2004-02-01
GO,Novilha Intermediaria,Male,454,2005-02-01
MG,Frango,Male,14787881,2005-02-01
MG,Muar,Male,19,2005-02-01
RS,"Suino Tipo Carne,",Male,14995,2005-02-01
SP,Vaca,Male,6113,2005-02-01
MG,"Suino Tipo Banha,",Male,45,2006-02-01
MS,Cordeira,Male,19,2006-02-01
MS,Leitoa,Male,159,2006-02-01
PR,Faizão,Male,5928,2006-02-01
PR,Ovino,Male,170,2006-02-01
RS,Novilho Precoce,Male,7320,2006-02-01
CE,Avestruz Fêmea,Male,4,2007-02-01
DF,Frango,Male,3474818,2007-02-01
GO,Asinino,Male,1,2007-02-01
MT,Bufala,Male,22,2007-02-01
MT,Porca Matrizeira,Male,280,2007-02-01
PA,Bufalo,Male,107,2007-02-01
PA,Vaca,Male,1137,2007-02-01
PR,Bufalo,Male,175,2007-02-01
RS,Bufala,Male,114,2007-02-01
SP,Vaca,Male,4585,2007-02-01
TO,Novilhao,Male,1754,2007-02-01
BA,Bovino,Male,21799,2008-02-01
MT,Bufalo,Male,54,2008-02-01
SC,Novilho Precoce,Male,779,2008-02-01
SP,"Suino Tipo Carne,",Male,55690,2008-02-01
BA,Ovino,Male,1394,2009-02-01
MG,Coelho,Male,295,2009-02-01
MG,Vitelo,Male,50,2009-02-01
MS,Bufala,Male,44,2009-02-01
PR,Leitao,Male,208,2009-02-01
RS,Cordeiro,Male,8084,2009-02-01
SP,Avestruz,Male,56,2009-02-01
MG,Novilha Precoce,Male,350,2010-02-01
MG,Vaca,Male,1544,2010-02-01
MS,Bovino,Male,180630,2010-02-01
MS,Novilhao,Male,294,2010-02-01
MT,Bovino,Male,100722,2010-02-01
PB,Frango,Male,373149,2010-02-01
RS,Galo,Male,28657,2010-02-01
RS,"Suino Tipo Carne,",Male,31600,2010-02-01
SC,Bufalo,Male,58,2010-02-01
MT,"Suino Tipo Banha,",Male,449,2011-02-01
PR,Bufalo,Male,80,2011-02-01
PR,Coelho,Male,2460,2011-02-01
RS,Novilhona,Male,654,2011-02-01
SC,Codorna,Male,497596,2011-02-01
SC,Porco Nao Classificado,Male,42057,2011-02-01
BA,Frango,Male,2483354,2012-02-01
DF,"Suino Tipo Banha,",Male,0,2012-02-01
MG,Bufalo,Male,18,2012-02-01
PR,Peru,Male,637525,2012-02-01
RO,Novilha Intermediaria,Male,1,2012-02-01
RO,Novilhona,Male,1473,2012-02-01
RS,Leitao,Male,1829,2012-02-01
RS,Touro/Touruno,Male,17,2012-02-01
PE,Frango,Male,1096358,2013-02-01
RS,Javali,Male,65,2013-02-01
RS,Novilha Precoce,Male,84,2013-02-01
RS,Novilho Intermediario,Male,5489,2013-02-01
MG,Novilhao,Male,164,2014-02-01
MT,Bovino,Male,112853,2014-02-01
GO,Galo,Male,5641,2015-02-01
MS,Bufalo,Male,142,2015-02-01
MS,Frango,Male,11385441,2015-02-01
PA,Novilhao,Male,6483,2015-02-01
DF,Ovino,Male,0,2016-02-01
GO,Muar,Male,41,2016-02-01
GO,Touro/Touruno,Male,4266,2016-02-01
MG,Avestruz Fêmea,Male,14,2016-02-01
MG,Novilha Precoce,Male,3164,2016-02-01
MG,Novilho Precoce,Male,5815,2016-02-01
MG,Porca Matrizeira,Male,2960,2016-02-01
MS,Suino,Male,33582,2016-02-01
RS,Novilho Precoce,Male,353,2016-02-01
SC,Equino,Male,13,2016-02-01
BA,Frango,Male,3394404,2017-02-01
DF,Bovino,Male,32,2017-02-01
GO,Touro/Touruno,Male,4409,2017-02-01
MG,Bovino,Male,73349,2017-02-01
RS,Galinha,Male,411236,2017-02-01
RS,Novilhona,Male,3,2017-02-01
MG,Galo,Male,6710,2018-02-01
PR,Galinha,Male,5526109,2018-02-01
RO,Touro/Touruno,Male,44489,2018-02-01
RS,Galinha De Postura,Male,33335,2018-02-01
RS,Suino,Male,289605,2018-02-01
RS,"Suino Tipo Carne,",Male,17813,2018-02-01
SC,Equino,Male,23,2018-02-01
GO,Leitoa,Male,414,2019-02-01
GO,Novilho Precoce,Male,9910,2019-02-01
MS,"Suino Tipo Carne,",Male,87145,2019-02-01
PR,Cordeiro,Male,90,2019-02-01
RS,Novilha Intermediaria,Male,245,2019-02-01
GO,Galinha,Male,145392,2020-02-01
MG,Galinha,Male,142473,2020-02-01
PE,Galeto,Male,1163194,2020-02-01
PR,Bufalo,Male,38,2020-02-01
PR,Leitao,Male,13,2020-02-01
SC,Galinha,Male,302187,2020-02-01
MA,Galinha,Male,612309,2021-02-01
RS,Muar,Male,0,2021-02-01
SC,Peru,Male,268130,2021-02-01
CE,Asinino,Male,0,2022-02-01
TO,Galinha,Male,0,2022-02-01
AC,Bovino,Male,16071,2023-02-01
BA,Bovino,Male,22998,2023-02-01
MA,Bovino,Male,25128,2023-02-01
MS,Galinha,Male,9603,2023-02-01
MS,Frango,Male,11094568,2024-02-01
PA,Capivara,Male,0,2024-02-01
SC,Frango,Male,48127024,2024-02-01
SC,Ovino,Male,15,2024-02-01
SC,Pato,Male,245560,2024-02-01
RN,Bovino,Male,30,2025-02-01
RO,Bovino,Male,110964,2025-02-01
MT,Vaca,Male,3881,2002-03-01
RS,Novilha Precoce,Male,75,2002-03-01
DF,Frango,Male,2412583,2003-03-01
GO,Bufala,Male,20,2003-03-01
GO,"Suino Tipo Carne,",Male,63149,2003-03-01
MT,"Suino Tipo Carne,",Male,5306,2003-03-01
PR,Coelho,Male,801,2003-03-01
RS,Vaca,Male,1708,2003-03-01
MG,Touro/Touruno,Male,25,2004-03-01
MS,Bovino,Male,214631,2004-03-01
MT,Bovino,Male,52871,2004-03-01
RO,Frango,Male,652445,2004-03-01
SC,Vaca,Male,965,2004-03-01
SE,Asinino,Male,2,2004-03-01
AL,Bovino,Male,1119,2005-03-01
ES,Muar,Male,1,2005-03-01
MG,Vaca,Male,1233,2005-03-01
PE,Bovino,Male,30,2005-03-01
PE,Frango,Male,1150439,2005-03-01
PR,Asinino,Male,2,2005-03-01
RS,Novilhao,Male,6114,2005-03-01
SP,Muar,Male,0,2005-03-01
SP,Porca Matrizeira,Male,1283,2005-03-01
SP,Vitelo,Male,950,2005-03-01
CE,Ovino,Male,417,2006-03-01
MG,"Suino Tipo Carne,",Male,40969,2006-03-01
MT,Touro/Touruno,Male,940,2006-03-01
PE,Caprino,Male,20,2006-03-01
RN,Bovino,Male,40,2006-03-01
RO,Bovino,Male,14821,2006-03-01
RS,Galinha,Male,763418,2006-03-01
SC,Perdiz,Male,33744,2006-03-01
SP,Coelha,Male,856,2006-03-01
SP,Frango,Male,56911190,2006-03-01
TO,Bufala,Male,5,2006-03-01
AL,Avestruz,Male,79,2007-03-01
MG,Equino,Male,1252,2007-03-01
MS,Novilhao,Male,417,2007-03-01
MT,Muar,Male,20,2007-03-01
PR,Novilha Intermediaria,Male,1351,2007-03-01
RS,Bovino,Male,33831,2007-03-01
RS,Ovino,Male,3671,2007-03-01
SC,Bufalo,Male,7,2007-03-01
SC,Pato,Male,40438,2007-03-01
SC,Porco Matrizeiro,Male,472,2007-03-01
SP,Muar,Male,0,2007-03-01
TO,Suino,Male,20,2007-03-01
AC,Bovino,Male,13068,2008-03-01
BA,Frango,Male,3471294,2008-03-01
MG,Suino,Male,49580,2008-03-01
MT,"Suino Tipo Carne,",Male,23656,2008-03-01
PR,Porco Matrizeiro,Male,3,2008-03-01
RJ,Frango,Male,146312,2008-03-01
RO,Equino,Male,33,2008-03-01
RS,Novilho Intermediario,Male,5711,2008-03-01
RS,Suino,Male,217829,2008-03-01
SP,Novilhao,Male,6100,2008-03-01
TO,Muar,Male,32,2008-03-01
BA,Caprino,Male,342,2009-03-01
BA,Cordeiro,Male,22,2009-03-01
BA,Frango,Male,1501769,2009-03-01
MS,Vaca,Male,1482,2009-03-01
PR,Porca Matrizeira,Male,1730,2009-03-01
SE,Frango,Male,29707,2009-03-01
AM,Touro/Touruno,Male,6,2010-03-01
GO,Novilhao,Male,2,2010-03-01
MG,Bubalino Jovem,Male,18,2010-03-01
MG,Ovino,Male,295,2010-03-01
MS,Frango,Male,13183211,2010-03-01
PR,Novilho Precoce,Male,98,2010-03-01
PR,Vaca,Male,2370,2010-03-01
SP,Galinha Dangola,Male,72,2010-03-01
TO,Vaca,Male,20,2010-03-01
GO,Vaca,Male,3675,2011-03-01
MG,Leitao,Male,20,2011-03-01
MT,Vaca,Male,9454,2011-03-01
PR,Frango,Male,124617819,2011-03-01
RO,Novilhona,Male,1,2011-03-01
SP,Frango,Male,59318931,2011-03-01
PR,Bufala,Male,46,2012-03-01
DF,Bovino,Male,6,2013-03-01
ES,Nonato,Male,41,2013-03-01
MG,"Suino Tipo Banha,",Male,39,2013-03-01
RR,Bovino,Male,2256,2013-03-01
RS,Equino,Male,467,2013-03-01
RS,Novilha Intermediaria,Male,159,2013-03-01
SC,Leitoa,Male,455,2013-03-01
SP,Novilho Precoce,Male,422,2013-03-01
SP,"Suino Tipo Carne,",Male,33835,2013-03-01
MT,"Suino Tipo Carne,",Male,72688,2014-03-01
PR,Bufala,Male,61,2014-03-01
PR,Novilhao,Male,1947,2014-03-01
PR,Peru,Male,603691,2014-03-01
RO,Novilha Precoce,Male,18,2014-03-01
GO,Touro/Touruno,Male,4485,2015-03-01
MG,Novilha Intermediaria,Male,502,2015-03-01
MS,Frango,Male,12407970,2015-03-01
RO,Novilhona,Male,1,2015-03-01
RS,Bufalo,Male,118,2015-03-01
DF,Bovino,Male,58,2016-03-01
GO,Novilha Precoce,Male,10533,2016-03-01
MG,Novilho Precoce,Male,4438,2016-03-01
RS,Muar,Male,1,2016-03-01
SP,Bubalino Jovem,Male,6,2016-03-01
DF,Suino,Male,6307,2017-03-01
MG,"Suino Tipo Banha,",Male,380,2017-03-01
MT,Novilhao,Male,46117,2017-03-01
PA,Bufalo,Male,46,2017-03-01
RO,Bovino,Male,25397,2017-03-01
RS,Ovino,Male,1546,2017-03-01
RS,Vaca,Male,3130,2017-03-01
MG,Porco Nao Classificado,Male,63134,2018-03-01
MT,Novilha Intermediaria,Male,803,2018-03-01
SC,Bufalo,Male,23,2018-03-01
SP,Novilha Intermediaria,Male,3010,2018-03-01
MG,Porco Matrizeiro,Male,10,2019-03-01
PA,Bufalo,Male,219,2019-03-01
SC,Capao,Male,3,2019-03-01
SC,Leitao,Male,2053,2019-03-01
GO,Novilha Precoce,Male,651,2020-03-01
GO,Rã Touro,Male,4500,2020-03-01
MS,Bubalino Jovem,Male,16,2020-03-01
ES,Frango,Male,1623000,2021-03-01
MG,Bubalino,Male,60,2021-03-01
MS,Ratitas,Male,40,2021-03-01
RS,Ovino,Male,840,2021-03-01
DF,Suíno,Male,1301,2022-03-01
MS,Caprino,Male,14,2022-03-01
MT,Pintado,Male,5000,2022-03-01
TO,Bovino,Male,53478,2022-03-01
ES,Frango,Male,1708579,2023-03-01
MS,Ratitas,Male,60,2023-03-01
MT,Peixe,Male,185591,2023-03-01
RS,Equino,Male,573,2023-03-01
ES,Bovino,Male,8371,2024-03-01
MG,Galinha,Male,7369099,2024-03-01
SP,Galo,Male,20358,2024-03-01
BA,Frango,Male,776684,2025-03-01
SP,Porca Matrizeira,Male,234,2001-04-01
ES,Asinino,Male,2558,2002-04-01
RS,Novilha Intermediaria,Male,252,2002-04-01
RS,Porco Matrizeiro,Male,168,2002-04-01
TO,Bufalo,Male,58,2002-04-01
GO,Muar,Male,19,2003-04-01
GO,Porca Matrizeira,Male,1661,2003-04-01
RS,Ovino,Male,1080,2003-04-01
SC,Galinha,Male,161505,2003-04-01
SP,Coelho,Male,517,2003-04-01
AC,Bovino,Male,7363,2004-04-01
PE,Galeto,Male,343520,2004-04-01
PR,Porco Matrizeiro,Male,6,2004-04-01
RS,Suino,Male,159055,2004-04-01
SC,Bufala,Male,3,2004-04-01
SP,Avestruz,Male,46,2004-04-01
SP,Pato,Male,2310,2004-04-01
ES,Bovino,Male,1965,2005-04-01
GO,Novilhona,Male,2796,2005-04-01
GO,Peru,Male,6846,2005-04-01
MG,"Suino Tipo Banha,",Male,893,2005-04-01
MT,Porca Matrizeira,Male,170,2005-04-01
SC,Porca Matrizeira,Male,9429,2005-04-01
DF,Frango,Male,4626338,2006-04-01
GO,Ovino,Male,915,2006-04-01
MS,Leitoa,Male,192,2006-04-01
MT,Bufala,Male,62,2006-04-01
MT,Equino,Male,118,2006-04-01
PR,Equino,Male,1051,2006-04-01
RO,Bovino,Male,16798,2006-04-01
RO,Muar,Male,2,2006-04-01
SC,Novilhao,Male,664,2006-04-01
SP,Vaca,Male,3843,2006-04-01
AL,Avestruz,Male,25,2007-04-01
BA,Cabrita,Male,38,2007-04-01
BA,Cordeiro,Male,57,2007-04-01
MT,Novilho Precoce,Male,111,2007-04-01
PR,Bovino,Male,44384,2007-04-01
PR,Vitelo,Male,43,2007-04-01
RO,Bovino,Male,19234,2007-04-01
SE,Suino,Male,236,2007-04-01
SP,Vitelo,Male,100,2007-04-01
AL,Avestruz,Male,125,2008-04-01
DF,Galinha De Postura,Male,5385,2008-04-01
DF,Suino,Male,4549,2008-04-01
GO,Bufalo,Male,37,2008-04-01
MG,Leitao,Male,57,2008-04-01
MG,Novilhao,Male,198,2008-04-01
PA,Bovino,Male,91268,2008-04-01
PR,Bovino,Male,55314,2008-04-01
PR,Novilho Intermediario,Male,178,2008-04-01
SC,Bufalo,Male,16,2008-04-01
SC,Porco Matrizeiro,Male,310,2008-04-01
MG,Muar,Male,22,2009-04-01
MS,Bufala,Male,11,2009-04-01
MT,"Suino Tipo Carne,",Male,28505,2009-04-01
RS,Novilhona,Male,1908,2009-04-01
SC,Galinha,Male,142410,2009-04-01
SC,Perdiz,Male,14972,2009-04-01
SC,"Suino Tipo Banha,",Male,767,2009-04-01
SE,Bovino,Male,2391,2009-04-01
TO,Bufala,Male,30,2009-04-01
TO,Frango,Male,808382,2009-04-01
ES,Bovino,Male,11770,2010-04-01
GO,Bufala,Male,53,2010-04-01
MG,Coelha,Male,114,2010-04-01
PR,Novilha Intermediaria,Male,2133,2010-04-01
PR,Suino,Male,86078,2010-04-01
SC,Bovino,Male,2601,2010-04-01
SE,Frango,Male,44797,2010-04-01
SP,Novilho Precoce,Male,163,2010-04-01
GO,Novilha Precoce,Male,257,2011-04-01
MG,Galinha,Male,334407,2011-04-01
MG,Muar,Male,12,2011-04-01
MG,"Suino Tipo Banha,",Male,1585,2011-04-01
MS,Bovino,Male,158621,2011-04-01
PR,Bufala,Male,55,2011-04-01
PR,Vitelo,Male,14,2011-04-01
RS,Equino,Male,270,2011-04-01
BA,Ovelha,Male,36,2012-04-01
MG,Peru,Male,518671,2012-04-01
MG,Porco Matrizeiro,Male,39,2012-04-01
PA,Novilhona,Male,3696,2012-04-01
PR,Vaca,Male,1633,2012-04-01
RR,Bovino,Male,3037,2012-04-01
RS,Bovino,Male,23695,2012-04-01
SP,Pato,Male,1136,2012-04-01
ES,Frango,Male,2146239,2013-04-01
ES,Galinha,Male,331314,2013-04-01
GO,Bufala,Male,23,2013-04-01
MT,Novilha Intermediaria,Male,11,2013-04-01
MT,Novilho Precoce,Male,90,2013-04-01
PA,Bufala,Male,7,2013-04-01
RS,Vaca,Male,6084,2013-04-01
SC,Leitao,Male,290,2013-04-01
SC,Marreco,Male,5820,2013-04-01
SP,Galo,Male,33427,2013-04-01
SP,Novilho Intermediario,Male,2868,2013-04-01
GO,Bufala,Male,6,2014-04-01
MG,Frango,Male,31771778,2014-04-01
PA,Bufalo,Male,140,2014-04-01
SC,Porca Matrizeira,Male,11790,2014-04-01
SP,Bovino,Male,90608,2014-04-01
SP,Vaca,Male,2505,2014-04-01
PA,Galo,Male,429,2015-04-01
PR,Novilhao,Male,2042,2015-04-01
PR,Porco Nao Classificado,Male,80,2015-04-01
PR,Vitelo,Male,25,2015-04-01
RO,Frango,Male,1023239,2015-04-01
SP,Bufalo,Male,73,2015-04-01
SP,Cordeiro,Male,95,2015-04-01
SP,Novilho Precoce,Male,560,2015-04-01
SP,"Suino Tipo Carne,",Male,32136,2015-04-01
TO,Frango,Male,2009120,2015-04-01
TO,Vaca,Male,2,2015-04-01
AC,Bovino,Male,19863,2016-04-01
BA,Caprino,Male,0,2016-04-01
BA,Galinha,Male,45928,2016-04-01
ES,Galinha,Male,87687,2016-04-01
MT,Novilho Precoce,Male,24,2016-04-01
PR,Galo,Male,72261,2016-04-01
PR,Peru,Male,623831,2016-04-01
RS,Novilha Precoce,Male,135,2016-04-01
RS,Porco Matrizeiro,Male,6,2016-04-01
SP,Novilho Intermediario,Male,2938,2016-04-01
GO,Galo,Male,6381,2017-04-01
MS,Frango,Male,11723898,2017-04-01
MT,Novilhao,Male,33471,2017-04-01
PR,Frango,Male,138410188,2017-04-01
SE,Bovino,Male,2561,2017-04-01
SP,Porco Nao Classificado,Male,10947,2017-04-01
DF,Frango,Male,4713213,2018-04-01
GO,Asinino,Male,1,2018-04-01
GO,Frango,Male,35441936,2018-04-01
GO,Peru,Male,126857,2018-04-01
MS,Ovino,Male,0,2018-04-01
MS,Suino,Male,36468,2018-04-01
PI,Frango,Male,280702,2018-04-01
PR,Galo,Male,70299,2018-04-01
RS,Vaca,Male,10782,2018-04-01
SC,Galinha,Male,442264,2018-04-01
SE,Bovino,Male,2590,2018-04-01
TO,Vaca,Male,208,2018-04-01
BA,Ovino,Male,100,2019-04-01
RJ,Bovino,Male,1282,2019-04-01
RS,Cordeiro,Male,308,2019-04-01
SC,Novilha Precoce,Male,568,2019-04-01
MG,Porco Nao Classificado,Male,61466,2020-04-01
MT,Frango,Male,17426191,2020-04-01
SC,Porco Matrizeiro,Male,260,2020-04-01
SP,Cordeiro,Male,120,2020-04-01
BA,Suíno,Male,226,2021-04-01
DF,Galinha,Male,0,2021-04-01
GO,Galinha,Male,5485457,2021-04-01
MT,Bovino,Male,180642,2021-04-01
PA,Bubalino,Male,53,2021-04-01
PB,Frango,Male,0,2021-04-01
RS,Peru,Male,172494,2021-04-01
RS,Tilápia do Nilo,Male,33746,2021-04-01
MS,Frango,Male,9513493,2022-04-01
MT,Frango,Male,6090366,2022-04-01
PI,Bovino,Male,90,2022-04-01
RS,Galinha,Male,2659350,2022-04-01
SC,Rã,Male,300,2022-04-01
BA,Asinino,Male,1228,2023-04-01
MA,Suíno,Male,216,2023-04-01
PA,Galinha,Male,0,2023-04-01
PR,Equino,Male,5,2023-04-01
RO,Bovino,Male,106221,2023-04-01
RS,Bovino,Male,22794,2023-04-01
SC,Frango,Male,43869490,2023-04-01
RS,Bovino,Male,147,2025-04-01
MT,Novilha Precoce,Male,1838,2002-05-01
AL,Bovino,Male,2119,2003-05-01
GO,Suino,Male,5600,2003-05-01
RN,Caprino,Male,40,2003-05-01
RS,Galinha,Male,359401,2003-05-01
RS,Suino,Male,163795,2003-05-01
SP,Galinha Dangola,Male,216,2003-05-01
GO,Peru,Male,19906,2004-05-01
PE,Bovino,Male,65,2004-05-01
RN,Ovino,Male,50,2004-05-01
RO,Novilhao,Male,45881,2004-05-01
RS,Ovelha,Male,1006,2004-05-01
GO,Novilhao,Male,15761,2005-05-01
GO,Vaca,Male,9008,2005-05-01
MA,Suino,Male,19,2005-05-01
MG,Asinino,Male,34,2005-05-01
MG,Muar,Male,54,2005-05-01
MS,Asinino,Male,5,2005-05-01
MS,Suino,Male,429,2005-05-01
PB,Galinha De Postura,Male,23167,2005-05-01
PR,Muar,Male,4,2005-05-01
RJ,Equino,Male,177,2005-05-01
RS,Suino,Male,176363,2005-05-01
SC,Bovino,Male,2658,2005-05-01
SP,Avestruz,Male,76,2005-05-01
SP,Cordeiro,Male,381,2005-05-01
GO,Galinha,Male,10707,2006-05-01
MG,Galinha,Male,86479,2006-05-01
MG,Porca Matrizeira,Male,2001,2006-05-01
RJ,Equino,Male,121,2006-05-01
RS,Bufala,Male,119,2006-05-01
SC,Novilho Intermediario,Male,1836,2006-05-01
SP,Galinha Dangola,Male,500,2006-05-01
TO,Bufalo,Male,247,2006-05-01
BA,Asinino,Male,96,2007-05-01
BA,Cabrito,Male,19,2007-05-01
BA,Frango,Male,2980297,2007-05-01
MT,Porco Matrizeiro,Male,425,2007-05-01
PR,Peru,Male,1235096,2007-05-01
SC,Muar,Male,5,2007-05-01
SP,Bufala,Male,72,2007-05-01
SP,Novilho Precoce,Male,117,2007-05-01
BA,Frango,Male,3181458,2008-05-01
GO,Nonato,Male,67,2008-05-01
MG,Bubalino Jovem,Male,19,2008-05-01
MG,Galinha,Male,309079,2008-05-01
MS,Leitao,Male,379,2008-05-01
PR,Vitelo,Male,217,2008-05-01
RS,Bufalo,Male,140,2008-05-01
BA,Bufalo,Male,13,2009-05-01
BA,Caprino,Male,301,2009-05-01
GO,Vaca,Male,1373,2009-05-01
MT,Bovino,Male,94893,2009-05-01
PR,Frango Especial,Male,7359,2009-05-01
PR,Vaca,Male,2265,2009-05-01
RS,Capao,Male,687,2009-05-01
RS,Javali,Male,157,2009-05-01
RS,Novilho Intermediario,Male,2829,2009-05-01
SC,Equino,Male,125,2009-05-01
SC,Novilho Precoce,Male,979,2009-05-01
SP,Coelha,Male,85,2009-05-01
MG,Caprino,Male,9,2010-05-01
MT,Faizão,Male,78556,2010-05-01
PR,Galo,Male,4164,2010-05-01
SC,Coelha,Male,320,2010-05-01
DF,Galinha,Male,67026,2011-05-01
