State,Animal,Gender,Slaughtered_Animals,Date
PA,Bovino,Female,74234,2023-05-01
PA,Bubalino,Female,22,2023-05-01
PR,Galo,Female,0,2023-05-01
SP,Coelho,Female,0,2023-05-01
SP,Galo,Female,0,2023-05-01
TO,Bovino,Female,44847,2023-05-01
GO,Galo,Female,0,2024-05-01
SC,Ovino,Female,44,2024-05-01
SP,Galinha,Female,2053027,2024-05-01
RS,Porco Matrizeiro,Female,0,2002-06-01
RS,Touro/Touruno,Female,0,2002-06-01
MG,Cabrito,Female,0,2003-06-01
MG,"Suino Tipo Banha,",Female,1326,2003-06-01
MT,Suino,Female,17865,2003-06-01
PR,Bovino,Female,21400,2003-06-01
RS,Novilho Precoce,Female,0,2003-06-01
SC,Javali,Female,0,2003-06-01
SP,Cordeiro,Female,0,2003-06-01
MT,Vaca,Female,0,2004-06-01
RS,Novilhona,Female,0,2004-06-01
SP,Cordeiro,Female,0,2004-06-01
ES,Muar,Female,3,2005-06-01
GO,Galinha De Postura,Female,0,2005-06-01
SC,Novilho Precoce,Female,0,2005-06-01
TO,Muar,Female,10,2005-06-01
AM,Bovino,Female,1065,2006-06-01
GO,Equino,Female,451,2006-06-01
MS,Novilhona,Female,0,2006-06-01
MS,Suino,Female,4966,2006-06-01
PA,Bufalo,Female,0,2006-06-01
RS,Touro/Touruno,Female,0,2006-06-01
SC,Bovino,Female,3842,2006-06-01
SP,Avestruz,Female,0,2006-06-01
SP,Muar,Female,4,2006-06-01
GO,Muar,Female,28,2007-06-01
MS,Leitao,Female,0,2007-06-01
MT,Novilhao,Female,0,2007-06-01
SC,Novilho Precoce,Female,0,2007-06-01
SP,Vaca,Female,0,2007-06-01
GO,Touro/Touruno,Female,0,2008-06-01
PR,Novilho Precoce,Female,0,2008-06-01
SC,Ovino,Female,0,2008-06-01
SP,Novilho Intermediario,Female,0,2008-06-01
SP,Ovelha,Female,0,2008-06-01
SP,Porco Nao Classificado,Female,0,2008-06-01
GO,Suino,Female,341,2009-06-01
MG,Novilho Precoce,Female,0,2009-06-01
PA,Bovino,Female,39802,2009-06-01
PR,Porca Matrizeira,Female,0,2009-06-01
RR,Suino,Female,41,2009-06-01
RS,Leitoa,Female,0,2009-06-01
SE,Bovino,Female,380,2009-06-01
SP,Galinha,Female,0,2009-06-01
GO,Novilha Precoce,Female,0,2010-06-01
MS,Suino,Female,5574,2010-06-01
MS,Vaca,Female,0,2010-06-01
PA,Frango,Female,0,2010-06-01
PR,Bovino,Female,34893,2010-06-01
RS,Porco Matrizeiro,Female,0,2010-06-01
SP,Coelho,Female,0,2010-06-01
MS,Muar,Female,8,2011-06-01
MS,Novilho Intermediario,Female,0,2011-06-01
PR,Muar,Female,3,2011-06-01
RS,Novilha Intermediaria,Female,0,2011-06-01
RS,Novilho Intermediario,Female,0,2011-06-01
SC,Galinha,Female,0,2011-06-01
SE,Bovino,Female,55,2011-06-01
TO,Nonato,Female,0,2011-06-01
GO,Porca Matrizeira,Female,0,2012-06-01
RO,Novilhona,Female,0,2012-06-01
RS,Leitoa,Female,0,2012-06-01
SC,Coelho,Female,0,2012-06-01
SC,Novilho Intermediario,Female,0,2012-06-01
SP,Paca,Female,0,2012-06-01
AM,Vaca,Female,0,2013-06-01
BA,Suino,Female,0,2013-06-01
MT,"Suino Tipo Carne,",Female,64898,2013-06-01
RJ,Paca Fêmea,Female,0,2013-06-01
RS,Porco Matrizeiro,Female,0,2013-06-01
SC,Codorna,Female,0,2013-06-01
GO,Bufala,Female,0,2014-06-01
GO,Peru,Female,0,2014-06-01
MG,Galinha De Postura,Female,0,2014-06-01
MS,Avestruz Fêmea,Female,0,2014-06-01
MT,Porca Matrizeira,Female,0,2014-06-01
MT,Touro/Touruno,Female,0,2014-06-01
RS,Ovino,Female,2253,2014-06-01
MG,Bufala,Female,0,2015-06-01
RS,Bubalino Jovem,Female,0,2015-06-01
RS,Muar,Female,1,2015-06-01
SP,Frango,Female,0,2015-06-01
SP,"Suino Tipo Carne,",Female,26137,2015-06-01
ES,Bufalo,Female,0,2016-06-01
MT,Porco Nao Classificado,Female,0,2016-06-01
RS,Novilha Intermediaria,Female,0,2016-06-01
RS,"Suino Tipo Carne,",Female,21986,2016-06-01
SC,Codorna,Female,0,2016-06-01
SC,Porco Nao Classificado,Female,0,2016-06-01
BA,Cabrito,Female,0,2017-06-01
DF,Bufala,Female,0,2017-06-01
GO,Novilha Precoce,Female,0,2017-06-01
PR,Galinha De Postura,Female,0,2017-06-01
PR,Novilha Intermediaria,Female,0,2017-06-01
RS,Galinha De Postura,Female,0,2017-06-01
RS,Novilho Intermediario,Female,0,2017-06-01
AC,Bovino,Female,5602,2018-06-01
GO,Equino,Female,142,2018-06-01
MG,Bufala,Female,0,2018-06-01
PA,Novilha Precoce,Female,0,2018-06-01
PR,Bufala,Female,0,2018-06-01
PR,Porco Matrizeiro,Female,0,2018-06-01
SC,Porca Matrizeira,Female,0,2018-06-01
SE,Bovino,Female,382,2018-06-01
SP,Ovelha,Female,0,2018-06-01
SP,Pato,Female,0,2018-06-01
GO,Galinha De Postura,Female,0,2019-06-01
GO,Novilho Intermediario,Female,0,2019-06-01
MT,"Suino Tipo Carne,",Female,89425,2019-06-01
PA,Galo,Female,0,2019-06-01
PI,Bovino,Female,0,2019-06-01
RO,Novilhao,Female,0,2019-06-01
SC,Porco Matrizeiro,Female,0,2019-06-01
SP,Cordeiro,Female,0,2019-06-01
AM,Bovino,Female,1713,2020-06-01
ES,Bovino,Female,710,2020-06-01
MG,Novilha Precoce,Female,0,2020-06-01
MS,Porca Matrizeira,Female,0,2020-06-01
MS,Porco Matrizeiro,Female,0,2020-06-01
PA,Novilhona,Female,0,2020-06-01
PR,Vaca,Female,0,2020-06-01
RO,Novilhao,Female,0,2020-06-01
RS,Bufala,Female,0,2020-06-01
AM,Frango,Female,0,2021-06-01
PR,Suíno,Female,335011,2021-06-01
RO,Pirarucu,Female,0,2021-06-01
SP,Equino,Female,25,2021-06-01
DF,Suíno,Female,2315,2022-06-01
MA,Suíno,Female,0,2022-06-01
MG,Suíno,Female,103630,2022-06-01
PE,Frango,Female,0,2022-06-01
PI,Asinino,Female,350,2022-06-01
PI,Aves,Female,0,2022-06-01
RJ,Aves,Female,17429,2022-06-01
GO,Frango,Female,13611705,2023-06-01
BA,Asinino,Female,554,2024-06-01
BA,Equino,Female,738,2024-06-01
SP,Suíno,Female,40820,2024-06-01
PE,Bovino,Female,0,2001-07-01
AL,Bovino,Female,160,2002-07-01
MT,Novilha Intermediaria,Female,0,2002-07-01
DF,Frango,Female,0,2003-07-01
MG,Peru,Female,0,2003-07-01
MS,Porca Matrizeira,Female,0,2003-07-01
PR,Coelha,Female,0,2003-07-01
PR,Galinha,Female,0,2003-07-01
SC,Pato,Female,0,2003-07-01
GO,Muar,Female,54,2004-07-01
MA,Bovino,Female,3068,2004-07-01
MG,Asinino,Female,12,2004-07-01
PA,Bufala,Female,0,2004-07-01
PE,Bovino,Female,0,2004-07-01
PR,Touro/Touruno,Female,0,2004-07-01
SP,Bufala,Female,0,2004-07-01
BA,Asinino,Female,579,2005-07-01
BA,Suino,Female,957,2005-07-01
GO,Touro/Touruno,Female,0,2005-07-01
MS,Muar,Female,44,2005-07-01
MT,"Suino Tipo Carne,",Female,13129,2005-07-01
PR,Coelho,Female,0,2005-07-01
PR,Galinha De Postura,Female,0,2005-07-01
AC,Bovino,Female,1771,2006-07-01
AM,Bovino,Female,760,2006-07-01
MG,Bufalo,Female,0,2006-07-01
MS,Suino,Female,1482,2006-07-01
PR,Bufalo,Female,0,2006-07-01
PR,Novilho Intermediario,Female,0,2006-07-01
SP,Codorna,Female,0,2006-07-01
TO,Muar,Female,38,2006-07-01
BA,Frango,Female,0,2007-07-01
MS,Bovino,Female,147985,2007-07-01
MT,Novilho Precoce,Female,0,2007-07-01
PR,Bufala,Female,0,2007-07-01
PR,Faizão,Female,0,2007-07-01
RO,Equino,Female,106,2007-07-01
RO,Muar,Female,2,2007-07-01
RS,Frango,Female,0,2007-07-01
RS,Ovino,Female,1113,2007-07-01
SC,Javali,Female,20,2007-07-01
SP,Cordeiro,Female,0,2007-07-01
AM,Bufalo,Female,0,2008-07-01
BA,Caprino,Female,13,2008-07-01
MS,Bufala,Female,0,2008-07-01
RO,Equino,Female,37,2008-07-01
RS,Caprino,Female,0,2008-07-01
SP,Bovino,Female,49088,2008-07-01
SP,Novilho Intermediario,Female,0,2008-07-01
PA,Novilhao,Female,0,2009-07-01
RN,Ovino,Female,0,2009-07-01
RS,Coelho,Female,0,2009-07-01
SC,Coelha,Female,0,2009-07-01
SE,Suino,Female,41,2009-07-01
SP,Avestruz,Female,0,2009-07-01
SP,Bufalo,Female,0,2009-07-01
TO,Bovino,Female,24408,2009-07-01
ES,Galinha,Female,0,2010-07-01
MG,"Suino Tipo Banha,",Female,40,2010-07-01
MT,Novilha Precoce,Female,0,2010-07-01
RS,Bovino,Female,14006,2010-07-01
RS,Novilhao,Female,0,2010-07-01
SC,Coelho,Female,0,2010-07-01
SE,Bovino,Female,208,2010-07-01
SP,Equino,Female,65,2010-07-01
SP,Novilho Intermediario,Female,0,2010-07-01
BA,Frango,Female,0,2011-07-01
MA,Bovino,Female,1342,2011-07-01
MG,Muar,Female,17,2011-07-01
MG,Porco Matrizeiro,Female,0,2011-07-01
MG,Vaca,Female,0,2011-07-01
SC,Codorna,Female,0,2011-07-01
SC,Galinha,Female,0,2011-07-01
SC,Galo,Female,0,2011-07-01
SC,Novilho Intermediario,Female,0,2011-07-01
SE,Suino,Female,127,2011-07-01
ES,Muar,Female,1,2012-07-01
MG,Bufalo,Female,0,2012-07-01
MG,Peru,Female,0,2012-07-01
MG,Porca Matrizeira,Female,0,2012-07-01
PR,Equino,Female,318,2012-07-01
PR,Touro/Touruno,Female,0,2012-07-01
SP,Coelho,Female,0,2012-07-01
SP,Faizão,Female,0,2012-07-01
TO,Muar,Female,3,2012-07-01
MA,Frango,Female,0,2013-07-01
MG,Cateto,Female,0,2013-07-01
MS,Bufala,Female,0,2013-07-01
MT,"Suino Tipo Carne,",Female,74159,2013-07-01
PA,Galinha,Female,0,2013-07-01
RS,Porco Matrizeiro,Female,0,2013-07-01
SE,Bovino,Female,349,2013-07-01
TO,Touro/Touruno,Female,0,2013-07-01
AC,Novilhao,Female,0,2014-07-01
BA,Caprino,Female,9,2014-07-01
DF,Galinha,Female,0,2014-07-01
GO,Novilha Precoce,Female,0,2014-07-01
MA,Bovino,Female,4369,2014-07-01
MT,Novilho Intermediario,Female,0,2014-07-01
RJ,Leitoa,Female,0,2014-07-01
RS,Galinha,Female,0,2014-07-01
SC,Suino,Female,278316,2014-07-01
SE,Bovino,Female,254,2014-07-01
SP,Frango,Female,0,2014-07-01
BA,Asinino,Female,33,2015-07-01
GO,Porca Matrizeira,Female,0,2015-07-01
PR,Asinino,Female,0,2015-07-01
RS,Ovino,Female,1714,2015-07-01
SC,Novilho Precoce,Female,0,2015-07-01
SE,Suino,Female,175,2015-07-01
SP,Novilha Intermediaria,Female,0,2015-07-01
SP,Novilha Precoce,Female,0,2015-07-01
DF,Suino,Female,8573,2016-07-01
MG,Bufalo,Female,0,2016-07-01
MG,Suino,Female,39325,2016-07-01
MT,Novilha Precoce,Female,0,2016-07-01
PR,Galinha De Postura,Female,0,2016-07-01
RO,Frango,Female,0,2016-07-01
RS,Novilha Intermediaria,Female,0,2016-07-01
RS,Novilhao,Female,0,2016-07-01
RS,Suino,Female,293823,2016-07-01
MT,Bovino,Female,92204,2017-07-01
PR,Galo,Female,0,2017-07-01
RO,Bufala,Female,0,2017-07-01
RS,Bovino,Female,17303,2017-07-01
SP,Ovino,Female,0,2017-07-01
SP,"Suino Tipo Carne,",Female,9715,2017-07-01
GO,Novilho Precoce,Female,0,2018-07-01
GO,Suino,Female,66491,2018-07-01
MG,Novilhao,Female,0,2018-07-01
MS,Touro/Touruno,Female,0,2018-07-01
PA,Novilha Intermediaria,Female,0,2018-07-01
RO,Bovino,Female,29353,2018-07-01
SC,Pato,Female,0,2018-07-01
SP,Porca Matrizeira,Female,0,2018-07-01
TO,Galo,Female,0,2018-07-01
GO,Novilha Intermediaria,Female,0,2019-07-01
MA,Bovino,Female,392,2019-07-01
MG,Suino,Female,48721,2019-07-01
PR,Porco Nao Classificado,Female,0,2019-07-01
RS,Novilho Intermediario,Female,0,2019-07-01
SP,Galo,Female,0,2019-07-01
GO,Frango,Female,0,2020-07-01
MG,Galo,Female,0,2020-07-01
MS,Porco Nao Classificado,Female,0,2020-07-01
MT,Novilha Precoce,Female,0,2020-07-01
PI,Bovino,Female,80,2020-07-01
RS,Frango,Female,0,2020-07-01
RS,Novilho Intermediario,Female,0,2020-07-01
RS,Porco Nao Classificado,Female,0,2020-07-01
SP,Bovino,Female,33275,2020-07-01
GO,Bovino,Female,56564,2021-07-01
MT,Bubalino,Female,14,2021-07-01
PR,Frango,Female,39207079,2021-07-01
BA,Asinino,Female,1079,2022-07-01
MA,Frango,Female,3990,2022-07-01
MG,Bovino,Female,37872,2022-07-01
MG,Coelho,Female,210,2022-07-01
RO,Bubalino,Female,0,2022-07-01
SC,Frango,Female,6923501,2022-07-01
SC,Pato,Female,0,2022-07-01
SP,Galinha,Female,1488922,2022-07-01
AL,Bovino,Female,0,2023-07-01
DF,Galinha,Female,168933,2023-07-01
MT,Galinha,Female,468179,2023-07-01
PR,Galinha,Female,5708830,2023-07-01
RJ,Suíno,Female,85,2023-07-01
SP,Coelho,Female,0,2023-07-01
SP,Frango,Female,7934516,2023-07-01
BA,Equino,Female,981,2024-07-01
DF,Galinha,Female,93400,2024-07-01
GO,Frango,Female,15470049,2024-07-01
RS,Bubalino,Female,81,2024-07-01
SP,Suíno,Female,42939,2024-07-01
BA,Bufalo,Female,0,2002-08-01
MT,Vaca,Female,0,2002-08-01
TO,Bufalo,Female,0,2002-08-01
GO,Bubalino Jovem,Female,0,2003-08-01
MT,Equino,Female,157,2003-08-01
SC,Novilho Intermediario,Female,0,2003-08-01
MS,"Suino Tipo Carne,",Female,32892,2004-08-01
MT,Suino,Female,16520,2004-08-01
PE,Bovino,Female,23,2004-08-01
RS,Ovelha,Female,0,2004-08-01
SP,Bufalo,Female,0,2004-08-01
SP,Novilho Intermediario,Female,0,2004-08-01
SP,Touro/Touruno,Female,0,2004-08-01
BA,Bufalo,Female,0,2005-08-01
GO,"Suino Tipo Carne,",Female,2276,2005-08-01
MS,Leitoa,Female,0,2005-08-01
SC,Bufalo,Female,0,2005-08-01
SC,"Suino Tipo Carne,",Female,217230,2005-08-01
GO,Faizão,Female,0,2006-08-01
MG,Peru,Female,0,2006-08-01
MG,Suino,Female,34627,2006-08-01
MT,Bufalo,Female,0,2006-08-01
PE,Galeto,Female,0,2006-08-01
PE,Galinha,Female,0,2006-08-01
PR,"Suino Tipo Carne,",Female,133368,2006-08-01
RS,Galo,Female,0,2006-08-01
RS,Leitoa,Female,0,2006-08-01
AM,Bufalo,Female,0,2007-08-01
BA,Bufalo,Female,0,2007-08-01
DF,Frango,Female,0,2007-08-01
DF,Suino,Female,5440,2007-08-01
GO,Muar,Female,47,2007-08-01
MA,Bufalo,Female,0,2007-08-01
MG,Frango,Female,0,2007-08-01
MS,Novilha Intermediaria,Female,0,2007-08-01
MT,Suino,Female,16759,2007-08-01
PR,Bufalo,Female,0,2007-08-01
RS,Peru,Female,0,2007-08-01
RS,Porco Matrizeiro,Female,0,2007-08-01
SC,Bovino,Female,1816,2007-08-01
SP,Novilha Intermediaria,Female,0,2007-08-01
BA,Cordeira,Female,0,2008-08-01
MG,Novilha Intermediaria,Female,0,2008-08-01
MS,Bovino,Female,106039,2008-08-01
MS,Bufala,Female,0,2008-08-01
MT,Novilhao,Female,0,2008-08-01
PR,Galinha,Female,0,2008-08-01
PR,Porca Matrizeira,Female,0,2008-08-01
PR,Suino,Female,131860,2008-08-01
SC,Novilha Precoce,Female,0,2008-08-01
PR,Coelho,Female,0,2009-08-01
SC,Peru,Female,0,2009-08-01
SC,Porca Matrizeira,Female,0,2009-08-01
SP,Bufala,Female,0,2009-08-01
AC,Bovino,Female,5579,2010-08-01
AM,Vaca,Female,0,2010-08-01
GO,Muar,Female,29,2010-08-01
MG,Faizão,Female,0,2010-08-01
MS,Muar,Female,4,2010-08-01
PA,Bufalo,Female,0,2010-08-01
RS,Cordeiro,Female,0,2010-08-01
SP,Frango,Female,0,2010-08-01
SP,Galinha,Female,0,2010-08-01
SP,Porca Matrizeira,Female,0,2010-08-01
MS,Novilha Precoce,Female,0,2011-08-01
PA,Galinha,Female,0,2011-08-01
PA,Novilhao,Female,0,2011-08-01
PR,Frango,Female,0,2011-08-01
RS,Capao,Female,0,2011-08-01
RS,Cordeiro,Female,0,2011-08-01
RS,Novilhao,Female,0,2011-08-01
SC,Leitao,Female,0,2011-08-01
SP,Equino,Female,36,2011-08-01
SP,Muar,Female,4,2011-08-01
AM,Touro/Touruno,Female,0,2012-08-01
DF,Touro/Touruno,Female,0,2012-08-01
MS,Bufalo,Female,0,2012-08-01
MT,Vaca,Female,0,2012-08-01
AM,Bovino,Female,1765,2013-08-01
BA,Bufala,Female,0,2013-08-01
GO,"Suino Tipo Carne,",Female,0,2013-08-01
MA,Frango,Female,0,2013-08-01
MG,Bovino,Female,63554,2013-08-01
MS,Avestruz,Female,0,2013-08-01
MS,Frango,Female,0,2013-08-01
MS,Galo,Female,0,2013-08-01
MT,Galinha,Female,0,2013-08-01
PR,"Suino Tipo Carne,",Female,113383,2013-08-01
SC,Novilho Intermediario,Female,0,2013-08-01
SP,Novilho Intermediario,Female,0,2013-08-01
TO,Bovino,Female,46378,2013-08-01
AC,Vaca,Female,0,2014-08-01
PA,Galinha,Female,0,2014-08-01
RS,Asinino,Female,6,2014-08-01
GO,Frango,Female,0,2015-08-01
PA,Frango,Female,0,2015-08-01
PE,Frango Especial,Female,0,2015-08-01
PR,Frango,Female,0,2015-08-01
RJ,Leitao,Female,0,2015-08-01
RO,Bovino,Female,11895,2015-08-01
RO,Vaca,Female,0,2015-08-01
SE,Ovino,Female,100,2015-08-01
GO,Bufalo,Female,0,2016-08-01
PE,Ovino,Female,10,2016-08-01
PI,Frango,Female,0,2016-08-01
PR,Bovino,Female,14591,2016-08-01
PR,Suino,Female,155591,2016-08-01
RS,Bovino,Female,20083,2016-08-01
RS,Peru,Female,0,2016-08-01
SC,Frango,Female,0,2016-08-01
SC,Porco Nao Classificado,Female,0,2016-08-01
DF,Bufala,Female,0,2017-08-01
MA,Frango,Female,0,2017-08-01
MG,Bufala,Female,0,2017-08-01
MG,Galo,Female,0,2017-08-01
MG,Leitao,Female,0,2017-08-01
MG,Leitoa,Female,0,2017-08-01
MS,Novilho Intermediario,Female,0,2017-08-01
RS,Porco Nao Classificado,Female,0,2017-08-01
TO,Bovino,Female,28077,2017-08-01
GO,Galo,Female,0,2018-08-01
GO,Novilha Intermediaria,Female,0,2018-08-01
MG,"Suino Tipo Carne,",Female,47915,2018-08-01
PE,Galeto,Female,0,2018-08-01
SC,"Suino Tipo Carne,",Female,84895,2018-08-01
SP,Vaca,Female,0,2018-08-01
PR,Leitoa,Female,0,2019-08-01
RO,Vaca,Female,0,2019-08-01
AM,Touro/Touruno,Female,0,2020-08-01
GO,Galo,Female,0,2020-08-01
MG,Porca Matrizeira,Female,0,2020-08-01
MT,Touro/Touruno,Female,0,2020-08-01
RS,Galo,Female,0,2020-08-01
SP,Frango,Female,0,2020-08-01
AC,Bovino,Female,3600,2021-08-01
BA,Equino,Female,2034,2021-08-01
GO,Bubalino,Female,3,2021-08-01
GO,Frango,Female,8975656,2021-08-01
MA,Bovino,Female,315,2021-08-01
PI,Bovino,Female,0,2021-08-01
SC,Galinha,Female,8170966,2021-08-01
SP,Bubalino,Female,4,2021-08-01
SP,Galinha,Female,5026677,2021-08-01
MT,Frango,Female,7736979,2022-08-01
PR,Suíno,Female,300747,2022-08-01
RR,Frango,Female,0,2022-08-01
RS,Peru,Female,191841,2022-08-01
MG,Peixe,Female,0,2023-08-01
MS,Galinha,Female,287586,2023-08-01
PA,Suíno,Female,210,2023-08-01
MA,Bovino,Female,3988,2024-08-01
MS,Suíno,Female,7605,2024-08-01
MT,Bovino,Female,229166,2024-08-01
PR,Peru,Female,77132,2024-08-01
BA,Frango,Female,0,2002-09-01
SC,Galinha,Female,0,2002-09-01
GO,Bufalo,Female,0,2003-09-01
GO,Novilho Intermediario,Female,0,2003-09-01
GO,Ovino,Female,5,2003-09-01
GO,Suino,Female,3355,2003-09-01
PE,Frango,Female,0,2003-09-01
PR,Porco Matrizeiro,Female,0,2003-09-01
SP,Vaca,Female,0,2003-09-01
MS,Porca Matrizeira,Female,0,2004-09-01
MT,Touro/Touruno,Female,0,2004-09-01
PE,Bovino,Female,0,2004-09-01
PR,Galinha De Postura,Female,0,2004-09-01
RN,Bovino,Female,0,2004-09-01
RR,Bovino,Female,895,2004-09-01
RS,Novilha Intermediaria,Female,0,2004-09-01
RS,Porco Matrizeiro,Female,0,2004-09-01
SP,Bufalo,Female,0,2004-09-01
SP,Galo,Female,0,2004-09-01
SP,Touro/Touruno,Female,0,2004-09-01
GO,Novilho Intermediario,Female,0,2005-09-01
GO,Peru,Female,0,2005-09-01
MG,Novilha Precoce,Female,0,2005-09-01
MG,Porco Matrizeiro,Female,0,2005-09-01
MS,Asinino,Female,13,2005-09-01
PR,Capivara,Female,0,2005-09-01
PR,"Suino Tipo Carne,",Female,116786,2005-09-01
SC,Marreco,Female,0,2005-09-01
BA,Frango,Female,0,2006-09-01
ES,Bovino,Female,6385,2006-09-01
ES,Frango,Female,0,2006-09-01
MS,Capao,Female,0,2006-09-01
MS,Novilha Intermediaria,Female,0,2006-09-01
MS,Porco Matrizeiro,Female,0,2006-09-01
ES,Bovino,Female,3375,2007-09-01
PA,Muar,Female,1,2007-09-01
PR,Bufalo,Female,0,2007-09-01
PR,Galinha,Female,0,2007-09-01
PR,"Suino Tipo Banha,",Female,0,2007-09-01
PR,Vaca,Female,0,2007-09-01
RO,Novilhao,Female,0,2007-09-01
BA,Galeto,Female,0,2008-09-01
GO,Equino,Female,221,2008-09-01
MS,Novilha Intermediaria,Female,0,2008-09-01
PA,Bovino,Female,34587,2008-09-01
RR,Bovino,Female,1213,2008-09-01
RS,"Suino Tipo Carne,",Female,31099,2008-09-01
SC,Vaca,Female,0,2008-09-01
MS,Novilhao,Female,0,2009-09-01
RS,Coelha,Female,0,2009-09-01
RS,Galinha,Female,0,2009-09-01
RS,"Suino Tipo Carne,",Female,32341,2009-09-01
SC,Novilho Intermediario,Female,0,2009-09-01
SC,Porco Matrizeiro,Female,0,2009-09-01
BA,Bufalo,Female,0,2010-09-01
MS,Muar,Female,4,2010-09-01
PI,Bovino,Female,83,2010-09-01
PR,Peru,Female,0,2010-09-01
RS,Novilho Precoce,Female,0,2010-09-01
RS,Peru,Female,0,2010-09-01
SC,Galinha,Female,0,2010-09-01
TO,Frango,Female,0,2010-09-01
BA,Ovino,Female,445,2011-09-01
GO,Porca Matrizeira,Female,0,2011-09-01
MT,Touro/Touruno,Female,0,2011-09-01
PR,Bovino,Female,20262,2011-09-01
PR,"Suino Tipo Carne,",Female,122857,2011-09-01
PR,Vitelo,Female,0,2011-09-01
SC,Frango,Female,0,2011-09-01
DF,Suino,Female,7845,2012-09-01
ES,Galinha,Female,0,2012-09-01
MS,Frango,Female,0,2012-09-01
MT,Equino,Female,6,2012-09-01
MT,Touro/Touruno,Female,0,2012-09-01
SP,Avestruz,Female,0,2012-09-01
AC,Novilhao,Female,0,2013-09-01
GO,Novilho Precoce,Female,0,2013-09-01
PE,Frango,Female,0,2013-09-01
PR,Porco Matrizeiro,Female,0,2013-09-01
GO,"Suino Tipo Carne,",Female,76849,2014-09-01
MS,Touro/Touruno,Female,0,2014-09-01
MT,Touro/Touruno,Female,0,2014-09-01
RO,Bufala,Female,0,2014-09-01
SP,Novilha Precoce,Female,0,2014-09-01
GO,Frango,Female,0,2015-09-01
MA,Frango,Female,0,2015-09-01
MG,Bufalo,Female,0,2015-09-01
MG,"Suino Tipo Carne,",Female,48671,2015-09-01
MT,Touro/Touruno,Female,0,2015-09-01
PR,Bufalo,Female,0,2015-09-01
RO,Touro/Touruno,Female,0,2015-09-01
BA,Frango,Female,0,2016-09-01
DF,Galinha De Postura,Female,0,2016-09-01
ES,Bovino,Female,3972,2016-09-01
GO,Muar,Female,40,2016-09-01
GO,Suino,Female,64815,2016-09-01
MA,Novilhona,Female,0,2016-09-01
MG,Porca Matrizeira,Female,0,2016-09-01
PA,Novilho Intermediario,Female,0,2016-09-01
PR,Novilhao,Female,0,2016-09-01
SC,Marreco,Female,0,2016-09-01
AM,Bovino,Female,1343,2017-09-01
BA,Cabrita,Female,0,2017-09-01
DF,Frango,Female,0,2017-09-01
MA,Bovino,Female,1313,2017-09-01
MG,Bovino,Female,48243,2017-09-01
PR,Frango,Female,0,2017-09-01
RO,Bovino,Female,16793,2017-09-01
RS,Porca Matrizeira,Female,0,2017-09-01
DF,Bovino,Female,209,2018-09-01
MS,Frango,Female,0,2018-09-01
PR,Novilhao,Female,0,2018-09-01
RS,Equino,Female,292,2018-09-01
RS,Novilha Precoce,Female,0,2018-09-01
RS,Porco Matrizeiro,Female,0,2018-09-01
BA,Equino,Female,1013,2019-09-01
MA,Frango,Female,0,2019-09-01
MS,Novilha Precoce,Female,0,2019-09-01
MT,"Suino Tipo Carne,",Female,93188,2019-09-01
PA,Novilho Precoce,Female,0,2019-09-01
PI,Bovino,Female,0,2019-09-01
RS,Leitao,Female,0,2019-09-01
RS,Novilha Intermediaria,Female,0,2019-09-01
RS,Novilhao,Female,0,2019-09-01
SC,Cordeira,Female,0,2019-09-01
SC,Muar,Female,2,2019-09-01
SP,Bufala,Female,0,2019-09-01
SP,Pato,Female,0,2019-09-01
SP,"Suino Tipo Carne,",Female,5730,2019-09-01
AC,Porco Matrizeiro,Female,0,2020-09-01
MA,Bovino,Female,147,2020-09-01
MG,Porco Nao Classificado,Female,0,2020-09-01
MS,Porca Matrizeira,Female,0,2020-09-01
MT,Novilhona,Female,0,2020-09-01
RS,Galinha De Postura,Female,0,2020-09-01
SC,Galinha,Female,0,2020-09-01
SC,Leitoa,Female,0,2020-09-01
TO,Bovino,Female,6842,2020-09-01
AM,Equino,Female,1,2021-09-01
MS,Caprino,Female,8,2021-09-01
PR,Frango,Female,38620947,2021-09-01
PR,Muar,Female,2,2021-09-01
RR,Aves,Female,4806,2021-09-01
RS,Ovino,Female,1149,2021-09-01
SP,Frango,Female,3987454,2021-09-01
MG,Bubalino,Female,7,2022-09-01
BA,Bovino,Female,4644,2023-09-01
DF,Frango,Female,0,2023-09-01
ES,Bovino,Female,775,2023-09-01
PR,Frango,Female,63411947,2023-09-01
PI,Asinino,Female,50,2024-09-01
SP,Ovino,Female,547,2024-09-01
GO,Leitao,Female,0,2021-01-01
MG,Ovino,Female,130,2021-01-01
MS,Galo,Female,0,2021-01-01
MT,Bufala,Female,0,2021-01-01
MS,Asinino,Female,3,2002-10-01
RS,Frango,Female,0,2002-10-01
RS,Galeto,Female,0,2002-10-01
SC,Muar,Female,1,2002-10-01
BA,Galinha,Female,0,2003-10-01
GO,Bovino,Female,51831,2003-10-01
MS,Bufalo,Female,0,2003-10-01
MT,Porca Matrizeira,Female,0,2003-10-01
RO,Touro/Touruno,Female,0,2003-10-01
RS,Novilha Precoce,Female,0,2003-10-01
RS,Novilhao,Female,0,2003-10-01
SP,"Suino Tipo Banha,",Female,0,2003-10-01
SP,Touro/Touruno,Female,0,2003-10-01
PE,Frango,Female,0,2004-10-01
RS,Cordeiro,Female,0,2004-10-01
SC,Bovino,Female,3394,2004-10-01
