Region,State,Feedstock,Volumes_m3,Date
Mid-West,Goiás,Oil_Soy,82250.529,2023-07-01
Mid-West,Mato Grosso,Oil_Soy,98297.901,2023-07-01
Mid-West,Mato Grosso do Sul,Oil_Soy,27506.4,2023-07-01
Northeast,Bahia,Oil_Soy,30286.118,2023-07-01
Northeast,Piauí,Oil_Soy,5938.485,2023-07-01
North,Pará,Oil_Soy,1479.46,2023-07-01
North,Rondônia,Oil_Soy,136.308,2023-07-01
North,Tocantins,Oil_Soy,14201.393,2023-07-01
Southeast,São Paulo,Oil_Soy,2886.218,2023-07-01
South,Paraná,Oil_Soy,80261.373,2023-07-01
South,Rio Grande do Sul,Oil_Soy,136146.535,2023-07-01
South,Santa Catarina,Oil_Soy,13586.637,2023-07-01
Mid-West,Goiás,Fatty_Acid_Other,9431.016,2023-07-01
Mid-West,Mato Grosso,Fatty_Acid_Other,20621.501,2023-07-01
Northeast,Bahia,Fatty_Acid_Other,4983.988,2023-07-01
North,Pará,Fatty_Acid_Other,620.608,2023-07-01
North,Rondônia,Fatty_Acid_Other,49.0,2023-07-01
North,Tocantins,Fatty_Acid_Other,1396.618,2023-07-01
Southeast,Minas Gerais,Fatty_Acid_Other,255.874,2023-07-01
Southeast,Rio de Janeiro,Fatty_Acid_Other,654.546,2023-07-01
Southeast,São Paulo,Fatty_Acid_Other,20514.071,2023-07-01
South,Paraná,Fatty_Acid_Other,14201.989,2023-07-01
South,Rio Grande do Sul,Fatty_Acid_Other,12147.325,2023-07-01
South,Santa Catarina,Fatty_Acid_Other,22579.61,2023-07-01
Mid-West,Goiás,Fatty_Acid_Soy,836.225,2023-06-01
Mid-West,Mato Grosso,Fatty_Acid_Soy,203.12,2023-06-01
Southeast,São Paulo,Fatty_Acid_Soy,136.364,2023-06-01
Mid-West,Goiás,Tallow_Cattle,10890.511,2023-06-01
Mid-West,Mato Grosso,Tallow_Cattle,1634.199,2023-06-01
Mid-West,Mato Grosso do Sul,Tallow_Cattle,596.2,2023-06-01
Northeast,Bahia,Tallow_Cattle,9877.979,2023-06-01
North,Pará,Tallow_Cattle,1925.221,2023-06-01
North,Rondônia,Tallow_Cattle,6356.662,2023-06-01
Southeast,Minas Gerais,Tallow_Cattle,2714.15,2023-06-01
Southeast,Rio de Janeiro,Tallow_Cattle,38.739,2023-06-01
South,Paraná,Tallow_Cattle,1353.071,2023-06-01
South,Rio Grande do Sul,Tallow_Cattle,5950.41,2023-06-01
South,Santa Catarina,Tallow_Cattle,357.201,2023-06-01
Northeast,Bahia,Tallow_Chicken,4.326,2023-06-01
Southeast,Rio de Janeiro,Tallow_Chicken,80.033,2023-06-01
South,Paraná,Tallow_Chicken,1683.428,2023-06-01
South,Rio Grande do Sul,Tallow_Chicken,293.208,2023-06-01
South,Santa Catarina,Tallow_Chicken,1820.324,2023-06-01
Mid-West,Goiás,Tallow_Pork,4387.396,2023-06-01
Southeast,Rio de Janeiro,Tallow_Pork,5545.987,2023-06-01
South,Paraná,Tallow_Pork,316.983,2023-06-01
South,Rio Grande do Sul,Tallow_Pork,1600.167,2023-06-01
South,Santa Catarina,Tallow_Pork,604.362,2023-06-01
Mid-West,Goiás,Oil_Cotton,717.359,2023-06-01
Mid-West,Mato Grosso,Oil_Cotton,79.81,2023-06-01
Northeast,Bahia,Oil_Cotton,494.732,2023-06-01
Mid-West,Goiás,UCO,149.474,2023-06-01
Mid-West,Mato Grosso do Sul,UCO,37.553,2023-06-01
Northeast,Bahia,UCO,906.849,2023-06-01
North,Rondônia,UCO,68.044,2023-06-01
North,Tocantins,UCO,12.216,2023-06-01
Southeast,Rio de Janeiro,UCO,5394.447,2023-06-01
South,Paraná,UCO,707.329,2023-06-01
South,Rio Grande do Sul,UCO,274.185,2023-06-01
South,Santa Catarina,UCO,4022.971,2023-06-01
Mid-West,Goiás,Oil_Corn,443.27,2023-06-01
Southeast,Rio de Janeiro,Oil_Corn,275.217,2023-06-01
South,Paraná,Oil_Corn,6.539,2023-06-01
South,Santa Catarina,Oil_Corn,885.456,2023-06-01
Mid-West,Goiás,Oil_Palm,5817.965,2023-06-01
Northeast,Bahia,Oil_Palm,1909.353,2023-06-01
North,Pará,Oil_Palm,8133.581,2023-06-01
North,Rondônia,Oil_Palm,117.045,2023-06-01
North,Pará,Oil_Palmiste,22.374,2023-06-01
Mid-West,Goiás,Oil_Soy,78006.522,2023-06-01
Mid-West,Mato Grosso,Oil_Soy,78325.816,2023-06-01
Mid-West,Mato Grosso do Sul,Oil_Soy,26223.053,2023-06-01
Northeast,Bahia,Oil_Soy,28506.453,2023-06-01
Northeast,Piauí,Oil_Soy,6028.167,2023-06-01
North,Pará,Oil_Soy,1712.066,2023-06-01
North,Rondônia,Oil_Soy,2.914,2023-06-01
North,Tocantins,Oil_Soy,5259.208,2023-06-01
Southeast,São Paulo,Oil_Soy,2289.207,2023-06-01
South,Paraná,Oil_Soy,59909.122,2023-06-01
South,Rio Grande do Sul,Oil_Soy,144265.047,2023-06-01
South,Santa Catarina,Oil_Soy,22983.889,2023-06-01
Mid-West,Goiás,Fatty_Acid_Other,14065.492,2023-06-01
Mid-West,Mato Grosso,Fatty_Acid_Other,25899.104,2023-06-01
Northeast,Bahia,Fatty_Acid_Other,1096.277,2023-06-01
North,Pará,Fatty_Acid_Other,1.088,2023-06-01
North,Tocantins,Fatty_Acid_Other,428.291,2023-06-01
Southeast,Minas Gerais,Fatty_Acid_Other,200.063,2023-06-01
Southeast,Rio de Janeiro,Fatty_Acid_Other,182.135,2023-06-01
Southeast,São Paulo,Fatty_Acid_Other,11042.42,2023-06-01
South,Paraná,Fatty_Acid_Other,21030.341,2023-06-01
South,Rio Grande do Sul,Fatty_Acid_Other,17374.042,2023-06-01
South,Santa Catarina,Fatty_Acid_Other,2163.857,2023-06-01
Mid-West,Goiás,Fatty_Acid_Soy,992.537,2023-05-01
Mid-West,Mato Grosso,Fatty_Acid_Soy,58.575,2023-05-01
Mid-West,Goiás,Tallow_Cattle,9594.5,2023-05-01
Mid-West,Mato Grosso,Tallow_Cattle,1752.445,2023-05-01
Mid-West,Mato Grosso do Sul,Tallow_Cattle,594.267,2023-05-01
Northeast,Bahia,Tallow_Cattle,5992.104,2023-05-01
North,Pará,Tallow_Cattle,12.579,2023-05-01
North,Rondônia,Tallow_Cattle,4446.072,2023-05-01
Southeast,Minas Gerais,Tallow_Cattle,1086.488,2023-05-01
Southeast,Rio de Janeiro,Tallow_Cattle,115.807,2023-05-01
South,Paraná,Tallow_Cattle,2607.213,2023-05-01
South,Rio Grande do Sul,Tallow_Cattle,12937.179,2023-05-01
South,Santa Catarina,Tallow_Cattle,456.82,2023-05-01
Northeast,Bahia,Tallow_Chicken,2.894,2023-05-01
Southeast,Minas Gerais,Tallow_Chicken,730.768,2023-05-01
South,Paraná,Tallow_Chicken,3187.215,2023-05-01
South,Santa Catarina,Tallow_Chicken,1773.686,2023-05-01
Mid-West,Goiás,Tallow_Pork,4441.948,2023-05-01
Southeast,Minas Gerais,Tallow_Pork,924.788,2023-05-01
Southeast,Rio de Janeiro,Tallow_Pork,4538.249,2023-05-01
South,Paraná,Tallow_Pork,749.324,2023-05-01
South,Rio Grande do Sul,Tallow_Pork,2525.08,2023-05-01
South,Santa Catarina,Tallow_Pork,878.852,2023-05-01
Mid-West,Goiás,Oil_Cotton,1073.837,2023-05-01
Mid-West,Mato Grosso,Oil_Cotton,2200.773,2023-05-01
Northeast,Bahia,Oil_Cotton,1577.117,2023-05-01
Mid-West,Goiás,UCO,178.636,2023-05-01
Mid-West,Mato Grosso do Sul,UCO,17.278,2023-05-01
Northeast,Bahia,UCO,887.167,2023-05-01
North,Rondônia,UCO,20.144,2023-05-01
North,Tocantins,UCO,57.272,2023-05-01
Southeast,Minas Gerais,UCO,34.27,2023-05-01
Southeast,Rio de Janeiro,UCO,5413.808,2023-05-01
South,Paraná,UCO,289.117,2023-05-01
South,Rio Grande do Sul,UCO,350.536,2023-05-01
South,Santa Catarina,UCO,3287.844,2023-05-01
Mid-West,Goiás,Oil_Corn,257.76,2023-05-01
South,Paraná,Oil_Corn,436.428,2023-05-01
South,Santa Catarina,Oil_Corn,727.436,2023-05-01
Northeast,Bahia,Oil_Palm,780.144,2023-05-01
North,Pará,Oil_Palm,8668.484,2023-05-01
Mid-West,Goiás,Oil_Soy,78747.396,2023-05-01
Mid-West,Mato Grosso,Oil_Soy,110047.953,2023-05-01
Mid-West,Mato Grosso do Sul,Oil_Soy,28529.225,2023-05-01
Northeast,Bahia,Oil_Soy,32664.265,2023-05-01
Northeast,Piauí,Oil_Soy,5896.42,2023-05-01
North,Pará,Oil_Soy,1262.787,2023-05-01
North,Rondônia,Oil_Soy,14.906,2023-05-01
North,Tocantins,Oil_Soy,13071.37,2023-05-01
Southeast,Minas Gerais,Oil_Soy,3259.857,2023-05-01
Southeast,São Paulo,Oil_Soy,1026.816,2023-05-01
South,Paraná,Oil_Soy,54718.013,2023-05-01
South,Rio Grande do Sul,Oil_Soy,143021.917,2023-05-01
South,Santa Catarina,Oil_Soy,15416.439,2023-05-01
Mid-West,Goiás,Fatty_Acid_Other,11761.743,2023-05-01
Mid-West,Mato Grosso,Fatty_Acid_Other,22809.277,2023-05-01
Northeast,Bahia,Fatty_Acid_Other,3051.106,2023-05-01
North,Pará,Fatty_Acid_Other,175.625,2023-05-01
North,Tocantins,Fatty_Acid_Other,572.657,2023-05-01
Southeast,Rio de Janeiro,Fatty_Acid_Other,2380.162,2023-05-01
Southeast,São Paulo,Fatty_Acid_Other,8988.877,2023-05-01
South,Paraná,Fatty_Acid_Other,19817.291,2023-05-01
South,Rio Grande do Sul,Fatty_Acid_Other,14276.109,2023-05-01
South,Santa Catarina,Fatty_Acid_Other,1748.756,2023-05-01
Mid-West,Goiás,Fatty_Acid_Soy,571.938,2023-04-01
Mid-West,Mato Grosso,Fatty_Acid_Soy,165.495,2023-04-01
Mid-West,Goiás,Tallow_Cattle,4963.657,2023-04-01
Mid-West,Mato Grosso,Tallow_Cattle,119.999,2023-04-01
Mid-West,Mato Grosso do Sul,Tallow_Cattle,12.441,2023-04-01
Northeast,Bahia,Tallow_Cattle,1900.825,2023-04-01
North,Pará,Tallow_Cattle,250.545,2023-04-01
North,Rondônia,Tallow_Cattle,2141.71,2023-04-01
Southeast,Minas Gerais,Tallow_Cattle,4380.854,2023-04-01
South,Paraná,Tallow_Cattle,891.076,2023-04-01
South,Rio Grande do Sul,Tallow_Cattle,11173.535,2023-04-01
South,Santa Catarina,Tallow_Cattle,34.091,2023-04-01
Northeast,Bahia,Tallow_Chicken,75.802,2023-04-01
Southeast,Minas Gerais,Tallow_Chicken,668.084,2023-04-01
Southeast,Rio de Janeiro,Tallow_Chicken,676.444,2023-04-01
South,Paraná,Tallow_Chicken,4152.313,2023-04-01
South,Santa Catarina,Tallow_Chicken,3339.517,2023-04-01
Mid-West,Goiás,Tallow_Pork,3335.189,2023-04-01
Southeast,Minas Gerais,Tallow_Pork,222.83,2023-04-01
Southeast,Rio de Janeiro,Tallow_Pork,3834.711,2023-04-01
South,Paraná,Tallow_Pork,2397.432,2023-04-01
South,Rio Grande do Sul,Tallow_Pork,2676.904,2023-04-01
South,Santa Catarina,Tallow_Pork,3042.242,2023-04-01
Mid-West,Goiás,Oil_Cotton,1816.996,2023-04-01
Mid-West,Mato Grosso,Oil_Cotton,4281.972,2023-04-01
Northeast,Bahia,Oil_Cotton,812.311,2023-04-01
South,Rio Grande do Sul,Oil_Canola,545.247,2023-04-01
Mid-West,Goiás,UCO,85.433,2023-04-01
Northeast,Bahia,UCO,453.972,2023-04-01
North,Rondônia,UCO,106.056,2023-04-01
North,Tocantins,UCO,21.434,2023-04-01
Southeast,Rio de Janeiro,UCO,3679.754,2023-04-01
South,Paraná,UCO,1103.851,2023-04-01
South,Rio Grande do Sul,UCO,1033.89,2023-04-01
South,Santa Catarina,UCO,5858.842,2023-04-01
Mid-West,Goiás,Oil_Corn,498.414,2023-04-01
Southeast,Rio de Janeiro,Oil_Corn,37.725,2023-04-01
Mid-West,Goiás,Oil_Palm,795.017,2023-04-01
Northeast,Bahia,Oil_Palm,5840.859,2023-04-01
North,Pará,Oil_Palm,5775.314,2023-04-01
North,Rondônia,Oil_Palm,331.416,2023-04-01
Mid-West,Goiás,Oil_Soy,69411.551,2023-04-01
Mid-West,Mato Grosso,Oil_Soy,71396.841,2023-04-01
Mid-West,Mato Grosso do Sul,Oil_Soy,25638.924,2023-04-01
Northeast,Bahia,Oil_Soy,28271.498,2023-04-01
Northeast,Piauí,Oil_Soy,4469.017,2023-04-01
North,Pará,Oil_Soy,6.082,2023-04-01
North,Rondônia,Oil_Soy,2124.106,2023-04-01
North,Tocantins,Oil_Soy,11766.677,2023-04-01
Southeast,Minas Gerais,Oil_Soy,1604.607,2023-04-01
Southeast,Rio de Janeiro,Oil_Soy,894.09,2023-04-01
Southeast,São Paulo,Oil_Soy,2871.865,2023-04-01
South,Paraná,Oil_Soy,62868.406,2023-04-01
South,Rio Grande do Sul,Oil_Soy,114995.174,2023-04-01
South,Santa Catarina,Oil_Soy,20257.787,2023-04-01
Mid-West,Goiás,Fatty_Acid_Other,19116.56,2023-04-01
Mid-West,Mato Grosso,Fatty_Acid_Other,18304.679,2023-04-01
Northeast,Bahia,Fatty_Acid_Other,1533.509,2023-04-01
North,Pará,Fatty_Acid_Other,164.115,2023-04-01
North,Tocantins,Fatty_Acid_Other,626.145,2023-04-01
Southeast,Minas Gerais,Fatty_Acid_Other,2035.391,2023-04-01
Southeast,Rio de Janeiro,Fatty_Acid_Other,2755.894,2023-04-01
Southeast,São Paulo,Fatty_Acid_Other,15037.338,2023-04-01
South,Paraná,Fatty_Acid_Other,18725.05,2023-04-01
South,Rio Grande do Sul,Fatty_Acid_Other,15357.617,2023-04-01
South,Santa Catarina,Fatty_Acid_Other,521.015,2023-04-01
Mid-West,Goiás,Fatty_Acid_Soy,507.582,2023-03-01
Mid-West,Goiás,Tallow_Cattle,7302.581,2023-03-01
Mid-West,Mato Grosso,Tallow_Cattle,557.036,2023-03-01
Mid-West,Mato Grosso do Sul,Tallow_Cattle,275.166,2023-03-01
Northeast,Bahia,Tallow_Cattle,4963.159,2023-03-01
North,Pará,Tallow_Cattle,562.944,2023-03-01
North,Rondônia,Tallow_Cattle,1974.834,2023-03-01
Southeast,Minas Gerais,Tallow_Cattle,2100.462,2023-03-01
Southeast,Rio de Janeiro,Tallow_Cattle,154.795,2023-03-01
South,Paraná,Tallow_Cattle,3043.492,2023-03-01
South,Rio Grande do Sul,Tallow_Cattle,10193.291,2023-03-01
South,Santa Catarina,Tallow_Cattle,68.182,2023-03-01
Northeast,Bahia,Tallow_Chicken,111.187,2023-03-01
Southeast,Minas Gerais,Tallow_Chicken,554.347,2023-03-01
Southeast,Rio de Janeiro,Tallow_Chicken,536.587,2023-03-01
South,Paraná,Tallow_Chicken,1137.686,2023-03-01
South,Santa Catarina,Tallow_Chicken,2471.022,2023-03-01
Mid-West,Goiás,Tallow_Pork,4139.443,2023-03-01
Southeast,Minas Gerais,Tallow_Pork,285.317,2023-03-01
Southeast,Rio de Janeiro,Tallow_Pork,1249.507,2023-03-01
South,Paraná,Tallow_Pork,2105.926,2023-03-01
South,Rio Grande do Sul,Tallow_Pork,3498.912,2023-03-01
South,Santa Catarina,Tallow_Pork,2232.352,2023-03-01
Mid-West,Goiás,Oil_Cotton,1310.653,2023-03-01
Mid-West,Mato Grosso,Oil_Cotton,3290.529,2023-03-01
Northeast,Bahia,Oil_Cotton,2214.482,2023-03-01
Mid-West,Goiás,UCO,0.124,2023-03-01
Mid-West,Mato Grosso do Sul,UCO,48.298,2023-03-01
Northeast,Bahia,UCO,180.015,2023-03-01
North,Tocantins,UCO,17.49,2023-03-01
Southeast,Minas Gerais,UCO,133.349,2023-03-01
Southeast,Rio de Janeiro,UCO,6167.011,2023-03-01
South,Paraná,UCO,614.549,2023-03-01
South,Rio Grande do Sul,UCO,1126.704,2023-03-01
South,Santa Catarina,UCO,6733.267,2023-03-01
Mid-West,Goiás,Oil_Corn,500.849,2023-03-01
Southeast,Rio de Janeiro,Oil_Corn,196.018,2023-03-01
Mid-West,Goiás,Oil_Palm,1025.573,2023-03-01
Northeast,Bahia,Oil_Palm,10628.444,2023-03-01
North,Pará,Oil_Palm,5741.833,2023-03-01
North,Rondônia,Oil_Palm,219.586,2023-03-01
North,Pará,Oil_Palmiste,530.912,2023-03-01
Mid-West,Goiás,Oil_Soy,60937.206,2023-03-01
Mid-West,Mato Grosso,Oil_Soy,80599.042,2023-03-01
Mid-West,Mato Grosso do Sul,Oil_Soy,18316.424,2023-03-01
Northeast,Bahia,Oil_Soy,24396.118,2023-03-01
Northeast,Piauí,Oil_Soy,5349.044,2023-03-01
North,Pará,Oil_Soy,43.333,2023-03-01
North,Rondônia,Oil_Soy,964.859,2023-03-01
North,Tocantins,Oil_Soy,12374.304,2023-03-01
Southeast,Minas Gerais,Oil_Soy,1781.597,2023-03-01
Southeast,Rio de Janeiro,Oil_Soy,422.167,2023-03-01
Southeast,São Paulo,Oil_Soy,2481.457,2023-03-01
South,Paraná,Oil_Soy,50282.152,2023-03-01
South,Rio Grande do Sul,Oil_Soy,98069.46,2023-03-01
South,Santa Catarina,Oil_Soy,16989.599,2023-03-01
Mid-West,Goiás,Fatty_Acid_Other,18508.398,2023-03-01
Mid-West,Mato Grosso,Fatty_Acid_Other,23734.851,2023-03-01
Northeast,Bahia,Fatty_Acid_Other,2325.456,2023-03-01
North,Pará,Fatty_Acid_Other,192.587,2023-03-01
North,Tocantins,Fatty_Acid_Other,806.141,2023-03-01
Southeast,Minas Gerais,Fatty_Acid_Other,40.704,2023-03-01
Southeast,Rio de Janeiro,Fatty_Acid_Other,3180.047,2023-03-01
Southeast,São Paulo,Fatty_Acid_Other,14383.983,2023-03-01
South,Paraná,Fatty_Acid_Other,18486.008,2023-03-01
South,Rio Grande do Sul,Fatty_Acid_Other,17478.281,2023-03-01
South,Santa Catarina,Fatty_Acid_Other,576.627,2023-03-01
Mid-West,Goiás,Fatty_Acid_Soy,406.723,2023-02-01
Mid-West,Goiás,Tallow_Cattle,8486.626,2023-02-01
Mid-West,Mato Grosso,Tallow_Cattle,1024.761,2023-02-01
Mid-West,Mato Grosso do Sul,Tallow_Cattle,637.428,2023-02-01
Northeast,Bahia,Tallow_Cattle,5305.185,2023-02-01
North,Pará,Tallow_Cattle,455.212,2023-02-01
North,Rondônia,Tallow_Cattle,4721.961,2023-02-01
Southeast,Minas Gerais,Tallow_Cattle,1947.962,2023-02-01
Southeast,São Paulo,Tallow_Cattle,7389.86,2023-02-01
South,Paraná,Tallow_Cattle,2770.643,2023-02-01
South,Rio Grande do Sul,Tallow_Cattle,12239.456,2023-02-01
Northeast,Bahia,Tallow_Chicken,28.648,2023-02-01
Southeast,Minas Gerais,Tallow_Chicken,774.32,2023-02-01
Southeast,Rio de Janeiro,Tallow_Chicken,426.002,2023-02-01
Southeast,São Paulo,Tallow_Chicken,2254.52,2023-02-01
South,Paraná,Tallow_Chicken,2706.037,2023-02-01
South,Santa Catarina,Tallow_Chicken,1719.351,2023-02-01
Mid-West,Goiás,Tallow_Pork,2242.398,2023-02-01
Northeast,Bahia,Tallow_Pork,329.144,2023-02-01
Southeast,Minas Gerais,Tallow_Pork,210.03,2023-02-01
Southeast,Rio de Janeiro,Tallow_Pork,2707.17,2023-02-01
Southeast,São Paulo,Tallow_Pork,2530.657,2023-02-01
South,Paraná,Tallow_Pork,1725.805,2023-02-01
South,Rio Grande do Sul,Tallow_Pork,4073.175,2023-02-01
South,Santa Catarina,Tallow_Pork,1527.091,2023-02-01
Mid-West,Goiás,Oil_Cotton,800.741,2023-02-01
Mid-West,Mato Grosso,Oil_Cotton,3847.882,2023-02-01
Northeast,Bahia,Oil_Cotton,1493.814,2023-02-01
South,Rio Grande do Sul,Oil_Canola,1654.456,2023-02-01
Mid-West,Goiás,UCO,252.701,2023-02-01
Mid-West,Mato Grosso do Sul,UCO,115.507,2023-02-01
Northeast,Bahia,UCO,374.722,2023-02-01
North,Tocantins,UCO,20.868,2023-02-01
Southeast,Minas Gerais,UCO,37.85,2023-02-01
Southeast,Rio de Janeiro,UCO,4787.766,2023-02-01
Southeast,São Paulo,UCO,1947.38,2023-02-01
South,Paraná,UCO,1085.003,2023-02-01
South,Rio Grande do Sul,UCO,1595.614,2023-02-01
South,Santa Catarina,UCO,3543.094,2023-02-01
Mid-West,Goiás,Oil_Corn,685.603,2023-02-01
Southeast,Rio de Janeiro,Oil_Corn,35.869,2023-02-01
Southeast,São Paulo,Oil_Corn,33.764,2023-02-01
Mid-West,Goiás,Oil_Palm,42.657,2023-02-01
Northeast,Bahia,Oil_Palm,4670.211,2023-02-01
North,Pará,Oil_Palm,3739.046,2023-02-01
North,Rondônia,Oil_Palm,63.05,2023-02-01
Mid-West,Goiás,Oil_Soy,41424.475,2023-02-01
Mid-West,Mato Grosso,Oil_Soy,73953.641,2023-02-01
Mid-West,Mato Grosso do Sul,Oil_Soy,22998.244,2023-02-01
Northeast,Bahia,Oil_Soy,23287.664,2023-02-01
Northeast,Piauí,Oil_Soy,2396.588,2023-02-01
North,Pará,Oil_Soy,2.147,2023-02-01
North,Rondônia,Oil_Soy,91.797,2023-02-01
North,Tocantins,Oil_Soy,3902.207,2023-02-01
Southeast,Minas Gerais,Oil_Soy,1642.65,2023-02-01
Southeast,São Paulo,Oil_Soy,2188.5,2023-02-01
South,Paraná,Oil_Soy,34240.486,2023-02-01
South,Rio Grande do Sul,Oil_Soy,81187.665,2023-02-01
South,Santa Catarina,Oil_Soy,12429.041,2023-02-01
Mid-West,Goiás,Fatty_Acid_Other,13800.688,2023-02-01
Mid-West,Mato Grosso,Fatty_Acid_Other,15109.189,2023-02-01
Northeast,Bahia,Fatty_Acid_Other,3268.135,2023-02-01
North,Tocantins,Fatty_Acid_Other,235.945,2023-02-01
Southeast,Minas Gerais,Fatty_Acid_Other,367.138,2023-02-01
Southeast,Rio de Janeiro,Fatty_Acid_Other,77.126,2023-02-01
Southeast,São Paulo,Fatty_Acid_Other,22.857,2023-02-01
South,Paraná,Fatty_Acid_Other,18021.302,2023-02-01
South,Rio Grande do Sul,Fatty_Acid_Other,17840.124,2023-02-01
Mid-West,Goiás,Fatty_Acid_Soy,662.311,2023-01-01
Southeast,São Paulo,Fatty_Acid_Soy,50.0,2023-01-01
Mid-West,Goiás,Tallow_Cattle,9033.39,2023-01-01
Mid-West,Mato Grosso,Tallow_Cattle,2029.756,2023-01-01
Mid-West,Mato Grosso do Sul,Tallow_Cattle,991.361,2023-01-01
Northeast,Bahia,Tallow_Cattle,6177.109,2023-01-01
North,Pará,Tallow_Cattle,508.537,2023-01-01
North,Rondônia,Tallow_Cattle,3620.945,2023-01-01
Southeast,Minas Gerais,Tallow_Cattle,25.024,2023-01-01
Southeast,Rio de Janeiro,Tallow_Cattle,1.04,2023-01-01
Southeast,São Paulo,Tallow_Cattle,7550.276,2023-01-01
South,Paraná,Tallow_Cattle,3039.971,2023-01-01
South,Rio Grande do Sul,Tallow_Cattle,14232.05,2023-01-01
Mid-West,Goiás,Tallow_Chicken,303.438,2023-01-01
Southeast,Minas Gerais,Tallow_Chicken,986.436,2023-01-01
Southeast,São Paulo,Tallow_Chicken,1736.306,2023-01-01
South,Paraná,Tallow_Chicken,2106.239,2023-01-01
South,Rio Grande do Sul,Tallow_Chicken,74.822,2023-01-01
South,Santa Catarina,Tallow_Chicken,1673.722,2023-01-01
Mid-West,Goiás,Tallow_Pork,3199.463,2023-01-01
Southeast,Minas Gerais,Tallow_Pork,736.434,2023-01-01
Southeast,Rio de Janeiro,Tallow_Pork,8642.484,2023-01-01
Southeast,São Paulo,Tallow_Pork,1994.632,2023-01-01
South,Paraná,Tallow_Pork,1090.916,2023-01-01
South,Rio Grande do Sul,Tallow_Pork,3438.322,2023-01-01
South,Santa Catarina,Tallow_Pork,3010.367,2023-01-01
Mid-West,Goiás,Oil_Cotton,118.596,2023-01-01
Mid-West,Mato Grosso,Oil_Cotton,5316.955,2023-01-01
Northeast,Bahia,Oil_Cotton,2657.491,2023-01-01
Southeast,Minas Gerais,Oil_Cotton,182.316,2023-01-01
South,Rio Grande do Sul,Oil_Canola,1175.231,2023-01-01
Mid-West,Goiás,UCO,75.891,2023-01-01
Mid-West,Mato Grosso do Sul,UCO,102.97,2023-01-01
Northeast,Bahia,UCO,359.038,2023-01-01
North,Tocantins,UCO,3.402,2023-01-01
Southeast,Minas Gerais,UCO,36.554,2023-01-01
Southeast,Rio de Janeiro,UCO,4307.439,2023-01-01
Southeast,São Paulo,UCO,2361.201,2023-01-01
South,Paraná,UCO,685.631,2023-01-01
South,Rio Grande do Sul,UCO,1267.609,2023-01-01
South,Santa Catarina,UCO,5214.813,2023-01-01
Mid-West,Goiás,Oil_Corn,452.946,2023-01-01
Northeast,Bahia,Oil_Palm,7886.211,2023-01-01
North,Pará,Oil_Palm,6436.916,2023-01-01
North,Rondônia,Oil_Palm,202.361,2023-01-01
Mid-West,Goiás,Oil_Soy,34753.674,2023-01-01
Mid-West,Mato Grosso,Oil_Soy,61603.349,2023-01-01
Mid-West,Mato Grosso do Sul,Oil_Soy,21931.977,2023-01-01
Northeast,Bahia,Oil_Soy,27173.833,2023-01-01
Northeast,Piauí,Oil_Soy,4162.657,2023-01-01
North,Pará,Oil_Soy,1141.798,2023-01-01
Southeast,Minas Gerais,Oil_Soy,3109.085,2023-01-01
Southeast,São Paulo,Oil_Soy,1762.012,2023-01-01
South,Paraná,Oil_Soy,36091.792,2023-01-01
South,Rio Grande do Sul,Oil_Soy,79573.299,2023-01-01
South,Santa Catarina,Oil_Soy,10871.435,2023-01-01
Mid-West,Goiás,Fatty_Acid_Other,11517.074,2023-01-01
Mid-West,Mato Grosso,Fatty_Acid_Other,13916.224,2023-01-01
Northeast,Bahia,Fatty_Acid_Other,3419.656,2023-01-01
Southeast,Rio de Janeiro,Fatty_Acid_Other,151.902,2023-01-01
Southeast,São Paulo,Fatty_Acid_Other,494.318,2023-01-01
South,Paraná,Fatty_Acid_Other,17297.448,2023-01-01
South,Rio Grande do Sul,Fatty_Acid_Other,17581.044,2023-01-01
South,Santa Catarina,Fatty_Acid_Other,436.977,2023-01-01
Mid-West,Goiás,Fatty_Acid_Soy,929.828,2022-12-01
Mid-West,Goiás,Tallow_Cattle,9653.436,2022-12-01
Mid-West,Mato Grosso,Tallow_Cattle,1099.769,2022-12-01
Mid-West,Mato Grosso do Sul,Tallow_Cattle,1056.367,2022-12-01
Northeast,Bahia,Tallow_Cattle,9241.044,2022-12-01
North,Pará,Tallow_Cattle,195.984,2022-12-01
North,Rondônia,Tallow_Cattle,2175.983,2022-12-01
Southeast,Minas Gerais,Tallow_Cattle,2452.227,2022-12-01
Southeast,Rio de Janeiro,Tallow_Cattle,498.869,2022-12-01
Southeast,São Paulo,Tallow_Cattle,6143.395,2022-12-01
South,Paraná,Tallow_Cattle,4573.572,2022-12-01
South,Rio Grande do Sul,Tallow_Cattle,13776.162,2022-12-01
Southeast,Minas Gerais,Tallow_Chicken,895.166,2022-12-01
Southeast,São Paulo,Tallow_Chicken,2390.167,2022-12-01
South,Paraná,Tallow_Chicken,2539.987,2022-12-01
South,Rio Grande do Sul,Tallow_Chicken,67.974,2022-12-01
South,Santa Catarina,Tallow_Chicken,1320.548,2022-12-01
Mid-West,Goiás,Tallow_Pork,3626.894,2022-12-01
Southeast,Minas Gerais,Tallow_Pork,611.782,2022-12-01
Southeast,Rio de Janeiro,Tallow_Pork,2152.134,2022-12-01
Southeast,São Paulo,Tallow_Pork,3095.904,2022-12-01
South,Paraná,Tallow_Pork,3488.634,2022-12-01
