Region,State,Feedstock,Volumes_m3,Date
North,Tocantins,Fatty_Acid_Other,296.694,2018-09-01
Southeast,Minas Gerais,Fatty_Acid_Other,3260.29,2018-09-01
Southeast,Rio de Janeiro,Fatty_Acid_Other,175.42,2018-09-01
South,Paraná,Fatty_Acid_Other,9080.603,2018-09-01
South,Rio Grande do Sul,Fatty_Acid_Other,8521.496,2018-09-01
Mid-West,Goiás,Fatty_Acid_Soy,242.469,2018-08-01
Mid-West,Mato Grosso,Fatty_Acid_Soy,570.43,2018-08-01
Mid-West,Goiás,Tallow_Cattle,9074.368,2018-08-01
Mid-West,Mato Grosso,Tallow_Cattle,273.861,2018-08-01
Mid-West,Mato Grosso do Sul,Tallow_Cattle,3870.536,2018-08-01
Northeast,Bahia,Tallow_Cattle,7270.588,2018-08-01
North,Rondônia,Tallow_Cattle,2239.396,2018-08-01
North,Tocantins,Tallow_Cattle,1678.372,2018-08-01
Southeast,Minas Gerais,Tallow_Cattle,5319.923,2018-08-01
Southeast,São Paulo,Tallow_Cattle,7344.008,2018-08-01
South,Paraná,Tallow_Cattle,7045.847,2018-08-01
South,Rio Grande do Sul,Tallow_Cattle,15150.204,2018-08-01
Mid-West,Mato Grosso,Tallow_Chicken,102.243,2018-08-01
Southeast,Minas Gerais,Tallow_Chicken,164.838,2018-08-01
Southeast,Rio de Janeiro,Tallow_Chicken,348.642,2018-08-01
Southeast,São Paulo,Tallow_Chicken,2550.085,2018-08-01
South,Rio Grande do Sul,Tallow_Chicken,45.733,2018-08-01
Mid-West,Goiás,Tallow_Pork,648.995,2018-08-01
Southeast,Minas Gerais,Tallow_Pork,709.561,2018-08-01
Southeast,Rio de Janeiro,Tallow_Pork,6233.153,2018-08-01
South,Paraná,Tallow_Pork,722.901,2018-08-01
South,Rio Grande do Sul,Tallow_Pork,2405.882,2018-08-01
Mid-West,Goiás,Oil_Cotton,2002.089,2018-08-01
Mid-West,Mato Grosso,Oil_Cotton,1177.622,2018-08-01
Mid-West,Mato Grosso do Sul,Oil_Cotton,169.18,2018-08-01
Northeast,Bahia,Oil_Cotton,1942.08,2018-08-01
North,Tocantins,Oil_Cotton,315.638,2018-08-01
Southeast,Minas Gerais,Oil_Cotton,1109.385,2018-08-01
South,Paraná,Oil_Cotton,487.096,2018-08-01
Mid-West,Goiás,UCO,55.428,2018-08-01
Mid-West,Mato Grosso,UCO,49.43,2018-08-01
Mid-West,Mato Grosso do Sul,UCO,749.977,2018-08-01
Northeast,Bahia,UCO,14.835,2018-08-01
Southeast,Rio de Janeiro,UCO,3695.186,2018-08-01
Southeast,São Paulo,UCO,3902.301,2018-08-01
South,Paraná,UCO,118.071,2018-08-01
South,Rio Grande do Sul,UCO,123.989,2018-08-01
Mid-West,Goiás,Oil_Corn,995.068,2018-08-01
Southeast,São Paulo,Oil_Corn,39.935,2018-08-01
Northeast,Bahia,Oil_Palm,3198.417,2018-08-01
Mid-West,Goiás,Oil_Soy,58455.545,2018-08-01
Mid-West,Mato Grosso,Oil_Soy,74616.145,2018-08-01
Mid-West,Mato Grosso do Sul,Oil_Soy,13013.403,2018-08-01
Northeast,Bahia,Oil_Soy,10863.334,2018-08-01
North,Tocantins,Oil_Soy,11412.807,2018-08-01
Southeast,Minas Gerais,Oil_Soy,1492.978,2018-08-01
Southeast,Rio de Janeiro,Oil_Soy,1780.261,2018-08-01
Southeast,São Paulo,Oil_Soy,8405.108,2018-08-01
South,Paraná,Oil_Soy,30833.697,2018-08-01
South,Rio Grande do Sul,Oil_Soy,123981.829,2018-08-01
South,Santa Catarina,Oil_Soy,10291.917,2018-08-01
Mid-West,Goiás,Fatty_Acid_Other,1855.65,2018-08-01
Mid-West,Mato Grosso,Fatty_Acid_Other,23109.531,2018-08-01
Northeast,Bahia,Fatty_Acid_Other,3637.855,2018-08-01
North,Tocantins,Fatty_Acid_Other,261.704,2018-08-01
Southeast,Minas Gerais,Fatty_Acid_Other,3643.409,2018-08-01
Southeast,São Paulo,Fatty_Acid_Other,61.988,2018-08-01
South,Rio Grande do Sul,Fatty_Acid_Other,3400.058,2018-08-01
Mid-West,Goiás,Fatty_Acid_Soy,231.691,2018-07-01
Mid-West,Mato Grosso,Fatty_Acid_Soy,737.25,2018-07-01
Mid-West,Goiás,Tallow_Cattle,8531.411,2018-07-01
Mid-West,Mato Grosso,Tallow_Cattle,515.5,2018-07-01
Mid-West,Mato Grosso do Sul,Tallow_Cattle,3651.741,2018-07-01
Northeast,Bahia,Tallow_Cattle,5466.406,2018-07-01
North,Rondônia,Tallow_Cattle,2425.812,2018-07-01
North,Tocantins,Tallow_Cattle,810.243,2018-07-01
Southeast,Minas Gerais,Tallow_Cattle,4729.659,2018-07-01
Southeast,São Paulo,Tallow_Cattle,7134.744,2018-07-01
South,Paraná,Tallow_Cattle,10267.673,2018-07-01
South,Rio Grande do Sul,Tallow_Cattle,15347.805,2018-07-01
Mid-West,Mato Grosso,Tallow_Chicken,51.361,2018-07-01
Southeast,Minas Gerais,Tallow_Chicken,164.838,2018-07-01
Southeast,Rio de Janeiro,Tallow_Chicken,389.415,2018-07-01
Southeast,São Paulo,Tallow_Chicken,2242.894,2018-07-01
South,Paraná,Tallow_Chicken,1859.358,2018-07-01
South,Rio Grande do Sul,Tallow_Chicken,1043.536,2018-07-01
Mid-West,Goiás,Tallow_Pork,533.937,2018-07-01
Mid-West,Mato Grosso,Tallow_Pork,11.42,2018-07-01
Southeast,Rio de Janeiro,Tallow_Pork,4819.843,2018-07-01
South,Paraná,Tallow_Pork,1639.405,2018-07-01
South,Rio Grande do Sul,Tallow_Pork,4146.522,2018-07-01
Mid-West,Goiás,Oil_Cotton,1508.83,2018-07-01
Mid-West,Mato Grosso,Oil_Cotton,1257.384,2018-07-01
Northeast,Bahia,Oil_Cotton,949.361,2018-07-01
North,Tocantins,Oil_Cotton,162.255,2018-07-01
Southeast,Minas Gerais,Oil_Cotton,84.088,2018-07-01
South,Paraná,Oil_Cotton,568.137,2018-07-01
Mid-West,Goiás,UCO,172.609,2018-07-01
Mid-West,Mato Grosso do Sul,UCO,942.756,2018-07-01
Southeast,Rio de Janeiro,UCO,4598.966,2018-07-01
Southeast,São Paulo,UCO,3488.186,2018-07-01
South,Paraná,UCO,124.557,2018-07-01
South,Rio Grande do Sul,UCO,113.944,2018-07-01
Mid-West,Goiás,Oil_Corn,753.147,2018-07-01
Mid-West,Goiás,Oil_Palm,0.001,2018-07-01
Northeast,Bahia,Oil_Palm,5904.021,2018-07-01
Mid-West,Goiás,Oil_Soy,57043.506,2018-07-01
Mid-West,Mato Grosso,Oil_Soy,71146.515,2018-07-01
Mid-West,Mato Grosso do Sul,Oil_Soy,23122.045,2018-07-01
Northeast,Bahia,Oil_Soy,13063.501,2018-07-01
North,Tocantins,Oil_Soy,7278.99,2018-07-01
Southeast,Minas Gerais,Oil_Soy,370.546,2018-07-01
Southeast,Rio de Janeiro,Oil_Soy,1709.392,2018-07-01
Southeast,São Paulo,Oil_Soy,7779.914,2018-07-01
South,Paraná,Oil_Soy,34601.718,2018-07-01
South,Rio Grande do Sul,Oil_Soy,122894.927,2018-07-01
South,Santa Catarina,Oil_Soy,10982.145,2018-07-01
Mid-West,Goiás,Fatty_Acid_Other,3041.436,2018-07-01
Mid-West,Mato Grosso,Fatty_Acid_Other,21907.561,2018-07-01
Northeast,Bahia,Fatty_Acid_Other,4667.426,2018-07-01
North,Tocantins,Fatty_Acid_Other,249.926,2018-07-01
Southeast,Minas Gerais,Fatty_Acid_Other,4270.635,2018-07-01
Southeast,São Paulo,Fatty_Acid_Other,34.482,2018-07-01
South,Paraná,Fatty_Acid_Other,3986.711,2018-07-01
South,Rio Grande do Sul,Fatty_Acid_Other,5313.46,2018-07-01
Mid-West,Mato Grosso,Fatty_Acid_Soy,435.5,2018-06-01
Mid-West,Goiás,Tallow_Cattle,7728.322,2018-06-01
Mid-West,Mato Grosso,Tallow_Cattle,99.55,2018-06-01
Mid-West,Mato Grosso do Sul,Tallow_Cattle,2911.201,2018-06-01
Northeast,Bahia,Tallow_Cattle,9417.944,2018-06-01
North,Rondônia,Tallow_Cattle,1905.539,2018-06-01
Southeast,Minas Gerais,Tallow_Cattle,4974.525,2018-06-01
Southeast,São Paulo,Tallow_Cattle,6174.076,2018-06-01
South,Paraná,Tallow_Cattle,9422.857,2018-06-01
South,Rio Grande do Sul,Tallow_Cattle,16380.043,2018-06-01
Southeast,Rio de Janeiro,Tallow_Chicken,268.396,2018-06-01
Southeast,São Paulo,Tallow_Chicken,2551.393,2018-06-01
South,Paraná,Tallow_Chicken,1589.147,2018-06-01
South,Rio Grande do Sul,Tallow_Chicken,354.209,2018-06-01
Mid-West,Goiás,Tallow_Pork,358.211,2018-06-01
Southeast,Minas Gerais,Tallow_Pork,708.573,2018-06-01
Southeast,Rio de Janeiro,Tallow_Pork,3461.986,2018-06-01
South,Paraná,Tallow_Pork,2757.855,2018-06-01
South,Rio Grande do Sul,Tallow_Pork,3908.302,2018-06-01
Mid-West,Goiás,Oil_Cotton,252.522,2018-06-01
Mid-West,Mato Grosso do Sul,Oil_Cotton,52.733,2018-06-01
Mid-West,Goiás,UCO,181.89,2018-06-01
Mid-West,Mato Grosso,UCO,15.01,2018-06-01
Mid-West,Mato Grosso do Sul,UCO,1274.511,2018-06-01
Southeast,Rio de Janeiro,UCO,3529.756,2018-06-01
Southeast,São Paulo,UCO,2621.257,2018-06-01
South,Paraná,UCO,244.75,2018-06-01
South,Rio Grande do Sul,UCO,149.133,2018-06-01
Mid-West,Goiás,Oil_Corn,466.774,2018-06-01
Northeast,Bahia,Oil_Palm,2417.68,2018-06-01
Mid-West,Goiás,Oil_Soy,55832.054,2018-06-01
Mid-West,Mato Grosso,Oil_Soy,72693.21,2018-06-01
Mid-West,Mato Grosso do Sul,Oil_Soy,24599.779,2018-06-01
Northeast,Bahia,Oil_Soy,13361.48,2018-06-01
North,Tocantins,Oil_Soy,6442.208,2018-06-01
Southeast,Minas Gerais,Oil_Soy,2182.012,2018-06-01
Southeast,Rio de Janeiro,Oil_Soy,1330.434,2018-06-01
Southeast,São Paulo,Oil_Soy,8913.358,2018-06-01
South,Paraná,Oil_Soy,33577.981,2018-06-01
South,Rio Grande do Sul,Oil_Soy,114918.994,2018-06-01
South,Santa Catarina,Oil_Soy,7100.749,2018-06-01
Mid-West,Goiás,Fatty_Acid_Other,3536.907,2018-06-01
Mid-West,Mato Grosso,Fatty_Acid_Other,21903.763,2018-06-01
Northeast,Bahia,Fatty_Acid_Other,3563.984,2018-06-01
North,Tocantins,Fatty_Acid_Other,281.074,2018-06-01
Southeast,Minas Gerais,Fatty_Acid_Other,2273.864,2018-06-01
Southeast,São Paulo,Fatty_Acid_Other,32.631,2018-06-01
South,Paraná,Fatty_Acid_Other,2925.803,2018-06-01
South,Rio Grande do Sul,Fatty_Acid_Other,4417.014,2018-06-01
Mid-West,Mato Grosso,Fatty_Acid_Soy,208.0,2018-05-01
Mid-West,Goiás,Tallow_Cattle,4400.264,2018-05-01
Mid-West,Mato Grosso,Tallow_Cattle,264.73,2018-05-01
Mid-West,Mato Grosso do Sul,Tallow_Cattle,2600.003,2018-05-01
Northeast,Bahia,Tallow_Cattle,8452.861,2018-05-01
North,Rondônia,Tallow_Cattle,1118.424,2018-05-01
Southeast,Minas Gerais,Tallow_Cattle,5314.227,2018-05-01
Southeast,São Paulo,Tallow_Cattle,4772.941,2018-05-01
South,Paraná,Tallow_Cattle,6524.635,2018-05-01
South,Rio Grande do Sul,Tallow_Cattle,14006.323,2018-05-01
Southeast,Minas Gerais,Tallow_Chicken,164.838,2018-05-01
Southeast,São Paulo,Tallow_Chicken,2362.523,2018-05-01
South,Paraná,Tallow_Chicken,520.487,2018-05-01
South,Rio Grande do Sul,Tallow_Chicken,438.26,2018-05-01
Mid-West,Goiás,Tallow_Pork,250.74,2018-05-01
Southeast,Minas Gerais,Tallow_Pork,316.243,2018-05-01
Southeast,Rio de Janeiro,Tallow_Pork,2733.986,2018-05-01
South,Paraná,Tallow_Pork,1036.317,2018-05-01
South,Rio Grande do Sul,Tallow_Pork,2663.169,2018-05-01
Mid-West,Goiás,Oil_Cotton,35.076,2018-05-01
Mid-West,Mato Grosso,UCO,21.53,2018-05-01
Mid-West,Mato Grosso do Sul,UCO,1180.046,2018-05-01
Northeast,Bahia,UCO,51.55,2018-05-01
Southeast,Rio de Janeiro,UCO,2767.502,2018-05-01
Southeast,São Paulo,UCO,2892.776,2018-05-01
South,Paraná,UCO,17.78,2018-05-01
South,Rio Grande do Sul,UCO,93.0,2018-05-01
Mid-West,Goiás,Oil_Corn,331.0,2018-05-01
Mid-West,Mato Grosso,Oil_Corn,42.63,2018-05-01
Northeast,Bahia,Oil_Palm,3673.965,2018-05-01
Mid-West,Goiás,Oil_Soy,48206.252,2018-05-01
Mid-West,Mato Grosso,Oil_Soy,67965.321,2018-05-01
Mid-West,Mato Grosso do Sul,Oil_Soy,20534.094,2018-05-01
Northeast,Bahia,Oil_Soy,12539.241,2018-05-01
North,Tocantins,Oil_Soy,7238.311,2018-05-01
Southeast,Minas Gerais,Oil_Soy,2825.541,2018-05-01
Southeast,Rio de Janeiro,Oil_Soy,870.327,2018-05-01
Southeast,São Paulo,Oil_Soy,6227.389,2018-05-01
South,Paraná,Oil_Soy,27251.877,2018-05-01
South,Rio Grande do Sul,Oil_Soy,88926.638,2018-05-01
South,Santa Catarina,Oil_Soy,8375.156,2018-05-01
Mid-West,Goiás,Fatty_Acid_Other,2382.522,2018-05-01
Mid-West,Mato Grosso,Fatty_Acid_Other,20197.382,2018-05-01
Northeast,Bahia,Fatty_Acid_Other,3614.183,2018-05-01
North,Tocantins,Fatty_Acid_Other,44.142,2018-05-01
Southeast,Minas Gerais,Fatty_Acid_Other,928.921,2018-05-01
South,Paraná,Fatty_Acid_Other,1503.987,2018-05-01
South,Rio Grande do Sul,Fatty_Acid_Other,3812.242,2018-05-01
Mid-West,Mato Grosso,Fatty_Acid_Soy,369.403,2018-04-01
Mid-West,Goiás,Tallow_Cattle,8419.652,2018-04-01
Mid-West,Mato Grosso,Tallow_Cattle,342.48,2018-04-01
Mid-West,Mato Grosso do Sul,Tallow_Cattle,2399.862,2018-04-01
Northeast,Bahia,Tallow_Cattle,4152.555,2018-04-01
North,Rondônia,Tallow_Cattle,920.73,2018-04-01
Southeast,Minas Gerais,Tallow_Cattle,4143.891,2018-04-01
Southeast,Rio de Janeiro,Tallow_Cattle,67.255,2018-04-01
Southeast,São Paulo,Tallow_Cattle,8976.383,2018-04-01
South,Paraná,Tallow_Cattle,9413.678,2018-04-01
South,Rio Grande do Sul,Tallow_Cattle,18809.294,2018-04-01
Mid-West,Mato Grosso,Tallow_Chicken,31.044,2018-04-01
Southeast,Minas Gerais,Tallow_Chicken,164.837,2018-04-01
Southeast,São Paulo,Tallow_Chicken,2724.86,2018-04-01
South,Paraná,Tallow_Chicken,2220.786,2018-04-01
South,Rio Grande do Sul,Tallow_Chicken,963.174,2018-04-01
Mid-West,Goiás,Tallow_Pork,572.55,2018-04-01
Southeast,Minas Gerais,Tallow_Pork,273.606,2018-04-01
Southeast,Rio de Janeiro,Tallow_Pork,3086.424,2018-04-01
South,Paraná,Tallow_Pork,1938.725,2018-04-01
South,Rio Grande do Sul,Tallow_Pork,3580.311,2018-04-01
South,Paraná,Oil_Cotton,34.52,2018-04-01
Mid-West,Mato Grosso,UCO,77.17,2018-04-01
Mid-West,Mato Grosso do Sul,UCO,2365.262,2018-04-01
Northeast,Bahia,UCO,70.921,2018-04-01
Southeast,Rio de Janeiro,UCO,4480.322,2018-04-01
Southeast,São Paulo,UCO,1224.749,2018-04-01
South,Paraná,UCO,115.15,2018-04-01
South,Rio Grande do Sul,UCO,123.667,2018-04-01
Mid-West,Goiás,Oil_Corn,928.434,2018-04-01
Northeast,Bahia,Oil_Palm,5239.93,2018-04-01
Mid-West,Goiás,Oil_Soy,58318.953,2018-04-01
Mid-West,Mato Grosso,Oil_Soy,68105.108,2018-04-01
Mid-West,Mato Grosso do Sul,Oil_Soy,24525.872,2018-04-01
Northeast,Bahia,Oil_Soy,11947.342,2018-04-01
North,Tocantins,Oil_Soy,6597.347,2018-04-01
Southeast,Minas Gerais,Oil_Soy,560.196,2018-04-01
Southeast,Rio de Janeiro,Oil_Soy,1190.565,2018-04-01
Southeast,São Paulo,Oil_Soy,8037.423,2018-04-01
South,Paraná,Oil_Soy,31268.356,2018-04-01
South,Rio Grande do Sul,Oil_Soy,90764.896,2018-04-01
South,Santa Catarina,Oil_Soy,9821.221,2018-04-01
Mid-West,Goiás,Fatty_Acid_Other,4061.655,2018-04-01
Mid-West,Mato Grosso,Fatty_Acid_Other,23566.242,2018-04-01
Northeast,Bahia,Fatty_Acid_Other,2906.054,2018-04-01
North,Tocantins,Fatty_Acid_Other,125.343,2018-04-01
Southeast,Minas Gerais,Fatty_Acid_Other,3652.795,2018-04-01
Southeast,São Paulo,Fatty_Acid_Other,25.713,2018-04-01
South,Paraná,Fatty_Acid_Other,3586.833,2018-04-01
South,Rio Grande do Sul,Fatty_Acid_Other,5410.867,2018-04-01
Mid-West,Mato Grosso,Fatty_Acid_Soy,157.5,2018-03-01
Mid-West,Goiás,Tallow_Cattle,8376.925,2018-03-01
Mid-West,Mato Grosso,Tallow_Cattle,355.23,2018-03-01
Mid-West,Mato Grosso do Sul,Tallow_Cattle,2868.69,2018-03-01
Northeast,Bahia,Tallow_Cattle,7886.002,2018-03-01
North,Rondônia,Tallow_Cattle,979.357,2018-03-01
Southeast,Minas Gerais,Tallow_Cattle,4822.16,2018-03-01
Southeast,São Paulo,Tallow_Cattle,11489.408,2018-03-01
South,Paraná,Tallow_Cattle,9374.681,2018-03-01
South,Rio Grande do Sul,Tallow_Cattle,19068.625,2018-03-01
Mid-West,Mato Grosso,Tallow_Chicken,5.41,2018-03-01
Mid-West,Mato Grosso do Sul,Tallow_Chicken,869.226,2018-03-01
Northeast,Bahia,Tallow_Chicken,39.78,2018-03-01
Southeast,São Paulo,Tallow_Chicken,1486.929,2018-03-01
South,Paraná,Tallow_Chicken,2248.062,2018-03-01
South,Rio Grande do Sul,Tallow_Chicken,966.278,2018-03-01
Mid-West,Goiás,Tallow_Pork,359.49,2018-03-01
Mid-West,Mato Grosso do Sul,Tallow_Pork,78.565,2018-03-01
Southeast,Minas Gerais,Tallow_Pork,748.474,2018-03-01
Southeast,Rio de Janeiro,Tallow_Pork,2709.803,2018-03-01
Southeast,São Paulo,Tallow_Pork,36.049,2018-03-01
South,Paraná,Tallow_Pork,2153.146,2018-03-01
South,Rio Grande do Sul,Tallow_Pork,3313.035,2018-03-01
Mid-West,Goiás,Oil_Cotton,45.587,2018-03-01
South,Paraná,Oil_Cotton,14.854,2018-03-01
Mid-West,Mato Grosso,UCO,39.72,2018-03-01
Mid-West,Mato Grosso do Sul,UCO,1597.653,2018-03-01
Northeast,Bahia,UCO,136.165,2018-03-01
Southeast,Minas Gerais,UCO,103.737,2018-03-01
Southeast,Rio de Janeiro,UCO,4920.16,2018-03-01
Southeast,São Paulo,UCO,1270.006,2018-03-01
South,Paraná,UCO,53.0,2018-03-01
South,Rio Grande do Sul,UCO,141.256,2018-03-01
Mid-West,Goiás,Oil_Corn,480.206,2018-03-01
Northeast,Bahia,Oil_Palm,3850.948,2018-03-01
Mid-West,Goiás,Oil_Soy,58700.789,2018-03-01
Mid-West,Mato Grosso,Oil_Soy,56301.186,2018-03-01
Mid-West,Mato Grosso do Sul,Oil_Soy,21533.398,2018-03-01
Northeast,Bahia,Oil_Soy,14665.296,2018-03-01
North,Tocantins,Oil_Soy,2351.747,2018-03-01
Southeast,Minas Gerais,Oil_Soy,528.748,2018-03-01
Southeast,Rio de Janeiro,Oil_Soy,1980.488,2018-03-01
Southeast,São Paulo,Oil_Soy,7815.749,2018-03-01
South,Paraná,Oil_Soy,34674.29,2018-03-01
South,Rio Grande do Sul,Oil_Soy,91023.744,2018-03-01
South,Santa Catarina,Oil_Soy,10378.161,2018-03-01
Mid-West,Goiás,Fatty_Acid_Other,2300.976,2018-03-01
Mid-West,Mato Grosso,Fatty_Acid_Other,23626.533,2018-03-01
Northeast,Bahia,Fatty_Acid_Other,4894.728,2018-03-01
Southeast,Minas Gerais,Fatty_Acid_Other,4206.905,2018-03-01
Southeast,São Paulo,Fatty_Acid_Other,33.292,2018-03-01
South,Paraná,Fatty_Acid_Other,830.889,2018-03-01
South,Rio Grande do Sul,Fatty_Acid_Other,4696.658,2018-03-01
Mid-West,Mato Grosso,Fatty_Acid_Soy,146.45,2018-02-01
Mid-West,Goiás,Tallow_Cattle,5645.259,2018-02-01
Mid-West,Mato Grosso,Tallow_Cattle,285.62,2018-02-01
Mid-West,Mato Grosso do Sul,Tallow_Cattle,2550.545,2018-02-01
Northeast,Bahia,Tallow_Cattle,5924.423,2018-02-01
North,Rondônia,Tallow_Cattle,799.271,2018-02-01
Southeast,Minas Gerais,Tallow_Cattle,4699.585,2018-02-01
Southeast,Rio de Janeiro,Tallow_Cattle,165.828,2018-02-01
Southeast,São Paulo,Tallow_Cattle,8119.489,2018-02-01
South,Paraná,Tallow_Cattle,7435.631,2018-02-01
South,Rio Grande do Sul,Tallow_Cattle,11974.657,2018-02-01
Mid-West,Mato Grosso do Sul,Tallow_Chicken,386.948,2018-02-01
Southeast,Minas Gerais,Tallow_Chicken,263.737,2018-02-01
South,Paraná,Tallow_Chicken,2392.025,2018-02-01
South,Rio Grande do Sul,Tallow_Chicken,1342.994,2018-02-01
Mid-West,Goiás,Tallow_Pork,323.02,2018-02-01
Mid-West,Mato Grosso do Sul,Tallow_Pork,115.968,2018-02-01
Southeast,Minas Gerais,Tallow_Pork,318.199,2018-02-01
Southeast,Rio de Janeiro,Tallow_Pork,1189.133,2018-02-01
South,Paraná,Tallow_Pork,3139.841,2018-02-01
South,Rio Grande do Sul,Tallow_Pork,2974.22,2018-02-01
Mid-West,Goiás,Oil_Cotton,146.957,2018-02-01
South,Paraná,Oil_Cotton,408.362,2018-02-01
South,Rio Grande do Sul,Oil_Canola,59.6,2018-02-01
Mid-West,Mato Grosso,UCO,137.06,2018-02-01
Mid-West,Mato Grosso do Sul,UCO,1486.972,2018-02-01
Northeast,Bahia,UCO,18.079,2018-02-01
Southeast,Rio de Janeiro,UCO,1464.092,2018-02-01
Southeast,São Paulo,UCO,2760.089,2018-02-01
South,Paraná,UCO,115.97,2018-02-01
South,Rio Grande do Sul,UCO,140.033,2018-02-01
Mid-West,Goiás,Oil_Corn,686.92,2018-02-01
Mid-West,Goiás,Oil_Palm,418.749,2018-02-01
Northeast,Bahia,Oil_Palm,4441.972,2018-02-01
Mid-West,Goiás,Oil_Soy,42977.068,2018-02-01
Mid-West,Mato Grosso,Oil_Soy,39960.484,2018-02-01
Mid-West,Mato Grosso do Sul,Oil_Soy,22367.232,2018-02-01
Northeast,Bahia,Oil_Soy,10858.169,2018-02-01
Southeast,Minas Gerais,Oil_Soy,515.741,2018-02-01
Southeast,Rio de Janeiro,Oil_Soy,1364.242,2018-02-01
Southeast,São Paulo,Oil_Soy,3654.17,2018-02-01
South,Paraná,Oil_Soy,30066.661,2018-02-01
South,Rio Grande do Sul,Oil_Soy,54371.14,2018-02-01
South,Santa Catarina,Oil_Soy,7349.949,2018-02-01
Mid-West,Goiás,Fatty_Acid_Other,2021.139,2018-02-01
Mid-West,Mato Grosso,Fatty_Acid_Other,19727.102,2018-02-01
Northeast,Bahia,Fatty_Acid_Other,5647.072,2018-02-01
Southeast,Minas Gerais,Fatty_Acid_Other,3854.073,2018-02-01
South,Paraná,Fatty_Acid_Other,833.651,2018-02-01
South,Rio Grande do Sul,Fatty_Acid_Other,3237.273,2018-02-01
Mid-West,Mato Grosso,Fatty_Acid_Soy,177.0,2018-01-01
Mid-West,Goiás,Tallow_Cattle,5773.42,2018-01-01
Mid-West,Mato Grosso,Tallow_Cattle,310.2,2018-01-01
Mid-West,Mato Grosso do Sul,Tallow_Cattle,3189.681,2018-01-01
Northeast,Bahia,Tallow_Cattle,10364.823,2018-01-01
North,Rondônia,Tallow_Cattle,995.69,2018-01-01
Southeast,Minas Gerais,Tallow_Cattle,7732.391,2018-01-01
Southeast,São Paulo,Tallow_Cattle,8267.149,2018-01-01
South,Paraná,Tallow_Cattle,7950.928,2018-01-01
South,Rio Grande do Sul,Tallow_Cattle,16963.461,2018-01-01
Mid-West,Mato Grosso do Sul,Tallow_Chicken,183.19,2018-01-01
Southeast,Minas Gerais,Tallow_Chicken,230.769,2018-01-01
Southeast,São Paulo,Tallow_Chicken,41.457,2018-01-01
South,Paraná,Tallow_Chicken,1761.168,2018-01-01
South,Rio Grande do Sul,Tallow_Chicken,959.004,2018-01-01
Mid-West,Goiás,Tallow_Pork,695.126,2018-01-01
Southeast,Minas Gerais,Tallow_Pork,553.088,2018-01-01
South,Paraná,Tallow_Pork,3709.332,2018-01-01
South,Rio Grande do Sul,Tallow_Pork,3646.482,2018-01-01
Mid-West,Goiás,Oil_Cotton,260.035,2018-01-01
Northeast,Bahia,Oil_Cotton,61.705,2018-01-01
Southeast,São Paulo,Oil_Cotton,440.34,2018-01-01
South,Paraná,Oil_Cotton,980.07,2018-01-01
South,Rio Grande do Sul,Oil_Canola,256.667,2018-01-01
Mid-West,Mato Grosso,UCO,58.07,2018-01-01
Mid-West,Mato Grosso do Sul,UCO,1013.964,2018-01-01
Northeast,Bahia,UCO,153.089,2018-01-01
Southeast,Minas Gerais,UCO,22.659,2018-01-01
Southeast,São Paulo,UCO,2588.653,2018-01-01
South,Paraná,UCO,43.49,2018-01-01
South,Rio Grande do Sul,UCO,215.197,2018-01-01
Mid-West,Goiás,Oil_Corn,363.427,2018-01-01
Mid-West,Goiás,Oil_Palm,1704.578,2018-01-01
Northeast,Bahia,Oil_Palm,2705.8,2018-01-01
North,Rondônia,Oil_Palm,42.516,2018-01-01
Mid-West,Goiás,Oil_Soy,32786.987,2018-01-01
Mid-West,Mato Grosso,Oil_Soy,39362.486,2018-01-01
Mid-West,Mato Grosso do Sul,Oil_Soy,22376.122,2018-01-01
Northeast,Bahia,Oil_Soy,10280.765,2018-01-01
Southeast,Minas Gerais,Oil_Soy,161.604,2018-01-01
Southeast,Rio de Janeiro,Oil_Soy,817.121,2018-01-01
Southeast,São Paulo,Oil_Soy,3591.324,2018-01-01
South,Paraná,Oil_Soy,25350.399,2018-01-01
South,Rio Grande do Sul,Oil_Soy,71770.969,2018-01-01
South,Santa Catarina,Oil_Soy,6945.72,2018-01-01
Mid-West,Goiás,Fatty_Acid_Other,2080.938,2018-01-01
Mid-West,Mato Grosso,Fatty_Acid_Other,14338.93,2018-01-01
Northeast,Bahia,Fatty_Acid_Other,5636.551,2018-01-01
Southeast,Minas Gerais,Fatty_Acid_Other,4111.424,2018-01-01
South,Paraná,Fatty_Acid_Other,933.348,2018-01-01
South,Rio Grande do Sul,Fatty_Acid_Other,4132.579,2018-01-01
Mid-West,Mato Grosso,Fatty_Acid_Soy,115.0,2017-12-01
Mid-West,Goiás,Tallow_Cattle,7623.433,2017-12-01
Mid-West,Mato Grosso,Tallow_Cattle,268.43,2017-12-01
Mid-West,Mato Grosso do Sul,Tallow_Cattle,2440.07,2017-12-01
Northeast,Bahia,Tallow_Cattle,7858.288,2017-12-01
North,Rondônia,Tallow_Cattle,1415.018,2017-12-01
Southeast,Minas Gerais,Tallow_Cattle,4162.273,2017-12-01
Southeast,Rio de Janeiro,Tallow_Cattle,0.001,2017-12-01
Southeast,São Paulo,Tallow_Cattle,7850.685,2017-12-01
South,Paraná,Tallow_Cattle,8489.44,2017-12-01
South,Rio Grande do Sul,Tallow_Cattle,14405.603,2017-12-01
