Year,Month,Heads,Heads Unit,Weight,Weight Unit,Volume,Volume Unit
1963,MAY,175875000,HEAD,3.53,"LB / HEAD, LIVE BASIS",620838750.0,"HEAD × LB / HEAD, LIVE BASIS"
1963,JUN,175772000,HEAD,3.47,"LB / HEAD, LIVE BASIS",609928840.0,"HEAD × LB / HEAD, LIVE BASIS"
1963,JUL,189597000,HEAD,3.44,"LB / HEAD, LIVE BASIS",652213680.0,"HEAD × LB / HEAD, LIVE BASIS"
1963,AUG,187441000,HEAD,3.44,"LB / HEAD, LIVE BASIS",644797040.0,"HEAD × LB / HEAD, LIVE BASIS"
1963,SEP,166167000,HEAD,3.58,"LB / HEAD, LIVE BASIS",594877860.0,"HEAD × LB / HEAD, LIVE BASIS"
1963,OCT,175724000,HEAD,3.64,"LB / HEAD, LIVE BASIS",639635360.0,"HEAD × LB / HEAD, LIVE BASIS"
1963,NOV,141498000,HEAD,3.69,"LB / HEAD, LIVE BASIS",522127620.0,"HEAD × LB / HEAD, LIVE BASIS"
1963,DEC,158193000,HEAD,3.68,"LB / HEAD, LIVE BASIS",582150240.0,"HEAD × LB / HEAD, LIVE BASIS"
1962,JAN,134713000,HEAD,3.53,"LB / HEAD, LIVE BASIS",475536890.0,"HEAD × LB / HEAD, LIVE BASIS"
1962,FEB,118224000,HEAD,3.47,"LB / HEAD, LIVE BASIS",410237280.0,"HEAD × LB / HEAD, LIVE BASIS"
1962,MAR,143983000,HEAD,3.53,"LB / HEAD, LIVE BASIS",508259990.0,"HEAD × LB / HEAD, LIVE BASIS"
1962,APR,151711000,HEAD,3.55,"LB / HEAD, LIVE BASIS",538574050.0,"HEAD × LB / HEAD, LIVE BASIS"
1962,MAY,183633000,HEAD,3.45,"LB / HEAD, LIVE BASIS",633533850.0,"HEAD × LB / HEAD, LIVE BASIS"
1962,JUN,180066000,HEAD,3.45,"LB / HEAD, LIVE BASIS",621227700.0,"HEAD × LB / HEAD, LIVE BASIS"
1962,JUL,172714000,HEAD,3.4,"LB / HEAD, LIVE BASIS",587227600.0,"HEAD × LB / HEAD, LIVE BASIS"
1962,AUG,181488000,HEAD,3.42,"LB / HEAD, LIVE BASIS",620688960.0,"HEAD × LB / HEAD, LIVE BASIS"
1962,SEP,150425000,HEAD,3.52,"LB / HEAD, LIVE BASIS",529496000.0,"HEAD × LB / HEAD, LIVE BASIS"
1962,OCT,178276000,HEAD,3.61,"LB / HEAD, LIVE BASIS",643576360.0,"HEAD × LB / HEAD, LIVE BASIS"
1962,NOV,148552000,HEAD,3.66,"LB / HEAD, LIVE BASIS",543700320.0,"HEAD × LB / HEAD, LIVE BASIS"
1962,DEC,140890000,HEAD,3.58,"LB / HEAD, LIVE BASIS",504386200.0,"HEAD × LB / HEAD, LIVE BASIS"
1961,JAN,129916000,HEAD,3.53,"LB / HEAD, LIVE BASIS",458603480.0,"HEAD × LB / HEAD, LIVE BASIS"
1961,FEB,111446000,HEAD,3.45,"LB / HEAD, LIVE BASIS",384488700.0,"HEAD × LB / HEAD, LIVE BASIS"
1961,MAR,141697000,HEAD,3.48,"LB / HEAD, LIVE BASIS",493105560.0,"HEAD × LB / HEAD, LIVE BASIS"
1961,APR,149624000,HEAD,3.55,"LB / HEAD, LIVE BASIS",531165200.0,"HEAD × LB / HEAD, LIVE BASIS"
1961,MAY,178754000,HEAD,3.48,"LB / HEAD, LIVE BASIS",622063920.0,"HEAD × LB / HEAD, LIVE BASIS"
1961,JUN,188457000,HEAD,3.45,"LB / HEAD, LIVE BASIS",650176650.0,"HEAD × LB / HEAD, LIVE BASIS"
1961,JUL,174223000,HEAD,3.45,"LB / HEAD, LIVE BASIS",601069350.0,"HEAD × LB / HEAD, LIVE BASIS"
1961,AUG,184990000,HEAD,3.47,"LB / HEAD, LIVE BASIS",641915300.0,"HEAD × LB / HEAD, LIVE BASIS"
1961,SEP,165865000,HEAD,3.55,"LB / HEAD, LIVE BASIS",588820750.0,"HEAD × LB / HEAD, LIVE BASIS"
1961,OCT,166494000,HEAD,3.65,"LB / HEAD, LIVE BASIS",607703100.0,"HEAD × LB / HEAD, LIVE BASIS"
1961,NOV,133468000,HEAD,3.66,"LB / HEAD, LIVE BASIS",488492880.0,"HEAD × LB / HEAD, LIVE BASIS"
1961,DEC,120125000,HEAD,3.64,"LB / HEAD, LIVE BASIS",437255000.0,"HEAD × LB / HEAD, LIVE BASIS"
1960,JAN,113232000,HEAD,3.47,"LB / HEAD, LIVE BASIS",392915040.0,"HEAD × LB / HEAD, LIVE BASIS"
1960,FEB,113232000,HEAD,3.42,"LB / HEAD, LIVE BASIS",387253440.0,"HEAD × LB / HEAD, LIVE BASIS"
1960,MAR,126601000,HEAD,3.37,"LB / HEAD, LIVE BASIS",426645370.0,"HEAD × LB / HEAD, LIVE BASIS"
1960,APR,129082000,HEAD,3.4,"LB / HEAD, LIVE BASIS",438878800.0,"HEAD × LB / HEAD, LIVE BASIS"
1960,MAY,142033000,HEAD,3.43,"LB / HEAD, LIVE BASIS",487173190.0,"HEAD × LB / HEAD, LIVE BASIS"
1960,JUN,149219000,HEAD,3.38,"LB / HEAD, LIVE BASIS",504360220.0,"HEAD × LB / HEAD, LIVE BASIS"
1960,JUL,145811000,HEAD,3.33,"LB / HEAD, LIVE BASIS",485550630.0,"HEAD × LB / HEAD, LIVE BASIS"
1960,AUG,173305000,HEAD,3.32,"LB / HEAD, LIVE BASIS",575372600.0,"HEAD × LB / HEAD, LIVE BASIS"
1960,SEP,154777000,HEAD,3.49,"LB / HEAD, LIVE BASIS",540171730.0,"HEAD × LB / HEAD, LIVE BASIS"
1960,OCT,145929000,HEAD,3.6,"LB / HEAD, LIVE BASIS",525344400.0,"HEAD × LB / HEAD, LIVE BASIS"
1960,NOV,127736000,HEAD,3.65,"LB / HEAD, LIVE BASIS",466236400.0,"HEAD × LB / HEAD, LIVE BASIS"
1960,DEC,123069000,HEAD,3.61,"LB / HEAD, LIVE BASIS",444279090.0,"HEAD × LB / HEAD, LIVE BASIS"
