DATE,BR_MDIA3_PRICE
2017-09-29,49.7
2017-10-02,49.35
2017-10-03,49.66
2017-10-04,49.75
2017-10-05,50.1
2017-10-06,50.28
2017-10-09,50.31
2017-10-10,50.6
2017-10-11,50.61
2017-10-13,49.54
2017-10-16,49.32
2017-10-17,48.68
2017-10-18,48.91
2017-10-19,48.61
2017-10-20,48.86
2017-10-23,49.15
2017-10-24,50.07
2017-10-25,48.72
2017-10-26,47.94
2017-10-27,48.0
2017-10-30,46.61
2017-10-31,48.15
2017-11-01,47.73
2017-11-03,48.17
2017-11-06,48.06
2017-11-07,47.4
2017-11-08,47.42
2017-11-09,47.29
2017-11-10,46.73
2017-11-13,46.2
2017-11-14,46.34
2017-11-16,46.61
2017-11-17,47.9
2017-11-21,48.69
2017-11-22,49.12
2017-11-23,48.75
2017-11-24,48.25
2017-11-27,47.99
2017-11-28,47.9
2017-11-29,47.38
2017-11-30,46.8
2017-12-01,47.0
2017-12-04,49.0
2017-12-05,48.79
2017-12-06,49.71
2017-12-07,49.26
2017-12-08,49.55
2017-12-11,48.57
2017-12-12,49.05
2017-12-13,49.62
2017-12-14,48.42
2017-12-15,48.36
2017-12-18,48.15
2017-12-19,48.88
2017-12-20,49.02
2017-12-21,49.64
2017-12-22,48.64
2017-12-26,49.51
2017-12-27,50.17
2017-12-28,52.1
2018-01-02,50.55
2018-01-03,50.91
2018-01-04,51.61
2018-01-05,51.36
2018-01-08,50.4
2018-01-09,50.4
2018-01-10,48.87
2018-01-11,50.52
2018-01-12,51.44
2018-01-15,51.5
2018-01-16,51.88
2018-01-17,52.8
2018-01-18,52.74
2018-01-19,52.92
2018-01-22,53.41
2018-01-23,53.28
2018-01-24,54.74
2018-01-26,56.0
2018-01-29,55.1
2018-01-30,56.3
2018-01-31,57.27
2018-02-01,57.63
2018-02-02,57.0
2018-02-05,56.19
2018-02-06,57.0
2018-02-07,57.39
2018-02-08,55.09
2018-02-09,54.74
2018-02-14,57.01
2018-02-15,56.95
2018-02-16,57.0
2018-02-19,57.39
2018-02-20,57.1
2018-02-21,57.22
2018-02-22,58.89
2018-02-23,60.15
2018-02-26,60.75
2018-02-27,60.42
2018-02-28,59.83
2018-03-01,58.61
2018-03-02,57.4
2018-03-05,57.41
2018-03-06,54.0
2018-03-07,54.3
2018-03-08,53.6
2018-03-09,53.78
2018-03-12,53.82
2018-03-13,52.66
2018-03-14,52.61
2018-03-15,51.9
2018-03-16,52.36
2018-03-19,53.4
2018-03-20,52.7
2018-03-21,52.21
2018-03-22,52.4
2018-03-23,52.25
2018-03-26,51.5
2018-03-27,51.2
2018-03-28,50.76
2018-03-29,51.01
2018-04-02,50.4
2018-04-03,50.75
2018-04-04,50.8
2018-04-05,50.5
2018-04-06,50.5
2018-04-09,49.3
2018-04-10,47.15
2018-04-11,47.66
2018-04-12,47.15
2018-04-13,45.76
2018-04-16,44.49
2018-04-17,45.15
2018-04-18,44.04
2018-04-19,44.8
2018-04-20,44.6
2018-04-23,44.83
2018-04-24,43.79
2018-04-25,43.8
2018-04-26,44.87
2018-04-27,44.2
2018-04-30,44.0
2018-05-02,43.95
2018-05-03,43.2
2018-05-04,42.13
2018-05-07,42.5
2018-05-08,42.4
2018-05-09,42.19
2018-05-10,43.35
2018-05-11,43.36
2018-05-14,43.0
2018-05-15,43.42
2018-05-16,43.29
2018-05-17,42.25
2018-05-18,41.72
2018-05-21,40.73
2018-05-22,43.28
2018-05-23,43.0
2018-05-24,43.21
2018-05-25,42.8
2018-05-28,42.94
2018-05-29,42.01
2018-05-30,42.0
2018-06-01,41.94
2018-06-04,41.2
2018-06-05,41.6
2018-06-06,40.56
2018-06-07,38.75
2018-06-08,38.85
2018-06-11,39.7
2018-06-12,40.28
2018-06-13,40.04
2018-06-14,41.18
2018-06-15,38.55
2018-06-18,37.39
2018-06-19,38.81
2018-06-20,39.27
2018-06-21,38.0
2018-06-22,39.0
2018-06-25,40.0
2018-06-26,39.82
2018-06-27,38.15
2018-06-28,38.32
2018-06-29,37.4
2018-07-02,37.47
2018-07-03,37.86
2018-07-04,37.5
2018-07-05,38.03
2018-07-06,37.89
2018-07-10,38.47
2018-07-11,38.01
2018-07-12,38.1
2018-07-13,38.04
2018-07-16,37.99
2018-07-17,39.0
2018-07-18,38.02
2018-07-19,37.23
2018-07-20,38.33
2018-07-23,39.65
2018-07-24,39.75
2018-07-25,40.2
2018-07-26,39.5
2018-07-27,38.52
2018-07-30,38.6
2018-07-31,38.37
2018-08-01,39.58
2018-08-02,39.67
2018-08-03,40.3
2018-08-06,39.66
2018-08-07,39.17
2018-08-08,38.5
2018-08-09,37.67
2018-08-10,36.8
2018-08-13,36.74
2018-08-14,42.65
2018-08-15,41.73
2018-08-16,41.5
2018-08-17,43.89
2018-08-20,43.03
2018-08-21,42.64
2018-08-22,42.45
2018-08-23,43.0
2018-08-24,42.8
2018-08-27,42.98
2018-08-28,43.0
2018-08-29,43.8
2018-08-30,42.9
2018-08-31,42.31
2018-09-03,41.42
2018-09-04,41.38
2018-09-05,40.54
2018-09-06,41.0
2018-09-10,40.8
2018-09-11,40.5
2018-09-12,39.5
2018-09-13,38.25
2018-09-14,38.5
2018-09-17,40.58
2018-09-18,40.12
2018-09-19,40.08
2018-09-20,39.44
2018-09-21,39.63
2018-09-24,39.1
2018-09-25,39.46
2018-09-26,40.01
2018-09-27,40.51
2018-09-28,39.39
2018-10-01,39.0
2018-10-02,39.2
2018-10-03,41.09
2018-10-04,40.25
2018-10-05,41.5
2018-10-08,42.75
2018-10-09,45.71
2018-10-10,44.22
2018-10-11,44.2
2018-10-15,44.05
2018-10-16,45.01
2018-10-17,45.37
2018-10-18,45.35
2018-10-19,46.0
2018-10-22,46.99
2018-10-23,46.5
2018-10-24,44.97
2018-10-25,45.4
2018-10-26,43.83
2018-10-29,43.6
2018-10-30,45.0
2018-10-31,44.47
2018-11-01,44.99
2018-11-05,44.84
2018-11-06,45.99
2018-11-07,44.92
2018-11-08,43.67
2018-11-09,43.33
2018-11-12,43.0
2018-11-13,42.51
2018-11-14,42.67
2018-11-16,42.59
2018-11-19,43.64
2018-11-21,42.8
2018-11-22,43.0
2018-11-23,42.8
2018-11-26,42.31
2018-11-27,42.19
2018-11-28,41.38
2018-11-29,41.85
2018-11-30,40.41
2018-12-03,41.28
2018-12-04,41.71
2018-12-05,40.93
2018-12-06,41.38
2018-12-07,42.58
2018-12-10,41.86
2018-12-11,41.55
2018-12-12,43.3
2018-12-13,43.3
2018-12-14,43.61
2018-12-17,42.8
2018-12-18,43.3
2018-12-19,42.09
2018-12-20,43.0
2018-12-21,43.31
2018-12-26,42.84
2018-12-27,42.65
2018-12-28,42.8
2019-01-02,44.96
2019-01-03,46.14
2019-01-04,46.09
2019-01-07,46.6
2019-01-08,46.35
2019-01-09,46.5
2019-01-10,46.8
2019-01-11,47.68
2019-01-14,47.91
2019-01-15,46.7
2019-01-16,47.0
2019-01-17,47.59
2019-01-18,45.62
2019-01-21,46.4
2019-01-22,46.33
2019-01-23,46.15
2019-01-24,47.06
2019-01-28,46.38
2019-01-29,46.5
2019-01-30,46.52
2019-01-31,47.61
2019-02-01,46.73
2019-02-04,48.0
2019-02-05,48.59
2019-02-06,47.0
2019-02-07,47.08
2019-02-08,47.0
2019-02-11,46.7
2019-02-12,47.2
2019-02-13,46.0
2019-02-14,46.5
2019-02-15,46.54
2019-02-18,46.5
2019-02-19,46.63
2019-02-20,46.5
2019-02-21,47.16
2019-02-22,48.08
2019-02-25,48.05
2019-02-26,47.88
2019-02-27,47.48
2019-02-28,46.98
2019-03-01,46.82
2019-03-06,46.79
2019-03-07,45.67
2019-03-08,45.65
2019-03-11,46.49
2019-03-12,44.89
2019-03-13,44.31
2019-03-14,44.7
2019-03-15,44.35
2019-03-18,44.05
2019-03-19,45.0
2019-03-20,44.36
2019-03-21,43.7
2019-03-22,43.0
2019-03-25,41.95
2019-03-26,42.26
2019-03-27,41.71
2019-03-28,42.0
2019-03-29,43.45
2019-04-01,42.5
2019-04-02,42.44
2019-04-03,42.28
2019-04-04,42.0
2019-04-05,42.55
2019-04-08,41.8
2019-04-09,42.45
2019-04-10,42.18
2019-04-11,41.24
2019-04-12,41.1
2019-04-15,40.61
2019-04-16,41.78
2019-04-17,40.35
2019-04-18,40.51
2019-04-22,40.49
2019-04-23,40.99
2019-04-24,41.28
2019-04-25,41.89
2019-04-26,41.4
2019-04-29,40.98
2019-04-30,41.59
2019-05-02,41.34
2019-05-03,41.44
2019-05-06,41.31
2019-05-07,41.0
2019-05-08,41.77
2019-05-09,41.45
2019-05-10,41.9
2019-05-13,38.7
2019-05-14,38.2
2019-05-15,38.41
2019-05-16,38.51
2019-05-17,38.42
2019-05-20,38.67
2019-05-21,38.59
2019-05-22,38.59
2019-05-23,38.03
2019-05-24,38.29
2019-05-27,38.33
2019-05-28,37.9
2019-05-29,38.51
2019-05-30,38.88
2019-05-31,38.69
2019-06-03,38.71
2019-06-04,38.37
2019-06-05,37.73
2019-06-06,37.51
2019-06-07,37.52
2019-06-10,38.18
2019-06-11,38.6
2019-06-12,39.38
2019-06-13,39.3
2019-06-14,39.25
2019-06-17,39.02
2019-06-18,39.32
2019-06-19,39.6
2019-06-21,39.22
2019-06-24,39.73
2019-06-25,39.23
2019-06-26,38.8
2019-06-27,38.73
2019-06-28,38.96
2019-07-01,38.73
2019-07-02,39.5
2019-07-03,39.65
2019-07-04,39.81
2019-07-05,39.43
2019-07-08,38.71
2019-07-10,39.86
2019-07-11,41.19
2019-07-12,40.0
2019-07-15,38.8
2019-07-16,38.04
2019-07-17,37.85
2019-07-18,38.01
2019-07-19,38.65
2019-07-22,39.0
2019-07-23,38.31
2019-07-24,38.68
2019-07-25,38.4
2019-07-26,38.05
2019-07-29,39.08
2019-07-30,39.48
2019-07-31,39.13
2019-08-01,39.52
2019-08-02,39.6
2019-08-05,38.8
2019-08-06,39.72
2019-08-07,39.65
2019-08-08,40.2
2019-08-09,42.25
2019-08-12,38.9
2019-08-13,38.3
2019-08-14,37.45
2019-08-15,36.4
2019-08-16,37.25
2019-08-19,36.95
2019-08-20,36.71
2019-08-21,36.96
2019-08-22,36.0
2019-08-23,34.7
2019-08-26,33.99
2019-08-27,33.31
2019-08-28,33.48
2019-08-29,35.48
2019-08-30,36.2
2019-09-02,35.81
2019-09-03,35.52
2019-09-04,36.7
2019-09-05,36.79
2019-09-06,36.03
2019-09-09,36.32
2019-09-10,36.85
2019-09-11,36.38
2019-09-12,36.46
2019-09-13,35.71
2019-09-16,35.6
2019-09-17,35.02
2019-09-18,35.0
2019-09-19,35.45
2019-09-20,36.15
2019-09-23,35.5
2019-09-24,35.7
2019-09-25,35.14
2019-09-26,35.65
2019-09-27,34.79
2019-09-30,35.0
2019-10-01,35.3
2019-10-02,34.82
2019-10-03,35.23
2019-10-04,35.82
2019-10-07,36.59
2019-10-08,36.02
2019-10-09,35.1
2019-10-10,34.3
2019-10-11,34.13
2019-10-14,34.19
2019-10-15,34.2
2019-10-16,35.0
2019-10-17,35.53
2019-10-18,35.2
2019-10-21,35.14
2019-10-22,35.2
2019-10-23,36.03
2019-10-24,36.5
2019-10-25,36.17
2019-10-28,36.8
2019-10-29,37.13
2019-10-30,38.0
2019-10-31,37.75
2019-11-01,38.1
2019-11-04,36.99
2019-11-05,36.69
2019-11-06,36.67
2019-11-07,37.15
2019-11-08,35.93
2019-11-11,35.41
2019-11-12,34.38
2019-11-13,33.11
2019-11-14,33.55
2019-11-18,33.3
2019-11-19,33.56
2019-11-21,33.5
2019-11-22,33.55
2019-11-25,33.1
2019-11-26,32.18
2019-11-27,33.31
2019-11-28,33.0
2019-11-29,33.08
2019-12-02,32.63
2019-12-03,33.29
2019-12-04,33.38
2019-12-05,34.19
2019-12-06,34.21
2019-12-09,34.52
2019-12-10,33.33
2019-12-11,33.87
2019-12-12,34.67
2019-12-13,35.33
2019-12-16,35.21
2019-12-17,35.74
2019-12-18,36.8
2019-12-19,36.77
2019-12-20,37.89
2019-12-23,37.35
2019-12-26,37.49
2019-12-27,37.55
2019-12-30,38.15
2020-01-02,39.3
2020-01-03,39.75
2020-01-06,40.23
2020-01-07,38.85
2020-01-08,39.19
2020-01-09,39.5
2020-01-10,39.87
2020-01-13,39.69
2020-01-14,39.42
2020-01-15,38.65
2020-01-16,39.24
2020-01-17,38.9
2020-01-20,38.16
2020-01-21,37.1
2020-01-22,37.81
2020-01-23,39.49
2020-01-24,39.15
2020-01-27,38.8
2020-01-28,40.5
2020-01-29,42.29
2020-01-30,41.46
2020-01-31,41.09
2020-02-03,42.25
2020-02-04,42.0
2020-02-05,42.32
2020-02-06,41.9
2020-02-07,41.7
2020-02-10,41.58
2020-02-11,43.3
2020-02-12,43.3
2020-02-13,42.75
2020-02-14,42.55
2020-02-17,43.7
2020-02-18,43.85
2020-02-19,45.0
2020-02-20,44.3
2020-02-21,43.85
2020-02-26,41.6
2020-02-27,39.6
2020-02-28,41.0
2020-03-02,44.35
2020-03-03,41.9
2020-03-04,41.53
2020-03-05,38.43
2020-03-06,38.4
2020-03-09,37.3
2020-03-10,38.92
2020-03-11,37.35
2020-03-12,30.16
2020-03-13,35.0
2020-03-16,30.58
2020-03-17,29.89
2020-03-18,26.78
2020-03-19,27.0
2020-03-20,30.5
2020-03-23,31.13
2020-03-24,32.7
2020-03-25,31.75
2020-03-26,33.2
2020-03-27,31.41
2020-03-30,31.34
2020-03-31,29.1
2020-04-01,27.52
2020-04-02,28.72
2020-04-03,27.8
2020-04-06,28.74
2020-04-07,30.37
2020-04-08,31.28
2020-04-09,30.65
2020-04-13,30.05
2020-04-14,31.7
2020-04-15,30.5
2020-04-16,31.02
2020-04-17,31.0
2020-04-20,30.44
2020-04-22,31.26
2020-04-23,31.27
2020-04-24,30.44
2020-04-27,31.58
2020-04-28,31.81
2020-04-29,33.74
2020-04-30,32.0
2020-05-04,31.66
2020-05-05,32.59
2020-05-06,32.5
2020-05-07,31.76
2020-05-08,32.57
2020-05-11,33.32
2020-05-12,34.2
2020-05-13,34.25
2020-05-14,34.3
2020-05-15,34.72
2020-05-18,36.3
2020-05-19,35.5
2020-05-20,34.94
2020-05-21,36.25
2020-05-22,35.1
2020-05-25,35.64
2020-05-26,36.28
2020-05-27,37.3
2020-05-28,36.46
2020-05-29,36.13
2020-06-01,37.22
2020-06-02,37.31
2020-06-03,38.66
2020-06-04,38.0
2020-06-05,38.85
2020-06-08,40.29
2020-06-09,40.0
2020-06-10,39.0
2020-06-12,39.44
2020-06-15,38.75
2020-06-16,38.54
2020-06-17,39.43
2020-06-18,40.18
2020-06-19,40.5
2020-06-22,40.2
2020-06-23,41.47
2020-06-24,40.44
2020-06-25,40.95
2020-06-26,39.58
2020-06-29,40.43
2020-06-30,40.61
2020-07-01,40.47
2020-07-02,40.46
2020-07-03,40.33
2020-07-06,40.3
2020-07-07,40.59
2020-07-08,41.23
2020-07-09,40.91
2020-07-10,40.62
2020-07-13,40.04
2020-07-14,39.62
2020-07-15,39.98
2020-07-16,39.38
2020-07-17,40.29
2020-07-20,40.17
2020-07-21,40.44
2020-07-22,40.77
2020-07-23,39.33
2020-07-24,39.74
2020-07-27,40.5
2020-07-28,39.87
2020-07-29,40.7
2020-07-30,40.56
2020-07-31,39.08
2020-08-03,37.9
2020-08-04,38.68
2020-08-05,38.42
2020-08-06,38.9
2020-08-07,39.13
2020-08-10,38.06
2020-08-11,38.43
2020-08-12,38.16
2020-08-13,38.87
2020-08-14,38.08
2020-08-17,36.31
2020-08-18,37.57
2020-08-19,36.9
2020-08-20,37.15
2020-08-21,37.3
2020-08-24,36.91
2020-08-25,36.45
2020-08-26,35.74
2020-08-27,36.1
2020-08-28,35.99
2020-08-31,35.51
2020-09-01,36.0
2020-09-02,37.4
2020-09-03,37.11
2020-09-04,37.0
2020-09-08,36.95
2020-09-09,36.89
2020-09-10,36.76
2020-09-11,35.62
2020-09-14,37.33
2020-09-15,38.12
2020-09-16,37.9
2020-09-17,37.84
2020-09-18,37.23
2020-09-21,36.54
2020-09-22,36.26
2020-09-23,35.61
2020-09-24,36.08
2020-09-25,35.97
2020-09-28,34.52
2020-09-29,33.95
2020-09-30,34.16
2020-10-01,35.07
2020-10-02,34.03
2020-10-05,34.63
2020-10-06,35.27
2020-10-07,35.09
2020-10-08,35.64
2020-10-09,35.52
2020-10-13,35.62
2020-10-14,36.2
2020-10-15,36.44
2020-10-16,37.04
2020-10-19,36.85
2020-10-20,37.0
2020-10-21,36.6
2020-10-22,36.36
2020-10-23,36.47
2020-10-26,36.15
2020-10-27,35.95
2020-10-28,33.98
2020-10-29,33.35
2020-10-30,32.45
2020-11-03,32.52
2020-11-04,33.69
2020-11-05,35.4
2020-11-06,36.32
2020-11-09,33.57
2020-11-10,33.19
2020-11-11,33.13
2020-11-12,32.64
2020-11-13,33.92
2020-11-16,33.95
2020-11-17,33.6
2020-11-18,33.21
2020-11-19,32.86
2020-11-20,33.13
2020-11-23,33.43
2020-11-24,33.1
2020-11-25,33.02
2020-11-26,33.06
2020-11-27,33.07
2020-11-30,32.46
2020-12-01,33.01
2020-12-02,33.31
2020-12-03,33.42
2020-12-04,33.45
2020-12-07,33.83
2020-12-08,33.9
2020-12-09,33.3
2020-12-10,33.65
2020-12-11,33.9
2020-12-14,33.49
2020-12-15,34.44
2020-12-16,34.15
2020-12-17,34.54
2020-12-18,35.11
2020-12-21,34.27
2020-12-22,34.1
2020-12-23,34.23
2020-12-28,33.83
2020-12-29,33.83
2020-12-30,34.06
2021-01-04,33.58
2021-01-05,33.2
2021-01-06,33.0
2021-01-07,32.69
2021-01-08,33.99
2021-01-11,33.57
2021-01-12,33.66
2021-01-13,33.35
2021-01-14,33.29
2021-01-15,32.91
2021-01-18,32.76
2021-01-19,32.49
2021-01-20,31.97
2021-01-21,31.06
2021-01-22,30.13
2021-01-26,30.85
2021-01-27,30.73
2021-01-28,31.24
2021-01-29,30.14
2021-02-01,30.5
2021-02-02,31.15
2021-02-03,31.83
2021-02-04,31.05
2021-02-05,31.75
2021-02-08,31.44
2021-02-09,31.44
2021-02-10,30.97
2021-02-11,31.28
2021-02-12,31.04
2021-02-17,31.78
2021-02-18,30.86
2021-02-19,30.69
2021-02-22,29.62
2021-02-23,29.36
2021-02-24,29.61
2021-02-25,29.0
2021-02-26,28.63
2021-03-01,28.65
2021-03-02,28.73
2021-03-03,29.09
2021-03-04,29.71
2021-03-05,29.8
2021-03-08,29.43
2021-03-09,29.76
2021-03-10,31.05
2021-03-11,30.73
2021-03-12,31.01
2021-03-15,31.29
2021-03-16,30.57
2021-03-17,31.3
2021-03-18,30.44
2021-03-19,31.52
2021-03-22,31.66
2021-03-23,31.0
2021-03-24,30.7
2021-03-25,30.62
2021-03-26,30.56
2021-03-29,31.05
2021-03-30,31.2
2021-03-31,30.7
2021-04-01,28.8
2021-04-05,28.38
2021-04-06,28.77
2021-04-07,28.62
2021-04-08,28.85
2021-04-09,28.77
2021-04-12,29.62
2021-04-13,28.81
2021-04-14,28.89
2021-04-15,28.7
2021-04-16,28.9
2021-04-19,28.74
2021-04-20,28.56
2021-04-22,29.0
2021-04-23,29.15
2021-04-26,28.85
2021-04-27,27.83
2021-04-28,27.0
2021-04-29,26.88
2021-04-30,26.62
2021-05-03,26.25
2021-05-04,25.95
2021-05-05,26.34
2021-05-06,25.75
2021-05-07,26.0
2021-05-10,26.5
2021-05-11,26.3
2021-05-12,25.87
2021-05-13,25.88
2021-05-14,26.4
2021-05-17,27.01
2021-05-18,26.21
2021-05-19,26.28
2021-05-20,26.75
2021-05-21,27.49
2021-05-24,28.14
2021-05-25,28.05
2021-05-26,27.49
2021-05-27,27.74
2021-05-28,28.3
2021-05-31,29.29
2021-06-01,29.69
2021-06-02,29.8
2021-06-04,30.14
2021-06-07,29.64
2021-06-08,29.24
2021-06-09,29.55
2021-06-10,30.92
2021-06-11,30.2
2021-06-14,30.57
2021-06-15,30.76
2021-06-16,30.42
2021-06-17,30.61
2021-06-18,30.54
2021-06-21,30.52
2021-06-22,31.14
2021-06-23,30.94
2021-06-24,32.68
2021-06-25,32.27
2021-06-28,32.47
2021-06-29,32.27
2021-06-30,32.62
2021-07-01,31.49
2021-07-02,32.09
2021-07-05,31.64
2021-07-06,31.29
2021-07-07,31.08
2021-07-08,30.61
2021-07-12,30.15
2021-07-13,30.94
2021-07-14,31.54
2021-07-15,31.06
2021-07-16,31.36
2021-07-19,31.5
2021-07-20,31.35
2021-07-21,31.21
2021-07-22,31.16
2021-07-23,31.16
2021-07-26,30.94
2021-07-27,30.75
2021-07-28,30.4
2021-07-29,31.1
2021-07-30,31.16
2021-08-02,31.7
2021-08-03,31.61
2021-08-04,31.92
2021-08-05,31.69
2021-08-06,33.35
2021-08-09,33.72
2021-08-10,33.69
2021-08-11,33.72
2021-08-12,31.93
2021-08-13,31.71
2021-08-16,30.94
2021-08-17,31.5
2021-08-18,31.45
2021-08-19,31.97
2021-08-20,32.71
2021-08-23,32.89
2021-08-24,33.45
2021-08-25,33.07
2021-08-26,32.62
2021-08-27,32.6
2021-08-30,32.4
2021-08-31,31.63
2021-09-01,32.52
2021-09-02,31.98
2021-09-03,32.1
2021-09-06,32.47
2021-09-08,30.96
2021-09-09,31.6
2021-09-10,31.67
2021-09-13,31.72
2021-09-14,31.5
2021-09-15,31.03
2021-09-16,31.13
2021-09-17,31.18
2021-09-20,31.0
2021-09-21,31.08
2021-09-22,31.69
2021-09-23,31.31
2021-09-24,31.61
2021-09-27,32.38
2021-09-28,31.81
2021-09-29,33.18
2021-09-30,33.04
2021-10-01,32.75
2021-10-04,32.69
2021-10-05,31.23
2021-10-06,30.49
2021-10-07,30.7
2021-10-08,30.51
2021-10-11,31.01
2021-10-13,31.66
2021-10-14,31.49
2021-10-15,31.74
2021-10-18,31.86
2021-10-19,30.99
2021-10-20,31.04
2021-10-21,30.64
2021-10-22,30.26
2021-10-25,30.64
2021-10-26,30.25
2021-10-27,30.52
2021-10-28,31.13
2021-10-29,30.95
2021-11-01,31.18
2021-11-03,31.62
2021-11-04,31.09
2021-11-05,30.55
2021-11-08,31.81
2021-11-09,32.0
2021-11-10,32.62
2021-11-11,31.97
2021-11-12,31.67
2021-11-16,31.25
2021-11-17,30.92
2021-11-18,30.02
2021-11-19,29.64
2021-11-22,29.08
2021-11-23,28.76
2021-11-24,28.52
2021-11-25,28.78
2021-11-26,28.28
2021-11-29,28.1
2021-11-30,27.78
2021-12-01,27.38
2021-12-02,27.85
2021-12-03,28.04
2021-12-06,27.66
2021-12-07,28.07
2021-12-08,28.38
2021-12-09,27.6
2021-12-10,27.61
2021-12-13,27.5
2021-12-14,27.1
2021-12-15,26.94
2021-12-16,26.16
2021-12-17,25.51
2021-12-20,25.28
2021-12-21,25.0
2021-12-22,24.75
2021-12-23,24.82
2021-12-27,25.04
2021-12-28,25.24
2021-12-29,25.33
2021-12-30,25.49
2022-01-03,25.08
2022-01-04,24.96
2022-01-05,24.03
2022-01-06,23.77
2022-01-07,23.62
2022-01-10,23.25
2022-01-11,22.62
2022-01-12,23.01
2022-01-13,23.19
2022-01-14,23.31
2022-01-17,23.04
2022-01-18,22.69
2022-01-19,23.0
2022-01-20,23.05
2022-01-21,23.1
2022-01-24,22.7
2022-01-25,23.43
2022-01-26,22.93
2022-01-27,23.37
2022-01-28,23.23
2022-01-31,23.13
2022-02-01,23.39
2022-02-02,22.74
2022-02-03,22.24
2022-02-04,22.0
2022-02-07,24.0
2022-02-08,24.01
2022-02-09,24.4
2022-02-10,21.95
2022-02-11,22.15
2022-02-14,22.55
2022-02-15,22.58
2022-02-16,23.19
2022-02-17,22.9
2022-02-18,22.99
2022-02-21,22.91
2022-02-22,22.87
2022-02-23,23.75
2022-02-24,22.89
2022-02-25,22.87
2022-03-02,22.12
2022-03-03,21.63
2022-03-04,20.28
2022-03-07,19.04
2022-03-08,20.15
2022-03-09,21.04
2022-03-10,20.17
2022-03-11,19.85
2022-03-14,19.74
2022-03-15,20.16
2022-03-16,20.51
2022-03-17,20.56
2022-03-18,21.27
2022-03-21,20.67
2022-03-22,21.4
2022-03-23,21.99
2022-03-24,22.83
2022-03-25,23.14
2022-03-28,23.64
2022-03-29,25.0
2022-03-30,24.5
2022-03-31,24.62
2022-04-01,24.86
2022-04-04,25.44
2022-04-05,24.93
2022-04-06,25.29
2022-04-07,24.84
2022-04-08,26.0
2022-04-11,25.99
2022-04-12,25.84
2022-04-13,25.9
2022-04-14,25.78
2022-04-18,26.4
2022-04-19,26.14
2022-04-20,25.82
2022-04-22,25.58
2022-04-25,25.35
2022-04-26,25.06
2022-04-27,25.5
2022-04-28,24.76
2022-04-29,23.67
2022-05-02,23.75
2022-05-03,23.51
2022-05-04,23.95
2022-05-05,22.55
2022-05-06,22.61
2022-05-09,22.35
2022-05-10,22.91
2022-05-11,23.48
2022-05-12,24.26
2022-05-13,24.48
2022-05-16,22.55
2022-05-17,22.23
2022-05-18,22.19
2022-05-19,22.43
2022-05-20,22.3
2022-05-23,23.35
2022-05-24,24.64
2022-05-25,25.29
2022-05-26,25.61
2022-05-27,25.52
2022-05-30,25.8
2022-05-31,25.91
2022-06-01,26.43
2022-06-02,26.1
2022-06-03,25.96
2022-06-06,25.96
2022-06-07,25.6
2022-06-08,25.75
2022-06-09,26.0
2022-06-10,25.85
2022-06-13,25.47
2022-06-14,24.67
2022-06-15,24.75
2022-06-17,24.13
2022-06-20,24.44
2022-06-21,24.3
2022-06-22,24.62
2022-06-23,25.55
2022-06-24,25.87
2022-06-27,26.83
2022-06-28,26.33
2022-06-29,26.53
2022-06-30,26.1
2022-07-01,26.45
2022-07-04,26.75
2022-07-05,27.7
2022-07-06,29.89
2022-07-07,29.78
2022-07-08,30.35
2022-07-11,30.82
2022-07-12,30.46
2022-07-13,30.91
2022-07-14,30.88
2022-07-15,30.36
2022-07-18,30.09
2022-07-19,30.18
2022-07-20,30.43
2022-07-21,30.75
2022-07-22,30.85
2022-07-25,30.8
2022-07-26,31.05
2022-07-27,31.76
2022-07-28,31.29
2022-07-29,31.15
2022-08-01,31.44
2022-08-02,32.23
2022-08-03,32.35
2022-08-04,33.35
2022-08-05,32.46
2022-08-08,32.56
2022-08-09,32.48
2022-08-10,32.74
2022-08-11,31.78
2022-08-12,32.68
2022-08-15,40.66
2022-08-16,40.37
2022-08-17,40.75
2022-08-18,41.76
2022-08-19,42.78
2022-08-22,41.6
2022-08-23,41.71
2022-08-24,41.89
2022-08-25,42.08
2022-08-26,41.5
2022-08-29,42.07
2022-08-30,44.13
2022-08-31,42.27
2022-09-01,41.75
2022-09-02,42.41
2022-09-05,42.0
2022-09-06,42.42
2022-09-08,42.3
2022-09-09,42.23
2022-09-12,42.1
2022-09-13,41.4
2022-09-14,41.82
2022-09-15,41.52
2022-09-16,42.47
2022-09-19,42.79
2022-09-20,43.63
2022-09-21,43.42
2022-09-22,43.7
2022-09-23,43.48
2022-09-26,43.82
2022-09-27,43.85
2022-09-28,43.81
2022-09-29,43.7
2022-09-30,43.81
2022-10-03,45.1
2022-10-04,41.89
2022-10-05,40.76
2022-10-06,41.34
2022-10-07,41.49
2022-10-10,41.46
2022-10-11,41.32
2022-10-13,41.22
2022-10-14,40.84
2022-10-17,41.42
2022-10-18,42.08
2022-10-19,42.55
2022-10-20,42.35
2022-10-21,43.54
2022-10-24,42.08
2022-10-25,41.82
2022-10-26,40.48
2022-10-27,41.74
2022-10-28,42.19
2022-10-31,43.5
2022-11-01,43.5
2022-11-03,43.64
2022-11-04,43.5
2022-11-07,42.71
2022-11-08,42.94
2022-11-09,42.06
2022-11-10,39.95
2022-11-11,39.1
2022-11-14,39.85
2022-11-16,38.5
2022-11-17,37.67
2022-11-18,38.16
2022-11-21,38.31
